Orthogroup	Prah	Syat
OG0000372	Prah.g_00046	Syat.g_02298
OG0000373	Prah.g_00047	Syat.g_02297
OG0000374	Prah.g_00048	Syat.g_02296
OG0000375	Prah.g_00049	Syat.g_02295
OG0000376	Prah.g_00051	Syat.g_02293
OG0000377	Prah.g_02485	Syat.g_02695
OG0000378	Prah.g_02471	Syat.g_02715
OG0000379	Prah.g_02457	Syat.g_02720
OG0000380	Prah.g_01834	Syat.g_01468
OG0000381	Prah.g_01839	Syat.g_01470
OG0000382	Prah.g_01859	Syat.g_01488
OG0000383	Prah.g_01861	Syat.g_01521
OG0000384	Prah.g_01862	Syat.g_01522
OG0000385	Prah.g_01863	Syat.g_01523
OG0000386	Prah.g_01864	Syat.g_01524
OG0000387	Prah.g_01888	Syat.g_01561
OG0000388	Prah.g_01892	Syat.g_01565
OG0000389	Prah.g_01896	Syat.g_01569
OG0000390	Prah.g_00194	Syat.g_02945
OG0000391	Prah.g_00189	Syat.g_02940
OG0000392	Prah.g_00183	Syat.g_02934
OG0000393	Prah.g_00175	Syat.g_02931
OG0000394	Prah.g_00174	Syat.g_02930
OG0000395	Prah.g_00173	Syat.g_02929
OG0000396	Prah.g_02252	Syat.g_02927
OG0000397	Prah.g_02254	Syat.g_02925
OG0000398	Prah.g_02259	Syat.g_02920
OG0000399	Prah.g_02260	Syat.g_02919
OG0000400	Prah.g_02261	Syat.g_02918
OG0000401	Prah.g_02262	Syat.g_02917
OG0000402	Prah.g_02264	Syat.g_02915
OG0000403	Prah.g_02265	Syat.g_02914
OG0000405	Prah.g_02280	Syat.g_02900
OG0000406	Prah.g_02284	Syat.g_02896
OG0000407	Prah.g_02285	Syat.g_02895
OG0000408	Prah.g_02287	Syat.g_02893
OG0000409	Prah.g_02289	Syat.g_02891
OG0000410	Prah.g_02290	Syat.g_02890
OG0000411	Prah.g_02291	Syat.g_02889
OG0000412	Prah.g_02292	Syat.g_02888
OG0000413	Prah.g_02294	Syat.g_02886
OG0000414	Prah.g_02295	Syat.g_02885
OG0000415	Prah.g_02296	Syat.g_02884
OG0000416	Prah.g_02297	Syat.g_02883
OG0000417	Prah.g_02298	Syat.g_02868
OG0000418	Prah.g_02303	Syat.g_02863
OG0000419	Prah.g_02305	Syat.g_02861
OG0000420	Prah.g_02306	Syat.g_02859
OG0000421	Prah.g_02310	Syat.g_02855
OG0000422	Prah.g_02311	Syat.g_02854
OG0000423	Prah.g_02312	Syat.g_02853
OG0000424	Prah.g_02313	Syat.g_02852
OG0000425	Prah.g_02314	Syat.g_02851
OG0000426	Prah.g_02315	Syat.g_02850
OG0000427	Prah.g_02316	Syat.g_02849
OG0000428	Prah.g_00709	Syat.g_02846
OG0000429	Prah.g_02321	Syat.g_02843
OG0000430	Prah.g_02323	Syat.g_02841
OG0000431	Prah.g_02334	Syat.g_02838
OG0000432	Prah.g_02341	Syat.g_02832
OG0000433	Prah.g_02344	Syat.g_02829
OG0000434	Prah.g_02345	Syat.g_02828
OG0000435	Prah.g_02350	Syat.g_02824
OG0000436	Prah.g_02356	Syat.g_02817
OG0000437	Prah.g_02357	Syat.g_02558
OG0000438	Prah.g_02358	Syat.g_02813
OG0000439	Prah.g_02360	Syat.g_02811
OG0000440	Prah.g_02361	Syat.g_02810
OG0000441	Prah.g_02364	Syat.g_02807
OG0000442	Prah.g_02365	Syat.g_02797
OG0000443	Prah.g_02370	Syat.g_02787
OG0000444	Prah.g_02418	Syat.g_02756
OG0000445	Prah.g_02417	Syat.g_02755
OG0000446	Prah.g_02415	Syat.g_02753
OG0000447	Prah.g_02411	Syat.g_02749
OG0000448	Prah.g_02410	Syat.g_02748
OG0000449	Prah.g_02409	Syat.g_02747
OG0000450	Prah.g_02403	Syat.g_02738
OG0000451	Prah.g_02402	Syat.g_02737
OG0000452	Prah.g_02398	Syat.g_02732
OG0000453	Prah.g_02397	Syat.g_02731
OG0000454	Prah.g_02396	Syat.g_02730
OG0000455	Prah.g_02395	Syat.g_02729
OG0000456	Prah.g_02394	Syat.g_02728
OG0000457	Prah.g_02392	Syat.g_02726
OG0000458	Prah.g_02391	Syat.g_02725
OG0000459	Prah.g_02390	Syat.g_02724
OG0000460	Prah.g_01781	Syat.g_01450
OG0000461	Prah.g_02074	Syat.g_01866
OG0000462	Prah.g_02078	Syat.g_01868
OG0000463	Prah.g_02079	Syat.g_01869
OG0000464	Prah.g_02080	Syat.g_01870
OG0000465	Prah.g_02082	Syat.g_01872
OG0000466	Prah.g_02087	Syat.g_01877
OG0000467	Prah.g_02089	Syat.g_01878
OG0000468	Prah.g_02098	Syat.g_01884
OG0000469	Prah.g_02111	Syat.g_02000
OG0000470	Prah.g_02114	Syat.g_02038
OG0000471	Prah.g_02115	Syat.g_02039
OG0000472	Prah.g_02117	Syat.g_02041
OG0000473	Prah.g_02119	Syat.g_02043
OG0000474	Prah.g_02120	Syat.g_02044
OG0000475	Prah.g_02121	Syat.g_02045
OG0000476	Prah.g_02123	Syat.g_02047
OG0000477	Prah.g_02128	Syat.g_02053
OG0000478	Prah.g_02129	Syat.g_02054
OG0000479	Prah.g_02130	Syat.g_02056
OG0000480	Prah.g_02137	Syat.g_02063
OG0000481	Prah.g_02139	Syat.g_02066
OG0000482	Prah.g_02140	Syat.g_02067
OG0000483	Prah.g_02144	Syat.g_02071
OG0000484	Prah.g_02145	Syat.g_02072
OG0000485	Prah.g_02146	Syat.g_02073
OG0000486	Prah.g_02147	Syat.g_02074
OG0000487	Prah.g_02152	Syat.g_02080
OG0000488	Prah.g_02156	Syat.g_02086
OG0000489	Prah.g_02167	Syat.g_02097
OG0000490	Prah.g_02172	Syat.g_02106
OG0000491	Prah.g_02173	Syat.g_02107
OG0000492	Prah.g_02175	Syat.g_02110
OG0000493	Prah.g_02176	Syat.g_02111
OG0000494	Prah.g_02177	Syat.g_02112
OG0000495	Prah.g_02178	Syat.g_02120
OG0000496	Prah.g_02179	Syat.g_02121
OG0000497	Prah.g_02180	Syat.g_02122
OG0000498	Prah.g_02181	Syat.g_02123
OG0000499	Prah.g_02182	Syat.g_02124
OG0000500	Prah.g_02183	Syat.g_02125
OG0000501	Prah.g_02186	Syat.g_02128
OG0000502	Prah.g_02199	Syat.g_02135
OG0000503	Prah.g_01940	Syat.g_01614
OG0000504	Prah.g_01938	Syat.g_01612
OG0000505	Prah.g_01937	Syat.g_01611
OG0000506	Prah.g_01935	Syat.g_01609
OG0000507	Prah.g_01930	Syat.g_01603
OG0000508	Prah.g_01922	Syat.g_01596
OG0000509	Prah.g_01920	Syat.g_01591
OG0000510	Prah.g_01919	Syat.g_01590
OG0000511	Prah.g_01918	Syat.g_01589
OG0000512	Prah.g_01916	Syat.g_01587
OG0000513	Prah.g_00209	Syat.g_02957
OG0000514	Prah.g_00218	Syat.g_02962
OG0000515	Prah.g_00219	Syat.g_02963
OG0000516	Prah.g_00221	Syat.g_02965
OG0000517	Prah.g_00229	Syat.g_02969
OG0000518	Prah.g_00241	Syat.g_01286
OG0000519	Prah.g_00242	Syat.g_01285
OG0000520	Prah.g_00247	Syat.g_01284
OG0000521	Prah.g_00255	Syat.g_01319
OG0000522	Prah.g_00257	Syat.g_01317
OG0000523	Prah.g_00258	Syat.g_01316
OG0000524	Prah.g_00290	Syat.g_01409
OG0000525	Prah.g_00304	Syat.g_01382
OG0000526	Prah.g_00306	Syat.g_01380
OG0000527	Prah.g_00310	Syat.g_01373
OG0000528	Prah.g_01572	Syat.g_03167
OG0000529	Prah.g_01565	Syat.g_03171
OG0000530	Prah.g_01562	Syat.g_03174
OG0000531	Prah.g_01561	Syat.g_03175
OG0000532	Prah.g_01558	Syat.g_03178
OG0000533	Prah.g_01556	Syat.g_03180
OG0000534	Prah.g_01555	Syat.g_03181
OG0000535	Prah.g_01554	Syat.g_03182
OG0000536	Prah.g_01553	Syat.g_03183
OG0000537	Prah.g_01552	Syat.g_03185
OG0000538	Prah.g_01541	Syat.g_03204
OG0000539	Prah.g_01540	Syat.g_03206
OG0000540	Prah.g_01539	Syat.g_03207
OG0000541	Prah.g_01538	Syat.g_03208
OG0000542	Prah.g_01535	Syat.g_03213
OG0000543	Prah.g_01533	Syat.g_03215
OG0000544	Prah.g_01532	Syat.g_03216
OG0000545	Prah.g_01530	Syat.g_03218
OG0000546	Prah.g_01528	Syat.g_03220
OG0000547	Prah.g_01526	Syat.g_03222
OG0000548	Prah.g_01525	Syat.g_03223
OG0000549	Prah.g_01519	Syat.g_01795
OG0000550	Prah.g_01514	Syat.g_01107
OG0000551	Prah.g_01510	Syat.g_01103
OG0000552	Prah.g_01509	Syat.g_01102
OG0000553	Prah.g_01505	Syat.g_01098
OG0000554	Prah.g_01500	Syat.g_03271
OG0000555	Prah.g_01480	Syat.g_00093
OG0000556	Prah.g_01474	Syat.g_00088
OG0000557	Prah.g_01473	Syat.g_00083
OG0000558	Prah.g_01470	Syat.g_00081
OG0000559	Prah.g_01466	Syat.g_00077
OG0000560	Prah.g_01463	Syat.g_00074
OG0000561	Prah.g_01462	Syat.g_00073
OG0000562	Prah.g_01461	Syat.g_00072
OG0000563	Prah.g_01460	Syat.g_00071
OG0000564	Prah.g_01459	Syat.g_00070
OG0000565	Prah.g_01457	Syat.g_00067
OG0000566	Prah.g_01452	Syat.g_00063
OG0000567	Prah.g_01448	Syat.g_00059
OG0000568	Prah.g_01446	Syat.g_00057
OG0000569	Prah.g_01445	Syat.g_00056
OG0000570	Prah.g_01444	Syat.g_00055
OG0000571	Prah.g_01441	Syat.g_00052
OG0000572	Prah.g_01425	Syat.g_00033
OG0000573	Prah.g_01416	Syat.g_00024
OG0000574	Prah.g_01415	Syat.g_00023
OG0000575	Prah.g_01406	Syat.g_00018
OG0000576	Prah.g_01404	Syat.g_00014
OG0000577	Prah.g_01403	Syat.g_00013
OG0000578	Prah.g_01402	Syat.g_00012
OG0000579	Prah.g_01401	Syat.g_00011
OG0000580	Prah.g_01400	Syat.g_00010
OG0000581	Prah.g_01396	Syat.g_00003
OG0000582	Prah.g_01392	Syat.g_03403
OG0000583	Prah.g_01391	Syat.g_03404
OG0000584	Prah.g_01390	Syat.g_03405
OG0000585	Prah.g_01388	Syat.g_03408
OG0000586	Prah.g_01387	Syat.g_03409
OG0000587	Prah.g_01385	Syat.g_00001
OG0000588	Prah.g_00529	Syat.g_00338
OG0000589	Prah.g_00526	Syat.g_03318
OG0000590	Prah.g_00525	Syat.g_03317
OG0000591	Prah.g_00518	Syat.g_03308
OG0000592	Prah.g_00517	Syat.g_03307
OG0000593	Prah.g_00505	Syat.g_00113
OG0000594	Prah.g_00504	Syat.g_00114
OG0000595	Prah.g_00503	Syat.g_00115
OG0000596	Prah.g_00498	Syat.g_00129
OG0000597	Prah.g_00495	Syat.g_00132
OG0000598	Prah.g_00494	Syat.g_00133
