Orthogroup	Prah	Prbm
OG0000147	Prah.g_00786	Prbm.g_00978
OG0000148	Prah.g_00649	Prbm.g_00832
OG0000149	Prah.g_00591	Prbm.g_00862
OG0000150	Prah.g_00568	Prbm.g_00870
OG0000151	Prah.g_00718	Prbm.g_00940
OG0000152	Prah.g_00796	Prbm.g_00988
OG0000153	Prah.g_00826	Prbm.g_01006
OG0000154	Prah.g_00852	Prbm.g_01035
OG0000155	Prah.g_01291	Prbm.g_01527
OG0000156	Prah.g_01349	Prbm.g_01600
OG0000157	Prah.g_01350	Prbm.g_01601
OG0000158	Prah.g_02242	Prbm.g_02077
OG0000160	Prah.g_00407	Prbm.g_01711
OG0000161	Prah.g_00399	Prbm.g_01717
OG0000162	Prah.g_00391	Prbm.g_01723
OG0000163	Prah.g_01619	Prbm.g_01759
OG0000164	Prah.g_01705	Prbm.g_01863
OG0000165	Prah.g_01716	Prbm.g_01871
OG0000166	Prah.g_02033	Prbm.g_01996
OG0000167	Prah.g_02230	Prbm.g_02067
OG0000168	Prah.g_02243	Prbm.g_02078
OG0000169	Prah.g_00163	Prbm.g_02088
OG0000170	Prah.g_00155	Prbm.g_02090
OG0000171	Prah.g_00126	Prbm.g_02110
OG0000172	Prah.g_00084	Prbm.g_02146
OG0000173	Prah.g_00061	Prbm.g_02161
OG0000174	Prah.g_02541	Prbm.g_02192
OG0000175	Prah.g_02575	Prbm.g_02209
OG0000176	Prah.g_00005	Prbm.g_00004
OG0000177	Prah.g_00006	Prbm.g_00005
OG0000178	Prah.g_00007	Prbm.g_00006
OG0000179	Prah.g_00022	Prbm.g_00016
OG0000180	Prah.g_00023	Prbm.g_00017
OG0000181	Prah.g_00024	Prbm.g_00018
OG0000182	Prah.g_00025	Prbm.g_00019
OG0000183	Prah.g_00029	Prbm.g_00023
OG0000184	Prah.g_02478	Prbm.g_00055
OG0000185	Prah.g_02458	Prbm.g_00058
OG0000186	Prah.g_01830	Prbm.g_00121
OG0000187	Prah.g_01833	Prbm.g_00122
OG0000188	Prah.g_01860	Prbm.g_00139
OG0000189	Prah.g_01884	Prbm.g_00153
OG0000190	Prah.g_01886	Prbm.g_00154
OG0000191	Prah.g_00188	Prbm.g_00177
OG0000192	Prah.g_00176, Prah.g_00180	Prbm.g_00181
OG0000193	Prah.g_02283	Prbm.g_00205
OG0000194	Prah.g_02286	Prbm.g_00208
OG0000195	Prah.g_02288	Prbm.g_00210
OG0000196	Prah.g_02299	Prbm.g_00220
OG0000197	Prah.g_02300	Prbm.g_00221
OG0000198	Prah.g_02301	Prbm.g_00222
OG0000199	Prah.g_02308	Prbm.g_00229
OG0000200	Prah.g_02324	Prbm.g_00243
OG0000201	Prah.g_02352	Prbm.g_00252
OG0000202	Prah.g_02353	Prbm.g_00253
OG0000203	Prah.g_02354	Prbm.g_00254
OG0000204	Prah.g_02355	Prbm.g_00255
OG0000205	Prah.g_02362	Prbm.g_00262
OG0000206	Prah.g_02371	Prbm.g_00266
OG0000207	Prah.g_02420	Prbm.g_00268
OG0000208	Prah.g_02419	Prbm.g_00269
OG0000209	Prah.g_02400	Prbm.g_00278
OG0000210	Prah.g_02399	Prbm.g_00279
OG0000211	Prah.g_01782	Prbm.g_00293
OG0000212	Prah.g_01772	Prbm.g_00301
OG0000213	Prah.g_02101	Prbm.g_00317
OG0000214	Prah.g_02118	Prbm.g_00325
OG0000215	Prah.g_02148	Prbm.g_00349
OG0000216	Prah.g_02151	Prbm.g_00350
OG0000217	Prah.g_02155	Prbm.g_00353
OG0000218	Prah.g_02157	Prbm.g_00355
OG0000219	Prah.g_02158	Prbm.g_00356
OG0000220	Prah.g_02159	Prbm.g_00357
OG0000221	Prah.g_02166	Prbm.g_00358
OG0000222	Prah.g_02174	Prbm.g_00366
OG0000223	Prah.g_02197	Prbm.g_00378
OG0000224	Prah.g_02207	Prbm.g_00380
OG0000225	Prah.g_01921	Prbm.g_00411
OG0000226	Prah.g_01917	Prbm.g_00415
OG0000227	Prah.g_01915	Prbm.g_00417
OG0000228	Prah.g_00204	Prbm.g_00422
OG0000229	Prah.g_00230	Prbm.g_00446
OG0000230	Prah.g_00232	Prbm.g_00448
OG0000231	Prah.g_00251	Prbm.g_00459
OG0000232	Prah.g_00261	Prbm.g_00484
OG0000233	Prah.g_00294	Prbm.g_00492
OG0000234	Prah.g_00313, Prah.g_00314	Prbm.g_00501
OG0000235	Prah.g_01567	Prbm.g_00505
OG0000236	Prah.g_01551	Prbm.g_00518
OG0000237	Prah.g_01534	Prbm.g_00540
OG0000238	Prah.g_01529	Prbm.g_00546
OG0000239	Prah.g_01513	Prbm.g_00558
OG0000240	Prah.g_01512	Prbm.g_00559
OG0000241	Prah.g_01094	Prbm.g_00563
OG0000242	Prah.g_00108, Prah.g_01503	Prbm.g_00565
OG0000243	Prah.g_01476	Prbm.g_00576
OG0000244	Prah.g_01472	Prbm.g_00579
OG0000245	Prah.g_01469	Prbm.g_00581
OG0000246	Prah.g_01465	Prbm.g_00585
OG0000247	Prah.g_01454	Prbm.g_00595
OG0000248	Prah.g_01451	Prbm.g_00597
OG0000249	Prah.g_01449	Prbm.g_00599
OG0000250	Prah.g_01443	Prbm.g_00604
OG0000251	Prah.g_01417	Prbm.g_00620
OG0000252	Prah.g_01414	Prbm.g_00623
OG0000253	Prah.g_01408	Prbm.g_00625
OG0000254	Prah.g_01389	Prbm.g_00642
OG0000255	Prah.g_00530	Prbm.g_00648
OG0000256	Prah.g_00516	Prbm.g_00658
OG0000257	Prah.g_00509	Prbm.g_00661
OG0000258	Prah.g_00486	Prbm.g_00674
OG0000259	Prah.g_00457	Prbm.g_00691
OG0000260	Prah.g_00454	Prbm.g_00694
OG0000261	Prah.g_00451	Prbm.g_00697
OG0000262	Prah.g_00445	Prbm.g_00702
OG0000263	Prah.g_02413	Prbm.g_00716
OG0000264	Prah.g_00974	Prbm.g_00728
OG0000265	Prah.g_00887, Prah.g_00958	Prbm.g_00742
OG0000266	Prah.g_00876	Prbm.g_00752
OG0000267	Prah.g_00751	Prbm.g_00765
OG0000268	Prah.g_00752	Prbm.g_00766
OG0000269	Prah.g_00672	Prbm.g_00809
OG0000270	Prah.g_00669	Prbm.g_00812
OG0000271	Prah.g_00661	Prbm.g_00820
OG0000272	Prah.g_00660	Prbm.g_00821
OG0000273	Prah.g_00609	Prbm.g_00845
OG0000274	Prah.g_00608	Prbm.g_00846
OG0000275	Prah.g_00605	Prbm.g_00848
OG0000276	Prah.g_00599	Prbm.g_00854
OG0000277	Prah.g_00598	Prbm.g_00855
OG0000278	Prah.g_00595	Prbm.g_00858
OG0000279	Prah.g_00587	Prbm.g_00865
OG0000281	Prah.g_00566	Prbm.g_00871
OG0000282	Prah.g_00731	Prbm.g_00931
OG0000283	Prah.g_00761	Prbm.g_00962
OG0000284	Prah.g_00767	Prbm.g_00967
OG0000285	Prah.g_01178	Prbm.g_00972
OG0000286	Prah.g_00795	Prbm.g_00987
OG0000287	Prah.g_01131	Prbm.g_00102
OG0000288	Prah.g_00851	Prbm.g_01034
OG0000289	Prah.g_00864	Prbm.g_01045
OG0000290	Prah.g_00912	Prbm.g_01061
OG0000291	Prah.g_00914	Prbm.g_01063
OG0000292	Prah.g_02597	Prbm.g_01210
OG0000293	Prah.g_01336	Prbm.g_01559
OG0000294	Prah.g_01335	Prbm.g_01558
OG0000295	Prah.g_01298	Prbm.g_01534
OG0000296	Prah.g_01296	Prbm.g_01532
OG0000297	Prah.g_01259	Prbm.g_01524
OG0000298	Prah.g_01258	Prbm.g_01523
OG0000299	Prah.g_01268	Prbm.g_01503
OG0000300	Prah.g_01275	Prbm.g_01500
OG0000301	Prah.g_01276	Prbm.g_01499
OG0000302	Prah.g_01279	Prbm.g_01497
OG0000303	Prah.g_01289	Prbm.g_01492
OG0000304	Prah.g_01237, Prah.g_01238	Prbm.g_01489
OG0000305	Prah.g_00918	Prbm.g_01812
OG0000306	Prah.g_00560	Prbm.g_00875
OG0000307	Prah.g_01584	Prbm.g_01669
OG0000308	Prah.g_01586	Prbm.g_01670
OG0000309	Prah.g_01590	Prbm.g_01674
OG0000310	Prah.g_00428	Prbm.g_01694
OG0000311	Prah.g_00424	Prbm.g_01696
OG0000312	Prah.g_00420	Prbm.g_01699
OG0000313	Prah.g_00402	Prbm.g_01714
OG0000314	Prah.g_00371	Prbm.g_01735
OG0000315	Prah.g_00361	Prbm.g_01745
OG0000316	Prah.g_01631	Prbm.g_01770
OG0000317	Prah.g_01672	Prbm.g_01839
OG0000318	Prah.g_01677	Prbm.g_01842
OG0000319	Prah.g_01694	Prbm.g_01853
OG0000320	Prah.g_01696	Prbm.g_01855
OG0000321	Prah.g_01697	Prbm.g_01856
OG0000322	Prah.g_01698	Prbm.g_01857
OG0000323	Prah.g_01710	Prbm.g_01866
OG0000324	Prah.g_01744	Prbm.g_01893
OG0000325	Prah.g_02071	Prbm.g_01950
OG0000326	Prah.g_02064	Prbm.g_01956
OG0000327	Prah.g_02038	Prbm.g_01991
OG0000328	Prah.g_02037	Prbm.g_01992
OG0000329	Prah.g_02020	Prbm.g_02009
OG0000330	Prah.g_02019	Prbm.g_02010
OG0000331	Prah.g_02018	Prbm.g_02011
OG0000332	Prah.g_02003	Prbm.g_02025
OG0000333	Prah.g_02001	Prbm.g_02027
OG0000334	Prah.g_01991	Prbm.g_02036
OG0000335	Prah.g_01986	Prbm.g_02041
OG0000336	Prah.g_01982	Prbm.g_02045
OG0000337	Prah.g_02224	Prbm.g_02064
OG0000338	Prah.g_02227	Prbm.g_02065
OG0000339	Prah.g_02234	Prbm.g_02070
OG0000340	Prah.g_02244	Prbm.g_02079
OG0000341	Prah.g_02246	Prbm.g_02081
OG0000342	Prah.g_02247	Prbm.g_02082
OG0000343	Prah.g_00168	Prbm.g_02083
OG0000344	Prah.g_00165	Prbm.g_02086
OG0000345	Prah.g_00154	Prbm.g_02091
OG0000346	Prah.g_00149	Prbm.g_02095
OG0000347	Prah.g_00089	Prbm.g_02114
OG0000348	Prah.g_00078	Prbm.g_02149
OG0000349	Prah.g_00053	Prbm.g_02167
OG0000350	Prah.g_02533	Prbm.g_02188
OG0000351	Prah.g_02578	Prbm.g_02212
OG0000352	Prah.g_02579	Prbm.g_02213
OG0000353	Prah.g_02603	Prbm.g_02232
OG0000354	Prah.g_00020	Prbm.g_01220
OG0000355	Prah.g_00002	Prbm.g_00001
OG0000356	Prah.g_00003	Prbm.g_00002
OG0000357	Prah.g_00004	Prbm.g_00003
OG0000358	Prah.g_00008	Prbm.g_00007
OG0000359	Prah.g_00010	Prbm.g_00008
OG0000360	Prah.g_00011	Prbm.g_00009
OG0000361	Prah.g_00012	Prbm.g_00010
OG0000362	Prah.g_00014	Prbm.g_00012
OG0000363	Prah.g_00016	Prbm.g_00014
OG0000364	Prah.g_00017	Prbm.g_00015
OG0000365	Prah.g_00026	Prbm.g_00020
OG0000366	Prah.g_00027	Prbm.g_00021
OG0000367	Prah.g_00028	Prbm.g_00022
OG0000368	Prah.g_00030	Prbm.g_00024
OG0000369	Prah.g_00031	Prbm.g_00025
OG0000370	Prah.g_00032	Prbm.g_00026
OG0000371	Prah.g_00041	Prbm.g_00032
OG0000372	Prah.g_00046	Prbm.g_00033
OG0000373	Prah.g_00047	Prbm.g_00034
OG0000374	Prah.g_00048	Prbm.g_00035
OG0000375	Prah.g_00049	Prbm.g_00049
OG0000376	Prah.g_00051	Prbm.g_00051
OG0000377	Prah.g_02485	Prbm.g_00054
OG0000378	Prah.g_02471	Prbm.g_00056
OG0000379	Prah.g_02457	Prbm.g_00059
OG0000380	Prah.g_01834	Prbm.g_00123
OG0000381	Prah.g_01839	Prbm.g_00127
OG0000382	Prah.g_01859	Prbm.g_00138
OG0000383	Prah.g_01861	Prbm.g_00140
OG0000384	Prah.g_01862	Prbm.g_00141
OG0000385	Prah.g_01863	Prbm.g_00142
OG0000386	Prah.g_01864	Prbm.g_00143
OG0000387	Prah.g_01888	Prbm.g_00156
OG0000388	Prah.g_01892	Prbm.g_00160
OG0000389	Prah.g_01896	Prbm.g_00163
OG0000390	Prah.g_00194	Prbm.g_00172
OG0000391	Prah.g_00189	Prbm.g_00176
OG0000392	Prah.g_00183	Prbm.g_00179
OG0000393	Prah.g_00175	Prbm.g_00182
OG0000394	Prah.g_00174	Prbm.g_00183
OG0000395	Prah.g_00173	Prbm.g_00184
OG0000396	Prah.g_02252	Prbm.g_00187
OG0000397	Prah.g_02254	Prbm.g_00189
OG0000398	Prah.g_02259	Prbm.g_00192
OG0000399	Prah.g_02260	Prbm.g_00193
OG0000400	Prah.g_02261	Prbm.g_00194
OG0000401	Prah.g_02262	Prbm.g_00195
OG0000402	Prah.g_02264	Prbm.g_01096
OG0000403	Prah.g_02265	Prbm.g_00196
OG0000405	Prah.g_02280	Prbm.g_00202
OG0000406	Prah.g_02284	Prbm.g_00206
OG0000407	Prah.g_02285	Prbm.g_00207
OG0000408	Prah.g_02287	Prbm.g_00209
OG0000409	Prah.g_02289	Prbm.g_00211
OG0000410	Prah.g_02290	Prbm.g_00212
OG0000411	Prah.g_02291	Prbm.g_00213
OG0000412	Prah.g_02292	Prbm.g_00214
OG0000413	Prah.g_02294	Prbm.g_00215
OG0000414	Prah.g_02295	Prbm.g_00216
OG0000415	Prah.g_02296	Prbm.g_00217
OG0000416	Prah.g_02297	Prbm.g_00218
OG0000417	Prah.g_02298	Prbm.g_00219
OG0000418	Prah.g_02303	Prbm.g_00224
OG0000419	Prah.g_02305	Prbm.g_00226
OG0000420	Prah.g_02306	Prbm.g_00227
OG0000421	Prah.g_02310	Prbm.g_00232
OG0000422	Prah.g_02311	Prbm.g_00233
OG0000423	Prah.g_02312	Prbm.g_00234
OG0000424	Prah.g_02313	Prbm.g_00235
OG0000425	Prah.g_02314	Prbm.g_00236
OG0000426	Prah.g_02315	Prbm.g_00237
OG0000427	Prah.g_02316	Prbm.g_00238
OG0000428	Prah.g_00709	Prbm.g_00240
OG0000429	Prah.g_02321	Prbm.g_00241
OG0000430	Prah.g_02323	Prbm.g_00242
OG0000431	Prah.g_02334	Prbm.g_00244
OG0000432	Prah.g_02341	Prbm.g_00248
OG0000433	Prah.g_02344	Prbm.g_00249
OG0000434	Prah.g_02345	Prbm.g_00250
OG0000435	Prah.g_02350	Prbm.g_00251
OG0000436	Prah.g_02356	Prbm.g_00256
OG0000437	Prah.g_02357	Prbm.g_00257
OG0000438	Prah.g_02358	Prbm.g_00258
OG0000439	Prah.g_02360	Prbm.g_00260
OG0000440	Prah.g_02361	Prbm.g_00261
OG0000441	Prah.g_02364	Prbm.g_00263
OG0000442	Prah.g_02365	Prbm.g_00264
OG0000443	Prah.g_02370	Prbm.g_00265
OG0000444	Prah.g_02418	Prbm.g_00270
OG0000445	Prah.g_02417	Prbm.g_00271
OG0000446	Prah.g_02415	Prbm.g_00272
OG0000447	Prah.g_02411	Prbm.g_00273
OG0000448	Prah.g_02410	Prbm.g_00274
OG0000449	Prah.g_02409	Prbm.g_00275
OG0000450	Prah.g_02403	Prbm.g_00276
OG0000451	Prah.g_02402	Prbm.g_00277
OG0000452	Prah.g_02398	Prbm.g_00280
OG0000453	Prah.g_02397	Prbm.g_00281
OG0000454	Prah.g_02396	Prbm.g_00282
OG0000455	Prah.g_02395	Prbm.g_00283
OG0000456	Prah.g_02394	Prbm.g_00284
OG0000457	Prah.g_02392	Prbm.g_00285
OG0000458	Prah.g_02391	Prbm.g_00286
OG0000459	Prah.g_02390	Prbm.g_00287
OG0000460	Prah.g_01781	Prbm.g_00295
OG0000461	Prah.g_02074	Prbm.g_00303
OG0000462	Prah.g_02078	Prbm.g_00305
OG0000463	Prah.g_02079	Prbm.g_00306
OG0000464	Prah.g_02080	Prbm.g_00307
OG0000465	Prah.g_02082	Prbm.g_00308
OG0000466	Prah.g_02087	Prbm.g_00309
OG0000467	Prah.g_02089	Prbm.g_00310
OG0000468	Prah.g_02098	Prbm.g_00312
OG0000469	Prah.g_02111	Prbm.g_00320
OG0000470	Prah.g_02114	Prbm.g_00322
OG0000471	Prah.g_02115	Prbm.g_00323
OG0000472	Prah.g_02117	Prbm.g_00324
OG0000473	Prah.g_02119	Prbm.g_00326
OG0000474	Prah.g_02120	Prbm.g_00327
OG0000475	Prah.g_02121	Prbm.g_00328
OG0000476	Prah.g_02123	Prbm.g_00330
OG0000477	Prah.g_02128	Prbm.g_00332
OG0000478	Prah.g_02129	Prbm.g_00333
OG0000479	Prah.g_02130	Prbm.g_00334
OG0000480	Prah.g_02137	Prbm.g_00339
OG0000481	Prah.g_02139	Prbm.g_00341
OG0000482	Prah.g_02140	Prbm.g_00342
OG0000483	Prah.g_02144	Prbm.g_00345
OG0000484	Prah.g_02145	Prbm.g_00346
OG0000485	Prah.g_02146	Prbm.g_00347
OG0000486	Prah.g_02147	Prbm.g_00348
OG0000487	Prah.g_02152	Prbm.g_00351
OG0000488	Prah.g_02156	Prbm.g_00354
OG0000489	Prah.g_02167	Prbm.g_00359
OG0000490	Prah.g_02172	Prbm.g_00364
OG0000491	Prah.g_02173	Prbm.g_00365
OG0000492	Prah.g_02175	Prbm.g_00367
OG0000493	Prah.g_02176	Prbm.g_00368
OG0000494	Prah.g_02177	Prbm.g_00369
OG0000495	Prah.g_02178	Prbm.g_00370
OG0000496	Prah.g_02179	Prbm.g_00371
OG0000497	Prah.g_02180	Prbm.g_00372
OG0000498	Prah.g_02181	Prbm.g_00373
OG0000499	Prah.g_02182	Prbm.g_00374
OG0000500	Prah.g_02183	Prbm.g_00375
OG0000501	Prah.g_02186	Prbm.g_00376
OG0000502	Prah.g_02199	Prbm.g_00379
OG0000503	Prah.g_01940	Prbm.g_00400
OG0000504	Prah.g_01938	Prbm.g_00402
OG0000505	Prah.g_01937	Prbm.g_00403
OG0000506	Prah.g_01935	Prbm.g_00404
OG0000507	Prah.g_01930	Prbm.g_00407
OG0000508	Prah.g_01922	Prbm.g_00410
OG0000509	Prah.g_01920	Prbm.g_00412
OG0000510	Prah.g_01919	Prbm.g_00413
OG0000511	Prah.g_01918	Prbm.g_00414
OG0000512	Prah.g_01916	Prbm.g_00416
OG0000513	Prah.g_00209	Prbm.g_00426
OG0000514	Prah.g_00218	Prbm.g_00440
OG0000515	Prah.g_00219	Prbm.g_00441
OG0000516	Prah.g_00221	Prbm.g_00442
OG0000517	Prah.g_00229	Prbm.g_00445
OG0000518	Prah.g_00241	Prbm.g_00456
OG0000519	Prah.g_00242	Prbm.g_00457
OG0000520	Prah.g_00247	Prbm.g_00458
OG0000521	Prah.g_00255	Prbm.g_00480
OG0000522	Prah.g_00257	Prbm.g_00482
OG0000523	Prah.g_00258	Prbm.g_00483
OG0000524	Prah.g_00290	Prbm.g_00490
OG0000525	Prah.g_00304	Prbm.g_00494
OG0000526	Prah.g_00306	Prbm.g_00495
OG0000527	Prah.g_00310	Prbm.g_00498
OG0000528	Prah.g_01572	Prbm.g_00504
OG0000529	Prah.g_01565	Prbm.g_00507
OG0000530	Prah.g_01562	Prbm.g_00510
OG0000531	Prah.g_01561	Prbm.g_00511
OG0000532	Prah.g_01558	Prbm.g_00512
OG0000533	Prah.g_01556	Prbm.g_00513
OG0000534	Prah.g_01555	Prbm.g_00514
OG0000535	Prah.g_01554	Prbm.g_00515
OG0000536	Prah.g_01553	Prbm.g_00516
OG0000537	Prah.g_01552	Prbm.g_00517
OG0000538	Prah.g_01541	Prbm.g_00534
OG0000539	Prah.g_01540	Prbm.g_00535
OG0000540	Prah.g_01539	Prbm.g_00536
OG0000541	Prah.g_01538	Prbm.g_00537
OG0000542	Prah.g_01535	Prbm.g_00539
OG0000543	Prah.g_01533	Prbm.g_00541
OG0000544	Prah.g_01532	Prbm.g_00542
OG0000545	Prah.g_01530	Prbm.g_00544
OG0000546	Prah.g_01528	Prbm.g_00547
OG0000547	Prah.g_01526	Prbm.g_00549
OG0000548	Prah.g_01525	Prbm.g_00550
OG0000549	Prah.g_01519	Prbm.g_00553
OG0000550	Prah.g_01514	Prbm.g_00557
OG0000551	Prah.g_01510	Prbm.g_00560
OG0000552	Prah.g_01509	Prbm.g_00561
OG0000553	Prah.g_01505	Prbm.g_00562
OG0000554	Prah.g_01500	Prbm.g_00567
OG0000555	Prah.g_01480	Prbm.g_00575
OG0000556	Prah.g_01474	Prbm.g_00577
