Orthogroup	Prah	Prae
OG0000115	Prah.g_00383	Prae.g_01102
OG0000116	Prah.g_01337	Prae.g_01153
OG0000117	Prah.g_01257	Prae.g_01263
OG0000118	Prah.g_01378	Prae.g_01341
OG0000119	Prah.g_01007, Prah.g_01048	Prae.g_01364
OG0000120	Prah.g_02192	Prae.g_01389
OG0000121	Prah.g_00406	Prae.g_01461
OG0000122	Prah.g_01203	Prae.g_01499
OG0000123	Prah.g_01987	Prae.g_01766
OG0000124	Prah.g_00125	Prae.g_01831
OG0000125	Prah.g_02498	Prae.g_01867
OG0000126	Prah.g_02598	Prae.g_01906
OG0000128	Prah.g_00013	Prae.g_00011
OG0000129	Prah.g_02486	Prae.g_00046
OG0000130	Prah.g_01838	Prae.g_00069
OG0000131	Prah.g_02282	Prae.g_00148
OG0000132	Prah.g_02302	Prae.g_00167
OG0000133	Prah.g_02187	Prae.g_00323
OG0000134	Prah.g_00208	Prae.g_00356
OG0000135	Prah.g_02538	Prae.g_00382
OG0000136	Prah.g_00235	Prae.g_00415
OG0000137	Prah.g_00312	Prae.g_00449
OG0000138	Prah.g_01549	Prae.g_00469
OG0000139	Prah.g_01495	Prae.g_00512
OG0000140	Prah.g_01489	Prae.g_00513
OG0000141	Prah.g_01393	Prae.g_00581
OG0000142	Prah.g_00501	Prae.g_00609
OG0000143	Prah.g_00497	Prae.g_00613
OG0000144	Prah.g_00473	Prae.g_00626
OG0000145	Prah.g_01543	Prae.g_00766
OG0000146	Prah.g_00787	Prae.g_00771
OG0000147	Prah.g_00786	Prae.g_00772
OG0000148	Prah.g_00649	Prae.g_00822
OG0000149	Prah.g_00591	Prae.g_00852
OG0000150	Prah.g_00568	Prae.g_00860
OG0000151	Prah.g_00718	Prae.g_00918
OG0000152	Prah.g_00796	Prae.g_00964
OG0000153	Prah.g_00826	Prae.g_00983
OG0000154	Prah.g_00852	Prae.g_01014
OG0000155	Prah.g_01291	Prae.g_01183
OG0000156	Prah.g_01349	Prae.g_01317
OG0000157	Prah.g_01350	Prae.g_01318
OG0000158	Prah.g_02242	Prae.g_01426
OG0000160	Prah.g_00407	Prae.g_01460
OG0000161	Prah.g_00399	Prae.g_01466
OG0000162	Prah.g_00391	Prae.g_01472
OG0000163	Prah.g_01619	Prae.g_01506
OG0000164	Prah.g_01705	Prae.g_01647
OG0000165	Prah.g_01716	Prae.g_01654
OG0000166	Prah.g_02033	Prae.g_01722
OG0000167	Prah.g_02230	Prae.g_01789
OG0000168	Prah.g_02243	Prae.g_01799
OG0000169	Prah.g_00163	Prae.g_01809
OG0000170	Prah.g_00155	Prae.g_01811
OG0000171	Prah.g_00126	Prae.g_01830
OG0000172	Prah.g_00084	Prae.g_01838
OG0000173	Prah.g_00061	Prae.g_01853
OG0000174	Prah.g_02541	Prae.g_01881
OG0000175	Prah.g_02575	Prae.g_01891
OG0000176	Prah.g_00005	Prae.g_00004
OG0000177	Prah.g_00006	Prae.g_00005
OG0000178	Prah.g_00007	Prae.g_00006
OG0000179	Prah.g_00022	Prae.g_00016
OG0000180	Prah.g_00023	Prae.g_00017
OG0000181	Prah.g_00024	Prae.g_00018
OG0000182	Prah.g_00025	Prae.g_00019
OG0000183	Prah.g_00029	Prae.g_00023
OG0000184	Prah.g_02478	Prae.g_00048
OG0000185	Prah.g_02458	Prae.g_00051
OG0000186	Prah.g_01830	Prae.g_00064
OG0000187	Prah.g_01833	Prae.g_00065
OG0000188	Prah.g_01860	Prae.g_00082
OG0000189	Prah.g_01884	Prae.g_00096
OG0000190	Prah.g_01886	Prae.g_00097
OG0000191	Prah.g_00188	Prae.g_00117
OG0000192	Prah.g_00176, Prah.g_00180	Prae.g_00121
OG0000193	Prah.g_02283	Prae.g_00149
OG0000194	Prah.g_02286	Prae.g_00152
OG0000195	Prah.g_02288	Prae.g_00154
OG0000196	Prah.g_02299	Prae.g_00164
OG0000197	Prah.g_02300	Prae.g_00165
OG0000198	Prah.g_02301	Prae.g_00166
OG0000199	Prah.g_02308	Prae.g_00173
OG0000200	Prah.g_02324	Prae.g_00187
OG0000201	Prah.g_02352	Prae.g_00195
OG0000202	Prah.g_02353	Prae.g_00196
OG0000203	Prah.g_02354	Prae.g_00197
OG0000204	Prah.g_02355	Prae.g_00198
OG0000205	Prah.g_02362	Prae.g_00205
OG0000206	Prah.g_02371	Prae.g_00210
OG0000207	Prah.g_02420	Prae.g_00212
OG0000208	Prah.g_02419	Prae.g_00213
OG0000209	Prah.g_02400	Prae.g_00222
OG0000210	Prah.g_02399	Prae.g_00223
OG0000211	Prah.g_01782	Prae.g_00236
OG0000212	Prah.g_01772	Prae.g_00243
OG0000213	Prah.g_02101	Prae.g_00260
OG0000214	Prah.g_02118	Prae.g_00270
OG0000215	Prah.g_02148	Prae.g_00293
OG0000216	Prah.g_02151	Prae.g_00295
OG0000217	Prah.g_02155	Prae.g_00298
OG0000218	Prah.g_02157	Prae.g_00300
OG0000219	Prah.g_02158	Prae.g_00301
OG0000220	Prah.g_02159	Prae.g_00302
OG0000221	Prah.g_02166	Prae.g_00303
OG0000222	Prah.g_02174	Prae.g_00311
OG0000223	Prah.g_02197	Prae.g_00324
OG0000224	Prah.g_02207	Prae.g_00326
OG0000225	Prah.g_01921	Prae.g_00345
OG0000226	Prah.g_01917	Prae.g_00349
OG0000227	Prah.g_01915	Prae.g_00351
OG0000228	Prah.g_00204	Prae.g_00354
OG0000229	Prah.g_00230	Prae.g_00410
OG0000230	Prah.g_00232	Prae.g_00412
OG0000231	Prah.g_00251	Prae.g_00423
OG0000232	Prah.g_00261	Prae.g_00432
OG0000233	Prah.g_00294	Prae.g_00437
OG0000234	Prah.g_00313, Prah.g_00314	Prae.g_00450
OG0000235	Prah.g_01567	Prae.g_00453
OG0000236	Prah.g_01551	Prae.g_00467
OG0000237	Prah.g_01534	Prae.g_00480
OG0000238	Prah.g_01529	Prae.g_00486
OG0000239	Prah.g_01513	Prae.g_00499
OG0000240	Prah.g_01512	Prae.g_00500
OG0000241	Prah.g_01094	Prae.g_00504
OG0000242	Prah.g_00108, Prah.g_01503	Prae.g_00506
OG0000243	Prah.g_01476	Prae.g_00518
OG0000244	Prah.g_01472	Prae.g_00521
OG0000245	Prah.g_01469	Prae.g_00523
OG0000246	Prah.g_01465	Prae.g_00527
OG0000247	Prah.g_01454	Prae.g_00537
OG0000248	Prah.g_01451	Prae.g_00539
OG0000249	Prah.g_01449	Prae.g_00541
OG0000250	Prah.g_01443	Prae.g_00546
OG0000251	Prah.g_01417	Prae.g_00565
OG0000252	Prah.g_01414	Prae.g_00568
OG0000253	Prah.g_01408	Prae.g_00569
OG0000254	Prah.g_01389	Prae.g_00585
OG0000255	Prah.g_00530	Prae.g_00591
OG0000256	Prah.g_00516	Prae.g_00601
OG0000257	Prah.g_00509	Prae.g_00604
OG0000258	Prah.g_00486	Prae.g_00617
OG0000259	Prah.g_00457	Prae.g_00634
OG0000260	Prah.g_00454	Prae.g_00637
OG0000261	Prah.g_00451	Prae.g_00639
OG0000262	Prah.g_00445	Prae.g_00643
OG0000263	Prah.g_02413	Prae.g_00655
OG0000264	Prah.g_00974	Prae.g_00665
OG0000265	Prah.g_00887, Prah.g_00958	Prae.g_00711
OG0000266	Prah.g_00876	Prae.g_00721
OG0000267	Prah.g_00751	Prae.g_00732
OG0000268	Prah.g_00752	Prae.g_00733
OG0000269	Prah.g_00672	Prae.g_00801
OG0000270	Prah.g_00669	Prae.g_00804
OG0000271	Prah.g_00661	Prae.g_00812
OG0000272	Prah.g_00660	Prae.g_00813
OG0000273	Prah.g_00609	Prae.g_00836
OG0000274	Prah.g_00608	Prae.g_00837
OG0000275	Prah.g_00605	Prae.g_00839
OG0000276	Prah.g_00599	Prae.g_00844
OG0000277	Prah.g_00598	Prae.g_00845
OG0000278	Prah.g_00595	Prae.g_00848
OG0000279	Prah.g_00587	Prae.g_00855
OG0000280	Prah.g_00581	Prae.g_00856
OG0000281	Prah.g_00566	Prae.g_00861
OG0000282	Prah.g_00731	Prae.g_00910
OG0000283	Prah.g_00761	Prae.g_00941
OG0000284	Prah.g_00767	Prae.g_00946
OG0000285	Prah.g_01178	Prae.g_00951
OG0000286	Prah.g_00795	Prae.g_00963
OG0000287	Prah.g_01131	Prae.g_00980
OG0000288	Prah.g_00851	Prae.g_01013
OG0000289	Prah.g_00864	Prae.g_01024
OG0000290	Prah.g_00912	Prae.g_01037
OG0000291	Prah.g_00914	Prae.g_01039
OG0000292	Prah.g_02597	Prae.g_01090
OG0000293	Prah.g_01336	Prae.g_01154
OG0000294	Prah.g_01335	Prae.g_01155
OG0000295	Prah.g_01298	Prae.g_01175
OG0000296	Prah.g_01296	Prae.g_01177
OG0000297	Prah.g_01259	Prae.g_01185
OG0000298	Prah.g_01258	Prae.g_01186
OG0000299	Prah.g_01268	Prae.g_01203
OG0000300	Prah.g_01275	Prae.g_01206
OG0000301	Prah.g_01276	Prae.g_01207
OG0000302	Prah.g_01279	Prae.g_01209
OG0000303	Prah.g_01289	Prae.g_01216
OG0000304	Prah.g_01237, Prah.g_01238	Prae.g_01220
OG0000305	Prah.g_00918	Prae.g_01360
OG0000306	Prah.g_00560	Prae.g_01363
OG0000307	Prah.g_01584	Prae.g_01377
OG0000308	Prah.g_01586	Prae.g_01378
OG0000309	Prah.g_01590	Prae.g_01382
OG0000310	Prah.g_00428	Prae.g_01444
OG0000311	Prah.g_00424	Prae.g_01446
OG0000312	Prah.g_00420	Prae.g_01449
OG0000313	Prah.g_00402	Prae.g_01463
OG0000314	Prah.g_00371	Prae.g_01486
OG0000315	Prah.g_00361	Prae.g_01496
OG0000316	Prah.g_01631	Prae.g_01516
OG0000317	Prah.g_01672	Prae.g_01621
OG0000318	Prah.g_01677	Prae.g_01624
OG0000319	Prah.g_01694	Prae.g_01637
OG0000320	Prah.g_01696	Prae.g_01639
OG0000321	Prah.g_01697	Prae.g_01640
OG0000322	Prah.g_01698	Prae.g_01641
OG0000323	Prah.g_01710	Prae.g_01650
OG0000324	Prah.g_01744	Prae.g_01676
OG0000325	Prah.g_02071	Prae.g_01687
OG0000326	Prah.g_02064	Prae.g_01693
OG0000327	Prah.g_02038	Prae.g_01717
OG0000328	Prah.g_02037	Prae.g_01718
OG0000329	Prah.g_02020	Prae.g_01735
OG0000330	Prah.g_02019	Prae.g_01736
OG0000331	Prah.g_02018	Prae.g_01737
OG0000332	Prah.g_02003	Prae.g_01751
OG0000333	Prah.g_02001	Prae.g_01753
OG0000334	Prah.g_01991	Prae.g_01761
OG0000335	Prah.g_01986	Prae.g_01767
OG0000336	Prah.g_01982	Prae.g_01771
OG0000337	Prah.g_02224	Prae.g_01787
OG0000338	Prah.g_02227	Prae.g_01788
OG0000339	Prah.g_02234	Prae.g_01792
OG0000340	Prah.g_02244	Prae.g_01800
OG0000341	Prah.g_02246	Prae.g_01802
OG0000342	Prah.g_02247	Prae.g_01803
OG0000343	Prah.g_00168	Prae.g_01804
OG0000344	Prah.g_00165	Prae.g_01807
OG0000345	Prah.g_00154	Prae.g_01812
OG0000346	Prah.g_00149	Prae.g_01816
OG0000347	Prah.g_00089	Prae.g_01832
OG0000348	Prah.g_00078	Prae.g_01841
OG0000349	Prah.g_00053	Prae.g_01858
OG0000350	Prah.g_02533	Prae.g_01877
OG0000351	Prah.g_02578	Prae.g_01894
OG0000352	Prah.g_02579	Prae.g_01895
OG0000353	Prah.g_02603	Prae.g_01910
OG0000354	Prah.g_00020	Prae.g_00689
OG0000355	Prah.g_00002	Prae.g_00001
OG0000356	Prah.g_00003	Prae.g_00002
OG0000357	Prah.g_00004	Prae.g_00003
OG0000358	Prah.g_00008	Prae.g_00007
OG0000359	Prah.g_00010	Prae.g_00008
OG0000360	Prah.g_00011	Prae.g_00009
OG0000361	Prah.g_00012	Prae.g_00010
OG0000362	Prah.g_00014	Prae.g_00012
OG0000363	Prah.g_00016	Prae.g_00014
OG0000364	Prah.g_00017	Prae.g_00015
OG0000365	Prah.g_00026	Prae.g_00020
OG0000366	Prah.g_00027	Prae.g_00021
OG0000367	Prah.g_00028	Prae.g_00022
OG0000368	Prah.g_00030	Prae.g_00024
OG0000369	Prah.g_00031	Prae.g_00025
OG0000370	Prah.g_00032	Prae.g_00026
OG0000371	Prah.g_00041	Prae.g_00032
OG0000372	Prah.g_00046	Prae.g_00035
OG0000373	Prah.g_00047	Prae.g_00036
OG0000374	Prah.g_00048	Prae.g_00037
OG0000375	Prah.g_00049	Prae.g_00042
OG0000376	Prah.g_00051	Prae.g_00044
OG0000377	Prah.g_02485	Prae.g_00047
OG0000378	Prah.g_02471	Prae.g_00049
OG0000379	Prah.g_02457	Prae.g_00052
OG0000380	Prah.g_01834	Prae.g_00066
OG0000381	Prah.g_01839	Prae.g_00070
OG0000382	Prah.g_01859	Prae.g_00081
OG0000383	Prah.g_01861	Prae.g_00083
OG0000384	Prah.g_01862	Prae.g_00084
OG0000385	Prah.g_01863	Prae.g_00085
OG0000386	Prah.g_01864	Prae.g_00086
OG0000387	Prah.g_01888	Prae.g_00099
OG0000388	Prah.g_01892	Prae.g_00102
OG0000389	Prah.g_01896	Prae.g_00105
OG0000390	Prah.g_00194	Prae.g_00112
OG0000391	Prah.g_00189	Prae.g_00116
OG0000392	Prah.g_00183	Prae.g_00120
OG0000393	Prah.g_00175	Prae.g_00122
OG0000394	Prah.g_00174	Prae.g_00123
OG0000395	Prah.g_00173	Prae.g_00124
OG0000396	Prah.g_02252	Prae.g_00127
OG0000397	Prah.g_02254	Prae.g_00129
OG0000398	Prah.g_02259	Prae.g_00131
OG0000399	Prah.g_02260	Prae.g_00132
OG0000400	Prah.g_02261	Prae.g_00133
OG0000401	Prah.g_02262	Prae.g_00134
OG0000402	Prah.g_02264	Prae.g_00136
OG0000403	Prah.g_02265	Prae.g_00137
OG0000405	Prah.g_02280	Prae.g_00142
OG0000406	Prah.g_02284	Prae.g_00150
OG0000407	Prah.g_02285	Prae.g_00151
OG0000408	Prah.g_02287	Prae.g_00153
OG0000409	Prah.g_02289	Prae.g_00155
OG0000410	Prah.g_02290	Prae.g_00156
OG0000411	Prah.g_02291	Prae.g_00157
OG0000412	Prah.g_02292	Prae.g_00158
OG0000413	Prah.g_02294	Prae.g_00159
OG0000414	Prah.g_02295	Prae.g_00160
OG0000415	Prah.g_02296	Prae.g_00161
OG0000416	Prah.g_02297	Prae.g_00162
OG0000417	Prah.g_02298	Prae.g_00163
OG0000418	Prah.g_02303	Prae.g_00168
OG0000419	Prah.g_02305	Prae.g_00170
OG0000420	Prah.g_02306	Prae.g_00171
OG0000421	Prah.g_02310	Prae.g_00176
OG0000422	Prah.g_02311	Prae.g_00177
OG0000423	Prah.g_02312	Prae.g_00178
OG0000424	Prah.g_02313	Prae.g_00179
OG0000425	Prah.g_02314	Prae.g_00180
OG0000426	Prah.g_02315	Prae.g_00181
OG0000427	Prah.g_02316	Prae.g_00182
OG0000428	Prah.g_00709	Prae.g_00184
OG0000429	Prah.g_02321	Prae.g_00185
OG0000430	Prah.g_02323	Prae.g_00186
OG0000431	Prah.g_02334	Prae.g_00188
OG0000432	Prah.g_02341	Prae.g_00191
OG0000433	Prah.g_02344	Prae.g_00192
OG0000434	Prah.g_02345	Prae.g_00193
OG0000435	Prah.g_02350	Prae.g_00194
OG0000436	Prah.g_02356	Prae.g_00199
OG0000437	Prah.g_02357	Prae.g_00200
OG0000438	Prah.g_02358	Prae.g_00201
OG0000439	Prah.g_02360	Prae.g_00203
OG0000440	Prah.g_02361	Prae.g_00204
OG0000441	Prah.g_02364	Prae.g_00207
OG0000442	Prah.g_02365	Prae.g_00208
OG0000443	Prah.g_02370	Prae.g_00209
OG0000444	Prah.g_02418	Prae.g_00214
OG0000445	Prah.g_02417	Prae.g_00215
OG0000446	Prah.g_02415	Prae.g_00216
OG0000447	Prah.g_02411	Prae.g_00217
OG0000448	Prah.g_02410	Prae.g_00218
OG0000449	Prah.g_02409	Prae.g_00219
OG0000450	Prah.g_02403	Prae.g_00220
OG0000451	Prah.g_02402	Prae.g_00221
OG0000452	Prah.g_02398	Prae.g_00224
OG0000453	Prah.g_02397	Prae.g_00225
OG0000454	Prah.g_02396	Prae.g_00226
OG0000455	Prah.g_02395	Prae.g_00227
OG0000456	Prah.g_02394	Prae.g_00228
OG0000457	Prah.g_02392	Prae.g_00229
OG0000458	Prah.g_02391	Prae.g_00230
OG0000459	Prah.g_02390	Prae.g_00231
OG0000460	Prah.g_01781	Prae.g_00238
OG0000461	Prah.g_02074	Prae.g_00245
OG0000462	Prah.g_02078	Prae.g_00247
OG0000463	Prah.g_02079	Prae.g_00248
OG0000464	Prah.g_02080	Prae.g_00249
OG0000465	Prah.g_02082	Prae.g_00250
OG0000466	Prah.g_02087	Prae.g_00253
OG0000467	Prah.g_02089	Prae.g_00254
OG0000468	Prah.g_02098	Prae.g_00256
OG0000469	Prah.g_02111	Prae.g_00265
OG0000470	Prah.g_02114	Prae.g_00267
OG0000471	Prah.g_02115	Prae.g_00268
OG0000472	Prah.g_02117	Prae.g_00269
OG0000473	Prah.g_02119	Prae.g_00271
OG0000474	Prah.g_02120	Prae.g_00272
OG0000475	Prah.g_02121	Prae.g_00273
OG0000476	Prah.g_02123	Prae.g_00274
OG0000477	Prah.g_02128	Prae.g_00276
OG0000478	Prah.g_02129	Prae.g_00277
OG0000479	Prah.g_02130	Prae.g_00278
OG0000480	Prah.g_02137	Prae.g_00283
OG0000481	Prah.g_02139	Prae.g_00285
OG0000482	Prah.g_02140	Prae.g_00286
OG0000483	Prah.g_02144	Prae.g_00289
OG0000484	Prah.g_02145	Prae.g_00290
OG0000485	Prah.g_02146	Prae.g_00291
OG0000486	Prah.g_02147	Prae.g_00292
OG0000487	Prah.g_02152	Prae.g_00296
OG0000488	Prah.g_02156	Prae.g_00299
OG0000489	Prah.g_02167	Prae.g_00304
OG0000490	Prah.g_02172	Prae.g_00309
OG0000491	Prah.g_02173	Prae.g_00310
OG0000492	Prah.g_02175	Prae.g_00312
OG0000493	Prah.g_02176	Prae.g_00313
OG0000494	Prah.g_02177	Prae.g_00314
OG0000495	Prah.g_02178	Prae.g_00315
OG0000496	Prah.g_02179	Prae.g_00316
OG0000497	Prah.g_02180	Prae.g_00317
OG0000498	Prah.g_02181	Prae.g_00318
OG0000499	Prah.g_02182	Prae.g_00319
OG0000500	Prah.g_02183	Prae.g_00320
OG0000501	Prah.g_02186	Prae.g_00322
OG0000502	Prah.g_02199	Prae.g_00325
OG0000503	Prah.g_01940	Prae.g_00335
OG0000504	Prah.g_01938	Prae.g_00336
OG0000505	Prah.g_01937	Prae.g_00337
OG0000506	Prah.g_01935	Prae.g_00338
OG0000507	Prah.g_01930	Prae.g_00341
OG0000508	Prah.g_01922	Prae.g_00344
OG0000509	Prah.g_01920	Prae.g_00346
OG0000510	Prah.g_01919	Prae.g_00347
OG0000511	Prah.g_01918	Prae.g_00348
OG0000512	Prah.g_01916	Prae.g_00350
OG0000513	Prah.g_00209	Prae.g_00357
OG0000514	Prah.g_00218	Prae.g_00405
OG0000515	Prah.g_00219	Prae.g_00406
OG0000516	Prah.g_00221	Prae.g_00407
OG0000517	Prah.g_00229	Prae.g_00409
OG0000518	Prah.g_00241	Prae.g_00420
OG0000519	Prah.g_00242	Prae.g_00421
OG0000520	Prah.g_00247	Prae.g_00422
OG0000521	Prah.g_00255	Prae.g_00427
OG0000522	Prah.g_00257	Prae.g_00429
OG0000523	Prah.g_00258	Prae.g_00430
OG0000524	Prah.g_00290	Prae.g_00435
OG0000525	Prah.g_00304	Prae.g_00438
OG0000526	Prah.g_00306	Prae.g_00439
OG0000527	Prah.g_00310	Prae.g_00447
OG0000528	Prah.g_01572	Prae.g_00452
OG0000529	Prah.g_01565	Prae.g_00455
OG0000530	Prah.g_01562	Prae.g_00458
OG0000531	Prah.g_01561	Prae.g_00459
OG0000532	Prah.g_01558	Prae.g_00461
OG0000533	Prah.g_01556	Prae.g_00462
OG0000534	Prah.g_01555	Prae.g_00463
OG0000535	Prah.g_01554	Prae.g_00464
OG0000536	Prah.g_01553	Prae.g_00465
OG0000537	Prah.g_01552	Prae.g_00466
OG0000538	Prah.g_01541	Prae.g_00474
OG0000539	Prah.g_01540	Prae.g_00475
OG0000540	Prah.g_01539	Prae.g_00476
OG0000541	Prah.g_01538	Prae.g_00477
OG0000542	Prah.g_01535	Prae.g_00479
OG0000543	Prah.g_01533	Prae.g_00481
OG0000544	Prah.g_01532	Prae.g_00482
OG0000545	Prah.g_01530	Prae.g_00484
OG0000546	Prah.g_01528	Prae.g_00487
OG0000547	Prah.g_01526	Prae.g_00489
OG0000548	Prah.g_01525	Prae.g_00490
OG0000549	Prah.g_01519	Prae.g_00492
OG0000550	Prah.g_01514	Prae.g_00497
OG0000551	Prah.g_01510	Prae.g_00501
OG0000552	Prah.g_01509	Prae.g_00502
OG0000553	Prah.g_01505	Prae.g_00503
OG0000554	Prah.g_01500	Prae.g_00509
OG0000555	Prah.g_01480	Prae.g_00517
OG0000556	Prah.g_01474	Prae.g_00519
OG0000557	Prah.g_01473	Prae.g_00520
OG0000558	Prah.g_01470	Prae.g_00522
OG0000559	Prah.g_01466	Prae.g_00526
OG0000560	Prah.g_01463	Prae.g_00529
OG0000561	Prah.g_01462	Prae.g_00530
OG0000562	Prah.g_01461	Prae.g_00531
OG0000563	Prah.g_01460	Prae.g_00532
OG0000564	Prah.g_01459	Prae.g_00533
OG0000565	Prah.g_01457	Prae.g_00536
OG0000566	Prah.g_01452	Prae.g_00538
OG0000567	Prah.g_01448	Prae.g_00542
OG0000568	Prah.g_01446	Prae.g_00543
OG0000569	Prah.g_01445	Prae.g_00544
OG0000570	Prah.g_01444	Prae.g_00545
OG0000571	Prah.g_01441	Prae.g_00547
OG0000572	Prah.g_01425	Prae.g_00560
OG0000573	Prah.g_01416	Prae.g_00566
OG0000574	Prah.g_01415	Prae.g_00567
OG0000575	Prah.g_01406	Prae.g_00571
OG0000576	Prah.g_01404	Prae.g_00573
OG0000577	Prah.g_01403	Prae.g_00574
OG0000578	Prah.g_01402	Prae.g_00575
OG0000579	Prah.g_01401	Prae.g_00576
OG0000580	Prah.g_01400	Prae.g_00577
OG0000581	Prah.g_01396	Prae.g_00579
OG0000582	Prah.g_01392	Prae.g_00582
OG0000583	Prah.g_01391	Prae.g_00583
OG0000584	Prah.g_01390	Prae.g_00584
OG0000585	Prah.g_01388	Prae.g_00586
OG0000586	Prah.g_01387	Prae.g_00587
OG0000587	Prah.g_01385	Prae.g_00588
OG0000588	Prah.g_00529	Prae.g_00592
OG0000589	Prah.g_00526	Prae.g_00595
OG0000590	Prah.g_00525	Prae.g_00596
OG0000591	Prah.g_00518	Prae.g_00599
OG0000592	Prah.g_00517	Prae.g_00600
OG0000593	Prah.g_00505	Prae.g_00606
