Orthogroup	Prah	Prai
OG0000133	Prah.g_02187	Prai.g_00335
OG0000134	Prah.g_00208	Prai.g_00369
OG0000135	Prah.g_02538	Prai.g_00393
OG0000136	Prah.g_00235	Prai.g_00472
OG0000137	Prah.g_00312	Prai.g_00505
OG0000138	Prah.g_01549	Prai.g_00525
OG0000139	Prah.g_01495	Prai.g_00565
OG0000140	Prah.g_01489	Prai.g_00566
OG0000141	Prah.g_01393	Prai.g_00635
OG0000142	Prah.g_00501	Prai.g_00664
OG0000143	Prah.g_00497	Prai.g_00668
OG0000144	Prah.g_00473	Prai.g_00681
OG0000145	Prah.g_01543	Prai.g_00883
OG0000146	Prah.g_00787	Prai.g_00881
OG0000147	Prah.g_00786	Prai.g_00880
OG0000148	Prah.g_00649	Prai.g_00831
OG0000149	Prah.g_00591	Prai.g_00800
OG0000150	Prah.g_00568	Prai.g_00792
OG0000151	Prah.g_00718	Prai.g_01036
OG0000152	Prah.g_00796	Prai.g_00989
OG0000153	Prah.g_00826	Prai.g_00970
OG0000154	Prah.g_00852	Prai.g_00943
OG0000155	Prah.g_01291	Prai.g_01191
OG0000156	Prah.g_01349	Prai.g_01323
OG0000157	Prah.g_01350	Prai.g_01324
OG0000158	Prah.g_02242	Prai.g_01392
OG0000160	Prah.g_00407	Prai.g_01464
OG0000161	Prah.g_00399	Prai.g_01470
OG0000162	Prah.g_00391	Prai.g_01476
OG0000163	Prah.g_01619	Prai.g_01509
OG0000164	Prah.g_01705	Prai.g_01662
OG0000165	Prah.g_01716	Prai.g_01669
OG0000166	Prah.g_02033	Prai.g_01740
OG0000167	Prah.g_02230	Prai.g_01812
OG0000168	Prah.g_02243	Prai.g_01822
OG0000169	Prah.g_00163	Prai.g_01832
OG0000170	Prah.g_00155	Prai.g_01834
OG0000171	Prah.g_00126	Prai.g_01853
OG0000172	Prah.g_00084	Prai.g_01863
OG0000173	Prah.g_00061	Prai.g_01878
OG0000174	Prah.g_02541	Prai.g_01905
OG0000175	Prah.g_02575	Prai.g_01915
OG0000176	Prah.g_00005	Prai.g_00004
OG0000177	Prah.g_00006	Prai.g_00005
OG0000178	Prah.g_00007	Prai.g_00006
OG0000179	Prah.g_00022	Prai.g_00016
OG0000180	Prah.g_00023	Prai.g_00017
OG0000181	Prah.g_00024	Prai.g_00018
OG0000182	Prah.g_00025	Prai.g_00019
OG0000183	Prah.g_00029	Prai.g_00023
OG0000184	Prah.g_02478	Prai.g_00053
OG0000185	Prah.g_02458	Prai.g_00056
OG0000186	Prah.g_01830	Prai.g_00064
OG0000187	Prah.g_01833	Prai.g_00065
OG0000188	Prah.g_01860	Prai.g_00082
OG0000189	Prah.g_01884	Prai.g_00096
OG0000190	Prah.g_01886	Prai.g_00097
OG0000191	Prah.g_00188	Prai.g_00117
OG0000192	Prah.g_00176, Prah.g_00180	Prai.g_00121
OG0000193	Prah.g_02283	Prai.g_00157
OG0000194	Prah.g_02286	Prai.g_00160
OG0000195	Prah.g_02288	Prai.g_00162
OG0000196	Prah.g_02299	Prai.g_00172
OG0000197	Prah.g_02300	Prai.g_00173
OG0000198	Prah.g_02301	Prai.g_00174
OG0000199	Prah.g_02308	Prai.g_00181
OG0000200	Prah.g_02324	Prai.g_00195
OG0000201	Prah.g_02352	Prai.g_00203
OG0000202	Prah.g_02353	Prai.g_00204
OG0000203	Prah.g_02354	Prai.g_00205
OG0000204	Prah.g_02355	Prai.g_00206
OG0000205	Prah.g_02362	Prai.g_00213
OG0000206	Prah.g_02371	Prai.g_00218
OG0000207	Prah.g_02420	Prai.g_00220
OG0000208	Prah.g_02419	Prai.g_00221
OG0000209	Prah.g_02400	Prai.g_00230
OG0000210	Prah.g_02399	Prai.g_00231
OG0000211	Prah.g_01782	Prai.g_00244
OG0000212	Prah.g_01772	Prai.g_00251
OG0000213	Prah.g_02101	Prai.g_00270
OG0000214	Prah.g_02118	Prai.g_00280
OG0000215	Prah.g_02148	Prai.g_00305
OG0000216	Prah.g_02151	Prai.g_00307
OG0000217	Prah.g_02155	Prai.g_00310
OG0000218	Prah.g_02157	Prai.g_00312
OG0000219	Prah.g_02158	Prai.g_00313
OG0000220	Prah.g_02159	Prai.g_00314
OG0000221	Prah.g_02166	Prai.g_00315
OG0000222	Prah.g_02174	Prai.g_00323
OG0000223	Prah.g_02197	Prai.g_00336
OG0000224	Prah.g_02207	Prai.g_00338
OG0000225	Prah.g_01921	Prai.g_00358
OG0000226	Prah.g_01917	Prai.g_00362
OG0000227	Prah.g_01915	Prai.g_00364
OG0000228	Prah.g_00204	Prai.g_00367
OG0000229	Prah.g_00230	Prai.g_00467
OG0000230	Prah.g_00232	Prai.g_00469
OG0000231	Prah.g_00251	Prai.g_00480
OG0000232	Prah.g_00261	Prai.g_00489
OG0000233	Prah.g_00294	Prai.g_00494
OG0000234	Prah.g_00313, Prah.g_00314	Prai.g_00506
OG0000235	Prah.g_01567	Prai.g_00509
OG0000236	Prah.g_01551	Prai.g_00523
OG0000237	Prah.g_01534	Prai.g_00536
OG0000238	Prah.g_01529	Prai.g_00542
OG0000239	Prah.g_01513	Prai.g_00553
OG0000240	Prah.g_01512	Prai.g_00554
OG0000241	Prah.g_01094	Prai.g_00558
OG0000242	Prah.g_00108, Prah.g_01503	Prai.g_00560
OG0000243	Prah.g_01476	Prai.g_00571
OG0000244	Prah.g_01472	Prai.g_00574
OG0000245	Prah.g_01469	Prai.g_00576
OG0000246	Prah.g_01465	Prai.g_00580
OG0000247	Prah.g_01454	Prai.g_00590
OG0000248	Prah.g_01451	Prai.g_00593
OG0000249	Prah.g_01449	Prai.g_00595
OG0000250	Prah.g_01443	Prai.g_00600
OG0000251	Prah.g_01417	Prai.g_00619
OG0000252	Prah.g_01414	Prai.g_00622
OG0000253	Prah.g_01408	Prai.g_00623
OG0000254	Prah.g_01389	Prai.g_00639
OG0000255	Prah.g_00530	Prai.g_00645
OG0000256	Prah.g_00516	Prai.g_00656
OG0000257	Prah.g_00509	Prai.g_00659
OG0000258	Prah.g_00486	Prai.g_00672
OG0000259	Prah.g_00457	Prai.g_00689
OG0000260	Prah.g_00454	Prai.g_00692
OG0000261	Prah.g_00451	Prai.g_00694
OG0000262	Prah.g_00445	Prai.g_00698
OG0000263	Prah.g_02413	Prai.g_00710
OG0000264	Prah.g_00974	Prai.g_00720
OG0000265	Prah.g_00887, Prah.g_00958	Prai.g_00748
OG0000266	Prah.g_00876	Prai.g_00758
OG0000267	Prah.g_00751	Prai.g_00769
OG0000268	Prah.g_00752	Prai.g_00770
OG0000269	Prah.g_00672	Prai.g_00853
OG0000270	Prah.g_00669	Prai.g_00850
OG0000271	Prah.g_00661	Prai.g_00842
OG0000272	Prah.g_00660	Prai.g_00840, Prai.g_00841
OG0000273	Prah.g_00609	Prai.g_00817
OG0000274	Prah.g_00608	Prai.g_00816
OG0000275	Prah.g_00605	Prai.g_00741, Prai.g_00813
OG0000276	Prah.g_00599	Prai.g_00808
OG0000277	Prah.g_00598	Prai.g_00807
OG0000278	Prah.g_00595	Prai.g_00804
OG0000279	Prah.g_00587	Prai.g_00797
OG0000280	Prah.g_00581	Prai.g_00796
OG0000281	Prah.g_00566	Prai.g_00791
OG0000282	Prah.g_00731	Prai.g_01044
OG0000283	Prah.g_00761	Prai.g_01012
OG0000284	Prah.g_00767	Prai.g_01007
OG0000285	Prah.g_01178	Prai.g_01002
OG0000286	Prah.g_00795	Prai.g_00990
OG0000287	Prah.g_01131	Prai.g_00973
OG0000288	Prah.g_00851	Prai.g_00944
OG0000289	Prah.g_00864	Prai.g_00934
OG0000290	Prah.g_00912	Prai.g_00921
OG0000291	Prah.g_00914	Prai.g_00919
OG0000292	Prah.g_02597	Prai.g_01107
OG0000293	Prah.g_01336	Prai.g_01163
OG0000294	Prah.g_01335	Prai.g_01164
OG0000295	Prah.g_01298	Prai.g_01183
OG0000296	Prah.g_01296	Prai.g_01185
OG0000297	Prah.g_01259	Prai.g_01193
OG0000298	Prah.g_01258	Prai.g_01194
OG0000299	Prah.g_01268	Prai.g_01213
OG0000300	Prah.g_01275	Prai.g_01216
OG0000301	Prah.g_01276	Prai.g_01217
OG0000302	Prah.g_01279	Prai.g_01219
OG0000303	Prah.g_01289	Prai.g_01226
OG0000304	Prah.g_01237, Prah.g_01238	Prai.g_01230
OG0000305	Prah.g_00918	Prai.g_01362
OG0000306	Prah.g_00560	Prai.g_01365
OG0000307	Prah.g_01584	Prai.g_01379
OG0000308	Prah.g_01586	Prai.g_01380
OG0000309	Prah.g_01590	Prai.g_01384
OG0000310	Prah.g_00428	Prai.g_01448
OG0000311	Prah.g_00424	Prai.g_01450
OG0000312	Prah.g_00420	Prai.g_01453
OG0000313	Prah.g_00402	Prai.g_01467
OG0000314	Prah.g_00371	Prai.g_01489
OG0000315	Prah.g_00361	Prai.g_01499
OG0000316	Prah.g_01631	Prai.g_01519
OG0000317	Prah.g_01672	Prai.g_01636
OG0000318	Prah.g_01677	Prai.g_01639
OG0000319	Prah.g_01694	Prai.g_01652
OG0000320	Prah.g_01696	Prai.g_01654
OG0000321	Prah.g_01697	Prai.g_01655
OG0000322	Prah.g_01698	Prai.g_01656
OG0000323	Prah.g_01710	Prai.g_01665
OG0000324	Prah.g_01744	Prai.g_01691
OG0000325	Prah.g_02071	Prai.g_01702
OG0000326	Prah.g_02064	Prai.g_01708
OG0000327	Prah.g_02038	Prai.g_01735
OG0000328	Prah.g_02037	Prai.g_01736
OG0000329	Prah.g_02020	Prai.g_01754
OG0000330	Prah.g_02019	Prai.g_01755
OG0000331	Prah.g_02018	Prai.g_01756
OG0000332	Prah.g_02003	Prai.g_01770
OG0000333	Prah.g_02001	Prai.g_01777
OG0000334	Prah.g_01991	Prai.g_01785
OG0000335	Prah.g_01986	Prai.g_01790
OG0000336	Prah.g_01982	Prai.g_01794
OG0000337	Prah.g_02224	Prai.g_01810
OG0000338	Prah.g_02227	Prai.g_01811
OG0000339	Prah.g_02234	Prai.g_01815
OG0000340	Prah.g_02244	Prai.g_01823
OG0000341	Prah.g_02246	Prai.g_01825
OG0000342	Prah.g_02247	Prai.g_01826
OG0000343	Prah.g_00168	Prai.g_01827
OG0000344	Prah.g_00165	Prai.g_01830
OG0000345	Prah.g_00154	Prai.g_01835
OG0000346	Prah.g_00149	Prai.g_01839
OG0000347	Prah.g_00089	Prai.g_01855
OG0000348	Prah.g_00078	Prai.g_01866
OG0000349	Prah.g_00053	Prai.g_01883
OG0000350	Prah.g_02533	Prai.g_01901
OG0000351	Prah.g_02578	Prai.g_01918
OG0000352	Prah.g_02579	Prai.g_01919
OG0000353	Prah.g_02603	Prai.g_01935
OG0000355	Prah.g_00002	Prai.g_00001
OG0000356	Prah.g_00003	Prai.g_00002
OG0000357	Prah.g_00004	Prai.g_00003
OG0000358	Prah.g_00008	Prai.g_00007
OG0000359	Prah.g_00010	Prai.g_00008
OG0000360	Prah.g_00011	Prai.g_00009
OG0000361	Prah.g_00012	Prai.g_00010
OG0000362	Prah.g_00014	Prai.g_00012
OG0000363	Prah.g_00016	Prai.g_00014
OG0000364	Prah.g_00017	Prai.g_00015
OG0000365	Prah.g_00026	Prai.g_00020
OG0000366	Prah.g_00027	Prai.g_00021
OG0000367	Prah.g_00028	Prai.g_00022
OG0000368	Prah.g_00030	Prai.g_00024
OG0000369	Prah.g_00031	Prai.g_00025
OG0000370	Prah.g_00032	Prai.g_00026
OG0000371	Prah.g_00041	Prai.g_00032
OG0000372	Prah.g_00046	Prai.g_00035
OG0000373	Prah.g_00047	Prai.g_00036
OG0000374	Prah.g_00048	Prai.g_00037
OG0000375	Prah.g_00049	Prai.g_00047
OG0000376	Prah.g_00051	Prai.g_00049
OG0000377	Prah.g_02485	Prai.g_00052
OG0000378	Prah.g_02471	Prai.g_00054
OG0000379	Prah.g_02457	Prai.g_00057
OG0000380	Prah.g_01834	Prai.g_00066
OG0000381	Prah.g_01839	Prai.g_00070
OG0000382	Prah.g_01859	Prai.g_00081
OG0000383	Prah.g_01861	Prai.g_00083
OG0000384	Prah.g_01862	Prai.g_00084
OG0000385	Prah.g_01863	Prai.g_00085
OG0000386	Prah.g_01864	Prai.g_00086
OG0000387	Prah.g_01888	Prai.g_00099
OG0000388	Prah.g_01892	Prai.g_00102
OG0000389	Prah.g_01896	Prai.g_00106
OG0000390	Prah.g_00194	Prai.g_00113
OG0000391	Prah.g_00189	Prai.g_00116
OG0000392	Prah.g_00183	Prai.g_00120
OG0000393	Prah.g_00175	Prai.g_00122
OG0000394	Prah.g_00174	Prai.g_00123
OG0000395	Prah.g_00173	Prai.g_00124
OG0000396	Prah.g_02252	Prai.g_00127
OG0000397	Prah.g_02254	Prai.g_00129
OG0000398	Prah.g_02259	Prai.g_00131
OG0000399	Prah.g_02260	Prai.g_00132
OG0000400	Prah.g_02261	Prai.g_00133
OG0000401	Prah.g_02262	Prai.g_00134
OG0000402	Prah.g_02264	Prai.g_00136
OG0000403	Prah.g_02265	Prai.g_00137
OG0000405	Prah.g_02280	Prai.g_00142
OG0000406	Prah.g_02284	Prai.g_00158
OG0000407	Prah.g_02285	Prai.g_00159
OG0000408	Prah.g_02287	Prai.g_00161
OG0000409	Prah.g_02289	Prai.g_00163
OG0000410	Prah.g_02290	Prai.g_00164
OG0000411	Prah.g_02291	Prai.g_00165
OG0000412	Prah.g_02292	Prai.g_00166
OG0000413	Prah.g_02294	Prai.g_00167
OG0000414	Prah.g_02295	Prai.g_01288, Prai.g_00168
OG0000415	Prah.g_02296	Prai.g_00169
OG0000416	Prah.g_02297	Prai.g_00170
OG0000417	Prah.g_02298	Prai.g_00171
OG0000418	Prah.g_02303	Prai.g_00176
OG0000419	Prah.g_02305	Prai.g_00178
OG0000420	Prah.g_02306	Prai.g_00179
OG0000421	Prah.g_02310	Prai.g_00184
OG0000422	Prah.g_02311	Prai.g_00185
OG0000423	Prah.g_02312	Prai.g_00186
OG0000424	Prah.g_02313	Prai.g_00187
OG0000425	Prah.g_02314	Prai.g_00188
OG0000426	Prah.g_02315	Prai.g_00189
OG0000427	Prah.g_02316	Prai.g_00190
OG0000428	Prah.g_00709	Prai.g_00192
OG0000429	Prah.g_02321	Prai.g_00193
OG0000430	Prah.g_02323	Prai.g_00194
OG0000431	Prah.g_02334	Prai.g_00196
OG0000432	Prah.g_02341	Prai.g_00199
OG0000433	Prah.g_02344	Prai.g_00200
OG0000434	Prah.g_02345	Prai.g_00201
OG0000435	Prah.g_02350	Prai.g_00202
OG0000436	Prah.g_02356	Prai.g_00207
OG0000437	Prah.g_02357	Prai.g_00208
OG0000438	Prah.g_02358	Prai.g_00209
OG0000439	Prah.g_02360	Prai.g_00211
OG0000440	Prah.g_02361	Prai.g_00212
OG0000441	Prah.g_02364	Prai.g_00215
OG0000442	Prah.g_02365	Prai.g_00216
OG0000443	Prah.g_02370	Prai.g_00217
OG0000444	Prah.g_02418	Prai.g_00222
OG0000445	Prah.g_02417	Prai.g_00223
OG0000446	Prah.g_02415	Prai.g_00224
OG0000447	Prah.g_02411	Prai.g_00225
OG0000448	Prah.g_02410	Prai.g_00226
OG0000449	Prah.g_02409	Prai.g_00227
OG0000450	Prah.g_02403	Prai.g_00228
OG0000451	Prah.g_02402	Prai.g_00229
OG0000452	Prah.g_02398	Prai.g_00232
OG0000453	Prah.g_02397	Prai.g_00233
OG0000454	Prah.g_02396	Prai.g_00234
OG0000455	Prah.g_02395	Prai.g_00235
OG0000456	Prah.g_02394	Prai.g_00236
OG0000457	Prah.g_02392	Prai.g_00237
OG0000458	Prah.g_02391	Prai.g_00238
OG0000459	Prah.g_02390	Prai.g_00239
OG0000460	Prah.g_01781	Prai.g_00246
OG0000461	Prah.g_02074	Prai.g_00255
OG0000462	Prah.g_02078	Prai.g_00257
OG0000463	Prah.g_02079	Prai.g_00258
OG0000464	Prah.g_02080	Prai.g_00259
OG0000465	Prah.g_02082	Prai.g_00260
OG0000466	Prah.g_02087	Prai.g_00263
OG0000467	Prah.g_02089	Prai.g_00264
OG0000468	Prah.g_02098	Prai.g_00266
OG0000469	Prah.g_02111	Prai.g_00275
OG0000470	Prah.g_02114	Prai.g_00277
OG0000471	Prah.g_02115	Prai.g_00278
OG0000472	Prah.g_02117	Prai.g_00279
OG0000473	Prah.g_02119	Prai.g_00281
OG0000474	Prah.g_02120	Prai.g_00282
OG0000475	Prah.g_02121	Prai.g_00283
OG0000476	Prah.g_02123	Prai.g_00284
OG0000477	Prah.g_02128	Prai.g_00288
OG0000478	Prah.g_02129	Prai.g_00289
OG0000479	Prah.g_02130	Prai.g_00290
OG0000480	Prah.g_02137	Prai.g_00295
OG0000481	Prah.g_02139	Prai.g_00297
OG0000482	Prah.g_02140	Prai.g_00298
OG0000483	Prah.g_02144	Prai.g_00301
OG0000484	Prah.g_02145	Prai.g_00302
OG0000485	Prah.g_02146	Prai.g_00303
OG0000486	Prah.g_02147	Prai.g_00304
OG0000487	Prah.g_02152	Prai.g_00308
OG0000488	Prah.g_02156	Prai.g_00311
OG0000489	Prah.g_02167	Prai.g_00316
OG0000490	Prah.g_02172	Prai.g_00321
OG0000491	Prah.g_02173	Prai.g_00322
OG0000492	Prah.g_02175	Prai.g_00324
OG0000493	Prah.g_02176	Prai.g_00325
OG0000494	Prah.g_02177	Prai.g_00326
OG0000495	Prah.g_02178	Prai.g_00327
OG0000496	Prah.g_02179	Prai.g_00328
OG0000497	Prah.g_02180	Prai.g_00329
OG0000498	Prah.g_02181	Prai.g_00330
OG0000499	Prah.g_02182	Prai.g_00331
OG0000500	Prah.g_02183	Prai.g_00332
OG0000501	Prah.g_02186	Prai.g_00334
OG0000502	Prah.g_02199	Prai.g_00337
OG0000503	Prah.g_01940	Prai.g_00347
OG0000504	Prah.g_01938	Prai.g_00348
OG0000505	Prah.g_01937	Prai.g_00349
OG0000506	Prah.g_01935	Prai.g_00351
OG0000507	Prah.g_01930	Prai.g_00354
OG0000508	Prah.g_01922	Prai.g_00357
OG0000509	Prah.g_01920	Prai.g_00359
OG0000510	Prah.g_01919	Prai.g_00360
OG0000511	Prah.g_01918	Prai.g_00361
OG0000512	Prah.g_01916	Prai.g_00363
OG0000513	Prah.g_00209	Prai.g_00370
OG0000514	Prah.g_00218	Prai.g_00462
OG0000515	Prah.g_00219	Prai.g_00463
OG0000516	Prah.g_00221	Prai.g_00464
OG0000517	Prah.g_00229	Prai.g_00466
OG0000518	Prah.g_00241	Prai.g_00477
OG0000519	Prah.g_00242	Prai.g_00478
OG0000520	Prah.g_00247	Prai.g_00479
OG0000521	Prah.g_00255	Prai.g_00484
OG0000522	Prah.g_00257	Prai.g_00486
OG0000523	Prah.g_00258	Prai.g_00487
OG0000524	Prah.g_00290	Prai.g_00492
OG0000525	Prah.g_00304	Prai.g_00495
OG0000526	Prah.g_00306	Prai.g_00496
OG0000527	Prah.g_00310	Prai.g_00503
OG0000528	Prah.g_01572	Prai.g_00508
OG0000529	Prah.g_01565	Prai.g_00511
OG0000530	Prah.g_01562	Prai.g_00514
OG0000531	Prah.g_01561	Prai.g_00515
OG0000532	Prah.g_01558	Prai.g_00517
OG0000533	Prah.g_01556	Prai.g_00518
OG0000534	Prah.g_01555	Prai.g_00519
OG0000535	Prah.g_01554	Prai.g_00520
OG0000536	Prah.g_01553	Prai.g_00521
OG0000537	Prah.g_01552	Prai.g_00522
OG0000538	Prah.g_01541	Prai.g_00530
OG0000539	Prah.g_01540	Prai.g_00531
OG0000540	Prah.g_01539	Prai.g_00532
OG0000541	Prah.g_01538	Prai.g_00533
OG0000542	Prah.g_01535	Prai.g_00535
OG0000543	Prah.g_01533	Prai.g_00537
OG0000544	Prah.g_01532	Prai.g_00538
OG0000545	Prah.g_01530	Prai.g_00540
OG0000546	Prah.g_01528	Prai.g_00543
OG0000547	Prah.g_01526	Prai.g_00544
OG0000548	Prah.g_01525	Prai.g_00545
OG0000549	Prah.g_01519	Prai.g_00547
OG0000550	Prah.g_01514	Prai.g_00552
OG0000551	Prah.g_01510	Prai.g_00555
OG0000552	Prah.g_01509	Prai.g_00556
OG0000553	Prah.g_01505	Prai.g_00557
OG0000554	Prah.g_01500	Prai.g_00562
OG0000555	Prah.g_01480	Prai.g_00570
OG0000556	Prah.g_01474	Prai.g_00572
OG0000557	Prah.g_01473	Prai.g_00573
OG0000558	Prah.g_01470	Prai.g_00575
OG0000559	Prah.g_01466	Prai.g_00579
OG0000560	Prah.g_01463	Prai.g_00582
OG0000561	Prah.g_01462	Prai.g_00583
OG0000562	Prah.g_01461	Prai.g_00584
OG0000563	Prah.g_01460	Prai.g_00585
OG0000564	Prah.g_01459	Prai.g_00586
OG0000565	Prah.g_01457	Prai.g_00589
OG0000566	Prah.g_01452	Prai.g_00592
OG0000567	Prah.g_01448	Prai.g_00596
OG0000568	Prah.g_01446	Prai.g_00597
OG0000569	Prah.g_01445	Prai.g_00598
OG0000570	Prah.g_01444	Prai.g_00599
OG0000571	Prah.g_01441	Prai.g_00601
OG0000572	Prah.g_01425	Prai.g_00614
OG0000573	Prah.g_01416	Prai.g_00620
OG0000574	Prah.g_01415	Prai.g_00621
OG0000575	Prah.g_01406	Prai.g_00625
OG0000576	Prah.g_01404	Prai.g_00627
OG0000577	Prah.g_01403	Prai.g_00628
OG0000578	Prah.g_01402	Prai.g_00629
OG0000579	Prah.g_01401	Prai.g_00630
OG0000580	Prah.g_01400	Prai.g_00631
OG0000581	Prah.g_01396	Prai.g_00633
OG0000582	Prah.g_01392	Prai.g_00636
OG0000583	Prah.g_01391	Prai.g_00637
OG0000584	Prah.g_01390	Prai.g_00638
OG0000585	Prah.g_01388	Prai.g_00640
OG0000586	Prah.g_01387	Prai.g_00641
OG0000587	Prah.g_01385	Prai.g_00642
OG0000588	Prah.g_00529	Prai.g_00646
OG0000589	Prah.g_00526	Prai.g_00650
