Orthogroup	Prah	Prav
OG0000224	Prah.g_02207	Prav.g_01971
OG0000225	Prah.g_01921	Prav.g_01992
OG0000226	Prah.g_01917	Prav.g_01996
OG0000227	Prah.g_01915	Prav.g_01998
OG0000228	Prah.g_00204	Prav.g_00974
OG0000229	Prah.g_00230	Prav.g_01035
OG0000230	Prah.g_00232	Prav.g_01037
OG0000231	Prah.g_00251	Prav.g_01048
OG0000232	Prah.g_00261	Prav.g_01056
OG0000233	Prah.g_00294	Prav.g_01061
OG0000234	Prah.g_00313, Prah.g_00314	Prav.g_01074
OG0000235	Prah.g_01567	Prav.g_01077
OG0000236	Prah.g_01551	Prav.g_01091
OG0000237	Prah.g_01534	Prav.g_01104
OG0000238	Prah.g_01529	Prav.g_01110
OG0000239	Prah.g_01513	Prav.g_01123
OG0000240	Prah.g_01512	Prav.g_01124
OG0000241	Prah.g_01094	Prav.g_01128
OG0000242	Prah.g_00108, Prah.g_01503	Prav.g_01130
OG0000243	Prah.g_01476	Prav.g_00954, Prav.g_01141
OG0000244	Prah.g_01472	Prav.g_01144
OG0000245	Prah.g_01469	Prav.g_01146
OG0000246	Prah.g_01465	Prav.g_01150
OG0000247	Prah.g_01454	Prav.g_01160
OG0000248	Prah.g_01451	Prav.g_01162
OG0000249	Prah.g_01449	Prav.g_01164
OG0000250	Prah.g_01443	Prav.g_01169
OG0000251	Prah.g_01417	Prav.g_01187
OG0000252	Prah.g_01414	Prav.g_01190
OG0000253	Prah.g_01408	Prav.g_01191
OG0000254	Prah.g_01389	Prav.g_01207
OG0000255	Prah.g_00530	Prav.g_01213
OG0000256	Prah.g_00516	Prav.g_01225
OG0000257	Prah.g_00509	Prav.g_01228
OG0000258	Prah.g_00486	Prav.g_01241
OG0000259	Prah.g_00457	Prav.g_01258
OG0000260	Prah.g_00454	Prav.g_01261
OG0000261	Prah.g_00451	Prav.g_01263
OG0000262	Prah.g_00445	Prav.g_01267
OG0000263	Prah.g_02413	Prav.g_01279
OG0000264	Prah.g_00974	Prav.g_01289
OG0000265	Prah.g_00887, Prah.g_00958	Prav.g_00306
OG0000266	Prah.g_00876	Prav.g_00316
OG0000267	Prah.g_00751	Prav.g_00327
OG0000268	Prah.g_00752	Prav.g_00328
OG0000269	Prah.g_00672	Prav.g_00392
OG0000270	Prah.g_00669	Prav.g_00395
OG0000271	Prah.g_00661	Prav.g_00403
OG0000272	Prah.g_00660	Prav.g_00404
OG0000273	Prah.g_00609	Prav.g_00427
OG0000274	Prah.g_00608	Prav.g_00428
OG0000275	Prah.g_00605	Prav.g_00430
OG0000276	Prah.g_00599	Prav.g_00435
OG0000277	Prah.g_00598	Prav.g_00436
OG0000278	Prah.g_00595	Prav.g_00439
OG0000279	Prah.g_00587	Prav.g_00446
OG0000280	Prah.g_00581	Prav.g_00447
OG0000281	Prah.g_00566	Prav.g_00452
OG0000282	Prah.g_00731	Prav.g_00501
OG0000283	Prah.g_00761	Prav.g_00533
OG0000284	Prah.g_00767	Prav.g_00538
OG0000285	Prah.g_01178	Prav.g_00543
OG0000286	Prah.g_00795	Prav.g_00555
OG0000287	Prah.g_01131	Prav.g_00572
OG0000288	Prah.g_00851	Prav.g_00906
OG0000289	Prah.g_00864	Prav.g_00917
OG0000290	Prah.g_00912	Prav.g_00930
OG0000291	Prah.g_00914	Prav.g_00932
OG0000292	Prah.g_02597	Prav.g_00261
OG0000293	Prah.g_01336	Prav.g_00056
OG0000294	Prah.g_01335	Prav.g_00057
OG0000295	Prah.g_01298	Prav.g_00077
OG0000296	Prah.g_01296	Prav.g_01867
OG0000297	Prah.g_01259	Prav.g_01859
OG0000298	Prah.g_01258	Prav.g_01858
OG0000299	Prah.g_01268	Prav.g_01841
OG0000300	Prah.g_01275	Prav.g_01838
OG0000301	Prah.g_01276	Prav.g_00955, Prav.g_01837
OG0000302	Prah.g_01279	Prav.g_01835
OG0000303	Prah.g_01289	Prav.g_01828
OG0000304	Prah.g_01237, Prah.g_01238	Prav.g_01824
OG0000305	Prah.g_00918	Prav.g_01465
OG0000306	Prah.g_00560	Prav.g_01468
OG0000307	Prah.g_01584	Prav.g_01482
OG0000308	Prah.g_01586	Prav.g_01483
OG0000309	Prah.g_01590	Prav.g_01487
OG0000310	Prah.g_00428	Prav.g_01563
OG0000311	Prah.g_00424	Prav.g_01565
OG0000312	Prah.g_00420	Prav.g_01568
OG0000313	Prah.g_00402	Prav.g_01582
OG0000314	Prah.g_00371	Prav.g_01605
OG0000315	Prah.g_00361	Prav.g_01615
OG0000316	Prah.g_01631	Prav.g_01635
OG0000317	Prah.g_01672	Prav.g_01759
OG0000318	Prah.g_01677	Prav.g_01762
OG0000319	Prah.g_01694	Prav.g_01775
OG0000320	Prah.g_01696	Prav.g_01777
OG0000321	Prah.g_01697	Prav.g_01778
OG0000322	Prah.g_01698	Prav.g_01779
OG0000323	Prah.g_01710	Prav.g_01788
OG0000324	Prah.g_01744	Prav.g_01815
OG0000325	Prah.g_02071	Prav.g_00269
OG0000326	Prah.g_02064	Prav.g_00275
OG0000327	Prah.g_02038	Prav.g_00591
OG0000328	Prah.g_02037	Prav.g_00592
OG0000329	Prah.g_02020	Prav.g_00609
OG0000330	Prah.g_02019	Prav.g_00610
OG0000331	Prah.g_02018	Prav.g_00611
OG0000332	Prah.g_02003	Prav.g_00625
OG0000333	Prah.g_02001	Prav.g_00627
OG0000334	Prah.g_01991	Prav.g_00635
OG0000335	Prah.g_01986	Prav.g_00640
OG0000336	Prah.g_01982	Prav.g_00644
OG0000337	Prah.g_02224	Prav.g_00661
OG0000338	Prah.g_02227	Prav.g_00662
OG0000339	Prah.g_02234	Prav.g_00666
OG0000340	Prah.g_02244	Prav.g_00674
OG0000341	Prah.g_02246	Prav.g_00676
OG0000342	Prah.g_02247	Prav.g_00677
OG0000343	Prah.g_00168	Prav.g_00678
OG0000344	Prah.g_00165	Prav.g_00681
OG0000345	Prah.g_00154	Prav.g_00686
OG0000346	Prah.g_00149	Prav.g_00690
OG0000347	Prah.g_00089	Prav.g_00706
OG0000348	Prah.g_00078	Prav.g_00715
OG0000349	Prah.g_00053	Prav.g_00732
OG0000350	Prah.g_02533	Prav.g_00751
OG0000351	Prah.g_02578	Prav.g_00768
OG0000352	Prah.g_02579	Prav.g_00769
OG0000353	Prah.g_02603	Prav.g_00785
OG0000354	Prah.g_00020	Prav.g_01352
OG0000355	Prah.g_00002	Prav.g_00787
OG0000356	Prah.g_00003	Prav.g_00788
OG0000357	Prah.g_00004	Prav.g_00789
OG0000358	Prah.g_00008	Prav.g_00793
OG0000359	Prah.g_00010	Prav.g_00794
OG0000360	Prah.g_00011	Prav.g_00795
OG0000361	Prah.g_00012	Prav.g_00078
OG0000362	Prah.g_00014	Prav.g_00080
OG0000363	Prah.g_00016	Prav.g_00082
OG0000364	Prah.g_00017	Prav.g_00083
OG0000365	Prah.g_00026	Prav.g_00088
OG0000366	Prah.g_00027	Prav.g_00089
OG0000367	Prah.g_00028	Prav.g_00090
OG0000368	Prah.g_00030	Prav.g_00092
OG0000369	Prah.g_00031	Prav.g_00093
OG0000370	Prah.g_00032	Prav.g_00094
OG0000371	Prah.g_00041	Prav.g_00100
OG0000372	Prah.g_00046	Prav.g_00103
OG0000373	Prah.g_00047	Prav.g_00104
OG0000374	Prah.g_00048	Prav.g_00105
OG0000375	Prah.g_00049	Prav.g_00111
OG0000376	Prah.g_00051	Prav.g_00113
OG0000377	Prah.g_02485	Prav.g_00116
OG0000378	Prah.g_02471	Prav.g_00118
OG0000379	Prah.g_02457	Prav.g_00121
OG0000380	Prah.g_01834	Prav.g_00131
OG0000381	Prah.g_01839	Prav.g_00135
OG0000382	Prah.g_01859	Prav.g_00146
OG0000383	Prah.g_01861	Prav.g_00148
OG0000384	Prah.g_01862	Prav.g_00149
OG0000385	Prah.g_01863	Prav.g_00150
OG0000386	Prah.g_01864	Prav.g_00151
OG0000387	Prah.g_01888	Prav.g_00164
OG0000388	Prah.g_01892	Prav.g_00167
OG0000389	Prah.g_01896	Prav.g_00171
OG0000390	Prah.g_00194	Prav.g_00178
OG0000391	Prah.g_00189	Prav.g_00181
OG0000392	Prah.g_00183	Prav.g_00185
OG0000393	Prah.g_00175	Prav.g_00187
OG0000394	Prah.g_00174	Prav.g_00188
OG0000395	Prah.g_00173	Prav.g_00189
OG0000396	Prah.g_02252	Prav.g_00192
OG0000397	Prah.g_02254	Prav.g_00194
OG0000398	Prah.g_02259	Prav.g_00196
OG0000399	Prah.g_02260	Prav.g_00197
OG0000400	Prah.g_02261	Prav.g_00198
OG0000401	Prah.g_02262	Prav.g_00199
OG0000402	Prah.g_02264	Prav.g_00201
OG0000403	Prah.g_02265	Prav.g_00202
OG0000405	Prah.g_02280	Prav.g_00207
OG0000406	Prah.g_02284	Prav.g_00214
OG0000407	Prah.g_02285	Prav.g_00215
OG0000409	Prah.g_02289	Prav.g_00886
OG0000410	Prah.g_02290	Prav.g_00885
OG0000411	Prah.g_02291	Prav.g_00884
OG0000412	Prah.g_02292	Prav.g_00883
OG0000413	Prah.g_02294	Prav.g_00882
OG0000414	Prah.g_02295	Prav.g_00881
OG0000415	Prah.g_02296	Prav.g_00880
OG0000416	Prah.g_02297	Prav.g_00879
OG0000417	Prah.g_02298	Prav.g_00878
OG0000418	Prah.g_02303	Prav.g_00873
OG0000419	Prah.g_02305	Prav.g_00871
OG0000420	Prah.g_02306	Prav.g_00870
OG0000421	Prah.g_02310	Prav.g_00865
OG0000422	Prah.g_02311	Prav.g_00864
OG0000423	Prah.g_02312	Prav.g_00863
OG0000424	Prah.g_02313	Prav.g_00862
OG0000425	Prah.g_02314	Prav.g_00861
OG0000426	Prah.g_02315	Prav.g_00860
OG0000427	Prah.g_02316	Prav.g_00859
OG0000428	Prah.g_00709	Prav.g_00857
OG0000429	Prah.g_02321	Prav.g_00856
OG0000430	Prah.g_02323	Prav.g_00855
OG0000431	Prah.g_02334	Prav.g_00853
OG0000432	Prah.g_02341	Prav.g_00850
OG0000433	Prah.g_02344	Prav.g_00849
OG0000434	Prah.g_02345	Prav.g_00848
OG0000435	Prah.g_02350	Prav.g_00847
OG0000436	Prah.g_02356	Prav.g_00842
OG0000437	Prah.g_02357	Prav.g_00841
OG0000438	Prah.g_02358	Prav.g_00840
OG0000439	Prah.g_02360	Prav.g_00838
OG0000440	Prah.g_02361	Prav.g_00837
OG0000441	Prah.g_02364	Prav.g_00834
OG0000442	Prah.g_02365	Prav.g_00833
OG0000443	Prah.g_02370	Prav.g_00832
OG0000444	Prah.g_02418	Prav.g_00827
OG0000445	Prah.g_02417	Prav.g_00826
OG0000446	Prah.g_02415	Prav.g_00825
OG0000447	Prah.g_02411	Prav.g_00824
OG0000448	Prah.g_02410	Prav.g_00823
OG0000449	Prah.g_02409	Prav.g_00822
OG0000450	Prah.g_02403	Prav.g_00821
OG0000451	Prah.g_02402	Prav.g_00820
OG0000452	Prah.g_02398	Prav.g_00817
OG0000453	Prah.g_02397	Prav.g_00816
OG0000454	Prah.g_02396	Prav.g_00815
OG0000455	Prah.g_02395	Prav.g_00814
OG0000456	Prah.g_02394	Prav.g_00813
OG0000457	Prah.g_02392	Prav.g_00812
OG0000458	Prah.g_02391	Prav.g_00811
OG0000459	Prah.g_02390	Prav.g_00810
OG0000460	Prah.g_01781	Prav.g_00803
OG0000461	Prah.g_02074	Prav.g_01889
OG0000462	Prah.g_02078	Prav.g_01891
OG0000463	Prah.g_02079	Prav.g_01892
OG0000464	Prah.g_02080	Prav.g_01893
OG0000465	Prah.g_02082	Prav.g_01894
OG0000466	Prah.g_02087	Prav.g_01897
OG0000467	Prah.g_02089	Prav.g_01898
OG0000468	Prah.g_02098	Prav.g_01900
OG0000469	Prah.g_02111	Prav.g_01909
OG0000470	Prah.g_02114	Prav.g_01911
OG0000471	Prah.g_02115	Prav.g_01912
OG0000472	Prah.g_02117	Prav.g_01913
OG0000473	Prah.g_02119	Prav.g_01915
OG0000474	Prah.g_02120	Prav.g_01916
OG0000475	Prah.g_02121	Prav.g_01917
OG0000476	Prah.g_02123	Prav.g_01918
OG0000477	Prah.g_02128	Prav.g_01921
OG0000478	Prah.g_02129	Prav.g_01922
OG0000479	Prah.g_02130	Prav.g_01923
OG0000480	Prah.g_02137	Prav.g_01928
OG0000481	Prah.g_02139	Prav.g_01930
OG0000482	Prah.g_02140	Prav.g_01931
OG0000483	Prah.g_02144	Prav.g_01934
OG0000484	Prah.g_02145	Prav.g_01935
OG0000485	Prah.g_02146	Prav.g_01936
OG0000486	Prah.g_02147	Prav.g_01937
OG0000487	Prah.g_02152	Prav.g_01941
OG0000488	Prah.g_02156	Prav.g_01944
OG0000489	Prah.g_02167	Prav.g_01949
OG0000490	Prah.g_02172	Prav.g_01954
OG0000491	Prah.g_02173	Prav.g_01955
OG0000492	Prah.g_02175	Prav.g_01957
OG0000493	Prah.g_02176	Prav.g_01958
OG0000494	Prah.g_02177	Prav.g_01959
OG0000495	Prah.g_02178	Prav.g_01960
OG0000496	Prah.g_02179	Prav.g_01961
OG0000497	Prah.g_02180	Prav.g_01962
OG0000498	Prah.g_02181	Prav.g_01963
OG0000499	Prah.g_02182	Prav.g_01964
OG0000500	Prah.g_02183	Prav.g_01965
OG0000501	Prah.g_02186	Prav.g_01967
OG0000502	Prah.g_02199	Prav.g_01970
OG0000503	Prah.g_01940	Prav.g_01980
OG0000504	Prah.g_01938	Prav.g_01981
OG0000505	Prah.g_01937	Prav.g_01982
OG0000506	Prah.g_01935	Prav.g_01984
OG0000507	Prah.g_01930	Prav.g_01987
OG0000508	Prah.g_01922	Prav.g_01991
OG0000509	Prah.g_01920	Prav.g_01993
OG0000510	Prah.g_01919	Prav.g_01994
OG0000511	Prah.g_01918	Prav.g_01995
OG0000512	Prah.g_01916	Prav.g_01997
OG0000513	Prah.g_00209	Prav.g_00977
OG0000514	Prah.g_00218	Prav.g_01030
OG0000515	Prah.g_00219	Prav.g_01031
OG0000516	Prah.g_00221	Prav.g_01032
OG0000517	Prah.g_00229	Prav.g_01034
OG0000518	Prah.g_00241	Prav.g_01045
OG0000519	Prah.g_00242	Prav.g_01046
OG0000520	Prah.g_00247	Prav.g_01047
OG0000521	Prah.g_00255	Prav.g_01052
OG0000522	Prah.g_00257	Prav.g_01053
OG0000523	Prah.g_00258	Prav.g_01054
OG0000524	Prah.g_00290	Prav.g_01059
OG0000525	Prah.g_00304	Prav.g_01062
OG0000526	Prah.g_00306	Prav.g_01063
OG0000527	Prah.g_00310	Prav.g_01071
OG0000528	Prah.g_01572	Prav.g_01076
OG0000529	Prah.g_01565	Prav.g_01079
OG0000530	Prah.g_01562	Prav.g_01082
OG0000531	Prah.g_01561	Prav.g_01083
OG0000532	Prah.g_01558	Prav.g_01085
OG0000533	Prah.g_01556	Prav.g_01086
OG0000534	Prah.g_01555	Prav.g_01087
OG0000535	Prah.g_01554	Prav.g_01088
OG0000536	Prah.g_01553	Prav.g_01089
OG0000537	Prah.g_01552	Prav.g_01090
OG0000538	Prah.g_01541	Prav.g_01098
OG0000539	Prah.g_01540	Prav.g_01099
OG0000540	Prah.g_01539	Prav.g_01100
OG0000541	Prah.g_01538	Prav.g_01101
OG0000542	Prah.g_01535	Prav.g_01103
OG0000543	Prah.g_01533	Prav.g_01105
OG0000544	Prah.g_01532	Prav.g_01106
OG0000545	Prah.g_01530	Prav.g_01108
OG0000546	Prah.g_01528	Prav.g_01111
OG0000547	Prah.g_01526	Prav.g_01113
OG0000548	Prah.g_01525	Prav.g_01114
OG0000549	Prah.g_01519	Prav.g_01116
OG0000550	Prah.g_01514	Prav.g_01121
OG0000551	Prah.g_01510	Prav.g_01125
OG0000552	Prah.g_01509	Prav.g_01126
OG0000553	Prah.g_01505	Prav.g_01127
OG0000554	Prah.g_01500	Prav.g_01132
OG0000555	Prah.g_01480	Prav.g_01140
OG0000556	Prah.g_01474	Prav.g_01142
OG0000557	Prah.g_01473	Prav.g_01143
OG0000558	Prah.g_01470	Prav.g_01145
OG0000559	Prah.g_01466	Prav.g_01149
OG0000560	Prah.g_01463	Prav.g_01152
OG0000561	Prah.g_01462	Prav.g_01153
OG0000562	Prah.g_01461	Prav.g_01154
OG0000563	Prah.g_01460	Prav.g_01155
OG0000564	Prah.g_01459	Prav.g_01156
OG0000565	Prah.g_01457	Prav.g_01159
OG0000566	Prah.g_01452	Prav.g_01161
OG0000567	Prah.g_01448	Prav.g_01165
OG0000568	Prah.g_01446	Prav.g_01166
OG0000569	Prah.g_01445	Prav.g_01167
OG0000570	Prah.g_01444	Prav.g_01168
OG0000571	Prah.g_01441	Prav.g_01170
OG0000572	Prah.g_01425	Prav.g_01183
OG0000573	Prah.g_01416	Prav.g_01188
OG0000574	Prah.g_01415	Prav.g_01189
OG0000575	Prah.g_01406	Prav.g_01193
OG0000576	Prah.g_01404	Prav.g_01195
OG0000577	Prah.g_01403	Prav.g_01196
OG0000578	Prah.g_01402	Prav.g_01197
OG0000579	Prah.g_01401	Prav.g_01198
OG0000580	Prah.g_01400	Prav.g_01199
OG0000581	Prah.g_01396	Prav.g_01201
OG0000582	Prah.g_01392	Prav.g_01204
