Orthogroup	Prah	Syaf
OG0000160	Prah.g_00407	Syaf.g_02418
OG0000161	Prah.g_00399	Syaf.g_02424
OG0000162	Prah.g_00391	Syaf.g_02431
OG0000163	Prah.g_01619	Syaf.g_01105
OG0000164	Prah.g_01705	Syaf.g_00999
OG0000165	Prah.g_01716	Syaf.g_01197
OG0000166	Prah.g_02033	Syaf.g_00133
OG0000167	Prah.g_02230	Syaf.g_00350
OG0000168	Prah.g_02243	Syaf.g_00365
OG0000169	Prah.g_00163	Syaf.g_00376
OG0000170	Prah.g_00155	Syaf.g_00383
OG0000171	Prah.g_00126	Syaf.g_00413
OG0000172	Prah.g_00084	Syaf.g_00419
OG0000173	Prah.g_00061	Syaf.g_00438
OG0000174	Prah.g_02541	Syaf.g_00603
OG0000175	Prah.g_02575	Syaf.g_00531
OG0000176	Prah.g_00005	Syaf.g_00494
OG0000177	Prah.g_00006	Syaf.g_00493
OG0000178	Prah.g_00007	Syaf.g_00492
OG0000179	Prah.g_00022	Syaf.g_00477
OG0000180	Prah.g_00023	Syaf.g_00476
OG0000181	Prah.g_00024	Syaf.g_00475
OG0000182	Prah.g_00025	Syaf.g_00474
OG0000183	Prah.g_00029	Syaf.g_00470
OG0000184	Prah.g_02478	Syaf.g_00664
OG0000185	Prah.g_02458	Syaf.g_00684
OG0000186	Prah.g_01830	Syaf.g_00968
OG0000187	Prah.g_01833	Syaf.g_00966
OG0000188	Prah.g_01860	Syaf.g_00944
OG0000189	Prah.g_01884	Syaf.g_00916
OG0000190	Prah.g_01886	Syaf.g_00914
OG0000191	Prah.g_00188	Syaf.g_00877
OG0000192	Prah.g_00176, Prah.g_00180	Syaf.g_00871
OG0000193	Prah.g_02283	Syaf.g_00832
OG0000194	Prah.g_02286	Syaf.g_00829
OG0000195	Prah.g_02288	Syaf.g_00827
OG0000196	Prah.g_02299	Syaf.g_00816
OG0000197	Prah.g_02300	Syaf.g_00815
OG0000198	Prah.g_02301	Syaf.g_00814
OG0000199	Prah.g_02308	Syaf.g_00806
OG0000200	Prah.g_02324	Syaf.g_00789
OG0000202	Prah.g_02353	Syaf.g_00770
OG0000203	Prah.g_02354	Syaf.g_00769
OG0000204	Prah.g_02355	Syaf.g_00768
OG0000205	Prah.g_02362	Syaf.g_00761
OG0000206	Prah.g_02371	Syaf.g_00736
OG0000207	Prah.g_02420	Syaf.g_00735
OG0000208	Prah.g_02419	Syaf.g_00734
OG0000209	Prah.g_02400	Syaf.g_00714
OG0000210	Prah.g_02399	Syaf.g_00713
OG0000211	Prah.g_01782	Syaf.g_02791
OG0000212	Prah.g_01772	Syaf.g_02781
OG0000213	Prah.g_02101	Syaf.g_00210
OG0000214	Prah.g_02118	Syaf.g_00226
OG0000215	Prah.g_02148	Syaf.g_00258
OG0000216	Prah.g_02151	Syaf.g_00262
OG0000217	Prah.g_02155	Syaf.g_00266
OG0000218	Prah.g_02157	Syaf.g_00268
OG0000219	Prah.g_02158	Syaf.g_00269
OG0000220	Prah.g_02159	Syaf.g_00270
OG0000221	Prah.g_02166	Syaf.g_02597, Syaf.g_00273
OG0000222	Prah.g_02174	Syaf.g_00287
OG0000223	Prah.g_02197	Syaf.g_00317
OG0000224	Prah.g_02207	Syaf.g_00324
OG0000225	Prah.g_01921	Syaf.g_00007
OG0000226	Prah.g_01917	Syaf.g_00003
OG0000227	Prah.g_01915	Syaf.g_00001
OG0000228	Prah.g_00204	Syaf.g_02808
OG0000229	Prah.g_00230	Syaf.g_01214
OG0000230	Prah.g_00232	Syaf.g_01216
OG0000231	Prah.g_00251	Syaf.g_01236
OG0000232	Prah.g_00261	Syaf.g_02536
OG0000233	Prah.g_00294	Syaf.g_02528
OG0000234	Prah.g_00313, Prah.g_00314	Syaf.g_02497
OG0000235	Prah.g_01567	Syaf.g_02722
OG0000236	Prah.g_01551	Syaf.g_02707
OG0000237	Prah.g_01534	Syaf.g_02690
OG0000238	Prah.g_01529	Syaf.g_02685
OG0000239	Prah.g_01513	Syaf.g_02669
OG0000240	Prah.g_01512	Syaf.g_02668
OG0000241	Prah.g_01094	Syaf.g_02322
OG0000242	Prah.g_00108, Prah.g_01503	Syaf.g_02656
OG0000243	Prah.g_01476	Syaf.g_02634
OG0000244	Prah.g_01472	Syaf.g_02627
OG0000245	Prah.g_01469	Syaf.g_02625
OG0000246	Prah.g_01465	Syaf.g_02621
OG0000247	Prah.g_01454	Syaf.g_02610
OG0000248	Prah.g_01451	Syaf.g_02607
OG0000249	Prah.g_01449	Syaf.g_02605
OG0000250	Prah.g_01443	Syaf.g_02593
OG0000251	Prah.g_01417	Syaf.g_02568
OG0000252	Prah.g_01414	Syaf.g_02565
OG0000253	Prah.g_01408	Syaf.g_02564
OG0000254	Prah.g_01389	Syaf.g_02371
OG0000255	Prah.g_00530	Syaf.g_02352
OG0000256	Prah.g_00516	Syaf.g_02329
OG0000257	Prah.g_00509	Syaf.g_02323
OG0000258	Prah.g_00486	Syaf.g_02301
OG0000259	Prah.g_00457	Syaf.g_02137
OG0000260	Prah.g_00454	Syaf.g_02134
OG0000261	Prah.g_00451	Syaf.g_02131
OG0000262	Prah.g_00445	Syaf.g_02126
OG0000263	Prah.g_02413	Syaf.g_01585
OG0000264	Prah.g_00974	Syaf.g_01473
OG0000266	Prah.g_00876	Syaf.g_01967
OG0000267	Prah.g_00751	Syaf.g_01787
OG0000268	Prah.g_00752	Syaf.g_01788
OG0000269	Prah.g_00672	Syaf.g_02054
OG0000270	Prah.g_00669	Syaf.g_02051
OG0000271	Prah.g_00661	Syaf.g_02043
OG0000272	Prah.g_00660	Syaf.g_02042
OG0000273	Prah.g_00609	Syaf.g_01392
OG0000274	Prah.g_00608	Syaf.g_01391
OG0000275	Prah.g_00605	Syaf.g_01386
OG0000276	Prah.g_00599	Syaf.g_01379
OG0000277	Prah.g_00598	Syaf.g_01378
OG0000278	Prah.g_00595	Syaf.g_01375
OG0000279	Prah.g_00587	Syaf.g_01367
OG0000280	Prah.g_00581	Syaf.g_01337
OG0000281	Prah.g_00566	Syaf.g_01636
OG0000282	Prah.g_00731	Syaf.g_02101
OG0000283	Prah.g_00761	Syaf.g_01804
OG0000284	Prah.g_00767	Syaf.g_01810
OG0000285	Prah.g_01178	Syaf.g_01842
OG0000286	Prah.g_00795	Syaf.g_01860
OG0000287	Prah.g_01131	Syaf.g_01896
OG0000288	Prah.g_00851	Syaf.g_01929
OG0000289	Prah.g_00864	Syaf.g_01943
OG0000290	Prah.g_00912	Syaf.g_01439
OG0000291	Prah.g_00914	Syaf.g_01441
OG0000292	Prah.g_02597	Syaf.g_00505
OG0000293	Prah.g_01336	Syaf.g_01277
OG0000294	Prah.g_01335	Syaf.g_01278
OG0000295	Prah.g_01298	Syaf.g_01316
OG0000296	Prah.g_01296	Syaf.g_01318
OG0000297	Prah.g_01259	Syaf.g_01607
OG0000298	Prah.g_01258	Syaf.g_01606
OG0000299	Prah.g_01268	Syaf.g_01578
OG0000300	Prah.g_01275	Syaf.g_01571
OG0000301	Prah.g_01276	Syaf.g_01570
OG0000302	Prah.g_01279	Syaf.g_01568
OG0000303	Prah.g_01289	Syaf.g_01559
OG0000304	Prah.g_01237, Prah.g_01238	Syaf.g_01551
OG0000305	Prah.g_00918	Syaf.g_01444
OG0000306	Prah.g_00560	Syaf.g_01332
OG0000307	Prah.g_01584	Syaf.g_02742
OG0000308	Prah.g_01586	Syaf.g_02744
OG0000309	Prah.g_01590	Syaf.g_02749
OG0000310	Prah.g_00428	Syaf.g_02387
OG0000311	Prah.g_00424	Syaf.g_02391
OG0000312	Prah.g_00420	Syaf.g_02397
OG0000313	Prah.g_00402	Syaf.g_02421
OG0000314	Prah.g_00371	Syaf.g_02458
OG0000315	Prah.g_00361	Syaf.g_02468
OG0000316	Prah.g_01631	Syaf.g_01088
OG0000317	Prah.g_01672	Syaf.g_01040
OG0000318	Prah.g_01677	Syaf.g_01032
OG0000319	Prah.g_01694	Syaf.g_01015
OG0000320	Prah.g_01696	Syaf.g_01013
OG0000321	Prah.g_01697	Syaf.g_01012
OG0000322	Prah.g_01698	Syaf.g_01011
OG0000323	Prah.g_01710	Syaf.g_00997
OG0000324	Prah.g_01744	Syaf.g_01164
OG0000325	Prah.g_02071	Syaf.g_00176
OG0000326	Prah.g_02064	Syaf.g_00169
OG0000327	Prah.g_02038	Syaf.g_00138
OG0000328	Prah.g_02037	Syaf.g_00137
OG0000329	Prah.g_02020	Syaf.g_00119
OG0000330	Prah.g_02019	Syaf.g_00118
OG0000331	Prah.g_02018	Syaf.g_00117
OG0000332	Prah.g_02003	Syaf.g_00102
OG0000333	Prah.g_02001	Syaf.g_00099
OG0000334	Prah.g_01991	Syaf.g_00090
OG0000335	Prah.g_01986	Syaf.g_00085
OG0000336	Prah.g_01982	Syaf.g_00081
OG0000337	Prah.g_02224	Syaf.g_00344
OG0000338	Prah.g_02227	Syaf.g_00348
OG0000339	Prah.g_02234	Syaf.g_00355
OG0000340	Prah.g_02244	Syaf.g_00366
OG0000341	Prah.g_02246	Syaf.g_00368
OG0000342	Prah.g_02247	Syaf.g_00369
OG0000343	Prah.g_00168	Syaf.g_00370
OG0000344	Prah.g_00165	Syaf.g_00374
OG0000345	Prah.g_00154	Syaf.g_00384
OG0000346	Prah.g_00149	Syaf.g_00389
OG0000347	Prah.g_00089	Syaf.g_00415
OG0000348	Prah.g_00078	Syaf.g_00427
OG0000349	Prah.g_00053	Syaf.g_00445
OG0000350	Prah.g_02533	Syaf.g_00162
OG0000351	Prah.g_02578	Syaf.g_00528
OG0000352	Prah.g_02579	Syaf.g_00527
OG0000353	Prah.g_02603	Syaf.g_00499
OG0000354	Prah.g_01523	Syaf.g_02680
OG0000354	Prah.g_00020	Syaf.g_00479
OG0000355	Prah.g_00002	Syaf.g_00497
OG0000356	Prah.g_00003	Syaf.g_00496
OG0000357	Prah.g_00004	Syaf.g_00495
OG0000358	Prah.g_00008	Syaf.g_00491
OG0000359	Prah.g_00010	Syaf.g_00489
OG0000360	Prah.g_00011	Syaf.g_00488
OG0000361	Prah.g_00012	Syaf.g_00487
OG0000362	Prah.g_00014	Syaf.g_00485
OG0000363	Prah.g_00016	Syaf.g_00483
OG0000364	Prah.g_00017	Syaf.g_00482
OG0000365	Prah.g_00026	Syaf.g_00473
OG0000366	Prah.g_00027	Syaf.g_00472
OG0000367	Prah.g_00028	Syaf.g_00471
OG0000368	Prah.g_00030	Syaf.g_00469
OG0000369	Prah.g_00031	Syaf.g_00468
OG0000370	Prah.g_00032	Syaf.g_00467
OG0000371	Prah.g_00041	Syaf.g_00458
OG0000372	Prah.g_00046	Syaf.g_00453
OG0000373	Prah.g_00047	Syaf.g_00452
OG0000374	Prah.g_00048	Syaf.g_00451
OG0000375	Prah.g_00049	Syaf.g_00449
OG0000376	Prah.g_00051	Syaf.g_00447
OG0000377	Prah.g_02485	Syaf.g_00654
OG0000378	Prah.g_02471	Syaf.g_00668
OG0000379	Prah.g_02457	Syaf.g_00686
OG0000380	Prah.g_01834	Syaf.g_00965
OG0000381	Prah.g_01839	Syaf.g_00962
OG0000382	Prah.g_01859	Syaf.g_00945
OG0000383	Prah.g_01861	Syaf.g_00941
OG0000384	Prah.g_01862	Syaf.g_00940
OG0000385	Prah.g_01863	Syaf.g_00939
OG0000386	Prah.g_01864	Syaf.g_00938
OG0000387	Prah.g_01888	Syaf.g_00912
OG0000388	Prah.g_01892	Syaf.g_00908
OG0000389	Prah.g_01896	Syaf.g_00904
OG0000390	Prah.g_00194	Syaf.g_00883
OG0000391	Prah.g_00189	Syaf.g_00878
OG0000392	Prah.g_00183	Syaf.g_00872
OG0000393	Prah.g_00175	Syaf.g_00870
OG0000394	Prah.g_00174	Syaf.g_00869
OG0000395	Prah.g_00173	Syaf.g_00868
OG0000396	Prah.g_02252	Syaf.g_00865
OG0000397	Prah.g_02254	Syaf.g_00863
OG0000398	Prah.g_02259	Syaf.g_00858
OG0000399	Prah.g_02260	Syaf.g_00857
OG0000400	Prah.g_02261	Syaf.g_00856
OG0000401	Prah.g_02262	Syaf.g_00855
OG0000402	Prah.g_02264	Syaf.g_00852
OG0000403	Prah.g_02265	Syaf.g_00851
OG0000405	Prah.g_02280	Syaf.g_00835
OG0000406	Prah.g_02284	Syaf.g_00831
OG0000407	Prah.g_02285	Syaf.g_00830
OG0000408	Prah.g_02287	Syaf.g_00828
OG0000409	Prah.g_02289	Syaf.g_00826
OG0000410	Prah.g_02290	Syaf.g_00825
OG0000411	Prah.g_02291	Syaf.g_00824
OG0000412	Prah.g_02292	Syaf.g_00823
OG0000413	Prah.g_02294	Syaf.g_00821
OG0000414	Prah.g_02295	Syaf.g_00820
OG0000415	Prah.g_02296	Syaf.g_00819
OG0000416	Prah.g_02297	Syaf.g_00818
OG0000417	Prah.g_02298	Syaf.g_00817
OG0000418	Prah.g_02303	Syaf.g_00812
OG0000419	Prah.g_02305	Syaf.g_00810
OG0000420	Prah.g_02306	Syaf.g_00808
OG0000421	Prah.g_02310	Syaf.g_00803
OG0000422	Prah.g_02311	Syaf.g_00802
OG0000423	Prah.g_02312	Syaf.g_00801
OG0000424	Prah.g_02313	Syaf.g_00800
OG0000425	Prah.g_02314	Syaf.g_00799
OG0000426	Prah.g_02315	Syaf.g_00798
OG0000427	Prah.g_02316	Syaf.g_00797
OG0000428	Prah.g_00709	Syaf.g_00794
OG0000429	Prah.g_02321	Syaf.g_00792
OG0000430	Prah.g_02323	Syaf.g_00790
OG0000431	Prah.g_02334	Syaf.g_00786
OG0000432	Prah.g_02341	Syaf.g_00779
OG0000433	Prah.g_02344	Syaf.g_00777
OG0000434	Prah.g_02345	Syaf.g_00776
OG0000435	Prah.g_02350	Syaf.g_00772
OG0000436	Prah.g_02356	Syaf.g_00767
OG0000437	Prah.g_02357	Syaf.g_00766
OG0000438	Prah.g_02358	Syaf.g_00765
OG0000439	Prah.g_02360	Syaf.g_00763
OG0000440	Prah.g_02361	Syaf.g_00762
OG0000441	Prah.g_02364	Syaf.g_00756
OG0000442	Prah.g_02365	Syaf.g_00743
OG0000443	Prah.g_02370	Syaf.g_00739
OG0000444	Prah.g_02418	Syaf.g_00733
OG0000445	Prah.g_02417	Syaf.g_00729
OG0000446	Prah.g_02415	Syaf.g_00728
OG0000447	Prah.g_02411	Syaf.g_00725
OG0000448	Prah.g_02410	Syaf.g_00724
OG0000449	Prah.g_02409	Syaf.g_00723
OG0000450	Prah.g_02403	Syaf.g_00717
OG0000451	Prah.g_02402	Syaf.g_00716
OG0000452	Prah.g_02398	Syaf.g_00712
OG0000453	Prah.g_02397	Syaf.g_00711
OG0000454	Prah.g_02396	Syaf.g_00710
OG0000455	Prah.g_02395	Syaf.g_00709
OG0000456	Prah.g_02394	Syaf.g_00708
OG0000457	Prah.g_02392	Syaf.g_00706
OG0000458	Prah.g_02391	Syaf.g_00705
OG0000459	Prah.g_02390	Syaf.g_00704
OG0000460	Prah.g_01781	Syaf.g_02789
OG0000461	Prah.g_02074	Syaf.g_00183
OG0000462	Prah.g_02078	Syaf.g_00186
OG0000463	Prah.g_02079	Syaf.g_00187
OG0000464	Prah.g_02080	Syaf.g_00188
OG0000465	Prah.g_02082	Syaf.g_00190
OG0000466	Prah.g_02087	Syaf.g_00194
OG0000467	Prah.g_02089	Syaf.g_00196
OG0000468	Prah.g_02098	Syaf.g_00206
OG0000469	Prah.g_02111	Syaf.g_00220
OG0000470	Prah.g_02114	Syaf.g_00222
OG0000471	Prah.g_02115	Syaf.g_00223
OG0000472	Prah.g_02117	Syaf.g_00225
OG0000473	Prah.g_02119	Syaf.g_00227
OG0000474	Prah.g_02120	Syaf.g_00228
OG0000475	Prah.g_02121	Syaf.g_00229
OG0000476	Prah.g_02123	Syaf.g_00231
OG0000477	Prah.g_02128	Syaf.g_00237
OG0000478	Prah.g_02129	Syaf.g_00238
OG0000479	Prah.g_02130	Syaf.g_00239
OG0000480	Prah.g_02137	Syaf.g_00247
OG0000481	Prah.g_02139	Syaf.g_00249
OG0000482	Prah.g_02140	Syaf.g_00250
OG0000483	Prah.g_02144	Syaf.g_00254
OG0000484	Prah.g_02145	Syaf.g_00255
OG0000485	Prah.g_02146	Syaf.g_00256
OG0000486	Prah.g_02147	Syaf.g_00257
OG0000487	Prah.g_02152	Syaf.g_00263
OG0000488	Prah.g_02156	Syaf.g_00267
OG0000489	Prah.g_02167	Syaf.g_00274
OG0000490	Prah.g_02172	Syaf.g_00284
OG0000491	Prah.g_02173	Syaf.g_00285
OG0000492	Prah.g_02175	Syaf.g_00288
OG0000493	Prah.g_02176	Syaf.g_00289
OG0000494	Prah.g_02177	Syaf.g_00290
OG0000495	Prah.g_02178	Syaf.g_00291
OG0000496	Prah.g_02179	Syaf.g_00292
OG0000497	Prah.g_02180	Syaf.g_00293
OG0000498	Prah.g_02181	Syaf.g_00294
OG0000499	Prah.g_02182	Syaf.g_00295
OG0000500	Prah.g_02183	Syaf.g_00296
OG0000501	Prah.g_02186	Syaf.g_00299
OG0000502	Prah.g_02199	Syaf.g_00319
OG0000503	Prah.g_01940	Syaf.g_00023
OG0000504	Prah.g_01938	Syaf.g_00021
OG0000505	Prah.g_01937	Syaf.g_00020
OG0000506	Prah.g_01935	Syaf.g_00018
OG0000507	Prah.g_01930	Syaf.g_00012
OG0000508	Prah.g_01922	Syaf.g_00008
OG0000509	Prah.g_01920	Syaf.g_00006
OG0000510	Prah.g_01919	Syaf.g_00005
OG0000511	Prah.g_01918	Syaf.g_00004
OG0000512	Prah.g_01916	Syaf.g_00002
OG0000513	Prah.g_00209	Syaf.g_02803
OG0000514	Prah.g_00218	Syaf.g_02796
OG0000515	Prah.g_00219	Syaf.g_02795
OG0000516	Prah.g_00221	Syaf.g_01219
OG0000517	Prah.g_00229	Syaf.g_01213
OG0000518	Prah.g_00241	Syaf.g_01230
OG0000519	Prah.g_00242	Syaf.g_01231
OG0000520	Prah.g_00247	Syaf.g_01235
OG0000521	Prah.g_00255	Syaf.g_02542
OG0000522	Prah.g_00257	Syaf.g_02538
OG0000523	Prah.g_00258	Syaf.g_02537
OG0000524	Prah.g_00290	Syaf.g_02531
OG0000525	Prah.g_00304	Syaf.g_02507
OG0000526	Prah.g_00306	Syaf.g_02504
OG0000527	Prah.g_00310	Syaf.g_02500
OG0000528	Prah.g_01572	Syaf.g_02728
OG0000529	Prah.g_01565	Syaf.g_02720
OG0000530	Prah.g_01562	Syaf.g_02717
OG0000531	Prah.g_01561	Syaf.g_02716
OG0000532	Prah.g_01558	Syaf.g_02713
OG0000533	Prah.g_01556	Syaf.g_02712
OG0000534	Prah.g_01555	Syaf.g_02711
OG0000535	Prah.g_01554	Syaf.g_02710
OG0000536	Prah.g_01553	Syaf.g_02709
OG0000537	Prah.g_01552	Syaf.g_02708
OG0000538	Prah.g_01541	Syaf.g_02697
OG0000539	Prah.g_01540	Syaf.g_02696
OG0000540	Prah.g_01539	Syaf.g_02695
OG0000541	Prah.g_01538	Syaf.g_02694
OG0000542	Prah.g_01535	Syaf.g_02691
OG0000543	Prah.g_01533	Syaf.g_02689
OG0000544	Prah.g_01532	Syaf.g_02688
OG0000545	Prah.g_01530	Syaf.g_02686
OG0000546	Prah.g_01528	Syaf.g_02684
OG0000547	Prah.g_01526	Syaf.g_02682
OG0000548	Prah.g_01525	Syaf.g_02681
OG0000549	Prah.g_01519	Syaf.g_02676
OG0000550	Prah.g_01514	Syaf.g_02671
OG0000551	Prah.g_01510	Syaf.g_02666
OG0000552	Prah.g_01509	Syaf.g_02665
OG0000553	Prah.g_01505	Syaf.g_02663
OG0000554	Prah.g_01500	Syaf.g_02653
OG0000555	Prah.g_01480	Syaf.g_02635
OG0000556	Prah.g_01474	Syaf.g_02630
OG0000557	Prah.g_01473	Syaf.g_02628
OG0000558	Prah.g_01470	Syaf.g_02626
OG0000559	Prah.g_01466	Syaf.g_02622
OG0000560	Prah.g_01463	Syaf.g_02619
OG0000561	Prah.g_01462	Syaf.g_02618
