Orthogroup	Prah	Syaa
OG0000107	Prah.g_02072	Syaa.g_02351
OG0000108	Prah.g_01566	Syaa.g_02051
OG0000109	Prah.g_01550	Syaa.g_02036
OG0000110	Prah.g_01439	Syaa.g_01918
OG0000111	Prah.g_01028	Syaa.g_00888
OG0000112	Prah.g_00788	Syaa.g_01366
OG0000113	Prah.g_00641	Syaa.g_01196
OG0000114	Prah.g_00733	Syaa.g_01094
OG0000115	Prah.g_00383	Syaa.g_01795
OG0000116	Prah.g_01337	Syaa.g_00757
OG0000117	Prah.g_01257	Syaa.g_01009
OG0000118	Prah.g_01378	Syaa.g_01874
OG0000119	Prah.g_01007, Prah.g_01048	Syaa.g_00785
OG0000120	Prah.g_02192	Syaa.g_00201
OG0000121	Prah.g_00406	Syaa.g_01777
OG0000122	Prah.g_01203	Syaa.g_01598
OG0000123	Prah.g_01987	Syaa.g_02242
OG0000124	Prah.g_00125	Syaa.g_00092
OG0000125	Prah.g_02498	Syaa.g_02598
OG0000126	Prah.g_02598	Syaa.g_02752
OG0000127	Prah.g_01085	Syaa.g_00934
OG0000128	Prah.g_00013	Syaa.g_00012
OG0000129	Prah.g_02486	Syaa.g_02586
OG0000130	Prah.g_01838	Syaa.g_00354
OG0000131	Prah.g_02282	Syaa.g_02448
OG0000132	Prah.g_02302	Syaa.g_02472
OG0000133	Prah.g_02187	Syaa.g_01361
OG0000134	Prah.g_00208	Syaa.g_02146
OG0000135	Prah.g_02538	Syaa.g_02649
OG0000136	Prah.g_00235	Syaa.g_00708
OG0000137	Prah.g_00105, Prah.g_00312	Syaa.g_01842
OG0000138	Prah.g_01549	Syaa.g_02035
OG0000139	Prah.g_01495	Syaa.g_01974
OG0000140	Prah.g_01489	Syaa.g_01971
OG0000141	Prah.g_01393	Syaa.g_01689
OG0000142	Prah.g_00501	Syaa.g_01633
OG0000143	Prah.g_00497	Syaa.g_01629
OG0000144	Prah.g_00473	Syaa.g_01446
OG0000145	Prah.g_01543	Syaa.g_02029
OG0000146	Prah.g_00787	Syaa.g_01367
OG0000147	Prah.g_00786	Syaa.g_01368
OG0000148	Prah.g_00649	Syaa.g_01190
OG0000149	Prah.g_00591	Syaa.g_00826
OG0000150	Prah.g_00568	Syaa.g_01688
OG0000151	Prah.g_00718	Syaa.g_01107
OG0000152	Prah.g_00796	Syaa.g_01357
OG0000153	Prah.g_00826	Syaa.g_01324
OG0000154	Prah.g_00852	Syaa.g_01298
OG0000155	Prah.g_01291	Syaa.g_00804
OG0000156	Prah.g_01349	Syaa.g_00751
OG0000157	Prah.g_01350	Syaa.g_00750
OG0000158	Prah.g_02242	Syaa.g_00148
OG0000160	Prah.g_00407	Syaa.g_01776
OG0000161	Prah.g_00399	Syaa.g_01782
OG0000162	Prah.g_00391	Syaa.g_01788
OG0000163	Prah.g_01619	Syaa.g_00624
OG0000164	Prah.g_01705	Syaa.g_00507
OG0000165	Prah.g_01716	Syaa.g_00681
OG0000166	Prah.g_02033	Syaa.g_02289
OG0000167	Prah.g_02230	Syaa.g_00160
OG0000168	Prah.g_02243	Syaa.g_00145
OG0000169	Prah.g_00163	Syaa.g_00134
OG0000170	Prah.g_00155	Syaa.g_00128
OG0000171	Prah.g_00126	Syaa.g_00093
OG0000172	Prah.g_00084	Syaa.g_00079
OG0000173	Prah.g_00061	Syaa.g_00060
OG0000174	Prah.g_02541	Syaa.g_02651
OG0000175	Prah.g_02575	Syaa.g_02726
OG0000176	Prah.g_00005	Syaa.g_00004
OG0000177	Prah.g_00006	Syaa.g_00005
OG0000178	Prah.g_00007	Syaa.g_00006
OG0000179	Prah.g_00022	Syaa.g_00023
OG0000180	Prah.g_00023	Syaa.g_00024
OG0000181	Prah.g_00024	Syaa.g_00025
OG0000182	Prah.g_00025	Syaa.g_00026
OG0000183	Prah.g_00029	Syaa.g_00030
OG0000184	Prah.g_02478	Syaa.g_02578
OG0000185	Prah.g_02458	Syaa.g_02575
OG0000186	Prah.g_01830	Syaa.g_00359
OG0000187	Prah.g_01833	Syaa.g_00358
OG0000188	Prah.g_01860	Syaa.g_00334
OG0000189	Prah.g_01884	Syaa.g_02367
OG0000190	Prah.g_01886	Syaa.g_02369
OG0000191	Prah.g_00188	Syaa.g_02404
OG0000192	Prah.g_00176, Prah.g_00180	Syaa.g_02410
OG0000193	Prah.g_02283	Syaa.g_02449
OG0000194	Prah.g_02286	Syaa.g_02452
OG0000195	Prah.g_02288	Syaa.g_02459
OG0000196	Prah.g_02299	Syaa.g_02469
OG0000197	Prah.g_02300	Syaa.g_02470
OG0000198	Prah.g_02301	Syaa.g_02471
OG0000199	Prah.g_02308	Syaa.g_02479
OG0000200	Prah.g_02324	Syaa.g_02496
OG0000201	Prah.g_02352	Syaa.g_02521
OG0000202	Prah.g_02353	Syaa.g_02522
OG0000203	Prah.g_02354	Syaa.g_02523
OG0000204	Prah.g_02355	Syaa.g_02524
OG0000205	Prah.g_02362	Syaa.g_02531
OG0000206	Prah.g_02371	Syaa.g_02538
OG0000207	Prah.g_02420	Syaa.g_02540
OG0000208	Prah.g_02419	Syaa.g_02541
OG0000209	Prah.g_02400	Syaa.g_02556
OG0000210	Prah.g_02399	Syaa.g_02557
OG0000211	Prah.g_01782	Syaa.g_02113
OG0000212	Prah.g_01772	Syaa.g_02102
OG0000213	Prah.g_02101	Syaa.g_00295
OG0000214	Prah.g_02118	Syaa.g_00279
OG0000215	Prah.g_02148	Syaa.g_00248
OG0000216	Prah.g_02151	Syaa.g_00244
OG0000217	Prah.g_02155	Syaa.g_00240
OG0000218	Prah.g_02157	Syaa.g_00238
OG0000219	Prah.g_02158	Syaa.g_00237
OG0000220	Prah.g_02159	Syaa.g_00236
OG0000221	Prah.g_02166	Syaa.g_00229
OG0000222	Prah.g_02174	Syaa.g_00215
OG0000223	Prah.g_02197	Syaa.g_00192
OG0000224	Prah.g_02207	Syaa.g_00183
OG0000225	Prah.g_01921	Syaa.g_02166
OG0000226	Prah.g_01917	Syaa.g_02162
OG0000227	Prah.g_01915	Syaa.g_02160
OG0000228	Prah.g_00204	Syaa.g_02150
OG0000229	Prah.g_00230	Syaa.g_00703
OG0000230	Prah.g_00232	Syaa.g_00705
OG0000231	Prah.g_00251	Syaa.g_00717
OG0000232	Prah.g_00261	Syaa.g_01858
OG0000233	Prah.g_00294	Syaa.g_01853
OG0000234	Prah.g_00313, Prah.g_00314	Syaa.g_01841
OG0000235	Prah.g_01567	Syaa.g_02052
OG0000236	Prah.g_01551	Syaa.g_02037
OG0000237	Prah.g_01534	Syaa.g_02020
OG0000238	Prah.g_01529	Syaa.g_02015
OG0000239	Prah.g_01513	Syaa.g_01996
OG0000240	Prah.g_01512	Syaa.g_01995
OG0000241	Prah.g_01094	Syaa.g_01644
OG0000242	Prah.g_00108, Prah.g_01503	Syaa.g_01982
OG0000243	Prah.g_01476	Syaa.g_01960
OG0000244	Prah.g_01472	Syaa.g_01954
OG0000245	Prah.g_01469	Syaa.g_01952
OG0000246	Prah.g_01465	Syaa.g_01948
OG0000247	Prah.g_01454	Syaa.g_01937
OG0000248	Prah.g_01451	Syaa.g_01934
OG0000249	Prah.g_01449	Syaa.g_01932
OG0000250	Prah.g_01443	Syaa.g_01922
OG0000251	Prah.g_01417	Syaa.g_01897
OG0000252	Prah.g_01414	Syaa.g_01894
OG0000253	Prah.g_01408	Syaa.g_01893
OG0000254	Prah.g_01389	Syaa.g_01684
OG0000255	Prah.g_00530	Syaa.g_01668
OG0000256	Prah.g_00516	Syaa.g_01651
OG0000257	Prah.g_00509	Syaa.g_01645
OG0000258	Prah.g_00486	Syaa.g_01624
OG0000259	Prah.g_00457	Syaa.g_01063
OG0000260	Prah.g_00454	Syaa.g_01066
OG0000261	Prah.g_00451	Syaa.g_01069
OG0000262	Prah.g_00445	Syaa.g_01074
OG0000263	Prah.g_02413	Syaa.g_00989
OG0000264	Prah.g_00974	Syaa.g_00910
OG0000265	Prah.g_00887, Prah.g_00958	Syaa.g_00931
OG0000266	Prah.g_00876	Syaa.g_01257, Syaa.g_01258
OG0000267	Prah.g_00751	Syaa.g_01409
OG0000268	Prah.g_00752	Syaa.g_01408
OG0000269	Prah.g_00672	Syaa.g_01149
OG0000270	Prah.g_00669	Syaa.g_01152
OG0000271	Prah.g_00661	Syaa.g_01160
OG0000272	Prah.g_00660	Syaa.g_01161
OG0000273	Prah.g_00609	Syaa.g_00844
OG0000274	Prah.g_00608	Syaa.g_00843
OG0000275	Prah.g_00605	Syaa.g_00840
OG0000276	Prah.g_00599	Syaa.g_00834
OG0000277	Prah.g_00598	Syaa.g_00833
OG0000278	Prah.g_00595	Syaa.g_00830
OG0000279	Prah.g_00587	Syaa.g_00822
OG0000280	Prah.g_00581	Syaa.g_00815
OG0000282	Prah.g_00731	Syaa.g_01096
OG0000283	Prah.g_00761	Syaa.g_01396
OG0000284	Prah.g_00767	Syaa.g_01390
OG0000285	Prah.g_01178	Syaa.g_01377
OG0000286	Prah.g_00795	Syaa.g_01358
OG0000287	Prah.g_01131	Syaa.g_01330
OG0000288	Prah.g_00851	Syaa.g_01299
OG0000289	Prah.g_00864	Syaa.g_01285
OG0000290	Prah.g_00912	Syaa.g_00875
OG0000291	Prah.g_00914	Syaa.g_00877
OG0000292	Prah.g_02597	Syaa.g_02751
OG0000293	Prah.g_01336	Syaa.g_00758
OG0000294	Prah.g_01335	Syaa.g_00759
OG0000295	Prah.g_01298	Syaa.g_00796
OG0000296	Prah.g_01296	Syaa.g_00798
OG0000297	Prah.g_01259	Syaa.g_01021
OG0000298	Prah.g_01258	Syaa.g_01010
OG0000299	Prah.g_01268	Syaa.g_00982
OG0000300	Prah.g_01275	Syaa.g_00976
OG0000301	Prah.g_01276	Syaa.g_00975
OG0000302	Prah.g_01279	Syaa.g_00972
OG0000303	Prah.g_01289	Syaa.g_00963
OG0000304	Prah.g_01237, Prah.g_01238	Syaa.g_00957
OG0000305	Prah.g_00918	Syaa.g_00881
OG0000306	Prah.g_00560	Syaa.g_00807
OG0000307	Prah.g_01584	Syaa.g_02068
OG0000308	Prah.g_01586	Syaa.g_02070
OG0000309	Prah.g_01590	Syaa.g_02075
OG0000310	Prah.g_00428	Syaa.g_01752
OG0000311	Prah.g_00424	Syaa.g_01757
OG0000312	Prah.g_00420	Syaa.g_01762
OG0000313	Prah.g_00402	Syaa.g_01779
OG0000314	Prah.g_00371	Syaa.g_01806
OG0000315	Prah.g_00361	Syaa.g_01816
OG0000316	Prah.g_01631	Syaa.g_00598
OG0000317	Prah.g_01672	Syaa.g_00556
OG0000318	Prah.g_01677	Syaa.g_00550
OG0000319	Prah.g_01694	Syaa.g_00532
OG0000320	Prah.g_01696	Syaa.g_00530
OG0000321	Prah.g_01697	Syaa.g_00529
OG0000322	Prah.g_01698	Syaa.g_00528
OG0000323	Prah.g_01710	Syaa.g_00496
OG0000324	Prah.g_01744	Syaa.g_00653
OG0000325	Prah.g_02071	Syaa.g_02350
OG0000326	Prah.g_02064	Syaa.g_02343
OG0000327	Prah.g_02038	Syaa.g_02294
OG0000328	Prah.g_02037	Syaa.g_02293
OG0000329	Prah.g_02020	Syaa.g_02275
OG0000330	Prah.g_02019	Syaa.g_02274
OG0000331	Prah.g_02018	Syaa.g_02273
OG0000332	Prah.g_02003	Syaa.g_02258
OG0000333	Prah.g_02001	Syaa.g_02255
OG0000334	Prah.g_01991	Syaa.g_02246
OG0000335	Prah.g_01986	Syaa.g_02241
OG0000336	Prah.g_01982	Syaa.g_02237
OG0000337	Prah.g_02224	Syaa.g_00167
OG0000338	Prah.g_02227	Syaa.g_00162
OG0000339	Prah.g_02234	Syaa.g_00156
OG0000340	Prah.g_02244	Syaa.g_00144
OG0000341	Prah.g_02246	Syaa.g_00142
OG0000342	Prah.g_02247	Syaa.g_00141
OG0000343	Prah.g_00168	Syaa.g_00140
OG0000344	Prah.g_00165	Syaa.g_00136
OG0000345	Prah.g_00154	Syaa.g_00127
OG0000346	Prah.g_00149	Syaa.g_00122
OG0000347	Prah.g_00089	Syaa.g_00088
OG0000348	Prah.g_00078	Syaa.g_00071
OG0000349	Prah.g_00053	Syaa.g_00053
OG0000350	Prah.g_02533	Syaa.g_02336
OG0000351	Prah.g_02578	Syaa.g_02730
OG0000352	Prah.g_02579	Syaa.g_02731
OG0000353	Prah.g_02603	Syaa.g_02757
OG0000354	Prah.g_01523	Syaa.g_02008, Syaa.g_02009
OG0000354	Prah.g_00020	Syaa.g_00019, Syaa.g_00020
OG0000355	Prah.g_00002	Syaa.g_00001
OG0000356	Prah.g_00003	Syaa.g_00002
OG0000357	Prah.g_00004	Syaa.g_00003
OG0000358	Prah.g_00008	Syaa.g_00007
OG0000359	Prah.g_00010	Syaa.g_00009
OG0000360	Prah.g_00011	Syaa.g_00010
OG0000361	Prah.g_00012	Syaa.g_00011
OG0000362	Prah.g_00014	Syaa.g_00013
OG0000363	Prah.g_00016	Syaa.g_00015
OG0000364	Prah.g_00017	Syaa.g_00016
OG0000365	Prah.g_00026	Syaa.g_00027
OG0000366	Prah.g_00027	Syaa.g_00028
OG0000367	Prah.g_00028	Syaa.g_00029
OG0000368	Prah.g_00030	Syaa.g_00031
OG0000369	Prah.g_00031	Syaa.g_00032
OG0000370	Prah.g_00032	Syaa.g_00033
OG0000371	Prah.g_00041	Syaa.g_00041
OG0000372	Prah.g_00046	Syaa.g_00046
OG0000373	Prah.g_00047	Syaa.g_00047
OG0000374	Prah.g_00048	Syaa.g_00048
OG0000375	Prah.g_00049	Syaa.g_00049
OG0000376	Prah.g_00051	Syaa.g_00051
OG0000377	Prah.g_02485	Syaa.g_02585
OG0000378	Prah.g_02471	Syaa.g_02577
OG0000379	Prah.g_02457	Syaa.g_02574
OG0000380	Prah.g_01834	Syaa.g_00357
OG0000381	Prah.g_01839	Syaa.g_00353
OG0000382	Prah.g_01859	Syaa.g_00335
OG0000383	Prah.g_01861	Syaa.g_00333
OG0000384	Prah.g_01862	Syaa.g_00332
OG0000385	Prah.g_01863	Syaa.g_00331
OG0000386	Prah.g_01864	Syaa.g_00330
OG0000387	Prah.g_01888	Syaa.g_02371
OG0000388	Prah.g_01892	Syaa.g_02375
OG0000389	Prah.g_01896	Syaa.g_02379
OG0000390	Prah.g_00194	Syaa.g_02398
OG0000391	Prah.g_00189	Syaa.g_02403
OG0000392	Prah.g_00183	Syaa.g_02409
OG0000393	Prah.g_00175	Syaa.g_02412
OG0000394	Prah.g_00174	Syaa.g_02413
OG0000395	Prah.g_00173	Syaa.g_02414
OG0000396	Prah.g_02252	Syaa.g_02417
OG0000397	Prah.g_02254	Syaa.g_02419
OG0000398	Prah.g_02259	Syaa.g_02424
OG0000399	Prah.g_02260	Syaa.g_02425
OG0000400	Prah.g_02261	Syaa.g_02426
OG0000401	Prah.g_02262	Syaa.g_02427
OG0000402	Prah.g_02264	Syaa.g_02429
OG0000403	Prah.g_02265	Syaa.g_02430
OG0000405	Prah.g_02280	Syaa.g_02446
OG0000406	Prah.g_02284	Syaa.g_02450
OG0000407	Prah.g_02285	Syaa.g_02451
OG0000408	Prah.g_02287	Syaa.g_02458
OG0000409	Prah.g_02289	Syaa.g_02460
OG0000410	Prah.g_02290	Syaa.g_02461
OG0000411	Prah.g_02291	Syaa.g_02462
OG0000412	Prah.g_02292	Syaa.g_02463
OG0000413	Prah.g_02294	Syaa.g_02465
OG0000415	Prah.g_02296	Syaa.g_02466
OG0000416	Prah.g_02297	Syaa.g_02467
OG0000417	Prah.g_02298	Syaa.g_02468
OG0000418	Prah.g_02303	Syaa.g_02473
OG0000419	Prah.g_02305	Syaa.g_02475
OG0000420	Prah.g_02306	Syaa.g_02477
OG0000421	Prah.g_02310	Syaa.g_02482
OG0000422	Prah.g_02311	Syaa.g_02483
OG0000423	Prah.g_02312	Syaa.g_02484
OG0000424	Prah.g_02313	Syaa.g_02485
OG0000425	Prah.g_02314	Syaa.g_02486
OG0000426	Prah.g_02315	Syaa.g_02487
OG0000427	Prah.g_02316	Syaa.g_02488
OG0000428	Prah.g_00709	Syaa.g_02491
OG0000429	Prah.g_02321	Syaa.g_02493
OG0000430	Prah.g_02323	Syaa.g_02495
OG0000431	Prah.g_02334	Syaa.g_02498
OG0000432	Prah.g_02341	Syaa.g_02504
OG0000433	Prah.g_02344	Syaa.g_02513
OG0000434	Prah.g_02345	Syaa.g_02514
OG0000435	Prah.g_02350	Syaa.g_02516
OG0000436	Prah.g_02356	Syaa.g_02525
OG0000437	Prah.g_02357	Syaa.g_02526
OG0000438	Prah.g_02358	Syaa.g_02527
OG0000439	Prah.g_02360	Syaa.g_02529
OG0000440	Prah.g_02361	Syaa.g_02530
OG0000441	Prah.g_02364	Syaa.g_02534
OG0000442	Prah.g_02365	Syaa.g_02535
OG0000443	Prah.g_02370	Syaa.g_02536
OG0000444	Prah.g_02418	Syaa.g_02542
OG0000445	Prah.g_02417	Syaa.g_02543
OG0000446	Prah.g_02415	Syaa.g_02545
OG0000447	Prah.g_02411	Syaa.g_02548
OG0000448	Prah.g_02410	Syaa.g_02549
OG0000449	Prah.g_02409	Syaa.g_02550
OG0000450	Prah.g_02403	Syaa.g_02553
OG0000451	Prah.g_02402	Syaa.g_02554
OG0000452	Prah.g_02398	Syaa.g_02558
OG0000453	Prah.g_02397	Syaa.g_02559
OG0000454	Prah.g_02396	Syaa.g_02560
OG0000455	Prah.g_02395	Syaa.g_02561
OG0000456	Prah.g_02394	Syaa.g_02562
OG0000457	Prah.g_02392	Syaa.g_02564
OG0000458	Prah.g_02391	Syaa.g_02565
OG0000459	Prah.g_02390	Syaa.g_02566
OG0000460	Prah.g_01781	Syaa.g_02111
OG0000461	Prah.g_02074	Syaa.g_00318
OG0000462	Prah.g_02078	Syaa.g_00315
OG0000463	Prah.g_02079	Syaa.g_00314
OG0000464	Prah.g_02080	Syaa.g_00313
OG0000465	Prah.g_02082	Syaa.g_00311
OG0000466	Prah.g_02087	Syaa.g_00306
OG0000467	Prah.g_02089	Syaa.g_00304
OG0000468	Prah.g_02098	Syaa.g_00299
OG0000469	Prah.g_02111	Syaa.g_00285
OG0000470	Prah.g_02114	Syaa.g_00283
OG0000471	Prah.g_02115	Syaa.g_00282
OG0000472	Prah.g_02117	Syaa.g_00280
OG0000473	Prah.g_02119	Syaa.g_00278
OG0000474	Prah.g_02120	Syaa.g_00277
OG0000475	Prah.g_02121	Syaa.g_00276
OG0000476	Prah.g_02123	Syaa.g_00274
OG0000477	Prah.g_02128	Syaa.g_00268
OG0000478	Prah.g_02129	Syaa.g_00267
OG0000479	Prah.g_02130	Syaa.g_00266
OG0000480	Prah.g_02137	Syaa.g_00259
OG0000481	Prah.g_02139	Syaa.g_00257
OG0000482	Prah.g_02140	Syaa.g_00256
OG0000483	Prah.g_02144	Syaa.g_00252
OG0000484	Prah.g_02145	Syaa.g_00251
OG0000485	Prah.g_02146	Syaa.g_00250
OG0000486	Prah.g_02147	Syaa.g_00249
OG0000487	Prah.g_02152	Syaa.g_00243
OG0000488	Prah.g_02156	Syaa.g_00239
OG0000489	Prah.g_02167	Syaa.g_00228
OG0000490	Prah.g_02172	Syaa.g_00220
OG0000491	Prah.g_02173	Syaa.g_00218
OG0000492	Prah.g_02175	Syaa.g_00214
OG0000493	Prah.g_02176	Syaa.g_00213
OG0000494	Prah.g_02177	Syaa.g_00212
OG0000495	Prah.g_02178	Syaa.g_00211
OG0000496	Prah.g_02179	Syaa.g_00210
OG0000497	Prah.g_02180	Syaa.g_00209
OG0000498	Prah.g_02181	Syaa.g_00208
OG0000499	Prah.g_02182	Syaa.g_00207
OG0000500	Prah.g_02183	Syaa.g_00206
OG0000501	Prah.g_02186	Syaa.g_00203
OG0000502	Prah.g_02199	Syaa.g_00190
OG0000503	Prah.g_01940	Syaa.g_02182
OG0000504	Prah.g_01938	Syaa.g_02180
OG0000505	Prah.g_01937	Syaa.g_02179
OG0000506	Prah.g_01935	Syaa.g_02177
OG0000507	Prah.g_01930	Syaa.g_02171
OG0000508	Prah.g_01922	Syaa.g_02167
OG0000509	Prah.g_01920	Syaa.g_02165
OG0000510	Prah.g_01919	Syaa.g_02164
OG0000511	Prah.g_01918	Syaa.g_02163
OG0000512	Prah.g_01916	Syaa.g_02161
OG0000513	Prah.g_00209	Syaa.g_02145
OG0000514	Prah.g_00218	Syaa.g_02118
OG0000515	Prah.g_00219	Syaa.g_02117
OG0000516	Prah.g_00221	Syaa.g_00698
OG0000517	Prah.g_00229	Syaa.g_00702
OG0000518	Prah.g_00241	Syaa.g_00714
OG0000519	Prah.g_00242	Syaa.g_00715
OG0000520	Prah.g_00247	Syaa.g_00716
OG0000521	Prah.g_00255	Syaa.g_01864
OG0000522	Prah.g_00257	Syaa.g_01862
OG0000523	Prah.g_00258	Syaa.g_01859
OG0000524	Prah.g_00290	Syaa.g_01856
OG0000525	Prah.g_00304	Syaa.g_01851
OG0000526	Prah.g_00306	Syaa.g_01848
OG0000527	Prah.g_00310	Syaa.g_01844
OG0000528	Prah.g_01572	Syaa.g_02054
OG0000529	Prah.g_01565	Syaa.g_02050
OG0000530	Prah.g_01562	Syaa.g_02047
OG0000531	Prah.g_01561	Syaa.g_02046
OG0000532	Prah.g_01558	Syaa.g_02043
OG0000533	Prah.g_01556	Syaa.g_02042
OG0000534	Prah.g_01555	Syaa.g_02041
OG0000535	Prah.g_01554	Syaa.g_02040
OG0000536	Prah.g_01553	Syaa.g_02039
OG0000537	Prah.g_01552	Syaa.g_02038
OG0000538	Prah.g_01541	Syaa.g_02027
OG0000539	Prah.g_01540	Syaa.g_02026
OG0000540	Prah.g_01539	Syaa.g_02025
OG0000541	Prah.g_01538	Syaa.g_02024
OG0000542	Prah.g_01535	Syaa.g_02021
OG0000543	Prah.g_01533	Syaa.g_02019
OG0000544	Prah.g_01532	Syaa.g_02018
OG0000545	Prah.g_01530	Syaa.g_02016
OG0000546	Prah.g_01528	Syaa.g_02014
OG0000547	Prah.g_01526	Syaa.g_02012
OG0000548	Prah.g_01525	Syaa.g_02011
OG0000549	Prah.g_01519	Syaa.g_02003
OG0000550	Prah.g_01514	Syaa.g_01998
OG0000551	Prah.g_01510	Syaa.g_01993
OG0000552	Prah.g_01509	Syaa.g_01992
OG0000553	Prah.g_01505	Syaa.g_01990
OG0000554	Prah.g_01500	Syaa.g_01979
OG0000555	Prah.g_01480	Syaa.g_01961
OG0000556	Prah.g_01474	Syaa.g_01957
OG0000557	Prah.g_01473	Syaa.g_01955
OG0000558	Prah.g_01470	Syaa.g_01953
OG0000559	Prah.g_01466	Syaa.g_01949
OG0000560	Prah.g_01463	Syaa.g_01946
OG0000561	Prah.g_01462	Syaa.g_01945
OG0000562	Prah.g_01461	Syaa.g_01944
OG0000563	Prah.g_01460	Syaa.g_01943
OG0000564	Prah.g_01459	Syaa.g_01942
