Orthogroup	Prah	Syas
OG0000137	Prah.g_00105, Prah.g_00312	Syas.g_01333
OG0000138	Prah.g_01549	Syas.g_01235
OG0000140	Prah.g_01489	Syas.g_00090
OG0000141	Prah.g_01393	Syas.g_00875
OG0000142	Prah.g_00501	Syas.g_00746
OG0000143	Prah.g_00497	Syas.g_00742
OG0000144	Prah.g_00473	Syas.g_00718
OG0000145	Prah.g_01543	Syas.g_00948
OG0000146	Prah.g_00787	Syas.g_00451
OG0000147	Prah.g_00786	Syas.g_00450
OG0000148	Prah.g_00649	Syas.g_00577
OG0000149	Prah.g_00591	Syas.g_00282
OG0000150	Prah.g_00568	Syas.g_00874
OG0000151	Prah.g_00718	Syas.g_00148, Syas.g_00659
OG0000152	Prah.g_00796	Syas.g_00461
OG0000153	Prah.g_00826	Syas.g_00543
OG0000154	Prah.g_00852	Syas.g_00219
OG0000155	Prah.g_01291	Syas.g_01131
OG0000156	Prah.g_01349	Syas.g_01206
OG0000157	Prah.g_01350	Syas.g_01207
OG0000158	Prah.g_02242	Syas.g_02185
OG0000160	Prah.g_00407	Syas.g_02820
OG0000161	Prah.g_00399	Syas.g_02826
OG0000162	Prah.g_00391	Syas.g_02751
OG0000163	Prah.g_01619	Syas.g_01488
OG0000164	Prah.g_01705	Syas.g_02648
OG0000165	Prah.g_01716	Syas.g_02609
OG0000166	Prah.g_02033	Syas.g_01629
OG0000167	Prah.g_02230	Syas.g_01449
OG0000168	Prah.g_02243	Syas.g_02184
OG0000169	Prah.g_00163	Syas.g_02170
OG0000170	Prah.g_00155	Syas.g_02161
OG0000171	Prah.g_00126	Syas.g_02139
OG0000172	Prah.g_00084	Syas.g_02110
OG0000173	Prah.g_00061	Syas.g_02092
OG0000174	Prah.g_02541	Syas.g_01940
OG0000175	Prah.g_02575	Syas.g_01994
OG0000176	Prah.g_00005	Syas.g_02038
OG0000177	Prah.g_00006	Syas.g_02039
OG0000178	Prah.g_00007	Syas.g_02040
OG0000179	Prah.g_00022	Syas.g_02054
OG0000180	Prah.g_00023	Syas.g_02055
OG0000181	Prah.g_00024	Syas.g_02056
OG0000182	Prah.g_00025	Syas.g_02057
OG0000183	Prah.g_00029	Syas.g_02061
OG0000184	Prah.g_02478	Syas.g_01872
OG0000185	Prah.g_02458	Syas.g_01861
OG0000186	Prah.g_01830	Syas.g_02525
OG0000187	Prah.g_01833	Syas.g_02524
OG0000188	Prah.g_01860	Syas.g_02502
OG0000189	Prah.g_01884	Syas.g_02432
OG0000190	Prah.g_01886	Syas.g_00133
OG0000191	Prah.g_00188	Syas.g_02400
OG0000192	Prah.g_00176, Prah.g_00180	Syas.g_02395
OG0000193	Prah.g_02283	Syas.g_02366
OG0000194	Prah.g_02286	Syas.g_02363
OG0000196	Prah.g_02299	Syas.g_02337
OG0000197	Prah.g_02300	Syas.g_02336
OG0000198	Prah.g_02301	Syas.g_02335
OG0000199	Prah.g_02308	Syas.g_02327
OG0000200	Prah.g_02324	Syas.g_02298
OG0000201	Prah.g_02352	Syas.g_02279
OG0000202	Prah.g_02353	Syas.g_02278
OG0000203	Prah.g_02354	Syas.g_02277
OG0000204	Prah.g_02355	Syas.g_02276
OG0000205	Prah.g_02362	Syas.g_02267
OG0000206	Prah.g_02371	Syas.g_02240
OG0000207	Prah.g_02420	Syas.g_02237
OG0000208	Prah.g_02419	Syas.g_02236
OG0000209	Prah.g_02400	Syas.g_01837
OG0000210	Prah.g_02399	Syas.g_01838
OG0000211	Prah.g_01782	Syas.g_02552
OG0000212	Prah.g_01772	Syas.g_02562
OG0000213	Prah.g_02101	Syas.g_01707
OG0000214	Prah.g_02118	Syas.g_01730
OG0000215	Prah.g_02148	Syas.g_01766
OG0000216	Prah.g_02151	Syas.g_01770
OG0000217	Prah.g_02155	Syas.g_01778
OG0000218	Prah.g_02157	Syas.g_01780
OG0000219	Prah.g_02158	Syas.g_01783
OG0000220	Prah.g_02159	Syas.g_01784
OG0000221	Prah.g_02166	Syas.g_01785
OG0000222	Prah.g_02174	Syas.g_01804
OG0000223	Prah.g_02197	Syas.g_02221
OG0000224	Prah.g_02207	Syas.g_02215
OG0000225	Prah.g_01921	Syas.g_01522
OG0000226	Prah.g_01917	Syas.g_01518
OG0000227	Prah.g_01915	Syas.g_01516
OG0000228	Prah.g_00204	Syas.g_01513
OG0000229	Prah.g_00230	Syas.g_01497
OG0000230	Prah.g_00232	Syas.g_01495
OG0000231	Prah.g_00251	Syas.g_02749
OG0000232	Prah.g_00261	Syas.g_01276
OG0000233	Prah.g_00294	Syas.g_01352
OG0000234	Prah.g_00313, Prah.g_00314	Syas.g_01331
OG0000235	Prah.g_01567	Syas.g_01254
OG0000236	Prah.g_01551	Syas.g_01237
OG0000237	Prah.g_01534	Syas.g_01220
OG0000238	Prah.g_01529	Syas.g_01215
OG0000239	Prah.g_01513	Syas.g_00012
OG0000240	Prah.g_01512	Syas.g_00013
OG0000241	Prah.g_01094	Syas.g_00754
OG0000242	Prah.g_00108, Prah.g_01503	Syas.g_00059
OG0000243	Prah.g_01476	Syas.g_00777
OG0000244	Prah.g_01472	Syas.g_00784
OG0000245	Prah.g_01469	Syas.g_00786
OG0000246	Prah.g_01465	Syas.g_00790
OG0000247	Prah.g_01454	Syas.g_00802
OG0000248	Prah.g_01451	Syas.g_00805
OG0000249	Prah.g_01449	Syas.g_00807
OG0000250	Prah.g_01443	Syas.g_00814
OG0000251	Prah.g_01417	Syas.g_00845
OG0000252	Prah.g_01414	Syas.g_00950
OG0000253	Prah.g_01408	Syas.g_00846
OG0000254	Prah.g_01389	Syas.g_00869
OG0000255	Prah.g_00530	Syas.g_00132, Syas.g_01062
OG0000256	Prah.g_00516	Syas.g_00104
OG0000257	Prah.g_00509	Syas.g_00757
OG0000258	Prah.g_00486	Syas.g_00733
OG0000259	Prah.g_00457	Syas.g_00708, Syas.g_01006
OG0000260	Prah.g_00454	Syas.g_00705
OG0000261	Prah.g_00451	Syas.g_00701
OG0000262	Prah.g_00445	Syas.g_00695
OG0000263	Prah.g_02413	Syas.g_01103
OG0000264	Prah.g_00974	Syas.g_02588
OG0000266	Prah.g_00876	Syas.g_00186
OG0000267	Prah.g_00751	Syas.g_00377
OG0000268	Prah.g_00752	Syas.g_00390
OG0000269	Prah.g_00672	Syas.g_00601
OG0000270	Prah.g_00669	Syas.g_00598
OG0000271	Prah.g_00661	Syas.g_00590
OG0000272	Prah.g_00660	Syas.g_00589
OG0000273	Prah.g_00609	Syas.g_00563
OG0000274	Prah.g_00608	Syas.g_00562
OG0000275	Prah.g_00605	Syas.g_00230
OG0000276	Prah.g_00599	Syas.g_00237
OG0000277	Prah.g_00598	Syas.g_00238
OG0000278	Prah.g_00595	Syas.g_00241
OG0000279	Prah.g_00587	Syas.g_00288
OG0000280	Prah.g_00581	Syas.g_00889, Syas.g_00481
OG0000281	Prah.g_00566	Syas.g_00970
OG0000282	Prah.g_00731	Syas.g_00672
OG0000283	Prah.g_00761	Syas.g_00409
OG0000284	Prah.g_00767	Syas.g_00416
OG0000285	Prah.g_01178	Syas.g_00436
OG0000286	Prah.g_00795	Syas.g_00460
OG0000287	Prah.g_01131	Syas.g_00534
OG0000288	Prah.g_00851	Syas.g_00220
OG0000289	Prah.g_00864	Syas.g_00205
OG0000290	Prah.g_00912	Syas.g_01016
OG0000292	Prah.g_02597	Syas.g_02020
OG0000293	Prah.g_01336	Syas.g_01197
OG0000294	Prah.g_01335	Syas.g_01196
OG0000295	Prah.g_01298	Syas.g_01139
OG0000296	Prah.g_01296	Syas.g_01137
OG0000298	Prah.g_01258	Syas.g_01123
OG0000299	Prah.g_01268	Syas.g_01087
OG0000300	Prah.g_01275	Syas.g_01082
OG0000301	Prah.g_01276	Syas.g_01081
OG0000302	Prah.g_01279	Syas.g_01080
OG0000303	Prah.g_01289	Syas.g_01071
OG0000304	Prah.g_01237, Prah.g_01238	Syas.g_01066
OG0000305	Prah.g_00918	Syas.g_01023
OG0000306	Prah.g_00560	Syas.g_01929
OG0000307	Prah.g_01584	Syas.g_01270
OG0000308	Prah.g_01586	Syas.g_01272
OG0000309	Prah.g_01590	Syas.g_01364
OG0000310	Prah.g_00428	Syas.g_02796
OG0000311	Prah.g_00424	Syas.g_02799
OG0000312	Prah.g_00420	Syas.g_02804
OG0000313	Prah.g_00402	Syas.g_02823
OG0000315	Prah.g_00361	Syas.g_01306
OG0000316	Prah.g_01631	Syas.g_02728
OG0000317	Prah.g_01672	Syas.g_02687
OG0000318	Prah.g_01677	Syas.g_02680
OG0000319	Prah.g_01694	Syas.g_02663
OG0000320	Prah.g_01696	Syas.g_02661
OG0000321	Prah.g_01697	Syas.g_02660
OG0000322	Prah.g_01698	Syas.g_02659
OG0000323	Prah.g_01710	Syas.g_02646, Syas.g_00159
OG0000324	Prah.g_01744	Syas.g_02578
OG0000325	Prah.g_02071	Syas.g_01668
OG0000326	Prah.g_02064	Syas.g_01661
OG0000327	Prah.g_02038	Syas.g_01634
OG0000328	Prah.g_02037	Syas.g_01633
OG0000329	Prah.g_02020	Syas.g_01615
OG0000330	Prah.g_02019	Syas.g_01614
OG0000331	Prah.g_02018	Syas.g_01613
OG0000332	Prah.g_02003	Syas.g_01598
OG0000333	Prah.g_02001	Syas.g_01595
OG0000334	Prah.g_01991	Syas.g_01586
OG0000335	Prah.g_01986	Syas.g_01581
OG0000336	Prah.g_01982	Syas.g_01577
OG0000337	Prah.g_02224	Syas.g_02211
OG0000338	Prah.g_02227	Syas.g_02199
OG0000339	Prah.g_02234	Syas.g_02192
OG0000340	Prah.g_02244	Syas.g_02183
OG0000341	Prah.g_02246	Syas.g_02181
OG0000342	Prah.g_02247	Syas.g_02180
OG0000343	Prah.g_00168	Syas.g_02176
OG0000344	Prah.g_00165	Syas.g_02172
OG0000345	Prah.g_00154	Syas.g_02160
OG0000346	Prah.g_00149	Syas.g_02155
OG0000347	Prah.g_00089	Syas.g_02136
OG0000348	Prah.g_00078	Syas.g_02107
OG0000349	Prah.g_00053	Syas.g_02085
OG0000350	Prah.g_02533	Syas.g_01654
OG0000351	Prah.g_02578	Syas.g_01998
OG0000352	Prah.g_02579	Syas.g_01999
OG0000353	Prah.g_02603	Syas.g_02033
OG0000354	Prah.g_01523	Syas.g_01209
OG0000354	Prah.g_00020	Syas.g_02052
OG0000355	Prah.g_00002	Syas.g_02035
OG0000356	Prah.g_00003	Syas.g_02036
OG0000357	Prah.g_00004	Syas.g_02037
OG0000358	Prah.g_00008	Syas.g_02041
OG0000359	Prah.g_00010	Syas.g_02043
OG0000360	Prah.g_00011	Syas.g_02044
OG0000361	Prah.g_00012	Syas.g_02045
OG0000362	Prah.g_00014	Syas.g_02047
OG0000363	Prah.g_00016	Syas.g_02049
OG0000364	Prah.g_00017	Syas.g_02685
OG0000365	Prah.g_00026	Syas.g_02058
OG0000366	Prah.g_00027	Syas.g_02059
OG0000368	Prah.g_00030	Syas.g_02062
OG0000369	Prah.g_00031	Syas.g_02063
OG0000370	Prah.g_00032	Syas.g_02064
OG0000371	Prah.g_00041	Syas.g_02073
OG0000372	Prah.g_00046	Syas.g_02078
OG0000373	Prah.g_00047	Syas.g_02079
OG0000374	Prah.g_00048	Syas.g_02080
OG0000375	Prah.g_00049	Syas.g_02081
OG0000376	Prah.g_00051	Syas.g_02083
OG0000377	Prah.g_02485	Syas.g_01879
OG0000378	Prah.g_02471	Syas.g_01867
OG0000379	Prah.g_02457	Syas.g_01859
OG0000380	Prah.g_01834	Syas.g_02523
OG0000381	Prah.g_01839	Syas.g_02521
OG0000382	Prah.g_01859	Syas.g_02503
OG0000383	Prah.g_01861	Syas.g_02480
OG0000384	Prah.g_01862	Syas.g_02479
OG0000385	Prah.g_01863	Syas.g_02478
OG0000386	Prah.g_01864	Syas.g_02477
OG0000387	Prah.g_01888	Syas.g_00134
OG0000388	Prah.g_01892	Syas.g_02426
OG0000389	Prah.g_01896	Syas.g_02422
OG0000390	Prah.g_00194	Syas.g_02406
OG0000391	Prah.g_00189	Syas.g_02401
OG0000392	Prah.g_00183	Syas.g_02396
OG0000393	Prah.g_00175	Syas.g_02394
OG0000394	Prah.g_00174	Syas.g_02393
OG0000395	Prah.g_00173	Syas.g_02392
OG0000396	Prah.g_02252	Syas.g_02389
OG0000397	Prah.g_02254	Syas.g_02387
OG0000398	Prah.g_02259	Syas.g_02382
OG0000399	Prah.g_02260	Syas.g_02381
OG0000400	Prah.g_02261	Syas.g_02380
OG0000401	Prah.g_02262	Syas.g_02379
OG0000402	Prah.g_02264	Syas.g_02377
OG0000403	Prah.g_02265	Syas.g_02376
OG0000405	Prah.g_02280	Syas.g_02369
OG0000406	Prah.g_02284	Syas.g_02365
OG0000407	Prah.g_02285	Syas.g_02364
OG0000408	Prah.g_02287	Syas.g_02361
OG0000409	Prah.g_02289	Syas.g_02359
OG0000410	Prah.g_02290	Syas.g_02358
OG0000411	Prah.g_02291	Syas.g_02357
OG0000412	Prah.g_02292	Syas.g_02356
OG0000413	Prah.g_02294	Syas.g_02354
OG0000414	Prah.g_02295	Syas.g_02353
OG0000415	Prah.g_02296	Syas.g_02352
OG0000416	Prah.g_02297	Syas.g_02351
OG0000417	Prah.g_02298	Syas.g_02338
OG0000418	Prah.g_02303	Syas.g_02333
OG0000419	Prah.g_02305	Syas.g_02331
OG0000420	Prah.g_02306	Syas.g_02329
OG0000421	Prah.g_02310	Syas.g_02324
OG0000422	Prah.g_02311	Syas.g_02323
OG0000423	Prah.g_02312	Syas.g_02322
OG0000424	Prah.g_02313	Syas.g_02321
OG0000425	Prah.g_02314	Syas.g_02320
OG0000426	Prah.g_02315	Syas.g_02319
OG0000427	Prah.g_02316	Syas.g_02318
OG0000428	Prah.g_00709	Syas.g_02315
OG0000429	Prah.g_02321	Syas.g_02312
OG0000430	Prah.g_02323	Syas.g_02311
OG0000431	Prah.g_02334	Syas.g_02296
OG0000432	Prah.g_02341	Syas.g_02288
OG0000433	Prah.g_02344	Syas.g_02286
OG0000434	Prah.g_02345	Syas.g_02285
OG0000435	Prah.g_02350	Syas.g_02282
OG0000436	Prah.g_02356	Syas.g_02273
OG0000437	Prah.g_02357	Syas.g_02272
OG0000438	Prah.g_02358	Syas.g_02271
OG0000439	Prah.g_02360	Syas.g_02269
OG0000440	Prah.g_02361	Syas.g_02268
OG0000441	Prah.g_02364	Syas.g_02265
OG0000442	Prah.g_02365	Syas.g_02259
OG0000443	Prah.g_02370	Syas.g_02241
OG0000444	Prah.g_02418	Syas.g_02234
OG0000445	Prah.g_02417	Syas.g_02233
OG0000446	Prah.g_02415	Syas.g_02231
OG0000447	Prah.g_02411	Syas.g_02229
OG0000448	Prah.g_02410	Syas.g_02228
OG0000449	Prah.g_02409	Syas.g_02226
OG0000450	Prah.g_02403	Syas.g_01834
OG0000451	Prah.g_02402	Syas.g_01835
OG0000452	Prah.g_02398	Syas.g_01844
OG0000453	Prah.g_02397	Syas.g_01845
OG0000454	Prah.g_02396	Syas.g_01846
OG0000455	Prah.g_02395	Syas.g_01847
OG0000456	Prah.g_02394	Syas.g_01848
OG0000457	Prah.g_02392	Syas.g_01850
OG0000458	Prah.g_02391	Syas.g_01851
OG0000459	Prah.g_02390	Syas.g_01852
OG0000460	Prah.g_01781	Syas.g_02554
OG0000461	Prah.g_02074	Syas.g_01686
OG0000462	Prah.g_02078	Syas.g_01688
OG0000463	Prah.g_02079	Syas.g_01689
OG0000464	Prah.g_02080	Syas.g_01690
OG0000465	Prah.g_02082	Syas.g_01692
OG0000466	Prah.g_02087	Syas.g_01697
OG0000467	Prah.g_02089	Syas.g_01698
OG0000468	Prah.g_02098	Syas.g_01703
OG0000469	Prah.g_02111	Syas.g_01725
OG0000470	Prah.g_02114	Syas.g_01727
OG0000471	Prah.g_02115	Syas.g_01728
OG0000472	Prah.g_02117	Syas.g_01729
OG0000473	Prah.g_02119	Syas.g_01731
OG0000474	Prah.g_02120	Syas.g_01732
OG0000475	Prah.g_02121	Syas.g_01733
OG0000476	Prah.g_02123	Syas.g_01735
OG0000477	Prah.g_02128	Syas.g_01740
OG0000478	Prah.g_02129	Syas.g_01741
OG0000479	Prah.g_02130	Syas.g_01749
OG0000480	Prah.g_02137	Syas.g_01756
OG0000481	Prah.g_02139	Syas.g_00161, Syas.g_00162
OG0000482	Prah.g_02140	Syas.g_01758
OG0000483	Prah.g_02144	Syas.g_01762
OG0000484	Prah.g_02145	Syas.g_01763
OG0000485	Prah.g_02146	Syas.g_01764
OG0000486	Prah.g_02147	Syas.g_01765
OG0000487	Prah.g_02152	Syas.g_01771
OG0000488	Prah.g_02156	Syas.g_01779
OG0000489	Prah.g_02167	Syas.g_01823
OG0000490	Prah.g_02172	Syas.g_01808
OG0000491	Prah.g_02173	Syas.g_01806
OG0000492	Prah.g_02175	Syas.g_01803
OG0000493	Prah.g_02176	Syas.g_01802
OG0000494	Prah.g_02177	Syas.g_01801
OG0000495	Prah.g_02178	Syas.g_01799
OG0000496	Prah.g_02179	Syas.g_01798
OG0000497	Prah.g_02180	Syas.g_01797
OG0000498	Prah.g_02181	Syas.g_01796
OG0000499	Prah.g_02182	Syas.g_01795
OG0000500	Prah.g_02183	Syas.g_01794
OG0000501	Prah.g_02186	Syas.g_01791
OG0000502	Prah.g_02199	Syas.g_02216
OG0000503	Prah.g_01940	Syas.g_01541
OG0000504	Prah.g_01938	Syas.g_01539
OG0000505	Prah.g_01937	Syas.g_01538
OG0000506	Prah.g_01935	Syas.g_01536
OG0000507	Prah.g_01930	Syas.g_01530
OG0000508	Prah.g_01922	Syas.g_01523
OG0000509	Prah.g_01920	Syas.g_01521
OG0000510	Prah.g_01919	Syas.g_01520
OG0000511	Prah.g_01918	Syas.g_01519
OG0000512	Prah.g_01916	Syas.g_01517
OG0000513	Prah.g_00209	Syas.g_01508
OG0000514	Prah.g_00218	Syas.g_01504
OG0000515	Prah.g_00219	Syas.g_01503
OG0000516	Prah.g_00221	Syas.g_01501
OG0000517	Prah.g_00229	Syas.g_01498
OG0000518	Prah.g_00241	Syas.g_00360, Syas.g_02746
OG0000519	Prah.g_00242	Syas.g_02747
OG0000520	Prah.g_00247	Syas.g_02748
OG0000521	Prah.g_00255	Syas.g_01281
OG0000522	Prah.g_00257	Syas.g_01279
OG0000523	Prah.g_00258	Syas.g_01278
OG0000524	Prah.g_00290	Syas.g_01354
OG0000525	Prah.g_00304	Syas.g_01342
OG0000526	Prah.g_00306	Syas.g_01340
OG0000527	Prah.g_00310	Syas.g_01335
OG0000528	Prah.g_01572	Syas.g_01256
OG0000529	Prah.g_01565	Syas.g_01252
OG0000530	Prah.g_01562	Syas.g_01249
OG0000531	Prah.g_01561	Syas.g_01248
OG0000532	Prah.g_01558	Syas.g_01245
OG0000533	Prah.g_01556	Syas.g_01243
OG0000534	Prah.g_01555	Syas.g_01242
OG0000535	Prah.g_01554	Syas.g_01241
OG0000536	Prah.g_01553	Syas.g_01240
OG0000537	Prah.g_01552	Syas.g_01238
OG0000538	Prah.g_01541	Syas.g_01228
OG0000539	Prah.g_01540	Syas.g_01227
OG0000540	Prah.g_01539	Syas.g_01226
OG0000541	Prah.g_01538	Syas.g_01225
OG0000542	Prah.g_01535	Syas.g_01221
OG0000543	Prah.g_01533	Syas.g_01219
OG0000544	Prah.g_01532	Syas.g_01218
OG0000545	Prah.g_01530	Syas.g_01216
OG0000546	Prah.g_01528	Syas.g_01214
OG0000547	Prah.g_01526	Syas.g_01212
OG0000548	Prah.g_01525	Syas.g_01211
OG0000549	Prah.g_01519	Syas.g_00005
OG0000550	Prah.g_01514	Syas.g_00010
OG0000551	Prah.g_01510	Syas.g_00015
OG0000552	Prah.g_01509	Syas.g_00016
OG0000553	Prah.g_01505	Syas.g_00019
OG0000554	Prah.g_01500	Syas.g_00063
OG0000555	Prah.g_01480	Syas.g_00775
OG0000556	Prah.g_01474	Syas.g_00781
OG0000557	Prah.g_01473	Syas.g_00783
OG0000558	Prah.g_01470	Syas.g_00785
OG0000559	Prah.g_01466	Syas.g_00789
OG0000560	Prah.g_01463	Syas.g_00792
OG0000561	Prah.g_01462	Syas.g_00793
OG0000562	Prah.g_01461	Syas.g_00794
OG0000563	Prah.g_01460	Syas.g_00795
OG0000564	Prah.g_01459	Syas.g_00796
OG0000565	Prah.g_01457	Syas.g_00800
OG0000566	Prah.g_01452	Syas.g_00804
OG0000567	Prah.g_01448	Syas.g_00808
OG0000568	Prah.g_01446	Syas.g_00810
OG0000569	Prah.g_01445	Syas.g_00811
OG0000570	Prah.g_01444	Syas.g_00812
OG0000571	Prah.g_01441	Syas.g_00815
OG0000572	Prah.g_01425	Syas.g_00839
OG0000573	Prah.g_01416	Syas.g_00952
OG0000574	Prah.g_01415	Syas.g_00951
OG0000575	Prah.g_01406	Syas.g_00848
OG0000576	Prah.g_01404	Syas.g_00850
OG0000577	Prah.g_01403	Syas.g_00851
OG0000578	Prah.g_01402	Syas.g_00852
OG0000579	Prah.g_01401	Syas.g_00853
OG0000580	Prah.g_01400	Syas.g_00854
OG0000581	Prah.g_01396	Syas.g_00861
OG0000582	Prah.g_01392	Syas.g_00873
OG0000583	Prah.g_01391	Syas.g_00872
OG0000584	Prah.g_01390	Syas.g_00871
OG0000585	Prah.g_01388	Syas.g_00868
OG0000586	Prah.g_01387	Syas.g_00867
OG0000587	Prah.g_01385	Syas.g_00865
OG0000588	Prah.g_00529	Syas.g_00960
OG0000589	Prah.g_00526	Syas.g_00121
OG0000590	Prah.g_00525	Syas.g_00120
OG0000591	Prah.g_00518	Syas.g_00106
OG0000592	Prah.g_00517	Syas.g_00105
OG0000593	Prah.g_00505	Syas.g_00750
OG0000594	Prah.g_00504	Syas.g_00749
OG0000595	Prah.g_00503	Syas.g_00748
OG0000596	Prah.g_00498	Syas.g_00743
OG0000597	Prah.g_00495	Syas.g_00740
OG0000598	Prah.g_00494	Syas.g_00739
OG0000599	Prah.g_00485	Syas.g_00732
OG0000600	Prah.g_00484	Syas.g_00731
OG0000601	Prah.g_00483	Syas.g_00730
OG0000602	Prah.g_00478	Syas.g_00725
