Orthogroup	Prah	Syaq
OG0000183	Prah.g_00029	Syaq.g_01122
OG0000184	Prah.g_02478	Syaq.g_01277
OG0000185	Prah.g_02458	Syaq.g_01290
OG0000186	Prah.g_01830	Syaq.g_01563
OG0000187	Prah.g_01833	Syaq.g_01561
OG0000188	Prah.g_01860	Syaq.g_01539
OG0000189	Prah.g_01884	Syaq.g_01499
OG0000190	Prah.g_01886	Syaq.g_01497
OG0000191	Prah.g_00188	Syaq.g_01467
OG0000192	Prah.g_00176, Prah.g_00180	Syaq.g_01462
OG0000193	Prah.g_02283	Syaq.g_01423
OG0000194	Prah.g_02286	Syaq.g_01420
OG0000195	Prah.g_02288	Syaq.g_01418
OG0000196	Prah.g_02299	Syaq.g_01407
OG0000197	Prah.g_02300	Syaq.g_01406
OG0000198	Prah.g_02301	Syaq.g_01405
OG0000199	Prah.g_02308	Syaq.g_01398
OG0000200	Prah.g_02324	Syaq.g_01382
OG0000201	Prah.g_02352	Syaq.g_01365
OG0000202	Prah.g_02353	Syaq.g_01364
OG0000203	Prah.g_02354	Syaq.g_01363
OG0000204	Prah.g_02355	Syaq.g_01362
OG0000205	Prah.g_02362	Syaq.g_01355
OG0000206	Prah.g_02371	Syaq.g_01345
OG0000207	Prah.g_02420	Syaq.g_01338
OG0000208	Prah.g_02419	Syaq.g_01337
OG0000209	Prah.g_02400	Syaq.g_01310
OG0000210	Prah.g_02399	Syaq.g_01309
OG0000211	Prah.g_01782	Syaq.g_01570
OG0000212	Prah.g_01772	Syaq.g_01586
OG0000213	Prah.g_02101	Syaq.g_00729
OG0000214	Prah.g_02118	Syaq.g_00745
OG0000215	Prah.g_02148	Syaq.g_00777
OG0000216	Prah.g_02151	Syaq.g_00781
OG0000217	Prah.g_02155	Syaq.g_00844
OG0000218	Prah.g_02157	Syaq.g_00846
OG0000219	Prah.g_02158	Syaq.g_00847
OG0000220	Prah.g_02159	Syaq.g_00848
OG0000221	Prah.g_02166	Syaq.g_00856
OG0000222	Prah.g_02174	Syaq.g_00868
OG0000223	Prah.g_02197	Syaq.g_00946
OG0000224	Prah.g_02207	Syaq.g_00950
OG0000225	Prah.g_01921	Syaq.g_00543
OG0000226	Prah.g_01917	Syaq.g_00536
OG0000227	Prah.g_01915	Syaq.g_00534
OG0000228	Prah.g_00204	Syaq.g_00531
OG0000229	Prah.g_00230	Syaq.g_00501
OG0000230	Prah.g_00232	Syaq.g_00499
OG0000231	Prah.g_00251	Syaq.g_00485
OG0000232	Prah.g_00261	Syaq.g_00472
OG0000233	Prah.g_00294	Syaq.g_00464
OG0000234	Prah.g_00313, Prah.g_00314	Syaq.g_00440
OG0000235	Prah.g_01567	Syaq.g_01771
OG0000236	Prah.g_01551	Syaq.g_01787
OG0000237	Prah.g_01534	Syaq.g_01805
OG0000238	Prah.g_01529	Syaq.g_01810
OG0000239	Prah.g_01513	Syaq.g_01826
OG0000240	Prah.g_01512	Syaq.g_01827
OG0000241	Prah.g_01094	Syaq.g_02074
OG0000242	Prah.g_00108, Prah.g_01503	Syaq.g_01836
OG0000243	Prah.g_01476	Syaq.g_01922
OG0000244	Prah.g_01472	Syaq.g_01928
OG0000245	Prah.g_01469	Syaq.g_01930
OG0000246	Prah.g_01465	Syaq.g_01934
OG0000247	Prah.g_01454	Syaq.g_01945
OG0000248	Prah.g_01451	Syaq.g_01948
OG0000249	Prah.g_01449	Syaq.g_01950
OG0000250	Prah.g_01443	Syaq.g_01958
OG0000251	Prah.g_01417	Syaq.g_01984
OG0000252	Prah.g_01414	Syaq.g_01987
OG0000253	Prah.g_01408	Syaq.g_01989
OG0000254	Prah.g_01389	Syaq.g_02016
OG0000255	Prah.g_00530	Syaq.g_02041
OG0000256	Prah.g_00516	Syaq.g_02068
OG0000257	Prah.g_00509	Syaq.g_02073
OG0000258	Prah.g_00486	Syaq.g_02095
OG0000259	Prah.g_00457	Syaq.g_02239
OG0000260	Prah.g_00454	Syaq.g_02242
OG0000261	Prah.g_00451	Syaq.g_02245
OG0000262	Prah.g_00445	Syaq.g_02250
OG0000263	Prah.g_02413	Syaq.g_00185
OG0000264	Prah.g_00974	Syaq.g_02582
OG0000266	Prah.g_00876	Syaq.g_00037
OG0000267	Prah.g_00751	Syaq.g_02430
OG0000268	Prah.g_00752	Syaq.g_02431
OG0000269	Prah.g_00672	Syaq.g_02335
OG0000270	Prah.g_00669	Syaq.g_02338
OG0000271	Prah.g_00661	Syaq.g_02346
OG0000272	Prah.g_00660	Syaq.g_02347
OG0000273	Prah.g_00609	Syaq.g_02376
OG0000274	Prah.g_00608	Syaq.g_02377
OG0000275	Prah.g_00605	Syaq.g_02380
OG0000276	Prah.g_00599	Syaq.g_02387
OG0000277	Prah.g_00598	Syaq.g_02388
OG0000278	Prah.g_00595	Syaq.g_02391
OG0000279	Prah.g_00587	Syaq.g_02401
OG0000280	Prah.g_00581	Syaq.g_02410
OG0000281	Prah.g_00566	Syaq.g_02224
OG0000282	Prah.g_00731	Syaq.g_02271
OG0000283	Prah.g_00761	Syaq.g_02445
OG0000284	Prah.g_00767	Syaq.g_02450
OG0000285	Prah.g_01178	Syaq.g_02466
OG0000286	Prah.g_00795	Syaq.g_02484
OG0000287	Prah.g_01131	Syaq.g_02511
OG0000288	Prah.g_00851	Syaq.g_00067
OG0000289	Prah.g_00864	Syaq.g_00053
OG0000290	Prah.g_00912	Syaq.g_02682
OG0000291	Prah.g_00914	Syaq.g_02680
OG0000292	Prah.g_02597	Syaq.g_01157
OG0000293	Prah.g_01336	Syaq.g_00262
OG0000294	Prah.g_01335	Syaq.g_00261
OG0000295	Prah.g_01298	Syaq.g_00220
OG0000296	Prah.g_01296	Syaq.g_00218
OG0000297	Prah.g_01259	Syaq.g_00205
OG0000298	Prah.g_01258	Syaq.g_00204
OG0000299	Prah.g_01268	Syaq.g_00171
OG0000300	Prah.g_01275	Syaq.g_00164
OG0000301	Prah.g_01276	Syaq.g_00163
OG0000302	Prah.g_01279	Syaq.g_00162
OG0000303	Prah.g_01289	Syaq.g_00152
OG0000304	Prah.g_01237, Prah.g_01238	Syaq.g_00146
OG0000305	Prah.g_00918	Syaq.g_02677
OG0000306	Prah.g_00560	Syaq.g_01861
OG0000307	Prah.g_01584	Syaq.g_01754
OG0000308	Prah.g_01586	Syaq.g_01752
OG0000309	Prah.g_01590	Syaq.g_01747
OG0000310	Prah.g_00428	Syaq.g_00347
OG0000311	Prah.g_00424	Syaq.g_00352
OG0000312	Prah.g_00420	Syaq.g_00359
OG0000313	Prah.g_00402	Syaq.g_00379
OG0000314	Prah.g_00371	Syaq.g_00408
OG0000315	Prah.g_00361	Syaq.g_00418
OG0000316	Prah.g_01631	Syaq.g_01716
OG0000317	Prah.g_01672	Syaq.g_01675
OG0000318	Prah.g_01677	Syaq.g_01672
OG0000319	Prah.g_01694	Syaq.g_01657
OG0000320	Prah.g_01696	Syaq.g_01655
OG0000321	Prah.g_01697	Syaq.g_01654
OG0000322	Prah.g_01698	Syaq.g_01653
OG0000323	Prah.g_01710	Syaq.g_01638
OG0000324	Prah.g_01744	Syaq.g_01605
OG0000325	Prah.g_02071	Syaq.g_00693
OG0000326	Prah.g_02064	Syaq.g_00686
OG0000327	Prah.g_02038	Syaq.g_00652
OG0000328	Prah.g_02037	Syaq.g_00651
OG0000329	Prah.g_02020	Syaq.g_00633
OG0000330	Prah.g_02019	Syaq.g_00632
OG0000331	Prah.g_02018	Syaq.g_00631
OG0000332	Prah.g_02003	Syaq.g_00616
OG0000333	Prah.g_02001	Syaq.g_00613
OG0000334	Prah.g_01991	Syaq.g_00603
OG0000335	Prah.g_01986	Syaq.g_00598
OG0000336	Prah.g_01982	Syaq.g_00594
OG0000337	Prah.g_02224	Syaq.g_00975
OG0000338	Prah.g_02227	Syaq.g_00981
OG0000339	Prah.g_02234	Syaq.g_00988
OG0000340	Prah.g_02244	Syaq.g_01005
OG0000341	Prah.g_02246	Syaq.g_01007
OG0000342	Prah.g_02247	Syaq.g_01008
OG0000343	Prah.g_00168	Syaq.g_01010
OG0000344	Prah.g_00165	Syaq.g_01014
OG0000345	Prah.g_00154	Syaq.g_01024
OG0000346	Prah.g_00149	Syaq.g_01029
OG0000347	Prah.g_00089	Syaq.g_01057
OG0000348	Prah.g_00078	Syaq.g_01070
OG0000349	Prah.g_00053	Syaq.g_01099
OG0000350	Prah.g_02533	Syaq.g_00679
OG0000351	Prah.g_02578	Syaq.g_01179
OG0000352	Prah.g_02579	Syaq.g_01178
OG0000353	Prah.g_02603	Syaq.g_01151
OG0000354	Prah.g_01523	Syaq.g_01816
OG0000354	Prah.g_00020	Syaq.g_01131
OG0000355	Prah.g_00002	Syaq.g_01149
OG0000356	Prah.g_00003	Syaq.g_01148
OG0000357	Prah.g_00004	Syaq.g_01147
OG0000358	Prah.g_00008	Syaq.g_01143
OG0000359	Prah.g_00010	Syaq.g_01141
OG0000360	Prah.g_00011	Syaq.g_01140
OG0000361	Prah.g_00012	Syaq.g_01139
OG0000362	Prah.g_00014	Syaq.g_01137
OG0000363	Prah.g_00016	Syaq.g_01135
OG0000364	Prah.g_00017	Syaq.g_01134
OG0000365	Prah.g_00026	Syaq.g_01125
OG0000366	Prah.g_00027	Syaq.g_01124
OG0000367	Prah.g_00028	Syaq.g_01123
OG0000368	Prah.g_00030	Syaq.g_01121
OG0000369	Prah.g_00031	Syaq.g_01120
OG0000370	Prah.g_00032	Syaq.g_01119
OG0000371	Prah.g_00041	Syaq.g_01111
OG0000372	Prah.g_00046	Syaq.g_01106
OG0000373	Prah.g_00047	Syaq.g_01105
OG0000374	Prah.g_00048	Syaq.g_01104
OG0000375	Prah.g_00049	Syaq.g_01103
OG0000376	Prah.g_00051	Syaq.g_01101
OG0000377	Prah.g_02485	Syaq.g_01270
OG0000378	Prah.g_02471	Syaq.g_01286
OG0000379	Prah.g_02457	Syaq.g_01291
OG0000380	Prah.g_01834	Syaq.g_01560
OG0000381	Prah.g_01839	Syaq.g_01558
OG0000382	Prah.g_01859	Syaq.g_01540
OG0000383	Prah.g_01861	Syaq.g_01535
OG0000384	Prah.g_01862	Syaq.g_01534
OG0000385	Prah.g_01863	Syaq.g_01533
OG0000386	Prah.g_01864	Syaq.g_01532
OG0000387	Prah.g_01888	Syaq.g_01495
OG0000388	Prah.g_01892	Syaq.g_01491
OG0000389	Prah.g_01896	Syaq.g_01488
OG0000390	Prah.g_00194	Syaq.g_01473
OG0000391	Prah.g_00189	Syaq.g_01468
OG0000392	Prah.g_00183	Syaq.g_01463
OG0000393	Prah.g_00175	Syaq.g_01460
OG0000394	Prah.g_00174	Syaq.g_01459
OG0000395	Prah.g_00173	Syaq.g_01458
OG0000396	Prah.g_02252	Syaq.g_01455
OG0000397	Prah.g_02254	Syaq.g_01453
OG0000398	Prah.g_02259	Syaq.g_01448
OG0000399	Prah.g_02260	Syaq.g_01447
OG0000400	Prah.g_02261	Syaq.g_01446
OG0000401	Prah.g_02262	Syaq.g_01445
OG0000402	Prah.g_02264	Syaq.g_01443
OG0000403	Prah.g_02265	Syaq.g_01442
OG0000405	Prah.g_02280	Syaq.g_01429
OG0000406	Prah.g_02284	Syaq.g_01422
OG0000407	Prah.g_02285	Syaq.g_01421
OG0000408	Prah.g_02287	Syaq.g_01419
OG0000409	Prah.g_02289	Syaq.g_01417
OG0000410	Prah.g_02290	Syaq.g_01416
OG0000411	Prah.g_02291	Syaq.g_01415
OG0000412	Prah.g_02292	Syaq.g_01414
OG0000413	Prah.g_02294	Syaq.g_01412
OG0000414	Prah.g_02295	Syaq.g_01411
OG0000415	Prah.g_02296	Syaq.g_01410
OG0000416	Prah.g_02297	Syaq.g_01409
OG0000417	Prah.g_02298	Syaq.g_01408
OG0000418	Prah.g_02303	Syaq.g_01403
OG0000419	Prah.g_02305	Syaq.g_01401
OG0000420	Prah.g_02306	Syaq.g_01400
OG0000421	Prah.g_02310	Syaq.g_01395
OG0000422	Prah.g_02311	Syaq.g_01394
OG0000423	Prah.g_02312	Syaq.g_01393
OG0000424	Prah.g_02313	Syaq.g_01392
OG0000425	Prah.g_02314	Syaq.g_01391
OG0000426	Prah.g_02315	Syaq.g_01390
OG0000427	Prah.g_02316	Syaq.g_01389
OG0000428	Prah.g_00709	Syaq.g_01386
OG0000429	Prah.g_02321	Syaq.g_01384
OG0000430	Prah.g_02323	Syaq.g_01383
OG0000431	Prah.g_02334	Syaq.g_01380
OG0000432	Prah.g_02341	Syaq.g_01374
OG0000433	Prah.g_02344	Syaq.g_01369
OG0000434	Prah.g_02345	Syaq.g_01368
OG0000435	Prah.g_02350	Syaq.g_01367
OG0000436	Prah.g_02356	Syaq.g_01361
OG0000437	Prah.g_02357	Syaq.g_01360
OG0000438	Prah.g_02358	Syaq.g_01359
OG0000439	Prah.g_02360	Syaq.g_01357
OG0000440	Prah.g_02361	Syaq.g_01356
OG0000441	Prah.g_02364	Syaq.g_01352
OG0000442	Prah.g_02365	Syaq.g_01350
OG0000443	Prah.g_02370	Syaq.g_01347
OG0000444	Prah.g_02418	Syaq.g_01333
OG0000445	Prah.g_02417	Syaq.g_01332
OG0000446	Prah.g_02415	Syaq.g_01330
OG0000447	Prah.g_02411	Syaq.g_01328
OG0000448	Prah.g_02410	Syaq.g_01327
OG0000449	Prah.g_02409	Syaq.g_01320
OG0000450	Prah.g_02403	Syaq.g_01313
OG0000451	Prah.g_02402	Syaq.g_01312
OG0000452	Prah.g_02398	Syaq.g_01308
OG0000453	Prah.g_02397	Syaq.g_01307
OG0000454	Prah.g_02396	Syaq.g_01306
OG0000455	Prah.g_02395	Syaq.g_01305
OG0000456	Prah.g_02394	Syaq.g_01304
OG0000457	Prah.g_02392	Syaq.g_01302
OG0000458	Prah.g_02391	Syaq.g_01299
OG0000459	Prah.g_02390	Syaq.g_01298
OG0000460	Prah.g_01781	Syaq.g_01577
OG0000461	Prah.g_02074	Syaq.g_00707
OG0000462	Prah.g_02078	Syaq.g_00710
OG0000463	Prah.g_02079	Syaq.g_00711
OG0000464	Prah.g_02080	Syaq.g_00712
OG0000465	Prah.g_02082	Syaq.g_00714
OG0000466	Prah.g_02087	Syaq.g_00718
OG0000467	Prah.g_02089	Syaq.g_00720
OG0000468	Prah.g_02098	Syaq.g_00725
OG0000469	Prah.g_02111	Syaq.g_00739
OG0000470	Prah.g_02114	Syaq.g_00741
OG0000471	Prah.g_02115	Syaq.g_00742
OG0000472	Prah.g_02117	Syaq.g_00744
OG0000473	Prah.g_02119	Syaq.g_00746
OG0000474	Prah.g_02120	Syaq.g_00747
OG0000475	Prah.g_02121	Syaq.g_00748
OG0000476	Prah.g_02123	Syaq.g_00750
OG0000477	Prah.g_02128	Syaq.g_00756
OG0000478	Prah.g_02129	Syaq.g_00757
OG0000479	Prah.g_02130	Syaq.g_00759
OG0000480	Prah.g_02137	Syaq.g_00766
OG0000481	Prah.g_02139	Syaq.g_00768
OG0000482	Prah.g_02140	Syaq.g_00769
OG0000483	Prah.g_02144	Syaq.g_00773
OG0000484	Prah.g_02145	Syaq.g_00774
OG0000485	Prah.g_02146	Syaq.g_00775
OG0000486	Prah.g_02147	Syaq.g_00776
OG0000487	Prah.g_02152	Syaq.g_00782
OG0000488	Prah.g_02156	Syaq.g_00845
OG0000489	Prah.g_02167	Syaq.g_00857
OG0000490	Prah.g_02172	Syaq.g_00864
OG0000491	Prah.g_02173	Syaq.g_00865
OG0000492	Prah.g_02175	Syaq.g_00869
OG0000493	Prah.g_02176	Syaq.g_00870
OG0000494	Prah.g_02177	Syaq.g_00871
OG0000495	Prah.g_02178	Syaq.g_00872
OG0000496	Prah.g_02179	Syaq.g_00873
OG0000497	Prah.g_02180	Syaq.g_00874
OG0000498	Prah.g_02181	Syaq.g_00875
OG0000499	Prah.g_02182	Syaq.g_00876
OG0000500	Prah.g_02183	Syaq.g_00877
OG0000501	Prah.g_02186	Syaq.g_00880
OG0000502	Prah.g_02199	Syaq.g_00953
OG0000503	Prah.g_01940	Syaq.g_00559
OG0000504	Prah.g_01938	Syaq.g_00557
OG0000505	Prah.g_01937	Syaq.g_00556
OG0000506	Prah.g_01935	Syaq.g_00554
OG0000507	Prah.g_01930	Syaq.g_00548
OG0000508	Prah.g_01922	Syaq.g_00544
OG0000509	Prah.g_01920	Syaq.g_00542
OG0000510	Prah.g_01919	Syaq.g_00538
OG0000511	Prah.g_01918	Syaq.g_00537
OG0000512	Prah.g_01916	Syaq.g_00535
OG0000513	Prah.g_00209	Syaq.g_00525
OG0000514	Prah.g_00218	Syaq.g_00514
OG0000515	Prah.g_00219	Syaq.g_00513
OG0000516	Prah.g_00221	Syaq.g_00509
OG0000517	Prah.g_00229	Syaq.g_00502
OG0000518	Prah.g_00241	Syaq.g_00490
OG0000519	Prah.g_00242	Syaq.g_00489
OG0000520	Prah.g_00247	Syaq.g_00488
OG0000521	Prah.g_00255	Syaq.g_00477
OG0000522	Prah.g_00257	Syaq.g_00475
OG0000523	Prah.g_00258	Syaq.g_00474
OG0000524	Prah.g_00290	Syaq.g_00469
OG0000525	Prah.g_00304	Syaq.g_00450
OG0000526	Prah.g_00306	Syaq.g_00448
OG0000527	Prah.g_00310	Syaq.g_00444
OG0000528	Prah.g_01572	Syaq.g_01768
OG0000529	Prah.g_01565	Syaq.g_01773
OG0000530	Prah.g_01562	Syaq.g_01776
OG0000531	Prah.g_01561	Syaq.g_01777
OG0000532	Prah.g_01558	Syaq.g_01780
OG0000533	Prah.g_01556	Syaq.g_01782
OG0000534	Prah.g_01555	Syaq.g_01783
OG0000535	Prah.g_01554	Syaq.g_01784
OG0000536	Prah.g_01553	Syaq.g_01785
OG0000537	Prah.g_01552	Syaq.g_01786
OG0000538	Prah.g_01541	Syaq.g_01798
OG0000539	Prah.g_01540	Syaq.g_01799
OG0000540	Prah.g_01539	Syaq.g_01800
OG0000541	Prah.g_01538	Syaq.g_01801
OG0000542	Prah.g_01535	Syaq.g_01804
OG0000543	Prah.g_01533	Syaq.g_01806
OG0000544	Prah.g_01532	Syaq.g_02567, Syaq.g_01807
OG0000545	Prah.g_01530	Syaq.g_01809
OG0000546	Prah.g_01528	Syaq.g_01811
OG0000547	Prah.g_01526	Syaq.g_01813
OG0000548	Prah.g_01525	Syaq.g_01814
OG0000549	Prah.g_01519	Syaq.g_01819
OG0000550	Prah.g_01514	Syaq.g_01824
OG0000551	Prah.g_01510	Syaq.g_01829
OG0000552	Prah.g_01509	Syaq.g_01830
OG0000553	Prah.g_01505	Syaq.g_01834
