Orthogroup	Prah	Praj
OG0000274	Prah.g_00608	Praj.g_00802
OG0000275	Prah.g_00605	Praj.g_00804
OG0000276	Prah.g_00599	Praj.g_00810
OG0000277	Prah.g_00598	Praj.g_00811
OG0000278	Prah.g_00595	Praj.g_00815
OG0000279	Prah.g_00587	Praj.g_00822
OG0000280	Prah.g_00581	Praj.g_01326
OG0000281	Prah.g_00566	Praj.g_00829
OG0000282	Prah.g_00731	Praj.g_00889
OG0000283	Prah.g_00761	Praj.g_00920
OG0000284	Prah.g_00767	Praj.g_00925
OG0000285	Prah.g_01178	Praj.g_00930
OG0000286	Prah.g_00795	Praj.g_00945
OG0000287	Prah.g_01131	Praj.g_00085
OG0000288	Prah.g_00851	Praj.g_00994
OG0000289	Prah.g_00864	Praj.g_01005
OG0000290	Prah.g_00912	Praj.g_01021
OG0000291	Prah.g_00914	Praj.g_01023
OG0000292	Prah.g_02597	Praj.g_01196
OG0000293	Prah.g_01336	Praj.g_01470
OG0000294	Prah.g_01335	Praj.g_01469
OG0000295	Prah.g_01298	Praj.g_01447
OG0000296	Prah.g_01296	Praj.g_01445
OG0000297	Prah.g_01259	Praj.g_01437
OG0000298	Prah.g_01258	Praj.g_01436
OG0000299	Prah.g_01268	Praj.g_01417
OG0000300	Prah.g_01275	Praj.g_01414
OG0000301	Prah.g_01276	Praj.g_01413
OG0000302	Prah.g_01279	Praj.g_01410
OG0000303	Prah.g_01289	Praj.g_01405
OG0000304	Prah.g_01237, Prah.g_01238	Praj.g_01402
OG0000305	Prah.g_00918	Praj.g_01734
OG0000306	Prah.g_00560	Praj.g_00833
OG0000307	Prah.g_01584	Praj.g_01584
OG0000308	Prah.g_01586	Praj.g_01585
OG0000309	Prah.g_01590	Praj.g_01589
OG0000310	Prah.g_00428	Praj.g_01616
OG0000311	Prah.g_00424	Praj.g_01618
OG0000312	Prah.g_00420	Praj.g_01621
OG0000313	Prah.g_00402	Praj.g_01636
OG0000314	Prah.g_00371	Praj.g_01657
OG0000315	Prah.g_00361	Praj.g_01667
OG0000316	Prah.g_01631	Praj.g_01692
OG0000317	Prah.g_01672	Praj.g_01766
OG0000318	Prah.g_01677	Praj.g_01769
OG0000319	Prah.g_01694	Praj.g_01780
OG0000320	Prah.g_01696	Praj.g_01782
OG0000321	Prah.g_01697	Praj.g_01783
OG0000322	Prah.g_01698	Praj.g_01784
OG0000323	Prah.g_01710	Praj.g_01793
OG0000324	Prah.g_01744	Praj.g_01820
OG0000325	Prah.g_02071	Praj.g_01870
OG0000326	Prah.g_02064	Praj.g_01876
OG0000327	Prah.g_02038	Praj.g_01910
OG0000328	Prah.g_02037	Praj.g_01911
OG0000329	Prah.g_02020	Praj.g_01928
OG0000330	Prah.g_02019	Praj.g_01929
OG0000331	Prah.g_02018	Praj.g_01930
OG0000332	Prah.g_02003	Praj.g_01944
OG0000333	Prah.g_02001	Praj.g_01946
OG0000334	Prah.g_01991	Praj.g_01955
OG0000335	Prah.g_01986	Praj.g_01960
OG0000336	Prah.g_01982	Praj.g_01964
OG0000337	Prah.g_02224	Praj.g_01982
OG0000338	Prah.g_02227	Praj.g_01983
OG0000339	Prah.g_02234	Praj.g_01988
OG0000340	Prah.g_02244	Praj.g_01997
OG0000341	Prah.g_02246	Praj.g_01999
OG0000342	Prah.g_02247	Praj.g_02000
OG0000343	Prah.g_00168	Praj.g_02001
OG0000344	Prah.g_00165	Praj.g_02004
OG0000345	Prah.g_00154	Praj.g_02009
OG0000346	Prah.g_00149	Praj.g_02013
OG0000347	Prah.g_00089	Praj.g_02034
OG0000348	Prah.g_00078	Praj.g_02064
OG0000349	Prah.g_00053	Praj.g_02082
OG0000350	Prah.g_02533	Praj.g_02103
OG0000351	Prah.g_02578	Praj.g_02128
OG0000352	Prah.g_02579	Praj.g_02129
OG0000353	Prah.g_02603	Praj.g_02148
OG0000355	Prah.g_00002	Praj.g_00001
OG0000356	Prah.g_00003	Praj.g_00002
OG0000357	Prah.g_00004	Praj.g_00003
OG0000358	Prah.g_00008	Praj.g_00007
OG0000359	Prah.g_00010	Praj.g_00008
OG0000360	Prah.g_00011	Praj.g_00009
OG0000361	Prah.g_00012	Praj.g_00010
OG0000362	Prah.g_00014	Praj.g_00012
OG0000363	Prah.g_00016	Praj.g_00014
OG0000364	Prah.g_00017	Praj.g_00015
OG0000365	Prah.g_00026	Praj.g_00020
OG0000366	Prah.g_00027	Praj.g_00021
OG0000367	Prah.g_00028	Praj.g_00022
OG0000368	Prah.g_00030	Praj.g_00024
OG0000369	Prah.g_00031	Praj.g_00025
OG0000370	Prah.g_00032	Praj.g_00026
OG0000371	Prah.g_00041	Praj.g_00032
OG0000372	Prah.g_00046	Praj.g_00034
OG0000373	Prah.g_00047	Praj.g_00035
OG0000374	Prah.g_00048	Praj.g_00036
OG0000375	Prah.g_00049	Praj.g_00044
OG0000376	Prah.g_00051	Praj.g_00046
OG0000377	Prah.g_02485	Praj.g_00049
OG0000378	Prah.g_02471	Praj.g_00051
OG0000379	Prah.g_02457	Praj.g_00054
OG0000380	Prah.g_01834	Praj.g_00104
OG0000381	Prah.g_01839	Praj.g_00108
OG0000382	Prah.g_01859	Praj.g_00119
OG0000383	Prah.g_01861	Praj.g_00121
OG0000384	Prah.g_01862	Praj.g_00122
OG0000385	Prah.g_01863	Praj.g_00123
OG0000386	Prah.g_01864	Praj.g_00124
OG0000387	Prah.g_01888	Praj.g_00137
OG0000388	Prah.g_01892	Praj.g_00141
OG0000389	Prah.g_01896	Praj.g_00144
OG0000390	Prah.g_00194	Praj.g_00153
OG0000391	Prah.g_00189	Praj.g_00157
OG0000392	Prah.g_00183	Praj.g_00160
OG0000393	Prah.g_00175	Praj.g_00163
OG0000394	Prah.g_00174	Praj.g_00164
OG0000395	Prah.g_00173	Praj.g_00165
OG0000396	Prah.g_02252	Praj.g_00168
OG0000397	Prah.g_02254	Praj.g_00170
OG0000398	Prah.g_02259	Praj.g_00173
OG0000399	Prah.g_02260	Praj.g_00174
OG0000400	Prah.g_02261	Praj.g_00175
OG0000401	Prah.g_02262	Praj.g_00176
OG0000402	Prah.g_02264	Praj.g_01057
OG0000403	Prah.g_02265	Praj.g_00177
OG0000405	Prah.g_02280	Praj.g_00183
OG0000406	Prah.g_02284	Praj.g_00187
OG0000407	Prah.g_02285	Praj.g_00188
OG0000408	Prah.g_02287	Praj.g_00190
OG0000409	Prah.g_02289	Praj.g_00192
OG0000410	Prah.g_02290	Praj.g_00193
OG0000411	Prah.g_02291	Praj.g_00194
OG0000412	Prah.g_02292	Praj.g_00195
OG0000413	Prah.g_02294	Praj.g_00196
OG0000414	Prah.g_02295	Praj.g_00197
OG0000415	Prah.g_02296	Praj.g_00198
OG0000416	Prah.g_02297	Praj.g_00199
OG0000417	Prah.g_02298	Praj.g_00200
OG0000418	Prah.g_02303	Praj.g_00205
OG0000419	Prah.g_02305	Praj.g_00207
OG0000420	Prah.g_02306	Praj.g_00208
OG0000421	Prah.g_02310	Praj.g_00212
OG0000422	Prah.g_02311	Praj.g_00213
OG0000423	Prah.g_02312	Praj.g_00214
OG0000424	Prah.g_02313	Praj.g_00215
OG0000425	Prah.g_02314	Praj.g_00216
OG0000426	Prah.g_02315	Praj.g_00217
OG0000427	Prah.g_02316	Praj.g_00218
OG0000428	Prah.g_00709	Praj.g_00220
OG0000429	Prah.g_02321	Praj.g_00221
OG0000430	Prah.g_02323	Praj.g_00222
OG0000431	Prah.g_02334	Praj.g_00224
OG0000432	Prah.g_02341	Praj.g_00228
OG0000433	Prah.g_02344	Praj.g_00229
OG0000434	Prah.g_02345	Praj.g_00230
OG0000435	Prah.g_02350	Praj.g_00231
OG0000436	Prah.g_02356	Praj.g_00236
OG0000437	Prah.g_02357	Praj.g_00237
OG0000438	Prah.g_02358	Praj.g_00238
OG0000439	Prah.g_02360	Praj.g_00240
OG0000440	Prah.g_02361	Praj.g_00241
OG0000441	Prah.g_02364	Praj.g_00243
OG0000442	Prah.g_02365	Praj.g_00244
OG0000443	Prah.g_02370	Praj.g_00245
OG0000444	Prah.g_02418	Praj.g_00250
OG0000445	Prah.g_02417	Praj.g_00251
OG0000446	Prah.g_02415	Praj.g_00252
OG0000447	Prah.g_02411	Praj.g_00253
OG0000448	Prah.g_02410	Praj.g_00254
OG0000449	Prah.g_02409	Praj.g_00255
OG0000450	Prah.g_02403	Praj.g_00256
OG0000451	Prah.g_02402	Praj.g_00257
OG0000452	Prah.g_02398	Praj.g_00260
OG0000453	Prah.g_02397	Praj.g_00261
OG0000454	Prah.g_02396	Praj.g_00262
OG0000455	Prah.g_02395	Praj.g_00263
OG0000456	Prah.g_02394	Praj.g_00264
OG0000457	Prah.g_02392	Praj.g_00265
OG0000458	Prah.g_02391	Praj.g_00266
OG0000459	Prah.g_02390	Praj.g_00267
OG0000460	Prah.g_01781	Praj.g_00275
OG0000461	Prah.g_02074	Praj.g_00283
OG0000462	Prah.g_02078	Praj.g_00285
OG0000463	Prah.g_02079	Praj.g_00286
OG0000464	Prah.g_02080	Praj.g_00287
OG0000465	Prah.g_02082	Praj.g_00288
OG0000466	Prah.g_02087	Praj.g_00289
OG0000467	Prah.g_02089	Praj.g_00290
OG0000468	Prah.g_02098	Praj.g_00292
OG0000469	Prah.g_02111	Praj.g_00299
OG0000470	Prah.g_02114	Praj.g_00301
OG0000471	Prah.g_02115	Praj.g_00302
OG0000472	Prah.g_02117	Praj.g_00303
OG0000473	Prah.g_02119	Praj.g_00305
OG0000474	Prah.g_02120	Praj.g_00306
OG0000475	Prah.g_02121	Praj.g_00307
OG0000476	Prah.g_02123	Praj.g_00309
OG0000477	Prah.g_02128	Praj.g_00311
OG0000478	Prah.g_02129	Praj.g_00312
OG0000479	Prah.g_02130	Praj.g_00313
OG0000480	Prah.g_02137	Praj.g_00318
OG0000481	Prah.g_02139	Praj.g_00320
OG0000482	Prah.g_02140	Praj.g_00321
OG0000483	Prah.g_02144	Praj.g_00324
OG0000484	Prah.g_02145	Praj.g_00325
OG0000485	Prah.g_02146	Praj.g_00326
OG0000486	Prah.g_02147	Praj.g_00327
OG0000487	Prah.g_02152	Praj.g_00330
OG0000488	Prah.g_02156	Praj.g_00333
OG0000489	Prah.g_02167	Praj.g_00338
OG0000490	Prah.g_02172	Praj.g_00343
OG0000491	Prah.g_02173	Praj.g_00344
OG0000492	Prah.g_02175	Praj.g_00346
OG0000493	Prah.g_02176	Praj.g_00347
OG0000494	Prah.g_02177	Praj.g_00348
OG0000495	Prah.g_02178	Praj.g_00349
OG0000496	Prah.g_02179	Praj.g_00350
OG0000497	Prah.g_02180	Praj.g_00351
OG0000498	Prah.g_02181	Praj.g_00352
OG0000499	Prah.g_02182	Praj.g_00353
OG0000500	Prah.g_02183	Praj.g_00354
OG0000501	Prah.g_02186	Praj.g_00356
OG0000502	Prah.g_02199	Praj.g_00359
OG0000503	Prah.g_01940	Praj.g_00380
OG0000504	Prah.g_01938	Praj.g_00382
OG0000505	Prah.g_01937	Praj.g_00383
OG0000506	Prah.g_01935	Praj.g_00384
OG0000507	Prah.g_01930	Praj.g_00387
OG0000508	Prah.g_01922	Praj.g_00390
OG0000509	Prah.g_01920	Praj.g_00392
OG0000510	Prah.g_01919	Praj.g_00393
OG0000511	Prah.g_01918	Praj.g_00394
OG0000512	Prah.g_01916	Praj.g_00396
OG0000513	Prah.g_00209	Praj.g_00406
OG0000514	Prah.g_00218	Praj.g_00425
OG0000515	Prah.g_00219	Praj.g_00426
OG0000516	Prah.g_00221	Praj.g_00427
OG0000517	Prah.g_00229	Praj.g_00429
OG0000518	Prah.g_00241	Praj.g_00440
OG0000519	Prah.g_00242	Praj.g_00441
OG0000520	Prah.g_00247	Praj.g_00442
OG0000521	Prah.g_00255	Praj.g_00447
OG0000522	Prah.g_00257	Praj.g_00449
OG0000523	Prah.g_00258	Praj.g_00450
OG0000524	Prah.g_00290	Praj.g_00457
OG0000525	Prah.g_00304	Praj.g_00461
OG0000526	Prah.g_00306	Praj.g_00462
OG0000527	Prah.g_00310	Praj.g_00465
OG0000528	Prah.g_01572	Praj.g_00471
OG0000529	Prah.g_01565	Praj.g_00474
OG0000530	Prah.g_01562	Praj.g_00477
OG0000531	Prah.g_01561	Praj.g_00478
OG0000532	Prah.g_01558	Praj.g_00479
OG0000533	Prah.g_01556	Praj.g_00480
OG0000534	Prah.g_01555	Praj.g_00481
OG0000535	Prah.g_01554	Praj.g_00482
OG0000536	Prah.g_01553	Praj.g_00483
OG0000537	Prah.g_01552	Praj.g_00484
OG0000538	Prah.g_01541	Praj.g_00492
OG0000539	Prah.g_01540	Praj.g_00493
OG0000540	Prah.g_01539	Praj.g_00494
OG0000541	Prah.g_01538	Praj.g_00495
OG0000542	Prah.g_01535	Praj.g_00497
OG0000543	Prah.g_01533	Praj.g_00499
OG0000544	Prah.g_01532	Praj.g_00500
OG0000545	Prah.g_01530	Praj.g_00502
OG0000546	Prah.g_01528	Praj.g_00505
OG0000547	Prah.g_01526	Praj.g_00507
OG0000548	Prah.g_01525	Praj.g_00508
OG0000549	Prah.g_01519	Praj.g_00511
OG0000550	Prah.g_01514	Praj.g_00515
OG0000551	Prah.g_01510	Praj.g_00518
OG0000552	Prah.g_01509	Praj.g_00519
OG0000553	Prah.g_01505	Praj.g_00520
OG0000554	Prah.g_01500	Praj.g_00525
OG0000555	Prah.g_01480	Praj.g_00533
OG0000556	Prah.g_01474	Praj.g_00535
OG0000557	Prah.g_01473	Praj.g_00536
OG0000558	Prah.g_01470	Praj.g_00538
OG0000559	Prah.g_01466	Praj.g_00542
OG0000560	Prah.g_01463	Praj.g_00545
OG0000561	Prah.g_01462	Praj.g_00546
OG0000562	Prah.g_01461	Praj.g_00547
OG0000563	Prah.g_01460	Praj.g_00548
OG0000564	Prah.g_01459	Praj.g_00549
OG0000565	Prah.g_01457	Praj.g_00552
OG0000566	Prah.g_01452	Praj.g_00554
OG0000567	Prah.g_01448	Praj.g_00558
OG0000568	Prah.g_01446	Praj.g_00559
OG0000569	Prah.g_01445	Praj.g_00560
OG0000570	Prah.g_01444	Praj.g_00561
OG0000571	Prah.g_01441	Praj.g_00563
OG0000572	Prah.g_01425	Praj.g_00574
OG0000573	Prah.g_01416	Praj.g_00579
OG0000574	Prah.g_01415	Praj.g_00581
OG0000575	Prah.g_01406	Praj.g_00584
OG0000576	Prah.g_01404	Praj.g_00586
OG0000577	Prah.g_01403	Praj.g_00587
OG0000578	Prah.g_01402	Praj.g_00588
OG0000579	Prah.g_01401	Praj.g_00589
OG0000580	Prah.g_01400	Praj.g_00590
OG0000581	Prah.g_01396	Praj.g_00593
OG0000582	Prah.g_01392	Praj.g_00596
OG0000583	Prah.g_01391	Praj.g_00597
