Orthogroup	Prah	Syaj
OG0000039	Prah.g_02382	Syaj.g_00275
OG0000041	Prah.g_01737	Syaj.g_01602
OG0000042	Prah.g_00135, Prah.g_01256	Syaj.g_02399
OG0000043	Prah.g_01190	Syaj.g_01247
OG0000045	Prah.g_01837	Syaj.g_00132
OG0000046	Prah.g_01955	Syaj.g_02768, Syaj.g_02775, Syaj.g_02781
OG0000047	Prah.g_00321, Prah.g_00322, Prah.g_00353	Syaj.g_02799
OG0000048	Prah.g_02122	Syaj.g_02578
OG0000050	Prah.g_01120	Syaj.g_01584
OG0000051	Prah.g_01166	Syaj.g_02898
OG0000052	Prah.g_02219	Syaj.g_02476
OG0000053	Prah.g_00381	Syaj.g_01409
OG0000054	Prah.g_01394	Syaj.g_01341
OG0000055	Prah.g_00942	Syaj.g_00394
OG0000056	Prah.g_00543	Syaj.g_00985, Syaj.g_02864
OG0000056	Prah.g_01082, Prah.g_00342	Syaj.g_01794
OG0000056	Prah.g_01968	Syaj.g_01081, Syaj.g_00880, Syaj.g_01082, Syaj.g_00533, Syaj.g_01676, Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088, Syaj.g_00360, Syaj.g_01093, Syaj.g_00962
OG0000057	Prah.g_01027	Syaj.g_00438
OG0000060	Prah.g_01569	Syaj.g_00067
OG0000060	Prah.g_01156	Syaj.g_00635
OG0000061	Prah.g_01322, Prah.g_00104	Syaj.g_00302
OG0000063	Prah.g_00042	Syaj.g_02302
OG0000065	Prah.g_01897	Syaj.g_00007, Syaj.g_01887
OG0000066	Prah.g_01485	Syaj.g_00157
OG0000067	Prah.g_00667	Syaj.g_01023
OG0000068	Prah.g_01576	Syaj.g_00059
OG0000070	Prah.g_00252	Syaj.g_01529
OG0000071	Prah.g_01364	Syaj.g_01511
OG0000072	Prah.g_02309	Syaj.g_01992
OG0000073	Prah.g_01544	Syaj.g_00093
OG0000075	Prah.g_02232	Syaj.g_02457
OG0000076	Prah.g_00150	Syaj.g_02417
OG0000077	Prah.g_01850	Syaj.g_01831
OG0000078	Prah.g_01773	Syaj.g_02880
OG0000079	Prah.g_02090	Syaj.g_02609
OG0000081	Prah.g_01035	Syaj.g_02888
OG0000082	Prah.g_01427	Syaj.g_00229
OG0000084	Prah.g_00412	Syaj.g_01375
OG0000085	Prah.g_01666	Syaj.g_01707
OG0000086	Prah.g_01866	Syaj.g_01848
OG0000087	Prah.g_02268	Syaj.g_01945
OG0000088	Prah.g_00957, Prah.g_02304	Syaj.g_01986
OG0000089	Prah.g_00205	Syaj.g_02829, Syaj.g_01915
OG0000090	Prah.g_01501	Syaj.g_00144
OG0000091	Prah.g_00493	Syaj.g_01275
OG0000093	Prah.g_00692	Syaj.g_01042
OG0000095	Prah.g_00915	Syaj.g_00427
OG0000097	Prah.g_01272	Syaj.g_00589
OG0000098	Prah.g_00327	Syaj.g_02671
OG0000099	Prah.g_02191	Syaj.g_02503
OG0000100	Prah.g_01791, Prah.g_00636	Syaj.g_00987
OG0000101	Prah.g_01995	Syaj.g_02738
OG0000102	Prah.g_00144	Syaj.g_02411
OG0000103	Prah.g_02586	Syaj.g_02243
OG0000104	Prah.g_02600	Syaj.g_02258
OG0000105	Prah.g_02126	Syaj.g_02573
OG0000106	Prah.g_01660	Syaj.g_01130
OG0000107	Prah.g_02072	Syaj.g_02637
OG0000108	Prah.g_01566	Syaj.g_00072
OG0000109	Prah.g_01550	Syaj.g_00087
OG0000110	Prah.g_01439	Syaj.g_00215
OG0000111	Prah.g_01028	Syaj.g_00437
OG0000112	Prah.g_00788	Syaj.g_00907
OG0000113	Prah.g_00641	Syaj.g_00992
OG0000114	Prah.g_00733	Syaj.g_00741
OG0000115	Prah.g_00383	Syaj.g_01402
OG0000116	Prah.g_01337	Syaj.g_00289
OG0000117	Prah.g_01257	Syaj.g_00637
OG0000118	Prah.g_01378	Syaj.g_00267
OG0000119	Prah.g_01007, Prah.g_01048	Syaj.g_00317
OG0000120	Prah.g_02192	Syaj.g_02502
OG0000121	Prah.g_00406	Syaj.g_01383
OG0000122	Prah.g_01203	Syaj.g_01250
OG0000123	Prah.g_01987	Syaj.g_02745
OG0000124	Prah.g_00125	Syaj.g_02388
OG0000125	Prah.g_02498	Syaj.g_02117
OG0000126	Prah.g_02598	Syaj.g_02256
OG0000127	Prah.g_01085	Syaj.g_00538
OG0000128	Prah.g_00013	Syaj.g_02274
OG0000129	Prah.g_02486	Syaj.g_02106
OG0000130	Prah.g_01838	Syaj.g_01818
OG0000131	Prah.g_02282	Syaj.g_01964
OG0000132	Prah.g_02302	Syaj.g_01984, Syaj.g_00688
OG0000133	Prah.g_02187	Syaj.g_00902
OG0000134	Prah.g_00208	Syaj.g_02832
OG0000135	Prah.g_02538	Syaj.g_02167
OG0000136	Prah.g_00235	Syaj.g_01550
OG0000137	Prah.g_00105, Prah.g_00312	Syaj.g_01444
OG0000138	Prah.g_01549	Syaj.g_00088
OG0000139	Prah.g_01495	Syaj.g_00150
OG0000140	Prah.g_01489	Syaj.g_00153
OG0000141	Prah.g_01393	Syaj.g_01340
OG0000142	Prah.g_00501	Syaj.g_01283
OG0000143	Prah.g_00497	Syaj.g_01279
OG0000144	Prah.g_00473	Syaj.g_01151
OG0000145	Prah.g_01543	Syaj.g_00094
OG0000146	Prah.g_00787	Syaj.g_00908
OG0000147	Prah.g_00786	Syaj.g_00909
OG0000148	Prah.g_00649	Syaj.g_01003
OG0000149	Prah.g_00591	Syaj.g_00369
OG0000150	Prah.g_00568	Syaj.g_01339, Syaj.g_00154
OG0000151	Prah.g_00718	Syaj.g_01074
OG0000152	Prah.g_00796	Syaj.g_00898
OG0000153	Prah.g_00826	Syaj.g_00842
OG0000154	Prah.g_00852	Syaj.g_00814
OG0000155	Prah.g_01291	Syaj.g_00338
OG0000156	Prah.g_01349	Syaj.g_00282
OG0000157	Prah.g_01350	Syaj.g_00281
OG0000158	Prah.g_02242	Syaj.g_02445
OG0000160	Prah.g_00407	Syaj.g_01382
OG0000161	Prah.g_00399	Syaj.g_01389
OG0000162	Prah.g_00391	Syaj.g_01395
OG0000163	Prah.g_01619	Syaj.g_01639
OG0000164	Prah.g_01705	Syaj.g_01758
OG0000165	Prah.g_01716	Syaj.g_01582
OG0000166	Prah.g_02033	Syaj.g_02698
OG0000167	Prah.g_02230	Syaj.g_02460
OG0000168	Prah.g_02243	Syaj.g_02444
OG0000169	Prah.g_00163	Syaj.g_02431, Syaj.g_02429
OG0000170	Prah.g_00155	Syaj.g_02422
OG0000171	Prah.g_00126	Syaj.g_02389
OG0000172	Prah.g_00084	Syaj.g_02365
OG0000173	Prah.g_00061	Syaj.g_02321
OG0000174	Prah.g_02541	Syaj.g_02169
OG0000175	Prah.g_02575	Syaj.g_02229
OG0000176	Prah.g_00005	Syaj.g_02266
OG0000177	Prah.g_00006	Syaj.g_02267
OG0000178	Prah.g_00007	Syaj.g_02268
OG0000179	Prah.g_00022	Syaj.g_02283
OG0000180	Prah.g_00023	Syaj.g_02284
OG0000181	Prah.g_00024	Syaj.g_02285
OG0000182	Prah.g_00025	Syaj.g_02286
OG0000183	Prah.g_00029	Syaj.g_02290
OG0000184	Prah.g_02478	Syaj.g_02098
OG0000185	Prah.g_02458	Syaj.g_02087
OG0000186	Prah.g_01830	Syaj.g_01812
OG0000187	Prah.g_01833	Syaj.g_01814
OG0000188	Prah.g_01860	Syaj.g_01837
OG0000189	Prah.g_01884	Syaj.g_01874
OG0000190	Prah.g_01886	Syaj.g_01876
OG0000191	Prah.g_00188	Syaj.g_01910
OG0000192	Prah.g_00176, Prah.g_00180	Syaj.g_01919
OG0000193	Prah.g_02283	Syaj.g_01965
OG0000194	Prah.g_02286	Syaj.g_01968
OG0000195	Prah.g_02288	Syaj.g_01971
OG0000196	Prah.g_02299	Syaj.g_01981
OG0000197	Prah.g_02300	Syaj.g_01982
OG0000198	Prah.g_02301	Syaj.g_01983
OG0000199	Prah.g_02308	Syaj.g_01991
OG0000200	Prah.g_02324	Syaj.g_02008
OG0000201	Prah.g_02352	Syaj.g_02024
OG0000202	Prah.g_02353	Syaj.g_02025
OG0000203	Prah.g_02354	Syaj.g_02026
OG0000204	Prah.g_02355	Syaj.g_02027
OG0000205	Prah.g_02362	Syaj.g_02035
OG0000206	Prah.g_02371	Syaj.g_02043
OG0000207	Prah.g_02420	Syaj.g_02045
OG0000208	Prah.g_02419	Syaj.g_02046
OG0000209	Prah.g_02400	Syaj.g_02070
OG0000210	Prah.g_02399	Syaj.g_02071
OG0000211	Prah.g_01782	Syaj.g_02856
OG0000212	Prah.g_01772	Syaj.g_02881
OG0000213	Prah.g_02101	Syaj.g_02601
OG0000214	Prah.g_02118	Syaj.g_02582
OG0000215	Prah.g_02148	Syaj.g_02551
OG0000216	Prah.g_02151	Syaj.g_02547
OG0000217	Prah.g_02155	Syaj.g_02543
OG0000218	Prah.g_02157	Syaj.g_02541
OG0000219	Prah.g_02158	Syaj.g_02540
OG0000220	Prah.g_02159	Syaj.g_02539
OG0000221	Prah.g_02166	Syaj.g_02530
OG0000222	Prah.g_02174	Syaj.g_02516
OG0000223	Prah.g_02197	Syaj.g_02494
OG0000224	Prah.g_02207	Syaj.g_02487
OG0000225	Prah.g_01921	Syaj.g_02821
OG0000226	Prah.g_01917	Syaj.g_02825
OG0000227	Prah.g_01915	Syaj.g_02827
OG0000228	Prah.g_00204	Syaj.g_02828
OG0000229	Prah.g_00230	Syaj.g_01555
OG0000230	Prah.g_00232	Syaj.g_01553
OG0000231	Prah.g_00251	Syaj.g_01541
OG0000232	Prah.g_00261	Syaj.g_01497
OG0000233	Prah.g_00294	Syaj.g_01481
OG0000234	Prah.g_00313, Prah.g_00314	Syaj.g_01442
OG0000235	Prah.g_01567	Syaj.g_00071
OG0000236	Prah.g_01551	Syaj.g_00086
OG0000237	Prah.g_01534	Syaj.g_00103
OG0000238	Prah.g_01529	Syaj.g_00108
OG0000239	Prah.g_01513	Syaj.g_00125
OG0000240	Prah.g_01512	Syaj.g_00126
OG0000241	Prah.g_01094	Syaj.g_01291
OG0000242	Prah.g_00108, Prah.g_01503	Syaj.g_00142
OG0000243	Prah.g_01476	Syaj.g_00164
OG0000244	Prah.g_01472	Syaj.g_00180
OG0000245	Prah.g_01469	Syaj.g_00182
OG0000246	Prah.g_01465	Syaj.g_00186
OG0000247	Prah.g_01454	Syaj.g_00197
OG0000248	Prah.g_01451	Syaj.g_00200
OG0000249	Prah.g_01449	Syaj.g_00202
OG0000250	Prah.g_01443	Syaj.g_00211
OG0000251	Prah.g_01417	Syaj.g_00237
OG0000252	Prah.g_01414	Syaj.g_00243
OG0000253	Prah.g_01408	Syaj.g_00245
OG0000254	Prah.g_01389	Syaj.g_01335
OG0000255	Prah.g_00530	Syaj.g_01315
OG0000256	Prah.g_00516	Syaj.g_01297
OG0000257	Prah.g_00509	Syaj.g_01292
OG0000258	Prah.g_00486	Syaj.g_01274
OG0000259	Prah.g_00457	Syaj.g_00707
OG0000260	Prah.g_00454	Syaj.g_00712
OG0000261	Prah.g_00451	Syaj.g_00715
OG0000262	Prah.g_00445	Syaj.g_00720
OG0000263	Prah.g_02413	Syaj.g_00605
OG0000264	Prah.g_00974	Syaj.g_00485
OG0000265	Prah.g_00887, Prah.g_00958	Syaj.g_00510
OG0000266	Prah.g_00876	Syaj.g_00946
OG0000267	Prah.g_00751	Syaj.g_00770
OG0000268	Prah.g_00752	Syaj.g_00771
OG0000269	Prah.g_00672	Syaj.g_01031
OG0000270	Prah.g_00669	Syaj.g_01025
OG0000271	Prah.g_00661	Syaj.g_01017
OG0000272	Prah.g_00660	Syaj.g_01016
OG0000273	Prah.g_00609	Syaj.g_00389
OG0000274	Prah.g_00608	Syaj.g_00388
OG0000275	Prah.g_00605	Syaj.g_00384
OG0000276	Prah.g_00599	Syaj.g_00377
OG0000277	Prah.g_00598	Syaj.g_00376
OG0000278	Prah.g_00595	Syaj.g_00373
OG0000279	Prah.g_00587	Syaj.g_00357
OG0000280	Prah.g_00581	Syaj.g_00348
OG0000281	Prah.g_00566	Syaj.g_02670
OG0000282	Prah.g_00731	Syaj.g_00743
OG0000283	Prah.g_00761	Syaj.g_00790
OG0000284	Prah.g_00767	Syaj.g_00930
OG0000285	Prah.g_01178	Syaj.g_00917
OG0000286	Prah.g_00795	Syaj.g_00899
OG0000287	Prah.g_01131	Syaj.g_00849
OG0000288	Prah.g_00851	Syaj.g_00815
OG0000289	Prah.g_00864	Syaj.g_00800
OG0000290	Prah.g_00912	Syaj.g_00424
OG0000291	Prah.g_00914	Syaj.g_00426
OG0000292	Prah.g_02597	Syaj.g_02255
OG0000293	Prah.g_01336	Syaj.g_00290
OG0000294	Prah.g_01335	Syaj.g_00291
OG0000295	Prah.g_01298	Syaj.g_00330
OG0000296	Prah.g_01296	Syaj.g_00332
OG0000297	Prah.g_01259	Syaj.g_00639
OG0000298	Prah.g_01258	Syaj.g_00638
OG0000299	Prah.g_01268	Syaj.g_00592
OG0000300	Prah.g_01275	Syaj.g_00586
OG0000301	Prah.g_01276	Syaj.g_00585
OG0000302	Prah.g_01279	Syaj.g_00582
OG0000303	Prah.g_01289	Syaj.g_00572
OG0000304	Prah.g_01237, Prah.g_01238	Syaj.g_00566
OG0000305	Prah.g_00918	Syaj.g_00429
OG0000306	Prah.g_00560	Syaj.g_01126
OG0000307	Prah.g_01584	Syaj.g_00051
OG0000308	Prah.g_01586	Syaj.g_00049
OG0000309	Prah.g_01590	Syaj.g_00044
OG0000310	Prah.g_00428	Syaj.g_01358
OG0000311	Prah.g_00424	Syaj.g_01362
OG0000312	Prah.g_00420	Syaj.g_01368
OG0000313	Prah.g_00402	Syaj.g_01386
OG0000314	Prah.g_00371	Syaj.g_01420
OG0000315	Prah.g_00361	Syaj.g_01430
OG0000316	Prah.g_01631	Syaj.g_01664
OG0000317	Prah.g_01672	Syaj.g_01715
OG0000318	Prah.g_01677	Syaj.g_01722
OG0000319	Prah.g_01694	Syaj.g_01741
OG0000320	Prah.g_01696	Syaj.g_01743
OG0000321	Prah.g_01697	Syaj.g_01744
OG0000322	Prah.g_01698	Syaj.g_01745
OG0000323	Prah.g_01710	Syaj.g_01760
OG0000324	Prah.g_01744	Syaj.g_01609
OG0000325	Prah.g_02071	Syaj.g_02638
OG0000326	Prah.g_02064	Syaj.g_02645
OG0000327	Prah.g_02038	Syaj.g_02693
OG0000328	Prah.g_02037	Syaj.g_02694
OG0000329	Prah.g_02020	Syaj.g_02712
OG0000330	Prah.g_02019	Syaj.g_02713
OG0000331	Prah.g_02018	Syaj.g_02714
OG0000332	Prah.g_02003	Syaj.g_02729
OG0000333	Prah.g_02001	Syaj.g_02732
OG0000334	Prah.g_01991	Syaj.g_02741
OG0000335	Prah.g_01986	Syaj.g_02746
OG0000336	Prah.g_01982	Syaj.g_02750
OG0000337	Prah.g_02224	Syaj.g_02466
OG0000338	Prah.g_02227	Syaj.g_02462
OG0000339	Prah.g_02234	Syaj.g_02455
OG0000340	Prah.g_02244	Syaj.g_02443
OG0000341	Prah.g_02246	Syaj.g_02441
OG0000342	Prah.g_02247	Syaj.g_02440
OG0000343	Prah.g_00168	Syaj.g_02437
OG0000344	Prah.g_00165	Syaj.g_02433
OG0000345	Prah.g_00154	Syaj.g_02421
OG0000346	Prah.g_00149	Syaj.g_02416
OG0000347	Prah.g_00089	Syaj.g_02383
OG0000348	Prah.g_00078	Syaj.g_02333
OG0000349	Prah.g_00053	Syaj.g_02314
OG0000350	Prah.g_02533	Syaj.g_02652
OG0000351	Prah.g_02578	Syaj.g_02234
OG0000352	Prah.g_02579	Syaj.g_02235
OG0000353	Prah.g_02603	Syaj.g_02261
OG0000354	Prah.g_01523	Syaj.g_00114
OG0000354	Prah.g_00020	Syaj.g_02281
OG0000355	Prah.g_00002	Syaj.g_02263
OG0000356	Prah.g_00003	Syaj.g_02264
OG0000357	Prah.g_00004	Syaj.g_02265
OG0000358	Prah.g_00008	Syaj.g_02269
OG0000359	Prah.g_00010	Syaj.g_02271
OG0000360	Prah.g_00011	Syaj.g_02272
OG0000361	Prah.g_00012	Syaj.g_02273
OG0000362	Prah.g_00014	Syaj.g_02275
OG0000363	Prah.g_00016	Syaj.g_02277
OG0000364	Prah.g_00017	Syaj.g_02278
OG0000365	Prah.g_00026	Syaj.g_02287
OG0000366	Prah.g_00027	Syaj.g_02288
OG0000367	Prah.g_00028	Syaj.g_02289
OG0000368	Prah.g_00030	Syaj.g_02291
OG0000369	Prah.g_00031	Syaj.g_02292
OG0000370	Prah.g_00032	Syaj.g_02293
OG0000371	Prah.g_00041	Syaj.g_02301
OG0000372	Prah.g_00046	Syaj.g_02307
OG0000373	Prah.g_00047	Syaj.g_02308
OG0000374	Prah.g_00048	Syaj.g_02309
OG0000375	Prah.g_00049	Syaj.g_02310
OG0000376	Prah.g_00051	Syaj.g_02312
OG0000377	Prah.g_02485	Syaj.g_02105
OG0000378	Prah.g_02471	Syaj.g_02091
OG0000379	Prah.g_02457	Syaj.g_02086
OG0000380	Prah.g_01834	Syaj.g_01815
OG0000381	Prah.g_01839	Syaj.g_01819
OG0000382	Prah.g_01859	Syaj.g_01836
OG0000383	Prah.g_01861	Syaj.g_01839
OG0000384	Prah.g_01862	Syaj.g_01840
OG0000385	Prah.g_01863	Syaj.g_01841
OG0000386	Prah.g_01864	Syaj.g_01842
OG0000387	Prah.g_01888	Syaj.g_01878
OG0000388	Prah.g_01892	Syaj.g_01882
OG0000389	Prah.g_01896	Syaj.g_01886
OG0000390	Prah.g_00194	Syaj.g_01904
OG0000391	Prah.g_00189	Syaj.g_01909
OG0000392	Prah.g_00183	Syaj.g_01918
OG0000393	Prah.g_00175	Syaj.g_01922
OG0000394	Prah.g_00174	Syaj.g_01923
OG0000395	Prah.g_00173	Syaj.g_01924
OG0000396	Prah.g_02252	Syaj.g_01928
OG0000397	Prah.g_02254	Syaj.g_01930
OG0000398	Prah.g_02259	Syaj.g_01935
OG0000399	Prah.g_02260	Syaj.g_01936
OG0000400	Prah.g_02261	Syaj.g_01937
OG0000401	Prah.g_02262	Syaj.g_01938
OG0000402	Prah.g_02264	Syaj.g_01940
OG0000403	Prah.g_02265	Syaj.g_01941
OG0000405	Prah.g_02280	Syaj.g_01961
OG0000406	Prah.g_02284	Syaj.g_01966
OG0000407	Prah.g_02285	Syaj.g_01967
OG0000408	Prah.g_02287	Syaj.g_01970
OG0000409	Prah.g_02289	Syaj.g_01972
OG0000410	Prah.g_02290	Syaj.g_01973
OG0000411	Prah.g_02291	Syaj.g_01974
OG0000412	Prah.g_02292	Syaj.g_01975
OG0000413	Prah.g_02294	Syaj.g_01977
OG0000415	Prah.g_02296	Syaj.g_01978
OG0000416	Prah.g_02297	Syaj.g_01979
OG0000417	Prah.g_02298	Syaj.g_01980
OG0000418	Prah.g_02303	Syaj.g_01985
OG0000419	Prah.g_02305	Syaj.g_01987
OG0000420	Prah.g_02306	Syaj.g_01989
OG0000421	Prah.g_02310	Syaj.g_01994
OG0000422	Prah.g_02311	Syaj.g_01995
OG0000423	Prah.g_02312	Syaj.g_01996
OG0000424	Prah.g_02313	Syaj.g_01997
OG0000425	Prah.g_02314	Syaj.g_01998
OG0000426	Prah.g_02315	Syaj.g_01999
OG0000427	Prah.g_02316	Syaj.g_02000
OG0000428	Prah.g_00709	Syaj.g_02003
OG0000429	Prah.g_02321	Syaj.g_02005
OG0000430	Prah.g_02323	Syaj.g_02007
OG0000431	Prah.g_02334	Syaj.g_02010
OG0000432	Prah.g_02341	Syaj.g_02017
OG0000433	Prah.g_02344	Syaj.g_02020
OG0000434	Prah.g_02345	Syaj.g_02021
OG0000435	Prah.g_02350	Syaj.g_02023
OG0000436	Prah.g_02356	Syaj.g_02029
OG0000437	Prah.g_02357	Syaj.g_02030
OG0000438	Prah.g_02358	Syaj.g_02031
OG0000439	Prah.g_02360	Syaj.g_02033
OG0000440	Prah.g_02361	Syaj.g_02034
OG0000441	Prah.g_02364	Syaj.g_02038
OG0000442	Prah.g_02365	Syaj.g_02039
OG0000443	Prah.g_02370	Syaj.g_02040
OG0000444	Prah.g_02418	Syaj.g_02052
OG0000445	Prah.g_02417	Syaj.g_02053
OG0000446	Prah.g_02415	Syaj.g_02055
OG0000447	Prah.g_02411	Syaj.g_02058
OG0000448	Prah.g_02410	Syaj.g_02059
OG0000449	Prah.g_02409	Syaj.g_02060
OG0000450	Prah.g_02403	Syaj.g_02067
OG0000451	Prah.g_02402	Syaj.g_02068
OG0000452	Prah.g_02398	Syaj.g_02072
OG0000453	Prah.g_02397	Syaj.g_02073
OG0000454	Prah.g_02396	Syaj.g_02074
OG0000455	Prah.g_02395	Syaj.g_02075
OG0000456	Prah.g_02394	Syaj.g_02076
OG0000457	Prah.g_02392	Syaj.g_02078
OG0000458	Prah.g_02391	Syaj.g_02079
OG0000459	Prah.g_02390	Syaj.g_02080
OG0000460	Prah.g_01781	Syaj.g_02858
OG0000461	Prah.g_02074	Syaj.g_02623
OG0000462	Prah.g_02078	Syaj.g_02620
OG0000463	Prah.g_02079	Syaj.g_02619
OG0000464	Prah.g_02080	Syaj.g_02618
OG0000465	Prah.g_02082	Syaj.g_02617
OG0000466	Prah.g_02087	Syaj.g_02612
OG0000467	Prah.g_02089	Syaj.g_02610
OG0000468	Prah.g_02098	Syaj.g_02605
OG0000469	Prah.g_02111	Syaj.g_02590
OG0000470	Prah.g_02114	Syaj.g_02586
OG0000471	Prah.g_02115	Syaj.g_02585
OG0000472	Prah.g_02117	Syaj.g_02583
OG0000473	Prah.g_02119	Syaj.g_02581
OG0000474	Prah.g_02120	Syaj.g_02580
OG0000475	Prah.g_02121	Syaj.g_02579
OG0000476	Prah.g_02123	Syaj.g_02577
OG0000477	Prah.g_02128	Syaj.g_02571
OG0000478	Prah.g_02129	Syaj.g_02570
OG0000479	Prah.g_02130	Syaj.g_02569
OG0000480	Prah.g_02137	Syaj.g_02562
OG0000481	Prah.g_02139	Syaj.g_02560
OG0000482	Prah.g_02140	Syaj.g_02559
OG0000483	Prah.g_02144	Syaj.g_02555
OG0000484	Prah.g_02145	Syaj.g_02554
OG0000485	Prah.g_02146	Syaj.g_02553
OG0000486	Prah.g_02147	Syaj.g_02552
OG0000487	Prah.g_02152	Syaj.g_02546
OG0000488	Prah.g_02156	Syaj.g_02542
OG0000489	Prah.g_02167	Syaj.g_02529
OG0000490	Prah.g_02172	Syaj.g_02519
OG0000491	Prah.g_02173	Syaj.g_02517
OG0000492	Prah.g_02175	Syaj.g_02515
OG0000493	Prah.g_02176	Syaj.g_02514
OG0000494	Prah.g_02177	Syaj.g_02513
OG0000495	Prah.g_02178	Syaj.g_02512
OG0000496	Prah.g_02179	Syaj.g_02511
OG0000497	Prah.g_02180	Syaj.g_02510
OG0000498	Prah.g_02181	Syaj.g_02509
OG0000499	Prah.g_02182	Syaj.g_02508
OG0000500	Prah.g_02183	Syaj.g_02507
OG0000501	Prah.g_02186	Syaj.g_02504
OG0000502	Prah.g_02199	Syaj.g_02492
OG0000503	Prah.g_01940	Syaj.g_02805
OG0000504	Prah.g_01938	Syaj.g_02807
OG0000505	Prah.g_01937	Syaj.g_02808
OG0000506	Prah.g_01935	Syaj.g_02810
OG0000507	Prah.g_01930	Syaj.g_02816
OG0000508	Prah.g_01922	Syaj.g_02820
OG0000509	Prah.g_01920	Syaj.g_02822
OG0000510	Prah.g_01919	Syaj.g_02823
OG0000511	Prah.g_01918	Syaj.g_02824
OG0000512	Prah.g_01916	Syaj.g_02826
OG0000513	Prah.g_00209	Syaj.g_02833
OG0000514	Prah.g_00218	Syaj.g_02839
OG0000515	Prah.g_00219	Syaj.g_02840
OG0000516	Prah.g_00221	Syaj.g_01561
OG0000517	Prah.g_00229	Syaj.g_01556
OG0000518	Prah.g_00241	Syaj.g_01544
OG0000519	Prah.g_00242	Syaj.g_01543
OG0000520	Prah.g_00247	Syaj.g_01542
OG0000521	Prah.g_00255	Syaj.g_00271
OG0000522	Prah.g_00257	Syaj.g_00273
OG0000523	Prah.g_00258	Syaj.g_00274
OG0000524	Prah.g_00290	Syaj.g_01485
OG0000525	Prah.g_00304	Syaj.g_01454
OG0000526	Prah.g_00306	Syaj.g_01451
OG0000527	Prah.g_00310	Syaj.g_01446
OG0000528	Prah.g_01572	Syaj.g_00065
OG0000529	Prah.g_01565	Syaj.g_00073
OG0000530	Prah.g_01562	Syaj.g_00076
OG0000531	Prah.g_01561	Syaj.g_00077
OG0000532	Prah.g_01558	Syaj.g_00080
OG0000533	Prah.g_01556	Syaj.g_00081
OG0000534	Prah.g_01555	Syaj.g_00082
OG0000535	Prah.g_01554	Syaj.g_00083
OG0000536	Prah.g_01553	Syaj.g_00084
OG0000537	Prah.g_01552	Syaj.g_00085
OG0000538	Prah.g_01541	Syaj.g_00096
OG0000539	Prah.g_01540	Syaj.g_00097
OG0000540	Prah.g_01539	Syaj.g_00098
OG0000541	Prah.g_01538	Syaj.g_00099
OG0000542	Prah.g_01535	Syaj.g_00102
OG0000543	Prah.g_01533	Syaj.g_00104
OG0000544	Prah.g_01532	Syaj.g_00105
OG0000545	Prah.g_01530	Syaj.g_00107
OG0000546	Prah.g_01528	Syaj.g_00109
OG0000547	Prah.g_01526	Syaj.g_00111
OG0000548	Prah.g_01525	Syaj.g_00112
OG0000549	Prah.g_01519	Syaj.g_00118
OG0000550	Prah.g_01514	Syaj.g_00123
