Orthogroup	Prax	Prbg
OG0000102	Prax.g_01399	Prbg.g_01852
OG0000103	Prax.g_01478	Prbg.g_01937
OG0000104	Prax.g_01486	Prbg.g_00763
OG0000105	Prax.g_00901	Prbg.g_00053
OG0000106	Prax.g_00803	Prbg.g_00388
OG0000107	Prax.g_00790	Prbg.g_01714
OG0000108	Prax.g_00722	Prbg.g_00199
OG0000109	Prax.g_00707	Prbg.g_00213
OG0000110	Prax.g_00035	Prbg.g_00293
OG0000111	Prax.g_00943	Prbg.g_01144
OG0000112	Prax.g_00409	Prbg.g_00366
OG0000113	Prax.g_00351	Prbg.g_01182
OG0000114	Prax.g_00561	Prbg.g_01084
OG0000115	Prax.g_00132	Prbg.g_01555
OG0000116	Prax.g_00190	Prbg.g_01497
OG0000117	Prax.g_01959	Prbg.g_01459
OG0000118	Prax.g_01887	Prbg.g_00490
OG0000119	Prax.g_01867	Prbg.g_01540, Prbg.g_00688
OG0000120	Prax.g_01832	Prbg.g_00549
OG0000121	Prax.g_01726	Prbg.g_00593
OG0000122	Prax.g_01688	Prbg.g_00448, Prbg.g_00634
OG0000123	Prax.g_01345	Prbg.g_01792
OG0000124	Prax.g_01410	Prbg.g_01864
OG0000125	Prax.g_01447	Prbg.g_01900
OG0000126	Prax.g_01485	Prbg.g_00762
OG0000128	Prax.g_01974	Prbg.g_00778
OG0000129	Prax.g_00269	Prbg.g_00829
OG0000130	Prax.g_00640	Prbg.g_00800
OG0000131	Prax.g_01073	Prbg.g_00922
OG0000132	Prax.g_01054	Prbg.g_00942
OG0000133	Prax.g_00853, Prax.g_00852, Prax.g_01783	Prbg.g_00100
OG0000134	Prax.g_00816, Prax.g_01573	Prbg.g_00139
OG0000135	Prax.g_00792	Prbg.g_00459
OG0000136	Prax.g_00759	Prbg.g_00161
OG0000137	Prax.g_00727	Prbg.g_00194
OG0000138	Prax.g_00706	Prbg.g_00214
OG0000139	Prax.g_00664	Prbg.g_00254
OG0000140	Prax.g_00663	Prbg.g_00255
OG0000141	Prax.g_00066	Prbg.g_00327
OG0000142	Prax.g_00094	Prbg.g_01422
OG0000143	Prax.g_00098	Prbg.g_01418
OG0000144	Prax.g_00111	Prbg.g_01404
OG0000145	Prax.g_00413	Prbg.g_00461
OG0000146	Prax.g_00408	Prbg.g_00365
OG0000147	Prax.g_00407	Prbg.g_00364
OG0000148	Prax.g_00357	Prbg.g_01176
OG0000149	Prax.g_00326	Prbg.g_01208
OG0000150	Prax.g_00318	Prbg.g_01218
OG0000151	Prax.g_00571	Prbg.g_01094
OG0000152	Prax.g_01129	Prbg.g_01287
OG0000153	Prax.g_01148	Prbg.g_01306
OG0000154	Prax.g_01178	Prbg.g_01326
OG0000155	Prax.g_00220	Prbg.g_01465
OG0000156	Prax.g_01910	Prbg.g_00466
OG0000157	Prax.g_01909	Prbg.g_00467
OG0000158	Prax.g_01780	Prbg.g_01829
OG0000160	Prax.g_01727	Prbg.g_00592
OG0000161	Prax.g_01721	Prbg.g_00598
OG0000162	Prax.g_01715	Prbg.g_00604
OG0000163	Prax.g_01681	Prbg.g_00643
OG0000164	Prax.g_01535	Prbg.g_01674
OG0000165	Prax.g_01528	Prbg.g_01681
OG0000166	Prax.g_01302	Prbg.g_01748
OG0000167	Prax.g_01368	Prbg.g_01819
OG0000168	Prax.g_01378	Prbg.g_01830
OG0000169	Prax.g_01388	Prbg.g_01840
OG0000170	Prax.g_01390	Prbg.g_01843
OG0000171	Prax.g_01409	Prbg.g_01863
OG0000172	Prax.g_01418	Prbg.g_01870
OG0000173	Prax.g_01433	Prbg.g_01885
OG0000174	Prax.g_01460	Prbg.g_01915
OG0000175	Prax.g_01470	Prbg.g_01928
OG0000176	Prax.g_01494	Prbg.g_00771
OG0000177	Prax.g_01495	Prbg.g_00772
OG0000178	Prax.g_01496	Prbg.g_00773
OG0000179	Prax.g_00297	Prbg.g_00858
OG0000180	Prax.g_00296	Prbg.g_00857
OG0000181	Prax.g_00295	Prbg.g_00856
OG0000182	Prax.g_00294	Prbg.g_00855
OG0000183	Prax.g_00290	Prbg.g_00851
OG0000184	Prax.g_00621	Prbg.g_00825
OG0000185	Prax.g_00624	Prbg.g_00822
OG0000186	Prax.g_00635	Prbg.g_00806
OG0000187	Prax.g_00636	Prbg.g_00805
OG0000188	Prax.g_00653	Prbg.g_00788
OG0000189	Prax.g_01122	Prbg.g_00866
OG0000190	Prax.g_01121	Prbg.g_00868
OG0000191	Prax.g_01101	Prbg.g_00891
OG0000192	Prax.g_01097	Prbg.g_00896
OG0000193	Prax.g_01072	Prbg.g_00923
OG0000194	Prax.g_01069	Prbg.g_00926
OG0000195	Prax.g_01067	Prbg.g_00928
OG0000196	Prax.g_01057	Prbg.g_00939
OG0000197	Prax.g_01056	Prbg.g_00940
OG0000198	Prax.g_01055	Prbg.g_00941
OG0000199	Prax.g_01048	Prbg.g_00948
OG0000200	Prax.g_01034	Prbg.g_00962
OG0000201	Prax.g_01026	Prbg.g_00971
OG0000202	Prax.g_01025	Prbg.g_00972
OG0000203	Prax.g_01024	Prbg.g_00973
OG0000204	Prax.g_01023	Prbg.g_00974
OG0000205	Prax.g_01016	Prbg.g_00981
OG0000206	Prax.g_01011	Prbg.g_00986
OG0000207	Prax.g_01009	Prbg.g_00989
OG0000208	Prax.g_01008	Prbg.g_00990
OG0000209	Prax.g_00999	Prbg.g_00999
OG0000210	Prax.g_00998	Prbg.g_01000
OG0000211	Prax.g_00985	Prbg.g_01015
OG0000212	Prax.g_00978	Prbg.g_01023
OG0000213	Prax.g_00918	Prbg.g_01041
OG0000214	Prax.g_00908	Prbg.g_00046
OG0000215	Prax.g_00883	Prbg.g_00073
OG0000216	Prax.g_00881	Prbg.g_00074
OG0000217	Prax.g_00878	Prbg.g_00077
OG0000218	Prax.g_00876	Prbg.g_00079
OG0000219	Prax.g_00875	Prbg.g_00080
OG0000220	Prax.g_00874	Prbg.g_00081
OG0000221	Prax.g_00873	Prbg.g_00082
OG0000222	Prax.g_00865	Prbg.g_00089
OG0000223	Prax.g_00850	Prbg.g_00101
OG0000224	Prax.g_00848	Prbg.g_00103
OG0000225	Prax.g_00827	Prbg.g_00129
OG0000226	Prax.g_00823	Prbg.g_01941
OG0000227	Prax.g_00821	Prbg.g_01943
OG0000228	Prax.g_00818	Prbg.g_00136
OG0000229	Prax.g_00764	Prbg.g_00156
OG0000230	Prax.g_00762	Prbg.g_00158
OG0000231	Prax.g_00751	Prbg.g_00169
OG0000232	Prax.g_00743	Prbg.g_00180
OG0000233	Prax.g_00738	Prbg.g_00186
OG0000234	Prax.g_00726	Prbg.g_00195
OG0000235	Prax.g_00723	Prbg.g_00198
OG0000236	Prax.g_00708	Prbg.g_00212
OG0000237	Prax.g_00695	Prbg.g_00225
OG0000238	Prax.g_00689	Prbg.g_00231
OG0000239	Prax.g_00676	Prbg.g_00242
OG0000240	Prax.g_00675	Prbg.g_00243
OG0000241	Prax.g_00671	Prbg.g_00247
OG0000242	Prax.g_00669	Prbg.g_00249
OG0000243	Prax.g_00004	Prbg.g_00260
OG0000244	Prax.g_00007	Prbg.g_00264
OG0000245	Prax.g_00009	Prbg.g_00266
OG0000246	Prax.g_00013	Prbg.g_00270
OG0000247	Prax.g_00023	Prbg.g_00280
OG0000248	Prax.g_00025	Prbg.g_00283
OG0000249	Prax.g_00027	Prbg.g_00285
OG0000250	Prax.g_00032	Prbg.g_00290
OG0000251	Prax.g_00050	Prbg.g_00310
OG0000252	Prax.g_00053	Prbg.g_00313
OG0000253	Prax.g_00054	Prbg.g_00314
OG0000254	Prax.g_00070	Prbg.g_00331
OG0000255	Prax.g_00076	Prbg.g_00337
OG0000256	Prax.g_00086	Prbg.g_00347
OG0000257	Prax.g_00089	Prbg.g_01427
OG0000258	Prax.g_00102	Prbg.g_01413
OG0000259	Prax.g_00119	Prbg.g_01396
OG0000260	Prax.g_00122	Prbg.g_01393
OG0000261	Prax.g_00977	Prbg.g_01390
OG0000262	Prax.g_00973	Prbg.g_01386
OG0000263	Prax.g_00961	Prbg.g_01122
OG0000264	Prax.g_00951	Prbg.g_01133
OG0000265	Prax.g_00485	Prbg.g_01151
OG0000266	Prax.g_00475	Prbg.g_01367
OG0000267	Prax.g_00464	Prbg.g_01355
OG0000268	Prax.g_00463	Prbg.g_01354
OG0000269	Prax.g_00378	Prbg.g_01154
OG0000270	Prax.g_00375	Prbg.g_01157
OG0000271	Prax.g_00367	Prbg.g_01165
OG0000272	Prax.g_00366	Prbg.g_01166
OG0000273	Prax.g_00343	Prbg.g_01190
OG0000274	Prax.g_00342	Prbg.g_01191
OG0000275	Prax.g_00339	Prbg.g_01194
OG0000276	Prax.g_00334	Prbg.g_01200
OG0000277	Prax.g_00333	Prbg.g_01201
OG0000278	Prax.g_00330	Prbg.g_01204
OG0000279	Prax.g_00323	Prbg.g_01211
OG0000280	Prax.g_00322	Prbg.g_01212
OG0000281	Prax.g_00317	Prbg.g_01219
OG0000282	Prax.g_00563	Prbg.g_01086
OG0000283	Prax.g_00597	Prbg.g_01263
OG0000284	Prax.g_00602	Prbg.g_01268
OG0000285	Prax.g_00607	Prbg.g_01273
OG0000286	Prax.g_00619	Prbg.g_01286
OG0000287	Prax.g_01145	Prbg.g_01552
OG0000288	Prax.g_01177	Prbg.g_01325
OG0000289	Prax.g_01188	Prbg.g_01341
OG0000290	Prax.g_01201	Prbg.g_01237
OG0000291	Prax.g_01203	Prbg.g_01235
OG0000292	Prax.g_01759, Prax.g_01254	Prbg.g_01531
OG0000293	Prax.g_00191	Prbg.g_01496
OG0000294	Prax.g_00192	Prbg.g_01495
OG0000295	Prax.g_00212	Prbg.g_01472
OG0000296	Prax.g_00214	Prbg.g_01470
OG0000297	Prax.g_00222	Prbg.g_01461
OG0000298	Prax.g_00223	Prbg.g_01460
OG0000299	Prax.g_00240	Prbg.g_01441
OG0000300	Prax.g_00243	Prbg.g_01438
OG0000301	Prax.g_00244	Prbg.g_01437
OG0000302	Prax.g_00246	Prbg.g_01435
OG0000303	Prax.g_00253	Prbg.g_01429
OG0000304	Prax.g_00257	Prbg.g_00352
OG0000305	Prax.g_01871	Prbg.g_01529
OG0000306	Prax.g_01868	Prbg.g_01223
OG0000307	Prax.g_01854	Prbg.g_00538
OG0000308	Prax.g_01853	Prbg.g_00539
OG0000309	Prax.g_01849	Prbg.g_00543
OG0000310	Prax.g_01748	Prbg.g_00577
OG0000311	Prax.g_01746	Prbg.g_00579
OG0000312	Prax.g_01743	Prbg.g_00582
OG0000313	Prax.g_01724	Prbg.g_00595
OG0000314	Prax.g_01701	Prbg.g_00618
OG0000315	Prax.g_01691	Prbg.g_00628
OG0000316	Prax.g_01671	Prbg.g_00653
OG0000317	Prax.g_01561	Prbg.g_01647
OG0000318	Prax.g_01558	Prbg.g_01651
OG0000319	Prax.g_01545	Prbg.g_01664
OG0000320	Prax.g_01543	Prbg.g_01666
OG0000321	Prax.g_01542	Prbg.g_01667
OG0000322	Prax.g_01541	Prbg.g_01668
OG0000323	Prax.g_01532	Prbg.g_01677
OG0000324	Prax.g_01505	Prbg.g_01704
OG0000325	Prax.g_01263	Prbg.g_01715
OG0000326	Prax.g_01269	Prbg.g_01722
OG0000327	Prax.g_01297	Prbg.g_01743
OG0000328	Prax.g_01298	Prbg.g_01744
OG0000329	Prax.g_01315	Prbg.g_01761
OG0000330	Prax.g_01316	Prbg.g_01762
OG0000331	Prax.g_01317	Prbg.g_01763
OG0000332	Prax.g_01331	Prbg.g_01777
OG0000333	Prax.g_01333	Prbg.g_01779
OG0000334	Prax.g_01341	Prbg.g_01788
OG0000335	Prax.g_01346	Prbg.g_01793
OG0000336	Prax.g_01350	Prbg.g_01797
OG0000337	Prax.g_01366	Prbg.g_01815
OG0000338	Prax.g_01367	Prbg.g_01816
OG0000339	Prax.g_01371	Prbg.g_01822
OG0000340	Prax.g_01379	Prbg.g_01831
OG0000341	Prax.g_01381	Prbg.g_01833
OG0000342	Prax.g_01382	Prbg.g_01834
OG0000343	Prax.g_01383	Prbg.g_01835
OG0000344	Prax.g_01386	Prbg.g_01838
OG0000345	Prax.g_01391	Prbg.g_01844
OG0000346	Prax.g_01395	Prbg.g_01848
OG0000347	Prax.g_01411	Prbg.g_01865
OG0000348	Prax.g_01421	Prbg.g_01873
OG0000349	Prax.g_01438	Prbg.g_01891
OG0000350	Prax.g_01456	Prbg.g_00419
OG0000351	Prax.g_01473	Prbg.g_01931
OG0000352	Prax.g_01474	Prbg.g_01932
OG0000353	Prax.g_01489	Prbg.g_00766
OG0000355	Prax.g_01491	Prbg.g_00768
OG0000356	Prax.g_01492	Prbg.g_00769
OG0000357	Prax.g_01493	Prbg.g_00770
OG0000358	Prax.g_01497	Prbg.g_00774
OG0000359	Prax.g_01498	Prbg.g_00775
OG0000360	Prax.g_01499	Prbg.g_00776
OG0000361	Prax.g_01975	Prbg.g_00777
OG0000362	Prax.g_01973	Prbg.g_00779
OG0000363	Prax.g_00299	Prbg.g_00860
OG0000364	Prax.g_00298	Prbg.g_00859
OG0000365	Prax.g_00293	Prbg.g_00854
OG0000366	Prax.g_00292	Prbg.g_00853
OG0000367	Prax.g_00291	Prbg.g_00852
OG0000368	Prax.g_00289	Prbg.g_00850
OG0000369	Prax.g_00288	Prbg.g_00849
OG0000370	Prax.g_00287	Prbg.g_00848
OG0000371	Prax.g_00281	Prbg.g_00841
OG0000372	Prax.g_00278	Prbg.g_00838
OG0000373	Prax.g_00277	Prbg.g_00837
OG0000374	Prax.g_00276	Prbg.g_00836
OG0000375	Prax.g_00273	Prbg.g_00834
OG0000376	Prax.g_00271	Prbg.g_00832
OG0000377	Prax.g_00261	Prbg.g_00828
OG0000378	Prax.g_00622	Prbg.g_00824
OG0000379	Prax.g_00625	Prbg.g_00821
OG0000380	Prax.g_00637	Prbg.g_00804
OG0000381	Prax.g_00641	Prbg.g_00799
OG0000382	Prax.g_00652	Prbg.g_00789
OG0000383	Prax.g_00654	Prbg.g_00787
OG0000384	Prax.g_00655	Prbg.g_00786
OG0000385	Prax.g_00656	Prbg.g_00785
OG0000386	Prax.g_00657	Prbg.g_00784
OG0000387	Prax.g_01119	Prbg.g_00870
OG0000388	Prax.g_01116	Prbg.g_00874
OG0000389	Prax.g_01113	Prbg.g_00877
OG0000390	Prax.g_01106	Prbg.g_00887
OG0000391	Prax.g_01102	Prbg.g_00890
OG0000392	Prax.g_01098	Prbg.g_00894
OG0000393	Prax.g_01096	Prbg.g_00897
OG0000394	Prax.g_01095	Prbg.g_00898
OG0000395	Prax.g_01094	Prbg.g_00899
OG0000396	Prax.g_01091	Prbg.g_00901
OG0000397	Prax.g_01089	Prbg.g_00903
OG0000398	Prax.g_01087	Prbg.g_00906
OG0000399	Prax.g_01086	Prbg.g_00907
OG0000400	Prax.g_01085	Prbg.g_00908
OG0000401	Prax.g_01084	Prbg.g_00909
OG0000402	Prax.g_01082	Prbg.g_01349
OG0000403	Prax.g_01081	Prbg.g_00911
OG0000404	Prax.g_01080	Prbg.g_00912
OG0000405	Prax.g_01076	Prbg.g_00916
OG0000406	Prax.g_01071	Prbg.g_00924
OG0000407	Prax.g_01070	Prbg.g_00925
OG0000408	Prax.g_01068	Prbg.g_00927
OG0000409	Prax.g_01066	Prbg.g_00929
OG0000410	Prax.g_01065	Prbg.g_00930
OG0000411	Prax.g_01064	Prbg.g_00931
OG0000412	Prax.g_01063	Prbg.g_00932
OG0000413	Prax.g_01062	Prbg.g_00934
OG0000414	Prax.g_01061	Prbg.g_00935
OG0000415	Prax.g_01060	Prbg.g_00936
OG0000416	Prax.g_01059	Prbg.g_00937
OG0000417	Prax.g_01058	Prbg.g_00938
OG0000418	Prax.g_01053	Prbg.g_00943
OG0000419	Prax.g_01051	Prbg.g_00945
OG0000420	Prax.g_01050	Prbg.g_00946
OG0000421	Prax.g_01045	Prbg.g_00951
OG0000422	Prax.g_01044	Prbg.g_00952
OG0000423	Prax.g_01043	Prbg.g_00953
OG0000424	Prax.g_01042	Prbg.g_00954
OG0000425	Prax.g_01041	Prbg.g_00955
OG0000426	Prax.g_01040	Prbg.g_00956
OG0000427	Prax.g_01039	Prbg.g_00957
OG0000428	Prax.g_01037	Prbg.g_00959
OG0000429	Prax.g_01036	Prbg.g_00960
OG0000430	Prax.g_01035	Prbg.g_00961
OG0000431	Prax.g_01033	Prbg.g_00963
OG0000432	Prax.g_01030	Prbg.g_00967
OG0000433	Prax.g_01029	Prbg.g_00968
OG0000434	Prax.g_01028	Prbg.g_00969
OG0000435	Prax.g_01027	Prbg.g_00970
OG0000436	Prax.g_01022	Prbg.g_00975
OG0000437	Prax.g_01021	Prbg.g_00976
OG0000438	Prax.g_01020	Prbg.g_00977
OG0000439	Prax.g_01018	Prbg.g_00979
OG0000440	Prax.g_01017	Prbg.g_00980
OG0000441	Prax.g_01014	Prbg.g_00983
OG0000442	Prax.g_01013	Prbg.g_00984
OG0000443	Prax.g_01012	Prbg.g_00985
OG0000444	Prax.g_01007	Prbg.g_00991
OG0000445	Prax.g_01006	Prbg.g_00992
OG0000446	Prax.g_01005	Prbg.g_00993
OG0000447	Prax.g_01004	Prbg.g_00994
OG0000448	Prax.g_01003	Prbg.g_00995
OG0000449	Prax.g_01002	Prbg.g_00996
OG0000450	Prax.g_01001	Prbg.g_00997
OG0000451	Prax.g_01000	Prbg.g_00998
OG0000452	Prax.g_00997	Prbg.g_01001
OG0000453	Prax.g_00996	Prbg.g_01002
OG0000454	Prax.g_00995	Prbg.g_01003
OG0000455	Prax.g_00994	Prbg.g_01004
OG0000456	Prax.g_00993	Prbg.g_01005
OG0000457	Prax.g_00992	Prbg.g_01007
OG0000458	Prax.g_00991	Prbg.g_01008
OG0000459	Prax.g_00990	Prbg.g_01009
OG0000460	Prax.g_00983	Prbg.g_01017
OG0000461	Prax.g_00933	Prbg.g_01025
OG0000462	Prax.g_00931	Prbg.g_01027
OG0000463	Prax.g_00930	Prbg.g_01028
OG0000464	Prax.g_00929	Prbg.g_01029
OG0000465	Prax.g_00928	Prbg.g_01030
OG0000466	Prax.g_00925	Prbg.g_01033
OG0000467	Prax.g_00924	Prbg.g_01034
OG0000468	Prax.g_00922	Prbg.g_01037
OG0000469	Prax.g_00913	Prbg.g_01045
OG0000470	Prax.g_00911	Prbg.g_00042
OG0000471	Prax.g_00910	Prbg.g_00043
OG0000472	Prax.g_00909	Prbg.g_00045
OG0000473	Prax.g_00907	Prbg.g_00047
OG0000474	Prax.g_00906	Prbg.g_00048
OG0000475	Prax.g_00905	Prbg.g_00049
OG0000476	Prax.g_00904	Prbg.g_00051
OG0000477	Prax.g_00900	Prbg.g_00054
OG0000478	Prax.g_00899	Prbg.g_00055
OG0000479	Prax.g_00898	Prbg.g_00056
OG0000480	Prax.g_00893	Prbg.g_00061
OG0000481	Prax.g_00891	Prbg.g_00064
OG0000482	Prax.g_00890	Prbg.g_00065
OG0000483	Prax.g_00887	Prbg.g_00068
OG0000484	Prax.g_00886	Prbg.g_00069
OG0000485	Prax.g_00885	Prbg.g_00071
OG0000486	Prax.g_00884	Prbg.g_00072
OG0000487	Prax.g_00880	Prbg.g_00075
OG0000488	Prax.g_00877	Prbg.g_00078
OG0000489	Prax.g_00872	Prbg.g_00083
OG0000490	Prax.g_00867	Prbg.g_00087
OG0000491	Prax.g_00866	Prbg.g_00088
OG0000492	Prax.g_00864	Prbg.g_00090
OG0000493	Prax.g_00863	Prbg.g_00091
OG0000494	Prax.g_00862	Prbg.g_00092
OG0000495	Prax.g_00861	Prbg.g_00093
OG0000496	Prax.g_00860	Prbg.g_00094
OG0000497	Prax.g_00859	Prbg.g_00095
OG0000498	Prax.g_00858	Prbg.g_00096
OG0000499	Prax.g_00857	Prbg.g_00097
OG0000500	Prax.g_00856	Prbg.g_00098
OG0000501	Prax.g_00854	Prbg.g_00099
OG0000502	Prax.g_00849	Prbg.g_00102
OG0000503	Prax.g_00839	Prbg.g_00117
OG0000504	Prax.g_00838	Prbg.g_00119
OG0000505	Prax.g_00837	Prbg.g_00120
OG0000506	Prax.g_00835	Prbg.g_00121
OG0000507	Prax.g_00832	Prbg.g_00124
OG0000508	Prax.g_00828	Prbg.g_00128
OG0000509	Prax.g_00826	Prbg.g_00130
OG0000510	Prax.g_00825	Prbg.g_00131
OG0000511	Prax.g_00824	Prbg.g_00132
OG0000512	Prax.g_00822	Prbg.g_01942
OG0000513	Prax.g_00815	Prbg.g_00140
OG0000514	Prax.g_00769	Prbg.g_00151
OG0000515	Prax.g_00768	Prbg.g_00152
OG0000516	Prax.g_00767	Prbg.g_00153
OG0000517	Prax.g_00765	Prbg.g_00155
OG0000518	Prax.g_00754	Prbg.g_00166
OG0000519	Prax.g_00753	Prbg.g_00167
OG0000520	Prax.g_00752	Prbg.g_00168
OG0000521	Prax.g_00747	Prbg.g_00176
OG0000522	Prax.g_00746	Prbg.g_00178
OG0000523	Prax.g_00745	Prbg.g_00179
OG0000524	Prax.g_00740	Prbg.g_00184
OG0000525	Prax.g_00737	Prbg.g_00188
OG0000526	Prax.g_00736	Prbg.g_00189
OG0000527	Prax.g_00729	Prbg.g_00192
OG0000528	Prax.g_00724	Prbg.g_00197
OG0000529	Prax.g_00721	Prbg.g_00200
OG0000530	Prax.g_00718	Prbg.g_00203
OG0000531	Prax.g_00717	Prbg.g_00204
OG0000532	Prax.g_00715	Prbg.g_00206
OG0000533	Prax.g_00714	Prbg.g_00207
OG0000534	Prax.g_00713	Prbg.g_00208
OG0000535	Prax.g_00712	Prbg.g_00209
OG0000536	Prax.g_00711	Prbg.g_00210
OG0000537	Prax.g_00709	Prbg.g_00211
OG0000538	Prax.g_00701	Prbg.g_00220
OG0000539	Prax.g_00700	Prbg.g_00221
OG0000540	Prax.g_00699	Prbg.g_00222
OG0000541	Prax.g_00698	Prbg.g_00223
OG0000542	Prax.g_00696	Prbg.g_00224
OG0000543	Prax.g_00694	Prbg.g_00226
OG0000544	Prax.g_00693	Prbg.g_00227
OG0000545	Prax.g_00691	Prbg.g_00229
OG0000546	Prax.g_00688	Prbg.g_00232
OG0000547	Prax.g_00686	Prbg.g_00234
OG0000548	Prax.g_00685	Prbg.g_00235
OG0000549	Prax.g_00683	Prbg.g_00237
OG0000550	Prax.g_00678	Prbg.g_00241
OG0000551	Prax.g_00674	Prbg.g_00244
OG0000552	Prax.g_00673	Prbg.g_00245
OG0000553	Prax.g_00672	Prbg.g_00246
OG0000554	Prax.g_00667	Prbg.g_00251
OG0000555	Prax.g_00003	Prbg.g_00259
OG0000556	Prax.g_00005	Prbg.g_00261
OG0000557	Prax.g_00006	Prbg.g_00262
OG0000558	Prax.g_00008	Prbg.g_00265
OG0000559	Prax.g_00012	Prbg.g_00269
