Orthogroup	Prax	Syac
OG0000102	Prax.g_01399	Syac.g_00151
OG0000103	Prax.g_01478	Syac.g_02476
OG0000104	Prax.g_01486	Syac.g_02490
OG0000105	Prax.g_00901	Syac.g_02245
OG0000106	Prax.g_00803	Syac.g_01098
OG0000107	Prax.g_00790	Syac.g_02191
OG0000108	Prax.g_00722	Syac.g_01904
OG0000109	Prax.g_00707	Syac.g_01889
OG0000110	Prax.g_00035	Syac.g_01778
OG0000111	Prax.g_00943	Syac.g_00893
OG0000112	Prax.g_00409	Syac.g_01173
OG0000113	Prax.g_00351	Syac.g_01314
OG0000114	Prax.g_00561	Syac.g_01394
OG0000115	Prax.g_00132	Syac.g_01655
OG0000116	Prax.g_00190	Syac.g_00753
OG0000117	Prax.g_01959	Syac.g_01477
OG0000118	Prax.g_01887	Syac.g_01728
OG0000120	Prax.g_01832	Syac.g_00233
OG0000121	Prax.g_01726	Syac.g_01635
OG0000122	Prax.g_01688	Syac.g_01013
OG0000123	Prax.g_01345	Syac.g_02086
OG0000124	Prax.g_01410	Syac.g_00135
OG0000125	Prax.g_01447	Syac.g_02360
OG0000126	Prax.g_01485	Syac.g_02488
OG0000128	Prax.g_01974	Syac.g_00012
OG0000129	Prax.g_00269	Syac.g_02349
OG0000130	Prax.g_00640	Syac.g_00450
OG0000131	Prax.g_01073	Syac.g_00330
OG0000132	Prax.g_01054	Syac.g_00310
OG0000133	Prax.g_00853, Prax.g_00852, Prax.g_01783	Syac.g_01178
OG0000134	Prax.g_00816, Prax.g_01573	Syac.g_01985
OG0000135	Prax.g_00792	Syac.g_02398
OG0000136	Prax.g_00759	Syac.g_00701
OG0000137	Prax.g_00727	Syac.g_01700
OG0000138	Prax.g_00706	Syac.g_01888
OG0000139	Prax.g_00664	Syac.g_01830
OG0000140	Prax.g_00663	Syac.g_01829
OG0000141	Prax.g_00066	Syac.g_00934
OG0000142	Prax.g_00094	Syac.g_00979
OG0000143	Prax.g_00098	Syac.g_00983
OG0000144	Prax.g_00111	Syac.g_01090
OG0000145	Prax.g_00413	Syac.g_01882
OG0000146	Prax.g_00408	Syac.g_01172
OG0000147	Prax.g_00407	Syac.g_01171
OG0000148	Prax.g_00357	Syac.g_01320
OG0000149	Prax.g_00326	Syac.g_00832
OG0000150	Prax.g_00318	Syac.g_00935
OG0000151	Prax.g_00571	Syac.g_01383
OG0000152	Prax.g_01129	Syac.g_01182
OG0000153	Prax.g_01148	Syac.g_01217
OG0000154	Prax.g_01178	Syac.g_01241
OG0000155	Prax.g_00220	Syac.g_00804
OG0000156	Prax.g_01910	Syac.g_00743
OG0000157	Prax.g_01909	Syac.g_00742
OG0000158	Prax.g_01780	Syac.g_00182
OG0000160	Prax.g_01727	Syac.g_01633
OG0000161	Prax.g_01721	Syac.g_01641
OG0000162	Prax.g_01715	Syac.g_01648
OG0000163	Prax.g_01681	Syac.g_00619
OG0000164	Prax.g_01535	Syac.g_00508
OG0000165	Prax.g_01528	Syac.g_00674
OG0000166	Prax.g_01302	Syac.g_02132
OG0000167	Prax.g_01368	Syac.g_00194
OG0000168	Prax.g_01378	Syac.g_00179
OG0000169	Prax.g_01388	Syac.g_00168
OG0000170	Prax.g_01390	Syac.g_00161
OG0000171	Prax.g_01409	Syac.g_00136
OG0000172	Prax.g_01418	Syac.g_00084
OG0000173	Prax.g_01433	Syac.g_00057
OG0000174	Prax.g_01460	Syac.g_02401
OG0000175	Prax.g_01470	Syac.g_02465
OG0000176	Prax.g_01494	Syac.g_00004
OG0000177	Prax.g_01495	Syac.g_00005
OG0000178	Prax.g_01496	Syac.g_00006
OG0000179	Prax.g_00297	Syac.g_00019
OG0000180	Prax.g_00296	Syac.g_00020
OG0000181	Prax.g_00295	Syac.g_00021
OG0000182	Prax.g_00294	Syac.g_00022
OG0000183	Prax.g_00290	Syac.g_00026
OG0000184	Prax.g_00621	Syac.g_02339
OG0000185	Prax.g_00624	Syac.g_02336
OG0000186	Prax.g_00635	Syac.g_00454
OG0000187	Prax.g_00636	Syac.g_00453
OG0000188	Prax.g_00653	Syac.g_00433
OG0000189	Prax.g_01122	Syac.g_00408
OG0000190	Prax.g_01121	Syac.g_00406
OG0000191	Prax.g_01101	Syac.g_00373
OG0000192	Prax.g_01097	Syac.g_00368
OG0000193	Prax.g_01072	Syac.g_00329
OG0000194	Prax.g_01069	Syac.g_00326
OG0000195	Prax.g_01067	Syac.g_00324
OG0000196	Prax.g_01057	Syac.g_00313
OG0000197	Prax.g_01056	Syac.g_00312
OG0000198	Prax.g_01055	Syac.g_00311
OG0000199	Prax.g_01048	Syac.g_00303
OG0000200	Prax.g_01034	Syac.g_02261
OG0000201	Prax.g_01026	Syac.g_02278
OG0000202	Prax.g_01025	Syac.g_02279
OG0000203	Prax.g_01024	Syac.g_02280
OG0000204	Prax.g_01023	Syac.g_02281
OG0000205	Prax.g_01016	Syac.g_02288
OG0000206	Prax.g_01011	Syac.g_02297
OG0000207	Prax.g_01009	Syac.g_02300
OG0000208	Prax.g_01008	Syac.g_02301
OG0000209	Prax.g_00999	Syac.g_02316
OG0000210	Prax.g_00998	Syac.g_02317
OG0000211	Prax.g_00985	Syac.g_01972
OG0000212	Prax.g_00978	Syac.g_01963
OG0000213	Prax.g_00918	Syac.g_02219
OG0000214	Prax.g_00908	Syac.g_02236
OG0000215	Prax.g_00883	Syac.g_00281
OG0000216	Prax.g_00881	Syac.g_00277
OG0000217	Prax.g_00878	Syac.g_00273
OG0000218	Prax.g_00876	Syac.g_00271
OG0000219	Prax.g_00875	Syac.g_00270
OG0000220	Prax.g_00874	Syac.g_00269
OG0000221	Prax.g_00873	Syac.g_00261
OG0000222	Prax.g_00865	Syac.g_00247
OG0000223	Prax.g_00850	Syac.g_00225
OG0000224	Prax.g_00848	Syac.g_00217
OG0000225	Prax.g_00827	Syac.g_02004
OG0000226	Prax.g_00823	Syac.g_02000
OG0000227	Prax.g_00821	Syac.g_01998
OG0000228	Prax.g_00818	Syac.g_01989
OG0000229	Prax.g_00764	Syac.g_00692
OG0000230	Prax.g_00762	Syac.g_00694
OG0000231	Prax.g_00751	Syac.g_00710
OG0000232	Prax.g_00743	Syac.g_01717
OG0000233	Prax.g_00738	Syac.g_01713
OG0000234	Prax.g_00726	Syac.g_01699
OG0000235	Prax.g_00723	Syac.g_01905
OG0000236	Prax.g_00708	Syac.g_01890
OG0000237	Prax.g_00695	Syac.g_01873
OG0000238	Prax.g_00689	Syac.g_01868
OG0000239	Prax.g_00676	Syac.g_01852
OG0000240	Prax.g_00675	Syac.g_01851
OG0000241	Prax.g_00671	Syac.g_00970
OG0000242	Prax.g_00669	Syac.g_01839
OG0000243	Prax.g_00004	Syac.g_01821
OG0000244	Prax.g_00007	Syac.g_01814
OG0000245	Prax.g_00009	Syac.g_01811
OG0000246	Prax.g_00013	Syac.g_01807
OG0000247	Prax.g_00023	Syac.g_01795
OG0000248	Prax.g_00025	Syac.g_01792
OG0000249	Prax.g_00027	Syac.g_01790
OG0000250	Prax.g_00032	Syac.g_01782
OG0000251	Prax.g_00050	Syac.g_01757
OG0000252	Prax.g_00053	Syac.g_01753
OG0000253	Prax.g_00054	Syac.g_01752
OG0000254	Prax.g_00070	Syac.g_00939
OG0000255	Prax.g_00076	Syac.g_00947
OG0000256	Prax.g_00086	Syac.g_00963
OG0000257	Prax.g_00089	Syac.g_00969
OG0000258	Prax.g_00102	Syac.g_00988
OG0000259	Prax.g_00119	Syac.g_01425
OG0000260	Prax.g_00122	Syac.g_01422
OG0000261	Prax.g_00977	Syac.g_01418
OG0000262	Prax.g_00973	Syac.g_01413
OG0000263	Prax.g_00961	Syac.g_01497
OG0000264	Prax.g_00951	Syac.g_00915
OG0000265	Prax.g_00485	Syac.g_00673
OG0000266	Prax.g_00475	Syac.g_01271
OG0000267	Prax.g_00464	Syac.g_01131
OG0000268	Prax.g_00463	Syac.g_01132
OG0000269	Prax.g_00378	Syac.g_01346
OG0000270	Prax.g_00375	Syac.g_01343
OG0000271	Prax.g_00367	Syac.g_01335
OG0000272	Prax.g_00366	Syac.g_01334
OG0000273	Prax.g_00343	Syac.g_00854
OG0000274	Prax.g_00342	Syac.g_00853
OG0000275	Prax.g_00339	Syac.g_00848
OG0000276	Prax.g_00334	Syac.g_00840
OG0000277	Prax.g_00333	Syac.g_00839
OG0000278	Prax.g_00330	Syac.g_00836
OG0000279	Prax.g_00323	Syac.g_00828
OG0000280	Prax.g_00322	Syac.g_00814
OG0000281	Prax.g_00317	Syac.g_02158
OG0000282	Prax.g_00563	Syac.g_01392
OG0000283	Prax.g_00597	Syac.g_01142
OG0000284	Prax.g_00602	Syac.g_01148
OG0000285	Prax.g_00607	Syac.g_01160
OG0000286	Prax.g_00619	Syac.g_01181
OG0000287	Prax.g_01145	Syac.g_01692, Syac.g_01209
OG0000288	Prax.g_01177	Syac.g_01240
OG0000289	Prax.g_01188	Syac.g_01254
OG0000290	Prax.g_01201	Syac.g_00881
OG0000291	Prax.g_01203	Syac.g_00883
OG0000292	Prax.g_01759, Prax.g_01254	Syac.g_02487
OG0000293	Prax.g_00191	Syac.g_00754
OG0000294	Prax.g_00192	Syac.g_00755
OG0000295	Prax.g_00212	Syac.g_00796
OG0000296	Prax.g_00214	Syac.g_00798
OG0000297	Prax.g_00222	Syac.g_01475
OG0000298	Prax.g_00223	Syac.g_01476
OG0000299	Prax.g_00240	Syac.g_01503
OG0000300	Prax.g_00243	Syac.g_01510
OG0000301	Prax.g_00244	Syac.g_01511
OG0000302	Prax.g_00246	Syac.g_01512
OG0000303	Prax.g_00253	Syac.g_01520
OG0000304	Prax.g_00257	Syac.g_01526
OG0000305	Prax.g_01871	Syac.g_00886
OG0000306	Prax.g_01868	Syac.g_00810
OG0000307	Prax.g_01854	Syac.g_01924
OG0000308	Prax.g_01853	Syac.g_01926
OG0000309	Prax.g_01849	Syac.g_01931
OG0000310	Prax.g_01748	Syac.g_01607
OG0000311	Prax.g_01746	Syac.g_01611
OG0000312	Prax.g_01743	Syac.g_01619
OG0000313	Prax.g_01724	Syac.g_01638
OG0000314	Prax.g_01701	Syac.g_01665
OG0000315	Prax.g_01691	Syac.g_01675
OG0000316	Prax.g_01671	Syac.g_00601
OG0000317	Prax.g_01561	Syac.g_00552
OG0000318	Prax.g_01558	Syac.g_00543
OG0000319	Prax.g_01545	Syac.g_00525
OG0000320	Prax.g_01543	Syac.g_00523
OG0000321	Prax.g_01542	Syac.g_00522
OG0000322	Prax.g_01541	Syac.g_00521
OG0000323	Prax.g_01532	Syac.g_00506
OG0000324	Prax.g_01505	Syac.g_00648
OG0000325	Prax.g_01263	Syac.g_02190
OG0000326	Prax.g_01269	Syac.g_02183
OG0000327	Prax.g_01297	Syac.g_02137
OG0000328	Prax.g_01298	Syac.g_02136
OG0000329	Prax.g_01315	Syac.g_02119
OG0000330	Prax.g_01316	Syac.g_02118
OG0000331	Prax.g_01317	Syac.g_02117
OG0000332	Prax.g_01331	Syac.g_02103
OG0000333	Prax.g_01333	Syac.g_02100
OG0000334	Prax.g_01341	Syac.g_02090
OG0000335	Prax.g_01346	Syac.g_02085
OG0000336	Prax.g_01350	Syac.g_02081
OG0000337	Prax.g_01366	Syac.g_00199
OG0000338	Prax.g_01367	Syac.g_00196
OG0000339	Prax.g_01371	Syac.g_00190
OG0000340	Prax.g_01379	Syac.g_00178
OG0000341	Prax.g_01381	Syac.g_00176
OG0000342	Prax.g_01382	Syac.g_00175
OG0000343	Prax.g_01383	Syac.g_00174
OG0000344	Prax.g_01386	Syac.g_00170
OG0000345	Prax.g_01391	Syac.g_00160
OG0000346	Prax.g_01395	Syac.g_00155
OG0000347	Prax.g_01411	Syac.g_00129
OG0000348	Prax.g_01421	Syac.g_00070, Syac.g_00074
OG0000349	Prax.g_01438	Syac.g_00050
OG0000350	Prax.g_01456	Syac.g_02176
OG0000351	Prax.g_01473	Syac.g_02468
OG0000352	Prax.g_01474	Syac.g_02469
OG0000353	Prax.g_01489	Syac.g_02493
OG0000355	Prax.g_01491	Syac.g_00001
OG0000356	Prax.g_01492	Syac.g_00002
OG0000357	Prax.g_01493	Syac.g_00003
OG0000358	Prax.g_01497	Syac.g_00007
OG0000359	Prax.g_01498	Syac.g_00009
OG0000360	Prax.g_01499	Syac.g_00010
OG0000361	Prax.g_01975	Syac.g_00011
OG0000362	Prax.g_01973	Syac.g_00013
OG0000363	Prax.g_00299	Syac.g_00015
OG0000364	Prax.g_00298	Syac.g_00016
OG0000365	Prax.g_00293	Syac.g_00023
OG0000366	Prax.g_00292	Syac.g_00024
OG0000367	Prax.g_00291	Syac.g_00025
OG0000368	Prax.g_00289	Syac.g_00027
OG0000369	Prax.g_00288	Syac.g_00028
OG0000370	Prax.g_00287	Syac.g_00029
OG0000371	Prax.g_00281	Syac.g_00036
OG0000372	Prax.g_00278	Syac.g_00041
OG0000373	Prax.g_00277	Syac.g_00042
OG0000374	Prax.g_00276	Syac.g_00043
OG0000375	Prax.g_00273	Syac.g_00046
OG0000376	Prax.g_00271	Syac.g_00048
OG0000377	Prax.g_00261	Syac.g_02346
OG0000378	Prax.g_00622	Syac.g_02338
OG0000379	Prax.g_00625	Syac.g_02335
OG0000380	Prax.g_00637	Syac.g_00452
OG0000381	Prax.g_00641	Syac.g_00449
OG0000382	Prax.g_00652	Syac.g_00434
OG0000383	Prax.g_00654	Syac.g_00432
OG0000384	Prax.g_00655	Syac.g_00431
OG0000385	Prax.g_00656	Syac.g_00430
OG0000386	Prax.g_00657	Syac.g_00429
OG0000387	Prax.g_01119	Syac.g_00404
OG0000388	Prax.g_01116	Syac.g_00401
OG0000389	Prax.g_01113	Syac.g_00397
OG0000390	Prax.g_01106	Syac.g_00379
OG0000391	Prax.g_01102	Syac.g_00374
OG0000392	Prax.g_01098	Syac.g_00369
OG0000393	Prax.g_01096	Syac.g_00366
OG0000394	Prax.g_01095	Syac.g_00365
OG0000395	Prax.g_01094	Syac.g_00364
OG0000396	Prax.g_01091	Syac.g_00361
OG0000397	Prax.g_01089	Syac.g_00359
OG0000398	Prax.g_01087	Syac.g_00354
OG0000399	Prax.g_01086	Syac.g_00353
OG0000400	Prax.g_01085	Syac.g_00352
OG0000401	Prax.g_01084	Syac.g_00351
OG0000402	Prax.g_01082	Syac.g_00348
OG0000403	Prax.g_01081	Syac.g_00347
OG0000404	Prax.g_01080	Syac.g_00345
OG0000405	Prax.g_01076	Syac.g_00332
OG0000406	Prax.g_01071	Syac.g_00328
OG0000407	Prax.g_01070	Syac.g_00327
OG0000408	Prax.g_01068	Syac.g_00325
OG0000409	Prax.g_01066	Syac.g_00323
OG0000410	Prax.g_01065	Syac.g_00322
OG0000411	Prax.g_01064	Syac.g_00321
OG0000412	Prax.g_01063	Syac.g_00320
OG0000413	Prax.g_01062	Syac.g_00318
OG0000414	Prax.g_01061	Syac.g_00317
OG0000415	Prax.g_01060	Syac.g_00316
OG0000416	Prax.g_01059	Syac.g_00315
OG0000417	Prax.g_01058	Syac.g_00314
OG0000418	Prax.g_01053	Syac.g_00309
OG0000419	Prax.g_01051	Syac.g_00307
OG0000420	Prax.g_01050	Syac.g_00305
OG0000421	Prax.g_01045	Syac.g_00300
OG0000422	Prax.g_01044	Syac.g_00299
OG0000423	Prax.g_01043	Syac.g_00298
OG0000424	Prax.g_01042	Syac.g_00297
OG0000425	Prax.g_01041	Syac.g_00296
OG0000426	Prax.g_01040	Syac.g_00295
OG0000427	Prax.g_01039	Syac.g_00294
OG0000428	Prax.g_01037	Syac.g_02257
OG0000429	Prax.g_01036	Syac.g_02259
OG0000430	Prax.g_01035	Syac.g_02260
OG0000431	Prax.g_01033	Syac.g_02264
OG0000432	Prax.g_01030	Syac.g_02270
OG0000433	Prax.g_01029	Syac.g_02272
OG0000434	Prax.g_01028	Syac.g_02273
OG0000435	Prax.g_01027	Syac.g_02277
OG0000436	Prax.g_01022	Syac.g_02282
OG0000437	Prax.g_01021	Syac.g_02283
OG0000438	Prax.g_01020	Syac.g_02284
OG0000439	Prax.g_01018	Syac.g_02286
OG0000440	Prax.g_01017	Syac.g_02287
OG0000441	Prax.g_01014	Syac.g_02294
OG0000442	Prax.g_01013	Syac.g_02295
OG0000443	Prax.g_01012	Syac.g_02296
OG0000444	Prax.g_01007	Syac.g_02303
OG0000445	Prax.g_01006	Syac.g_02304
OG0000446	Prax.g_01005	Syac.g_02305
OG0000447	Prax.g_01004	Syac.g_02308
OG0000448	Prax.g_01003	Syac.g_02309
OG0000449	Prax.g_01002	Syac.g_02310
OG0000450	Prax.g_01001	Syac.g_02313
OG0000451	Prax.g_01000	Syac.g_02314
OG0000452	Prax.g_00997	Syac.g_02318
OG0000453	Prax.g_00996	Syac.g_02319
OG0000454	Prax.g_00995	Syac.g_02320
OG0000455	Prax.g_00994	Syac.g_02321
OG0000456	Prax.g_00993	Syac.g_02322
OG0000457	Prax.g_00992	Syac.g_02324
OG0000458	Prax.g_00991	Syac.g_02325
OG0000459	Prax.g_00990	Syac.g_02326
OG0000460	Prax.g_00983	Syac.g_01970
OG0000461	Prax.g_00933	Syac.g_02198
OG0000462	Prax.g_00931	Syac.g_02201
OG0000463	Prax.g_00930	Syac.g_02202
OG0000464	Prax.g_00929	Syac.g_02203
OG0000465	Prax.g_00928	Syac.g_02204
OG0000466	Prax.g_00925	Syac.g_02208
OG0000467	Prax.g_00924	Syac.g_02210
OG0000468	Prax.g_00922	Syac.g_02216
OG0000469	Prax.g_00913	Syac.g_02230
OG0000470	Prax.g_00911	Syac.g_02232
OG0000471	Prax.g_00910	Syac.g_02233
OG0000472	Prax.g_00909	Syac.g_02235
OG0000473	Prax.g_00907	Syac.g_02237
OG0000474	Prax.g_00906	Syac.g_02238
OG0000475	Prax.g_00905	Syac.g_02239
OG0000476	Prax.g_00904	Syac.g_02241
OG0000477	Prax.g_00900	Syac.g_02247
OG0000478	Prax.g_00899	Syac.g_02248
OG0000479	Prax.g_00898	Syac.g_02249
OG0000480	Prax.g_00893	Syac.g_00293
OG0000481	Prax.g_00891	Syac.g_00291
OG0000482	Prax.g_00890	Syac.g_00290
OG0000483	Prax.g_00887	Syac.g_00286
OG0000484	Prax.g_00886	Syac.g_00285
OG0000485	Prax.g_00885	Syac.g_00284
OG0000486	Prax.g_00884	Syac.g_00283
OG0000487	Prax.g_00880	Syac.g_00276
OG0000488	Prax.g_00877	Syac.g_00272
OG0000489	Prax.g_00872	Syac.g_00260
OG0000490	Prax.g_00867	Syac.g_00249
OG0000491	Prax.g_00866	Syac.g_00248
OG0000492	Prax.g_00864	Syac.g_00246
OG0000493	Prax.g_00863	Syac.g_00245
OG0000494	Prax.g_00862	Syac.g_00244
OG0000495	Prax.g_00861	Syac.g_00243
OG0000496	Prax.g_00860	Syac.g_00242
OG0000497	Prax.g_00859	Syac.g_00241
OG0000498	Prax.g_00858	Syac.g_00240
OG0000499	Prax.g_00857	Syac.g_00239
OG0000500	Prax.g_00856	Syac.g_00238
OG0000501	Prax.g_00854	Syac.g_00235
OG0000502	Prax.g_00849	Syac.g_00223
OG0000503	Prax.g_00839	Syac.g_02020
OG0000504	Prax.g_00838	Syac.g_02018
OG0000505	Prax.g_00837	Syac.g_02017
OG0000506	Prax.g_00835	Syac.g_02015
OG0000507	Prax.g_00832	Syac.g_02009
OG0000508	Prax.g_00828	Syac.g_02005
OG0000509	Prax.g_00826	Syac.g_02003
OG0000510	Prax.g_00825	Syac.g_02002
OG0000511	Prax.g_00824	Syac.g_02001
OG0000512	Prax.g_00822	Syac.g_01999
OG0000513	Prax.g_00815	Syac.g_01984
OG0000514	Prax.g_00769	Syac.g_01977
OG0000515	Prax.g_00768	Syac.g_01976
OG0000516	Prax.g_00767	Syac.g_00697
OG0000517	Prax.g_00765	Syac.g_00691
OG0000518	Prax.g_00754	Syac.g_00707
OG0000519	Prax.g_00753	Syac.g_00708
OG0000520	Prax.g_00752	Syac.g_00709
OG0000521	Prax.g_00747	Syac.g_01721
OG0000522	Prax.g_00746	Syac.g_01719
OG0000523	Prax.g_00745	Syac.g_01718
OG0000524	Prax.g_00740	Syac.g_01716
OG0000525	Prax.g_00737	Syac.g_01709
OG0000526	Prax.g_00736	Syac.g_01706
OG0000527	Prax.g_00729	Syac.g_01702
OG0000528	Prax.g_00724	Syac.g_01911
OG0000529	Prax.g_00721	Syac.g_01903
OG0000530	Prax.g_00718	Syac.g_01900
OG0000531	Prax.g_00717	Syac.g_01899
OG0000532	Prax.g_00715	Syac.g_01896
OG0000533	Prax.g_00714	Syac.g_01895
OG0000534	Prax.g_00713	Syac.g_01894
OG0000535	Prax.g_00712	Syac.g_01893
OG0000536	Prax.g_00711	Syac.g_01892
OG0000537	Prax.g_00709	Syac.g_01891
OG0000538	Prax.g_00701	Syac.g_01880
OG0000539	Prax.g_00700	Syac.g_01879
OG0000540	Prax.g_00699	Syac.g_01878
OG0000541	Prax.g_00698	Syac.g_01877
OG0000542	Prax.g_00696	Syac.g_01874
OG0000543	Prax.g_00694	Syac.g_01872
OG0000544	Prax.g_00693	Syac.g_01871
OG0000545	Prax.g_00691	Syac.g_01869
OG0000546	Prax.g_00688	Syac.g_01867
OG0000547	Prax.g_00686	Syac.g_01865
OG0000548	Prax.g_00685	Syac.g_01864
OG0000549	Prax.g_00683	Syac.g_01858
OG0000550	Prax.g_00678	Syac.g_01854
OG0000551	Prax.g_00674	Syac.g_01849
OG0000552	Prax.g_00673	Syac.g_01848
OG0000553	Prax.g_00672	Syac.g_01846
OG0000554	Prax.g_00667	Syac.g_01835
OG0000555	Prax.g_00003	Syac.g_01822
OG0000556	Prax.g_00005	Syac.g_01817
OG0000557	Prax.g_00006	Syac.g_01815
OG0000558	Prax.g_00008	Syac.g_01813
OG0000559	Prax.g_00012	Syac.g_01808
OG0000560	Prax.g_00015	Syac.g_01805
OG0000561	Prax.g_00016	Syac.g_01804
OG0000562	Prax.g_00017	Syac.g_01803
OG0000563	Prax.g_00018	Syac.g_01802
OG0000564	Prax.g_00019	Syac.g_01801
OG0000565	Prax.g_00022	Syac.g_01797
OG0000566	Prax.g_00024	Syac.g_01793
OG0000567	Prax.g_00028	Syac.g_01789
OG0000568	Prax.g_00029	Syac.g_01786
OG0000569	Prax.g_00030	Syac.g_01785
OG0000570	Prax.g_00031	Syac.g_01784
OG0000571	Prax.g_00033	Syac.g_01780
OG0000572	Prax.g_00046	Syac.g_01765
OG0000573	Prax.g_00051	Syac.g_01755
OG0000574	Prax.g_00052	Syac.g_01754
OG0000575	Prax.g_00056	Syac.g_01750
OG0000576	Prax.g_00058	Syac.g_01748
OG0000577	Prax.g_00059	Syac.g_01747
OG0000578	Prax.g_00060	Syac.g_01746
OG0000579	Prax.g_00061	Syac.g_01745
OG0000580	Prax.g_00062	Syac.g_01744
OG0000581	Prax.g_00064	Syac.g_01738
OG0000582	Prax.g_00067	Syac.g_00936
OG0000583	Prax.g_00068	Syac.g_00937
OG0000584	Prax.g_00069	Syac.g_00938
OG0000585	Prax.g_00071	Syac.g_00940
OG0000586	Prax.g_00072	Syac.g_00941
OG0000587	Prax.g_00073	Syac.g_00943
