Orthogroup	Prbm	Syaq
OG0000052	Prbm.g_00114	Syaq.g_00969
OG0000053	Prbm.g_01729	Syaq.g_00397
OG0000054	Prbm.g_00637	Syaq.g_02005
OG0000057	Prbm.g_00735	Syaq.g_02541, Syaq.g_02605
OG0000058	Prbm.g_00881	Syaq.g_00944
OG0000059	Prbm.g_01973	Syaq.g_00657
OG0000060	Prbm.g_01422	Syaq.g_00456, Syaq.g_01770, Syaq.g_00201
OG0000061	Prbm.g_01549	Syaq.g_00249
OG0000062	Prbm.g_01792	Syaq.g_01690
OG0000063	Prbm.g_01947	Syaq.g_01110
OG0000065	Prbm.g_00164	Syaq.g_01487, Syaq.g_01908
OG0000066	Prbm.g_00572	Syaq.g_01851
OG0000067	Prbm.g_00814	Syaq.g_02340, Syaq.g_02560
OG0000068	Prbm.g_01660	Syaq.g_01763
OG0000070	Prbm.g_00460	Syaq.g_00484
OG0000071	Prbm.g_00468, Prbm.g_01611	Syaq.g_00297
OG0000072	Prbm.g_00230	Syaq.g_01397
OG0000073	Prbm.g_00533	Syaq.g_01795
OG0000075	Prbm.g_02069	Syaq.g_00986
OG0000076	Prbm.g_02094	Syaq.g_01028
OG0000077	Prbm.g_00135	Syaq.g_01547
OG0000078	Prbm.g_00300	Syaq.g_01585
OG0000079	Prbm.g_00311	Syaq.g_00721
OG0000081	Prbm.g_00564	Syaq.g_01893
OG0000082	Prbm.g_01900	Syaq.g_01975
OG0000084	Prbm.g_01706	Syaq.g_00367
OG0000085	Prbm.g_01834	Syaq.g_01683
OG0000086	Prbm.g_00145	Syaq.g_01525
OG0000087	Prbm.g_00198	Syaq.g_01438
OG0000088	Prbm.g_00225	Syaq.g_01402
OG0000089	Prbm.g_00423	Syaq.g_00529
OG0000090	Prbm.g_00566	Syaq.g_01838
OG0000091	Prbm.g_00673	Syaq.g_02090
OG0000093	Prbm.g_00799	Syaq.g_02323
OG0000094	Prbm.g_00888	Syaq.g_00056, Syaq.g_02554
OG0000095	Prbm.g_01064	Syaq.g_02679
OG0000097	Prbm.g_01502	Syaq.g_00167
OG0000098	Prbm.g_01630	Syaq.g_02221, Syaq.g_01849
OG0000099	Prbm.g_00394	Syaq.g_00882
OG0000100	Prbm.g_01787	Syaq.g_02371
OG0000101	Prbm.g_02033	Syaq.g_00607
OG0000102	Prbm.g_02099	Syaq.g_01033
OG0000103	Prbm.g_02218	Syaq.g_01170
OG0000104	Prbm.g_02229	Syaq.g_01154
OG0000105	Prbm.g_00331	Syaq.g_00754
OG0000106	Prbm.g_01172, Prbm.g_01237	Syaq.g_01863
OG0000107	Prbm.g_01949	Syaq.g_00694
OG0000108	Prbm.g_00506	Syaq.g_01772
OG0000109	Prbm.g_00519	Syaq.g_01788
OG0000110	Prbm.g_00607	Syaq.g_01962
OG0000111	Prbm.g_00736	Syaq.g_02606
OG0000112	Prbm.g_00980	Syaq.g_02476
OG0000114	Prbm.g_00929	Syaq.g_02269
OG0000115	Prbm.g_01803	Syaq.g_00395
OG0000116	Prbm.g_01560	Syaq.g_00263
OG0000117	Prbm.g_01522	Syaq.g_00203
OG0000118	Prbm.g_01622	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbm.g_00707	Syaq.g_00883
OG0000121	Prbm.g_01712	Syaq.g_00375
OG0000122	Prbm.g_01751	Syaq.g_02118
OG0000123	Prbm.g_02040	Syaq.g_00599
OG0000124	Prbm.g_02111	Syaq.g_01055
OG0000125	Prbm.g_02176	Syaq.g_01256
OG0000126	Prbm.g_02228	Syaq.g_01156
OG0000128	Prbm.g_00011	Syaq.g_01138
OG0000129	Prbm.g_00053	Syaq.g_01269
OG0000130	Prbm.g_00126	Syaq.g_01559
OG0000131	Prbm.g_00204	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbm.g_00223	Syaq.g_01036, Syaq.g_01404
OG0000133	Prbm.g_00377	Syaq.g_02481
OG0000134	Prbm.g_00425	Syaq.g_00526
OG0000135	Prbm.g_01389	Syaq.g_01227
OG0000136	Prbm.g_00451	Syaq.g_00496
OG0000137	Prbm.g_00500	Syaq.g_00442
OG0000138	Prbm.g_00520	Syaq.g_01789
OG0000139	Prbm.g_00570	Syaq.g_01844
OG0000140	Prbm.g_00571	Syaq.g_01848
OG0000141	Prbm.g_00638	Syaq.g_02010
OG0000142	Prbm.g_00666	Syaq.g_02082
OG0000143	Prbm.g_00670	Syaq.g_02086
OG0000144	Prbm.g_00683	Syaq.g_02152
OG0000145	Prbm.g_01094	Syaq.g_01796
OG0000146	Prbm.g_00979	Syaq.g_02475
OG0000147	Prbm.g_00978	Syaq.g_02474
OG0000148	Prbm.g_00832	Syaq.g_02359
OG0000149	Prbm.g_00862	Syaq.g_02395
OG0000150	Prbm.g_00870	Syaq.g_02011
OG0000151	Prbm.g_00940	Syaq.g_02283
OG0000152	Prbm.g_00988	Syaq.g_02485
OG0000153	Prbm.g_01006	Syaq.g_02518
OG0000154	Prbm.g_01035	Syaq.g_00066
OG0000155	Prbm.g_01527	Syaq.g_00212
OG0000156	Prbm.g_01600	Syaq.g_00281
OG0000157	Prbm.g_01601	Syaq.g_00282
OG0000158	Prbm.g_02077	Syaq.g_01003
OG0000159	Prbm.g_02133	Syaq.g_00918
OG0000159	Prbm.g_02115	Syaq.g_00941
OG0000160	Prbm.g_01711	Syaq.g_00374
OG0000161	Prbm.g_01717	Syaq.g_00382
OG0000162	Prbm.g_01723	Syaq.g_00389
OG0000163	Prbm.g_01759	Syaq.g_02373, Syaq.g_01730
OG0000164	Prbm.g_01863	Syaq.g_01642
OG0000165	Prbm.g_01871	Syaq.g_01630
OG0000166	Prbm.g_01996	Syaq.g_00647
OG0000167	Prbm.g_02067	Syaq.g_00983
OG0000168	Prbm.g_02078	Syaq.g_01004
OG0000169	Prbm.g_02088	Syaq.g_01016
OG0000170	Prbm.g_02090	Syaq.g_01023
OG0000171	Prbm.g_02110	Syaq.g_01052
OG0000172	Prbm.g_02146	Syaq.g_01074
OG0000173	Prbm.g_02161	Syaq.g_01092
OG0000174	Prbm.g_02192	Syaq.g_01224
OG0000175	Prbm.g_02209	Syaq.g_01183
OG0000176	Prbm.g_00004	Syaq.g_01146
OG0000177	Prbm.g_00005	Syaq.g_01145
OG0000178	Prbm.g_00006	Syaq.g_01144
OG0000179	Prbm.g_00016	Syaq.g_01129
OG0000180	Prbm.g_00017	Syaq.g_01128
OG0000181	Prbm.g_00018	Syaq.g_01127
OG0000182	Prbm.g_00019	Syaq.g_01126
OG0000183	Prbm.g_00023	Syaq.g_01122
OG0000184	Prbm.g_00055	Syaq.g_01277
OG0000185	Prbm.g_00058	Syaq.g_01290
OG0000186	Prbm.g_00121	Syaq.g_01563
OG0000187	Prbm.g_00122	Syaq.g_01561
OG0000188	Prbm.g_00139	Syaq.g_01539
OG0000189	Prbm.g_00153	Syaq.g_01499, Syaq.g_00122
OG0000190	Prbm.g_00154	Syaq.g_01497
OG0000191	Prbm.g_00177	Syaq.g_01467
OG0000192	Prbm.g_00181	Syaq.g_01462
OG0000193	Prbm.g_00205	Syaq.g_01423
OG0000194	Prbm.g_00208	Syaq.g_01420
OG0000195	Prbm.g_00210	Syaq.g_01418
OG0000196	Prbm.g_00220	Syaq.g_01407
OG0000197	Prbm.g_00221	Syaq.g_01406
OG0000198	Prbm.g_00222	Syaq.g_01405
OG0000199	Prbm.g_00229	Syaq.g_01398
OG0000200	Prbm.g_00243	Syaq.g_01382
OG0000201	Prbm.g_00252	Syaq.g_01365
OG0000202	Prbm.g_00253	Syaq.g_01364
OG0000203	Prbm.g_00254	Syaq.g_01363
OG0000204	Prbm.g_00255	Syaq.g_01362
OG0000205	Prbm.g_00262	Syaq.g_01355
OG0000206	Prbm.g_00266	Syaq.g_01345
OG0000207	Prbm.g_00268	Syaq.g_01338
OG0000208	Prbm.g_00269	Syaq.g_01337
OG0000209	Prbm.g_00278	Syaq.g_01310
OG0000210	Prbm.g_00279	Syaq.g_01309
OG0000211	Prbm.g_00293	Syaq.g_01570
OG0000212	Prbm.g_00301	Syaq.g_01586
OG0000213	Prbm.g_00317	Syaq.g_00729
OG0000214	Prbm.g_00325	Syaq.g_00745
OG0000215	Prbm.g_00349	Syaq.g_00777
OG0000216	Prbm.g_00350	Syaq.g_00781
OG0000217	Prbm.g_00353	Syaq.g_00844
OG0000218	Prbm.g_00355	Syaq.g_00846
OG0000219	Prbm.g_00356	Syaq.g_00847
OG0000220	Prbm.g_00357	Syaq.g_00848
OG0000221	Prbm.g_00358	Syaq.g_00856
OG0000222	Prbm.g_00366	Syaq.g_00868
OG0000223	Prbm.g_00378	Syaq.g_00946
OG0000224	Prbm.g_00380	Syaq.g_00950
OG0000225	Prbm.g_00411	Syaq.g_00543
OG0000226	Prbm.g_00415	Syaq.g_00536
OG0000227	Prbm.g_00417	Syaq.g_00534
OG0000228	Prbm.g_00422	Syaq.g_00531
OG0000229	Prbm.g_00446	Syaq.g_00501
OG0000230	Prbm.g_00448	Syaq.g_00499
OG0000231	Prbm.g_00459	Syaq.g_00485
OG0000232	Prbm.g_00484	Syaq.g_00472
OG0000233	Prbm.g_00492	Syaq.g_00464
OG0000234	Prbm.g_00501	Syaq.g_00440
OG0000235	Prbm.g_00505	Syaq.g_01771
OG0000236	Prbm.g_00518	Syaq.g_01787
OG0000237	Prbm.g_00540	Syaq.g_01805
OG0000238	Prbm.g_00546	Syaq.g_01810
OG0000239	Prbm.g_00558	Syaq.g_01826
OG0000240	Prbm.g_00559	Syaq.g_01827
OG0000241	Prbm.g_00563	Syaq.g_02074
OG0000242	Prbm.g_00565	Syaq.g_01836
OG0000243	Prbm.g_00576	Syaq.g_01922
OG0000244	Prbm.g_00579	Syaq.g_01928
OG0000245	Prbm.g_00581	Syaq.g_01930
OG0000246	Prbm.g_00585	Syaq.g_01934
OG0000247	Prbm.g_00595	Syaq.g_01945
OG0000248	Prbm.g_00597	Syaq.g_01948
OG0000249	Prbm.g_00599	Syaq.g_01950
OG0000250	Prbm.g_00604	Syaq.g_01958
OG0000251	Prbm.g_00620	Syaq.g_01984
OG0000252	Prbm.g_00623	Syaq.g_01987
OG0000253	Prbm.g_00625	Syaq.g_01989
OG0000254	Prbm.g_00642	Syaq.g_02016
OG0000255	Prbm.g_00648	Syaq.g_02041
OG0000256	Prbm.g_00658	Syaq.g_02068
OG0000257	Prbm.g_00661	Syaq.g_02073
OG0000258	Prbm.g_00674	Syaq.g_02095
OG0000259	Prbm.g_00691	Syaq.g_02239
OG0000260	Prbm.g_00694	Syaq.g_02242
OG0000261	Prbm.g_00697	Syaq.g_02245
OG0000262	Prbm.g_00702	Syaq.g_02250
OG0000263	Prbm.g_00716	Syaq.g_00185
OG0000264	Prbm.g_00728	Syaq.g_02582
OG0000266	Prbm.g_00752	Syaq.g_00037
OG0000267	Prbm.g_00765	Syaq.g_02430
OG0000268	Prbm.g_00766	Syaq.g_02431
OG0000269	Prbm.g_00809	Syaq.g_02335
OG0000270	Prbm.g_00812	Syaq.g_02338
OG0000271	Prbm.g_00820	Syaq.g_02346
OG0000272	Prbm.g_00821	Syaq.g_02347
OG0000273	Prbm.g_00845	Syaq.g_02376
OG0000274	Prbm.g_00846	Syaq.g_02377
OG0000275	Prbm.g_00848	Syaq.g_02380
OG0000276	Prbm.g_00854	Syaq.g_02387
OG0000277	Prbm.g_00855	Syaq.g_02388
OG0000278	Prbm.g_00858	Syaq.g_02391
OG0000279	Prbm.g_00865	Syaq.g_02401
OG0000281	Prbm.g_00871	Syaq.g_02224
OG0000282	Prbm.g_00931	Syaq.g_02271
OG0000283	Prbm.g_00962	Syaq.g_02445
OG0000284	Prbm.g_00967	Syaq.g_02450
OG0000285	Prbm.g_00972	Syaq.g_02466
OG0000286	Prbm.g_00987	Syaq.g_02484
OG0000287	Prbm.g_00102	Syaq.g_02511
OG0000288	Prbm.g_01034	Syaq.g_00067
OG0000289	Prbm.g_01045	Syaq.g_00053
OG0000290	Prbm.g_01061	Syaq.g_02682
OG0000291	Prbm.g_01063	Syaq.g_02680
OG0000292	Prbm.g_01210	Syaq.g_01157
OG0000293	Prbm.g_01559	Syaq.g_00262
OG0000294	Prbm.g_01558	Syaq.g_00261
OG0000295	Prbm.g_01534	Syaq.g_00220
OG0000296	Prbm.g_01532	Syaq.g_00218
OG0000297	Prbm.g_01524	Syaq.g_00205
OG0000298	Prbm.g_01523	Syaq.g_00204
OG0000299	Prbm.g_01503	Syaq.g_00171
OG0000300	Prbm.g_01500	Syaq.g_00164
OG0000301	Prbm.g_01499	Syaq.g_00163
OG0000302	Prbm.g_01497	Syaq.g_00162
OG0000303	Prbm.g_01492	Syaq.g_00152
OG0000304	Prbm.g_01489	Syaq.g_00146
OG0000305	Prbm.g_01812	Syaq.g_02677
OG0000306	Prbm.g_00875	Syaq.g_01861
OG0000307	Prbm.g_01669	Syaq.g_01754
OG0000308	Prbm.g_01670	Syaq.g_01752
OG0000309	Prbm.g_01674	Syaq.g_01747
OG0000310	Prbm.g_01694	Syaq.g_00347
OG0000311	Prbm.g_01696	Syaq.g_00352
OG0000312	Prbm.g_01699	Syaq.g_00359
OG0000313	Prbm.g_01714	Syaq.g_00379
OG0000314	Prbm.g_01735	Syaq.g_00408
OG0000315	Prbm.g_01745	Syaq.g_00418
OG0000316	Prbm.g_01770	Syaq.g_01716
OG0000317	Prbm.g_01839	Syaq.g_01675
OG0000318	Prbm.g_01842	Syaq.g_01672
OG0000319	Prbm.g_01853	Syaq.g_01657
OG0000320	Prbm.g_01855	Syaq.g_01655
OG0000321	Prbm.g_01856	Syaq.g_01654
OG0000322	Prbm.g_01857	Syaq.g_01653
OG0000323	Prbm.g_01866	Syaq.g_01638
OG0000324	Prbm.g_01893	Syaq.g_01605
OG0000325	Prbm.g_01950	Syaq.g_00693
OG0000326	Prbm.g_01956	Syaq.g_00686
OG0000327	Prbm.g_01991	Syaq.g_00652
OG0000328	Prbm.g_01992	Syaq.g_00651
OG0000329	Prbm.g_02009	Syaq.g_00633
OG0000330	Prbm.g_02010	Syaq.g_00632
OG0000331	Prbm.g_02011	Syaq.g_00631
OG0000332	Prbm.g_02025	Syaq.g_00616
OG0000333	Prbm.g_02027	Syaq.g_00613
OG0000334	Prbm.g_02036	Syaq.g_00603
OG0000335	Prbm.g_02041	Syaq.g_00598
OG0000336	Prbm.g_02045	Syaq.g_00594
OG0000337	Prbm.g_02064	Syaq.g_00975
OG0000338	Prbm.g_02065	Syaq.g_00981
OG0000339	Prbm.g_02070	Syaq.g_00988
OG0000340	Prbm.g_02079	Syaq.g_01005
OG0000341	Prbm.g_02081	Syaq.g_01007
OG0000342	Prbm.g_02082	Syaq.g_01008
OG0000343	Prbm.g_02083	Syaq.g_01010
OG0000344	Prbm.g_02086	Syaq.g_01014
OG0000345	Prbm.g_02091	Syaq.g_01024
OG0000346	Prbm.g_02095	Syaq.g_01029
OG0000347	Prbm.g_02114	Syaq.g_01057
OG0000348	Prbm.g_02149	Syaq.g_01070
OG0000349	Prbm.g_02167	Syaq.g_01099
OG0000350	Prbm.g_02188	Syaq.g_00679
OG0000351	Prbm.g_02212	Syaq.g_01179
OG0000352	Prbm.g_02213	Syaq.g_01178
OG0000353	Prbm.g_02232	Syaq.g_01151
OG0000354	Prbm.g_01220	Syaq.g_01131
OG0000355	Prbm.g_00001	Syaq.g_01149
OG0000356	Prbm.g_00002	Syaq.g_01148
OG0000357	Prbm.g_00003	Syaq.g_01147
OG0000358	Prbm.g_00007	Syaq.g_01143
OG0000359	Prbm.g_00008	Syaq.g_01141
OG0000360	Prbm.g_00009	Syaq.g_01140
OG0000361	Prbm.g_00010	Syaq.g_01139
OG0000362	Prbm.g_00012	Syaq.g_01137
OG0000363	Prbm.g_00014	Syaq.g_01135
OG0000364	Prbm.g_00015	Syaq.g_01134
OG0000365	Prbm.g_00020	Syaq.g_01125
OG0000366	Prbm.g_00021	Syaq.g_01124
OG0000367	Prbm.g_00022	Syaq.g_01123
OG0000368	Prbm.g_00024	Syaq.g_01121
OG0000369	Prbm.g_00025	Syaq.g_01120
OG0000370	Prbm.g_00026	Syaq.g_01119
OG0000371	Prbm.g_00032	Syaq.g_01111
OG0000372	Prbm.g_00033	Syaq.g_01106
OG0000373	Prbm.g_00034	Syaq.g_01105
OG0000374	Prbm.g_00035	Syaq.g_01104
OG0000375	Prbm.g_00049	Syaq.g_01103
OG0000376	Prbm.g_00051	Syaq.g_01101
OG0000377	Prbm.g_00054	Syaq.g_01270
OG0000378	Prbm.g_00056	Syaq.g_01286
OG0000379	Prbm.g_00059	Syaq.g_01291
OG0000380	Prbm.g_00123	Syaq.g_01560
OG0000381	Prbm.g_00127	Syaq.g_01558
OG0000382	Prbm.g_00138	Syaq.g_01540
OG0000383	Prbm.g_00140	Syaq.g_01535
OG0000384	Prbm.g_00141	Syaq.g_01534
OG0000385	Prbm.g_00142	Syaq.g_01533
OG0000386	Prbm.g_00143	Syaq.g_01532
OG0000387	Prbm.g_00156	Syaq.g_01495
OG0000388	Prbm.g_00160	Syaq.g_01491
OG0000389	Prbm.g_00163	Syaq.g_01488
OG0000390	Prbm.g_00172	Syaq.g_01473
OG0000391	Prbm.g_00176	Syaq.g_01468
OG0000392	Prbm.g_00179	Syaq.g_01463
OG0000393	Prbm.g_00182	Syaq.g_01460
OG0000394	Prbm.g_00183	Syaq.g_01459
OG0000395	Prbm.g_00184	Syaq.g_01458
OG0000396	Prbm.g_00187	Syaq.g_01455
OG0000397	Prbm.g_00189	Syaq.g_01453
OG0000398	Prbm.g_00192	Syaq.g_01448
OG0000399	Prbm.g_00193	Syaq.g_01447
OG0000400	Prbm.g_00194	Syaq.g_01446
OG0000401	Prbm.g_00195	Syaq.g_01445
OG0000402	Prbm.g_01096	Syaq.g_01443
OG0000403	Prbm.g_00196	Syaq.g_01442
OG0000404	Prbm.g_00197	Syaq.g_01440
OG0000405	Prbm.g_00202	Syaq.g_01429
OG0000406	Prbm.g_00206	Syaq.g_01422
OG0000407	Prbm.g_00207	Syaq.g_01421
OG0000408	Prbm.g_00209	Syaq.g_01419
OG0000409	Prbm.g_00211	Syaq.g_01417
OG0000410	Prbm.g_00212	Syaq.g_01416
OG0000411	Prbm.g_00213	Syaq.g_01415
OG0000412	Prbm.g_00214	Syaq.g_01414
OG0000413	Prbm.g_00215	Syaq.g_01412
OG0000414	Prbm.g_00216	Syaq.g_01411
OG0000415	Prbm.g_00217	Syaq.g_01410
OG0000416	Prbm.g_00218	Syaq.g_01409
OG0000417	Prbm.g_00219	Syaq.g_01408
OG0000418	Prbm.g_00224	Syaq.g_01403
OG0000419	Prbm.g_00226	Syaq.g_01401
OG0000420	Prbm.g_00227	Syaq.g_01400
OG0000421	Prbm.g_00232	Syaq.g_01395
OG0000422	Prbm.g_00233	Syaq.g_01394
OG0000423	Prbm.g_00234	Syaq.g_01393
OG0000424	Prbm.g_00235	Syaq.g_01392
OG0000425	Prbm.g_00236	Syaq.g_01391
OG0000426	Prbm.g_00237	Syaq.g_01390
OG0000427	Prbm.g_00238	Syaq.g_01389
OG0000428	Prbm.g_00240	Syaq.g_01386
OG0000429	Prbm.g_00241	Syaq.g_01384
OG0000430	Prbm.g_00242	Syaq.g_01383
OG0000431	Prbm.g_00244	Syaq.g_01380
OG0000432	Prbm.g_00248	Syaq.g_01374
OG0000433	Prbm.g_00249	Syaq.g_01369
OG0000434	Prbm.g_00250	Syaq.g_01368
OG0000435	Prbm.g_00251	Syaq.g_01367
OG0000436	Prbm.g_00256	Syaq.g_01361
OG0000437	Prbm.g_00257	Syaq.g_01360
OG0000438	Prbm.g_00258	Syaq.g_01359
OG0000439	Prbm.g_00260	Syaq.g_01357
OG0000440	Prbm.g_00261	Syaq.g_01356
OG0000441	Prbm.g_00263	Syaq.g_01352
OG0000442	Prbm.g_00264	Syaq.g_01350
OG0000443	Prbm.g_00265	Syaq.g_01347
OG0000444	Prbm.g_00270	Syaq.g_01333
OG0000445	Prbm.g_00271	Syaq.g_01332
OG0000446	Prbm.g_00272	Syaq.g_01330
OG0000447	Prbm.g_00273	Syaq.g_01328
OG0000448	Prbm.g_00274	Syaq.g_01327
OG0000449	Prbm.g_00275	Syaq.g_01320
OG0000450	Prbm.g_00276	Syaq.g_01313
OG0000451	Prbm.g_00277	Syaq.g_01312
OG0000452	Prbm.g_00280	Syaq.g_01308
OG0000453	Prbm.g_00281	Syaq.g_01307
OG0000454	Prbm.g_00282	Syaq.g_01306
OG0000455	Prbm.g_00283	Syaq.g_01305
OG0000456	Prbm.g_00284	Syaq.g_01304
OG0000457	Prbm.g_00285	Syaq.g_01302
OG0000458	Prbm.g_00286	Syaq.g_01299
OG0000459	Prbm.g_00287	Syaq.g_01298
OG0000460	Prbm.g_00295	Syaq.g_01577
OG0000461	Prbm.g_00303	Syaq.g_00707
OG0000462	Prbm.g_00305	Syaq.g_00710
OG0000463	Prbm.g_00306	Syaq.g_00711
OG0000464	Prbm.g_00307	Syaq.g_00712
OG0000465	Prbm.g_00308	Syaq.g_00714
OG0000466	Prbm.g_00309	Syaq.g_00718
OG0000467	Prbm.g_00310	Syaq.g_00720
OG0000468	Prbm.g_00312	Syaq.g_00725
OG0000469	Prbm.g_00320	Syaq.g_00739
OG0000470	Prbm.g_00322	Syaq.g_00741
OG0000471	Prbm.g_00323	Syaq.g_00742
OG0000472	Prbm.g_00324	Syaq.g_00744
OG0000473	Prbm.g_00326	Syaq.g_00746
OG0000474	Prbm.g_00327	Syaq.g_00747
OG0000475	Prbm.g_00328	Syaq.g_00748
OG0000476	Prbm.g_00330	Syaq.g_00750
OG0000477	Prbm.g_00332	Syaq.g_00756
OG0000478	Prbm.g_00333	Syaq.g_00757
OG0000479	Prbm.g_00334	Syaq.g_00759
OG0000480	Prbm.g_00339	Syaq.g_00766
OG0000481	Prbm.g_00341	Syaq.g_00768
OG0000482	Prbm.g_00342	Syaq.g_00769
OG0000483	Prbm.g_00345	Syaq.g_00773
OG0000484	Prbm.g_00346	Syaq.g_00774
OG0000485	Prbm.g_00347	Syaq.g_00775
OG0000486	Prbm.g_00348	Syaq.g_00776
OG0000487	Prbm.g_00351	Syaq.g_00782
OG0000488	Prbm.g_00354	Syaq.g_00845
OG0000489	Prbm.g_00359	Syaq.g_00857
OG0000490	Prbm.g_00364	Syaq.g_00864
OG0000491	Prbm.g_00365	Syaq.g_00865
OG0000492	Prbm.g_00367	Syaq.g_00869
OG0000493	Prbm.g_00368	Syaq.g_00870
OG0000494	Prbm.g_00369	Syaq.g_00871
OG0000495	Prbm.g_00370	Syaq.g_00872
OG0000496	Prbm.g_00371	Syaq.g_00873
OG0000497	Prbm.g_00372	Syaq.g_00874
OG0000498	Prbm.g_00373	Syaq.g_00875
OG0000499	Prbm.g_00374	Syaq.g_00876
OG0000500	Prbm.g_00375	Syaq.g_00877
OG0000501	Prbm.g_00376	Syaq.g_00880
OG0000502	Prbm.g_00379	Syaq.g_00953
OG0000503	Prbm.g_00400	Syaq.g_00559
OG0000504	Prbm.g_00402	Syaq.g_00557
OG0000505	Prbm.g_00403	Syaq.g_00556
OG0000506	Prbm.g_00404	Syaq.g_00554
OG0000507	Prbm.g_00407	Syaq.g_00548
OG0000508	Prbm.g_00410	Syaq.g_00544
OG0000509	Prbm.g_00412	Syaq.g_00542
OG0000510	Prbm.g_00413	Syaq.g_00538
OG0000511	Prbm.g_00414	Syaq.g_00537
OG0000512	Prbm.g_00416	Syaq.g_00535
OG0000513	Prbm.g_00426	Syaq.g_00525
OG0000514	Prbm.g_00440	Syaq.g_00514
OG0000515	Prbm.g_00441	Syaq.g_00513
OG0000516	Prbm.g_00442	Syaq.g_00509
OG0000517	Prbm.g_00445	Syaq.g_00502
OG0000518	Prbm.g_00456	Syaq.g_00490
OG0000519	Prbm.g_00457	Syaq.g_00489
OG0000520	Prbm.g_00458	Syaq.g_00488
OG0000521	Prbm.g_00480	Syaq.g_00477
OG0000522	Prbm.g_00482	Syaq.g_00475
OG0000523	Prbm.g_00483	Syaq.g_00474
OG0000524	Prbm.g_00490	Syaq.g_00469
OG0000525	Prbm.g_00494	Syaq.g_00450
OG0000526	Prbm.g_00495	Syaq.g_00448
OG0000527	Prbm.g_00498	Syaq.g_00444
OG0000528	Prbm.g_00504	Syaq.g_01768
OG0000529	Prbm.g_00507	Syaq.g_01773
OG0000530	Prbm.g_00510	Syaq.g_01776
OG0000531	Prbm.g_00511	Syaq.g_01777
OG0000532	Prbm.g_00512	Syaq.g_01780
OG0000533	Prbm.g_00513	Syaq.g_01782
OG0000534	Prbm.g_00514	Syaq.g_01783
OG0000535	Prbm.g_00515	Syaq.g_01784
OG0000536	Prbm.g_00516	Syaq.g_01785
OG0000537	Prbm.g_00517	Syaq.g_01786
OG0000538	Prbm.g_00534	Syaq.g_01798
OG0000539	Prbm.g_00535	Syaq.g_01799
OG0000540	Prbm.g_00536	Syaq.g_01800
OG0000541	Prbm.g_00537	Syaq.g_01801
OG0000542	Prbm.g_00539	Syaq.g_01804
OG0000543	Prbm.g_00541	Syaq.g_01806
