Orthogroup	Prbf	Prar
OG0000239	Prbf.g_01482	Prar.g_00178
OG0000240	Prbf.g_01484	Prar.g_00176
OG0000241	Prbf.g_01485	Prar.g_00175
OG0000242	Prbf.g_01486	Prar.g_00174
OG0000243	Prbf.g_01487	Prar.g_00173
OG0000244	Prbf.g_01488	Prar.g_00172
OG0000245	Prbf.g_01490	Prar.g_00171
OG0000246	Prbf.g_01492	Prar.g_00169
OG0000247	Prbf.g_01493	Prar.g_00168
OG0000248	Prbf.g_01494	Prar.g_00167
OG0000249	Prbf.g_01495	Prar.g_00166
OG0000250	Prbf.g_01496	Prar.g_00165
OG0000251	Prbf.g_01497	Prar.g_00164
OG0000252	Prbf.g_01498	Prar.g_00163
OG0000253	Prbf.g_01499	Prar.g_00162
OG0000254	Prbf.g_01501	Prar.g_00160
OG0000255	Prbf.g_01502	Prar.g_00159
OG0000256	Prbf.g_01505	Prar.g_00156
OG0000257	Prbf.g_01507	Prar.g_00154
OG0000258	Prbf.g_01508	Prar.g_00153
OG0000259	Prbf.g_01509	Prar.g_00152
OG0000260	Prbf.g_01510	Prar.g_00151
OG0000261	Prbf.g_01511	Prar.g_00150
OG0000262	Prbf.g_01512	Prar.g_00149
OG0000263	Prbf.g_01513	Prar.g_00148
OG0000264	Prbf.g_01515	Prar.g_00146
OG0000265	Prbf.g_01516	Prar.g_00145
OG0000266	Prbf.g_01517	Prar.g_00144
OG0000267	Prbf.g_01519	Prar.g_00142
OG0000268	Prbf.g_01521	Prar.g_00141
OG0000269	Prbf.g_01522	Prar.g_00140
OG0000270	Prbf.g_01523	Prar.g_00139
OG0000271	Prbf.g_01524	Prar.g_00138
OG0000272	Prbf.g_01525	Prar.g_00137
OG0000273	Prbf.g_01526	Prar.g_00136
OG0000274	Prbf.g_01527	Prar.g_00135
OG0000275	Prbf.g_01528	Prar.g_00134
OG0000276	Prbf.g_01529	Prar.g_00133
OG0000277	Prbf.g_01530	Prar.g_00132
OG0000278	Prbf.g_01531	Prar.g_00131
OG0000279	Prbf.g_01532	Prar.g_00130
OG0000280	Prbf.g_01533	Prar.g_00129
OG0000281	Prbf.g_01535	Prar.g_00127
OG0000282	Prbf.g_01536	Prar.g_00126
OG0000283	Prbf.g_01539	Prar.g_00123
OG0000284	Prbf.g_01540	Prar.g_00122
OG0000285	Prbf.g_01541	Prar.g_00121
OG0000286	Prbf.g_01543	Prar.g_00119
OG0000287	Prbf.g_01545	Prar.g_00118
OG0000288	Prbf.g_01546	Prar.g_00117
OG0000289	Prbf.g_01547	Prar.g_00116
OG0000290	Prbf.g_01548	Prar.g_00115
OG0000291	Prbf.g_01549	Prar.g_00114
OG0000292	Prbf.g_01550	Prar.g_00113
OG0000293	Prbf.g_01551	Prar.g_00112
OG0000294	Prbf.g_01552	Prar.g_00111
OG0000295	Prbf.g_01553	Prar.g_00110
OG0000296	Prbf.g_01554	Prar.g_00109
OG0000297	Prbf.g_01555	Prar.g_00108
OG0000298	Prbf.g_01556	Prar.g_00107
OG0000299	Prbf.g_01557	Prar.g_00106
OG0000300	Prbf.g_01558	Prar.g_00105
OG0000301	Prbf.g_01559	Prar.g_00104
OG0000302	Prbf.g_01560	Prar.g_00103
OG0000303	Prbf.g_01561	Prar.g_00102
OG0000304	Prbf.g_01563	Prar.g_00101
OG0000305	Prbf.g_01564	Prar.g_00100
OG0000306	Prbf.g_01565	Prar.g_00099
OG0000307	Prbf.g_01567	Prar.g_00098
OG0000308	Prbf.g_01568	Prar.g_00097
OG0000309	Prbf.g_01569	Prar.g_00096
OG0000310	Prbf.g_01570	Prar.g_00095
OG0000311	Prbf.g_01571	Prar.g_00094
OG0000312	Prbf.g_01573	Prar.g_00092
OG0000313	Prbf.g_01574	Prar.g_00091
OG0000314	Prbf.g_01578	Prar.g_00088
OG0000315	Prbf.g_01579	Prar.g_00087
OG0000316	Prbf.g_01581	Prar.g_00085
OG0000317	Prbf.g_01583	Prar.g_00083
OG0000318	Prbf.g_01584	Prar.g_00082
OG0000319	Prbf.g_01585	Prar.g_00081
OG0000320	Prbf.g_01586	Prar.g_00080
OG0000321	Prbf.g_01589	Prar.g_00077
OG0000322	Prbf.g_01593	Prar.g_00334
OG0000323	Prbf.g_01594	Prar.g_00333
OG0000324	Prbf.g_01597	Prar.g_00330
OG0000325	Prbf.g_01598	Prar.g_00328
OG0000326	Prbf.g_01599	Prar.g_00327
OG0000327	Prbf.g_01601	Prar.g_00325
OG0000328	Prbf.g_01602	Prar.g_00324
OG0000329	Prbf.g_01603	Prar.g_00323
OG0000330	Prbf.g_01604	Prar.g_00322
OG0000331	Prbf.g_01606	Prar.g_00321
OG0000332	Prbf.g_01607	Prar.g_00320
OG0000333	Prbf.g_01608	Prar.g_00319
OG0000334	Prbf.g_01609	Prar.g_00318
OG0000335	Prbf.g_01610	Prar.g_00317
OG0000336	Prbf.g_01612	Prar.g_00316
OG0000337	Prbf.g_01615	Prar.g_00312
OG0000338	Prbf.g_01616	Prar.g_00311
OG0000339	Prbf.g_01617	Prar.g_00310
OG0000340	Prbf.g_01618	Prar.g_00309
OG0000341	Prbf.g_01622	Prar.g_00305
OG0000342	Prbf.g_01623	Prar.g_00304
OG0000343	Prbf.g_01626	Prar.g_00302
OG0000344	Prbf.g_01627	Prar.g_00301
OG0000345	Prbf.g_01628	Prar.g_00300
OG0000346	Prbf.g_01629	Prar.g_00299
OG0000347	Prbf.g_01630	Prar.g_00298
OG0000348	Prbf.g_01632	Prar.g_00297
OG0000349	Prbf.g_01633	Prar.g_00296
OG0000350	Prbf.g_01634	Prar.g_00295
OG0000351	Prbf.g_01636	Prar.g_00292
OG0000352	Prbf.g_01639	Prar.g_00289
OG0000353	Prbf.g_01640	Prar.g_00288
OG0000354	Prbf.g_01641	Prar.g_00287
OG0000355	Prbf.g_01642	Prar.g_00286
OG0000356	Prbf.g_01643	Prar.g_00285
OG0000357	Prbf.g_01644	Prar.g_00284
OG0000358	Prbf.g_01645	Prar.g_00283
OG0000359	Prbf.g_01646	Prar.g_00282
OG0000360	Prbf.g_01648	Prar.g_00279
OG0000361	Prbf.g_01649	Prar.g_00278
OG0000362	Prbf.g_01650	Prar.g_00277
OG0000363	Prbf.g_01651	Prar.g_00276
OG0000364	Prbf.g_01652	Prar.g_00275
OG0000365	Prbf.g_01653	Prar.g_00274
OG0000366	Prbf.g_01654	Prar.g_00273
OG0000367	Prbf.g_01655	Prar.g_00272
OG0000368	Prbf.g_01656	Prar.g_00271
OG0000369	Prbf.g_01657	Prar.g_00270
OG0000370	Prbf.g_01658	Prar.g_00269
OG0000371	Prbf.g_01659	Prar.g_00268
OG0000372	Prbf.g_01660	Prar.g_00266
OG0000373	Prbf.g_01662	Prar.g_00264
OG0000374	Prbf.g_01663	Prar.g_00263
OG0000375	Prbf.g_01664	Prar.g_00262
OG0000376	Prbf.g_01665	Prar.g_00260
OG0000377	Prbf.g_01671	Prar.g_00259
OG0000378	Prbf.g_01672	Prar.g_00258
OG0000379	Prbf.g_01678	Prar.g_00394
OG0000380	Prbf.g_01680	Prar.g_00395
OG0000381	Prbf.g_01681	Prar.g_00396
OG0000382	Prbf.g_01682	Prar.g_00398
OG0000383	Prbf.g_01685	Prar.g_00401
OG0000384	Prbf.g_01686	Prar.g_00402
OG0000385	Prbf.g_01689	Prar.g_00405
OG0000386	Prbf.g_01690	Prar.g_00406
OG0000387	Prbf.g_01691	Prar.g_00407
OG0000388	Prbf.g_01692	Prar.g_00408
OG0000389	Prbf.g_01693	Prar.g_00409
OG0000390	Prbf.g_01694	Prar.g_00410
OG0000391	Prbf.g_01695	Prar.g_00411
OG0000392	Prbf.g_01696	Prar.g_00412
OG0000393	Prbf.g_01700	Prar.g_00415
OG0000394	Prbf.g_01701	Prar.g_00416
OG0000395	Prbf.g_01704	Prar.g_00418
OG0000396	Prbf.g_01190	Prar.g_00419
OG0000397	Prbf.g_00874	Prar.g_00432
OG0000398	Prbf.g_00741	Prar.g_00440
OG0000399	Prbf.g_00879	Prar.g_00441
OG0000400	Prbf.g_00629	Prar.g_00446
OG0000401	Prbf.g_01715	Prar.g_00479
OG0000402	Prbf.g_01716	Prar.g_00480
OG0000403	Prbf.g_01717	Prar.g_00481
OG0000404	Prbf.g_01719	Prar.g_00483
OG0000405	Prbf.g_01720	Prar.g_00484
OG0000406	Prbf.g_01722	Prar.g_00486
OG0000407	Prbf.g_01723	Prar.g_00487
OG0000408	Prbf.g_01724	Prar.g_00488
OG0000409	Prbf.g_01725	Prar.g_00489
OG0000410	Prbf.g_01726	Prar.g_00490
OG0000411	Prbf.g_01727	Prar.g_00491
OG0000412	Prbf.g_01728	Prar.g_00492
OG0000413	Prbf.g_01729	Prar.g_00493
OG0000414	Prbf.g_01730	Prar.g_00494
OG0000415	Prbf.g_01731	Prar.g_00495
OG0000416	Prbf.g_01732	Prar.g_00496
OG0000417	Prbf.g_01733	Prar.g_00497
OG0000418	Prbf.g_01734	Prar.g_00498
OG0000419	Prbf.g_01735	Prar.g_00499
OG0000420	Prbf.g_01736	Prar.g_00500
OG0000421	Prbf.g_01740	Prar.g_00501
OG0000422	Prbf.g_01742	Prar.g_00503
OG0000423	Prbf.g_01743	Prar.g_00504
OG0000424	Prbf.g_01744	Prar.g_00506
OG0000425	Prbf.g_01748	Prar.g_00510
OG0000426	Prbf.g_01749	Prar.g_00511
OG0000427	Prbf.g_01750	Prar.g_00512
OG0000428	Prbf.g_01752	Prar.g_00513
OG0000429	Prbf.g_01753	Prar.g_00514
OG0000430	Prbf.g_01754	Prar.g_00521
OG0000431	Prbf.g_01756	Prar.g_00523
OG0000432	Prbf.g_01757	Prar.g_00524
OG0000433	Prbf.g_01760	Prar.g_00527
OG0000434	Prbf.g_01761	Prar.g_00528
OG0000435	Prbf.g_01762	Prar.g_00529
OG0000436	Prbf.g_01764	Prar.g_00531
OG0000437	Prbf.g_01766	Prar.g_00533
OG0000438	Prbf.g_01767	Prar.g_00534
OG0000439	Prbf.g_01768	Prar.g_00535
OG0000440	Prbf.g_01770	Prar.g_00537
OG0000441	Prbf.g_01771	Prar.g_00538
OG0000442	Prbf.g_01772	Prar.g_00539
OG0000443	Prbf.g_01773	Prar.g_00540
OG0000444	Prbf.g_01774	Prar.g_00541
OG0000445	Prbf.g_01775	Prar.g_00542
OG0000446	Prbf.g_01776	Prar.g_00543
OG0000447	Prbf.g_01777	Prar.g_00544
OG0000448	Prbf.g_01778	Prar.g_00545
OG0000449	Prbf.g_01784	Prar.g_01331
OG0000450	Prbf.g_01785	Prar.g_01332
OG0000451	Prbf.g_01786	Prar.g_01333
OG0000452	Prbf.g_01787	Prar.g_01334
OG0000453	Prbf.g_01788	Prar.g_01336
OG0000454	Prbf.g_01789	Prar.g_01337
OG0000455	Prbf.g_01790	Prar.g_01338
OG0000456	Prbf.g_01791	Prar.g_01339
OG0000457	Prbf.g_01793	Prar.g_01341
OG0000458	Prbf.g_01795	Prar.g_01343
OG0000459	Prbf.g_01796	Prar.g_01344
OG0000460	Prbf.g_01798	Prar.g_01345
OG0000461	Prbf.g_01799	Prar.g_01346
OG0000462	Prbf.g_01800	Prar.g_01347
OG0000463	Prbf.g_01801	Prar.g_01348
OG0000464	Prbf.g_01805	Prar.g_01353
OG0000465	Prbf.g_01806	Prar.g_01355
OG0000466	Prbf.g_01807	Prar.g_01356
OG0000467	Prbf.g_01808	Prar.g_01357
OG0000468	Prbf.g_01809	Prar.g_01358
OG0000469	Prbf.g_01810	Prar.g_01359
OG0000470	Prbf.g_01811	Prar.g_01360
OG0000471	Prbf.g_01812	Prar.g_01361
OG0000472	Prbf.g_01815	Prar.g_01364
OG0000473	Prbf.g_01816	Prar.g_01365
OG0000474	Prbf.g_01817	Prar.g_01366
OG0000475	Prbf.g_01818	Prar.g_01367
OG0000476	Prbf.g_01819	Prar.g_01368
OG0000477	Prbf.g_01821	Prar.g_01370
OG0000478	Prbf.g_01822	Prar.g_01371
OG0000479	Prbf.g_01823	Prar.g_01372
OG0000480	Prbf.g_01825	Prar.g_01374
OG0000481	Prbf.g_01826	Prar.g_01375
OG0000482	Prbf.g_01827	Prar.g_01376
OG0000483	Prbf.g_01828	Prar.g_01377
OG0000484	Prbf.g_01829	Prar.g_01378
OG0000485	Prbf.g_01830	Prar.g_01379
OG0000486	Prbf.g_01831	Prar.g_01380
OG0000487	Prbf.g_01832	Prar.g_01381
OG0000488	Prbf.g_01834	Prar.g_01383
OG0000489	Prbf.g_01835	Prar.g_01384
OG0000490	Prbf.g_01836	Prar.g_01385
OG0000491	Prbf.g_01837	Prar.g_01386
OG0000492	Prbf.g_01838	Prar.g_01387
OG0000493	Prbf.g_01839	Prar.g_01388
OG0000494	Prbf.g_01840	Prar.g_01390
OG0000495	Prbf.g_01841	Prar.g_01391
OG0000496	Prbf.g_01843	Prar.g_01392
OG0000497	Prbf.g_01845	Prar.g_01393
OG0000498	Prbf.g_01846	Prar.g_01394
OG0000499	Prbf.g_01848	Prar.g_01396
OG0000500	Prbf.g_01849	Prar.g_01397
OG0000501	Prbf.g_01851	Prar.g_01399
OG0000502	Prbf.g_01852	Prar.g_01400
OG0000503	Prbf.g_01853	Prar.g_01401
OG0000504	Prbf.g_01854	Prar.g_01402
OG0000505	Prbf.g_01855	Prar.g_01403
OG0000506	Prbf.g_01856	Prar.g_01404
OG0000507	Prbf.g_01857	Prar.g_01405
OG0000508	Prbf.g_01859	Prar.g_01407
OG0000509	Prbf.g_01860	Prar.g_01408
OG0000510	Prbf.g_01861	Prar.g_01409
OG0000511	Prbf.g_01862	Prar.g_01410
OG0000512	Prbf.g_01863	Prar.g_01411
OG0000513	Prbf.g_01864	Prar.g_01412
OG0000514	Prbf.g_01865	Prar.g_01413
OG0000515	Prbf.g_01868	Prar.g_01415
OG0000516	Prbf.g_01869	Prar.g_01416
OG0000517	Prbf.g_01870	Prar.g_01417
OG0000518	Prbf.g_01873	Prar.g_01420
OG0000519	Prbf.g_01874	Prar.g_01422
OG0000520	Prbf.g_01875	Prar.g_01423
OG0000521	Prbf.g_01876	Prar.g_01424
OG0000522	Prbf.g_01877	Prar.g_01425
OG0000523	Prbf.g_01878	Prar.g_01426
OG0000524	Prbf.g_01879	Prar.g_01427
OG0000525	Prbf.g_01881	Prar.g_01429
OG0000526	Prbf.g_01882	Prar.g_01430
OG0000527	Prbf.g_01883	Prar.g_01431
OG0000528	Prbf.g_01884	Prar.g_01432
OG0000529	Prbf.g_01885	Prar.g_01433
OG0000530	Prbf.g_01886	Prar.g_01434
OG0000531	Prbf.g_01888	Prar.g_01435
OG0000532	Prbf.g_01889	Prar.g_01436
OG0000533	Prbf.g_01890	Prar.g_01437
OG0000534	Prbf.g_01891	Prar.g_01438
OG0000535	Prbf.g_01892	Prar.g_01439
OG0000536	Prbf.g_01893	Prar.g_01440
OG0000537	Prbf.g_01894	Prar.g_01441
OG0000538	Prbf.g_01895	Prar.g_01442
OG0000539	Prbf.g_01896	Prar.g_01443
OG0000540	Prbf.g_01897	Prar.g_01444
OG0000541	Prbf.g_01898	Prar.g_01445
OG0000542	Prbf.g_01899	Prar.g_01446
OG0000543	Prbf.g_01900	Prar.g_01447
OG0000544	Prbf.g_01901	Prar.g_01448
OG0000545	Prbf.g_01903	Prar.g_01451
OG0000546	Prbf.g_01904	Prar.g_01452
OG0000547	Prbf.g_01906	Prar.g_01454
OG0000548	Prbf.g_01908	Prar.g_01455
OG0000549	Prbf.g_01909	Prar.g_01456
OG0000550	Prbf.g_01910	Prar.g_01457
OG0000551	Prbf.g_01912	Prar.g_01458
OG0000552	Prbf.g_01913	Prar.g_01459
OG0000553	Prbf.g_00977	Prar.g_01460
OG0000554	Prbf.g_00978	Prar.g_01461
