Orthogroup	Prbf	Pray
OG0000073	Prbf.g_01018	Pray.g_01094
OG0000074	Prbf.g_01271	Pray.g_01072
OG0000075	Prbf.g_01238	Pray.g_00355
OG0000076	Prbf.g_01170	Pray.g_00584
OG0000077	Prbf.g_00777	Pray.g_01575
OG0000078	Prbf.g_00118	Pray.g_01788
OG0000079	Prbf.g_00242	Pray.g_01644
OG0000080	Prbf.g_00346	Pray.g_01595
OG0000081	Prbf.g_00524	Pray.g_01337
OG0000082	Prbf.g_00351	Pray.g_01427
OG0000083	Prbf.g_00390	Pray.g_01464
OG0000084	Prbf.g_00387	Pray.g_01468
OG0000085	Prbf.g_01345	Pray.g_01485
OG0000087	Prbf.g_01374	Pray.g_00234
OG0000088	Prbf.g_01443	Pray.g_00176
OG0000089	Prbf.g_01452	Pray.g_00168
OG0000090	Prbf.g_01469	Pray.g_00150
OG0000091	Prbf.g_01503	Pray.g_00650
OG0000092	Prbf.g_01504	Pray.g_00651
OG0000093	Prbf.g_01518	Pray.g_00665
OG0000094	Prbf.g_01537	Pray.g_00683
OG0000095	Prbf.g_01542	Pray.g_00688
OG0000096	Prbf.g_01590	Pray.g_00732
OG0000097	Prbf.g_01614	Pray.g_00753
OG0000099	Prbf.g_01635	Pray.g_00772
OG0000100	Prbf.g_01638	Pray.g_00775
OG0000101	Prbf.g_01703	Pray.g_00835
OG0000102	Prbf.g_00044	Pray.g_00861
OG0000103	Prbf.g_01759	Pray.g_00966
OG0000104	Prbf.g_01763	Pray.g_00970
OG0000105	Prbf.g_01783	Pray.g_00990
OG0000106	Prbf.g_01813	Pray.g_01023
OG0000107	Prbf.g_01814	Pray.g_01024, Pray.g_01228
OG0000108	Prbf.g_01824	Pray.g_01218
OG0000109	Prbf.g_01833	Pray.g_01209
OG0000110	Prbf.g_01850	Pray.g_01193
OG0000111	Prbf.g_00999	Pray.g_01112
OG0000112	Prbf.g_01000	Pray.g_01111
OG0000113	Prbf.g_01050	Pray.g_00275
OG0000114	Prbf.g_01247	Pray.g_00346
OG0000115	Prbf.g_01117	Pray.g_00511
OG0000116	Prbf.g_01113	Pray.g_00515
OG0000117	Prbf.g_01167	Pray.g_00581
OG0000118	Prbf.g_00873	Pray.g_00632
OG0000119	Prbf.g_00785	Pray.g_00094
OG0000120	Prbf.g_00924	Pray.g_00057
OG0000121	Prbf.g_00947	Pray.g_00038
OG0000122	Prbf.g_00967	Pray.g_00019
OG0000123	Prbf.g_01915	Pray.g_00006
OG0000124	Prbf.g_00253	Pray.g_00250
OG0000125	Prbf.g_00013	Pray.g_01858
OG0000126	Prbf.g_00095	Pray.g_01829
OG0000127	Prbf.g_00145	Pray.g_01735
OG0000128	Prbf.g_00158	Pray.g_01721
OG0000129	Prbf.g_00194	Pray.g_01685
OG0000130	Prbf.g_00696	Pray.g_01561
OG0000131	Prbf.g_00657	Pray.g_01523
OG0000132	Prbf.g_00654	Pray.g_01520
OG0000133	Prbf.g_00600	Pray.g_01265
OG0000134	Prbf.g_00564	Pray.g_01301
OG0000135	Prbf.g_00562	Pray.g_01303
OG0000136	Prbf.g_00512	Pray.g_01348
OG0000137	Prbf.g_00477	Pray.g_01381
OG0000138	Prbf.g_00443	Pray.g_01417
OG0000139	Prbf.g_00412	Pray.g_01444
OG0000140	Prbf.g_00392	Pray.g_01462
OG0000141	Prbf.g_00391	Pray.g_01463
OG0000142	Prbf.g_00389	Pray.g_01465
OG0000143	Prbf.g_00388	Pray.g_01467
OG0000144	Prbf.g_00386	Pray.g_01469
OG0000145	Prbf.g_00385	Pray.g_01470
OG0000146	Prbf.g_00384	Pray.g_01471
OG0000147	Prbf.g_00383	Pray.g_01472
OG0000148	Prbf.g_00381	Pray.g_01474
OG0000149	Prbf.g_01336	Pray.g_01476
OG0000150	Prbf.g_01337	Pray.g_01477
OG0000151	Prbf.g_01338	Pray.g_01478
OG0000152	Prbf.g_01339	Pray.g_01479
OG0000153	Prbf.g_01340	Pray.g_01480
OG0000154	Prbf.g_01341	Pray.g_01481
OG0000155	Prbf.g_01342	Pray.g_01482
OG0000156	Prbf.g_01343	Pray.g_01483
OG0000157	Prbf.g_01344	Pray.g_01484
OG0000158	Prbf.g_01346	Pray.g_01486
OG0000159	Prbf.g_01347	Pray.g_01487
OG0000160	Prbf.g_01348	Pray.g_01488
OG0000161	Prbf.g_01349	Pray.g_01489
OG0000162	Prbf.g_01350	Pray.g_01490
OG0000163	Prbf.g_01352	Pray.g_01491
OG0000164	Prbf.g_01355	Pray.g_01494
OG0000165	Prbf.g_01358	Pray.g_01497
OG0000166	Prbf.g_01359	Pray.g_01498
OG0000167	Prbf.g_01360	Pray.g_01499
OG0000168	Prbf.g_01362	Pray.g_00243
OG0000169	Prbf.g_01364	Pray.g_00241
OG0000170	Prbf.g_01366	Pray.g_00240
OG0000171	Prbf.g_01367	Pray.g_00239
OG0000172	Prbf.g_01368	Pray.g_00238
OG0000173	Prbf.g_01371	Pray.g_00237
OG0000174	Prbf.g_01372	Pray.g_00236
OG0000175	Prbf.g_01373	Pray.g_00235
OG0000176	Prbf.g_01375	Pray.g_00233
OG0000177	Prbf.g_01376	Pray.g_00232
OG0000178	Prbf.g_01378	Pray.g_00231
OG0000179	Prbf.g_01390	Pray.g_00225
OG0000180	Prbf.g_01391	Pray.g_00224
OG0000181	Prbf.g_01392	Pray.g_00223
OG0000182	Prbf.g_01396	Pray.g_00220
OG0000183	Prbf.g_01397	Pray.g_00219
OG0000184	Prbf.g_01400	Pray.g_00216
OG0000185	Prbf.g_01404	Pray.g_00212
OG0000186	Prbf.g_01405	Pray.g_00211
OG0000187	Prbf.g_00291	Pray.g_00210
OG0000188	Prbf.g_01406	Pray.g_00209
OG0000189	Prbf.g_01407	Pray.g_00208
OG0000190	Prbf.g_01408	Pray.g_00207
OG0000191	Prbf.g_01409	Pray.g_00206
OG0000192	Prbf.g_01410	Pray.g_00205
OG0000193	Prbf.g_01411	Pray.g_00204
OG0000194	Prbf.g_01412	Pray.g_00203
OG0000195	Prbf.g_01414	Pray.g_00201
OG0000196	Prbf.g_01415	Pray.g_00200
OG0000197	Prbf.g_01416	Pray.g_00199
OG0000198	Prbf.g_01417	Pray.g_00198
OG0000199	Prbf.g_01420	Pray.g_00195
OG0000200	Prbf.g_01421	Pray.g_00194
OG0000201	Prbf.g_01422	Pray.g_00193
OG0000202	Prbf.g_01424	Pray.g_00192
OG0000203	Prbf.g_01425	Pray.g_00191
OG0000204	Prbf.g_01426	Pray.g_00190
OG0000205	Prbf.g_01428	Pray.g_00189
OG0000206	Prbf.g_01429	Pray.g_00188
OG0000207	Prbf.g_01430	Pray.g_00187
OG0000208	Prbf.g_01431	Pray.g_00186
OG0000209	Prbf.g_01432	Pray.g_00185
OG0000210	Prbf.g_01433	Pray.g_00183
OG0000211	Prbf.g_01435	Pray.g_00182
OG0000212	Prbf.g_01436	Pray.g_00181
OG0000213	Prbf.g_01437	Pray.g_00180
OG0000214	Prbf.g_01441	Pray.g_00178
OG0000215	Prbf.g_01442	Pray.g_00177
OG0000216	Prbf.g_01444	Pray.g_00175
OG0000217	Prbf.g_01445	Pray.g_00174
OG0000218	Prbf.g_01446	Pray.g_00173
OG0000219	Prbf.g_01447	Pray.g_00172
OG0000220	Prbf.g_01450	Pray.g_00169
OG0000221	Prbf.g_01453	Pray.g_00167
OG0000222	Prbf.g_01454	Pray.g_00166
OG0000223	Prbf.g_01455	Pray.g_00165
OG0000224	Prbf.g_01457	Pray.g_00162
OG0000225	Prbf.g_01459	Pray.g_00160
OG0000226	Prbf.g_01461	Pray.g_00159
OG0000227	Prbf.g_01462	Pray.g_00158
OG0000228	Prbf.g_01463	Pray.g_00157
OG0000229	Prbf.g_01464	Pray.g_00156
OG0000230	Prbf.g_01465	Pray.g_00155
OG0000231	Prbf.g_01055	Pray.g_00153
OG0000232	Prbf.g_01467	Pray.g_00152
OG0000233	Prbf.g_01470	Pray.g_00149
OG0000234	Prbf.g_01472	Pray.g_00147
OG0000235	Prbf.g_01478	Pray.g_00144
OG0000236	Prbf.g_01479	Pray.g_00143
OG0000237	Prbf.g_01480	Pray.g_00142
OG0000238	Prbf.g_01481	Pray.g_00141
OG0000239	Prbf.g_01482	Pray.g_00140
OG0000240	Prbf.g_01484	Pray.g_00138
OG0000241	Prbf.g_01485	Pray.g_00137
OG0000242	Prbf.g_01486	Pray.g_00136
OG0000243	Prbf.g_01487	Pray.g_00635
OG0000244	Prbf.g_01488	Pray.g_00636
OG0000245	Prbf.g_01490	Pray.g_00637
OG0000246	Prbf.g_01492	Pray.g_00639
OG0000247	Prbf.g_01493	Pray.g_00640
OG0000248	Prbf.g_01494	Pray.g_00641
OG0000249	Prbf.g_01495	Pray.g_00642
OG0000250	Prbf.g_01496	Pray.g_00643
OG0000251	Prbf.g_01497	Pray.g_00644
OG0000252	Prbf.g_01498	Pray.g_00645
OG0000253	Prbf.g_01499	Pray.g_00646
OG0000254	Prbf.g_01501	Pray.g_00648
OG0000255	Prbf.g_01502	Pray.g_00649
OG0000256	Prbf.g_01505	Pray.g_00652
OG0000257	Prbf.g_01507	Pray.g_00654
OG0000258	Prbf.g_01508	Pray.g_00655
OG0000259	Prbf.g_01509	Pray.g_00656
OG0000260	Prbf.g_01510	Pray.g_00657
OG0000261	Prbf.g_01511	Pray.g_00658
OG0000262	Prbf.g_01512	Pray.g_00659
OG0000263	Prbf.g_01513	Pray.g_00660
OG0000264	Prbf.g_01515	Pray.g_00662
OG0000265	Prbf.g_01516	Pray.g_00663
OG0000266	Prbf.g_01517	Pray.g_00664
OG0000267	Prbf.g_01519	Pray.g_00666
OG0000268	Prbf.g_01521	Pray.g_00667
OG0000269	Prbf.g_01522	Pray.g_00668
OG0000270	Prbf.g_01523	Pray.g_00669
OG0000271	Prbf.g_01524	Pray.g_00670
OG0000272	Prbf.g_01525	Pray.g_00671
OG0000273	Prbf.g_01526	Pray.g_00672
OG0000274	Prbf.g_01527	Pray.g_00673
OG0000275	Prbf.g_01528	Pray.g_00674
OG0000276	Prbf.g_01529	Pray.g_00675
OG0000277	Prbf.g_01530	Pray.g_00676
OG0000278	Prbf.g_01531	Pray.g_00677
OG0000279	Prbf.g_01532	Pray.g_00678
OG0000280	Prbf.g_01533	Pray.g_00679
OG0000281	Prbf.g_01535	Pray.g_00681
OG0000282	Prbf.g_01536	Pray.g_00682
OG0000283	Prbf.g_01539	Pray.g_00685
OG0000284	Prbf.g_01540	Pray.g_00686
OG0000285	Prbf.g_01541	Pray.g_00687
OG0000286	Prbf.g_01543	Pray.g_00689
OG0000287	Prbf.g_01545	Pray.g_00690
OG0000288	Prbf.g_01546	Pray.g_00691
OG0000289	Prbf.g_01547	Pray.g_00692
OG0000290	Prbf.g_01548	Pray.g_00693
OG0000291	Prbf.g_01549	Pray.g_00694
OG0000292	Prbf.g_01550	Pray.g_00695
OG0000293	Prbf.g_01551	Pray.g_00696
OG0000294	Prbf.g_01552	Pray.g_00697
OG0000295	Prbf.g_01553	Pray.g_00698
OG0000296	Prbf.g_01554	Pray.g_00699
OG0000297	Prbf.g_01555	Pray.g_00700
OG0000298	Prbf.g_01556	Pray.g_00701
OG0000299	Prbf.g_01557	Pray.g_00702
OG0000300	Prbf.g_01558	Pray.g_00703
OG0000301	Prbf.g_01559	Pray.g_00704
OG0000302	Prbf.g_01560	Pray.g_00705
OG0000303	Prbf.g_01561	Pray.g_00706
OG0000304	Prbf.g_01563	Pray.g_00707
OG0000305	Prbf.g_01564	Pray.g_00708
OG0000306	Prbf.g_01565	Pray.g_00709
OG0000307	Prbf.g_01567	Pray.g_00710
OG0000308	Prbf.g_01568	Pray.g_00711
OG0000309	Prbf.g_01569	Pray.g_00712
OG0000310	Prbf.g_01570	Pray.g_00713
OG0000311	Prbf.g_01571	Pray.g_00714
OG0000312	Prbf.g_01573	Pray.g_00716
OG0000313	Prbf.g_01574	Pray.g_00717
OG0000314	Prbf.g_01578	Pray.g_00720
OG0000315	Prbf.g_01579	Pray.g_00721
OG0000316	Prbf.g_01581	Pray.g_00723
OG0000317	Prbf.g_01583	Pray.g_00725
OG0000318	Prbf.g_01584	Pray.g_00726
OG0000319	Prbf.g_01585	Pray.g_00727
OG0000320	Prbf.g_01586	Pray.g_00728
OG0000321	Prbf.g_01589	Pray.g_00731
OG0000322	Prbf.g_01593	Pray.g_00734
OG0000323	Prbf.g_01594	Pray.g_00735
OG0000324	Prbf.g_01597	Pray.g_00738
OG0000325	Prbf.g_01598	Pray.g_00739
OG0000326	Prbf.g_01599	Pray.g_00740
OG0000327	Prbf.g_01601	Pray.g_00742
OG0000328	Prbf.g_01602	Pray.g_00743
OG0000329	Prbf.g_01603	Pray.g_00744
OG0000330	Prbf.g_01604	Pray.g_00745
OG0000331	Prbf.g_01606	Pray.g_00746
OG0000332	Prbf.g_01607	Pray.g_00747
OG0000333	Prbf.g_01608	Pray.g_00748
OG0000334	Prbf.g_01609	Pray.g_00749
OG0000335	Prbf.g_01610	Pray.g_00750
OG0000336	Prbf.g_01612	Pray.g_00751
OG0000337	Prbf.g_01615	Pray.g_00754
OG0000338	Prbf.g_01616	Pray.g_00755
OG0000339	Prbf.g_01617	Pray.g_00756
OG0000340	Prbf.g_01618	Pray.g_00757
OG0000341	Prbf.g_01622	Pray.g_00761
OG0000342	Prbf.g_01623	Pray.g_00762
OG0000343	Prbf.g_01626	Pray.g_00764
OG0000344	Prbf.g_01627	Pray.g_00765
OG0000345	Prbf.g_01628	Pray.g_00766
OG0000346	Prbf.g_01629	Pray.g_00767
OG0000347	Prbf.g_01630	Pray.g_00768
OG0000348	Prbf.g_01632	Pray.g_00769
OG0000349	Prbf.g_01633	Pray.g_00770
OG0000350	Prbf.g_01634	Pray.g_00771
OG0000351	Prbf.g_01636	Pray.g_00773
OG0000352	Prbf.g_01639	Pray.g_00776
OG0000353	Prbf.g_01640	Pray.g_00777
OG0000354	Prbf.g_01641	Pray.g_00778
OG0000355	Prbf.g_01642	Pray.g_00779
OG0000356	Prbf.g_01643	Pray.g_00780
OG0000357	Prbf.g_01644	Pray.g_00781
OG0000358	Prbf.g_01645	Pray.g_00782
OG0000359	Prbf.g_01646	Pray.g_00783
OG0000360	Prbf.g_01648	Pray.g_00786
OG0000361	Prbf.g_01649	Pray.g_00787
OG0000362	Prbf.g_01650	Pray.g_00788
OG0000363	Prbf.g_01651	Pray.g_00789
OG0000364	Prbf.g_01652	Pray.g_00790
OG0000365	Prbf.g_01653	Pray.g_00791
OG0000366	Prbf.g_01654	Pray.g_00792
OG0000367	Prbf.g_01655	Pray.g_00793
OG0000368	Prbf.g_01656	Pray.g_00794
OG0000369	Prbf.g_01657	Pray.g_00795
OG0000370	Prbf.g_01658	Pray.g_00796
OG0000371	Prbf.g_01659	Pray.g_00797
OG0000372	Prbf.g_01660	Pray.g_00799
OG0000373	Prbf.g_01662	Pray.g_00801
OG0000374	Prbf.g_01663	Pray.g_00802
OG0000375	Prbf.g_01664	Pray.g_00803
OG0000376	Prbf.g_01665	Pray.g_00805
OG0000377	Prbf.g_01671	Pray.g_00806
OG0000378	Prbf.g_01672	Pray.g_00807
OG0000379	Prbf.g_01678	Pray.g_00812
OG0000380	Prbf.g_01680	Pray.g_00813
OG0000381	Prbf.g_01681	Pray.g_00814
OG0000382	Prbf.g_01682	Pray.g_00816
OG0000383	Prbf.g_01685	Pray.g_00819
OG0000384	Prbf.g_01686	Pray.g_00820
OG0000385	Prbf.g_01689	Pray.g_00823
OG0000386	Prbf.g_01690	Pray.g_00824
OG0000387	Prbf.g_01691	Pray.g_00825
OG0000388	Prbf.g_01692	Pray.g_00826
OG0000389	Prbf.g_01693	Pray.g_00827
OG0000390	Prbf.g_01694	Pray.g_00828
OG0000391	Prbf.g_01695	Pray.g_00829
OG0000392	Prbf.g_01696	Pray.g_00830
OG0000393	Prbf.g_01700	Pray.g_00833
OG0000394	Prbf.g_01701	Pray.g_00834
OG0000395	Prbf.g_01704	Pray.g_00836
OG0000396	Prbf.g_01190	Pray.g_00837
OG0000397	Prbf.g_00874	Pray.g_00849
OG0000398	Prbf.g_00741	Pray.g_00857
OG0000399	Prbf.g_00879	Pray.g_00858
OG0000400	Prbf.g_00629	Pray.g_00864
OG0000401	Prbf.g_01715	Pray.g_00921
OG0000402	Prbf.g_01716	Pray.g_00922
OG0000403	Prbf.g_01717	Pray.g_00923
OG0000404	Prbf.g_01719	Pray.g_00925
OG0000405	Prbf.g_01720	Pray.g_00926
OG0000406	Prbf.g_01722	Pray.g_00928
OG0000407	Prbf.g_01723	Pray.g_00929
OG0000408	Prbf.g_01724	Pray.g_00930
OG0000409	Prbf.g_01725	Pray.g_00931
OG0000410	Prbf.g_01726	Pray.g_00932
OG0000411	Prbf.g_01727	Pray.g_00933
OG0000412	Prbf.g_01728	Pray.g_00934
OG0000413	Prbf.g_01729	Pray.g_00935
OG0000414	Prbf.g_01730	Pray.g_00936
OG0000415	Prbf.g_01731	Pray.g_00937
OG0000416	Prbf.g_01732	Pray.g_00938
OG0000417	Prbf.g_01733	Pray.g_00939
OG0000418	Prbf.g_01734	Pray.g_00940
OG0000419	Prbf.g_01735	Pray.g_00941
OG0000420	Prbf.g_01736	Pray.g_00942
OG0000421	Prbf.g_01740	Pray.g_00943
OG0000422	Prbf.g_01742	Pray.g_00945
OG0000423	Prbf.g_01743	Pray.g_00946
OG0000424	Prbf.g_01744	Pray.g_00948
OG0000425	Prbf.g_01748	Pray.g_00951
OG0000426	Prbf.g_01749	Pray.g_00952
OG0000427	Prbf.g_01750	Pray.g_00953
OG0000428	Prbf.g_01752	Pray.g_00954
OG0000429	Prbf.g_01753	Pray.g_00955
OG0000430	Prbf.g_01754	Pray.g_00961
OG0000431	Prbf.g_01756	Pray.g_00963
OG0000432	Prbf.g_01757	Pray.g_00964
OG0000433	Prbf.g_01760	Pray.g_00967
OG0000434	Prbf.g_01761	Pray.g_00968
OG0000435	Prbf.g_01762	Pray.g_00969
OG0000436	Prbf.g_01764	Pray.g_00971
OG0000437	Prbf.g_01766	Pray.g_00973
OG0000438	Prbf.g_01767	Pray.g_00974
OG0000439	Prbf.g_01768	Pray.g_00975
OG0000440	Prbf.g_01770	Pray.g_00977
OG0000441	Prbf.g_01771	Pray.g_00978
OG0000442	Prbf.g_01772	Pray.g_00979
OG0000443	Prbf.g_01773	Pray.g_00980
OG0000444	Prbf.g_01774	Pray.g_00981
OG0000445	Prbf.g_01775	Pray.g_00982
OG0000446	Prbf.g_01776	Pray.g_00983
OG0000447	Prbf.g_01777	Pray.g_00984
OG0000448	Prbf.g_01778	Pray.g_00985
OG0000449	Prbf.g_01784	Pray.g_00991
OG0000450	Prbf.g_01785	Pray.g_00992
OG0000451	Prbf.g_01786	Pray.g_00993
OG0000452	Prbf.g_01787	Pray.g_00994
OG0000453	Prbf.g_01788	Pray.g_00996
OG0000454	Prbf.g_01789	Pray.g_00997
OG0000455	Prbf.g_01790	Pray.g_00998
OG0000456	Prbf.g_01791	Pray.g_00999
OG0000457	Prbf.g_01793	Pray.g_01001
OG0000458	Prbf.g_01795	Pray.g_01003
OG0000459	Prbf.g_01796	Pray.g_01004
OG0000460	Prbf.g_01798	Pray.g_01006
OG0000461	Prbf.g_01799	Pray.g_01007
OG0000462	Prbf.g_01800	Pray.g_01008
OG0000463	Prbf.g_01801	Pray.g_01009
OG0000464	Prbf.g_01805	Pray.g_01014
OG0000465	Prbf.g_01806	Pray.g_01016
OG0000466	Prbf.g_01807	Pray.g_01017
OG0000467	Prbf.g_01808	Pray.g_01018
OG0000468	Prbf.g_01809	Pray.g_01019
OG0000469	Prbf.g_01810	Pray.g_01020
OG0000470	Prbf.g_01811	Pray.g_01021
OG0000471	Prbf.g_01812	Pray.g_01022
OG0000472	Prbf.g_01815	Pray.g_01227
OG0000473	Prbf.g_01816	Pray.g_01226
OG0000474	Prbf.g_01817	Pray.g_01225
OG0000475	Prbf.g_01818	Pray.g_01224
OG0000476	Prbf.g_01819	Pray.g_01223
OG0000477	Prbf.g_01821	Pray.g_01221
OG0000478	Prbf.g_01822	Pray.g_01220
OG0000479	Prbf.g_01823	Pray.g_01219
OG0000480	Prbf.g_01825	Pray.g_01217
OG0000481	Prbf.g_01826	Pray.g_01216
OG0000482	Prbf.g_01827	Pray.g_01215
OG0000483	Prbf.g_01828	Pray.g_01214
OG0000484	Prbf.g_01829	Pray.g_01213
OG0000485	Prbf.g_01830	Pray.g_01212
OG0000486	Prbf.g_01831	Pray.g_01211
OG0000487	Prbf.g_01832	Pray.g_01210
OG0000488	Prbf.g_01834	Pray.g_01208
OG0000489	Prbf.g_01835	Pray.g_01207
OG0000490	Prbf.g_01836	Pray.g_01206
OG0000491	Prbf.g_01837	Pray.g_01205
OG0000492	Prbf.g_01838	Pray.g_01204
OG0000493	Prbf.g_01839	Pray.g_01203
OG0000494	Prbf.g_01840	Pray.g_01201
OG0000495	Prbf.g_01841	Pray.g_01200
OG0000496	Prbf.g_01843	Pray.g_01199
OG0000497	Prbf.g_01845	Pray.g_01198
OG0000498	Prbf.g_01846	Pray.g_01197
OG0000499	Prbf.g_01848	Pray.g_01195
OG0000500	Prbf.g_01849	Pray.g_01194
OG0000501	Prbf.g_01851	Pray.g_01192
OG0000502	Prbf.g_01852	Pray.g_01191
OG0000503	Prbf.g_01853	Pray.g_01190
OG0000504	Prbf.g_01854	Pray.g_01189
OG0000505	Prbf.g_01855	Pray.g_01188
OG0000506	Prbf.g_01856	Pray.g_01187
OG0000507	Prbf.g_01857	Pray.g_01186
OG0000508	Prbf.g_01859	Pray.g_01184
OG0000509	Prbf.g_01860	Pray.g_01183
OG0000510	Prbf.g_01861	Pray.g_01182
OG0000511	Prbf.g_01862	Pray.g_01181
OG0000512	Prbf.g_01863	Pray.g_01180
OG0000513	Prbf.g_01864	Pray.g_01179
OG0000514	Prbf.g_01865	Pray.g_01178
OG0000515	Prbf.g_01868	Pray.g_01176
OG0000516	Prbf.g_01869	Pray.g_01175
OG0000517	Prbf.g_01870	Pray.g_01174
OG0000518	Prbf.g_01873	Pray.g_01172
OG0000519	Prbf.g_01874	Pray.g_01171
OG0000520	Prbf.g_01875	Pray.g_01170
OG0000521	Prbf.g_01876	Pray.g_01169
OG0000522	Prbf.g_01877	Pray.g_01168
OG0000523	Prbf.g_01878	Pray.g_01167
OG0000524	Prbf.g_01879	Pray.g_01166
OG0000525	Prbf.g_01881	Pray.g_01164
OG0000526	Prbf.g_01882	Pray.g_01163
OG0000527	Prbf.g_01883	Pray.g_01162
OG0000528	Prbf.g_01884	Pray.g_01161
OG0000529	Prbf.g_01885	Pray.g_01160
OG0000530	Prbf.g_01886	Pray.g_01159
OG0000531	Prbf.g_01888	Pray.g_01158
OG0000532	Prbf.g_01889	Pray.g_01157
OG0000533	Prbf.g_01890	Pray.g_01156
OG0000534	Prbf.g_01891	Pray.g_01155
OG0000535	Prbf.g_01892	Pray.g_01154
OG0000536	Prbf.g_01893	Pray.g_01153
OG0000537	Prbf.g_01894	Pray.g_01152
OG0000538	Prbf.g_01895	Pray.g_01151
OG0000539	Prbf.g_01896	Pray.g_01150
OG0000540	Prbf.g_01897	Pray.g_01149
OG0000541	Prbf.g_01898	Pray.g_01148
OG0000542	Prbf.g_01899	Pray.g_01147
OG0000543	Prbf.g_01900	Pray.g_01146
OG0000544	Prbf.g_01901	Pray.g_01145
OG0000545	Prbf.g_01903	Pray.g_01142
OG0000546	Prbf.g_01904	Pray.g_01141
OG0000547	Prbf.g_01906	Pray.g_01139
OG0000548	Prbf.g_01908	Pray.g_01138
OG0000549	Prbf.g_01909	Pray.g_01137
OG0000550	Prbf.g_01910	Pray.g_01136
OG0000551	Prbf.g_01912	Pray.g_01135
OG0000552	Prbf.g_01913	Pray.g_01134
OG0000553	Prbf.g_00977	Pray.g_01133
OG0000554	Prbf.g_00978	Pray.g_01132
OG0000555	Prbf.g_00979	Pray.g_01131
OG0000556	Prbf.g_00980	Pray.g_01130
OG0000557	Prbf.g_00981	Pray.g_01129
OG0000558	Prbf.g_00982	Pray.g_01128
OG0000559	Prbf.g_00983	Pray.g_01127
OG0000560	Prbf.g_00985	Pray.g_01125
OG0000561	Prbf.g_00986	Pray.g_01124
