Orthogroup	Prbf	Pran
OG0000083	Prbf.g_00390	Pran.g_01260
OG0000084	Prbf.g_00387	Pran.g_01263
OG0000085	Prbf.g_01345	Pran.g_00401
OG0000087	Prbf.g_01374	Pran.g_00376
OG0000088	Prbf.g_01443	Pran.g_00320
OG0000089	Prbf.g_01452	Pran.g_00312
OG0000090	Prbf.g_01469	Pran.g_00295
OG0000091	Prbf.g_01503	Pran.g_00263
OG0000092	Prbf.g_01504	Pran.g_00262
OG0000093	Prbf.g_01518	Pran.g_00248
OG0000094	Prbf.g_01537	Pran.g_00230
OG0000095	Prbf.g_01542	Pran.g_00225
OG0000096	Prbf.g_01590	Pran.g_01941
OG0000097	Prbf.g_01614	Pran.g_01920
OG0000099	Prbf.g_01635	Pran.g_01900
OG0000100	Prbf.g_01638	Pran.g_01897
OG0000101	Prbf.g_01703	Pran.g_01838
OG0000102	Prbf.g_00044	Pran.g_01812
OG0000103	Prbf.g_01759	Pran.g_01702
OG0000104	Prbf.g_01763	Pran.g_01698
OG0000105	Prbf.g_01783	Pran.g_01679
OG0000107	Prbf.g_01814	Pran.g_01645
OG0000108	Prbf.g_01824	Pran.g_01635
OG0000109	Prbf.g_01833	Pran.g_01626
OG0000110	Prbf.g_01850	Pran.g_01609
OG0000111	Prbf.g_00999	Pran.g_01527
OG0000112	Prbf.g_01000	Pran.g_01526
OG0000113	Prbf.g_01050	Pran.g_01438
OG0000114	Prbf.g_01247	Pran.g_01345
OG0000115	Prbf.g_01117	Pran.g_00487
OG0000116	Prbf.g_01113	Pran.g_00491
OG0000117	Prbf.g_01167	Pran.g_00565
OG0000118	Prbf.g_00873	Pran.g_00135
OG0000119	Prbf.g_00785	Pran.g_00090
OG0000120	Prbf.g_00924	Pran.g_00054
OG0000121	Prbf.g_00947	Pran.g_00035
OG0000122	Prbf.g_00967	Pran.g_00016
OG0000123	Prbf.g_01915	Pran.g_00003
OG0000124	Prbf.g_00253	Pran.g_00918
OG0000125	Prbf.g_00013	Pran.g_00864
OG0000126	Prbf.g_00095	Pran.g_00841
OG0000127	Prbf.g_00145	Pran.g_00746
OG0000128	Prbf.g_00158	Pran.g_00732
OG0000129	Prbf.g_00194	Pran.g_00696
OG0000130	Prbf.g_00696	Pran.g_00968
OG0000131	Prbf.g_00657	Pran.g_01006
OG0000132	Prbf.g_00654	Pran.g_01009
OG0000133	Prbf.g_00600	Pran.g_01063
OG0000134	Prbf.g_00564	Pran.g_01100
OG0000135	Prbf.g_00562	Pran.g_01102
OG0000136	Prbf.g_00512	Pran.g_01145
OG0000137	Prbf.g_00477	Pran.g_01177
OG0000138	Prbf.g_00443	Pran.g_01212
OG0000139	Prbf.g_00412	Pran.g_01239
OG0000140	Prbf.g_00392	Pran.g_01258
OG0000141	Prbf.g_00391	Pran.g_01259
OG0000142	Prbf.g_00389	Pran.g_01261
OG0000143	Prbf.g_00388	Pran.g_01262
OG0000144	Prbf.g_00386	Pran.g_01264
OG0000145	Prbf.g_00385	Pran.g_01265
OG0000146	Prbf.g_00384	Pran.g_01266
OG0000147	Prbf.g_00383	Pran.g_01267
OG0000148	Prbf.g_00381	Pran.g_01269
OG0000149	Prbf.g_01336	Pran.g_00410
OG0000150	Prbf.g_01337	Pran.g_00409
OG0000151	Prbf.g_01338	Pran.g_00408
OG0000152	Prbf.g_01339	Pran.g_00407
OG0000153	Prbf.g_01340	Pran.g_00406
OG0000154	Prbf.g_01341	Pran.g_00405
OG0000155	Prbf.g_01342	Pran.g_00404
OG0000156	Prbf.g_01343	Pran.g_00403
OG0000157	Prbf.g_01344	Pran.g_00402
OG0000158	Prbf.g_01346	Pran.g_00400
OG0000159	Prbf.g_01347	Pran.g_00399
OG0000160	Prbf.g_01348	Pran.g_00398
OG0000161	Prbf.g_01349	Pran.g_00397
OG0000162	Prbf.g_01350	Pran.g_00396
OG0000163	Prbf.g_01352	Pran.g_00395
OG0000164	Prbf.g_01355	Pran.g_00392
OG0000165	Prbf.g_01358	Pran.g_00389
OG0000166	Prbf.g_01359	Pran.g_00388
OG0000167	Prbf.g_01360	Pran.g_00387
OG0000168	Prbf.g_01362	Pran.g_00385
OG0000169	Prbf.g_01364	Pran.g_00383
OG0000170	Prbf.g_01366	Pran.g_00382
OG0000171	Prbf.g_01367	Pran.g_00381
OG0000172	Prbf.g_01368	Pran.g_00380
OG0000173	Prbf.g_01371	Pran.g_00379
OG0000174	Prbf.g_01372	Pran.g_00378
OG0000175	Prbf.g_01373	Pran.g_00377
OG0000176	Prbf.g_01375	Pran.g_00375
OG0000177	Prbf.g_01376	Pran.g_00374
OG0000178	Prbf.g_01378	Pran.g_00373
OG0000179	Prbf.g_01390	Pran.g_00368
OG0000180	Prbf.g_01391	Pran.g_00367
OG0000181	Prbf.g_01392	Pran.g_00366
OG0000182	Prbf.g_01396	Pran.g_00363
OG0000183	Prbf.g_01397	Pran.g_00362
OG0000184	Prbf.g_01400	Pran.g_00359
OG0000185	Prbf.g_01404	Pran.g_00355
OG0000186	Prbf.g_01405	Pran.g_00354
OG0000187	Prbf.g_00291	Pran.g_00353
OG0000188	Prbf.g_01406	Pran.g_00352
OG0000189	Prbf.g_01407	Pran.g_00351
OG0000190	Prbf.g_01408	Pran.g_00350
OG0000191	Prbf.g_01409	Pran.g_00349
OG0000192	Prbf.g_01410	Pran.g_00348
OG0000193	Prbf.g_01411	Pran.g_00347
OG0000194	Prbf.g_01412	Pran.g_00346
OG0000195	Prbf.g_01414	Pran.g_00344
OG0000196	Prbf.g_01415	Pran.g_00343
OG0000197	Prbf.g_01416	Pran.g_00342
OG0000198	Prbf.g_01417	Pran.g_00341
OG0000199	Prbf.g_01420	Pran.g_00339
OG0000200	Prbf.g_01421	Pran.g_00338
OG0000201	Prbf.g_01422	Pran.g_00337
OG0000202	Prbf.g_01424	Pran.g_00336
OG0000203	Prbf.g_01425	Pran.g_00335
OG0000204	Prbf.g_01426	Pran.g_00334
OG0000205	Prbf.g_01428	Pran.g_00333
OG0000206	Prbf.g_01429	Pran.g_00332
OG0000207	Prbf.g_01430	Pran.g_00331
OG0000208	Prbf.g_01431	Pran.g_00330
OG0000209	Prbf.g_01432	Pran.g_00329
OG0000210	Prbf.g_01433	Pran.g_00327
OG0000211	Prbf.g_01435	Pran.g_00326
OG0000212	Prbf.g_01436	Pran.g_00325
OG0000213	Prbf.g_01437	Pran.g_00324
OG0000214	Prbf.g_01441	Pran.g_00322
OG0000215	Prbf.g_01442	Pran.g_00321
OG0000216	Prbf.g_01444	Pran.g_00319
OG0000217	Prbf.g_01445	Pran.g_00318
OG0000218	Prbf.g_01446	Pran.g_00317
OG0000219	Prbf.g_01447	Pran.g_00316
OG0000220	Prbf.g_01450	Pran.g_00313
OG0000221	Prbf.g_01453	Pran.g_00311
OG0000222	Prbf.g_01454	Pran.g_00310
OG0000223	Prbf.g_01455	Pran.g_00309
OG0000224	Prbf.g_01457	Pran.g_00307
OG0000225	Prbf.g_01459	Pran.g_00305
OG0000226	Prbf.g_01461	Pran.g_00304
OG0000227	Prbf.g_01462	Pran.g_00303
OG0000228	Prbf.g_01463	Pran.g_00302
OG0000229	Prbf.g_01464	Pran.g_00301
OG0000230	Prbf.g_01465	Pran.g_00300
OG0000231	Prbf.g_01055	Pran.g_00298
OG0000232	Prbf.g_01467	Pran.g_00297
OG0000233	Prbf.g_01470	Pran.g_00294
OG0000234	Prbf.g_01472	Pran.g_00292
OG0000235	Prbf.g_01478	Pran.g_00288
OG0000236	Prbf.g_01479	Pran.g_00287
OG0000237	Prbf.g_01480	Pran.g_00286
OG0000238	Prbf.g_01481	Pran.g_00285
OG0000239	Prbf.g_01482	Pran.g_00283
OG0000240	Prbf.g_01484	Pran.g_00281
OG0000241	Prbf.g_01485	Pran.g_00280
OG0000242	Prbf.g_01486	Pran.g_00279
OG0000243	Prbf.g_01487	Pran.g_00278
OG0000244	Prbf.g_01488	Pran.g_00277
OG0000245	Prbf.g_01490	Pran.g_00276
OG0000246	Prbf.g_01492	Pran.g_00274
OG0000247	Prbf.g_01493	Pran.g_00273
OG0000248	Prbf.g_01494	Pran.g_00272
OG0000249	Prbf.g_01495	Pran.g_00271
OG0000250	Prbf.g_01496	Pran.g_00270
OG0000251	Prbf.g_01497	Pran.g_00269
OG0000252	Prbf.g_01498	Pran.g_00268
OG0000253	Prbf.g_01499	Pran.g_00267
OG0000254	Prbf.g_01501	Pran.g_00265
OG0000255	Prbf.g_01502	Pran.g_00264
OG0000256	Prbf.g_01505	Pran.g_00261
OG0000257	Prbf.g_01507	Pran.g_00259
OG0000258	Prbf.g_01508	Pran.g_00258
OG0000259	Prbf.g_01509	Pran.g_00257
OG0000260	Prbf.g_01510	Pran.g_00256
OG0000261	Prbf.g_01511	Pran.g_00255
OG0000262	Prbf.g_01512	Pran.g_00254
OG0000263	Prbf.g_01513	Pran.g_00253
OG0000264	Prbf.g_01515	Pran.g_00251
OG0000265	Prbf.g_01516	Pran.g_00250
OG0000266	Prbf.g_01517	Pran.g_00249
OG0000267	Prbf.g_01519	Pran.g_00247
OG0000268	Prbf.g_01521	Pran.g_00246
OG0000269	Prbf.g_01522	Pran.g_00245
OG0000270	Prbf.g_01523	Pran.g_00244
OG0000271	Prbf.g_01524	Pran.g_00243
OG0000272	Prbf.g_01525	Pran.g_00242
OG0000273	Prbf.g_01526	Pran.g_00241
OG0000274	Prbf.g_01527	Pran.g_00240
OG0000275	Prbf.g_01528	Pran.g_00239
OG0000276	Prbf.g_01529	Pran.g_00238
OG0000277	Prbf.g_01530	Pran.g_00237
OG0000278	Prbf.g_01531	Pran.g_00236
OG0000279	Prbf.g_01532	Pran.g_00235
OG0000280	Prbf.g_01533	Pran.g_00234
OG0000281	Prbf.g_01535	Pran.g_00232
OG0000282	Prbf.g_01536	Pran.g_00231
OG0000283	Prbf.g_01539	Pran.g_00228
OG0000284	Prbf.g_01540	Pran.g_00227
OG0000285	Prbf.g_01541	Pran.g_00226
OG0000286	Prbf.g_01543	Pran.g_00224
OG0000287	Prbf.g_01545	Pran.g_00223
OG0000288	Prbf.g_01546	Pran.g_00222
OG0000289	Prbf.g_01547	Pran.g_00221
OG0000290	Prbf.g_01548	Pran.g_00220
OG0000291	Prbf.g_01549	Pran.g_00219
OG0000292	Prbf.g_01550	Pran.g_00218
OG0000293	Prbf.g_01551	Pran.g_00217
OG0000294	Prbf.g_01552	Pran.g_00216
OG0000295	Prbf.g_01553	Pran.g_00215
OG0000296	Prbf.g_01554	Pran.g_00214
OG0000297	Prbf.g_01555	Pran.g_00213
OG0000298	Prbf.g_01556	Pran.g_00212
OG0000299	Prbf.g_01557	Pran.g_00211
OG0000300	Prbf.g_01558	Pran.g_00210
OG0000301	Prbf.g_01559	Pran.g_00209
OG0000302	Prbf.g_01560	Pran.g_00208
OG0000303	Prbf.g_01561	Pran.g_00207
OG0000304	Prbf.g_01563	Pran.g_00206
OG0000305	Prbf.g_01564	Pran.g_00205
OG0000306	Prbf.g_01565	Pran.g_00204
OG0000307	Prbf.g_01567	Pran.g_00203
OG0000308	Prbf.g_01568	Pran.g_00202
OG0000309	Prbf.g_01569	Pran.g_00201
OG0000310	Prbf.g_01570	Pran.g_00200
OG0000311	Prbf.g_01571	Pran.g_00199
OG0000312	Prbf.g_01573	Pran.g_00197
OG0000313	Prbf.g_01574	Pran.g_00196
OG0000314	Prbf.g_01578	Pran.g_00194
OG0000315	Prbf.g_01579	Pran.g_00193
OG0000316	Prbf.g_01581	Pran.g_01950
OG0000317	Prbf.g_01583	Pran.g_01948
OG0000318	Prbf.g_01584	Pran.g_01947
OG0000319	Prbf.g_01585	Pran.g_01946
OG0000320	Prbf.g_01586	Pran.g_01945
OG0000321	Prbf.g_01589	Pran.g_01942
OG0000322	Prbf.g_01593	Pran.g_01939
OG0000323	Prbf.g_01594	Pran.g_01938
OG0000324	Prbf.g_01597	Pran.g_01935
OG0000325	Prbf.g_01598	Pran.g_01934
OG0000326	Prbf.g_01599	Pran.g_01933
OG0000327	Prbf.g_01601	Pran.g_01931
OG0000328	Prbf.g_01602	Pran.g_01930
OG0000329	Prbf.g_01603	Pran.g_01929
OG0000330	Prbf.g_01604	Pran.g_01928
OG0000331	Prbf.g_01606	Pran.g_01927
OG0000332	Prbf.g_01607	Pran.g_01926
OG0000333	Prbf.g_01608	Pran.g_01925
OG0000334	Prbf.g_01609	Pran.g_01924
OG0000335	Prbf.g_01610	Pran.g_01923
OG0000336	Prbf.g_01612	Pran.g_01922
OG0000337	Prbf.g_01615	Pran.g_01919
OG0000338	Prbf.g_01616	Pran.g_01918
OG0000339	Prbf.g_01617	Pran.g_01917
OG0000340	Prbf.g_01618	Pran.g_01916
OG0000341	Prbf.g_01622	Pran.g_01912
OG0000342	Prbf.g_01623	Pran.g_01911
OG0000343	Prbf.g_01626	Pran.g_01909
OG0000344	Prbf.g_01627	Pran.g_01908
OG0000345	Prbf.g_01628	Pran.g_01907
OG0000346	Prbf.g_01629	Pran.g_01906
OG0000347	Prbf.g_01630	Pran.g_01905
OG0000348	Prbf.g_01632	Pran.g_01904
OG0000349	Prbf.g_01633	Pran.g_01903
OG0000350	Prbf.g_01634	Pran.g_01902
OG0000351	Prbf.g_01636	Pran.g_01899
OG0000352	Prbf.g_01639	Pran.g_01896
OG0000353	Prbf.g_01640	Pran.g_01895
OG0000354	Prbf.g_01641	Pran.g_01894
OG0000355	Prbf.g_01642	Pran.g_01893
OG0000356	Prbf.g_01643	Pran.g_01892
OG0000357	Prbf.g_01644	Pran.g_01891
OG0000358	Prbf.g_01645	Pran.g_01890
OG0000359	Prbf.g_01646	Pran.g_01889
OG0000360	Prbf.g_01648	Pran.g_01886
OG0000361	Prbf.g_01649	Pran.g_01885
OG0000362	Prbf.g_01650	Pran.g_01884
OG0000363	Prbf.g_01651	Pran.g_01883
OG0000364	Prbf.g_01652	Pran.g_01882
OG0000365	Prbf.g_01653	Pran.g_01881
OG0000366	Prbf.g_01654	Pran.g_01880
OG0000367	Prbf.g_01655	Pran.g_01879
OG0000368	Prbf.g_01656	Pran.g_01878
OG0000369	Prbf.g_01657	Pran.g_01877
OG0000370	Prbf.g_01658	Pran.g_01876
OG0000371	Prbf.g_01659	Pran.g_01875
OG0000372	Prbf.g_01660	Pran.g_01873
OG0000373	Prbf.g_01662	Pran.g_01871
OG0000374	Prbf.g_01663	Pran.g_01870
OG0000375	Prbf.g_01664	Pran.g_01869
OG0000376	Prbf.g_01665	Pran.g_01867
OG0000377	Prbf.g_01671	Pran.g_01866
OG0000378	Prbf.g_01672	Pran.g_01865
OG0000379	Prbf.g_01678	Pran.g_01860
OG0000380	Prbf.g_01680	Pran.g_01859
OG0000381	Prbf.g_01681	Pran.g_01858
OG0000382	Prbf.g_01682	Pran.g_01857
OG0000383	Prbf.g_01685	Pran.g_01854
OG0000384	Prbf.g_01686	Pran.g_01853
OG0000385	Prbf.g_01689	Pran.g_01850
OG0000386	Prbf.g_01690	Pran.g_01849
OG0000387	Prbf.g_01691	Pran.g_01848
OG0000388	Prbf.g_01692	Pran.g_01847
OG0000389	Prbf.g_01693	Pran.g_01846
OG0000390	Prbf.g_01694	Pran.g_01845
OG0000391	Prbf.g_01695	Pran.g_01844
OG0000392	Prbf.g_01696	Pran.g_01843
OG0000393	Prbf.g_01700	Pran.g_01840
OG0000394	Prbf.g_01701	Pran.g_01839
OG0000395	Prbf.g_01704	Pran.g_01837
OG0000396	Prbf.g_01190	Pran.g_01835
OG0000397	Prbf.g_00874	Pran.g_01823
OG0000398	Prbf.g_00741	Pran.g_01816
OG0000399	Prbf.g_00879	Pran.g_01815
OG0000400	Prbf.g_00629	Pran.g_01808
OG0000401	Prbf.g_01715	Pran.g_01749
OG0000402	Prbf.g_01716	Pran.g_01748
OG0000403	Prbf.g_01717	Pran.g_01747
OG0000404	Prbf.g_01719	Pran.g_01745
OG0000405	Prbf.g_01720	Pran.g_01744
OG0000406	Prbf.g_01722	Pran.g_01742
OG0000407	Prbf.g_01723	Pran.g_01741
OG0000408	Prbf.g_01724	Pran.g_01740
OG0000409	Prbf.g_01725	Pran.g_01739
OG0000410	Prbf.g_01726	Pran.g_01738
OG0000411	Prbf.g_01727	Pran.g_01737
OG0000412	Prbf.g_01728	Pran.g_01736
OG0000413	Prbf.g_01729	Pran.g_01735
OG0000414	Prbf.g_01730	Pran.g_01734
OG0000415	Prbf.g_01731	Pran.g_01733
OG0000416	Prbf.g_01732	Pran.g_01729
OG0000417	Prbf.g_01733	Pran.g_01728
OG0000418	Prbf.g_01734	Pran.g_01727
OG0000419	Prbf.g_01735	Pran.g_01726
OG0000420	Prbf.g_01736	Pran.g_01725
OG0000421	Prbf.g_01740	Pran.g_01724
OG0000422	Prbf.g_01742	Pran.g_01723
OG0000423	Prbf.g_01743	Pran.g_01722
OG0000424	Prbf.g_01744	Pran.g_01720
OG0000425	Prbf.g_01748	Pran.g_01717
OG0000426	Prbf.g_01749	Pran.g_01716
OG0000427	Prbf.g_01750	Pran.g_01715
OG0000428	Prbf.g_01752	Pran.g_01714
OG0000429	Prbf.g_01753	Pran.g_01713
OG0000430	Prbf.g_01754	Pran.g_01707
OG0000431	Prbf.g_01756	Pran.g_01705
OG0000432	Prbf.g_01757	Pran.g_01704
OG0000433	Prbf.g_01760	Pran.g_01701
OG0000434	Prbf.g_01761	Pran.g_01700
OG0000435	Prbf.g_01762	Pran.g_01699
OG0000436	Prbf.g_01764	Pran.g_01697
OG0000437	Prbf.g_01766	Pran.g_01695
OG0000438	Prbf.g_01767	Pran.g_01694
OG0000439	Prbf.g_01768	Pran.g_01693
OG0000440	Prbf.g_01770	Pran.g_01691
OG0000441	Prbf.g_01771	Pran.g_01690
OG0000442	Prbf.g_01772	Pran.g_01689
OG0000443	Prbf.g_01773	Pran.g_01688
OG0000444	Prbf.g_01774	Pran.g_01687
OG0000445	Prbf.g_01775	Pran.g_01686
OG0000446	Prbf.g_01776	Pran.g_01685
OG0000447	Prbf.g_01777	Pran.g_01684
OG0000448	Prbf.g_01778	Pran.g_01683
OG0000449	Prbf.g_01784	Pran.g_01678
OG0000450	Prbf.g_01785	Pran.g_01677
OG0000451	Prbf.g_01786	Pran.g_01676
OG0000452	Prbf.g_01787	Pran.g_01675
OG0000453	Prbf.g_01788	Pran.g_01673
OG0000454	Prbf.g_01789	Pran.g_01672
OG0000455	Prbf.g_01790	Pran.g_01671
OG0000456	Prbf.g_01791	Pran.g_01670
OG0000457	Prbf.g_01793	Pran.g_01668
OG0000458	Prbf.g_01795	Pran.g_01666
OG0000459	Prbf.g_01796	Pran.g_01665
OG0000460	Prbf.g_01798	Pran.g_01663
OG0000461	Prbf.g_01799	Pran.g_01662
OG0000462	Prbf.g_01800	Pran.g_01661
OG0000463	Prbf.g_01801	Pran.g_01660
OG0000464	Prbf.g_01805	Pran.g_01655
OG0000465	Prbf.g_01806	Pran.g_01653
OG0000466	Prbf.g_01807	Pran.g_01652
OG0000467	Prbf.g_01808	Pran.g_01651
OG0000468	Prbf.g_01809	Pran.g_01650
OG0000469	Prbf.g_01810	Pran.g_01649
OG0000470	Prbf.g_01811	Pran.g_01648
OG0000471	Prbf.g_01812	Pran.g_01647
OG0000472	Prbf.g_01815	Pran.g_01644
OG0000473	Prbf.g_01816	Pran.g_01643
OG0000474	Prbf.g_01817	Pran.g_01642
OG0000475	Prbf.g_01818	Pran.g_01641
OG0000476	Prbf.g_01819	Pran.g_01640
OG0000477	Prbf.g_01821	Pran.g_01638
OG0000478	Prbf.g_01822	Pran.g_01637
OG0000479	Prbf.g_01823	Pran.g_01636
OG0000480	Prbf.g_01825	Pran.g_01634
OG0000481	Prbf.g_01826	Pran.g_01633
OG0000482	Prbf.g_01827	Pran.g_01632
OG0000483	Prbf.g_01828	Pran.g_01631
OG0000484	Prbf.g_01829	Pran.g_01630
OG0000485	Prbf.g_01830	Pran.g_01629
OG0000486	Prbf.g_01831	Pran.g_01628
OG0000487	Prbf.g_01832	Pran.g_01627
OG0000488	Prbf.g_01834	Pran.g_01625
OG0000489	Prbf.g_01835	Pran.g_01624
OG0000490	Prbf.g_01836	Pran.g_01623
OG0000491	Prbf.g_01837	Pran.g_01622
OG0000492	Prbf.g_01838	Pran.g_01621
OG0000493	Prbf.g_01839	Pran.g_01620
OG0000494	Prbf.g_01840	Pran.g_01618
OG0000495	Prbf.g_01841	Pran.g_01617
OG0000496	Prbf.g_01843	Pran.g_01616
OG0000497	Prbf.g_01845	Pran.g_01614
OG0000498	Prbf.g_01846	Pran.g_01613
OG0000499	Prbf.g_01848	Pran.g_01611
OG0000500	Prbf.g_01849	Pran.g_01610
OG0000501	Prbf.g_01851	Pran.g_01608
OG0000502	Prbf.g_01852	Pran.g_01607
OG0000503	Prbf.g_01853	Pran.g_01606
OG0000504	Prbf.g_01854	Pran.g_01605
OG0000505	Prbf.g_01855	Pran.g_01604
OG0000506	Prbf.g_01856	Pran.g_01603
OG0000507	Prbf.g_01857	Pran.g_01602
OG0000508	Prbf.g_01859	Pran.g_01600
OG0000509	Prbf.g_01860	Pran.g_01599
OG0000510	Prbf.g_01861	Pran.g_01598
OG0000511	Prbf.g_01862	Pran.g_01597
OG0000512	Prbf.g_01863	Pran.g_01596
OG0000513	Prbf.g_01864	Pran.g_01595
OG0000514	Prbf.g_01865	Pran.g_01594
OG0000515	Prbf.g_01868	Pran.g_01592
OG0000516	Prbf.g_01869	Pran.g_01591
OG0000517	Prbf.g_01870	Pran.g_01590
OG0000518	Prbf.g_01873	Pran.g_01587
OG0000519	Prbf.g_01874	Pran.g_01586
OG0000520	Prbf.g_01875	Pran.g_01585
OG0000521	Prbf.g_01876	Pran.g_01584
OG0000522	Prbf.g_01877	Pran.g_01583
OG0000523	Prbf.g_01878	Pran.g_01582
OG0000524	Prbf.g_01879	Pran.g_01581
OG0000525	Prbf.g_01881	Pran.g_01579
OG0000526	Prbf.g_01882	Pran.g_01578
OG0000527	Prbf.g_01883	Pran.g_01577
OG0000528	Prbf.g_01884	Pran.g_01576
OG0000529	Prbf.g_01885	Pran.g_01575
OG0000530	Prbf.g_01886	Pran.g_01574
OG0000531	Prbf.g_01888	Pran.g_01573
OG0000532	Prbf.g_01889	Pran.g_01572
OG0000533	Prbf.g_01890	Pran.g_01571
OG0000534	Prbf.g_01891	Pran.g_01570
OG0000535	Prbf.g_01892	Pran.g_01569
OG0000536	Prbf.g_01893	Pran.g_01568
OG0000537	Prbf.g_01894	Pran.g_01567
OG0000538	Prbf.g_01895	Pran.g_01566
OG0000539	Prbf.g_01896	Pran.g_01565
OG0000540	Prbf.g_01897	Pran.g_01564
OG0000541	Prbf.g_01898	Pran.g_01563
OG0000542	Prbf.g_01899	Pran.g_01562
OG0000543	Prbf.g_01900	Pran.g_01561
OG0000544	Prbf.g_01901	Pran.g_01560
OG0000545	Prbf.g_01903	Pran.g_01557
OG0000546	Prbf.g_01904	Pran.g_01556
OG0000547	Prbf.g_01906	Pran.g_01554
OG0000548	Prbf.g_01908	Pran.g_01553
OG0000549	Prbf.g_01909	Pran.g_01552
OG0000550	Prbf.g_01910	Pran.g_01551
OG0000551	Prbf.g_01912	Pran.g_01550
OG0000552	Prbf.g_01913	Pran.g_01549
OG0000553	Prbf.g_00977	Pran.g_01548
OG0000554	Prbf.g_00978	Pran.g_01547
OG0000555	Prbf.g_00979	Pran.g_01546
OG0000556	Prbf.g_00980	Pran.g_01545
OG0000557	Prbf.g_00981	Pran.g_01544
OG0000558	Prbf.g_00982	Pran.g_01543
OG0000559	Prbf.g_00983	Pran.g_01542
OG0000560	Prbf.g_00985	Pran.g_01540
OG0000561	Prbf.g_00986	Pran.g_01539
OG0000562	Prbf.g_00988	Pran.g_01538
OG0000563	Prbf.g_00989	Pran.g_01537
OG0000564	Prbf.g_00990	Pran.g_01536
OG0000565	Prbf.g_00991	Pran.g_01535
OG0000566	Prbf.g_00992	Pran.g_01534
OG0000567	Prbf.g_00993	Pran.g_01533
