Orthogroup	Pray	Syaa
OG0000187	Pray.g_00224	Syaa.g_00358
OG0000188	Pray.g_00207	Syaa.g_00334
OG0000189	Pray.g_00193	Syaa.g_02367
OG0000190	Pray.g_00192	Syaa.g_02369
OG0000191	Pray.g_00172	Syaa.g_02404
OG0000192	Pray.g_00168	Syaa.g_02410
OG0000193	Pray.g_00143	Syaa.g_02449
OG0000194	Pray.g_00140	Syaa.g_02452
OG0000195	Pray.g_00138	Syaa.g_02459
OG0000196	Pray.g_00642	Syaa.g_02469
OG0000197	Pray.g_00643	Syaa.g_02470
OG0000198	Pray.g_00644	Syaa.g_02471
OG0000199	Pray.g_00651	Syaa.g_02479
OG0000200	Pray.g_00665	Syaa.g_02496
OG0000201	Pray.g_00673	Syaa.g_02521
OG0000202	Pray.g_00674	Syaa.g_02522
OG0000203	Pray.g_00675	Syaa.g_02523
OG0000204	Pray.g_00676	Syaa.g_02524
OG0000205	Pray.g_00683	Syaa.g_02531
OG0000206	Pray.g_00688	Syaa.g_02538
OG0000207	Pray.g_00690	Syaa.g_02540
OG0000208	Pray.g_00691	Syaa.g_02541
OG0000209	Pray.g_00700	Syaa.g_02556
OG0000210	Pray.g_00701	Syaa.g_02557
OG0000211	Pray.g_00714	Syaa.g_02113
OG0000212	Pray.g_00721	Syaa.g_02102
OG0000213	Pray.g_00738	Syaa.g_00295
OG0000214	Pray.g_00747	Syaa.g_00279
OG0000215	Pray.g_00771	Syaa.g_00248
OG0000216	Pray.g_00772	Syaa.g_00244
OG0000217	Pray.g_00775	Syaa.g_00240
OG0000218	Pray.g_00777	Syaa.g_00238
OG0000219	Pray.g_00778	Syaa.g_00237
OG0000220	Pray.g_00779	Syaa.g_00236
OG0000221	Pray.g_00780	Syaa.g_00229
OG0000222	Pray.g_00788	Syaa.g_00215
OG0000223	Pray.g_00801	Syaa.g_00192
OG0000224	Pray.g_00803	Syaa.g_00183
OG0000225	Pray.g_00824	Syaa.g_02166
OG0000226	Pray.g_00828	Syaa.g_02162
OG0000227	Pray.g_00830	Syaa.g_02160
OG0000228	Pray.g_00833	Syaa.g_02150
OG0000229	Pray.g_00926	Syaa.g_00703
OG0000230	Pray.g_00928	Syaa.g_00705
OG0000231	Pray.g_00939	Syaa.g_00717
OG0000232	Pray.g_00948	Syaa.g_01858
OG0000233	Pray.g_00953	Syaa.g_01853
OG0000234	Pray.g_00966	Syaa.g_01841
OG0000235	Pray.g_00969	Syaa.g_02052
OG0000236	Pray.g_00983	Syaa.g_02037
OG0000237	Pray.g_00997	Syaa.g_02020
OG0000238	Pray.g_01003	Syaa.g_02015
OG0000239	Pray.g_01016	Syaa.g_01996
OG0000240	Pray.g_01017	Syaa.g_01995
OG0000241	Pray.g_01021	Syaa.g_01644
OG0000242	Pray.g_01023	Syaa.g_01982
OG0000243	Pray.g_01218	Syaa.g_01960
OG0000244	Pray.g_01215	Syaa.g_01954
OG0000245	Pray.g_01213	Syaa.g_01952
OG0000246	Pray.g_01209	Syaa.g_01948
OG0000247	Pray.g_01199	Syaa.g_01937
OG0000248	Pray.g_01197	Syaa.g_01934
OG0000249	Pray.g_01195	Syaa.g_01932
OG0000250	Pray.g_01190	Syaa.g_01922
OG0000251	Pray.g_01172	Syaa.g_01897
OG0000252	Pray.g_01169	Syaa.g_01894
OG0000253	Pray.g_01168	Syaa.g_01893
OG0000254	Pray.g_01152	Syaa.g_01684
OG0000255	Pray.g_01146	Syaa.g_01668
OG0000256	Pray.g_01136	Syaa.g_01651
OG0000257	Pray.g_01133	Syaa.g_01645
OG0000258	Pray.g_01120	Syaa.g_01624
OG0000259	Pray.g_01103	Syaa.g_01063
OG0000260	Pray.g_01100	Syaa.g_01066
OG0000261	Pray.g_01098	Syaa.g_01069
OG0000262	Pray.g_01094	Syaa.g_01074
OG0000263	Pray.g_01082	Syaa.g_00989
OG0000264	Pray.g_01072	Syaa.g_00910
OG0000265	Pray.g_01040	Syaa.g_00931, Syaa.g_01498
OG0000266	Pray.g_01030	Syaa.g_01257, Syaa.g_01258
OG0000267	Pray.g_00274	Syaa.g_01409
OG0000268	Pray.g_00275	Syaa.g_01408
OG0000269	Pray.g_00343	Syaa.g_01149
OG0000270	Pray.g_00346	Syaa.g_01152
OG0000271	Pray.g_00354	Syaa.g_01160
OG0000272	Pray.g_00355	Syaa.g_01161
OG0000273	Pray.g_00378	Syaa.g_00844
OG0000274	Pray.g_00379	Syaa.g_00843
OG0000275	Pray.g_00382	Syaa.g_00840
OG0000276	Pray.g_00387	Syaa.g_00834
OG0000277	Pray.g_00388	Syaa.g_00833
OG0000278	Pray.g_00391	Syaa.g_00830
OG0000279	Pray.g_00398	Syaa.g_00822
OG0000280	Pray.g_00399	Syaa.g_00815
OG0000282	Pray.g_00454	Syaa.g_01096
OG0000283	Pray.g_00488	Syaa.g_01396
OG0000284	Pray.g_00493	Syaa.g_01390
OG0000285	Pray.g_00498	Syaa.g_01377
OG0000286	Pray.g_00510	Syaa.g_01358
OG0000287	Pray.g_00527	Syaa.g_01330
OG0000288	Pray.g_00557	Syaa.g_01299
OG0000289	Pray.g_00568	Syaa.g_01285
OG0000290	Pray.g_00581	Syaa.g_00875
OG0000291	Pray.g_00583	Syaa.g_00877
OG0000292	Pray.g_00632	Syaa.g_02751
OG0000293	Pray.g_00073	Syaa.g_00758
OG0000294	Pray.g_00072	Syaa.g_00759
OG0000295	Pray.g_00051	Syaa.g_00796
OG0000296	Pray.g_00049	Syaa.g_00798
OG0000297	Pray.g_00041	Syaa.g_01021
OG0000298	Pray.g_00040	Syaa.g_01010
OG0000299	Pray.g_00023	Syaa.g_00982
OG0000300	Pray.g_00020	Syaa.g_00976
OG0000301	Pray.g_00019	Syaa.g_00975
OG0000302	Pray.g_00017	Syaa.g_00972
OG0000303	Pray.g_00010	Syaa.g_00963
OG0000304	Pray.g_00006	Syaa.g_00957
OG0000305	Pray.g_01837	Syaa.g_00881
OG0000306	Pray.g_01834	Syaa.g_00807
OG0000307	Pray.g_01820	Syaa.g_02068
OG0000308	Pray.g_01819	Syaa.g_02070
OG0000309	Pray.g_01815	Syaa.g_02075
OG0000310	Pray.g_01737	Syaa.g_01752
OG0000311	Pray.g_01735	Syaa.g_01757
OG0000312	Pray.g_01732	Syaa.g_01762
OG0000313	Pray.g_01718	Syaa.g_01779
OG0000314	Pray.g_01695	Syaa.g_01806
OG0000315	Pray.g_01685	Syaa.g_01816
OG0000316	Pray.g_01665	Syaa.g_00598
OG0000317	Pray.g_01561	Syaa.g_00556
OG0000318	Pray.g_01558	Syaa.g_00550
OG0000319	Pray.g_01545	Syaa.g_00532
OG0000320	Pray.g_01543	Syaa.g_00530
OG0000321	Pray.g_01542	Syaa.g_00529
OG0000322	Pray.g_01541	Syaa.g_00528
OG0000323	Pray.g_01532	Syaa.g_00496
OG0000324	Pray.g_01506	Syaa.g_00653
OG0000325	Pray.g_01235	Syaa.g_02350
OG0000326	Pray.g_01241	Syaa.g_02343
OG0000327	Pray.g_01265	Syaa.g_02294
OG0000328	Pray.g_01266	Syaa.g_02293
OG0000329	Pray.g_01283	Syaa.g_02275
OG0000330	Pray.g_01284	Syaa.g_02274
OG0000331	Pray.g_01285	Syaa.g_02273
OG0000332	Pray.g_01299	Syaa.g_02258
OG0000333	Pray.g_01301	Syaa.g_02255
OG0000334	Pray.g_01309	Syaa.g_02246
OG0000335	Pray.g_01314	Syaa.g_02241
OG0000336	Pray.g_01318	Syaa.g_02237
OG0000337	Pray.g_01335	Syaa.g_00167
OG0000338	Pray.g_01336	Syaa.g_00162
OG0000339	Pray.g_01340	Syaa.g_00156
OG0000340	Pray.g_01348	Syaa.g_00144
OG0000341	Pray.g_01350	Syaa.g_00142
OG0000342	Pray.g_01351	Syaa.g_00141
OG0000343	Pray.g_01352	Syaa.g_00140
OG0000344	Pray.g_01355	Syaa.g_00136
OG0000345	Pray.g_01360	Syaa.g_00127
OG0000346	Pray.g_01365	Syaa.g_00122
OG0000347	Pray.g_01381	Syaa.g_00088
OG0000348	Pray.g_01391	Syaa.g_00071
OG0000349	Pray.g_01408	Syaa.g_00053
OG0000350	Pray.g_01427	Syaa.g_02336
OG0000351	Pray.g_01444	Syaa.g_02730
OG0000352	Pray.g_01445	Syaa.g_02731
OG0000353	Pray.g_01460	Syaa.g_02757
OG0000355	Pray.g_01462	Syaa.g_00001
OG0000356	Pray.g_01463	Syaa.g_00002
OG0000357	Pray.g_01464	Syaa.g_00003
OG0000358	Pray.g_01469	Syaa.g_00007
OG0000359	Pray.g_01470	Syaa.g_00009
OG0000360	Pray.g_01471	Syaa.g_00010
OG0000361	Pray.g_01472	Syaa.g_00011
OG0000362	Pray.g_01474	Syaa.g_00013
OG0000363	Pray.g_01476	Syaa.g_00015
OG0000364	Pray.g_01477	Syaa.g_00016
OG0000365	Pray.g_01482	Syaa.g_00027
OG0000366	Pray.g_01483	Syaa.g_00028
OG0000367	Pray.g_01484	Syaa.g_00029
OG0000368	Pray.g_01486	Syaa.g_00031
OG0000369	Pray.g_01487	Syaa.g_00032
OG0000370	Pray.g_01488	Syaa.g_00033
OG0000371	Pray.g_01494	Syaa.g_00041
OG0000372	Pray.g_01497	Syaa.g_00046
OG0000373	Pray.g_01498	Syaa.g_00047
OG0000374	Pray.g_01499	Syaa.g_00048
OG0000375	Pray.g_00243	Syaa.g_00049
OG0000376	Pray.g_00241	Syaa.g_00051
OG0000377	Pray.g_00238	Syaa.g_02585
OG0000378	Pray.g_00236	Syaa.g_02577
OG0000379	Pray.g_00233	Syaa.g_02574
OG0000380	Pray.g_00223	Syaa.g_00357
OG0000381	Pray.g_00219	Syaa.g_00353
OG0000382	Pray.g_00208	Syaa.g_00335
OG0000383	Pray.g_00206	Syaa.g_00333
OG0000384	Pray.g_00205	Syaa.g_00332
OG0000385	Pray.g_00204	Syaa.g_00331
OG0000386	Pray.g_00203	Syaa.g_00330
OG0000387	Pray.g_00190	Syaa.g_02371
OG0000388	Pray.g_00187	Syaa.g_02375
OG0000389	Pray.g_00183	Syaa.g_02379
OG0000390	Pray.g_00176	Syaa.g_02398
OG0000391	Pray.g_00173	Syaa.g_02403
OG0000392	Pray.g_00169	Syaa.g_02409
OG0000393	Pray.g_00167	Syaa.g_02412
OG0000394	Pray.g_00166	Syaa.g_02413
OG0000395	Pray.g_00165	Syaa.g_02414
OG0000396	Pray.g_00162	Syaa.g_02417
OG0000397	Pray.g_00160	Syaa.g_02419
OG0000398	Pray.g_00158	Syaa.g_02424
OG0000399	Pray.g_00157	Syaa.g_02425
OG0000400	Pray.g_00156	Syaa.g_02426
OG0000401	Pray.g_00155	Syaa.g_02427
OG0000402	Pray.g_00153	Syaa.g_02429
OG0000403	Pray.g_00152	Syaa.g_02430
OG0000404	Pray.g_00151	Syaa.g_02431
OG0000405	Pray.g_00147	Syaa.g_02446
OG0000406	Pray.g_00142	Syaa.g_02450
OG0000407	Pray.g_00141	Syaa.g_02451
OG0000408	Pray.g_00139	Syaa.g_02458
OG0000409	Pray.g_00137	Syaa.g_02460
OG0000410	Pray.g_00136	Syaa.g_02461
OG0000411	Pray.g_00635	Syaa.g_02462
OG0000412	Pray.g_00636	Syaa.g_02463
OG0000413	Pray.g_00637	Syaa.g_02465
OG0000415	Pray.g_00639	Syaa.g_02466
OG0000416	Pray.g_00640	Syaa.g_02467
OG0000417	Pray.g_00641	Syaa.g_02468
OG0000418	Pray.g_00646	Syaa.g_02473
OG0000419	Pray.g_00648	Syaa.g_02475
OG0000420	Pray.g_00649	Syaa.g_02477
OG0000421	Pray.g_00654	Syaa.g_02482
OG0000422	Pray.g_00655	Syaa.g_02483
OG0000423	Pray.g_00656	Syaa.g_02484
OG0000424	Pray.g_00657	Syaa.g_02485
OG0000425	Pray.g_00658	Syaa.g_02486
OG0000426	Pray.g_00659	Syaa.g_02487
OG0000427	Pray.g_00660	Syaa.g_02488
OG0000428	Pray.g_00662	Syaa.g_02491
OG0000429	Pray.g_00663	Syaa.g_02493
OG0000430	Pray.g_00664	Syaa.g_02495
OG0000431	Pray.g_00666	Syaa.g_02498
OG0000432	Pray.g_00669	Syaa.g_02504
OG0000433	Pray.g_00670	Syaa.g_02513
OG0000434	Pray.g_00671	Syaa.g_02514
OG0000435	Pray.g_00672	Syaa.g_02516
OG0000436	Pray.g_00677	Syaa.g_02525
OG0000437	Pray.g_00678	Syaa.g_02526
OG0000438	Pray.g_00679	Syaa.g_02527
OG0000439	Pray.g_00681	Syaa.g_02529
OG0000440	Pray.g_00682	Syaa.g_02530
OG0000441	Pray.g_00685	Syaa.g_02534
OG0000442	Pray.g_00686	Syaa.g_02535
OG0000443	Pray.g_00687	Syaa.g_02536
OG0000444	Pray.g_00692	Syaa.g_02542
OG0000445	Pray.g_00693	Syaa.g_02543
OG0000446	Pray.g_00694	Syaa.g_02545
OG0000447	Pray.g_00695	Syaa.g_02548
OG0000448	Pray.g_00696	Syaa.g_02549
OG0000449	Pray.g_00697	Syaa.g_02550
OG0000450	Pray.g_00698	Syaa.g_02553
OG0000451	Pray.g_00699	Syaa.g_02554
OG0000452	Pray.g_00702	Syaa.g_02558
OG0000453	Pray.g_00703	Syaa.g_02559
OG0000454	Pray.g_00704	Syaa.g_02560
OG0000455	Pray.g_00705	Syaa.g_02561
OG0000456	Pray.g_00706	Syaa.g_02562
OG0000457	Pray.g_00707	Syaa.g_02564
OG0000458	Pray.g_00708	Syaa.g_02565
OG0000459	Pray.g_00709	Syaa.g_02566
OG0000460	Pray.g_00716	Syaa.g_02111
OG0000461	Pray.g_00723	Syaa.g_00318
OG0000462	Pray.g_00725	Syaa.g_00315
OG0000463	Pray.g_00726	Syaa.g_00314
OG0000464	Pray.g_00727	Syaa.g_00313
OG0000465	Pray.g_00728	Syaa.g_00311
OG0000466	Pray.g_00731	Syaa.g_00306
OG0000467	Pray.g_00732	Syaa.g_00304
OG0000468	Pray.g_00734	Syaa.g_00299
OG0000469	Pray.g_00742	Syaa.g_00285
OG0000470	Pray.g_00744	Syaa.g_00283
OG0000471	Pray.g_00745	Syaa.g_00282
OG0000472	Pray.g_00746	Syaa.g_00280
OG0000473	Pray.g_00748	Syaa.g_00278
OG0000474	Pray.g_00749	Syaa.g_00277
OG0000475	Pray.g_00750	Syaa.g_00276
OG0000476	Pray.g_00751	Syaa.g_00274
OG0000477	Pray.g_00754	Syaa.g_00268
OG0000478	Pray.g_00755	Syaa.g_00267
OG0000479	Pray.g_00756	Syaa.g_00266
OG0000480	Pray.g_00761	Syaa.g_00259
OG0000481	Pray.g_00763	Syaa.g_00257
OG0000482	Pray.g_00764	Syaa.g_00256
OG0000483	Pray.g_00767	Syaa.g_00252
OG0000484	Pray.g_00768	Syaa.g_00251
OG0000485	Pray.g_00769	Syaa.g_00250
OG0000486	Pray.g_00770	Syaa.g_00249
OG0000487	Pray.g_00773	Syaa.g_00243
OG0000488	Pray.g_00776	Syaa.g_00239
OG0000489	Pray.g_00781	Syaa.g_00228
OG0000490	Pray.g_00786	Syaa.g_00220
OG0000491	Pray.g_00787	Syaa.g_00218
OG0000492	Pray.g_00789	Syaa.g_00214
OG0000493	Pray.g_00790	Syaa.g_00213
OG0000494	Pray.g_00791	Syaa.g_00212
OG0000495	Pray.g_00792	Syaa.g_00211
OG0000496	Pray.g_00793	Syaa.g_00210
OG0000497	Pray.g_00794	Syaa.g_00209
OG0000498	Pray.g_00795	Syaa.g_00208
OG0000499	Pray.g_00796	Syaa.g_00207
OG0000500	Pray.g_00797	Syaa.g_00206
OG0000501	Pray.g_00799	Syaa.g_00203
OG0000502	Pray.g_00802	Syaa.g_00190
OG0000503	Pray.g_00812	Syaa.g_02182
OG0000504	Pray.g_00813	Syaa.g_02180
OG0000505	Pray.g_00814	Syaa.g_02179
OG0000506	Pray.g_00816	Syaa.g_02177
OG0000507	Pray.g_00819	Syaa.g_02171
OG0000508	Pray.g_00823	Syaa.g_02167
OG0000509	Pray.g_00825	Syaa.g_02165
OG0000510	Pray.g_00826	Syaa.g_02164
OG0000511	Pray.g_00827	Syaa.g_02163
OG0000512	Pray.g_00829	Syaa.g_02161
OG0000513	Pray.g_00836	Syaa.g_02145
OG0000514	Pray.g_00921	Syaa.g_02118
OG0000515	Pray.g_00922	Syaa.g_02117
OG0000516	Pray.g_00923	Syaa.g_00698
OG0000517	Pray.g_00925	Syaa.g_00702
OG0000518	Pray.g_00936	Syaa.g_00714
OG0000519	Pray.g_00937	Syaa.g_00715
OG0000520	Pray.g_00938	Syaa.g_00716
OG0000521	Pray.g_00943	Syaa.g_01864
OG0000522	Pray.g_00945	Syaa.g_01862
OG0000523	Pray.g_00946	Syaa.g_01859
OG0000524	Pray.g_00951	Syaa.g_01856
OG0000525	Pray.g_00954	Syaa.g_01851
OG0000526	Pray.g_00955	Syaa.g_01848
OG0000527	Pray.g_00963	Syaa.g_01844
OG0000528	Pray.g_00968	Syaa.g_02054
OG0000529	Pray.g_00971	Syaa.g_02050
OG0000530	Pray.g_00974	Syaa.g_02047
OG0000531	Pray.g_00975	Syaa.g_02046
OG0000532	Pray.g_00977	Syaa.g_02043
OG0000533	Pray.g_00978	Syaa.g_02042
OG0000534	Pray.g_00979	Syaa.g_02041
OG0000535	Pray.g_00980	Syaa.g_02040
OG0000536	Pray.g_00981	Syaa.g_02039
OG0000537	Pray.g_00982	Syaa.g_02038
OG0000538	Pray.g_00991	Syaa.g_02027
OG0000539	Pray.g_00992	Syaa.g_02026
OG0000540	Pray.g_00993	Syaa.g_02025
OG0000541	Pray.g_00994	Syaa.g_02024
OG0000542	Pray.g_00996	Syaa.g_02021
OG0000543	Pray.g_00998	Syaa.g_02019
OG0000544	Pray.g_00999	Syaa.g_02018
OG0000545	Pray.g_01001	Syaa.g_02016
OG0000546	Pray.g_01004	Syaa.g_02014
OG0000547	Pray.g_01006	Syaa.g_02012
OG0000548	Pray.g_01007	Syaa.g_02011
OG0000549	Pray.g_01009	Syaa.g_02003
OG0000550	Pray.g_01014	Syaa.g_01998
OG0000551	Pray.g_01018	Syaa.g_01993
OG0000552	Pray.g_01019	Syaa.g_01992
OG0000553	Pray.g_01020	Syaa.g_01990
OG0000554	Pray.g_01227	Syaa.g_01979
OG0000555	Pray.g_01219	Syaa.g_01961
OG0000556	Pray.g_01217	Syaa.g_01957
