Orthogroup	Pray	Prau
OG0000022	Pray.g_00304	Prau.g_00814
OG0000023	Pray.g_00838	Prau.g_00362
OG0000024	Pray.g_00289	Prau.g_00796
OG0000024	Pray.g_01088	Prau.g_00715
OG0000025	Pray.g_00809	Prau.g_00333
OG0000025	Pray.g_00383	Prau.g_00888
OG0000026	Pray.g_01493	Prau.g_00030
OG0000026	Pray.g_00599	Prau.g_01103
OG0000027	Pray.g_01887	Prau.g_01353
OG0000028	Pray.g_01935	Prau.g_01338
OG0000028	Pray.g_00798	Prau.g_00322
OG0000029	Pray.g_00296	Prau.g_00804
OG0000029	Pray.g_00853	Prau.g_00378
OG0000030	Pray.g_01374	Prau.g_01935
OG0000031	Pray.g_01806	Prau.g_01431, Prau.g_01469
OG0000033	Pray.g_00650	Prau.g_00170
OG0000034	Pray.g_01860	Prau.g_01381
OG0000035	Pray.g_01722	Prau.g_01531, Prau.g_01528
OG0000037	Pray.g_00180	Prau.g_00110
OG0000038	Pray.g_01415	Prau.g_01976
OG0000039	Pray.g_01077	Prau.g_00726
OG0000040	Pray.g_01585	Prau.g_01662
OG0000040	Pray.g_00084	Prau.g_01187
OG0000042	Pray.g_01371	Prau.g_01932
OG0000043	Pray.g_01924	Prau.g_01321
OG0000043	Pray.g_00420	Prau.g_00926
OG0000045	Pray.g_00849	Prau.g_00374
OG0000047	Pray.g_00808	Prau.g_00332
OG0000047	Pray.g_00897	Prau.g_00414
OG0000048	Pray.g_00852	Prau.g_00377
OG0000049	Pray.g_00862	Prau.g_00387
OG0000049	Pray.g_00885	Prau.g_01319
OG0000050	Pray.g_00619	Prau.g_01123
OG0000051	Pray.g_01894	Prau.g_01347
OG0000052	Pray.g_01793	Prau.g_01489
OG0000053	Pray.g_01702	Prau.g_01551
OG0000054	Pray.g_01157	Prau.g_00644
OG0000055	Pray.g_00329	Prau.g_00835
OG0000057	Pray.g_01065	Prau.g_00738
OG0000058	Pray.g_01786	Prau.g_01432, Prau.g_01460
OG0000059	Pray.g_01258	Prau.g_01818
OG0000061	Pray.g_00064	Prau.g_01206
OG0000062	Pray.g_01644	Prau.g_01609
OG0000063	Pray.g_01495	Prau.g_00032
OG0000065	Pray.g_00182	Prau.g_00108
OG0000066	Pray.g_01222	Prau.g_00579
OG0000067	Pray.g_00348	Prau.g_00854
OG0000068	Pray.g_01829	Prau.g_01409
OG0000069	Pray.g_01609	Prau.g_01642
OG0000070	Pray.g_00940	Prau.g_00491
OG0000071	Pray.g_01870	Prau.g_01371
OG0000072	Pray.g_00652	Prau.g_00172
OG0000073	Pray.g_00990	Prau.g_00540
OG0000074	Pray.g_01081	Prau.g_00722
OG0000075	Pray.g_01339	Prau.g_01901
OG0000076	Pray.g_01364	Prau.g_01925
OG0000077	Pray.g_00211	Prau.g_00079
OG0000078	Pray.g_00720	Prau.g_00240
OG0000079	Pray.g_00733	Prau.g_00254
OG0000081	Pray.g_01022	Prau.g_00571
OG0000082	Pray.g_01177	Prau.g_00624
OG0000083	Pray.g_00284	Prau.g_00792
OG0000083	Pray.g_00277	Prau.g_00785
OG0000084	Pray.g_01726	Prau.g_01524
OG0000085	Pray.g_01566	Prau.g_01725
OG0000086	Pray.g_00201	Prau.g_00089
OG0000087	Pray.g_00150	Prau.g_00140
OG0000088	Pray.g_00647	Prau.g_00167
OG0000089	Pray.g_00834	Prau.g_00358
OG0000090	Pray.g_01024, Pray.g_01228	Prau.g_00573
OG0000091	Pray.g_01121	Prau.g_00682
OG0000092	Pray.g_00457	Prau.g_00961
OG0000092	Pray.g_01325	Prau.g_00052
OG0000093	Pray.g_00479	Prau.g_00983
OG0000094	Pray.g_00565	Prau.g_01070
OG0000095	Pray.g_00584	Prau.g_01089
OG0000096	Pray.g_00117	Prau.g_01156
OG0000096	Pray.g_01905	Prau.g_01331
OG0000097	Pray.g_00022	Prau.g_01247
OG0000098	Pray.g_01847	Prau.g_01391
OG0000099	Pray.g_01788	Prau.g_01435
OG0000100	Pray.g_01648	Prau.g_01605
OG0000101	Pray.g_01306	Prau.g_01869
OG0000102	Pray.g_01369	Prau.g_01930
OG0000103	Pray.g_01449	Prau.g_02009
OG0000104	Pray.g_01457	Prau.g_02018
OG0000105	Pray.g_00753	Prau.g_00276
OG0000106	Pray.g_00848	Prau.g_00373
OG0000107	Pray.g_00864	Prau.g_00389
OG0000108	Pray.g_00970	Prau.g_00521
OG0000109	Pray.g_00984	Prau.g_00535
OG0000110	Pray.g_01187	Prau.g_00614
OG0000111	Pray.g_01064	Prau.g_00739
OG0000112	Pray.g_00313	Prau.g_00818
OG0000113	Pray.g_00370	Prau.g_00876
OG0000114	Pray.g_00452	Prau.g_00956
OG0000115	Pray.g_00126	Prau.g_01148
OG0000116	Pray.g_00074	Prau.g_01197
OG0000117	Pray.g_01927	Prau.g_01318
OG0000118	Pray.g_01858	Prau.g_01383
OG0000119	Pray.g_01833	Prau.g_01405
OG0000120	Pray.g_01808	Prau.g_01430
OG0000121	Pray.g_01720	Prau.g_01533
OG0000122	Pray.g_01682	Prau.g_01571
OG0000123	Pray.g_01313	Prau.g_01876
OG0000124	Pray.g_01380	Prau.g_01941
OG0000125	Pray.g_01417	Prau.g_01978
OG0000126	Pray.g_01456	Prau.g_02017
OG0000128	Pray.g_01473	Prau.g_00011
OG0000129	Pray.g_00239	Prau.g_00051
OG0000130	Pray.g_00220	Prau.g_00071
OG0000131	Pray.g_00144	Prau.g_00146
OG0000132	Pray.g_00645	Prau.g_00165
OG0000133	Pray.g_00800	Prau.g_00324
OG0000134	Pray.g_00835	Prau.g_00359
OG0000135	Pray.g_00861	Prau.g_00386
OG0000136	Pray.g_00931	Prau.g_00482
OG0000137	Pray.g_00965	Prau.g_00516
OG0000138	Pray.g_00985	Prau.g_00536
OG0000139	Pray.g_01224	Prau.g_00577
OG0000140	Pray.g_01223	Prau.g_00578
OG0000141	Pray.g_01156	Prau.g_00645
OG0000142	Pray.g_01128	Prau.g_00675
OG0000143	Pray.g_01124	Prau.g_00679
OG0000144	Pray.g_01111	Prau.g_00692
OG0000145	Pray.g_00306	Prau.g_00816
OG0000146	Pray.g_00314	Prau.g_00819
OG0000147	Pray.g_00315	Prau.g_00820
OG0000148	Pray.g_00364	Prau.g_00870
OG0000149	Pray.g_00395	Prau.g_00900
OG0000150	Pray.g_00403	Prau.g_00909
OG0000151	Pray.g_00462	Prau.g_00966
OG0000152	Pray.g_00511	Prau.g_01015
OG0000153	Pray.g_00530	Prau.g_01034
OG0000154	Pray.g_00558	Prau.g_01063
OG0000155	Pray.g_00043	Prau.g_01226
OG0000156	Pray.g_01881	Prau.g_01359
OG0000157	Pray.g_01880	Prau.g_01360
OG0000158	Pray.g_01787	Prau.g_01436
OG0000159	Pray.g_01785	Prau.g_01433, Prau.g_01457
OG0000160	Pray.g_01721	Prau.g_01532
OG0000161	Pray.g_01715	Prau.g_01538
OG0000162	Pray.g_01709	Prau.g_01544
OG0000163	Pray.g_01675	Prau.g_01578
OG0000164	Pray.g_01535	Prau.g_01756
OG0000165	Pray.g_01528	Prau.g_01763
OG0000166	Pray.g_01270	Prau.g_01833
OG0000167	Pray.g_01337	Prau.g_01899
OG0000168	Pray.g_01347	Prau.g_01909
OG0000169	Pray.g_01357	Prau.g_01919
OG0000170	Pray.g_01359	Prau.g_01921
OG0000171	Pray.g_01379	Prau.g_01940
OG0000172	Pray.g_01388	Prau.g_01949
OG0000173	Pray.g_01403	Prau.g_01964
OG0000174	Pray.g_01431	Prau.g_01991
OG0000175	Pray.g_01441	Prau.g_02001
OG0000176	Pray.g_01465, Pray.g_01466	Prau.g_00004
OG0000177	Pray.g_01467	Prau.g_00005
OG0000178	Pray.g_01468	Prau.g_00006
OG0000179	Pray.g_01478	Prau.g_00016
OG0000180	Pray.g_01479	Prau.g_00017
OG0000181	Pray.g_01480	Prau.g_00018
OG0000182	Pray.g_01481	Prau.g_00019
OG0000183	Pray.g_01485	Prau.g_00023
OG0000184	Pray.g_00237	Prau.g_00054
OG0000185	Pray.g_00234	Prau.g_00057
OG0000186	Pray.g_00225	Prau.g_00066
OG0000187	Pray.g_00224	Prau.g_00067
OG0000188	Pray.g_00207	Prau.g_00083
OG0000189	Pray.g_00193	Prau.g_00097
OG0000190	Pray.g_00192	Prau.g_00098
OG0000191	Pray.g_00172	Prau.g_00118
OG0000192	Pray.g_00168	Prau.g_00122
OG0000193	Pray.g_00143	Prau.g_00147
OG0000194	Pray.g_00140	Prau.g_00150
OG0000195	Pray.g_00138	Prau.g_00152
OG0000196	Pray.g_00642	Prau.g_00162
OG0000197	Pray.g_00643	Prau.g_00163
OG0000198	Pray.g_00644	Prau.g_00164
OG0000199	Pray.g_00651	Prau.g_00171
OG0000200	Pray.g_00665	Prau.g_00185
OG0000201	Pray.g_00673	Prau.g_00193
OG0000202	Pray.g_00674	Prau.g_00194
OG0000203	Pray.g_00675	Prau.g_00195
OG0000204	Pray.g_00676	Prau.g_00196
OG0000205	Pray.g_00683	Prau.g_00203
OG0000206	Pray.g_00688	Prau.g_00208
OG0000207	Pray.g_00690	Prau.g_00210
OG0000208	Pray.g_00691	Prau.g_00211
OG0000209	Pray.g_00700	Prau.g_00220
OG0000210	Pray.g_00701	Prau.g_00221
OG0000211	Pray.g_00714	Prau.g_00234
OG0000212	Pray.g_00721	Prau.g_00241
OG0000213	Pray.g_00738	Prau.g_00259
OG0000214	Pray.g_00747	Prau.g_00269
OG0000215	Pray.g_00771	Prau.g_00294
OG0000216	Pray.g_00772	Prau.g_00296
OG0000217	Pray.g_00775	Prau.g_00299
OG0000218	Pray.g_00777	Prau.g_00301
OG0000219	Pray.g_00778	Prau.g_00302
OG0000220	Pray.g_00779	Prau.g_00303
OG0000221	Pray.g_00780	Prau.g_00304
OG0000222	Pray.g_00788	Prau.g_00312
OG0000223	Pray.g_00801	Prau.g_00325
OG0000224	Pray.g_00803	Prau.g_00327
OG0000225	Pray.g_00824	Prau.g_00348
OG0000226	Pray.g_00828	Prau.g_00352
OG0000227	Pray.g_00830	Prau.g_00354
OG0000228	Pray.g_00833	Prau.g_00357
OG0000229	Pray.g_00926	Prau.g_00477
OG0000230	Pray.g_00928	Prau.g_00479
OG0000231	Pray.g_00939	Prau.g_00490
OG0000232	Pray.g_00948	Prau.g_00499
OG0000233	Pray.g_00953	Prau.g_00505
OG0000234	Pray.g_00966	Prau.g_00517
OG0000235	Pray.g_00969	Prau.g_00520
OG0000236	Pray.g_00983	Prau.g_00534
OG0000237	Pray.g_00997	Prau.g_00547
OG0000238	Pray.g_01003	Prau.g_00553
OG0000239	Pray.g_01016	Prau.g_00565
OG0000240	Pray.g_01017	Prau.g_00566
OG0000241	Pray.g_01021	Prau.g_00570
OG0000242	Pray.g_01023	Prau.g_00572
OG0000243	Pray.g_01218	Prau.g_00583
OG0000244	Pray.g_01215	Prau.g_00586
OG0000245	Pray.g_01213	Prau.g_00588
OG0000246	Pray.g_01209	Prau.g_00592
OG0000247	Pray.g_01199	Prau.g_00602
OG0000248	Pray.g_01197	Prau.g_00604
OG0000249	Pray.g_01195	Prau.g_00606
OG0000250	Pray.g_01190	Prau.g_00611
OG0000251	Pray.g_01172	Prau.g_00629
OG0000252	Pray.g_01169	Prau.g_00632
OG0000253	Pray.g_01168	Prau.g_00633
OG0000254	Pray.g_01152	Prau.g_00649
OG0000255	Pray.g_01146	Prau.g_00655
OG0000256	Pray.g_01136	Prau.g_00667
OG0000257	Pray.g_01133	Prau.g_00670
OG0000258	Pray.g_01120	Prau.g_00683
OG0000259	Pray.g_01103	Prau.g_00700
OG0000260	Pray.g_01100	Prau.g_00703
OG0000261	Pray.g_01098	Prau.g_00705
OG0000262	Pray.g_01094	Prau.g_00709
OG0000263	Pray.g_01082	Prau.g_00721
OG0000264	Pray.g_01072	Prau.g_00731
OG0000265	Pray.g_01040	Prau.g_00755
OG0000266	Pray.g_01030	Prau.g_00765
OG0000267	Pray.g_00274	Prau.g_00776
OG0000268	Pray.g_00275	Prau.g_00777
OG0000269	Pray.g_00343	Prau.g_00849
OG0000270	Pray.g_00346	Prau.g_00852
OG0000271	Pray.g_00354	Prau.g_00860
OG0000272	Pray.g_00355	Prau.g_00861
OG0000273	Pray.g_00378	Prau.g_00884
OG0000274	Pray.g_00379	Prau.g_00885
OG0000275	Pray.g_00382	Prau.g_00887
OG0000276	Pray.g_00387	Prau.g_00892
OG0000277	Pray.g_00388	Prau.g_00893
OG0000278	Pray.g_00391	Prau.g_00896
OG0000279	Pray.g_00398	Prau.g_00904
OG0000280	Pray.g_00399	Prau.g_00905
OG0000281	Pray.g_00404	Prau.g_00910
OG0000282	Pray.g_00454	Prau.g_00958
OG0000283	Pray.g_00488	Prau.g_00992
OG0000284	Pray.g_00493	Prau.g_00997
OG0000285	Pray.g_00498	Prau.g_01002
OG0000286	Pray.g_00510	Prau.g_01014
OG0000287	Pray.g_00527	Prau.g_01031
OG0000288	Pray.g_00557	Prau.g_01062
OG0000289	Pray.g_00568	Prau.g_01073
OG0000290	Pray.g_00581	Prau.g_01086
OG0000291	Pray.g_00583	Prau.g_01088
OG0000292	Pray.g_00632	Prau.g_01136
OG0000293	Pray.g_00073	Prau.g_01198
OG0000294	Pray.g_00072	Prau.g_01199
OG0000295	Pray.g_00051	Prau.g_01218
OG0000296	Pray.g_00049	Prau.g_01220
OG0000297	Pray.g_00041	Prau.g_01228
OG0000298	Pray.g_00040	Prau.g_01229
OG0000299	Pray.g_00023	Prau.g_01246
OG0000300	Pray.g_00020	Prau.g_01249
OG0000301	Pray.g_00019	Prau.g_01250
OG0000302	Pray.g_00017	Prau.g_01252
OG0000303	Pray.g_00010	Prau.g_01259
OG0000304	Pray.g_00006	Prau.g_01263
OG0000305	Pray.g_01837	Prau.g_01401
OG0000306	Pray.g_01834	Prau.g_01404
OG0000307	Pray.g_01820	Prau.g_01418
OG0000308	Pray.g_01819	Prau.g_01419
OG0000309	Pray.g_01815	Prau.g_01423
OG0000310	Pray.g_01737	Prau.g_01513
OG0000311	Pray.g_01735	Prau.g_01515
OG0000312	Pray.g_01732	Prau.g_01518
OG0000313	Pray.g_01718	Prau.g_01535
OG0000314	Pray.g_01695	Prau.g_01558
OG0000315	Pray.g_01685	Prau.g_01568
OG0000316	Pray.g_01665	Prau.g_01588
OG0000317	Pray.g_01561	Prau.g_01730
OG0000318	Pray.g_01558	Prau.g_01733
OG0000319	Pray.g_01545	Prau.g_01746
OG0000320	Pray.g_01543	Prau.g_01748
OG0000321	Pray.g_01542	Prau.g_01749
OG0000322	Pray.g_01541	Prau.g_01750
OG0000323	Pray.g_01532	Prau.g_01759
OG0000324	Pray.g_01506	Prau.g_01785
OG0000325	Pray.g_01235	Prau.g_01795
OG0000326	Pray.g_01241	Prau.g_01801
OG0000327	Pray.g_01265	Prau.g_01828
OG0000328	Pray.g_01266	Prau.g_01829
OG0000329	Pray.g_01283	Prau.g_01846
OG0000330	Pray.g_01284	Prau.g_01847
OG0000331	Pray.g_01285	Prau.g_01848
OG0000332	Pray.g_01299	Prau.g_01862
OG0000333	Pray.g_01301	Prau.g_01864
OG0000334	Pray.g_01309	Prau.g_01872
OG0000335	Pray.g_01314	Prau.g_01877
OG0000336	Pray.g_01318	Prau.g_01881
OG0000337	Pray.g_01335	Prau.g_01897
OG0000338	Pray.g_01336	Prau.g_01898
OG0000339	Pray.g_01340	Prau.g_01902
OG0000340	Pray.g_01348	Prau.g_01910
OG0000341	Pray.g_01350	Prau.g_01912
OG0000342	Pray.g_01351	Prau.g_01913
OG0000343	Pray.g_01352	Prau.g_01914
OG0000344	Pray.g_01355	Prau.g_01917
OG0000345	Pray.g_01360	Prau.g_01922
OG0000346	Pray.g_01365	Prau.g_01926
OG0000347	Pray.g_01381	Prau.g_01942
OG0000348	Pray.g_01391	Prau.g_01952
OG0000349	Pray.g_01408	Prau.g_01969
OG0000350	Pray.g_01427	Prau.g_01987
OG0000351	Pray.g_01444	Prau.g_02004
OG0000352	Pray.g_01445	Prau.g_02005
OG0000353	Pray.g_01460	Prau.g_02021
OG0000355	Pray.g_01462	Prau.g_00001
OG0000356	Pray.g_01463	Prau.g_00002
OG0000357	Pray.g_01464	Prau.g_00003
OG0000358	Pray.g_01469	Prau.g_00007
OG0000359	Pray.g_01470	Prau.g_00008
OG0000360	Pray.g_01471	Prau.g_00009
OG0000361	Pray.g_01472	Prau.g_00010
OG0000362	Pray.g_01474	Prau.g_00012
OG0000363	Pray.g_01476	Prau.g_00014
OG0000364	Pray.g_01477	Prau.g_00015
OG0000365	Pray.g_01482	Prau.g_00020
OG0000366	Pray.g_01483	Prau.g_00021
OG0000367	Pray.g_01484	Prau.g_00022
OG0000368	Pray.g_01486	Prau.g_00024
OG0000369	Pray.g_01487	Prau.g_00025
OG0000370	Pray.g_01488	Prau.g_00026
OG0000371	Pray.g_01494	Prau.g_00031
OG0000372	Pray.g_01497	Prau.g_00034
OG0000373	Pray.g_01498	Prau.g_00035
OG0000374	Pray.g_01499	Prau.g_00036
OG0000375	Pray.g_00243	Prau.g_00047
OG0000376	Pray.g_00241	Prau.g_00049
OG0000377	Pray.g_00238	Prau.g_00053
OG0000378	Pray.g_00236	Prau.g_00055
OG0000379	Pray.g_00233	Prau.g_00058
OG0000380	Pray.g_00223	Prau.g_00068
OG0000381	Pray.g_00219	Prau.g_00072
OG0000382	Pray.g_00208	Prau.g_00082
OG0000383	Pray.g_00206	Prau.g_00084
OG0000384	Pray.g_00205	Prau.g_00085
OG0000385	Pray.g_00204	Prau.g_00086
OG0000386	Pray.g_00203	Prau.g_00087
OG0000387	Pray.g_00190	Prau.g_00100
OG0000388	Pray.g_00187	Prau.g_00103
OG0000389	Pray.g_00183	Prau.g_00107
OG0000390	Pray.g_00176	Prau.g_00114
OG0000391	Pray.g_00173	Prau.g_00117
OG0000392	Pray.g_00169	Prau.g_00121
OG0000393	Pray.g_00167	Prau.g_00123
OG0000394	Pray.g_00166	Prau.g_00124
OG0000395	Pray.g_00165	Prau.g_00125
OG0000396	Pray.g_00162	Prau.g_00128
OG0000397	Pray.g_00160	Prau.g_00130
OG0000398	Pray.g_00158	Prau.g_00132
OG0000399	Pray.g_00157	Prau.g_00133
OG0000400	Pray.g_00156	Prau.g_00134
OG0000401	Pray.g_00155	Prau.g_00135
OG0000402	Pray.g_00153	Prau.g_00137
OG0000403	Pray.g_00152	Prau.g_00138
OG0000404	Pray.g_00151	Prau.g_00139
OG0000405	Pray.g_00147	Prau.g_00143
OG0000406	Pray.g_00142	Prau.g_00148
OG0000407	Pray.g_00141	Prau.g_00149
OG0000408	Pray.g_00139	Prau.g_00151
OG0000409	Pray.g_00137	Prau.g_00153
OG0000410	Pray.g_00136	Prau.g_00154
OG0000411	Pray.g_00635	Prau.g_00155
OG0000412	Pray.g_00636	Prau.g_00156
OG0000413	Pray.g_00637	Prau.g_00157
OG0000414	Pray.g_00638	Prau.g_00158
OG0000415	Pray.g_00639	Prau.g_00159
OG0000416	Pray.g_00640	Prau.g_00160
OG0000417	Pray.g_00641	Prau.g_00161
OG0000418	Pray.g_00646	Prau.g_00166
OG0000419	Pray.g_00648	Prau.g_00168
OG0000420	Pray.g_00649	Prau.g_00169
OG0000421	Pray.g_00654	Prau.g_00174
OG0000422	Pray.g_00655	Prau.g_00175
OG0000423	Pray.g_00656	Prau.g_00176
OG0000424	Pray.g_00657	Prau.g_00177
OG0000425	Pray.g_00658	Prau.g_00178
OG0000426	Pray.g_00659	Prau.g_00179
OG0000427	Pray.g_00660	Prau.g_00180
OG0000428	Pray.g_00662	Prau.g_00182
OG0000429	Pray.g_00663	Prau.g_00183
OG0000430	Pray.g_00664	Prau.g_00184
OG0000431	Pray.g_00666	Prau.g_00186
OG0000432	Pray.g_00669	Prau.g_00189
OG0000433	Pray.g_00670	Prau.g_00190
OG0000434	Pray.g_00671	Prau.g_00191
OG0000435	Pray.g_00672	Prau.g_00192
OG0000436	Pray.g_00677	Prau.g_00197
OG0000437	Pray.g_00678	Prau.g_00198
OG0000438	Pray.g_00679	Prau.g_00199
OG0000439	Pray.g_00681	Prau.g_00201
OG0000440	Pray.g_00682	Prau.g_00202
OG0000441	Pray.g_00685	Prau.g_00205
OG0000442	Pray.g_00686	Prau.g_00206
OG0000443	Pray.g_00687	Prau.g_00207
OG0000444	Pray.g_00692	Prau.g_00212
OG0000445	Pray.g_00693	Prau.g_00213
OG0000446	Pray.g_00694	Prau.g_00214
OG0000447	Pray.g_00695	Prau.g_00215
OG0000448	Pray.g_00696	Prau.g_00216
OG0000449	Pray.g_00697	Prau.g_00217
OG0000450	Pray.g_00698	Prau.g_00218
OG0000451	Pray.g_00699	Prau.g_00219
OG0000452	Pray.g_00702	Prau.g_00222
OG0000453	Pray.g_00703	Prau.g_00223
OG0000454	Pray.g_00704	Prau.g_00224
OG0000455	Pray.g_00705	Prau.g_00225
OG0000456	Pray.g_00706	Prau.g_00226
OG0000457	Pray.g_00707	Prau.g_00227
OG0000458	Pray.g_00708	Prau.g_00228
OG0000459	Pray.g_00709	Prau.g_00229
OG0000460	Pray.g_00716	Prau.g_00236
OG0000461	Pray.g_00723	Prau.g_00244
OG0000462	Pray.g_00725	Prau.g_00246
OG0000463	Pray.g_00726	Prau.g_00247
OG0000464	Pray.g_00727	Prau.g_00248
OG0000465	Pray.g_00728	Prau.g_00249
OG0000466	Pray.g_00731	Prau.g_00252
OG0000467	Pray.g_00732	Prau.g_00253
OG0000468	Pray.g_00734	Prau.g_00255
OG0000469	Pray.g_00742	Prau.g_00264
OG0000470	Pray.g_00744	Prau.g_00266
OG0000471	Pray.g_00745	Prau.g_00267
OG0000472	Pray.g_00746	Prau.g_00268
OG0000473	Pray.g_00748	Prau.g_00270
OG0000474	Pray.g_00749	Prau.g_00271
OG0000475	Pray.g_00750	Prau.g_00272
OG0000476	Pray.g_00751	Prau.g_00273
OG0000477	Pray.g_00754	Prau.g_00277
OG0000478	Pray.g_00755	Prau.g_00278
OG0000479	Pray.g_00756	Prau.g_00279
OG0000480	Pray.g_00761	Prau.g_00284
OG0000481	Pray.g_00763	Prau.g_00286
OG0000482	Pray.g_00764	Prau.g_00287
OG0000483	Pray.g_00767	Prau.g_00290
OG0000484	Pray.g_00768	Prau.g_00291
OG0000485	Pray.g_00769	Prau.g_00292
OG0000486	Pray.g_00770	Prau.g_00293
OG0000487	Pray.g_00773	Prau.g_00297
OG0000488	Pray.g_00776	Prau.g_00300
OG0000489	Pray.g_00781	Prau.g_00305
OG0000490	Pray.g_00786	Prau.g_00310
OG0000491	Pray.g_00787	Prau.g_00311
OG0000492	Pray.g_00789	Prau.g_00313
OG0000493	Pray.g_00790	Prau.g_00314
OG0000494	Pray.g_00791	Prau.g_00315
OG0000495	Pray.g_00792	Prau.g_00316
OG0000496	Pray.g_00793	Prau.g_00317
OG0000497	Pray.g_00794	Prau.g_00318
OG0000498	Pray.g_00795	Prau.g_00319
OG0000499	Pray.g_00796	Prau.g_00320
OG0000500	Pray.g_00797	Prau.g_00321
OG0000501	Pray.g_00799	Prau.g_00323
OG0000502	Pray.g_00802	Prau.g_00326
OG0000503	Pray.g_00812	Prau.g_00336
OG0000504	Pray.g_00813	Prau.g_00337
OG0000505	Pray.g_00814	Prau.g_00338
OG0000506	Pray.g_00816	Prau.g_00340
OG0000507	Pray.g_00819	Prau.g_00343
OG0000508	Pray.g_00823	Prau.g_00347
OG0000509	Pray.g_00825	Prau.g_00349
OG0000510	Pray.g_00826	Prau.g_00350
OG0000511	Pray.g_00827	Prau.g_00351
OG0000512	Pray.g_00829	Prau.g_00353
OG0000513	Pray.g_00836	Prau.g_00360
OG0000514	Pray.g_00921	Prau.g_00472
OG0000515	Pray.g_00922	Prau.g_00473
OG0000516	Pray.g_00923	Prau.g_00474
OG0000517	Pray.g_00925	Prau.g_00476
OG0000518	Pray.g_00936	Prau.g_00487
OG0000519	Pray.g_00937	Prau.g_00488
OG0000520	Pray.g_00938	Prau.g_00489
OG0000521	Pray.g_00943	Prau.g_00494
OG0000522	Pray.g_00945	Prau.g_00496
OG0000523	Pray.g_00946	Prau.g_00497
OG0000524	Pray.g_00951	Prau.g_00503
OG0000525	Pray.g_00954	Prau.g_00506
OG0000526	Pray.g_00955	Prau.g_00507
OG0000527	Pray.g_00963	Prau.g_00514
OG0000528	Pray.g_00968	Prau.g_00519
OG0000529	Pray.g_00971	Prau.g_00522
OG0000530	Pray.g_00974	Prau.g_00525
OG0000531	Pray.g_00975	Prau.g_00526
OG0000532	Pray.g_00977	Prau.g_00528
OG0000533	Pray.g_00978	Prau.g_00529
OG0000534	Pray.g_00979	Prau.g_00530
OG0000535	Pray.g_00980	Prau.g_00531
OG0000536	Pray.g_00981	Prau.g_00532
OG0000537	Pray.g_00982	Prau.g_00533
OG0000538	Pray.g_00991	Prau.g_00541
OG0000539	Pray.g_00992	Prau.g_00542
OG0000540	Pray.g_00993	Prau.g_00543
OG0000541	Pray.g_00994	Prau.g_00544
OG0000542	Pray.g_00996	Prau.g_00546
OG0000543	Pray.g_00998	Prau.g_00548
OG0000544	Pray.g_00999	Prau.g_00549
OG0000545	Pray.g_01001	Prau.g_00551
OG0000546	Pray.g_01004	Prau.g_00554
OG0000547	Pray.g_01006	Prau.g_00556
OG0000548	Pray.g_01007	Prau.g_00557
OG0000549	Pray.g_01009	Prau.g_00559
OG0000550	Pray.g_01014	Prau.g_00564
OG0000551	Pray.g_01018	Prau.g_00567
OG0000552	Pray.g_01019	Prau.g_00568
OG0000553	Pray.g_01020	Prau.g_00569
OG0000554	Pray.g_01227	Prau.g_00574
