Orthogroup	Pray	Prav
OG0000091	Pray.g_01121	Prav.g_01240
OG0000092	Pray.g_00457	Prav.g_00504
OG0000092	Pray.g_01325	Prav.g_01735
OG0000093	Pray.g_00479	Prav.g_00525
OG0000094	Pray.g_00565	Prav.g_00914
OG0000095	Pray.g_00584	Prav.g_00933
OG0000096	Pray.g_01905	Prav.g_01400
OG0000097	Pray.g_00022	Prav.g_01840
OG0000098	Pray.g_01847	Prav.g_01455
OG0000099	Pray.g_01788	Prav.g_01514
OG0000100	Pray.g_01648	Prav.g_01652
OG0000101	Pray.g_01306	Prav.g_00632
OG0000102	Pray.g_01369	Prav.g_00694
OG0000103	Pray.g_01449	Prav.g_00773
OG0000104	Pray.g_01457	Prav.g_00782
OG0000105	Pray.g_00753	Prav.g_01920
OG0000106	Pray.g_00848	Prav.g_00989
OG0000107	Pray.g_00864	Prav.g_01001
OG0000108	Pray.g_00970	Prav.g_01078
OG0000109	Pray.g_00984	Prav.g_01092
OG0000110	Pray.g_01187	Prav.g_01172
OG0000111	Pray.g_01064	Prav.g_01297
OG0000112	Pray.g_00313	Prav.g_00364
OG0000113	Pray.g_00370	Prav.g_00419
OG0000114	Pray.g_00452	Prav.g_00499
OG0000115	Pray.g_00126	Prav.g_00010
OG0000116	Pray.g_00074	Prav.g_00055
OG0000117	Pray.g_01927	Prav.g_01390
OG0000118	Pray.g_01858	Prav.g_01450
OG0000119	Pray.g_01833	Prav.g_01469
OG0000120	Pray.g_01808	Prav.g_01513
OG0000121	Pray.g_01720	Prav.g_01580
OG0000122	Pray.g_01682	Prav.g_01618
OG0000123	Pray.g_01313	Prav.g_00639
OG0000124	Pray.g_01380	Prav.g_00705
OG0000125	Pray.g_01417	Prav.g_00741
OG0000126	Pray.g_01456	Prav.g_00781
OG0000128	Pray.g_01473	Prav.g_00079
OG0000129	Pray.g_00239	Prav.g_00115
OG0000130	Pray.g_00220	Prav.g_00134
OG0000131	Pray.g_00144	Prav.g_00212
OG0000132	Pray.g_00645	Prav.g_00874
OG0000133	Pray.g_00800	Prav.g_01968
OG0000134	Pray.g_00835	Prav.g_00976
OG0000135	Pray.g_00861	Prav.g_00999
OG0000136	Pray.g_00931	Prav.g_01040
OG0000137	Pray.g_00965	Prav.g_01073
OG0000138	Pray.g_00985	Prav.g_01093
OG0000139	Pray.g_01224	Prav.g_01135
OG0000140	Pray.g_01223	Prav.g_01136
OG0000141	Pray.g_01156	Prav.g_01203
OG0000142	Pray.g_01128	Prav.g_01233
OG0000143	Pray.g_01124	Prav.g_01237
OG0000144	Pray.g_01111	Prav.g_01250
OG0000145	Pray.g_00306	Prav.g_00362
OG0000146	Pray.g_00314	Prav.g_00365
OG0000147	Pray.g_00315	Prav.g_00366
OG0000148	Pray.g_00364	Prav.g_00413
OG0000149	Pray.g_00395	Prav.g_00443
OG0000150	Pray.g_00403	Prav.g_00451
OG0000151	Pray.g_00462	Prav.g_00509
OG0000152	Pray.g_00511	Prav.g_00556
OG0000153	Pray.g_00530	Prav.g_00575
OG0000154	Pray.g_00558	Prav.g_00907
OG0000155	Pray.g_00043	Prav.g_01861
OG0000156	Pray.g_01881	Prav.g_01427
OG0000157	Pray.g_01880	Prav.g_01428
OG0000158	Pray.g_01787	Prav.g_01505
OG0000159	Pray.g_01785	Prav.g_01506
OG0000160	Pray.g_01721	Prav.g_01579
OG0000161	Pray.g_01715	Prav.g_01585
OG0000162	Pray.g_01709	Prav.g_01591
OG0000163	Pray.g_01675	Prav.g_01625
OG0000164	Pray.g_01535	Prav.g_01785
OG0000165	Pray.g_01528	Prav.g_01792
OG0000166	Pray.g_01270	Prav.g_00596
OG0000167	Pray.g_01337	Prav.g_00663
OG0000168	Pray.g_01347	Prav.g_00673
OG0000169	Pray.g_01357	Prav.g_00683
OG0000170	Pray.g_01359	Prav.g_00685
OG0000171	Pray.g_01379	Prav.g_00704
OG0000172	Pray.g_01388	Prav.g_00712
OG0000173	Pray.g_01403	Prav.g_00727
OG0000174	Pray.g_01431	Prav.g_00755
OG0000175	Pray.g_01441	Prav.g_00765
OG0000176	Pray.g_01465, Pray.g_01466	Prav.g_00790
OG0000177	Pray.g_01467	Prav.g_00791
OG0000178	Pray.g_01468	Prav.g_00792
OG0000179	Pray.g_01478	Prav.g_00084
OG0000180	Pray.g_01479	Prav.g_00085
OG0000181	Pray.g_01480	Prav.g_00086
OG0000182	Pray.g_01481	Prav.g_00087
OG0000183	Pray.g_01485	Prav.g_00091
OG0000184	Pray.g_00237	Prav.g_00117
OG0000185	Pray.g_00234	Prav.g_00120
OG0000186	Pray.g_00225	Prav.g_00129
OG0000187	Pray.g_00224	Prav.g_00130
OG0000188	Pray.g_00207	Prav.g_00147
OG0000189	Pray.g_00193	Prav.g_00161
OG0000190	Pray.g_00192	Prav.g_00162
OG0000191	Pray.g_00172	Prav.g_00182
OG0000192	Pray.g_00168	Prav.g_00186
OG0000193	Pray.g_00143	Prav.g_00213
OG0000194	Pray.g_00140	Prav.g_00216
OG0000195	Pray.g_00138	Prav.g_00887
OG0000196	Pray.g_00642	Prav.g_00877
OG0000197	Pray.g_00643	Prav.g_00876
OG0000198	Pray.g_00644	Prav.g_00875
OG0000199	Pray.g_00651	Prav.g_00868
OG0000200	Pray.g_00665	Prav.g_00854
OG0000201	Pray.g_00673	Prav.g_00846
OG0000202	Pray.g_00674	Prav.g_00845
OG0000203	Pray.g_00675	Prav.g_00844
OG0000204	Pray.g_00676	Prav.g_00843
OG0000205	Pray.g_00683	Prav.g_00836
OG0000206	Pray.g_00688	Prav.g_00831
OG0000207	Pray.g_00690	Prav.g_00829
OG0000208	Pray.g_00691	Prav.g_00828
OG0000209	Pray.g_00700	Prav.g_00819
OG0000210	Pray.g_00701	Prav.g_00818
OG0000211	Pray.g_00714	Prav.g_00805
OG0000212	Pray.g_00721	Prav.g_00798
OG0000213	Pray.g_00738	Prav.g_01904
OG0000214	Pray.g_00747	Prav.g_01914
OG0000215	Pray.g_00771	Prav.g_01938
OG0000216	Pray.g_00772	Prav.g_01940
OG0000217	Pray.g_00775	Prav.g_01943
OG0000218	Pray.g_00777	Prav.g_01945
OG0000219	Pray.g_00778	Prav.g_01946
OG0000220	Pray.g_00779	Prav.g_01947
OG0000221	Pray.g_00780	Prav.g_01948
OG0000222	Pray.g_00788	Prav.g_01956
OG0000223	Pray.g_00801	Prav.g_01969
OG0000224	Pray.g_00803	Prav.g_01971
OG0000225	Pray.g_00824	Prav.g_01992
OG0000226	Pray.g_00828	Prav.g_01996
OG0000227	Pray.g_00830	Prav.g_01998
OG0000228	Pray.g_00833	Prav.g_00974
OG0000229	Pray.g_00926	Prav.g_01035
OG0000230	Pray.g_00928	Prav.g_01037
OG0000231	Pray.g_00939	Prav.g_01048
OG0000232	Pray.g_00948	Prav.g_01056
OG0000233	Pray.g_00953	Prav.g_01061
OG0000234	Pray.g_00966	Prav.g_01074
OG0000235	Pray.g_00969	Prav.g_01077
OG0000236	Pray.g_00983	Prav.g_01091
OG0000237	Pray.g_00997	Prav.g_01104
OG0000238	Pray.g_01003	Prav.g_01110
OG0000239	Pray.g_01016	Prav.g_01123
OG0000240	Pray.g_01017	Prav.g_01124
OG0000241	Pray.g_01021	Prav.g_01128
OG0000242	Pray.g_01023	Prav.g_01130
OG0000243	Pray.g_01218	Prav.g_01141
OG0000244	Pray.g_01215	Prav.g_01144
OG0000245	Pray.g_01213	Prav.g_01146
OG0000246	Pray.g_01209	Prav.g_01150
OG0000247	Pray.g_01199	Prav.g_01160
OG0000248	Pray.g_01197	Prav.g_01162
OG0000249	Pray.g_01195	Prav.g_01164
OG0000250	Pray.g_01190	Prav.g_01169
OG0000251	Pray.g_01172	Prav.g_01187
OG0000252	Pray.g_01169	Prav.g_01190
OG0000253	Pray.g_01168	Prav.g_01191
OG0000254	Pray.g_01152	Prav.g_01207
OG0000255	Pray.g_01146	Prav.g_01213
OG0000256	Pray.g_01136	Prav.g_01225
OG0000257	Pray.g_01133	Prav.g_01228
OG0000258	Pray.g_01120	Prav.g_01241
OG0000259	Pray.g_01103	Prav.g_01258
OG0000260	Pray.g_01100	Prav.g_01261
OG0000261	Pray.g_01098	Prav.g_01263
OG0000262	Pray.g_01094	Prav.g_01267
OG0000263	Pray.g_01082	Prav.g_01279
OG0000264	Pray.g_01072	Prav.g_01289
OG0000265	Pray.g_01040	Prav.g_00306
OG0000266	Pray.g_01030	Prav.g_00316
OG0000267	Pray.g_00274	Prav.g_00327
OG0000268	Pray.g_00275	Prav.g_00328
OG0000269	Pray.g_00343	Prav.g_00392
OG0000270	Pray.g_00346	Prav.g_00395
OG0000271	Pray.g_00354	Prav.g_00403
OG0000272	Pray.g_00355	Prav.g_00404
OG0000273	Pray.g_00378	Prav.g_00427
OG0000274	Pray.g_00379	Prav.g_00428
OG0000275	Pray.g_00382	Prav.g_00430
OG0000276	Pray.g_00387	Prav.g_00435
OG0000277	Pray.g_00388	Prav.g_00436
OG0000278	Pray.g_00391	Prav.g_00439
OG0000279	Pray.g_00398	Prav.g_00446
OG0000280	Pray.g_00399	Prav.g_00447
OG0000281	Pray.g_00404	Prav.g_00452
OG0000282	Pray.g_00454	Prav.g_00501
OG0000283	Pray.g_00488	Prav.g_00533
OG0000284	Pray.g_00493	Prav.g_00538
OG0000285	Pray.g_00498	Prav.g_00543
OG0000286	Pray.g_00510	Prav.g_00555
OG0000287	Pray.g_00527	Prav.g_00572
OG0000288	Pray.g_00557	Prav.g_00906
OG0000289	Pray.g_00568	Prav.g_00917
OG0000290	Pray.g_00581	Prav.g_00930
OG0000291	Pray.g_00583	Prav.g_00932
OG0000292	Pray.g_00632	Prav.g_00261
OG0000293	Pray.g_00073	Prav.g_00056
OG0000294	Pray.g_00072	Prav.g_00057
OG0000295	Pray.g_00051	Prav.g_00077
OG0000296	Pray.g_00049	Prav.g_01867
OG0000297	Pray.g_00041	Prav.g_01859
OG0000298	Pray.g_00040	Prav.g_01858
OG0000299	Pray.g_00023	Prav.g_01841
OG0000300	Pray.g_00020	Prav.g_01838
OG0000301	Pray.g_00019	Prav.g_00955, Prav.g_01837
OG0000302	Pray.g_00017	Prav.g_01835
OG0000303	Pray.g_00010	Prav.g_01828
OG0000304	Pray.g_00006	Prav.g_01824
OG0000305	Pray.g_01837	Prav.g_01465
OG0000306	Pray.g_01834	Prav.g_01468
OG0000307	Pray.g_01820	Prav.g_01482
OG0000308	Pray.g_01819	Prav.g_01483
OG0000309	Pray.g_01815	Prav.g_01487
OG0000310	Pray.g_01737	Prav.g_01563
OG0000311	Pray.g_01735	Prav.g_01565
OG0000312	Pray.g_01732	Prav.g_01568
OG0000313	Pray.g_01718	Prav.g_01582
OG0000314	Pray.g_01695	Prav.g_01605
OG0000315	Pray.g_01685	Prav.g_01615
OG0000316	Pray.g_01665	Prav.g_01635
OG0000317	Pray.g_01561	Prav.g_01759
OG0000318	Pray.g_01558	Prav.g_01762
OG0000319	Pray.g_01545	Prav.g_01775
OG0000320	Pray.g_01543	Prav.g_01777
OG0000321	Pray.g_01542	Prav.g_01778
OG0000322	Pray.g_01541	Prav.g_01779
OG0000323	Pray.g_01532	Prav.g_01788
OG0000324	Pray.g_01506	Prav.g_01815
OG0000325	Pray.g_01235	Prav.g_00269
OG0000326	Pray.g_01241	Prav.g_00275
OG0000327	Pray.g_01265	Prav.g_00591
OG0000328	Pray.g_01266	Prav.g_00592
OG0000329	Pray.g_01283	Prav.g_00609
OG0000330	Pray.g_01284	Prav.g_00610
OG0000331	Pray.g_01285	Prav.g_00611
OG0000332	Pray.g_01299	Prav.g_00625
OG0000333	Pray.g_01301	Prav.g_00627
OG0000334	Pray.g_01309	Prav.g_00635
OG0000335	Pray.g_01314	Prav.g_00640
OG0000336	Pray.g_01318	Prav.g_00644
OG0000337	Pray.g_01335	Prav.g_00661
OG0000338	Pray.g_01336	Prav.g_00662
OG0000339	Pray.g_01340	Prav.g_00666
OG0000340	Pray.g_01348	Prav.g_00674
OG0000341	Pray.g_01350	Prav.g_00676
OG0000342	Pray.g_01351	Prav.g_00677
OG0000343	Pray.g_01352	Prav.g_00678
OG0000344	Pray.g_01355	Prav.g_00681
OG0000345	Pray.g_01360	Prav.g_00686
OG0000346	Pray.g_01365	Prav.g_00690
OG0000347	Pray.g_01381	Prav.g_00706
OG0000348	Pray.g_01391	Prav.g_00715
OG0000349	Pray.g_01408	Prav.g_00732
OG0000350	Pray.g_01427	Prav.g_00751
OG0000351	Pray.g_01444	Prav.g_00768
OG0000352	Pray.g_01445	Prav.g_00769
OG0000353	Pray.g_01460	Prav.g_00785
OG0000355	Pray.g_01462	Prav.g_00787
OG0000356	Pray.g_01463	Prav.g_00788
OG0000357	Pray.g_01464	Prav.g_00789
OG0000358	Pray.g_01469	Prav.g_00793
OG0000359	Pray.g_01470	Prav.g_00794
OG0000360	Pray.g_01471	Prav.g_00795
OG0000361	Pray.g_01472	Prav.g_00078
OG0000362	Pray.g_01474	Prav.g_00080
OG0000363	Pray.g_01476	Prav.g_00082
OG0000364	Pray.g_01477	Prav.g_00083
OG0000365	Pray.g_01482	Prav.g_00088
OG0000366	Pray.g_01483	Prav.g_00089
OG0000367	Pray.g_01484	Prav.g_00090
OG0000368	Pray.g_01486	Prav.g_00092
OG0000369	Pray.g_01487	Prav.g_00093
OG0000370	Pray.g_01488	Prav.g_00094
OG0000371	Pray.g_01494	Prav.g_00100
OG0000372	Pray.g_01497	Prav.g_00103
OG0000373	Pray.g_01498	Prav.g_00104
OG0000374	Pray.g_01499	Prav.g_00105
OG0000375	Pray.g_00243	Prav.g_00111
OG0000376	Pray.g_00241	Prav.g_00113
OG0000377	Pray.g_00238	Prav.g_00116
OG0000378	Pray.g_00236	Prav.g_00118
OG0000379	Pray.g_00233	Prav.g_00121
OG0000380	Pray.g_00223	Prav.g_00131
OG0000381	Pray.g_00219	Prav.g_00135
OG0000382	Pray.g_00208	Prav.g_00146
OG0000383	Pray.g_00206	Prav.g_00148
OG0000384	Pray.g_00205	Prav.g_00149
OG0000385	Pray.g_00204	Prav.g_00150
OG0000386	Pray.g_00203	Prav.g_00151
OG0000387	Pray.g_00190	Prav.g_00164
OG0000388	Pray.g_00187	Prav.g_00167
OG0000389	Pray.g_00183	Prav.g_00171
OG0000390	Pray.g_00176	Prav.g_00178
OG0000391	Pray.g_00173	Prav.g_00181
OG0000392	Pray.g_00169	Prav.g_00185
OG0000393	Pray.g_00167	Prav.g_00187
OG0000394	Pray.g_00166	Prav.g_00188
OG0000395	Pray.g_00165	Prav.g_00189
OG0000396	Pray.g_00162	Prav.g_00192
OG0000397	Pray.g_00160	Prav.g_00194
OG0000398	Pray.g_00158	Prav.g_00196
OG0000399	Pray.g_00157	Prav.g_00197
OG0000400	Pray.g_00156	Prav.g_00198
OG0000401	Pray.g_00155	Prav.g_00199
OG0000402	Pray.g_00153	Prav.g_00201
OG0000403	Pray.g_00152	Prav.g_00202
OG0000404	Pray.g_00151	Prav.g_00203
OG0000405	Pray.g_00147	Prav.g_00207
OG0000406	Pray.g_00142	Prav.g_00214
OG0000407	Pray.g_00141	Prav.g_00215
OG0000409	Pray.g_00137	Prav.g_00886
OG0000410	Pray.g_00136	Prav.g_00885
OG0000411	Pray.g_00635	Prav.g_00884
OG0000412	Pray.g_00636	Prav.g_00883
OG0000413	Pray.g_00637	Prav.g_00882
OG0000414	Pray.g_00638	Prav.g_00881
OG0000415	Pray.g_00639	Prav.g_00880
OG0000416	Pray.g_00640	Prav.g_00879
OG0000417	Pray.g_00641	Prav.g_00878
OG0000418	Pray.g_00646	Prav.g_00873
OG0000419	Pray.g_00648	Prav.g_00871
OG0000420	Pray.g_00649	Prav.g_00870
OG0000421	Pray.g_00654	Prav.g_00865
OG0000422	Pray.g_00655	Prav.g_00864
OG0000423	Pray.g_00656	Prav.g_00863
OG0000424	Pray.g_00657	Prav.g_00862
OG0000425	Pray.g_00658	Prav.g_00861
OG0000426	Pray.g_00659	Prav.g_00860
OG0000427	Pray.g_00660	Prav.g_00859
OG0000428	Pray.g_00662	Prav.g_00857
OG0000429	Pray.g_00663	Prav.g_00856
OG0000430	Pray.g_00664	Prav.g_00855
OG0000431	Pray.g_00666	Prav.g_00853
OG0000432	Pray.g_00669	Prav.g_00850
OG0000433	Pray.g_00670	Prav.g_00849
OG0000434	Pray.g_00671	Prav.g_00848
OG0000435	Pray.g_00672	Prav.g_00847
OG0000436	Pray.g_00677	Prav.g_00842
OG0000437	Pray.g_00678	Prav.g_00841
OG0000438	Pray.g_00679	Prav.g_00840
OG0000439	Pray.g_00681	Prav.g_00838
OG0000440	Pray.g_00682	Prav.g_00837
OG0000441	Pray.g_00685	Prav.g_00834
OG0000442	Pray.g_00686	Prav.g_00833
OG0000443	Pray.g_00687	Prav.g_00832
OG0000444	Pray.g_00692	Prav.g_00827
OG0000445	Pray.g_00693	Prav.g_00826
OG0000446	Pray.g_00694	Prav.g_00825
OG0000447	Pray.g_00695	Prav.g_00824
OG0000448	Pray.g_00696	Prav.g_00823
OG0000449	Pray.g_00697	Prav.g_00822
OG0000450	Pray.g_00698	Prav.g_00821
OG0000451	Pray.g_00699	Prav.g_00820
OG0000452	Pray.g_00702	Prav.g_00817
OG0000453	Pray.g_00703	Prav.g_00816
OG0000454	Pray.g_00704	Prav.g_00815
OG0000455	Pray.g_00705	Prav.g_00814
OG0000456	Pray.g_00706	Prav.g_00813
OG0000457	Pray.g_00707	Prav.g_00812
OG0000458	Pray.g_00708	Prav.g_00811
OG0000459	Pray.g_00709	Prav.g_00810
OG0000460	Pray.g_00716	Prav.g_00803
OG0000461	Pray.g_00723	Prav.g_01889
OG0000462	Pray.g_00725	Prav.g_01891
OG0000463	Pray.g_00726	Prav.g_01892
OG0000464	Pray.g_00727	Prav.g_01893
OG0000465	Pray.g_00728	Prav.g_01894
OG0000466	Pray.g_00731	Prav.g_01897
OG0000467	Pray.g_00732	Prav.g_01898
OG0000468	Pray.g_00734	Prav.g_01900
OG0000469	Pray.g_00742	Prav.g_01909
OG0000470	Pray.g_00744	Prav.g_01911
OG0000471	Pray.g_00745	Prav.g_01912
OG0000472	Pray.g_00746	Prav.g_01913
OG0000473	Pray.g_00748	Prav.g_01915
OG0000474	Pray.g_00749	Prav.g_01916
OG0000475	Pray.g_00750	Prav.g_01917
OG0000476	Pray.g_00751	Prav.g_01918
OG0000477	Pray.g_00754	Prav.g_01921
OG0000478	Pray.g_00755	Prav.g_01922
OG0000479	Pray.g_00756	Prav.g_01923
OG0000480	Pray.g_00761	Prav.g_01928
OG0000481	Pray.g_00763	Prav.g_01930
OG0000482	Pray.g_00764	Prav.g_01931
OG0000483	Pray.g_00767	Prav.g_01934
OG0000484	Pray.g_00768	Prav.g_01935
OG0000485	Pray.g_00769	Prav.g_01936
OG0000486	Pray.g_00770	Prav.g_01937
OG0000487	Pray.g_00773	Prav.g_01941
OG0000488	Pray.g_00776	Prav.g_01944
OG0000489	Pray.g_00781	Prav.g_01949
OG0000490	Pray.g_00786	Prav.g_01954
OG0000491	Pray.g_00787	Prav.g_01955
OG0000492	Pray.g_00789	Prav.g_01957
OG0000493	Pray.g_00790	Prav.g_01958
OG0000494	Pray.g_00791	Prav.g_01959
OG0000495	Pray.g_00792	Prav.g_01960
OG0000496	Pray.g_00793	Prav.g_01961
OG0000497	Pray.g_00794	Prav.g_01962
OG0000498	Pray.g_00795	Prav.g_01963
OG0000499	Pray.g_00796	Prav.g_01964
OG0000500	Pray.g_00797	Prav.g_01965
OG0000501	Pray.g_00799	Prav.g_01967
OG0000502	Pray.g_00802	Prav.g_01970
OG0000503	Pray.g_00812	Prav.g_01980
OG0000504	Pray.g_00813	Prav.g_01981
OG0000505	Pray.g_00814	Prav.g_01982
OG0000506	Pray.g_00816	Prav.g_01984
OG0000507	Pray.g_00819	Prav.g_01987
OG0000508	Pray.g_00823	Prav.g_01991
OG0000509	Pray.g_00825	Prav.g_01993
OG0000510	Pray.g_00826	Prav.g_01994
OG0000511	Pray.g_00827	Prav.g_01995
OG0000512	Pray.g_00829	Prav.g_01997
OG0000513	Pray.g_00836	Prav.g_00977
OG0000514	Pray.g_00921	Prav.g_01030
OG0000515	Pray.g_00922	Prav.g_01031
OG0000516	Pray.g_00923	Prav.g_01032
OG0000517	Pray.g_00925	Prav.g_01034
OG0000518	Pray.g_00936	Prav.g_01045
OG0000519	Pray.g_00937	Prav.g_01046
OG0000520	Pray.g_00938	Prav.g_01047
OG0000521	Pray.g_00943	Prav.g_01052
OG0000522	Pray.g_00945	Prav.g_01053
OG0000523	Pray.g_00946	Prav.g_01054
OG0000524	Pray.g_00951	Prav.g_01059
OG0000525	Pray.g_00954	Prav.g_01062
OG0000526	Pray.g_00955	Prav.g_01063
OG0000527	Pray.g_00963	Prav.g_01071
OG0000528	Pray.g_00968	Prav.g_01076
OG0000529	Pray.g_00971	Prav.g_01079
OG0000530	Pray.g_00974	Prav.g_01082
OG0000531	Pray.g_00975	Prav.g_01083
OG0000532	Pray.g_00977	Prav.g_01085
OG0000533	Pray.g_00978	Prav.g_01086
OG0000534	Pray.g_00979	Prav.g_01087
OG0000535	Pray.g_00980	Prav.g_01088
OG0000536	Pray.g_00981	Prav.g_01089
OG0000537	Pray.g_00982	Prav.g_01090
OG0000538	Pray.g_00991	Prav.g_01098
OG0000539	Pray.g_00992	Prav.g_01099
OG0000540	Pray.g_00993	Prav.g_01100
OG0000541	Pray.g_00994	Prav.g_01101
OG0000542	Pray.g_00996	Prav.g_01103
OG0000543	Pray.g_00998	Prav.g_01105
OG0000544	Pray.g_00999	Prav.g_01106
OG0000545	Pray.g_01001	Prav.g_01108
OG0000546	Pray.g_01004	Prav.g_01111
OG0000547	Pray.g_01006	Prav.g_01113
OG0000548	Pray.g_01007	Prav.g_01114
OG0000549	Pray.g_01009	Prav.g_01116
OG0000550	Pray.g_01014	Prav.g_01121
OG0000551	Pray.g_01018	Prav.g_01125
OG0000552	Pray.g_01019	Prav.g_01126
OG0000553	Pray.g_01020	Prav.g_01127
OG0000554	Pray.g_01227	Prav.g_01132
OG0000555	Pray.g_01219	Prav.g_01140
OG0000556	Pray.g_01217	Prav.g_01142
OG0000557	Pray.g_01216	Prav.g_01143
OG0000558	Pray.g_01214	Prav.g_01145
OG0000559	Pray.g_01210	Prav.g_01149
