Orthogroup	Praz	Pram
OG0000079	Praz.g_00791	Pram.g_01589
OG0000080	Praz.g_01661	Pram.g_01039
OG0000081	Praz.g_01639	Pram.g_00782
OG0000082	Praz.g_01505	Pram.g_00816
OG0000083	Praz.g_01440	Pram.g_01161
OG0000084	Praz.g_01350	Pram.g_00943
OG0000085	Praz.g_00114	Pram.g_01185
OG0000086	Praz.g_00025	Pram.g_01546
OG0000087	Praz.g_00893	Pram.g_01510
OG0000090	Praz.g_01098	Pram.g_01445
OG0000091	Praz.g_01033	Pram.g_01370
OG0000092	Praz.g_00913	Pram.g_01554
OG0000093	Praz.g_00311	Pram.g_01719
OG0000094	Praz.g_00266	Pram.g_01766
OG0000095	Praz.g_00232	Pram.g_01805
OG0000096	Praz.g_00160	Pram.g_01878
OG0000098	Praz.g_00368	Pram.g_01941
OG0000099	Praz.g_00388	Pram.g_00010
OG0000100	Praz.g_01911	Pram.g_01588
OG0000101	Praz.g_00415	Pram.g_00036
OG0000102	Praz.g_00473	Pram.g_00099
OG0000103	Praz.g_00481	Pram.g_00108
OG0000104	Praz.g_00499	Pram.g_00125
OG0000105	Praz.g_00530	Pram.g_00155
OG0000106	Praz.g_00544	Pram.g_00168
OG0000107	Praz.g_00552	Pram.g_00177
OG0000108	Praz.g_00562	Pram.g_00187
OG0000109	Praz.g_00599	Pram.g_00227
OG0000110	Praz.g_00611	Pram.g_00239
OG0000111	Praz.g_00632	Pram.g_00262
OG0000113	Praz.g_00654	Pram.g_00286
OG0000114	Praz.g_00682	Pram.g_00313
OG0000115	Praz.g_01854	Pram.g_00410
OG0000116	Praz.g_01852	Pram.g_00412
OG0000117	Praz.g_01848	Pram.g_00416
OG0000118	Praz.g_01829	Pram.g_00437
OG0000119	Praz.g_01796	Pram.g_00470
OG0000120	Praz.g_01795	Pram.g_00471
OG0000121	Praz.g_01785	Pram.g_00480
OG0000122	Praz.g_01776	Pram.g_00489
OG0000123	Praz.g_01745	Pram.g_00522
OG0000124	Praz.g_01679	Pram.g_01059
OG0000125	Praz.g_01678	Pram.g_01058
OG0000126	Praz.g_01677	Pram.g_01057
OG0000127	Praz.g_01644	Pram.g_00777
OG0000128	Praz.g_01605	Pram.g_00803
OG0000129	Praz.g_01585	Pram.g_01006
OG0000130	Praz.g_01527	Pram.g_00905
OG0000131	Praz.g_01514	Pram.g_00807
OG0000132	Praz.g_01478	Pram.g_00843
OG0000133	Praz.g_01392	Pram.g_00751
OG0000134	Praz.g_01382	Pram.g_01038
OG0000135	Praz.g_01346	Pram.g_00947
OG0000136	Praz.g_01279, Praz.g_00063	Pram.g_00891
OG0000137	Praz.g_00022	Pram.g_01549
OG0000139	Praz.g_00748	Pram.g_01133
OG0000140	Praz.g_00697	Pram.g_00571
OG0000141	Praz.g_01936	Pram.g_01254
OG0000142	Praz.g_01168	Pram.g_01242
OG0000143	Praz.g_01139	Pram.g_01468
OG0000144	Praz.g_01054	Pram.g_01393
OG0000145	Praz.g_01040	Pram.g_01377
OG0000146	Praz.g_01004	Pram.g_01341
OG0000147	Praz.g_00964	Pram.g_01294
OG0000148	Praz.g_00963	Pram.g_01293
OG0000149	Praz.g_00879	Pram.g_01629
OG0000150	Praz.g_00841	Pram.g_01669
OG0000151	Praz.g_00838	Pram.g_01672
OG0000152	Praz.g_00340	Pram.g_01691
OG0000153	Praz.g_00304	Pram.g_01728
OG0000154	Praz.g_00268	Pram.g_01764
OG0000155	Praz.g_00250	Pram.g_01783
OG0000156	Praz.g_00221	Pram.g_01817
OG0000157	Praz.g_00188	Pram.g_01851
OG0000158	Praz.g_00125	Pram.g_01917
OG0000160	Praz.g_00366	Pram.g_01939
OG0000161	Praz.g_00367	Pram.g_01940
OG0000162	Praz.g_00369	Pram.g_01942
OG0000163	Praz.g_00370	Pram.g_01943
OG0000164	Praz.g_00371	Pram.g_01944
OG0000165	Praz.g_00372	Pram.g_01945
OG0000166	Praz.g_00373	Pram.g_01946
OG0000167	Praz.g_00374	Pram.g_01947
OG0000168	Praz.g_00375	Pram.g_01948
OG0000169	Praz.g_00377	Pram.g_01950
OG0000170	Praz.g_00379	Pram.g_00001
OG0000171	Praz.g_00380	Pram.g_00002
OG0000172	Praz.g_00381	Pram.g_00003
OG0000173	Praz.g_00382	Pram.g_00004
OG0000174	Praz.g_00383	Pram.g_00005
OG0000175	Praz.g_00384	Pram.g_00006
OG0000176	Praz.g_00385	Pram.g_00007
OG0000177	Praz.g_00386	Pram.g_00008
OG0000178	Praz.g_00387	Pram.g_00009
OG0000179	Praz.g_00389	Pram.g_00011
OG0000180	Praz.g_00390	Pram.g_00012
OG0000181	Praz.g_00391	Pram.g_00013
OG0000182	Praz.g_00392	Pram.g_00014
OG0000183	Praz.g_00393	Pram.g_00015
OG0000184	Praz.g_00394	Pram.g_00016
OG0000185	Praz.g_00397	Pram.g_00019
OG0000186	Praz.g_00400	Pram.g_00021
OG0000187	Praz.g_00401	Pram.g_00022
OG0000188	Praz.g_00402	Pram.g_00023
OG0000189	Praz.g_00406	Pram.g_00024
OG0000190	Praz.g_00408	Pram.g_00026
OG0000191	Praz.g_00409	Pram.g_00028
OG0000192	Praz.g_00410	Pram.g_00029
OG0000193	Praz.g_00411	Pram.g_00030
OG0000194	Praz.g_00412	Pram.g_00033
OG0000195	Praz.g_00413	Pram.g_00034
OG0000196	Praz.g_00414	Pram.g_00035
OG0000197	Praz.g_00416	Pram.g_00037
OG0000198	Praz.g_00417	Pram.g_00038
OG0000199	Praz.g_00418	Pram.g_00039
OG0000200	Praz.g_00424	Pram.g_00048
OG0000201	Praz.g_00425	Pram.g_00049
OG0000202	Praz.g_00426	Pram.g_00050
OG0000203	Praz.g_00429	Pram.g_00054
OG0000204	Praz.g_00430	Pram.g_00055
OG0000205	Praz.g_00433	Pram.g_00058
OG0000206	Praz.g_00435	Pram.g_00060
OG0000207	Praz.g_00437	Pram.g_00062
OG0000208	Praz.g_00438	Pram.g_00063
OG0000209	Praz.g_00439	Pram.g_01536
OG0000210	Praz.g_00440	Pram.g_00064
OG0000211	Praz.g_00441	Pram.g_00065
OG0000212	Praz.g_00442	Pram.g_00066
OG0000213	Praz.g_00443	Pram.g_00067
OG0000214	Praz.g_00444	Pram.g_00068
OG0000215	Praz.g_00445	Pram.g_00069
OG0000216	Praz.g_00446	Pram.g_00070
OG0000217	Praz.g_00448	Pram.g_00072
OG0000218	Praz.g_00449	Pram.g_00073
OG0000219	Praz.g_00450	Pram.g_00074
OG0000220	Praz.g_00451	Pram.g_00075
OG0000221	Praz.g_00454	Pram.g_00078
OG0000222	Praz.g_00455	Pram.g_00079
OG0000223	Praz.g_00456	Pram.g_00080
OG0000224	Praz.g_00457	Pram.g_00081
OG0000225	Praz.g_00458	Pram.g_00082
OG0000226	Praz.g_00459	Pram.g_00083
OG0000227	Praz.g_00460	Pram.g_00085
OG0000228	Praz.g_00461	Pram.g_00086
OG0000229	Praz.g_00462	Pram.g_00087
OG0000230	Praz.g_00463	Pram.g_00088
OG0000231	Praz.g_00464	Pram.g_00089
OG0000232	Praz.g_00466	Pram.g_00090
OG0000233	Praz.g_00467	Pram.g_00091
OG0000234	Praz.g_00468	Pram.g_00092
OG0000235	Praz.g_00469	Pram.g_00093
OG0000236	Praz.g_00470	Pram.g_00096
OG0000237	Praz.g_00471	Pram.g_00097
OG0000238	Praz.g_00472	Pram.g_00098
OG0000239	Praz.g_00474	Pram.g_00100
OG0000240	Praz.g_00475	Pram.g_00101
OG0000241	Praz.g_00476	Pram.g_00102
OG0000242	Praz.g_00477	Pram.g_00103
OG0000243	Praz.g_00480	Pram.g_00106
OG0000244	Praz.g_00482	Pram.g_00109
OG0000245	Praz.g_00483	Pram.g_00110
OG0000246	Praz.g_00484	Pram.g_00111
OG0000247	Praz.g_00487	Pram.g_00113
OG0000248	Praz.g_00489	Pram.g_00115
OG0000249	Praz.g_00490	Pram.g_00117
OG0000250	Praz.g_00491	Pram.g_00118
OG0000251	Praz.g_00492	Pram.g_00119
OG0000252	Praz.g_00493	Pram.g_00120
OG0000253	Praz.g_00494	Pram.g_00121
OG0000254	Praz.g_00496	Pram.g_01001
OG0000255	Praz.g_00497	Pram.g_00123
OG0000256	Praz.g_00500	Pram.g_00126
OG0000257	Praz.g_00502	Pram.g_00128
OG0000258	Praz.g_00505	Pram.g_00130
OG0000259	Praz.g_00506	Pram.g_00131
OG0000260	Praz.g_00507	Pram.g_00132
OG0000261	Praz.g_00508	Pram.g_00133
OG0000262	Praz.g_00509	Pram.g_00134
OG0000263	Praz.g_00511	Pram.g_00136
OG0000264	Praz.g_00512	Pram.g_00137
OG0000265	Praz.g_00513	Pram.g_00138
OG0000266	Praz.g_00514	Pram.g_00139
OG0000267	Praz.g_00515	Pram.g_00140
OG0000268	Praz.g_00516	Pram.g_00141
OG0000269	Praz.g_00518	Pram.g_00143
OG0000270	Praz.g_00519	Pram.g_00144
OG0000271	Praz.g_00520	Pram.g_00145
OG0000272	Praz.g_00521	Pram.g_00146
OG0000273	Praz.g_00522	Pram.g_00147
OG0000274	Praz.g_00523	Pram.g_00148
OG0000275	Praz.g_00524	Pram.g_00149
OG0000276	Praz.g_00525	Pram.g_00150
OG0000277	Praz.g_00527	Pram.g_00152
OG0000278	Praz.g_00528	Pram.g_00153
OG0000279	Praz.g_00529	Pram.g_00154
OG0000280	Praz.g_00531	Pram.g_00156
OG0000281	Praz.g_00533	Pram.g_00157
OG0000282	Praz.g_00534	Pram.g_00158
OG0000283	Praz.g_00535	Pram.g_00159
OG0000284	Praz.g_00536	Pram.g_00160
OG0000285	Praz.g_00537	Pram.g_00161
OG0000286	Praz.g_00538	Pram.g_00162
OG0000287	Praz.g_00539	Pram.g_00163
OG0000288	Praz.g_00541	Pram.g_00165
OG0000289	Praz.g_00542	Pram.g_00166
OG0000290	Praz.g_00543	Pram.g_00167
OG0000291	Praz.g_00545	Pram.g_00169
OG0000292	Praz.g_00546	Pram.g_00171
OG0000293	Praz.g_00547	Pram.g_00172
OG0000294	Praz.g_00548	Pram.g_00173
OG0000295	Praz.g_00549	Pram.g_00174
OG0000296	Praz.g_00550	Pram.g_00175
OG0000297	Praz.g_00551	Pram.g_00176
OG0000298	Praz.g_00553	Pram.g_00178
OG0000299	Praz.g_00554	Pram.g_00179
OG0000300	Praz.g_00555	Pram.g_00180
OG0000301	Praz.g_00556	Pram.g_00181
OG0000302	Praz.g_00557	Pram.g_00182
OG0000303	Praz.g_00558	Pram.g_00183
OG0000304	Praz.g_00560	Pram.g_00185
OG0000305	Praz.g_00561	Pram.g_00186
OG0000306	Praz.g_00564	Pram.g_00189
OG0000307	Praz.g_00565	Pram.g_00190
OG0000308	Praz.g_00566	Pram.g_00191
OG0000309	Praz.g_00567	Pram.g_00192
OG0000310	Praz.g_00568	Pram.g_00193
OG0000311	Praz.g_00569	Pram.g_00194
OG0000312	Praz.g_00570	Pram.g_00195
OG0000313	Praz.g_00571	Pram.g_00196
OG0000314	Praz.g_00572	Pram.g_00197
OG0000315	Praz.g_00573	Pram.g_00198
OG0000316	Praz.g_00574	Pram.g_00199
OG0000317	Praz.g_00575	Pram.g_00200
OG0000318	Praz.g_00576	Pram.g_00201
OG0000319	Praz.g_00577	Pram.g_00202
OG0000320	Praz.g_00578	Pram.g_00203
OG0000321	Praz.g_00579	Pram.g_00204
OG0000322	Praz.g_00580	Pram.g_00205
OG0000323	Praz.g_00581	Pram.g_00206
OG0000324	Praz.g_00582	Pram.g_00207
OG0000325	Praz.g_00583	Pram.g_00208
OG0000326	Praz.g_00584	Pram.g_00209
OG0000327	Praz.g_00585	Pram.g_00210
OG0000328	Praz.g_00586	Pram.g_00212
OG0000329	Praz.g_00587	Pram.g_00213
OG0000330	Praz.g_00588	Pram.g_00214
OG0000331	Praz.g_00589	Pram.g_00216
OG0000332	Praz.g_00590	Pram.g_00217
OG0000333	Praz.g_00591	Pram.g_00218
OG0000334	Praz.g_00592	Pram.g_00219
OG0000335	Praz.g_00593	Pram.g_00220
OG0000336	Praz.g_00595	Pram.g_00222
OG0000337	Praz.g_00596	Pram.g_00223
OG0000338	Praz.g_00600	Pram.g_00228
OG0000339	Praz.g_00602	Pram.g_00230
OG0000340	Praz.g_00604	Pram.g_00232
OG0000341	Praz.g_00605	Pram.g_00233
OG0000342	Praz.g_00606	Pram.g_00234
OG0000343	Praz.g_00607	Pram.g_00235
OG0000344	Praz.g_00610	Pram.g_00238
OG0000345	Praz.g_00613	Pram.g_00242
OG0000346	Praz.g_00614	Pram.g_00243
OG0000347	Praz.g_00617	Pram.g_00246
OG0000348	Praz.g_00618	Pram.g_00247
OG0000349	Praz.g_00619	Pram.g_00248
OG0000350	Praz.g_00621	Pram.g_00250
OG0000351	Praz.g_00622	Pram.g_00251
OG0000352	Praz.g_00623	Pram.g_00252
OG0000353	Praz.g_00624	Pram.g_00253
OG0000354	Praz.g_00625	Pram.g_00254
OG0000355	Praz.g_00626	Pram.g_00255
OG0000356	Praz.g_00627	Pram.g_00256
OG0000357	Praz.g_00628	Pram.g_00257
OG0000358	Praz.g_00629	Pram.g_00258
OG0000359	Praz.g_00630	Pram.g_00260
OG0000360	Praz.g_00633	Pram.g_00263
OG0000361	Praz.g_00634	Pram.g_00264
OG0000362	Praz.g_00635	Pram.g_00265
OG0000363	Praz.g_00636	Pram.g_00266
OG0000364	Praz.g_00640	Pram.g_00270
OG0000365	Praz.g_00641	Pram.g_00271
OG0000366	Praz.g_00643	Pram.g_00274
OG0000367	Praz.g_00644	Pram.g_00275
OG0000368	Praz.g_00645	Pram.g_00276
OG0000369	Praz.g_00646	Pram.g_00277
OG0000370	Praz.g_00647	Pram.g_00278
OG0000371	Praz.g_00648	Pram.g_00280
OG0000372	Praz.g_00649	Pram.g_00281
OG0000373	Praz.g_00650	Pram.g_00282
OG0000374	Praz.g_00651	Pram.g_00283
OG0000375	Praz.g_00652	Pram.g_00284
OG0000376	Praz.g_00655	Pram.g_00287
OG0000377	Praz.g_00656	Pram.g_00288
OG0000378	Praz.g_00657	Pram.g_00289
OG0000379	Praz.g_00658	Pram.g_00290
OG0000380	Praz.g_00659	Pram.g_00291
OG0000381	Praz.g_00660	Pram.g_00292
OG0000382	Praz.g_00661	Pram.g_00293
OG0000383	Praz.g_00662	Pram.g_00294
OG0000384	Praz.g_00665	Pram.g_00296
OG0000385	Praz.g_00666	Pram.g_00297
OG0000386	Praz.g_00667	Pram.g_00298
OG0000387	Praz.g_00668	Pram.g_00299
OG0000388	Praz.g_00669	Pram.g_00300
OG0000389	Praz.g_00670	Pram.g_00301
OG0000390	Praz.g_00671	Pram.g_00302
OG0000391	Praz.g_00672	Pram.g_00303
OG0000392	Praz.g_00673	Pram.g_00304
OG0000393	Praz.g_00674	Pram.g_00305
OG0000394	Praz.g_00675	Pram.g_00306
OG0000395	Praz.g_00676	Pram.g_00307
OG0000396	Praz.g_00678	Pram.g_00309
OG0000397	Praz.g_00680	Pram.g_00311
OG0000398	Praz.g_00681	Pram.g_00312
OG0000399	Praz.g_00684	Pram.g_00315
OG0000400	Praz.g_00685	Pram.g_00321
OG0000401	Praz.g_00686	Pram.g_00322
OG0000402	Praz.g_01931	Pram.g_00328
OG0000403	Praz.g_01932	Pram.g_00330
OG0000404	Praz.g_01933	Pram.g_00331
OG0000405	Praz.g_01935	Pram.g_00332
OG0000406	Praz.g_00343	Pram.g_00336
OG0000407	Praz.g_00344	Pram.g_00337
OG0000408	Praz.g_00347	Pram.g_00340
OG0000409	Praz.g_00348	Pram.g_00341
OG0000410	Praz.g_00349	Pram.g_00342
OG0000411	Praz.g_00350	Pram.g_00343
OG0000412	Praz.g_00351	Pram.g_00344
OG0000413	Praz.g_00352	Pram.g_00345
OG0000414	Praz.g_00353	Pram.g_00346
OG0000415	Praz.g_00354	Pram.g_00347
OG0000416	Praz.g_00819	Pram.g_00351
OG0000417	Praz.g_00818	Pram.g_00352
OG0000418	Praz.g_00817	Pram.g_00354
OG0000419	Praz.g_00816	Pram.g_00355
OG0000420	Praz.g_00815	Pram.g_00864
OG0000421	Praz.g_00803	Pram.g_01184
OG0000422	Praz.g_00795	Pram.g_01537
OG0000423	Praz.g_00794	Pram.g_01177
OG0000424	Praz.g_00788	Pram.g_01696
OG0000425	Praz.g_01897	Pram.g_00366
OG0000426	Praz.g_01896	Pram.g_00367
OG0000427	Praz.g_01895	Pram.g_00368
OG0000428	Praz.g_01893	Pram.g_00370
OG0000429	Praz.g_01892	Pram.g_00371
OG0000430	Praz.g_01890	Pram.g_00373
OG0000431	Praz.g_01889	Pram.g_00374
OG0000432	Praz.g_01888	Pram.g_00375
OG0000433	Praz.g_01887	Pram.g_00376
OG0000434	Praz.g_01886	Pram.g_00377
OG0000435	Praz.g_01885	Pram.g_00378
OG0000436	Praz.g_01884	Pram.g_00379
OG0000437	Praz.g_01883	Pram.g_00380
OG0000438	Praz.g_01882	Pram.g_00381
OG0000439	Praz.g_01881	Pram.g_00382
OG0000440	Praz.g_01880	Pram.g_00383
OG0000441	Praz.g_01879	Pram.g_00384
OG0000442	Praz.g_01878	Pram.g_00385
OG0000443	Praz.g_01877	Pram.g_00386
OG0000444	Praz.g_01876	Pram.g_00387
OG0000445	Praz.g_01875	Pram.g_00393
OG0000446	Praz.g_01873	Pram.g_00395
OG0000447	Praz.g_01872	Pram.g_00396
OG0000448	Praz.g_01870	Pram.g_00397
OG0000449	Praz.g_01867	Pram.g_00400
OG0000450	Praz.g_01866	Pram.g_00401
OG0000451	Praz.g_01865	Pram.g_00402
OG0000452	Praz.g_01864	Pram.g_00404
OG0000453	Praz.g_01863	Pram.g_00406
OG0000454	Praz.g_01857	Pram.g_00407
OG0000455	Praz.g_01855	Pram.g_00409
OG0000456	Praz.g_01851	Pram.g_00413
OG0000457	Praz.g_01850	Pram.g_00414
OG0000458	Praz.g_01849	Pram.g_00415
OG0000459	Praz.g_01847	Pram.g_00417
OG0000460	Praz.g_01845	Pram.g_00419
OG0000461	Praz.g_01844	Pram.g_00420
OG0000462	Praz.g_01843	Pram.g_00421
OG0000463	Praz.g_01841	Pram.g_00423
OG0000464	Praz.g_01840	Pram.g_00424
OG0000465	Praz.g_01839	Pram.g_00425
OG0000466	Praz.g_01838	Pram.g_00426
OG0000467	Praz.g_01837	Pram.g_00427
OG0000468	Praz.g_01836	Pram.g_00428
OG0000469	Praz.g_01835	Pram.g_00429
OG0000470	Praz.g_01834	Pram.g_00430
OG0000471	Praz.g_01833	Pram.g_00431
OG0000472	Praz.g_01828	Pram.g_00438
OG0000473	Praz.g_01827	Pram.g_00439
OG0000474	Praz.g_01826	Pram.g_00440
OG0000475	Praz.g_01825	Pram.g_00441
OG0000476	Praz.g_01823	Pram.g_00442
OG0000477	Praz.g_01822	Pram.g_00443
OG0000478	Praz.g_01821	Pram.g_00444
OG0000479	Praz.g_01820	Pram.g_00445
OG0000480	Praz.g_01818	Pram.g_00447
OG0000481	Praz.g_01816	Pram.g_00449
OG0000482	Praz.g_01815	Pram.g_00450
OG0000483	Praz.g_01813	Pram.g_00452
OG0000484	Praz.g_01812	Pram.g_00453
OG0000485	Praz.g_01811	Pram.g_00454
OG0000486	Praz.g_01810	Pram.g_00456
OG0000487	Praz.g_01805	Pram.g_00461
OG0000488	Praz.g_01803	Pram.g_00462
OG0000489	Praz.g_01802	Pram.g_00463
OG0000490	Praz.g_01801	Pram.g_00464
OG0000491	Praz.g_01800	Pram.g_00465
OG0000492	Praz.g_01799	Pram.g_00466
OG0000493	Praz.g_01798	Pram.g_00468
OG0000494	Praz.g_01797	Pram.g_00469
OG0000495	Praz.g_01794	Pram.g_00472
OG0000496	Praz.g_01793	Pram.g_00473
OG0000497	Praz.g_01792	Pram.g_00474
OG0000498	Praz.g_01791	Pram.g_00475
OG0000499	Praz.g_01790	Pram.g_00476
OG0000500	Praz.g_01788	Pram.g_00477
OG0000501	Praz.g_01787	Pram.g_00478
OG0000502	Praz.g_01786	Pram.g_00479
OG0000503	Praz.g_01784	Pram.g_00481
OG0000504	Praz.g_01783	Pram.g_00482
OG0000505	Praz.g_01782	Pram.g_00483
OG0000506	Praz.g_01781	Pram.g_00484
OG0000507	Praz.g_01780	Pram.g_00485
OG0000508	Praz.g_01779	Pram.g_00486
OG0000509	Praz.g_01778	Pram.g_00487
OG0000510	Praz.g_01777	Pram.g_00488
OG0000511	Praz.g_01775	Pram.g_00490
OG0000512	Praz.g_01774	Pram.g_00491
OG0000513	Praz.g_01773	Pram.g_00492
OG0000514	Praz.g_01772	Pram.g_00493
OG0000515	Praz.g_01771	Pram.g_00494
OG0000516	Praz.g_01770	Pram.g_00495
OG0000517	Praz.g_01768	Pram.g_00497
OG0000518	Praz.g_01767	Pram.g_00498
OG0000519	Praz.g_01766	Pram.g_00500
OG0000520	Praz.g_01765	Pram.g_00502
OG0000521	Praz.g_01764	Pram.g_00503
OG0000522	Praz.g_01763	Pram.g_00504
OG0000523	Praz.g_01762	Pram.g_00505
OG0000524	Praz.g_01761	Pram.g_00506
OG0000525	Praz.g_01760	Pram.g_00507
OG0000526	Praz.g_01759	Pram.g_00508
OG0000527	Praz.g_01758	Pram.g_00509
OG0000528	Praz.g_01757	Pram.g_00510
OG0000529	Praz.g_01756	Pram.g_00511
OG0000530	Praz.g_01755	Pram.g_00512
OG0000531	Praz.g_01754	Pram.g_00513
OG0000532	Praz.g_01753	Pram.g_00514
OG0000533	Praz.g_01751	Pram.g_00516
OG0000534	Praz.g_01750	Pram.g_00517
OG0000535	Praz.g_01749	Pram.g_00518
OG0000536	Praz.g_01748	Pram.g_00519
OG0000537	Praz.g_01747	Pram.g_00520
OG0000538	Praz.g_01746	Pram.g_00521
OG0000539	Praz.g_01743	Pram.g_00523
OG0000540	Praz.g_01742	Pram.g_00524
OG0000541	Praz.g_01741	Pram.g_00525
OG0000542	Praz.g_01739	Pram.g_00528
OG0000543	Praz.g_01738	Pram.g_00529
OG0000544	Praz.g_01737	Pram.g_00530
OG0000545	Praz.g_01736	Pram.g_00531
OG0000546	Praz.g_01735	Pram.g_00532
OG0000547	Praz.g_01734	Pram.g_00533
OG0000548	Praz.g_01733	Pram.g_00534
OG0000549	Praz.g_01731	Pram.g_00536
OG0000550	Praz.g_01730	Pram.g_00537
OG0000551	Praz.g_01729	Pram.g_00538
OG0000552	Praz.g_01728	Pram.g_00539
OG0000553	Praz.g_01727	Pram.g_00540
OG0000554	Praz.g_01726	Pram.g_00541
OG0000555	Praz.g_01725	Pram.g_00543
OG0000556	Praz.g_01724	Pram.g_00544
OG0000557	Praz.g_01723	Pram.g_00545
OG0000558	Praz.g_01722	Pram.g_00546
OG0000559	Praz.g_01721	Pram.g_00547
OG0000560	Praz.g_01720	Pram.g_00548
OG0000561	Praz.g_01719	Pram.g_00549
OG0000562	Praz.g_01718	Pram.g_00550
OG0000563	Praz.g_01717	Pram.g_00551
OG0000564	Praz.g_01716	Pram.g_00552
OG0000565	Praz.g_01715	Pram.g_00553
OG0000566	Praz.g_01714	Pram.g_00554
OG0000567	Praz.g_01713	Pram.g_00555
OG0000568	Praz.g_01712	Pram.g_00556
OG0000569	Praz.g_01709	Pram.g_00559
OG0000570	Praz.g_01708	Pram.g_00560
OG0000571	Praz.g_01706	Pram.g_00562
OG0000572	Praz.g_01705	Pram.g_00564
OG0000573	Praz.g_01704	Pram.g_00565
OG0000574	Praz.g_01703	Pram.g_00566
OG0000575	Praz.g_01702	Pram.g_00568
OG0000576	Praz.g_01701	Pram.g_00569
OG0000577	Praz.g_01700	Pram.g_01080
OG0000578	Praz.g_01699	Pram.g_01079
OG0000579	Praz.g_01698	Pram.g_01078
OG0000580	Praz.g_01697	Pram.g_01077
OG0000581	Praz.g_01696	Pram.g_01076
OG0000582	Praz.g_01695	Pram.g_01075
OG0000583	Praz.g_01694	Pram.g_01074
OG0000584	Praz.g_01692	Pram.g_01073
OG0000585	Praz.g_01691	Pram.g_01072
OG0000586	Praz.g_01690	Pram.g_01070
OG0000587	Praz.g_01689	Pram.g_01069
OG0000588	Praz.g_01688	Pram.g_01068
OG0000589	Praz.g_01687	Pram.g_01067
OG0000590	Praz.g_01686	Pram.g_01066
OG0000591	Praz.g_01685	Pram.g_01065
OG0000592	Praz.g_01684	Pram.g_01064
OG0000593	Praz.g_01683	Pram.g_01063
