Orthogroup	Praz	Prad
OG0000099	Praz.g_00388	Prad.g_01963
OG0000100	Praz.g_00405	Prad.g_01948
OG0000100	Praz.g_01911	Prad.g_00675
OG0000101	Praz.g_00415	Prad.g_01937
OG0000102	Praz.g_00473	Prad.g_01880
OG0000103	Praz.g_00481	Prad.g_01872
OG0000104	Praz.g_00499	Prad.g_01854
OG0000105	Praz.g_00530	Prad.g_01821
OG0000106	Praz.g_00544	Prad.g_01807
OG0000107	Praz.g_00552	Prad.g_01799
OG0000108	Praz.g_00562	Prad.g_01789
OG0000109	Praz.g_00599	Prad.g_01752
OG0000110	Praz.g_00611	Prad.g_01740
OG0000111	Praz.g_00632	Prad.g_01717
OG0000112	Praz.g_00642	Prad.g_01707
OG0000113	Praz.g_00654	Prad.g_01694
OG0000114	Praz.g_00682	Prad.g_01666
OG0000115	Praz.g_01854	Prad.g_00033
OG0000116	Praz.g_01852	Prad.g_00031
OG0000117	Praz.g_01848	Prad.g_00027
OG0000118	Praz.g_01829	Prad.g_00130
OG0000119	Praz.g_01796	Prad.g_00097
OG0000120	Praz.g_01795	Prad.g_00096
OG0000121	Praz.g_01785	Prad.g_01333
OG0000122	Praz.g_01776	Prad.g_01342
OG0000123	Praz.g_01745	Prad.g_01373
OG0000124	Praz.g_01679	Prad.g_01225
OG0000125	Praz.g_01678	Prad.g_01226
OG0000126	Praz.g_01677	Prad.g_01227
OG0000127	Praz.g_01644	Prad.g_01260
OG0000128	Praz.g_01605	Prad.g_01051
OG0000129	Praz.g_01585	Prad.g_01071
OG0000130	Praz.g_01527	Prad.g_01130
OG0000131	Praz.g_01514	Prad.g_01144
OG0000132	Praz.g_01478	Prad.g_01180
OG0000133	Praz.g_01392	Prad.g_00228
OG0000134	Praz.g_01382	Prad.g_00218
OG0000135	Praz.g_01346	Prad.g_00182
OG0000136	Praz.g_00063	Prad.g_01021
OG0000137	Praz.g_00022	Prad.g_01526
OG0000138	Praz.g_00760	Prad.g_01501
OG0000139	Praz.g_00748	Prad.g_01490
OG0000140	Praz.g_00697	Prad.g_01438
OG0000141	Praz.g_01936	Prad.g_00076
OG0000142	Praz.g_01168	Prad.g_00616
OG0000143	Praz.g_01139	Prad.g_00594
OG0000144	Praz.g_01054	Prad.g_00528
OG0000145	Praz.g_01040	Prad.g_00514
OG0000146	Praz.g_01004	Prad.g_00477
OG0000147	Praz.g_00964	Prad.g_00437
OG0000148	Praz.g_00963	Prad.g_00436
OG0000149	Praz.g_00879	Prad.g_00943
OG0000150	Praz.g_00841	Prad.g_00905
OG0000151	Praz.g_00838	Prad.g_00902
OG0000152	Praz.g_00340	Prad.g_00882
OG0000153	Praz.g_00304	Prad.g_00848
OG0000154	Praz.g_00268	Prad.g_00812
OG0000155	Praz.g_00250	Prad.g_00794
OG0000156	Praz.g_00221	Prad.g_01294, Prad.g_00766
OG0000157	Praz.g_00188	Prad.g_01615
OG0000158	Praz.g_00125	Prad.g_01553
OG0000160	Praz.g_00366	Prad.g_01535
OG0000161	Praz.g_00367	Prad.g_01534
OG0000162	Praz.g_00369	Prad.g_01532
OG0000163	Praz.g_00370	Prad.g_01531
OG0000164	Praz.g_00371	Prad.g_01530
OG0000165	Praz.g_00372	Prad.g_01529
OG0000166	Praz.g_00373	Prad.g_01528
OG0000167	Praz.g_00374	Prad.g_01527
OG0000168	Praz.g_00375	Prad.g_01976
OG0000169	Praz.g_00377	Prad.g_01974
OG0000170	Praz.g_00379	Prad.g_01972
OG0000171	Praz.g_00380	Prad.g_01971
OG0000172	Praz.g_00381	Prad.g_01970
OG0000173	Praz.g_00382	Prad.g_01969
OG0000174	Praz.g_00383	Prad.g_01968
OG0000175	Praz.g_00384	Prad.g_01967
OG0000176	Praz.g_00385	Prad.g_01966
OG0000177	Praz.g_00386	Prad.g_01965
OG0000178	Praz.g_00387	Prad.g_01964
OG0000179	Praz.g_00389	Prad.g_01962
OG0000180	Praz.g_00390	Prad.g_01961
OG0000181	Praz.g_00391	Prad.g_01960
OG0000182	Praz.g_00392	Prad.g_01959
OG0000183	Praz.g_00393	Prad.g_01958
OG0000184	Praz.g_00394	Prad.g_01957
OG0000185	Praz.g_00397	Prad.g_01954
OG0000186	Praz.g_00400	Prad.g_01951
OG0000187	Praz.g_00401	Prad.g_01950
OG0000188	Praz.g_00402	Prad.g_01949
OG0000189	Praz.g_00406	Prad.g_01947
OG0000190	Praz.g_00408	Prad.g_01945
OG0000191	Praz.g_00409	Prad.g_01944
OG0000192	Praz.g_00410	Prad.g_01943
OG0000193	Praz.g_00411	Prad.g_01941
OG0000194	Praz.g_00412	Prad.g_01940
OG0000195	Praz.g_00413	Prad.g_01939
OG0000196	Praz.g_00414	Prad.g_01938
OG0000197	Praz.g_00416	Prad.g_01936
OG0000198	Praz.g_00417	Prad.g_01935
OG0000199	Praz.g_00418	Prad.g_01934
OG0000200	Praz.g_00424	Prad.g_01929
OG0000201	Praz.g_00425	Prad.g_01928
OG0000202	Praz.g_00426	Prad.g_01927
OG0000203	Praz.g_00429	Prad.g_01924
OG0000204	Praz.g_00430	Prad.g_01923
OG0000205	Praz.g_00433	Prad.g_01920
OG0000206	Praz.g_00435	Prad.g_01918
OG0000207	Praz.g_00437	Prad.g_01916
OG0000208	Praz.g_00438	Prad.g_01915
OG0000209	Praz.g_00439	Prad.g_01914
OG0000210	Praz.g_00440	Prad.g_01913
OG0000211	Praz.g_00441	Prad.g_01912
OG0000212	Praz.g_00442	Prad.g_01911
OG0000213	Praz.g_00443	Prad.g_01910
OG0000214	Praz.g_00444	Prad.g_01909
OG0000215	Praz.g_00445	Prad.g_01908
OG0000216	Praz.g_00446	Prad.g_01907
OG0000217	Praz.g_00448	Prad.g_01905
OG0000218	Praz.g_00449	Prad.g_01904
OG0000219	Praz.g_00450	Prad.g_01903
OG0000220	Praz.g_00451	Prad.g_01902
OG0000221	Praz.g_00454	Prad.g_01899
OG0000222	Praz.g_00455	Prad.g_01898
OG0000223	Praz.g_00456	Prad.g_01897
OG0000224	Praz.g_00457	Prad.g_01896
OG0000225	Praz.g_00458	Prad.g_01895
OG0000226	Praz.g_00459	Prad.g_01894
OG0000227	Praz.g_00460	Prad.g_01893
OG0000228	Praz.g_00461	Prad.g_01892
OG0000229	Praz.g_00462	Prad.g_01891
OG0000230	Praz.g_00463	Prad.g_01890
OG0000231	Praz.g_00464	Prad.g_01889
OG0000232	Praz.g_00466	Prad.g_01887
OG0000233	Praz.g_00467	Prad.g_01886
OG0000234	Praz.g_00468	Prad.g_01885
OG0000235	Praz.g_00469	Prad.g_01884
OG0000236	Praz.g_00470	Prad.g_01883
OG0000237	Praz.g_00471	Prad.g_01882
OG0000238	Praz.g_00472	Prad.g_01881
OG0000239	Praz.g_00474	Prad.g_01879
OG0000240	Praz.g_00475	Prad.g_01878
OG0000241	Praz.g_00476	Prad.g_01877
OG0000242	Praz.g_00477	Prad.g_01876
OG0000243	Praz.g_00480	Prad.g_01873
OG0000244	Praz.g_00482	Prad.g_01871
OG0000245	Praz.g_00483	Prad.g_01870
OG0000246	Praz.g_00484	Prad.g_01869
OG0000247	Praz.g_00487	Prad.g_01866
OG0000248	Praz.g_00489	Prad.g_01864
OG0000249	Praz.g_00490	Prad.g_01863
OG0000250	Praz.g_00491	Prad.g_01862
OG0000251	Praz.g_00492	Prad.g_01861
OG0000252	Praz.g_00493	Prad.g_01860
OG0000253	Praz.g_00494	Prad.g_01859
OG0000254	Praz.g_00496	Prad.g_01857
OG0000255	Praz.g_00497	Prad.g_01856
OG0000256	Praz.g_00500	Prad.g_01853
OG0000257	Praz.g_00502	Prad.g_01851
OG0000258	Praz.g_00505	Prad.g_01846
OG0000259	Praz.g_00506	Prad.g_01845
OG0000260	Praz.g_00507	Prad.g_01844
OG0000261	Praz.g_00508	Prad.g_01843
OG0000262	Praz.g_00509	Prad.g_01842
OG0000263	Praz.g_00511	Prad.g_01840
OG0000264	Praz.g_00512	Prad.g_01839
OG0000265	Praz.g_00513	Prad.g_01838
OG0000266	Praz.g_00514	Prad.g_01837
OG0000267	Praz.g_00515	Prad.g_01836
OG0000268	Praz.g_00516	Prad.g_01835
OG0000269	Praz.g_00518	Prad.g_01833
OG0000270	Praz.g_00519	Prad.g_01832
OG0000271	Praz.g_00520	Prad.g_01831
OG0000272	Praz.g_00521	Prad.g_01830
OG0000273	Praz.g_00522	Prad.g_01829
OG0000274	Praz.g_00523	Prad.g_01828
OG0000275	Praz.g_00524	Prad.g_01827
OG0000276	Praz.g_00525	Prad.g_01826
OG0000277	Praz.g_00527	Prad.g_01824
OG0000278	Praz.g_00528	Prad.g_01823
OG0000279	Praz.g_00529	Prad.g_01822
OG0000280	Praz.g_00531	Prad.g_01820
OG0000281	Praz.g_00533	Prad.g_01818
OG0000282	Praz.g_00534	Prad.g_01817
OG0000283	Praz.g_00535	Prad.g_01816
OG0000284	Praz.g_00536	Prad.g_01815
OG0000285	Praz.g_00537	Prad.g_01814
OG0000286	Praz.g_00538	Prad.g_01813
OG0000287	Praz.g_00539	Prad.g_01812
OG0000288	Praz.g_00541	Prad.g_01810
OG0000289	Praz.g_00542	Prad.g_01809
OG0000290	Praz.g_00543	Prad.g_01808
OG0000291	Praz.g_00545	Prad.g_01806
OG0000292	Praz.g_00546	Prad.g_01805
OG0000293	Praz.g_00547	Prad.g_01804
OG0000294	Praz.g_00548	Prad.g_01803
OG0000295	Praz.g_00549	Prad.g_01802
OG0000296	Praz.g_00550	Prad.g_01801
OG0000297	Praz.g_00551	Prad.g_01800
OG0000298	Praz.g_00553	Prad.g_01798
OG0000299	Praz.g_00554	Prad.g_01797
OG0000300	Praz.g_00555	Prad.g_01796
OG0000301	Praz.g_00556	Prad.g_01795
OG0000302	Praz.g_00557	Prad.g_01794
OG0000303	Praz.g_00558	Prad.g_01793
OG0000304	Praz.g_00560	Prad.g_01791
OG0000305	Praz.g_00561	Prad.g_01790
OG0000306	Praz.g_00564	Prad.g_01787
OG0000307	Praz.g_00565	Prad.g_01786
OG0000308	Praz.g_00566	Prad.g_01785
OG0000309	Praz.g_00567	Prad.g_01784
OG0000310	Praz.g_00568	Prad.g_01783
OG0000311	Praz.g_00569	Prad.g_01782
OG0000312	Praz.g_00570	Prad.g_01781
OG0000313	Praz.g_00571	Prad.g_01780
OG0000314	Praz.g_00572	Prad.g_01779
OG0000315	Praz.g_00573	Prad.g_01778
OG0000316	Praz.g_00574	Prad.g_01777
OG0000317	Praz.g_00575	Prad.g_01776
OG0000318	Praz.g_00576	Prad.g_01775
OG0000319	Praz.g_00577	Prad.g_01774
OG0000320	Praz.g_00578	Prad.g_01773
OG0000321	Praz.g_00579	Prad.g_01772
OG0000322	Praz.g_00580	Prad.g_01771
OG0000323	Praz.g_00581	Prad.g_01770
OG0000324	Praz.g_00582	Prad.g_01769
OG0000325	Praz.g_00583	Prad.g_01768
OG0000326	Praz.g_00584	Prad.g_01767
OG0000327	Praz.g_00585	Prad.g_01766
OG0000328	Praz.g_00586	Prad.g_01765
OG0000329	Praz.g_00587	Prad.g_01764
OG0000330	Praz.g_00588	Prad.g_01763
OG0000331	Praz.g_00589	Prad.g_01762
OG0000332	Praz.g_00590	Prad.g_01761
OG0000333	Praz.g_00591	Prad.g_01760
OG0000334	Praz.g_00592	Prad.g_01759
OG0000335	Praz.g_00593	Prad.g_01758
OG0000336	Praz.g_00595	Prad.g_01756
OG0000337	Praz.g_00596	Prad.g_01755
OG0000338	Praz.g_00600	Prad.g_01751
OG0000339	Praz.g_00602	Prad.g_01749
OG0000340	Praz.g_00604	Prad.g_01747
OG0000341	Praz.g_00605	Prad.g_01746
OG0000342	Praz.g_00606	Prad.g_01745
OG0000343	Praz.g_00607	Prad.g_01744
OG0000344	Praz.g_00610	Prad.g_01741
OG0000345	Praz.g_00613	Prad.g_01738
OG0000346	Praz.g_00614	Prad.g_01737
OG0000347	Praz.g_00617	Prad.g_01734
OG0000348	Praz.g_00618	Prad.g_01732
OG0000349	Praz.g_00619	Prad.g_01731
OG0000350	Praz.g_00621	Prad.g_01729
OG0000351	Praz.g_00622	Prad.g_01728
OG0000352	Praz.g_00623	Prad.g_01727
OG0000353	Praz.g_00624	Prad.g_01726
OG0000354	Praz.g_00625	Prad.g_01725
OG0000355	Praz.g_00626	Prad.g_01724
OG0000356	Praz.g_00627	Prad.g_01723
OG0000357	Praz.g_00628	Prad.g_01722
OG0000358	Praz.g_00629	Prad.g_01721
OG0000359	Praz.g_00630	Prad.g_01720
OG0000360	Praz.g_00633	Prad.g_01716
OG0000361	Praz.g_00634	Prad.g_01715
OG0000362	Praz.g_00635	Prad.g_01714
OG0000363	Praz.g_00636	Prad.g_01713
OG0000364	Praz.g_00640	Prad.g_01709
OG0000365	Praz.g_00641	Prad.g_01708
OG0000366	Praz.g_00643	Prad.g_01706
OG0000367	Praz.g_00644	Prad.g_01705
OG0000368	Praz.g_00645	Prad.g_01704
OG0000369	Praz.g_00646	Prad.g_01703
OG0000370	Praz.g_00647	Prad.g_01702
OG0000371	Praz.g_00648	Prad.g_01701
OG0000372	Praz.g_00649	Prad.g_01700
OG0000373	Praz.g_00650	Prad.g_01699
OG0000374	Praz.g_00651	Prad.g_01697
OG0000375	Praz.g_00652	Prad.g_01696
OG0000376	Praz.g_00655	Prad.g_01693
OG0000377	Praz.g_00656	Prad.g_01692
OG0000378	Praz.g_00657	Prad.g_01691
OG0000379	Praz.g_00658	Prad.g_01690
OG0000380	Praz.g_00659	Prad.g_01689
OG0000381	Praz.g_00660	Prad.g_01688
OG0000382	Praz.g_00661	Prad.g_01687
OG0000383	Praz.g_00662	Prad.g_01686
OG0000384	Praz.g_00665	Prad.g_01683
OG0000385	Praz.g_00666	Prad.g_01682
OG0000386	Praz.g_00667	Prad.g_01681
OG0000387	Praz.g_00668	Prad.g_01680
OG0000388	Praz.g_00669	Prad.g_01679
OG0000389	Praz.g_00670	Prad.g_01678
OG0000390	Praz.g_00671	Prad.g_01677
OG0000391	Praz.g_00672	Prad.g_01676
OG0000392	Praz.g_00673	Prad.g_01675
OG0000393	Praz.g_00674	Prad.g_01674
OG0000394	Praz.g_00675	Prad.g_01673
OG0000395	Praz.g_00676	Prad.g_01672
OG0000396	Praz.g_00678	Prad.g_01670
OG0000397	Praz.g_00680	Prad.g_01668
OG0000398	Praz.g_00681	Prad.g_01667
OG0000399	Praz.g_00684	Prad.g_01664
OG0000400	Praz.g_00685	Prad.g_01663
OG0000401	Praz.g_00686	Prad.g_01662
OG0000402	Praz.g_01931	Prad.g_01657
OG0000403	Praz.g_01932	Prad.g_01656
OG0000404	Praz.g_01933	Prad.g_01655
OG0000405	Praz.g_01935	Prad.g_01653
OG0000406	Praz.g_00343	Prad.g_01650
OG0000407	Praz.g_00344	Prad.g_01649
OG0000408	Praz.g_00347	Prad.g_01646
OG0000409	Praz.g_00348	Prad.g_01645
OG0000410	Praz.g_00349	Prad.g_01644
OG0000411	Praz.g_00350	Prad.g_01643
OG0000412	Praz.g_00351	Prad.g_01642
OG0000413	Praz.g_00352	Prad.g_00761
OG0000414	Praz.g_00353	Prad.g_00760
OG0000415	Praz.g_00354	Prad.g_00759
OG0000416	Praz.g_00819	Prad.g_00756
OG0000417	Praz.g_00818	Prad.g_00755
OG0000418	Praz.g_00817	Prad.g_00754
OG0000419	Praz.g_00816	Prad.g_00753
OG0000420	Praz.g_00815	Prad.g_00752
OG0000421	Praz.g_00803	Prad.g_00738
OG0000422	Praz.g_00795	Prad.g_00730
OG0000423	Praz.g_00794	Prad.g_00729
OG0000424	Praz.g_00788	Prad.g_00724
OG0000425	Praz.g_01897	Prad.g_00671
OG0000426	Praz.g_01896	Prad.g_00670
OG0000427	Praz.g_01895	Prad.g_00669
OG0000428	Praz.g_01893	Prad.g_00667
OG0000429	Praz.g_01892	Prad.g_00666
OG0000430	Praz.g_01890	Prad.g_00069
OG0000431	Praz.g_01889	Prad.g_00068
OG0000432	Praz.g_01888	Prad.g_00067
OG0000433	Praz.g_01887	Prad.g_00066
OG0000434	Praz.g_01886	Prad.g_00065
OG0000435	Praz.g_01885	Prad.g_00064
OG0000436	Praz.g_01884	Prad.g_00063
OG0000437	Praz.g_01883	Prad.g_00062
OG0000438	Praz.g_01882	Prad.g_00061
OG0000439	Praz.g_01881	Prad.g_00060
OG0000440	Praz.g_01880	Prad.g_00059
OG0000441	Praz.g_01879	Prad.g_00058
OG0000442	Praz.g_01878	Prad.g_00057
OG0000443	Praz.g_01877	Prad.g_00056
OG0000444	Praz.g_01876	Prad.g_00055
OG0000445	Praz.g_01875	Prad.g_00054
OG0000446	Praz.g_01873	Prad.g_00052
OG0000447	Praz.g_01872	Prad.g_00051
OG0000448	Praz.g_01870	Prad.g_00049
OG0000449	Praz.g_01867	Prad.g_00045
OG0000450	Praz.g_01866	Prad.g_00044
OG0000451	Praz.g_01865	Prad.g_00043
OG0000452	Praz.g_01864	Prad.g_00042
OG0000453	Praz.g_01863	Prad.g_00041
OG0000454	Praz.g_01857	Prad.g_00036
OG0000455	Praz.g_01855	Prad.g_00034
OG0000456	Praz.g_01851	Prad.g_00030
OG0000457	Praz.g_01850	Prad.g_00029
OG0000458	Praz.g_01849	Prad.g_00028
OG0000459	Praz.g_01847	Prad.g_00026
OG0000460	Praz.g_01845	Prad.g_00024
OG0000461	Praz.g_01844	Prad.g_00023
OG0000462	Praz.g_01843	Prad.g_00022
OG0000463	Praz.g_01841	Prad.g_00020
OG0000464	Praz.g_01840	Prad.g_00019
OG0000465	Praz.g_01839	Prad.g_00018
OG0000466	Praz.g_01838	Prad.g_00017
OG0000467	Praz.g_01837	Prad.g_00016
OG0000468	Praz.g_01836	Prad.g_00015
OG0000469	Praz.g_01835	Prad.g_00014
OG0000470	Praz.g_01834	Prad.g_00013
OG0000471	Praz.g_01833	Prad.g_00012
OG0000472	Praz.g_01828	Prad.g_00129
OG0000473	Praz.g_01827	Prad.g_00128
OG0000474	Praz.g_01826	Prad.g_00127
OG0000475	Praz.g_01825	Prad.g_00126
OG0000476	Praz.g_01823	Prad.g_00124
OG0000477	Praz.g_01822	Prad.g_00123
OG0000478	Praz.g_01821	Prad.g_00122
OG0000479	Praz.g_01820	Prad.g_00121
OG0000480	Praz.g_01818	Prad.g_00119
OG0000481	Praz.g_01816	Prad.g_00117
OG0000482	Praz.g_01815	Prad.g_00116
OG0000483	Praz.g_01813	Prad.g_00114
OG0000484	Praz.g_01812	Prad.g_00113
OG0000485	Praz.g_01811	Prad.g_00112
OG0000486	Praz.g_01810	Prad.g_00111
OG0000487	Praz.g_01805	Prad.g_00106
OG0000488	Praz.g_01803	Prad.g_00104
OG0000489	Praz.g_01802	Prad.g_00103
OG0000490	Praz.g_01801	Prad.g_00102
OG0000491	Praz.g_01800	Prad.g_00101
OG0000492	Praz.g_01799	Prad.g_00100
OG0000493	Praz.g_01798	Prad.g_00099
OG0000494	Praz.g_01797	Prad.g_00098
OG0000495	Praz.g_01794	Prad.g_00095
OG0000496	Praz.g_01793	Prad.g_00094
OG0000497	Praz.g_01792	Prad.g_00093
OG0000498	Praz.g_01791	Prad.g_00092
OG0000499	Praz.g_01790	Prad.g_00091
OG0000500	Praz.g_01788	Prad.g_01330
OG0000501	Praz.g_01787	Prad.g_01331
OG0000502	Praz.g_01786	Prad.g_01332
OG0000503	Praz.g_01784	Prad.g_01334
OG0000504	Praz.g_01783	Prad.g_01335
OG0000505	Praz.g_01782	Prad.g_01336
OG0000506	Praz.g_01781	Prad.g_01337
OG0000507	Praz.g_01780	Prad.g_01338
OG0000508	Praz.g_01779	Prad.g_01339
OG0000509	Praz.g_01778	Prad.g_01340
OG0000510	Praz.g_01777	Prad.g_01341
OG0000511	Praz.g_01775	Prad.g_01343
OG0000512	Praz.g_01774	Prad.g_01344
OG0000513	Praz.g_01773	Prad.g_01345
OG0000514	Praz.g_01772	Prad.g_01346
OG0000515	Praz.g_01771	Prad.g_01347
OG0000516	Praz.g_01770	Prad.g_01348
OG0000517	Praz.g_01768	Prad.g_01350
OG0000518	Praz.g_01767	Prad.g_01351
OG0000519	Praz.g_01766	Prad.g_01352
OG0000520	Praz.g_01765	Prad.g_01353
OG0000521	Praz.g_01764	Prad.g_01354
OG0000522	Praz.g_01763	Prad.g_01355
OG0000523	Praz.g_01762	Prad.g_01356
OG0000524	Praz.g_01761	Prad.g_01357
OG0000525	Praz.g_01760	Prad.g_01358
OG0000526	Praz.g_01759	Prad.g_01359
OG0000527	Praz.g_01758	Prad.g_01360
OG0000528	Praz.g_01757	Prad.g_01361
OG0000529	Praz.g_01756	Prad.g_01362
OG0000530	Praz.g_01755	Prad.g_01363
OG0000531	Praz.g_01754	Prad.g_01364
OG0000532	Praz.g_01753	Prad.g_01365
OG0000533	Praz.g_01751	Prad.g_01367
OG0000534	Praz.g_01750	Prad.g_01368
OG0000535	Praz.g_01749	Prad.g_01369
OG0000536	Praz.g_01748	Prad.g_01370
OG0000537	Praz.g_01747	Prad.g_01371
OG0000538	Praz.g_01746	Prad.g_01372
OG0000539	Praz.g_01743	Prad.g_01375
OG0000540	Praz.g_01742	Prad.g_01376
OG0000541	Praz.g_01741	Prad.g_01377
OG0000542	Praz.g_01739	Prad.g_01380
OG0000543	Praz.g_01738	Prad.g_01381
OG0000544	Praz.g_01737	Prad.g_01382
OG0000545	Praz.g_01736	Prad.g_01383
OG0000546	Praz.g_01735	Prad.g_01384
OG0000547	Praz.g_01734	Prad.g_01385
OG0000548	Praz.g_01733	Prad.g_01386
OG0000549	Praz.g_01731	Prad.g_01388
OG0000550	Praz.g_01730	Prad.g_01389
OG0000551	Praz.g_01729	Prad.g_01390
OG0000552	Praz.g_01728	Prad.g_01391
OG0000553	Praz.g_01727	Prad.g_01392
OG0000554	Praz.g_01726	Prad.g_01393
OG0000555	Praz.g_01725	Prad.g_01394
OG0000556	Praz.g_01724	Prad.g_01395
OG0000557	Praz.g_01723	Prad.g_01396
OG0000558	Praz.g_01722	Prad.g_01397
OG0000559	Praz.g_01721	Prad.g_01398
OG0000560	Praz.g_01720	Prad.g_01399
OG0000561	Praz.g_01719	Prad.g_01400
OG0000562	Praz.g_01718	Prad.g_01401
OG0000563	Praz.g_01717	Prad.g_01402
OG0000564	Praz.g_01716	Prad.g_01403
OG0000565	Praz.g_01715	Prad.g_01404
OG0000566	Praz.g_01714	Prad.g_01405
