Orthogroup	Praz	Praa
OG0000028	Praz.g_01222	Praa.g_01273
OG0000029	Praz.g_01531	Praa.g_00783
OG0000030	Praz.g_01530	Praa.g_00784
OG0000031	Praz.g_00198	Praa.g_01839
OG0000032	Praz.g_00398	Praa.g_00033
OG0000033	Praz.g_00954	Praa.g_01564
OG0000033	Praz.g_01580	Praa.g_00738
OG0000034	Praz.g_01041	Praa.g_01476
OG0000035	Praz.g_00928	Praa.g_01590
OG0000036	Praz.g_00048	Praa.g_01107
OG0000037	Praz.g_01204	Praa.g_01291
OG0000039	Praz.g_00378	Praa.g_00013
OG0000040	Praz.g_01207	Praa.g_01288
OG0000040	Praz.g_00768	Praa.g_00396
OG0000041	Praz.g_01707	Praa.g_00623
OG0000042	Praz.g_00152	Praa.g_01885
OG0000045	Praz.g_01744	Praa.g_00585
OG0000046	Praz.g_01556	Praa.g_00763
OG0000047	Praz.g_00755	Praa.g_01159
OG0000048	Praz.g_01103	Praa.g_01407
OG0000049	Praz.g_01096	Praa.g_01425
OG0000050	Praz.g_00526	Praa.g_00166
OG0000051	Praz.g_00814	Praa.g_00359
OG0000052	Praz.g_01908	Praa.g_00399
OG0000053	Praz.g_01607	Praa.g_00711
OG0000054	Praz.g_00884	Praa.g_01628
OG0000055	Praz.g_00205	Praa.g_01832
OG0000056	Praz.g_00396	Praa.g_00031
OG0000057	Praz.g_00517	Praa.g_00157
OG0000058	Praz.g_00804	Praa.g_00369
OG0000059	Praz.g_01789	Praa.g_00539
OG0000060	Praz.g_01594	Praa.g_00724
OG0000061	Praz.g_01561	Praa.g_00757
OG0000062	Praz.g_01490	Praa.g_00826
OG0000063	Praz.g_00038	Praa.g_01117
OG0000065	Praz.g_00597	Praa.g_00237
OG0000066	Praz.g_01853	Praa.g_00475
OG0000067	Praz.g_01632	Praa.g_00698
OG0000068	Praz.g_01578	Praa.g_00740
OG0000069	Praz.g_00027	Praa.g_01125
OG0000069	Praz.g_01330	Praa.g_00984
OG0000070	Praz.g_00066	Praa.g_01039
OG0000071	Praz.g_01237	Praa.g_01255
OG0000072	Praz.g_01180	Praa.g_01318
OG0000074	Praz.g_01118	Praa.g_01387
OG0000075	Praz.g_00263	Praa.g_01775
OG0000077	Praz.g_00376	Praa.g_00011
OG0000078	Praz.g_00679	Praa.g_00322
OG0000079	Praz.g_00791	Praa.g_00381
OG0000080	Praz.g_01661	Praa.g_00669
OG0000081	Praz.g_01639	Praa.g_00691
OG0000082	Praz.g_01505	Praa.g_00810, Praa.g_00811
OG0000083	Praz.g_01440	Praa.g_00876
OG0000084	Praz.g_01350	Praa.g_00964
OG0000085	Praz.g_00114	Praa.g_01089
OG0000086	Praz.g_00025	Praa.g_01127
OG0000087	Praz.g_00893	Praa.g_01236
OG0000088	Praz.g_01232	Praa.g_01262
OG0000089	Praz.g_01227	Praa.g_01268
OG0000089	Praz.g_00901	Praa.g_01620
OG0000090	Praz.g_01098	Praa.g_01394
OG0000091	Praz.g_01033	Praa.g_01484
OG0000092	Praz.g_00913	Praa.g_01606
OG0000093	Praz.g_00311	Praa.g_01723
OG0000094	Praz.g_00266	Praa.g_01772
OG0000095	Praz.g_00232	Praa.g_01806
OG0000096	Praz.g_00160	Praa.g_01877
OG0000097	Praz.g_00142	Praa.g_01894
OG0000098	Praz.g_00368	Praa.g_00003
OG0000099	Praz.g_00388	Praa.g_00023
OG0000100	Praz.g_00405	Praa.g_00039
OG0000100	Praz.g_01911	Praa.g_00409
OG0000101	Praz.g_00415	Praa.g_00049
OG0000102	Praz.g_00473	Praa.g_00113
OG0000103	Praz.g_00481	Praa.g_00121
OG0000104	Praz.g_00499	Praa.g_00139
OG0000105	Praz.g_00530	Praa.g_00170
OG0000106	Praz.g_00544	Praa.g_00184
OG0000107	Praz.g_00552	Praa.g_00192
OG0000108	Praz.g_00562	Praa.g_00202
OG0000109	Praz.g_00599	Praa.g_00239
OG0000110	Praz.g_00611	Praa.g_00251
OG0000111	Praz.g_00632	Praa.g_00274
OG0000112	Praz.g_00642	Praa.g_00284
OG0000113	Praz.g_00654	Praa.g_00297
OG0000114	Praz.g_00682	Praa.g_00325
OG0000115	Praz.g_01854	Praa.g_00474
OG0000116	Praz.g_01852	Praa.g_00476
OG0000117	Praz.g_01848	Praa.g_00480
OG0000118	Praz.g_01829	Praa.g_00499
OG0000119	Praz.g_01796	Praa.g_00532
OG0000120	Praz.g_01795	Praa.g_00533
OG0000121	Praz.g_01785	Praa.g_00544
OG0000122	Praz.g_01776	Praa.g_00553
OG0000123	Praz.g_01745	Praa.g_00584
OG0000124	Praz.g_01679	Praa.g_00651
OG0000125	Praz.g_01678	Praa.g_00652
OG0000126	Praz.g_01677	Praa.g_00653
OG0000127	Praz.g_01644	Praa.g_00686
OG0000128	Praz.g_01605	Praa.g_00713
OG0000129	Praz.g_01585	Praa.g_00733
OG0000130	Praz.g_01527	Praa.g_00787
OG0000131	Praz.g_01514	Praa.g_00801
OG0000132	Praz.g_01478	Praa.g_00838
OG0000133	Praz.g_01392	Praa.g_00923
OG0000134	Praz.g_01382	Praa.g_00932
OG0000135	Praz.g_01346	Praa.g_00968
OG0000136	Praz.g_01279, Praz.g_00063	Praa.g_01036
OG0000137	Praz.g_00022	Praa.g_01130
OG0000138	Praz.g_00760	Praa.g_01155
OG0000139	Praz.g_00748	Praa.g_01165
OG0000140	Praz.g_00697	Praa.g_01216
OG0000141	Praz.g_01936	Praa.g_01224
OG0000142	Praz.g_01168	Praa.g_01330
OG0000143	Praz.g_01139	Praa.g_01366
OG0000144	Praz.g_01054	Praa.g_01463
OG0000145	Praz.g_01040	Praa.g_01477
OG0000146	Praz.g_01004	Praa.g_01513
OG0000147	Praz.g_00964	Praa.g_01554
OG0000148	Praz.g_00963	Praa.g_01555
OG0000149	Praz.g_00879	Praa.g_01633
OG0000150	Praz.g_00841	Praa.g_01672
OG0000151	Praz.g_00838	Praa.g_01675
OG0000152	Praz.g_00340	Praa.g_01695
OG0000153	Praz.g_00304	Praa.g_01734
OG0000154	Praz.g_00268	Praa.g_01770
OG0000155	Praz.g_00250	Praa.g_01788
OG0000156	Praz.g_00221	Praa.g_01817
OG0000157	Praz.g_00188	Praa.g_01849
OG0000158	Praz.g_00125	Praa.g_01911
OG0000160	Praz.g_00366	Praa.g_00001
OG0000161	Praz.g_00367	Praa.g_00002
OG0000162	Praz.g_00369	Praa.g_00004
OG0000163	Praz.g_00370	Praa.g_00005
OG0000164	Praz.g_00371	Praa.g_00006
OG0000165	Praz.g_00372	Praa.g_00007
OG0000166	Praz.g_00373	Praa.g_00008
OG0000167	Praz.g_00374	Praa.g_00009
OG0000168	Praz.g_00375	Praa.g_00010
OG0000169	Praz.g_00377	Praa.g_00012
OG0000170	Praz.g_00379	Praa.g_00014
OG0000171	Praz.g_00380	Praa.g_00015
OG0000172	Praz.g_00381	Praa.g_00016
OG0000173	Praz.g_00382	Praa.g_00017
OG0000174	Praz.g_00383	Praa.g_00018
OG0000175	Praz.g_00384	Praa.g_00019
OG0000176	Praz.g_00385	Praa.g_00020
OG0000177	Praz.g_00386	Praa.g_00021
OG0000178	Praz.g_00387	Praa.g_00022
OG0000179	Praz.g_00389	Praa.g_00024
OG0000180	Praz.g_00390	Praa.g_00025
OG0000181	Praz.g_00391	Praa.g_00026
OG0000182	Praz.g_00392	Praa.g_00027
OG0000183	Praz.g_00393	Praa.g_00028
OG0000184	Praz.g_00394	Praa.g_00029
OG0000185	Praz.g_00397	Praa.g_00032
OG0000186	Praz.g_00400	Praa.g_00035
OG0000187	Praz.g_00401	Praa.g_00036
OG0000188	Praz.g_00402	Praa.g_00037
OG0000189	Praz.g_00406	Praa.g_00040
OG0000190	Praz.g_00408	Praa.g_00042
OG0000191	Praz.g_00409	Praa.g_00043
OG0000192	Praz.g_00410	Praa.g_00044
OG0000193	Praz.g_00411	Praa.g_00045
OG0000194	Praz.g_00412	Praa.g_00046
OG0000195	Praz.g_00413	Praa.g_00047
OG0000196	Praz.g_00414	Praa.g_00048
OG0000197	Praz.g_00416	Praa.g_00050
OG0000198	Praz.g_00417	Praa.g_00051
OG0000199	Praz.g_00418	Praa.g_00052
OG0000200	Praz.g_00424	Praa.g_00064
OG0000201	Praz.g_00425	Praa.g_00065
OG0000202	Praz.g_00426	Praa.g_00066
OG0000203	Praz.g_00429	Praa.g_00069
OG0000204	Praz.g_00430	Praa.g_00070
OG0000205	Praz.g_00433	Praa.g_00073
OG0000206	Praz.g_00435	Praa.g_00075
OG0000207	Praz.g_00437	Praa.g_00077
OG0000208	Praz.g_00438	Praa.g_00078
OG0000209	Praz.g_00439	Praa.g_00079
OG0000210	Praz.g_00440	Praa.g_00080
OG0000211	Praz.g_00441	Praa.g_00081
OG0000212	Praz.g_00442	Praa.g_00082
OG0000213	Praz.g_00443	Praa.g_00083
OG0000214	Praz.g_00444	Praa.g_00084
OG0000215	Praz.g_00445	Praa.g_00085
OG0000216	Praz.g_00446	Praa.g_00086
OG0000217	Praz.g_00448	Praa.g_00088
OG0000218	Praz.g_00449	Praa.g_00089
OG0000219	Praz.g_00450	Praa.g_00090
OG0000220	Praz.g_00451	Praa.g_00091
OG0000221	Praz.g_00454	Praa.g_00094
OG0000222	Praz.g_00455	Praa.g_00095
OG0000223	Praz.g_00456	Praa.g_00096
OG0000224	Praz.g_00457	Praa.g_00097
OG0000225	Praz.g_00458	Praa.g_00098
OG0000226	Praz.g_00459	Praa.g_00099
OG0000227	Praz.g_00460	Praa.g_00100
OG0000228	Praz.g_00461	Praa.g_00101
OG0000229	Praz.g_00462	Praa.g_00102
OG0000230	Praz.g_00463	Praa.g_00103
OG0000231	Praz.g_00464	Praa.g_00104
OG0000232	Praz.g_00466	Praa.g_00106
OG0000233	Praz.g_00467	Praa.g_00107
OG0000234	Praz.g_00468	Praa.g_00108
OG0000235	Praz.g_00469	Praa.g_00109
OG0000236	Praz.g_00470	Praa.g_00110
OG0000237	Praz.g_00471	Praa.g_00111
OG0000238	Praz.g_00472	Praa.g_00112
OG0000239	Praz.g_00474	Praa.g_00114
OG0000240	Praz.g_00475	Praa.g_00115
OG0000241	Praz.g_00476	Praa.g_00116
OG0000242	Praz.g_00477	Praa.g_00117
OG0000243	Praz.g_00480	Praa.g_00120
OG0000244	Praz.g_00482	Praa.g_00122
OG0000245	Praz.g_00483	Praa.g_00123
OG0000246	Praz.g_00484	Praa.g_00124
OG0000247	Praz.g_00487	Praa.g_00127
OG0000248	Praz.g_00489	Praa.g_00129
OG0000249	Praz.g_00490	Praa.g_00130
OG0000250	Praz.g_00491	Praa.g_00131
OG0000251	Praz.g_00492	Praa.g_00132
OG0000252	Praz.g_00493	Praa.g_00133
OG0000253	Praz.g_00494	Praa.g_00134
OG0000254	Praz.g_00496	Praa.g_00136
OG0000255	Praz.g_00497	Praa.g_00137
OG0000256	Praz.g_00500	Praa.g_00140
OG0000257	Praz.g_00502	Praa.g_00142
OG0000258	Praz.g_00505	Praa.g_00145
OG0000259	Praz.g_00506	Praa.g_00146
OG0000260	Praz.g_00507	Praa.g_00147
OG0000261	Praz.g_00508	Praa.g_00148
OG0000262	Praz.g_00509	Praa.g_00149
OG0000263	Praz.g_00511	Praa.g_00151
OG0000264	Praz.g_00512	Praa.g_00152
OG0000265	Praz.g_00513	Praa.g_00153
OG0000266	Praz.g_00514	Praa.g_00154
OG0000267	Praz.g_00515	Praa.g_00155
OG0000268	Praz.g_00516	Praa.g_00156
OG0000269	Praz.g_00518	Praa.g_00158
OG0000270	Praz.g_00519	Praa.g_00159
OG0000271	Praz.g_00520	Praa.g_00160
OG0000272	Praz.g_00521	Praa.g_00161
OG0000273	Praz.g_00522	Praa.g_00162
OG0000274	Praz.g_00523	Praa.g_00163
OG0000275	Praz.g_00524	Praa.g_00164
OG0000276	Praz.g_00525	Praa.g_00165
OG0000277	Praz.g_00527	Praa.g_00167
OG0000278	Praz.g_00528	Praa.g_00168
OG0000279	Praz.g_00529	Praa.g_00169
OG0000280	Praz.g_00531	Praa.g_00171
OG0000281	Praz.g_00533	Praa.g_00173
OG0000282	Praz.g_00534	Praa.g_00174
OG0000283	Praz.g_00535	Praa.g_00175
OG0000284	Praz.g_00536	Praa.g_00176
OG0000285	Praz.g_00537	Praa.g_00177
OG0000286	Praz.g_00538	Praa.g_00178
OG0000287	Praz.g_00539	Praa.g_00179
OG0000288	Praz.g_00541	Praa.g_00181
OG0000289	Praz.g_00542	Praa.g_00182
OG0000290	Praz.g_00543	Praa.g_00183
OG0000291	Praz.g_00545	Praa.g_00185
OG0000292	Praz.g_00546	Praa.g_00186
OG0000293	Praz.g_00547	Praa.g_00187
OG0000294	Praz.g_00548	Praa.g_00188
OG0000295	Praz.g_00549	Praa.g_00189
OG0000296	Praz.g_00550	Praa.g_00190
OG0000297	Praz.g_00551	Praa.g_00191
OG0000298	Praz.g_00553	Praa.g_00193
OG0000299	Praz.g_00554	Praa.g_00194
OG0000300	Praz.g_00555	Praa.g_00195
OG0000301	Praz.g_00556	Praa.g_00196
OG0000302	Praz.g_00557	Praa.g_00197
OG0000303	Praz.g_00558	Praa.g_00198
OG0000304	Praz.g_00560	Praa.g_00200
OG0000305	Praz.g_00561	Praa.g_00201
OG0000306	Praz.g_00564	Praa.g_00204
OG0000307	Praz.g_00565	Praa.g_00205
OG0000308	Praz.g_00566	Praa.g_00206
OG0000309	Praz.g_00567	Praa.g_00207
OG0000310	Praz.g_00568	Praa.g_00208
OG0000311	Praz.g_00569	Praa.g_00209
OG0000312	Praz.g_00570	Praa.g_00210
OG0000313	Praz.g_00571	Praa.g_00211
OG0000314	Praz.g_00572	Praa.g_00212
OG0000315	Praz.g_00573	Praa.g_00213
OG0000316	Praz.g_00574	Praa.g_00214
OG0000317	Praz.g_00575	Praa.g_00215
OG0000318	Praz.g_00576	Praa.g_00216
OG0000319	Praz.g_00577	Praa.g_00217
OG0000320	Praz.g_00578	Praa.g_00218
OG0000321	Praz.g_00579	Praa.g_00219
OG0000322	Praz.g_00580	Praa.g_00220
OG0000323	Praz.g_00581	Praa.g_00221
OG0000324	Praz.g_00582	Praa.g_00222
OG0000325	Praz.g_00583	Praa.g_00223
OG0000326	Praz.g_00584	Praa.g_00224
OG0000327	Praz.g_00585	Praa.g_00225
OG0000328	Praz.g_00586	Praa.g_00226
OG0000329	Praz.g_00587	Praa.g_00227
OG0000330	Praz.g_00588	Praa.g_00228
OG0000331	Praz.g_00589	Praa.g_00229
OG0000332	Praz.g_00590	Praa.g_00230
OG0000333	Praz.g_00591	Praa.g_00231
OG0000334	Praz.g_00592	Praa.g_00232
OG0000335	Praz.g_00593	Praa.g_00233
OG0000336	Praz.g_00595	Praa.g_00235
OG0000337	Praz.g_00596	Praa.g_00236
OG0000338	Praz.g_00600	Praa.g_00240
OG0000339	Praz.g_00602	Praa.g_00242
OG0000340	Praz.g_00604	Praa.g_00244
OG0000341	Praz.g_00605	Praa.g_00245
OG0000342	Praz.g_00606	Praa.g_00246
OG0000343	Praz.g_00607	Praa.g_00247
OG0000344	Praz.g_00610	Praa.g_00250
OG0000345	Praz.g_00613	Praa.g_00253
OG0000346	Praz.g_00614	Praa.g_00254
OG0000347	Praz.g_00617	Praa.g_00257
OG0000348	Praz.g_00618	Praa.g_00259
OG0000349	Praz.g_00619	Praa.g_00260
OG0000350	Praz.g_00621	Praa.g_00262
OG0000351	Praz.g_00622	Praa.g_00263
OG0000352	Praz.g_00623	Praa.g_00264
OG0000353	Praz.g_00624	Praa.g_00265
OG0000354	Praz.g_00625	Praa.g_00266
OG0000355	Praz.g_00626	Praa.g_00267
OG0000356	Praz.g_00627	Praa.g_00268
OG0000357	Praz.g_00628	Praa.g_00269
OG0000358	Praz.g_00629	Praa.g_00270
OG0000359	Praz.g_00630	Praa.g_00271
OG0000360	Praz.g_00633	Praa.g_00275
OG0000361	Praz.g_00634	Praa.g_00276
OG0000362	Praz.g_00635	Praa.g_00277
OG0000363	Praz.g_00636	Praa.g_00278
OG0000364	Praz.g_00640	Praa.g_00282
OG0000365	Praz.g_00641	Praa.g_00283
OG0000366	Praz.g_00643	Praa.g_00285
OG0000367	Praz.g_00644	Praa.g_00286
OG0000368	Praz.g_00645	Praa.g_00287
OG0000369	Praz.g_00646	Praa.g_00288
OG0000370	Praz.g_00647	Praa.g_00289
OG0000371	Praz.g_00648	Praa.g_00290
OG0000372	Praz.g_00649	Praa.g_00291
OG0000373	Praz.g_00650	Praa.g_00292
OG0000374	Praz.g_00651	Praa.g_00294
OG0000375	Praz.g_00652	Praa.g_00295
OG0000376	Praz.g_00655	Praa.g_00298
OG0000377	Praz.g_00656	Praa.g_00299
OG0000378	Praz.g_00657	Praa.g_00300
OG0000379	Praz.g_00658	Praa.g_00301
OG0000380	Praz.g_00659	Praa.g_00302
OG0000381	Praz.g_00660	Praa.g_00303
OG0000382	Praz.g_00661	Praa.g_00304
OG0000383	Praz.g_00662	Praa.g_00305
OG0000384	Praz.g_00665	Praa.g_00308
OG0000385	Praz.g_00666	Praa.g_00309
OG0000386	Praz.g_00667	Praa.g_00310
OG0000387	Praz.g_00668	Praa.g_00311
OG0000388	Praz.g_00669	Praa.g_00312
OG0000389	Praz.g_00670	Praa.g_00313
OG0000390	Praz.g_00671	Praa.g_00314
OG0000391	Praz.g_00672	Praa.g_00315
OG0000392	Praz.g_00673	Praa.g_00316
OG0000393	Praz.g_00674	Praa.g_00317
OG0000394	Praz.g_00675	Praa.g_00318
OG0000395	Praz.g_00676	Praa.g_00319
OG0000396	Praz.g_00678	Praa.g_00321
OG0000397	Praz.g_00680	Praa.g_00323
OG0000398	Praz.g_00681	Praa.g_00324
OG0000399	Praz.g_00684	Praa.g_00327
OG0000400	Praz.g_00685	Praa.g_00328
OG0000401	Praz.g_00686	Praa.g_00329
OG0000402	Praz.g_01931	Praa.g_00334
OG0000403	Praz.g_01932	Praa.g_00335
OG0000404	Praz.g_01933	Praa.g_00336
OG0000405	Praz.g_01935	Praa.g_00338
OG0000406	Praz.g_00343	Praa.g_00340
OG0000407	Praz.g_00344	Praa.g_00341
OG0000408	Praz.g_00347	Praa.g_00344
OG0000409	Praz.g_00348	Praa.g_00345
OG0000410	Praz.g_00349	Praa.g_00346
OG0000411	Praz.g_00350	Praa.g_00347
OG0000412	Praz.g_00351	Praa.g_00348
OG0000413	Praz.g_00352	Praa.g_00349
OG0000414	Praz.g_00353	Praa.g_00350
OG0000415	Praz.g_00354	Praa.g_00351
OG0000416	Praz.g_00819	Praa.g_00354
OG0000417	Praz.g_00818	Praa.g_00355
OG0000418	Praz.g_00817	Praa.g_00356
OG0000419	Praz.g_00816	Praa.g_00357
OG0000420	Praz.g_00815	Praa.g_00358
OG0000421	Praz.g_00803	Praa.g_00370
OG0000422	Praz.g_00795	Praa.g_00378
OG0000423	Praz.g_00794	Praa.g_00379
OG0000424	Praz.g_00788	Praa.g_00383
OG0000425	Praz.g_01897	Praa.g_00431
OG0000426	Praz.g_01896	Praa.g_00432
OG0000427	Praz.g_01895	Praa.g_00433
OG0000428	Praz.g_01893	Praa.g_00435
OG0000429	Praz.g_01892	Praa.g_00436
OG0000430	Praz.g_01890	Praa.g_00437
OG0000431	Praz.g_01889	Praa.g_00438
OG0000432	Praz.g_01888	Praa.g_00439
OG0000433	Praz.g_01887	Praa.g_00440
OG0000434	Praz.g_01886	Praa.g_00441
OG0000435	Praz.g_01885	Praa.g_00442
OG0000436	Praz.g_01884	Praa.g_00443
OG0000437	Praz.g_01883	Praa.g_00444
OG0000438	Praz.g_01882	Praa.g_00445
OG0000439	Praz.g_01881	Praa.g_00446
OG0000440	Praz.g_01880	Praa.g_00447
OG0000441	Praz.g_01879	Praa.g_00448
OG0000442	Praz.g_01878	Praa.g_00449
OG0000443	Praz.g_01877	Praa.g_00450
OG0000444	Praz.g_01876	Praa.g_00451
OG0000445	Praz.g_01875	Praa.g_00452
OG0000446	Praz.g_01873	Praa.g_00454
OG0000447	Praz.g_01872	Praa.g_00455
OG0000448	Praz.g_01870	Praa.g_00457
OG0000449	Praz.g_01867	Praa.g_00461
OG0000450	Praz.g_01866	Praa.g_00462
OG0000451	Praz.g_01865	Praa.g_00463
OG0000452	Praz.g_01864	Praa.g_00464
OG0000453	Praz.g_01863	Praa.g_00465
OG0000454	Praz.g_01857	Praa.g_00471
OG0000455	Praz.g_01855	Praa.g_00473
OG0000456	Praz.g_01851	Praa.g_00477
OG0000457	Praz.g_01850	Praa.g_00478
OG0000458	Praz.g_01849	Praa.g_00479
OG0000459	Praz.g_01847	Praa.g_00481
OG0000460	Praz.g_01845	Praa.g_00483
OG0000461	Praz.g_01844	Praa.g_00484
OG0000462	Praz.g_01843	Praa.g_00485
OG0000463	Praz.g_01841	Praa.g_00487
OG0000464	Praz.g_01840	Praa.g_00488
OG0000465	Praz.g_01839	Praa.g_00489
OG0000466	Praz.g_01838	Praa.g_00490
OG0000467	Praz.g_01837	Praa.g_00491
OG0000468	Praz.g_01836	Praa.g_00492
OG0000469	Praz.g_01835	Praa.g_00493
OG0000470	Praz.g_01834	Praa.g_00494
OG0000471	Praz.g_01833	Praa.g_00495
OG0000472	Praz.g_01828	Praa.g_00500
OG0000473	Praz.g_01827	Praa.g_00501
OG0000474	Praz.g_01826	Praa.g_00502
OG0000475	Praz.g_01825	Praa.g_00503
OG0000476	Praz.g_01823	Praa.g_00505
OG0000477	Praz.g_01822	Praa.g_00506
OG0000478	Praz.g_01821	Praa.g_00507
OG0000479	Praz.g_01820	Praa.g_00508
OG0000480	Praz.g_01818	Praa.g_00510
OG0000481	Praz.g_01816	Praa.g_00512
OG0000482	Praz.g_01815	Praa.g_00513
OG0000483	Praz.g_01813	Praa.g_00515
OG0000484	Praz.g_01812	Praa.g_00516
OG0000485	Praz.g_01811	Praa.g_00517
OG0000486	Praz.g_01810	Praa.g_00518
OG0000487	Praz.g_01805	Praa.g_00523
OG0000488	Praz.g_01803	Praa.g_00525
OG0000489	Praz.g_01802	Praa.g_00526
OG0000490	Praz.g_01801	Praa.g_00527
OG0000491	Praz.g_01800	Praa.g_00528
OG0000492	Praz.g_01799	Praa.g_00529
OG0000493	Praz.g_01798	Praa.g_00530
OG0000494	Praz.g_01797	Praa.g_00531
OG0000495	Praz.g_01794	Praa.g_00534
OG0000496	Praz.g_01793	Praa.g_00535
OG0000497	Praz.g_01792	Praa.g_00536
OG0000498	Praz.g_01791	Praa.g_00537
OG0000499	Praz.g_01790	Praa.g_00538
OG0000500	Praz.g_01788	Praa.g_00540
OG0000501	Praz.g_01787	Praa.g_00541
OG0000502	Praz.g_01786	Praa.g_00543
OG0000503	Praz.g_01784	Praa.g_00545
OG0000504	Praz.g_01783	Praa.g_00546
OG0000505	Praz.g_01782	Praa.g_00547
OG0000506	Praz.g_01781	Praa.g_00548
OG0000507	Praz.g_01780	Praa.g_00549
OG0000508	Praz.g_01779	Praa.g_00550
OG0000509	Praz.g_01778	Praa.g_00551
OG0000510	Praz.g_01777	Praa.g_00552
OG0000511	Praz.g_01775	Praa.g_00554
OG0000512	Praz.g_01774	Praa.g_00555
OG0000513	Praz.g_01773	Praa.g_00556
OG0000514	Praz.g_01772	Praa.g_00557
OG0000515	Praz.g_01771	Praa.g_00558
OG0000516	Praz.g_01770	Praa.g_00559
OG0000517	Praz.g_01768	Praa.g_00561
OG0000518	Praz.g_01767	Praa.g_00562
OG0000519	Praz.g_01766	Praa.g_00563
OG0000520	Praz.g_01765	Praa.g_00564
OG0000521	Praz.g_01764	Praa.g_00565
OG0000522	Praz.g_01763	Praa.g_00566
OG0000523	Praz.g_01762	Praa.g_00567
OG0000524	Praz.g_01761	Praa.g_00568
OG0000525	Praz.g_01760	Praa.g_00569
OG0000526	Praz.g_01759	Praa.g_00570
OG0000527	Praz.g_01758	Praa.g_00571
OG0000528	Praz.g_01757	Praa.g_00572
OG0000529	Praz.g_01756	Praa.g_00573
OG0000530	Praz.g_01755	Praa.g_00574
OG0000531	Praz.g_01754	Praa.g_00575
OG0000532	Praz.g_01753	Praa.g_00576
OG0000533	Praz.g_01751	Praa.g_00578
OG0000534	Praz.g_01750	Praa.g_00579
OG0000535	Praz.g_01749	Praa.g_00580
OG0000536	Praz.g_01748	Praa.g_00581
OG0000537	Praz.g_01747	Praa.g_00582
OG0000538	Praz.g_01746	Praa.g_00583
OG0000539	Praz.g_01743	Praa.g_00586
OG0000540	Praz.g_01742	Praa.g_00587
OG0000541	Praz.g_01741	Praa.g_00588
OG0000542	Praz.g_01739	Praa.g_00591
OG0000543	Praz.g_01738	Praa.g_00592
OG0000544	Praz.g_01737	Praa.g_00593
OG0000545	Praz.g_01736	Praa.g_00594
OG0000546	Praz.g_01735	Praa.g_00595
OG0000547	Praz.g_01734	Praa.g_00596
OG0000548	Praz.g_01733	Praa.g_00597
OG0000549	Praz.g_01731	Praa.g_00599
OG0000550	Praz.g_01730	Praa.g_00600
OG0000551	Praz.g_01729	Praa.g_00601
OG0000552	Praz.g_01728	Praa.g_00602
OG0000553	Praz.g_01727	Praa.g_00603
OG0000554	Praz.g_01726	Praa.g_00604
OG0000555	Praz.g_01725	Praa.g_00605
OG0000556	Praz.g_01724	Praa.g_00606
OG0000557	Praz.g_01723	Praa.g_00607
OG0000558	Praz.g_01722	Praa.g_00608
OG0000559	Praz.g_01721	Praa.g_00609
OG0000560	Praz.g_01720	Praa.g_00610
OG0000561	Praz.g_01719	Praa.g_00611
OG0000562	Praz.g_01718	Praa.g_00612
OG0000563	Praz.g_01717	Praa.g_00613
OG0000564	Praz.g_01716	Praa.g_00614
OG0000565	Praz.g_01715	Praa.g_00615
OG0000566	Praz.g_01714	Praa.g_00616
