Orthogroup	Praz	Prap
OG0000062	Praz.g_01490	Prap.g_00760
OG0000065	Praz.g_00597	Prap.g_01475
OG0000066	Praz.g_01853	Prap.g_01292
OG0000067	Praz.g_01632	Prap.g_00799
OG0000070	Praz.g_00066	Prap.g_00708
OG0000071	Praz.g_01237	Prap.g_00429
OG0000072	Praz.g_01180	Prap.g_00561
OG0000074	Praz.g_01118	Prap.g_00079
OG0000075	Praz.g_00263	Prap.g_01642
OG0000076	Praz.g_01092	Prap.g_00160
OG0000077	Praz.g_00376	Prap.g_00043
OG0000078	Praz.g_00679	Prap.g_01389
OG0000079	Praz.g_00791	Prap.g_00543
OG0000080	Praz.g_01661	Prap.g_00356
OG0000081	Praz.g_01639	Prap.g_00809
OG0000082	Praz.g_01505	Prap.g_00776
OG0000083	Praz.g_01440	Prap.g_00477
OG0000084	Praz.g_01350	Prap.g_00257
OG0000085	Praz.g_00114	Prap.g_00501
OG0000086	Praz.g_00025	Prap.g_01883
OG0000087	Praz.g_00893	Prap.g_01863
OG0000090	Praz.g_01098	Prap.g_00082
OG0000091	Praz.g_01033	Prap.g_00129
OG0000092	Praz.g_00913	Prap.g_00618
OG0000093	Praz.g_00311	Prap.g_01691
OG0000094	Praz.g_00266	Prap.g_01646
OG0000095	Praz.g_00232	Prap.g_01608
OG0000096	Praz.g_00160	Prap.g_01536
OG0000098	Praz.g_00368	Prap.g_00051
OG0000099	Praz.g_00388	Prap.g_00932
OG0000101	Praz.g_00415	Prap.g_00903
OG0000102	Praz.g_00473	Prap.g_01061
OG0000103	Praz.g_00481	Prap.g_01052
OG0000104	Praz.g_00499	Prap.g_01035
OG0000105	Praz.g_00530	Prap.g_01000
OG0000106	Praz.g_00544	Prap.g_00986
OG0000107	Praz.g_00552	Prap.g_00977
OG0000108	Praz.g_00562	Prap.g_00967
OG0000109	Praz.g_00599	Prap.g_01472
OG0000110	Praz.g_00611	Prap.g_01460
OG0000111	Praz.g_00632	Prap.g_01436
OG0000113	Praz.g_00654	Prap.g_01412
OG0000114	Praz.g_00682	Prap.g_01386
OG0000115	Praz.g_01854	Prap.g_01293
OG0000116	Praz.g_01852	Prap.g_01291
OG0000117	Praz.g_01848	Prap.g_01287
OG0000118	Praz.g_01829	Prap.g_01267
OG0000119	Praz.g_01796	Prap.g_01237
OG0000120	Praz.g_01795	Prap.g_01236
OG0000121	Praz.g_01785	Prap.g_01226
OG0000122	Praz.g_01776	Prap.g_01217
OG0000123	Praz.g_01745	Prap.g_01185
OG0000124	Praz.g_01679	Prap.g_00375
OG0000125	Praz.g_01678	Prap.g_00374
OG0000126	Praz.g_01677	Prap.g_00373
OG0000127	Praz.g_01644	Prap.g_00814
OG0000128	Praz.g_01605	Prap.g_00789
OG0000129	Praz.g_01585	Prap.g_00324
OG0000130	Praz.g_01527	Prap.g_00691
OG0000131	Praz.g_01514	Prap.g_00785
OG0000132	Praz.g_01478	Prap.g_00748
OG0000133	Praz.g_01392	Prap.g_00841
OG0000134	Praz.g_01382	Prap.g_00355
OG0000135	Praz.g_01346	Prap.g_00261
OG0000136	Praz.g_01279, Praz.g_00063	Prap.g_00705
OG0000137	Praz.g_00022	Prap.g_01880
OG0000139	Praz.g_00748	Prap.g_00450
OG0000140	Praz.g_00697	Prap.g_01135
OG0000141	Praz.g_01936	Prap.g_00217
OG0000142	Praz.g_01168	Prap.g_00574
OG0000143	Praz.g_01139	Prap.g_00059
OG0000144	Praz.g_01054	Prap.g_00109
OG0000145	Praz.g_01040	Prap.g_00122
OG0000146	Praz.g_01004	Prap.g_00158
OG0000147	Praz.g_00964	Prap.g_00205
OG0000148	Praz.g_00963	Prap.g_00206
OG0000149	Praz.g_00879	Prap.g_01782
OG0000150	Praz.g_00841	Prap.g_01742
OG0000151	Praz.g_00838	Prap.g_01739
OG0000152	Praz.g_00340	Prap.g_01719
OG0000153	Praz.g_00304	Prap.g_01685
OG0000154	Praz.g_00268	Prap.g_01648, Prap.g_01649
OG0000155	Praz.g_00250	Prap.g_01629
OG0000156	Praz.g_00221	Prap.g_01596
OG0000157	Praz.g_00188	Prap.g_01562
OG0000158	Praz.g_00125	Prap.g_01497
OG0000160	Praz.g_00366	Prap.g_00053
OG0000161	Praz.g_00367	Prap.g_00052
OG0000162	Praz.g_00369	Prap.g_00050
OG0000163	Praz.g_00370	Prap.g_00049
OG0000164	Praz.g_00371	Prap.g_00048
OG0000165	Praz.g_00372	Prap.g_00047
OG0000166	Praz.g_00373	Prap.g_00046
OG0000167	Praz.g_00374	Prap.g_00045
OG0000168	Praz.g_00375	Prap.g_00044
OG0000169	Praz.g_00377	Prap.g_00042
OG0000170	Praz.g_00379	Prap.g_00941
OG0000171	Praz.g_00380	Prap.g_00940
OG0000172	Praz.g_00381	Prap.g_00939
OG0000173	Praz.g_00382	Prap.g_00938
OG0000174	Praz.g_00383	Prap.g_00937
OG0000175	Praz.g_00384	Prap.g_00936
OG0000176	Praz.g_00385	Prap.g_00935
OG0000177	Praz.g_00386	Prap.g_00934
OG0000178	Praz.g_00387	Prap.g_00933
OG0000179	Praz.g_00389	Prap.g_00931
OG0000180	Praz.g_00390	Prap.g_00930
OG0000181	Praz.g_00391	Prap.g_00929
OG0000182	Praz.g_00392	Prap.g_00928
OG0000183	Praz.g_00393	Prap.g_00927
OG0000184	Praz.g_00394	Prap.g_00925
OG0000185	Praz.g_00397	Prap.g_00922
OG0000186	Praz.g_00400	Prap.g_00919
OG0000187	Praz.g_00401	Prap.g_00918
OG0000188	Praz.g_00402	Prap.g_00917
OG0000189	Praz.g_00406	Prap.g_00915
OG0000190	Praz.g_00408	Prap.g_00913
OG0000191	Praz.g_00409	Prap.g_00911
OG0000192	Praz.g_00410	Prap.g_00910
OG0000193	Praz.g_00411	Prap.g_00909
OG0000194	Praz.g_00412	Prap.g_00906
OG0000195	Praz.g_00413	Prap.g_00905
OG0000196	Praz.g_00414	Prap.g_00904
OG0000197	Praz.g_00416	Prap.g_00902
OG0000198	Praz.g_00417	Prap.g_00901
OG0000199	Praz.g_00418	Prap.g_00899
OG0000200	Praz.g_00424	Prap.g_00887
OG0000201	Praz.g_00425	Prap.g_00886
OG0000202	Praz.g_00426	Prap.g_00885
OG0000203	Praz.g_00429	Prap.g_00881
OG0000204	Praz.g_00430	Prap.g_00880
OG0000205	Praz.g_00433	Prap.g_00877
OG0000206	Praz.g_00435	Prap.g_00875
OG0000207	Praz.g_00437	Prap.g_01100
OG0000208	Praz.g_00438	Prap.g_01099
OG0000209	Praz.g_00439	Prap.g_00025
OG0000210	Praz.g_00440	Prap.g_01098
OG0000211	Praz.g_00441	Prap.g_01097
OG0000212	Praz.g_00442	Prap.g_01096
OG0000213	Praz.g_00443	Prap.g_01095
OG0000214	Praz.g_00444	Prap.g_01094
OG0000215	Praz.g_00445	Prap.g_01093
OG0000216	Praz.g_00446	Prap.g_01092
OG0000217	Praz.g_00448	Prap.g_01090
OG0000218	Praz.g_00449	Prap.g_01089
OG0000219	Praz.g_00450	Prap.g_01088
OG0000220	Praz.g_00451	Prap.g_01087
OG0000221	Praz.g_00454	Prap.g_01084
OG0000222	Praz.g_00455	Prap.g_01083
OG0000223	Praz.g_00456	Prap.g_01082
OG0000224	Praz.g_00457	Prap.g_01080
OG0000225	Praz.g_00458	Prap.g_01079
OG0000226	Praz.g_00459	Prap.g_01078
OG0000227	Praz.g_00460	Prap.g_01076
OG0000228	Praz.g_00461	Prap.g_01075
OG0000229	Praz.g_00462	Prap.g_01074
OG0000230	Praz.g_00463	Prap.g_01073
OG0000231	Praz.g_00464	Prap.g_01072
OG0000232	Praz.g_00466	Prap.g_01071
OG0000233	Praz.g_00467	Prap.g_01069
OG0000234	Praz.g_00468	Prap.g_01068
OG0000235	Praz.g_00469	Prap.g_01067
OG0000236	Praz.g_00470	Prap.g_01064
OG0000237	Praz.g_00471	Prap.g_01063
OG0000238	Praz.g_00472	Prap.g_01062
OG0000239	Praz.g_00474	Prap.g_01060
OG0000240	Praz.g_00475	Prap.g_01059
OG0000241	Praz.g_00476	Prap.g_01058
OG0000242	Praz.g_00477	Prap.g_01057
OG0000243	Praz.g_00480	Prap.g_01054
OG0000244	Praz.g_00482	Prap.g_01051
OG0000245	Praz.g_00483	Prap.g_01050
OG0000246	Praz.g_00484	Prap.g_01049
OG0000247	Praz.g_00487	Prap.g_01047
OG0000248	Praz.g_00489	Prap.g_01045
OG0000249	Praz.g_00490	Prap.g_01043
OG0000250	Praz.g_00491	Prap.g_01042
OG0000251	Praz.g_00492	Prap.g_01041
OG0000252	Praz.g_00493	Prap.g_01040
OG0000253	Praz.g_00494	Prap.g_01039
OG0000254	Praz.g_00496	Prap.g_00319
OG0000255	Praz.g_00497	Prap.g_01037
OG0000256	Praz.g_00500	Prap.g_01034
OG0000257	Praz.g_00502	Prap.g_01032
OG0000258	Praz.g_00505	Prap.g_01026
OG0000259	Praz.g_00506	Prap.g_01025
OG0000260	Praz.g_00507	Prap.g_01024
OG0000261	Praz.g_00508	Prap.g_01023
OG0000262	Praz.g_00509	Prap.g_01022
OG0000263	Praz.g_00511	Prap.g_01020
OG0000264	Praz.g_00512	Prap.g_01019
OG0000265	Praz.g_00513	Prap.g_01018
OG0000266	Praz.g_00514	Prap.g_01017
OG0000267	Praz.g_00515	Prap.g_01016
OG0000268	Praz.g_00516	Prap.g_01014
OG0000269	Praz.g_00518	Prap.g_01012
OG0000270	Praz.g_00519	Prap.g_01011
OG0000271	Praz.g_00520	Prap.g_01010
OG0000272	Praz.g_00521	Prap.g_01009
OG0000273	Praz.g_00522	Prap.g_01008
OG0000274	Praz.g_00523	Prap.g_01007
OG0000275	Praz.g_00524	Prap.g_01006
OG0000276	Praz.g_00525	Prap.g_01005
OG0000277	Praz.g_00527	Prap.g_01003
OG0000278	Praz.g_00528	Prap.g_01002
OG0000279	Praz.g_00529	Prap.g_01001
OG0000280	Praz.g_00531	Prap.g_00999
OG0000281	Praz.g_00533	Prap.g_00997
OG0000282	Praz.g_00534	Prap.g_00996
OG0000283	Praz.g_00535	Prap.g_00995
OG0000284	Praz.g_00536	Prap.g_00994
OG0000285	Praz.g_00537	Prap.g_00993
OG0000286	Praz.g_00538	Prap.g_00992
OG0000287	Praz.g_00539	Prap.g_00991
OG0000288	Praz.g_00541	Prap.g_00989
OG0000289	Praz.g_00542	Prap.g_00988
OG0000290	Praz.g_00543	Prap.g_00987
OG0000291	Praz.g_00545	Prap.g_00985
OG0000292	Praz.g_00546	Prap.g_00983
OG0000293	Praz.g_00547	Prap.g_00982
OG0000294	Praz.g_00548	Prap.g_00981
OG0000295	Praz.g_00549	Prap.g_00980
OG0000296	Praz.g_00550	Prap.g_00979
OG0000297	Praz.g_00551	Prap.g_00978
OG0000298	Praz.g_00553	Prap.g_00976
OG0000299	Praz.g_00554	Prap.g_00975
OG0000300	Praz.g_00555	Prap.g_00974
OG0000301	Praz.g_00556	Prap.g_00973
OG0000302	Praz.g_00557	Prap.g_00972
OG0000303	Praz.g_00558	Prap.g_00971
OG0000304	Praz.g_00560	Prap.g_00969
OG0000305	Praz.g_00561	Prap.g_00968
OG0000306	Praz.g_00564	Prap.g_00965
OG0000307	Praz.g_00565	Prap.g_00964
OG0000308	Praz.g_00566	Prap.g_00963
OG0000309	Praz.g_00567	Prap.g_00962
OG0000310	Praz.g_00568	Prap.g_00961
OG0000311	Praz.g_00569	Prap.g_00959
OG0000312	Praz.g_00570	Prap.g_00958
OG0000313	Praz.g_00571	Prap.g_00957
OG0000314	Praz.g_00572	Prap.g_00956
OG0000315	Praz.g_00573	Prap.g_00955
OG0000316	Praz.g_00574	Prap.g_00954
OG0000317	Praz.g_00575	Prap.g_00953
OG0000318	Praz.g_00576	Prap.g_00952
OG0000319	Praz.g_00577	Prap.g_00951
OG0000320	Praz.g_00578	Prap.g_00950
OG0000321	Praz.g_00579	Prap.g_00949
OG0000322	Praz.g_00580	Prap.g_00948
OG0000323	Praz.g_00581	Prap.g_00947
OG0000324	Praz.g_00582	Prap.g_00946
OG0000325	Praz.g_00583	Prap.g_00945
OG0000326	Praz.g_00584	Prap.g_00944
OG0000327	Praz.g_00585	Prap.g_00943
OG0000328	Praz.g_00586	Prap.g_01487
OG0000329	Praz.g_00587	Prap.g_01486
OG0000330	Praz.g_00588	Prap.g_01485
OG0000331	Praz.g_00589	Prap.g_01483
OG0000332	Praz.g_00590	Prap.g_01482
OG0000333	Praz.g_00591	Prap.g_01481
OG0000334	Praz.g_00592	Prap.g_01480
OG0000335	Praz.g_00593	Prap.g_01479
OG0000336	Praz.g_00595	Prap.g_01477
OG0000337	Praz.g_00596	Prap.g_01476
OG0000338	Praz.g_00600	Prap.g_01471
OG0000339	Praz.g_00602	Prap.g_01469
OG0000340	Praz.g_00604	Prap.g_01467
OG0000341	Praz.g_00605	Prap.g_01466
OG0000342	Praz.g_00606	Prap.g_01465
OG0000343	Praz.g_00607	Prap.g_01464
OG0000344	Praz.g_00610	Prap.g_01461
OG0000345	Praz.g_00613	Prap.g_01457
OG0000346	Praz.g_00614	Prap.g_01456
OG0000347	Praz.g_00617	Prap.g_01453
OG0000348	Praz.g_00618	Prap.g_01452
OG0000349	Praz.g_00619	Prap.g_01451
OG0000350	Praz.g_00621	Prap.g_01449
OG0000351	Praz.g_00622	Prap.g_01448
OG0000352	Praz.g_00623	Prap.g_01447
OG0000353	Praz.g_00624	Prap.g_01446
OG0000354	Praz.g_00625	Prap.g_01444
OG0000355	Praz.g_00626	Prap.g_01443
OG0000356	Praz.g_00627	Prap.g_01442
OG0000357	Praz.g_00628	Prap.g_01441
OG0000358	Praz.g_00629	Prap.g_01440
OG0000359	Praz.g_00630	Prap.g_01438
OG0000360	Praz.g_00633	Prap.g_01435
OG0000361	Praz.g_00634	Prap.g_01434
OG0000362	Praz.g_00635	Prap.g_01433
OG0000363	Praz.g_00636	Prap.g_01432
OG0000364	Praz.g_00640	Prap.g_01428
OG0000365	Praz.g_00641	Prap.g_01427
OG0000366	Praz.g_00643	Prap.g_01424
OG0000367	Praz.g_00644	Prap.g_01423
OG0000368	Praz.g_00645	Prap.g_01422
OG0000369	Praz.g_00646	Prap.g_01421
OG0000370	Praz.g_00647	Prap.g_01420
OG0000371	Praz.g_00648	Prap.g_01418
OG0000372	Praz.g_00649	Prap.g_01417
OG0000373	Praz.g_00650	Prap.g_01416
OG0000374	Praz.g_00651	Prap.g_01415
OG0000375	Praz.g_00652	Prap.g_01414
OG0000376	Praz.g_00655	Prap.g_01411
OG0000377	Praz.g_00656	Prap.g_01410
OG0000378	Praz.g_00657	Prap.g_01409
OG0000379	Praz.g_00658	Prap.g_01408
OG0000380	Praz.g_00659	Prap.g_01407
OG0000381	Praz.g_00660	Prap.g_01406
OG0000382	Praz.g_00661	Prap.g_01405
OG0000383	Praz.g_00662	Prap.g_01404
OG0000384	Praz.g_00665	Prap.g_01402
OG0000385	Praz.g_00666	Prap.g_01401
OG0000386	Praz.g_00667	Prap.g_01400
OG0000387	Praz.g_00668	Prap.g_01399
OG0000388	Praz.g_00669	Prap.g_01398
OG0000389	Praz.g_00670	Prap.g_01397
OG0000390	Praz.g_00671	Prap.g_01396
OG0000391	Praz.g_00672	Prap.g_01395
OG0000392	Praz.g_00673	Prap.g_01394
OG0000393	Praz.g_00674	Prap.g_01393
OG0000394	Praz.g_00675	Prap.g_01392
OG0000395	Praz.g_00676	Prap.g_01391
OG0000396	Praz.g_00678	Prap.g_01390
OG0000397	Praz.g_00680	Prap.g_01388
OG0000398	Praz.g_00681	Prap.g_01387
OG0000399	Praz.g_00684	Prap.g_01385
OG0000400	Praz.g_00685	Prap.g_01379
OG0000401	Praz.g_00686	Prap.g_01378
OG0000402	Praz.g_01931	Prap.g_01372
OG0000403	Praz.g_01932	Prap.g_01370
OG0000404	Praz.g_01933	Prap.g_01369
OG0000405	Praz.g_01935	Prap.g_01368
OG0000406	Praz.g_00343	Prap.g_01365
OG0000407	Praz.g_00344	Prap.g_01364
OG0000408	Praz.g_00347	Prap.g_01361
OG0000409	Praz.g_00348	Prap.g_01360
OG0000410	Praz.g_00349	Prap.g_01359
OG0000411	Praz.g_00350	Prap.g_01358
OG0000412	Praz.g_00351	Prap.g_01357
OG0000413	Praz.g_00352	Prap.g_01356
OG0000414	Praz.g_00353	Prap.g_01355
OG0000415	Praz.g_00354	Prap.g_01354
OG0000416	Praz.g_00819	Prap.g_01350
OG0000417	Praz.g_00818	Prap.g_01349
OG0000418	Praz.g_00817	Prap.g_01347
OG0000419	Praz.g_00816	Prap.g_01346
OG0000420	Praz.g_00815	Prap.g_00728
OG0000421	Praz.g_00803	Prap.g_00500
OG0000422	Praz.g_00795	Prap.g_01827
OG0000423	Praz.g_00794	Prap.g_00495
OG0000424	Praz.g_00788	Prap.g_01714
OG0000425	Praz.g_01897	Prap.g_01335
OG0000426	Praz.g_01896	Prap.g_01334
OG0000427	Praz.g_01895	Prap.g_01333
OG0000428	Praz.g_01893	Prap.g_01331
OG0000429	Praz.g_01892	Prap.g_01330
OG0000430	Praz.g_01890	Prap.g_01328
OG0000431	Praz.g_01889	Prap.g_01327
OG0000432	Praz.g_01888	Prap.g_01326
OG0000433	Praz.g_01887	Prap.g_01325
OG0000434	Praz.g_01886	Prap.g_01324
OG0000435	Praz.g_01885	Prap.g_01323
OG0000436	Praz.g_01884	Prap.g_01322
OG0000437	Praz.g_01883	Prap.g_01321
OG0000438	Praz.g_01882	Prap.g_01320
OG0000439	Praz.g_01881	Prap.g_01319
OG0000440	Praz.g_01880	Prap.g_01318
OG0000441	Praz.g_01879	Prap.g_01317
OG0000442	Praz.g_01878	Prap.g_01316
OG0000443	Praz.g_01877	Prap.g_01315
OG0000444	Praz.g_01876	Prap.g_01314
OG0000445	Praz.g_01875	Prap.g_01310
OG0000446	Praz.g_01873	Prap.g_01308
OG0000447	Praz.g_01872	Prap.g_01307
OG0000448	Praz.g_01870	Prap.g_01306
OG0000449	Praz.g_01867	Prap.g_01302
OG0000450	Praz.g_01866	Prap.g_01301
OG0000451	Praz.g_01865	Prap.g_01300
OG0000452	Praz.g_01864	Prap.g_01298
OG0000453	Praz.g_01863	Prap.g_01297
OG0000454	Praz.g_01857	Prap.g_01296
OG0000455	Praz.g_01855	Prap.g_01294
OG0000456	Praz.g_01851	Prap.g_01290
OG0000457	Praz.g_01850	Prap.g_01289
OG0000458	Praz.g_01849	Prap.g_01288
OG0000459	Praz.g_01847	Prap.g_01286
OG0000460	Praz.g_01845	Prap.g_01284
OG0000461	Praz.g_01844	Prap.g_01283
OG0000462	Praz.g_01843	Prap.g_01282
OG0000463	Praz.g_01841	Prap.g_01280
OG0000464	Praz.g_01840	Prap.g_01279
OG0000465	Praz.g_01839	Prap.g_01278
OG0000466	Praz.g_01838	Prap.g_01277
OG0000467	Praz.g_01837	Prap.g_01276
OG0000468	Praz.g_01836	Prap.g_01275
OG0000469	Praz.g_01835	Prap.g_01274
OG0000470	Praz.g_01834	Prap.g_01273
OG0000471	Praz.g_01833	Prap.g_01272
OG0000472	Praz.g_01828	Prap.g_01266
OG0000473	Praz.g_01827	Prap.g_01265
OG0000474	Praz.g_01826	Prap.g_01264
OG0000475	Praz.g_01825	Prap.g_01263
OG0000476	Praz.g_01823	Prap.g_01262
OG0000477	Praz.g_01822	Prap.g_01261
OG0000478	Praz.g_01821	Prap.g_01260
OG0000479	Praz.g_01820	Prap.g_01259
OG0000480	Praz.g_01818	Prap.g_01257
OG0000481	Praz.g_01816	Prap.g_01255
OG0000482	Praz.g_01815	Prap.g_01254
OG0000483	Praz.g_01813	Prap.g_01252
OG0000484	Praz.g_01812	Prap.g_01251
OG0000485	Praz.g_01811	Prap.g_01250
OG0000486	Praz.g_01810	Prap.g_01249
OG0000487	Praz.g_01805	Prap.g_01245
OG0000488	Praz.g_01803	Prap.g_01244
OG0000489	Praz.g_01802	Prap.g_01243
OG0000490	Praz.g_01801	Prap.g_01242
OG0000491	Praz.g_01800	Prap.g_01241
OG0000492	Praz.g_01799	Prap.g_01240
OG0000493	Praz.g_01798	Prap.g_01239
OG0000494	Praz.g_01797	Prap.g_01238
OG0000495	Praz.g_01794	Prap.g_01235
OG0000496	Praz.g_01793	Prap.g_01234
OG0000497	Praz.g_01792	Prap.g_01233
OG0000498	Praz.g_01791	Prap.g_01232
OG0000499	Praz.g_01790	Prap.g_01231
OG0000500	Praz.g_01788	Prap.g_01229
OG0000501	Praz.g_01787	Prap.g_01228
OG0000502	Praz.g_01786	Prap.g_01227
OG0000503	Praz.g_01784	Prap.g_01225
OG0000504	Praz.g_01783	Prap.g_01224
OG0000505	Praz.g_01782	Prap.g_01223
OG0000506	Praz.g_01781	Prap.g_01222
OG0000507	Praz.g_01780	Prap.g_01221
OG0000508	Praz.g_01779	Prap.g_01220
OG0000509	Praz.g_01778	Prap.g_01219
OG0000510	Praz.g_01777	Prap.g_01218
OG0000511	Praz.g_01775	Prap.g_01216
OG0000512	Praz.g_01774	Prap.g_01215
OG0000513	Praz.g_01773	Prap.g_01214
OG0000514	Praz.g_01772	Prap.g_01213
OG0000515	Praz.g_01771	Prap.g_01212
OG0000516	Praz.g_01770	Prap.g_01211
OG0000517	Praz.g_01768	Prap.g_01210
OG0000518	Praz.g_01767	Prap.g_01209
OG0000519	Praz.g_01766	Prap.g_01207
OG0000520	Praz.g_01765	Prap.g_01205
OG0000521	Praz.g_01764	Prap.g_01204
OG0000522	Praz.g_01763	Prap.g_01203
OG0000523	Praz.g_01762	Prap.g_01202
OG0000524	Praz.g_01761	Prap.g_01201
OG0000525	Praz.g_01760	Prap.g_01200
OG0000526	Praz.g_01759	Prap.g_01199
OG0000527	Praz.g_01758	Prap.g_01198
OG0000528	Praz.g_01757	Prap.g_01197
OG0000529	Praz.g_01756	Prap.g_01196
OG0000530	Praz.g_01755	Prap.g_01195
OG0000531	Praz.g_01754	Prap.g_01194
OG0000532	Praz.g_01753	Prap.g_01193
OG0000533	Praz.g_01751	Prap.g_01191
OG0000534	Praz.g_01750	Prap.g_01190
OG0000535	Praz.g_01749	Prap.g_01189
OG0000536	Praz.g_01748	Prap.g_01188
OG0000537	Praz.g_01747	Prap.g_01187
OG0000538	Praz.g_01746	Prap.g_01186
OG0000539	Praz.g_01743	Prap.g_01182
OG0000540	Praz.g_01742	Prap.g_01181
OG0000541	Praz.g_01741	Prap.g_01180
OG0000542	Praz.g_01739	Prap.g_01177
OG0000543	Praz.g_01738	Prap.g_01176
OG0000544	Praz.g_01737	Prap.g_01175
OG0000545	Praz.g_01736	Prap.g_01174
OG0000546	Praz.g_01735	Prap.g_01173
OG0000547	Praz.g_01734	Prap.g_01172
OG0000548	Praz.g_01733	Prap.g_01171
OG0000549	Praz.g_01731	Prap.g_01169
OG0000550	Praz.g_01730	Prap.g_01168
OG0000551	Praz.g_01729	Prap.g_01167
OG0000552	Praz.g_01728	Prap.g_01166
OG0000553	Praz.g_01727	Prap.g_01165
OG0000554	Praz.g_01726	Prap.g_01164
OG0000555	Praz.g_01725	Prap.g_01162
OG0000556	Praz.g_01724	Prap.g_01161
OG0000557	Praz.g_01723	Prap.g_01160
OG0000558	Praz.g_01722	Prap.g_01159
OG0000559	Praz.g_01721	Prap.g_01158
OG0000560	Praz.g_01720	Prap.g_01157
OG0000561	Praz.g_01719	Prap.g_01156
OG0000562	Praz.g_01718	Prap.g_01155
OG0000563	Praz.g_01717	Prap.g_01154
OG0000564	Praz.g_01716	Prap.g_01153
OG0000565	Praz.g_01715	Prap.g_01152
OG0000566	Praz.g_01714	Prap.g_01151
OG0000567	Praz.g_01713	Prap.g_01150
OG0000568	Praz.g_01712	Prap.g_01149
OG0000569	Praz.g_01709	Prap.g_01147
OG0000570	Praz.g_01708	Prap.g_01146
OG0000571	Praz.g_01706	Prap.g_01144
OG0000572	Praz.g_01705	Prap.g_01142
OG0000573	Praz.g_01704	Prap.g_01141
OG0000574	Praz.g_01703	Prap.g_01140
OG0000575	Praz.g_01702	Prap.g_01138
OG0000576	Praz.g_01701	Prap.g_01137
OG0000577	Praz.g_01700	Prap.g_00397
OG0000578	Praz.g_01699	Prap.g_00396
OG0000579	Praz.g_01698	Prap.g_00395
OG0000580	Praz.g_01697	Prap.g_00394
OG0000581	Praz.g_01696	Prap.g_00393
OG0000582	Praz.g_01695	Prap.g_00392
OG0000583	Praz.g_01694	Prap.g_00391
OG0000584	Praz.g_01692	Prap.g_00389
OG0000585	Praz.g_01691	Prap.g_00388
OG0000586	Praz.g_01690	Prap.g_00386
OG0000587	Praz.g_01689	Prap.g_00385
OG0000588	Praz.g_01688	Prap.g_00384
OG0000589	Praz.g_01687	Prap.g_00383
OG0000590	Praz.g_01686	Prap.g_00382
OG0000591	Praz.g_01685	Prap.g_00381
OG0000592	Praz.g_01684	Prap.g_00380
OG0000593	Praz.g_01683	Prap.g_00379
OG0000594	Praz.g_01682	Prap.g_00378
OG0000595	Praz.g_01681	Prap.g_00377
