Orthogroup	Syat	Pras
OG0000203	Syat.g_02819	Pras.g_01045
OG0000204	Syat.g_02818	Pras.g_01046
OG0000205	Syat.g_02809	Pras.g_01053
OG0000206	Syat.g_02785	Pras.g_01058, Pras.g_01059
OG0000207	Syat.g_02778	Pras.g_01061
OG0000208	Syat.g_02777	Pras.g_01062
OG0000209	Syat.g_02735	Pras.g_01071
OG0000210	Syat.g_02734	Pras.g_01072
OG0000211	Syat.g_01452	Pras.g_01085
OG0000212	Syat.g_01442	Pras.g_01092
OG0000213	Syat.g_01889	Pras.g_01109
OG0000214	Syat.g_02042	Pras.g_01119
OG0000215	Syat.g_02075	Pras.g_01144
OG0000216	Syat.g_02079	Pras.g_01145
OG0000217	Syat.g_02085	Pras.g_01148
OG0000218	Syat.g_02087	Pras.g_01150
OG0000219	Syat.g_02088	Pras.g_01151
OG0000220	Syat.g_02089	Pras.g_01152
OG0000221	Syat.g_02095	Pras.g_01153
OG0000222	Syat.g_02109	Pras.g_01162
OG0000223	Syat.g_02570	Pras.g_01175
OG0000224	Syat.g_02139	Pras.g_01177
OG0000225	Syat.g_01595	Pras.g_01199
OG0000226	Syat.g_01588	Pras.g_01203
OG0000228	Syat.g_02952	Pras.g_01208
OG0000229	Syat.g_02970	Pras.g_01314
OG0000230	Syat.g_02972	Pras.g_01316
OG0000231	Syat.g_01283	Pras.g_01327
OG0000232	Syat.g_01313	Pras.g_01335
OG0000233	Syat.g_01407	Pras.g_01341
OG0000234	Syat.g_01369	Pras.g_01354
OG0000235	Syat.g_03169	Pras.g_01357
OG0000236	Syat.g_03186	Pras.g_01371
OG0000237	Syat.g_03214	Pras.g_01384
OG0000238	Syat.g_03219	Pras.g_01390
OG0000239	Syat.g_01105	Pras.g_01402
OG0000240	Syat.g_01104	Pras.g_01403
OG0000241	Syat.g_00111	Pras.g_01407
OG0000242	Syat.g_01077	Pras.g_01409
OG0000243	Syat.g_00092	Pras.g_01420
OG0000244	Syat.g_00082	Pras.g_01423
OG0000245	Syat.g_00080	Pras.g_01425
OG0000246	Syat.g_00076	Pras.g_01429
OG0000247	Syat.g_00065	Pras.g_01439
OG0000248	Syat.g_00062	Pras.g_01441
OG0000249	Syat.g_00060	Pras.g_01443
OG0000250	Syat.g_00053	Pras.g_01448
OG0000251	Syat.g_00027	Pras.g_01467
OG0000252	Syat.g_00022	Pras.g_01470
OG0000253	Syat.g_00021	Pras.g_01471
OG0000254	Syat.g_03407	Pras.g_01487
OG0000255	Syat.g_02405	Pras.g_01493
OG0000256	Syat.g_03306	Pras.g_01503
OG0000257	Syat.g_00109	Pras.g_01506
OG0000258	Syat.g_00382	Pras.g_01519
OG0000259	Syat.g_00342	Pras.g_01536
OG0000260	Syat.g_00392	Pras.g_01539
OG0000261	Syat.g_00400	Pras.g_01541
OG0000262	Syat.g_00407	Pras.g_00327, Pras.g_01545
OG0000263	Syat.g_00200	Pras.g_01557
OG0000266	Syat.g_00671	Pras.g_01616
OG0000267	Syat.g_00636	Pras.g_01627
OG0000268	Syat.g_00634	Pras.g_01628
OG0000269	Syat.g_00474, Syat.g_00126	Pras.g_01696
OG0000270	Syat.g_00477	Pras.g_01699
OG0000271	Syat.g_00485	Pras.g_01707
OG0000272	Syat.g_00486	Pras.g_01708
OG0000273	Syat.g_00520	Pras.g_01731
OG0000274	Syat.g_00521	Pras.g_01732
OG0000275	Syat.g_00718	Pras.g_01734
OG0000276	Syat.g_00725	Pras.g_01739
OG0000277	Syat.g_00738	Pras.g_01740
OG0000278	Syat.g_00741	Pras.g_01743
OG0000279	Syat.g_00755	Pras.g_01750
OG0000280	Syat.g_01669	Pras.g_01751
OG0000281	Syat.g_00960	Pras.g_01756
OG0000282	Syat.g_00431	Pras.g_01803
OG0000283	Syat.g_00620	Pras.g_01836
OG0000284	Syat.g_00614	Pras.g_01841
OG0000285	Syat.g_00607	Pras.g_01846
OG0000286	Syat.g_00579	Pras.g_01858
OG0000287	Syat.g_00550	Pras.g_01875
OG0000288	Syat.g_00709	Pras.g_01907
OG0000289	Syat.g_00695	Pras.g_01918
OG0000290	Syat.g_00805	Pras.g_01931
OG0000291	Syat.g_00807	Pras.g_01933
OG0000292	Syat.g_02388	Pras.g_01982
OG0000293	Syat.g_03241	Pras.g_00047
OG0000294	Syat.g_03248	Pras.g_00048
OG0000295	Syat.g_00297	Pras.g_00068
OG0000296	Syat.g_00295	Pras.g_00070
OG0000297	Syat.g_00226	Pras.g_00078
OG0000298	Syat.g_00225	Pras.g_00079
OG0000299	Syat.g_00910	Pras.g_00096, Pras.g_00097
OG0000300	Syat.g_00904	Pras.g_00100
OG0000301	Syat.g_00903	Pras.g_00101
OG0000302	Syat.g_00901	Pras.g_00103
OG0000303	Syat.g_00892	Pras.g_00110
OG0000304	Syat.g_00885	Pras.g_00114
OG0000305	Syat.g_00809	Pras.g_00242
OG0000306	Syat.g_01704	Pras.g_00245
OG0000307	Syat.g_01304	Pras.g_00259
OG0000308	Syat.g_01306	Pras.g_00260
OG0000309	Syat.g_01417	Pras.g_00264
OG0000310	Syat.g_01246	Pras.g_00335
OG0000311	Syat.g_01242	Pras.g_00337
OG0000312	Syat.g_01237	Pras.g_00340
OG0000313	Syat.g_01183	Pras.g_00354
OG0000314	Syat.g_01341	Pras.g_00377
OG0000315	Syat.g_01351	Pras.g_00388
OG0000316	Syat.g_03082	Pras.g_00410
OG0000317	Syat.g_03120	Pras.g_00548
OG0000318	Syat.g_03125	Pras.g_00551
OG0000319	Syat.g_03055	Pras.g_00564
OG0000320	Syat.g_03053	Pras.g_00566
OG0000321	Syat.g_03052	Pras.g_00567
OG0000322	Syat.g_03051	Pras.g_00568
OG0000323	Syat.g_03038	Pras.g_00577
OG0000324	Syat.g_02998	Pras.g_00604
OG0000325	Syat.g_01861	Pras.g_00614
OG0000326	Syat.g_01854	Pras.g_00620
OG0000327	Syat.g_01827	Pras.g_00646
OG0000328	Syat.g_01826	Pras.g_00647
OG0000329	Syat.g_01808	Pras.g_00664
OG0000330	Syat.g_01807	Pras.g_00665
OG0000331	Syat.g_01806	Pras.g_00666
OG0000332	Syat.g_01790	Pras.g_00680
OG0000333	Syat.g_01787	Pras.g_00682
OG0000334	Syat.g_01657	Pras.g_00690
OG0000335	Syat.g_01652	Pras.g_00695
OG0000336	Syat.g_01648	Pras.g_00699
OG0000337	Syat.g_02144	Pras.g_00715
OG0000338	Syat.g_02146	Pras.g_00716
OG0000339	Syat.g_02155, Syat.g_01055	Pras.g_00720
OG0000340	Syat.g_02165	Pras.g_00728
OG0000341	Syat.g_02167	Pras.g_00730
OG0000342	Syat.g_02168	Pras.g_00731
OG0000343	Syat.g_02185	Pras.g_00732
OG0000344	Syat.g_02189	Pras.g_00735
OG0000345	Syat.g_02202	Pras.g_00740
OG0000346	Syat.g_02207	Pras.g_00744
OG0000347	Syat.g_02234	Pras.g_00761
OG0000348	Syat.g_02264	Pras.g_00771
OG0000349	Syat.g_02291	Pras.g_00788
OG0000350	Syat.g_01847	Pras.g_00806, Pras.g_00131
OG0000351	Syat.g_02411	Pras.g_00824
OG0000352	Syat.g_02410	Pras.g_00825
OG0000353	Syat.g_00955, Syat.g_02377	Pras.g_00841
OG0000355	Syat.g_02375	Pras.g_00843
OG0000356	Syat.g_02374	Pras.g_00844
OG0000357	Syat.g_02373	Pras.g_00845
OG0000358	Syat.g_02336	Pras.g_00849
OG0000359	Syat.g_02334	Pras.g_00850
OG0000360	Syat.g_02333	Pras.g_00851
OG0000361	Syat.g_02332	Pras.g_00852
OG0000362	Syat.g_02330	Pras.g_00854
OG0000363	Syat.g_02328	Pras.g_00856
OG0000364	Syat.g_03122	Pras.g_00857
OG0000365	Syat.g_02318	Pras.g_00862
OG0000366	Syat.g_02317	Pras.g_00863
OG0000367	Syat.g_02316	Pras.g_00864
OG0000368	Syat.g_02314	Pras.g_00866
OG0000369	Syat.g_02313	Pras.g_00867
OG0000370	Syat.g_02312	Pras.g_00868
OG0000371	Syat.g_02304	Pras.g_00874
OG0000372	Syat.g_02298	Pras.g_00877
OG0000373	Syat.g_02297	Pras.g_00878
OG0000374	Syat.g_02296	Pras.g_00879
OG0000375	Syat.g_02295	Pras.g_00893
OG0000376	Syat.g_02293	Pras.g_00895
OG0000377	Syat.g_02695	Pras.g_00898
OG0000378	Syat.g_02715	Pras.g_00900
OG0000379	Syat.g_02720	Pras.g_00903
OG0000380	Syat.g_01468	Pras.g_00918
OG0000381	Syat.g_01470	Pras.g_00922
OG0000382	Syat.g_01488	Pras.g_00932
OG0000383	Syat.g_01521	Pras.g_00934
OG0000384	Syat.g_01522	Pras.g_00935
OG0000385	Syat.g_01523	Pras.g_00936
OG0000386	Syat.g_01524	Pras.g_00937
OG0000387	Syat.g_01561	Pras.g_00950
OG0000388	Syat.g_01565	Pras.g_00953
OG0000389	Syat.g_01569	Pras.g_00957
OG0000390	Syat.g_02945	Pras.g_00964
OG0000391	Syat.g_02940	Pras.g_00967
OG0000392	Syat.g_02934	Pras.g_00971
OG0000393	Syat.g_02931	Pras.g_00973
OG0000394	Syat.g_02930	Pras.g_00974
OG0000395	Syat.g_02929	Pras.g_00975
OG0000396	Syat.g_02927	Pras.g_00978
OG0000397	Syat.g_02925	Pras.g_00980
OG0000398	Syat.g_02920	Pras.g_00982
OG0000399	Syat.g_02919	Pras.g_00983
OG0000400	Syat.g_02918	Pras.g_00984
OG0000401	Syat.g_02917	Pras.g_00985
OG0000402	Syat.g_02915	Pras.g_00987
OG0000403	Syat.g_02914	Pras.g_00988
OG0000404	Syat.g_02913	Pras.g_00989
OG0000405	Syat.g_02900	Pras.g_00993
OG0000406	Syat.g_02896	Pras.g_00998
OG0000407	Syat.g_02895	Pras.g_00999
OG0000408	Syat.g_02893	Pras.g_01001
OG0000409	Syat.g_02891	Pras.g_01003
OG0000410	Syat.g_02890	Pras.g_01004
OG0000411	Syat.g_02889	Pras.g_01005
OG0000412	Syat.g_02888	Pras.g_01006
OG0000413	Syat.g_02886	Pras.g_01007
OG0000414	Syat.g_02885	Pras.g_01008
OG0000415	Syat.g_02884	Pras.g_01009
OG0000416	Syat.g_02883	Pras.g_01010
OG0000417	Syat.g_02868	Pras.g_01011
OG0000418	Syat.g_02863	Pras.g_01016
OG0000419	Syat.g_02861	Pras.g_01018
OG0000420	Syat.g_02859	Pras.g_01019
OG0000421	Syat.g_02855	Pras.g_01024
OG0000422	Syat.g_02854	Pras.g_01025
OG0000423	Syat.g_02853	Pras.g_01026
OG0000424	Syat.g_02852	Pras.g_01027
OG0000425	Syat.g_02851	Pras.g_01028
OG0000426	Syat.g_02850	Pras.g_01029
OG0000427	Syat.g_02849	Pras.g_01030
OG0000428	Syat.g_02846	Pras.g_01032
OG0000429	Syat.g_02843	Pras.g_01033
OG0000430	Syat.g_02841	Pras.g_01034
OG0000431	Syat.g_02838	Pras.g_01036
OG0000432	Syat.g_02832	Pras.g_01039
OG0000433	Syat.g_02829	Pras.g_01040
OG0000434	Syat.g_02828	Pras.g_01041
OG0000435	Syat.g_02824	Pras.g_01042
OG0000436	Syat.g_02817	Pras.g_01047
OG0000437	Syat.g_02558	Pras.g_01048
OG0000438	Syat.g_02813	Pras.g_01049
OG0000439	Syat.g_02811	Pras.g_01051
OG0000440	Syat.g_02810	Pras.g_01052
OG0000441	Syat.g_02807	Pras.g_01055
OG0000442	Syat.g_02797	Pras.g_01056
OG0000443	Syat.g_02787	Pras.g_01057
OG0000444	Syat.g_02756	Pras.g_01063
OG0000445	Syat.g_02755	Pras.g_01064
OG0000446	Syat.g_02753	Pras.g_01065
OG0000447	Syat.g_02749	Pras.g_01066
OG0000448	Syat.g_02748	Pras.g_01067
OG0000449	Syat.g_02747	Pras.g_01068
OG0000450	Syat.g_02738	Pras.g_01069
OG0000451	Syat.g_02737	Pras.g_01070
OG0000452	Syat.g_02732	Pras.g_01073
OG0000453	Syat.g_02731	Pras.g_01074
OG0000454	Syat.g_02730	Pras.g_01075
OG0000455	Syat.g_02729	Pras.g_01076
OG0000456	Syat.g_02728	Pras.g_01077
OG0000457	Syat.g_02726	Pras.g_01078
OG0000458	Syat.g_02725	Pras.g_01079
OG0000459	Syat.g_02724	Pras.g_01080
OG0000460	Syat.g_01450	Pras.g_01087
OG0000461	Syat.g_01866	Pras.g_01094
OG0000462	Syat.g_01868	Pras.g_01096
OG0000463	Syat.g_01869	Pras.g_01097
OG0000464	Syat.g_01870	Pras.g_01098
OG0000465	Syat.g_01872	Pras.g_01099
OG0000466	Syat.g_01877	Pras.g_01102
OG0000467	Syat.g_01878	Pras.g_01103
OG0000468	Syat.g_01884	Pras.g_01105
OG0000469	Syat.g_02000	Pras.g_01114
OG0000470	Syat.g_02038	Pras.g_01116
OG0000471	Syat.g_02039	Pras.g_01117
OG0000472	Syat.g_02041	Pras.g_01118
OG0000473	Syat.g_02043	Pras.g_01120
OG0000474	Syat.g_02044	Pras.g_01121
OG0000475	Syat.g_02045	Pras.g_01122
OG0000476	Syat.g_02047	Pras.g_01123
OG0000477	Syat.g_02053	Pras.g_01127
OG0000478	Syat.g_02054	Pras.g_01128
OG0000479	Syat.g_02056	Pras.g_01129
OG0000480	Syat.g_02063	Pras.g_01134
OG0000481	Syat.g_02066	Pras.g_01136
OG0000482	Syat.g_02067	Pras.g_01137
OG0000483	Syat.g_02071	Pras.g_01140
OG0000484	Syat.g_02072	Pras.g_01141
OG0000485	Syat.g_02073	Pras.g_01142
OG0000486	Syat.g_02074	Pras.g_01143
OG0000487	Syat.g_02080	Pras.g_01146
OG0000488	Syat.g_02086	Pras.g_01149
OG0000489	Syat.g_02097	Pras.g_01155
OG0000490	Syat.g_02106	Pras.g_01160
OG0000491	Syat.g_02107	Pras.g_01161
OG0000492	Syat.g_02110	Pras.g_01163
OG0000493	Syat.g_02111	Pras.g_01164
OG0000494	Syat.g_02112	Pras.g_01165
OG0000495	Syat.g_02120	Pras.g_01166
OG0000496	Syat.g_02121	Pras.g_01167
OG0000497	Syat.g_02122	Pras.g_01168
OG0000498	Syat.g_02123	Pras.g_01169
OG0000499	Syat.g_02124	Pras.g_01170
OG0000500	Syat.g_02125	Pras.g_01171
OG0000501	Syat.g_02128	Pras.g_01173
OG0000502	Syat.g_02135	Pras.g_01176
OG0000503	Syat.g_01614	Pras.g_01187
OG0000504	Syat.g_01612	Pras.g_01188
OG0000505	Syat.g_01611	Pras.g_01189
OG0000506	Syat.g_01609	Pras.g_01191
OG0000507	Syat.g_01603	Pras.g_01194
OG0000508	Syat.g_01596	Pras.g_01198
OG0000509	Syat.g_01591	Pras.g_01200
OG0000510	Syat.g_01590	Pras.g_01201
OG0000511	Syat.g_01589	Pras.g_01202
OG0000512	Syat.g_01587	Pras.g_01204
OG0000513	Syat.g_02957	Pras.g_01211
OG0000514	Syat.g_02962	Pras.g_01309
OG0000515	Syat.g_02963	Pras.g_01310
OG0000516	Syat.g_02965	Pras.g_01311
OG0000517	Syat.g_02969	Pras.g_01313
OG0000518	Syat.g_01286	Pras.g_01324
OG0000519	Syat.g_01285	Pras.g_01325
OG0000520	Syat.g_01284	Pras.g_01326
OG0000521	Syat.g_01319	Pras.g_01331
OG0000522	Syat.g_01317	Pras.g_01332
OG0000523	Syat.g_01316	Pras.g_01333
OG0000524	Syat.g_01409	Pras.g_01339
OG0000525	Syat.g_01382	Pras.g_01342
OG0000526	Syat.g_01380	Pras.g_01343
OG0000527	Syat.g_01373	Pras.g_01351
OG0000528	Syat.g_03167	Pras.g_01356
OG0000529	Syat.g_03171	Pras.g_01359
OG0000530	Syat.g_03174	Pras.g_01362
OG0000531	Syat.g_03175	Pras.g_01363
OG0000532	Syat.g_03178	Pras.g_01365
OG0000533	Syat.g_03180	Pras.g_01366
OG0000534	Syat.g_03181	Pras.g_01367
OG0000535	Syat.g_03182	Pras.g_01368
OG0000536	Syat.g_03183	Pras.g_01369
OG0000537	Syat.g_03185	Pras.g_01370
OG0000538	Syat.g_03204	Pras.g_01378
OG0000539	Syat.g_03206	Pras.g_01379
OG0000540	Syat.g_03207	Pras.g_01380
OG0000541	Syat.g_03208	Pras.g_01381
OG0000542	Syat.g_03213	Pras.g_01383
OG0000543	Syat.g_03215	Pras.g_01385
OG0000544	Syat.g_03216	Pras.g_01386
OG0000545	Syat.g_03218	Pras.g_01388
OG0000546	Syat.g_03220	Pras.g_01391
OG0000547	Syat.g_03222	Pras.g_01393
OG0000548	Syat.g_03223	Pras.g_01394
OG0000549	Syat.g_01795	Pras.g_01396
OG0000550	Syat.g_01107	Pras.g_01401
OG0000551	Syat.g_01103	Pras.g_01404
OG0000552	Syat.g_01102	Pras.g_01405
OG0000553	Syat.g_01098	Pras.g_01406
OG0000554	Syat.g_03271	Pras.g_01411
OG0000555	Syat.g_00093	Pras.g_01419
OG0000556	Syat.g_00088	Pras.g_01421
OG0000557	Syat.g_00083	Pras.g_01422
OG0000558	Syat.g_00081	Pras.g_01424
OG0000559	Syat.g_00077	Pras.g_01428
OG0000560	Syat.g_00074	Pras.g_01431
OG0000561	Syat.g_00073	Pras.g_01432
OG0000562	Syat.g_00072	Pras.g_01433
OG0000563	Syat.g_00071	Pras.g_01434
OG0000564	Syat.g_00070	Pras.g_01435
OG0000565	Syat.g_00067	Pras.g_01438
OG0000566	Syat.g_00063	Pras.g_01440
OG0000567	Syat.g_00059	Pras.g_01444
OG0000568	Syat.g_00057	Pras.g_01445
OG0000569	Syat.g_00056	Pras.g_01446
OG0000570	Syat.g_00055	Pras.g_01447
OG0000571	Syat.g_00052	Pras.g_01449
OG0000572	Syat.g_00033	Pras.g_01463
OG0000573	Syat.g_00024	Pras.g_01468
OG0000574	Syat.g_00023	Pras.g_01469
OG0000575	Syat.g_00018	Pras.g_01473
OG0000576	Syat.g_00014	Pras.g_01475
OG0000577	Syat.g_00013	Pras.g_01476
OG0000578	Syat.g_00012	Pras.g_01477
OG0000579	Syat.g_00011	Pras.g_01478
OG0000580	Syat.g_00010	Pras.g_01479
OG0000581	Syat.g_00003	Pras.g_01481
OG0000582	Syat.g_03403	Pras.g_01484
OG0000583	Syat.g_03404	Pras.g_01485
OG0000584	Syat.g_03405	Pras.g_01486
OG0000585	Syat.g_03408	Pras.g_01488
OG0000586	Syat.g_03409	Pras.g_01489
OG0000587	Syat.g_00001	Pras.g_01490
