Orthogroup	Syat	Syas
OG0000044	Syat.g_01910, Syat.g_00146, Syat.g_03333	Syas.g_02453
OG0000046	Syat.g_01626, Syat.g_01026	Syas.g_01553, Syas.g_01556, Syas.g_01558
OG0000048	Syat.g_02046	Syas.g_01734
OG0000053	Syat.g_01330	Syas.g_01287
OG0000054	Syat.g_03390	Syas.g_00957
OG0000055	Syat.g_00693	Syas.g_00203
OG0000057	Syat.g_02055	Syas.g_01055
OG0000058	Syat.g_01189	Syas.g_01151
OG0000059	Syat.g_01832	Syas.g_01639
OG0000060	Syat.g_01383	Syas.g_01343, Syas.g_01002
OG0000060	Syat.g_01047	Syas.g_00975
OG0000061	Syat.g_03260	Syas.g_01184
OG0000062	Syat.g_03107	Syas.g_02702
OG0000063	Syat.g_02303	Syas.g_02074
OG0000064	Syat.g_01568	Syas.g_02423
OG0000065	Syat.g_01571	Syas.g_02420
OG0000066	Syat.g_03283	Syas.g_00094
OG0000067	Syat.g_00479	Syas.g_00596
OG0000067	Syat.g_01324, Syat.g_02018	Syas.g_00352
OG0000067	Syat.g_02874	Syas.g_02346
OG0000068	Syat.g_00085	Syas.g_00969
OG0000068	Syat.g_01295	Syas.g_01261
OG0000069	Syat.g_00879	Syas.g_00876
OG0000070	Syat.g_01040	Syas.g_00173
OG0000071	Syat.g_01153	Syas.g_02854
OG0000072	Syat.g_02856	Syas.g_02326
OG0000072	Syat.g_01597	Syas.g_01524
OG0000073	Syat.g_03201	Syas.g_01230
OG0000075	Syat.g_02497	Syas.g_01921
OG0000076	Syat.g_02206	Syas.g_02156
OG0000077	Syat.g_01481	Syas.g_02510
OG0000078	Syat.g_00184	Syas.g_02561, Syas.g_02308
OG0000079	Syat.g_01879	Syas.g_01699
OG0000080	Syat.g_01200	Syas.g_02616, Syas.g_02149
OG0000081	Syat.g_00980	Syas.g_00391
OG0000082	Syat.g_00035	Syas.g_00837
OG0000085	Syat.g_03113	Syas.g_02695
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syas.g_02470
OG0000087	Syat.g_02912	Syas.g_02374
OG0000089	Syat.g_02953	Syas.g_01512
OG0000090	Syat.g_03270	Syas.g_00062
OG0000091	Syat.g_00939	Syas.g_00907
OG0000091	Syat.g_00862	Syas.g_00146
OG0000092	Syat.g_00825	Syas.g_00900, Syas.g_00877
OG0000094	Syat.g_00698	Syas.g_00208
OG0000094	Syat.g_01034	Syas.g_01716
OG0000095	Syat.g_00808	Syas.g_01021
OG0000097	Syat.g_00907	Syas.g_00114
OG0000097	Syat.g_00535	Syas.g_01443
OG0000098	Syat.g_03281	Syas.g_00091
OG0000099	Syat.g_02130	Syas.g_01826
OG0000100	Syat.g_00517	Syas.g_00567
OG0000101	Syat.g_01661	Syas.g_01589
OG0000102	Syat.g_00974	Syas.g_02152, Syas.g_01395
OG0000103	Syat.g_02399	Syas.g_02009
OG0000104	Syat.g_02385	Syas.g_02026
OG0000105	Syat.g_02052	Syas.g_01739
OG0000106	Syat.g_00957	Syas.g_01451
OG0000107	Syat.g_01862	Syas.g_01669
OG0000108	Syat.g_03170	Syas.g_01253
OG0000109	Syat.g_03187	Syas.g_01236
OG0000110	Syat.g_00049	Syas.g_00359, Syas.g_00818
OG0000111	Syat.g_00816	Syas.g_01037
OG0000112	Syat.g_00593	Syas.g_00452
OG0000113	Syat.g_00509	Syas.g_00571
OG0000114	Syat.g_00426	Syas.g_00252, Syas.g_00674
OG0000115	Syat.g_01328	Syas.g_02548, Syas.g_01285
OG0000116	Syat.g_02641	Syas.g_00317
OG0000117	Syat.g_00224	Syas.g_01122
OG0000118	Syat.g_01168	Syas.g_02835
OG0000120	Syat.g_02132	Syas.g_01828
OG0000121	Syat.g_01223	Syas.g_02821
OG0000123	Syat.g_01653	Syas.g_01582
OG0000124	Syat.g_02231	Syas.g_02137
OG0000125	Syat.g_02684	Syas.g_01889
OG0000126	Syat.g_00976	Syas.g_01992
OG0000127	Syat.g_00175	Syas.g_02540
OG0000128	Syat.g_02331	Syas.g_02046
OG0000129	Syat.g_02694	Syas.g_01880
OG0000130	Syat.g_01469	Syas.g_02522
OG0000131	Syat.g_02898	Syas.g_02367
OG0000132	Syat.g_02864	Syas.g_02334
OG0000133	Syat.g_00588	Syas.g_00457
OG0000134	Syat.g_02956	Syas.g_01509
OG0000135	Syat.g_02501	Syas.g_01938
OG0000136	Syat.g_01292	Syas.g_02740
OG0000137	Syat.g_01371	Syas.g_01333
OG0000138	Syat.g_03188	Syas.g_01235
OG0000139	Syat.g_03276	Syas.g_00069
OG0000140	Syat.g_03280	Syas.g_00090
OG0000141	Syat.g_03398	Syas.g_00875
OG0000142	Syat.g_00117	Syas.g_00746
OG0000143	Syat.g_00130	Syas.g_00742
OG0000144	Syat.g_00369	Syas.g_00718
OG0000145	Syat.g_03202	Syas.g_00948
OG0000146	Syat.g_00594	Syas.g_00451
OG0000147	Syat.g_00595	Syas.g_00450
OG0000148	Syat.g_00503	Syas.g_00577
OG0000149	Syat.g_00747	Syas.g_00282
OG0000150	Syat.g_03399	Syas.g_00874
OG0000151	Syat.g_00801	Syas.g_00148
OG0000151	Syat.g_00440	Syas.g_00659
OG0000152	Syat.g_00578	Syas.g_00461
OG0000153	Syat.g_00542	Syas.g_00543
OG0000154	Syat.g_00708	Syas.g_00219
OG0000155	Syat.g_00287	Syas.g_01131
OG0000156	Syat.g_03228	Syas.g_01206
OG0000157	Syat.g_02012, Syat.g_03227	Syas.g_01207
OG0000158	Syat.g_02163	Syas.g_02185
OG0000159	Syat.g_01187	Syas.g_01155
OG0000160	Syat.g_01224	Syas.g_02820
OG0000161	Syat.g_01180	Syas.g_02826
OG0000162	Syat.g_01281	Syas.g_02751
OG0000163	Syat.g_02979	Syas.g_01488
OG0000164	Syat.g_03040	Syas.g_02648
OG0000165	Syat.g_03033	Syas.g_02609
OG0000166	Syat.g_01822	Syas.g_01629
OG0000167	Syat.g_02148	Syas.g_01449
OG0000168	Syat.g_02164	Syas.g_02184
OG0000169	Syat.g_02192	Syas.g_02170
OG0000170	Syat.g_02201	Syas.g_02161
OG0000171	Syat.g_02230	Syas.g_02139
OG0000172	Syat.g_02260	Syas.g_02110
OG0000173	Syat.g_02284	Syas.g_02092
OG0000174	Syat.g_02504	Syas.g_01940
OG0000175	Syat.g_02416	Syas.g_01994
OG0000176	Syat.g_02372	Syas.g_02038
OG0000177	Syat.g_02338	Syas.g_02039
OG0000178	Syat.g_02337	Syas.g_02040
OG0000179	Syat.g_02322	Syas.g_02054
OG0000180	Syat.g_02321	Syas.g_02055
OG0000181	Syat.g_02320	Syas.g_02056
OG0000182	Syat.g_02319	Syas.g_02057
OG0000183	Syat.g_02315	Syas.g_02061
OG0000184	Syat.g_02704	Syas.g_01872
OG0000185	Syat.g_02719	Syas.g_01861
OG0000186	Syat.g_01463	Syas.g_02525
OG0000187	Syat.g_01467	Syas.g_02524
OG0000188	Syat.g_01489	Syas.g_02502
OG0000189	Syat.g_01557	Syas.g_02432
OG0000190	Syat.g_00330	Syas.g_00133
OG0000191	Syat.g_03344, Syat.g_02939	Syas.g_02400
OG0000192	Syat.g_02933	Syas.g_02395
OG0000193	Syat.g_02897	Syas.g_02366
OG0000194	Syat.g_02894	Syas.g_02363
OG0000195	Syat.g_02892	Syas.g_02360
OG0000196	Syat.g_02867	Syas.g_02337
OG0000197	Syat.g_02866	Syas.g_02336
OG0000198	Syat.g_02865	Syas.g_02335
OG0000199	Syat.g_02857	Syas.g_02327
OG0000200	Syat.g_02840	Syas.g_02298
OG0000201	Syat.g_02821	Syas.g_02279
OG0000202	Syat.g_02820	Syas.g_02278
OG0000203	Syat.g_02819	Syas.g_02277
OG0000204	Syat.g_02818	Syas.g_02276
OG0000205	Syat.g_02809	Syas.g_02267
OG0000206	Syat.g_02785	Syas.g_02240
OG0000207	Syat.g_02778	Syas.g_02237
OG0000208	Syat.g_02777	Syas.g_02236
OG0000209	Syat.g_02735	Syas.g_01837
OG0000210	Syat.g_02734	Syas.g_01838
OG0000211	Syat.g_01452	Syas.g_02552
OG0000212	Syat.g_01442	Syas.g_02562
OG0000213	Syat.g_01889	Syas.g_01707
OG0000214	Syat.g_02042	Syas.g_01730
OG0000215	Syat.g_02075	Syas.g_01766
OG0000216	Syat.g_02079	Syas.g_01770
OG0000217	Syat.g_02085	Syas.g_01778
OG0000218	Syat.g_02087	Syas.g_01780
OG0000219	Syat.g_02088	Syas.g_01783
OG0000220	Syat.g_02089	Syas.g_01784
OG0000221	Syat.g_02095	Syas.g_01785
OG0000222	Syat.g_02109	Syas.g_01804
OG0000223	Syat.g_02570	Syas.g_02221
OG0000224	Syat.g_02139	Syas.g_02215
OG0000225	Syat.g_01595	Syas.g_01522
OG0000226	Syat.g_01588	Syas.g_01518
OG0000228	Syat.g_02952	Syas.g_01513
OG0000229	Syat.g_02970	Syas.g_01497
OG0000230	Syat.g_02972	Syas.g_01495
OG0000231	Syat.g_01283	Syas.g_02749
OG0000232	Syat.g_01313	Syas.g_01276
OG0000233	Syat.g_01407	Syas.g_01352
OG0000234	Syat.g_01369	Syas.g_01331
OG0000235	Syat.g_03169	Syas.g_01254
OG0000236	Syat.g_03186	Syas.g_01237
OG0000237	Syat.g_03214	Syas.g_01220
OG0000238	Syat.g_03219	Syas.g_01215
OG0000239	Syat.g_01105	Syas.g_00012
OG0000240	Syat.g_01104	Syas.g_00013
OG0000241	Syat.g_00111	Syas.g_00754
OG0000242	Syat.g_01077	Syas.g_00059
OG0000243	Syat.g_00092	Syas.g_00777
OG0000244	Syat.g_00082	Syas.g_00784
OG0000245	Syat.g_00080	Syas.g_00786
OG0000246	Syat.g_00076	Syas.g_00790
OG0000247	Syat.g_00065	Syas.g_00802
OG0000248	Syat.g_00062	Syas.g_00805
OG0000249	Syat.g_00060	Syas.g_00807
OG0000250	Syat.g_00053	Syas.g_00814
OG0000251	Syat.g_00027	Syas.g_00845
OG0000252	Syat.g_00022	Syas.g_00950
OG0000253	Syat.g_00021	Syas.g_00846
OG0000254	Syat.g_03407	Syas.g_00869
OG0000255	Syat.g_02405	Syas.g_00132, Syas.g_01062
OG0000256	Syat.g_03306	Syas.g_00104
OG0000257	Syat.g_00109	Syas.g_00757
OG0000258	Syat.g_00382	Syas.g_00733
OG0000259	Syat.g_00342	Syas.g_00708
OG0000260	Syat.g_00392	Syas.g_00705
OG0000261	Syat.g_00400	Syas.g_00701
OG0000262	Syat.g_00407	Syas.g_00695
OG0000263	Syat.g_00200	Syas.g_01103
OG0000266	Syat.g_00671	Syas.g_00186
OG0000267	Syat.g_00636	Syas.g_00377
OG0000268	Syat.g_00634	Syas.g_00390
OG0000269	Syat.g_00474, Syat.g_00126	Syas.g_00601
OG0000270	Syat.g_00477	Syas.g_00598
OG0000271	Syat.g_00485	Syas.g_00590
OG0000272	Syat.g_00486	Syas.g_00589
OG0000273	Syat.g_00520	Syas.g_00563
OG0000274	Syat.g_00521	Syas.g_00562
OG0000275	Syat.g_00718	Syas.g_00230
OG0000276	Syat.g_00725	Syas.g_00237
OG0000277	Syat.g_00738	Syas.g_00238
OG0000278	Syat.g_00741	Syas.g_00241
OG0000279	Syat.g_00755	Syas.g_00288
OG0000280	Syat.g_01669	Syas.g_00889, Syas.g_00481
OG0000281	Syat.g_00960	Syas.g_00970
OG0000282	Syat.g_00431	Syas.g_00672
OG0000283	Syat.g_00620	Syas.g_00409
OG0000284	Syat.g_00614	Syas.g_00416
OG0000285	Syat.g_00607	Syas.g_00436
OG0000286	Syat.g_00579	Syas.g_00460
OG0000287	Syat.g_00550	Syas.g_00534
OG0000288	Syat.g_00709	Syas.g_00220
OG0000289	Syat.g_00695	Syas.g_00205
OG0000290	Syat.g_00805	Syas.g_01016
OG0000291	Syat.g_00807	Syas.g_01018
OG0000292	Syat.g_02388	Syas.g_02020
OG0000293	Syat.g_03241	Syas.g_01197
OG0000294	Syat.g_03248	Syas.g_01196
OG0000295	Syat.g_00297	Syas.g_01139
OG0000296	Syat.g_00295	Syas.g_01137
OG0000297	Syat.g_00226	Syas.g_01124
OG0000298	Syat.g_00225	Syas.g_01123
OG0000299	Syat.g_00910	Syas.g_01087
OG0000300	Syat.g_00904	Syas.g_01082
OG0000301	Syat.g_00903	Syas.g_01081
OG0000302	Syat.g_00901	Syas.g_01080
OG0000303	Syat.g_00892	Syas.g_01071
OG0000304	Syat.g_00885	Syas.g_01066
OG0000305	Syat.g_00809	Syas.g_01023
OG0000306	Syat.g_01704	Syas.g_01929
OG0000307	Syat.g_01304	Syas.g_01270
OG0000308	Syat.g_01306	Syas.g_01272
OG0000309	Syat.g_01417	Syas.g_01364
OG0000310	Syat.g_01246	Syas.g_02796
OG0000311	Syat.g_01242	Syas.g_02799
OG0000312	Syat.g_01237	Syas.g_02804
OG0000313	Syat.g_01183	Syas.g_02823
OG0000314	Syat.g_01341	Syas.g_01296
OG0000315	Syat.g_01351	Syas.g_01306
OG0000316	Syat.g_03082	Syas.g_02728
OG0000317	Syat.g_03120	Syas.g_02687
OG0000318	Syat.g_03125	Syas.g_02680
OG0000319	Syat.g_03055	Syas.g_02663
OG0000320	Syat.g_03053	Syas.g_02661
OG0000321	Syat.g_03052	Syas.g_02660
OG0000322	Syat.g_03051	Syas.g_02659
OG0000323	Syat.g_03038	Syas.g_02646
OG0000324	Syat.g_02998	Syas.g_02578
OG0000325	Syat.g_01861	Syas.g_01668
OG0000326	Syat.g_01854	Syas.g_01661
OG0000327	Syat.g_01827	Syas.g_01634
OG0000328	Syat.g_01826	Syas.g_01633
OG0000329	Syat.g_01808	Syas.g_01615
OG0000330	Syat.g_01807	Syas.g_01614
OG0000331	Syat.g_01806	Syas.g_01613
OG0000332	Syat.g_01790	Syas.g_01598
OG0000333	Syat.g_01787	Syas.g_01595
OG0000334	Syat.g_01657	Syas.g_01586
OG0000335	Syat.g_01652	Syas.g_01581
OG0000336	Syat.g_01648	Syas.g_01577
OG0000337	Syat.g_02144	Syas.g_02211
OG0000338	Syat.g_02146	Syas.g_02199
OG0000339	Syat.g_02155, Syat.g_01055	Syas.g_02192
OG0000340	Syat.g_02165	Syas.g_02183
OG0000341	Syat.g_02167	Syas.g_02181
OG0000342	Syat.g_02168	Syas.g_02180
OG0000343	Syat.g_02185	Syas.g_02176
OG0000344	Syat.g_02189	Syas.g_02172
OG0000345	Syat.g_02202	Syas.g_02160
OG0000346	Syat.g_02207	Syas.g_02155
OG0000347	Syat.g_02234	Syas.g_02136
OG0000348	Syat.g_02264	Syas.g_02107
OG0000349	Syat.g_02291	Syas.g_02085
OG0000350	Syat.g_01847	Syas.g_01654
OG0000351	Syat.g_02411	Syas.g_01998
OG0000352	Syat.g_02410	Syas.g_01999
OG0000353	Syat.g_00955, Syat.g_02377	Syas.g_02033
OG0000354	Syat.g_03225	Syas.g_01209
OG0000354	Syat.g_02325	Syas.g_02052
OG0000355	Syat.g_02375	Syas.g_02035
OG0000356	Syat.g_02374	Syas.g_02036
OG0000357	Syat.g_02373	Syas.g_02037
OG0000358	Syat.g_02336	Syas.g_02041
OG0000359	Syat.g_02334	Syas.g_02043
OG0000360	Syat.g_02333	Syas.g_02044
OG0000361	Syat.g_02332	Syas.g_02045
OG0000362	Syat.g_02330	Syas.g_02047
OG0000363	Syat.g_02328	Syas.g_02049
OG0000364	Syat.g_03122	Syas.g_02685
OG0000365	Syat.g_02318	Syas.g_02058
OG0000366	Syat.g_02317	Syas.g_02059
OG0000368	Syat.g_02314	Syas.g_02062
OG0000369	Syat.g_02313	Syas.g_02063
OG0000370	Syat.g_02312	Syas.g_02064
OG0000371	Syat.g_02304	Syas.g_02073
OG0000372	Syat.g_02298	Syas.g_02078
OG0000373	Syat.g_02297	Syas.g_02079
OG0000374	Syat.g_02296	Syas.g_02080
OG0000375	Syat.g_02295	Syas.g_02081
OG0000376	Syat.g_02293	Syas.g_02083
OG0000377	Syat.g_02695	Syas.g_01879
OG0000378	Syat.g_02715	Syas.g_01867
OG0000379	Syat.g_02720	Syas.g_01859
OG0000380	Syat.g_01468	Syas.g_02523
OG0000381	Syat.g_01470	Syas.g_02521
OG0000382	Syat.g_01488	Syas.g_02503
OG0000383	Syat.g_01521	Syas.g_02480
OG0000384	Syat.g_01522	Syas.g_02479
OG0000385	Syat.g_01523	Syas.g_02478
OG0000386	Syat.g_01524	Syas.g_02477
OG0000387	Syat.g_01561	Syas.g_00134
OG0000388	Syat.g_01565	Syas.g_02426
OG0000389	Syat.g_01569	Syas.g_02422
OG0000390	Syat.g_02945	Syas.g_02406
OG0000391	Syat.g_02940	Syas.g_02401
OG0000392	Syat.g_02934	Syas.g_02396
OG0000393	Syat.g_02931	Syas.g_02394
OG0000394	Syat.g_02930	Syas.g_02393
OG0000395	Syat.g_02929	Syas.g_02392
OG0000396	Syat.g_02927	Syas.g_02389
OG0000397	Syat.g_02925	Syas.g_02387
OG0000398	Syat.g_02920	Syas.g_02382
OG0000399	Syat.g_02919	Syas.g_02381
OG0000400	Syat.g_02918	Syas.g_02380
OG0000401	Syat.g_02917	Syas.g_02379
OG0000402	Syat.g_02915	Syas.g_02377
OG0000403	Syat.g_02914	Syas.g_02376
OG0000404	Syat.g_02913	Syas.g_02375
OG0000405	Syat.g_02900	Syas.g_02369
OG0000406	Syat.g_02896	Syas.g_02365
OG0000407	Syat.g_02895	Syas.g_02364
OG0000408	Syat.g_02893	Syas.g_02361
OG0000409	Syat.g_02891	Syas.g_02359
OG0000410	Syat.g_02890	Syas.g_02358
OG0000411	Syat.g_02889	Syas.g_02357
OG0000412	Syat.g_02888	Syas.g_02356
OG0000413	Syat.g_02886	Syas.g_02354
OG0000414	Syat.g_02885	Syas.g_02353
OG0000415	Syat.g_02884	Syas.g_02352
OG0000416	Syat.g_02883	Syas.g_02351
OG0000417	Syat.g_02868	Syas.g_02338
OG0000418	Syat.g_02863	Syas.g_02333
OG0000419	Syat.g_02861	Syas.g_02331
OG0000420	Syat.g_02859	Syas.g_02329
OG0000421	Syat.g_02855	Syas.g_02324
OG0000422	Syat.g_02854	Syas.g_02323
OG0000423	Syat.g_02853	Syas.g_02322
OG0000424	Syat.g_02852	Syas.g_02321
OG0000425	Syat.g_02851	Syas.g_02320
OG0000426	Syat.g_02850	Syas.g_02319
OG0000427	Syat.g_02849	Syas.g_02318
OG0000428	Syat.g_02846	Syas.g_02315
OG0000429	Syat.g_02843	Syas.g_02312
OG0000430	Syat.g_02841	Syas.g_02311
OG0000431	Syat.g_02838	Syas.g_02296
OG0000432	Syat.g_02832	Syas.g_02288
OG0000433	Syat.g_02829	Syas.g_02286
OG0000434	Syat.g_02828	Syas.g_02285
OG0000435	Syat.g_02824	Syas.g_02282
OG0000436	Syat.g_02817	Syas.g_02273
OG0000437	Syat.g_02558	Syas.g_02272
OG0000438	Syat.g_02813	Syas.g_02271
OG0000439	Syat.g_02811	Syas.g_02269
OG0000440	Syat.g_02810	Syas.g_02268
OG0000441	Syat.g_02807	Syas.g_02265
OG0000442	Syat.g_02797	Syas.g_02259
OG0000443	Syat.g_02787	Syas.g_02241
OG0000444	Syat.g_02756	Syas.g_02234
OG0000445	Syat.g_02755	Syas.g_02233
OG0000446	Syat.g_02753	Syas.g_02231
OG0000447	Syat.g_02749	Syas.g_02229
OG0000448	Syat.g_02748	Syas.g_02228
OG0000449	Syat.g_02747	Syas.g_02226
OG0000450	Syat.g_02738	Syas.g_01834
OG0000451	Syat.g_02737	Syas.g_01835
OG0000452	Syat.g_02732	Syas.g_01844
OG0000453	Syat.g_02731	Syas.g_01845
OG0000454	Syat.g_02730	Syas.g_01846
OG0000455	Syat.g_02729	Syas.g_01847
OG0000456	Syat.g_02728	Syas.g_01848
OG0000457	Syat.g_02726	Syas.g_01850
OG0000458	Syat.g_02725	Syas.g_01851
OG0000459	Syat.g_02724	Syas.g_01852
OG0000460	Syat.g_01450	Syas.g_02554
OG0000461	Syat.g_01866	Syas.g_01686
OG0000462	Syat.g_01868	Syas.g_01688
OG0000463	Syat.g_01869	Syas.g_01689
OG0000464	Syat.g_01870	Syas.g_01690
OG0000465	Syat.g_01872	Syas.g_01692
OG0000466	Syat.g_01877	Syas.g_01697
OG0000467	Syat.g_01878	Syas.g_01698
OG0000468	Syat.g_01884	Syas.g_01703
OG0000469	Syat.g_02000	Syas.g_01725
OG0000470	Syat.g_02038	Syas.g_01727
OG0000471	Syat.g_02039	Syas.g_01728
OG0000472	Syat.g_02041	Syas.g_01729
OG0000473	Syat.g_02043	Syas.g_01731
OG0000474	Syat.g_02044	Syas.g_01732
OG0000475	Syat.g_02045	Syas.g_01733
OG0000476	Syat.g_02047	Syas.g_01735
OG0000477	Syat.g_02053	Syas.g_01740
OG0000478	Syat.g_02054	Syas.g_01741
OG0000479	Syat.g_02056	Syas.g_01749
OG0000480	Syat.g_02063	Syas.g_01756
OG0000481	Syat.g_02066	Syas.g_00161, Syas.g_00162
OG0000482	Syat.g_02067	Syas.g_01758
OG0000483	Syat.g_02071	Syas.g_01762
OG0000484	Syat.g_02072	Syas.g_01763
OG0000485	Syat.g_02073	Syas.g_01764
OG0000486	Syat.g_02074	Syas.g_01765
OG0000487	Syat.g_02080	Syas.g_01771
OG0000488	Syat.g_02086	Syas.g_01779
OG0000489	Syat.g_02097	Syas.g_01823
OG0000490	Syat.g_02106	Syas.g_01808
OG0000491	Syat.g_02107	Syas.g_01806
OG0000492	Syat.g_02110	Syas.g_01803
OG0000493	Syat.g_02111	Syas.g_01802
OG0000494	Syat.g_02112	Syas.g_01801
OG0000495	Syat.g_02120	Syas.g_01799
OG0000496	Syat.g_02121	Syas.g_01798
OG0000497	Syat.g_02122	Syas.g_01797
OG0000498	Syat.g_02123	Syas.g_01796
OG0000499	Syat.g_02124	Syas.g_01795
OG0000500	Syat.g_02125	Syas.g_01794
OG0000501	Syat.g_02128	Syas.g_01791
OG0000502	Syat.g_02135	Syas.g_02216
OG0000503	Syat.g_01614	Syas.g_01541
OG0000504	Syat.g_01612	Syas.g_01539
OG0000505	Syat.g_01611	Syas.g_01538
OG0000506	Syat.g_01609	Syas.g_01536
OG0000507	Syat.g_01603	Syas.g_01530
OG0000508	Syat.g_01596	Syas.g_01523
OG0000509	Syat.g_01591	Syas.g_01521
OG0000510	Syat.g_01590	Syas.g_01520
OG0000511	Syat.g_01589	Syas.g_01519
OG0000512	Syat.g_01587	Syas.g_01517
OG0000513	Syat.g_02957	Syas.g_01508
OG0000514	Syat.g_02962	Syas.g_01504
OG0000515	Syat.g_02963	Syas.g_01503
OG0000516	Syat.g_02965	Syas.g_01501
OG0000517	Syat.g_02969	Syas.g_01498
OG0000518	Syat.g_01286	Syas.g_02746
OG0000519	Syat.g_01285	Syas.g_02747
OG0000520	Syat.g_01284	Syas.g_02748
OG0000521	Syat.g_01319	Syas.g_01281
OG0000522	Syat.g_01317	Syas.g_01279
OG0000523	Syat.g_01316	Syas.g_01278
OG0000524	Syat.g_01409	Syas.g_01354
OG0000525	Syat.g_01382	Syas.g_01342
OG0000526	Syat.g_01380	Syas.g_01340
OG0000527	Syat.g_01373	Syas.g_01335
OG0000528	Syat.g_03167	Syas.g_01256
OG0000529	Syat.g_03171	Syas.g_01252
OG0000530	Syat.g_03174	Syas.g_01249
OG0000531	Syat.g_03175	Syas.g_01248
OG0000532	Syat.g_03178	Syas.g_01245
OG0000533	Syat.g_03180	Syas.g_01243
OG0000534	Syat.g_03181	Syas.g_01242
OG0000535	Syat.g_03182	Syas.g_01241
OG0000536	Syat.g_03183	Syas.g_01240
OG0000537	Syat.g_03185	Syas.g_01238
OG0000538	Syat.g_03204	Syas.g_01228
OG0000539	Syat.g_03206	Syas.g_01227
OG0000540	Syat.g_03207	Syas.g_01226
OG0000541	Syat.g_03208	Syas.g_01225
OG0000542	Syat.g_03213	Syas.g_01221
OG0000543	Syat.g_03215	Syas.g_01219
OG0000544	Syat.g_03216	Syas.g_01218
OG0000545	Syat.g_03218	Syas.g_01216
OG0000546	Syat.g_03220	Syas.g_01214
OG0000547	Syat.g_03222	Syas.g_01212
OG0000548	Syat.g_03223	Syas.g_01211
OG0000549	Syat.g_01795	Syas.g_00005
OG0000550	Syat.g_01107	Syas.g_00010
OG0000551	Syat.g_01103	Syas.g_00015
OG0000552	Syat.g_01102	Syas.g_00016
OG0000553	Syat.g_01098	Syas.g_00019
OG0000554	Syat.g_03271	Syas.g_00063
OG0000555	Syat.g_00093	Syas.g_00775
OG0000556	Syat.g_00088	Syas.g_00781
OG0000557	Syat.g_00083	Syas.g_00783
OG0000558	Syat.g_00081	Syas.g_00785
OG0000559	Syat.g_00077	Syas.g_00789
OG0000560	Syat.g_00074	Syas.g_00792
OG0000561	Syat.g_00073	Syas.g_00793
OG0000562	Syat.g_00072	Syas.g_00794
OG0000563	Syat.g_00071	Syas.g_00795
OG0000564	Syat.g_00070	Syas.g_00796
OG0000565	Syat.g_00067	Syas.g_00800
OG0000566	Syat.g_00063	Syas.g_00804
OG0000567	Syat.g_00059	Syas.g_00808
OG0000568	Syat.g_00057	Syas.g_00810
OG0000569	Syat.g_00056	Syas.g_00811
OG0000570	Syat.g_00055	Syas.g_00812
OG0000571	Syat.g_00052	Syas.g_00815
OG0000572	Syat.g_00033	Syas.g_00839
OG0000573	Syat.g_00024	Syas.g_00952
OG0000574	Syat.g_00023	Syas.g_00951
OG0000575	Syat.g_00018	Syas.g_00848
OG0000576	Syat.g_00014	Syas.g_00850
