Orthogroup	Syat	Praf
OG0000132	Syat.g_02864	Praf.g_02452
OG0000133	Syat.g_00588	Praf.g_02336
OG0000134	Syat.g_02956	Praf.g_02012
OG0000135	Syat.g_02501	Praf.g_02715
OG0000136	Syat.g_01292	Praf.g_01984
OG0000137	Syat.g_01371	Praf.g_01907
OG0000138	Syat.g_03188	Praf.g_00612
OG0000139	Syat.g_03276	Praf.g_00666
OG0000140	Syat.g_03280	Praf.g_00670
OG0000141	Syat.g_03398	Praf.g_00764
OG0000142	Syat.g_00117	Praf.g_01692
OG0000143	Syat.g_00130	Praf.g_01696
OG0000144	Syat.g_00369	Praf.g_01721
OG0000145	Syat.g_03202	Praf.g_00617
OG0000146	Syat.g_00594	Praf.g_01401
OG0000147	Syat.g_00595	Praf.g_01402
OG0000148	Syat.g_00503	Praf.g_01548
OG0000149	Syat.g_00747	Praf.g_01604
OG0000150	Syat.g_03399	Praf.g_01625
OG0000151	Syat.g_00801, Syat.g_00440	Praf.g_01478
OG0000152	Syat.g_00578	Praf.g_01392
OG0000153	Syat.g_00542	Praf.g_01362
OG0000154	Syat.g_00708	Praf.g_01337
OG0000155	Syat.g_00287	Praf.g_00886
OG0000156	Syat.g_03228	Praf.g_00810
OG0000157	Syat.g_02012, Syat.g_03227	Praf.g_00809
OG0000158	Syat.g_02163	Praf.g_02394
OG0000160	Syat.g_01224	Praf.g_01795
OG0000161	Syat.g_01180	Praf.g_01805
OG0000162	Syat.g_01281	Praf.g_01817
OG0000163	Syat.g_02979	Praf.g_00538
OG0000164	Syat.g_03040	Praf.g_00453
OG0000165	Syat.g_03033	Praf.g_00444
OG0000166	Syat.g_01822	Praf.g_02157
OG0000167	Syat.g_02148	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Syat.g_02164	Praf.g_02395
OG0000169	Syat.g_02192	Praf.g_00191
OG0000170	Syat.g_02201	Praf.g_00183
OG0000171	Syat.g_02230	Praf.g_00154
OG0000172	Syat.g_02260	Praf.g_00087
OG0000173	Syat.g_02284	Praf.g_00062
OG0000174	Syat.g_02504	Praf.g_02717
OG0000175	Syat.g_02416	Praf.g_02754
OG0000176	Syat.g_02372	Praf.g_00004
OG0000177	Syat.g_02338	Praf.g_00005
OG0000178	Syat.g_02337	Praf.g_00006
OG0000179	Syat.g_02322	Praf.g_00021
OG0000180	Syat.g_02321	Praf.g_00022
OG0000181	Syat.g_02320	Praf.g_00023
OG0000182	Syat.g_02319	Praf.g_00024
OG0000183	Syat.g_02315	Praf.g_00028
OG0000184	Syat.g_02704	Praf.g_02611
OG0000185	Syat.g_02719	Praf.g_00333
OG0000186	Syat.g_01463	Praf.g_00328
OG0000187	Syat.g_01467	Praf.g_00326
OG0000188	Syat.g_01489	Praf.g_00303
OG0000189	Syat.g_00386, Syat.g_01557	Praf.g_00257
OG0000190	Syat.g_00330	Praf.g_00255
OG0000191	Syat.g_03344, Syat.g_02939	Praf.g_00218
OG0000192	Syat.g_02933	Praf.g_00212
OG0000193	Syat.g_02897	Praf.g_02433
OG0000194	Syat.g_02894	Praf.g_02436
OG0000195	Syat.g_02892	Praf.g_02438
OG0000196	Syat.g_02867	Praf.g_02449
OG0000197	Syat.g_02866	Praf.g_02450
OG0000198	Syat.g_02865	Praf.g_02451
OG0000199	Syat.g_02857	Praf.g_02468
OG0000200	Syat.g_02840	Praf.g_02492
OG0000201	Syat.g_02821	Praf.g_02511
OG0000202	Syat.g_02820	Praf.g_02512
OG0000203	Syat.g_02819	Praf.g_02513
OG0000204	Syat.g_02818	Praf.g_02514
OG0000205	Syat.g_02809	Praf.g_02521
OG0000206	Syat.g_02785	Praf.g_02532
OG0000207	Syat.g_02778	Praf.g_02582
OG0000208	Syat.g_02777	Praf.g_02581
OG0000209	Syat.g_02735	Praf.g_02557
OG0000210	Syat.g_02734	Praf.g_02556
OG0000211	Syat.g_01452	Praf.g_00378
OG0000212	Syat.g_01442	Praf.g_00392
OG0000213	Syat.g_01889	Praf.g_02245
OG0000214	Syat.g_02042	Praf.g_02263
OG0000215	Syat.g_02075	Praf.g_02293
OG0000216	Syat.g_02079	Praf.g_02296
OG0000217	Syat.g_02085	Praf.g_02300
OG0000218	Syat.g_02087	Praf.g_02302
OG0000219	Syat.g_02088	Praf.g_02303
OG0000220	Syat.g_02089	Praf.g_02304
OG0000221	Syat.g_02095	Praf.g_02314
OG0000222	Syat.g_02109	Praf.g_02323
OG0000223	Syat.g_02570	Praf.g_02347
OG0000224	Syat.g_02139	Praf.g_02358
OG0000225	Syat.g_01595	Praf.g_02030
OG0000226	Syat.g_01588	Praf.g_02026
OG0000228	Syat.g_02952	Praf.g_02016
OG0000229	Syat.g_02970	Praf.g_01989
OG0000230	Syat.g_02972	Praf.g_01987
OG0000231	Syat.g_01283	Praf.g_01963
OG0000232	Syat.g_01313	Praf.g_01952
OG0000233	Syat.g_01407	Praf.g_01938
OG0000234	Syat.g_01369	Praf.g_01905
OG0000235	Syat.g_03169	Praf.g_00594
OG0000236	Syat.g_03186	Praf.g_00610
OG0000237	Syat.g_03214	Praf.g_00627
OG0000238	Syat.g_03219	Praf.g_00631
OG0000239	Syat.g_01105	Praf.g_00647
OG0000240	Syat.g_01104	Praf.g_00648
OG0000241	Syat.g_00111	Praf.g_01177
OG0000242	Syat.g_01077	Praf.g_00658
OG0000243	Syat.g_00092	Praf.g_00681
OG0000244	Syat.g_00082	Praf.g_00685
OG0000245	Syat.g_00080	Praf.g_00688
OG0000246	Syat.g_00076	Praf.g_00692
OG0000247	Syat.g_00065	Praf.g_00703
OG0000248	Syat.g_00062	Praf.g_00706
OG0000249	Syat.g_00060	Praf.g_00708
OG0000250	Syat.g_00053	Praf.g_00714
OG0000251	Syat.g_00027	Praf.g_00739
OG0000252	Syat.g_00022	Praf.g_00742
OG0000253	Syat.g_00021	Praf.g_00749
OG0000254	Syat.g_03407	Praf.g_00768
OG0000255	Syat.g_02405	Praf.g_01662
OG0000256	Syat.g_03306	Praf.g_01676
OG0000257	Syat.g_00109	Praf.g_01685
OG0000258	Syat.g_00382	Praf.g_01708
OG0000259	Syat.g_00342	Praf.g_01736
OG0000260	Syat.g_00392	Praf.g_01739
OG0000261	Syat.g_00400	Praf.g_01742
OG0000262	Syat.g_00407	Praf.g_01748
OG0000263	Syat.g_00200	Praf.g_02570
OG0000266	Syat.g_00671	Praf.g_01313
OG0000267	Syat.g_00636	Praf.g_01436
OG0000268	Syat.g_00634	Praf.g_01435
OG0000269	Syat.g_00474, Syat.g_00126	Praf.g_01525
OG0000270	Syat.g_00477	Praf.g_01528
OG0000271	Syat.g_00485	Praf.g_01536
OG0000272	Syat.g_00486	Praf.g_01537
OG0000274	Syat.g_00521	Praf.g_01586
OG0000275	Syat.g_00718	Praf.g_01590
OG0000276	Syat.g_00725	Praf.g_01596
OG0000277	Syat.g_00738	Praf.g_01597
OG0000278	Syat.g_00741	Praf.g_01600
OG0000279	Syat.g_00755	Praf.g_01608
OG0000280	Syat.g_01669	Praf.g_01614
OG0000281	Syat.g_00960	Praf.g_01627
OG0000282	Syat.g_00431	Praf.g_01463
OG0000283	Syat.g_00620	Praf.g_01426
OG0000284	Syat.g_00614	Praf.g_01420
OG0000285	Syat.g_00607	Praf.g_01006
OG0000286	Syat.g_00579	Praf.g_01393
OG0000287	Syat.g_00550	Praf.g_01073
OG0000288	Syat.g_00709	Praf.g_01338
OG0000289	Syat.g_00695	Praf.g_01325
OG0000290	Syat.g_00805	Praf.g_01277
OG0000291	Syat.g_00807	Praf.g_01275
OG0000292	Syat.g_02388	Praf.g_02776
OG0000293	Syat.g_03241	Praf.g_00826
OG0000294	Syat.g_03248	Praf.g_00827
OG0000295	Syat.g_00297	Praf.g_00879
OG0000296	Syat.g_00295	Praf.g_00881
OG0000297	Syat.g_00226	Praf.g_00917
OG0000298	Syat.g_00225	Praf.g_00918
OG0000299	Syat.g_00910	Praf.g_00908
OG0000300	Syat.g_00904	Praf.g_00902
OG0000301	Syat.g_00903	Praf.g_00901
OG0000302	Syat.g_00901	Praf.g_00898
OG0000303	Syat.g_00892	Praf.g_00888
OG0000304	Syat.g_00885	Praf.g_00938
OG0000305	Syat.g_00809	Praf.g_01271
OG0000306	Syat.g_01704	Praf.g_01635
OG0000307	Syat.g_01304	Praf.g_00575
OG0000308	Syat.g_01306	Praf.g_00573
OG0000309	Syat.g_01417	Praf.g_00569
OG0000310	Syat.g_01246	Praf.g_01772
OG0000311	Syat.g_01242	Praf.g_01778, Praf.g_01776
OG0000312	Syat.g_01237	Praf.g_01782
OG0000313	Syat.g_01183	Praf.g_01802
OG0000314	Syat.g_01341	Praf.g_01837
OG0000315	Syat.g_01351	Praf.g_01848
OG0000316	Syat.g_03082	Praf.g_00526
OG0000317	Syat.g_03120	Praf.g_00485
OG0000318	Syat.g_03125	Praf.g_00479
OG0000319	Syat.g_03055	Praf.g_00464
OG0000320	Syat.g_03053	Praf.g_00462
OG0000321	Syat.g_03052	Praf.g_00461
OG0000322	Syat.g_03051	Praf.g_00460
OG0000323	Syat.g_03038	Praf.g_00449
OG0000324	Syat.g_02998	Praf.g_00419
OG0000325	Syat.g_01861	Praf.g_02200
OG0000326	Syat.g_01854	Praf.g_02193
OG0000327	Syat.g_01827	Praf.g_02162
OG0000328	Syat.g_01826	Praf.g_02161
OG0000329	Syat.g_01808	Praf.g_02144
OG0000330	Syat.g_01807	Praf.g_02143
OG0000331	Syat.g_01806	Praf.g_02142
OG0000332	Syat.g_01790	Praf.g_02127
OG0000333	Syat.g_01787	Praf.g_02125
OG0000334	Syat.g_01657	Praf.g_02112
OG0000335	Syat.g_01652	Praf.g_02107
OG0000336	Syat.g_01648	Praf.g_02103
OG0000337	Syat.g_02144	Praf.g_02372
OG0000338	Syat.g_02146	Praf.g_02375
OG0000339	Syat.g_02155, Syat.g_01055	Praf.g_02386
OG0000340	Syat.g_02165	Praf.g_02396
OG0000341	Syat.g_02167	Praf.g_02398
OG0000342	Syat.g_02168	Praf.g_02399
OG0000343	Syat.g_02185	Praf.g_00196
OG0000344	Syat.g_02189	Praf.g_00193
OG0000345	Syat.g_02202	Praf.g_00182
OG0000346	Syat.g_02207	Praf.g_00177
OG0000347	Syat.g_02234	Praf.g_00152
OG0000348	Syat.g_02264	Praf.g_00081
OG0000349	Syat.g_02291	Praf.g_00054
OG0000350	Syat.g_01847	Praf.g_02699
OG0000351	Syat.g_02411	Praf.g_02757
OG0000352	Syat.g_02410	Praf.g_02758
OG0000353	Syat.g_00955, Syat.g_02377	Praf.g_02782
OG0000354	Syat.g_03225	Praf.g_00637
OG0000354	Syat.g_02325	Praf.g_00019
OG0000355	Syat.g_02375	Praf.g_00001
OG0000356	Syat.g_02374	Praf.g_00002
OG0000357	Syat.g_02373	Praf.g_00003
OG0000358	Syat.g_02336	Praf.g_00007
OG0000359	Syat.g_02334	Praf.g_00009
OG0000360	Syat.g_02333	Praf.g_00010
OG0000361	Syat.g_02332	Praf.g_00011
OG0000362	Syat.g_02330	Praf.g_00013
OG0000363	Syat.g_02328	Praf.g_00015
OG0000364	Syat.g_03122	Praf.g_00016
OG0000365	Syat.g_02318	Praf.g_00025
OG0000366	Syat.g_02317	Praf.g_00026
OG0000367	Syat.g_02316	Praf.g_00027
OG0000368	Syat.g_02314	Praf.g_00029
OG0000369	Syat.g_02313	Praf.g_00030
OG0000370	Syat.g_02312	Praf.g_00031
OG0000371	Syat.g_02304	Praf.g_00040
OG0000372	Syat.g_02298	Praf.g_00045
OG0000373	Syat.g_02297	Praf.g_00046
OG0000374	Syat.g_02296	Praf.g_00047
OG0000375	Syat.g_02295	Praf.g_00050
OG0000376	Syat.g_02293	Praf.g_00052
OG0000377	Syat.g_02695	Praf.g_02618
OG0000378	Syat.g_02715	Praf.g_02605
OG0000379	Syat.g_02720	Praf.g_02601
OG0000380	Syat.g_01468	Praf.g_00325
OG0000381	Syat.g_01470	Praf.g_00320
OG0000382	Syat.g_01488	Praf.g_00304
OG0000383	Syat.g_01521	Praf.g_00302
OG0000384	Syat.g_01522	Praf.g_00301
OG0000385	Syat.g_01523	Praf.g_00300
OG0000386	Syat.g_01524	Praf.g_00299
OG0000387	Syat.g_01561	Praf.g_00253
OG0000388	Syat.g_01565	Praf.g_00249
OG0000389	Syat.g_01569	Praf.g_00245
OG0000390	Syat.g_02945	Praf.g_00224
OG0000391	Syat.g_02940	Praf.g_00219
OG0000392	Syat.g_02934	Praf.g_00214
OG0000393	Syat.g_02931	Praf.g_00209
OG0000394	Syat.g_02930	Praf.g_00208
OG0000395	Syat.g_02929	Praf.g_00207
OG0000396	Syat.g_02927	Praf.g_02403
OG0000397	Syat.g_02925	Praf.g_02405
OG0000398	Syat.g_02920	Praf.g_02410
OG0000399	Syat.g_02919	Praf.g_02411
OG0000400	Syat.g_02918	Praf.g_02412
OG0000401	Syat.g_02917	Praf.g_02413
OG0000402	Syat.g_02915	Praf.g_02415
OG0000403	Syat.g_02914	Praf.g_02416
OG0000404	Syat.g_02913	Praf.g_02418
OG0000405	Syat.g_02900	Praf.g_02430
OG0000406	Syat.g_02896	Praf.g_02434
OG0000407	Syat.g_02895	Praf.g_02435
OG0000408	Syat.g_02893	Praf.g_02437
OG0000409	Syat.g_02891	Praf.g_02439
OG0000410	Syat.g_02890	Praf.g_02440
OG0000411	Syat.g_02889	Praf.g_02441
OG0000412	Syat.g_02888	Praf.g_02442
OG0000413	Syat.g_02886	Praf.g_02444
OG0000414	Syat.g_02885	Praf.g_02445
OG0000415	Syat.g_02884	Praf.g_02446
OG0000416	Syat.g_02883	Praf.g_02447
OG0000417	Syat.g_02868	Praf.g_02448
OG0000418	Syat.g_02863	Praf.g_02453
OG0000419	Syat.g_02861	Praf.g_02455
OG0000420	Syat.g_02859	Praf.g_02456
OG0000421	Syat.g_02855	Praf.g_02470
OG0000422	Syat.g_02854	Praf.g_02471
OG0000423	Syat.g_02853	Praf.g_02472
OG0000424	Syat.g_02852	Praf.g_02473
OG0000425	Syat.g_02851	Praf.g_02474
OG0000426	Syat.g_02850	Praf.g_02475
OG0000427	Syat.g_02849	Praf.g_02476
OG0000428	Syat.g_02846	Praf.g_01486
OG0000429	Syat.g_02843	Praf.g_02489
OG0000430	Syat.g_02841	Praf.g_02491
OG0000431	Syat.g_02838	Praf.g_02495
OG0000432	Syat.g_02832	Praf.g_02502
OG0000433	Syat.g_02829	Praf.g_02505
OG0000434	Syat.g_02828	Praf.g_02506
OG0000435	Syat.g_02824	Praf.g_02509
OG0000436	Syat.g_02817	Praf.g_02515
OG0000437	Syat.g_02558	Praf.g_02516
OG0000438	Syat.g_02813	Praf.g_02517
OG0000439	Syat.g_02811	Praf.g_02519
OG0000440	Syat.g_02810	Praf.g_02520
OG0000441	Syat.g_02807	Praf.g_02524
OG0000442	Syat.g_02797	Praf.g_02525
OG0000443	Syat.g_02787	Praf.g_02531
OG0000444	Syat.g_02756	Praf.g_02575
OG0000445	Syat.g_02755	Praf.g_02574
OG0000446	Syat.g_02753	Praf.g_02572
OG0000447	Syat.g_02749	Praf.g_02568
OG0000448	Syat.g_02748	Praf.g_02567
OG0000449	Syat.g_02747	Praf.g_02566
OG0000450	Syat.g_02738	Praf.g_02560
OG0000451	Syat.g_02737	Praf.g_02559
OG0000452	Syat.g_02732	Praf.g_02555
OG0000453	Syat.g_02731	Praf.g_02554
OG0000454	Syat.g_02730	Praf.g_02553
OG0000455	Syat.g_02729	Praf.g_02552
OG0000456	Syat.g_02728	Praf.g_02551
OG0000457	Syat.g_02726	Praf.g_02549
OG0000458	Syat.g_02725	Praf.g_02548
OG0000459	Syat.g_02724	Praf.g_02547
OG0000460	Syat.g_01450	Praf.g_00379
OG0000461	Syat.g_01866	Praf.g_02203
OG0000462	Syat.g_01868	Praf.g_02207
OG0000463	Syat.g_01869	Praf.g_02208
OG0000464	Syat.g_01870	Praf.g_02209
OG0000465	Syat.g_01872	Praf.g_02210
OG0000466	Syat.g_01877	Praf.g_02215
OG0000467	Syat.g_01878	Praf.g_02217
OG0000468	Syat.g_01884	Praf.g_02242
OG0000469	Syat.g_02000	Praf.g_02255
OG0000470	Syat.g_02038	Praf.g_02259
OG0000471	Syat.g_02039	Praf.g_02260
OG0000472	Syat.g_02041	Praf.g_02262
OG0000473	Syat.g_02043	Praf.g_02264
OG0000474	Syat.g_02044	Praf.g_02265
OG0000475	Syat.g_02045	Praf.g_02266
OG0000476	Syat.g_02047	Praf.g_02268
OG0000477	Syat.g_02053	Praf.g_02273
OG0000478	Syat.g_02054	Praf.g_02274
OG0000479	Syat.g_02056	Praf.g_02275
OG0000480	Syat.g_02063	Praf.g_02282
OG0000481	Syat.g_02066	Praf.g_02284
OG0000482	Syat.g_02067	Praf.g_02285
OG0000483	Syat.g_02071	Praf.g_02289
OG0000484	Syat.g_02072	Praf.g_02290
OG0000485	Syat.g_02073	Praf.g_02291
OG0000486	Syat.g_02074	Praf.g_02292
OG0000487	Syat.g_02080	Praf.g_02297
OG0000488	Syat.g_02086	Praf.g_02301
OG0000489	Syat.g_02097	Praf.g_02315
OG0000490	Syat.g_02106	Praf.g_02321
OG0000491	Syat.g_02107	Praf.g_02322
OG0000492	Syat.g_02110	Praf.g_02324
OG0000493	Syat.g_02111	Praf.g_02325
OG0000494	Syat.g_02112	Praf.g_02326
OG0000495	Syat.g_02120	Praf.g_02327
OG0000496	Syat.g_02121	Praf.g_02328
OG0000497	Syat.g_02122	Praf.g_02329
OG0000498	Syat.g_02123	Praf.g_02330
OG0000499	Syat.g_02124	Praf.g_02331
OG0000500	Syat.g_02125	Praf.g_02332
OG0000501	Syat.g_02128	Praf.g_02335
OG0000502	Syat.g_02135	Praf.g_02349
OG0000503	Syat.g_01614	Praf.g_02054
OG0000504	Syat.g_01612	Praf.g_02052
OG0000505	Syat.g_01611	Praf.g_02051
OG0000506	Syat.g_01609	Praf.g_02049
OG0000507	Syat.g_01603	Praf.g_02045
OG0000508	Syat.g_01596	Praf.g_02031
OG0000509	Syat.g_01591	Praf.g_02029
OG0000510	Syat.g_01590	Praf.g_02028
OG0000511	Syat.g_01589	Praf.g_02027
OG0000512	Syat.g_01587	Praf.g_02025
OG0000513	Syat.g_02957	Praf.g_02011
OG0000514	Syat.g_02962	Praf.g_02002
OG0000515	Syat.g_02963	Praf.g_02001
OG0000516	Syat.g_02965	Praf.g_01999
OG0000517	Syat.g_02969	Praf.g_01990
OG0000518	Syat.g_01286	Praf.g_01978
OG0000519	Syat.g_01285	Praf.g_01977
OG0000520	Syat.g_01284	Praf.g_01972
OG0000521	Syat.g_01319	Praf.g_01959
OG0000522	Syat.g_01317	Praf.g_01957
OG0000523	Syat.g_01316	Praf.g_01956
OG0000524	Syat.g_01409	Praf.g_01942
OG0000525	Syat.g_01382	Praf.g_01915
OG0000526	Syat.g_01380	Praf.g_01913
OG0000527	Syat.g_01373	Praf.g_01909
OG0000528	Syat.g_03167	Praf.g_00589
OG0000529	Syat.g_03171	Praf.g_00596
OG0000530	Syat.g_03174	Praf.g_00599
OG0000531	Syat.g_03175	Praf.g_00600
OG0000532	Syat.g_03178	Praf.g_00603
OG0000533	Syat.g_03180	Praf.g_00605
OG0000534	Syat.g_03181	Praf.g_00606
OG0000535	Syat.g_03182	Praf.g_00607
OG0000536	Syat.g_03183	Praf.g_00608
OG0000537	Syat.g_03185	Praf.g_00609
OG0000538	Syat.g_03204	Praf.g_00619
OG0000539	Syat.g_03206	Praf.g_00621
OG0000540	Syat.g_03207	Praf.g_00622
OG0000541	Syat.g_03208	Praf.g_00623
OG0000542	Syat.g_03213	Praf.g_00626
OG0000543	Syat.g_03215	Praf.g_00628
OG0000544	Syat.g_03216	Praf.g_00629
OG0000545	Syat.g_03218	Praf.g_00630
OG0000546	Syat.g_03220	Praf.g_00632
OG0000547	Syat.g_03222	Praf.g_00634
OG0000548	Syat.g_03223	Praf.g_00635
OG0000549	Syat.g_01795	Praf.g_00641
OG0000550	Syat.g_01107	Praf.g_00646
OG0000551	Syat.g_01103	Praf.g_00650
OG0000552	Syat.g_01102	Praf.g_00651
OG0000553	Syat.g_01098	Praf.g_00656
OG0000554	Syat.g_03271	Praf.g_00661
OG0000555	Syat.g_00093	Praf.g_00677
OG0000556	Syat.g_00088	Praf.g_00683
OG0000557	Syat.g_00083	Praf.g_00684
OG0000558	Syat.g_00081	Praf.g_00687
OG0000559	Syat.g_00077	Praf.g_00691
OG0000560	Syat.g_00074	Praf.g_00694
OG0000561	Syat.g_00073	Praf.g_00695
OG0000562	Syat.g_00072	Praf.g_00696
OG0000563	Syat.g_00071	Praf.g_00697
OG0000564	Syat.g_00070	Praf.g_00698
OG0000565	Syat.g_00067	Praf.g_00701
OG0000566	Syat.g_00063	Praf.g_00705
OG0000567	Syat.g_00059	Praf.g_00709
OG0000568	Syat.g_00057	Praf.g_00711
OG0000569	Syat.g_00056	Praf.g_00712
OG0000570	Syat.g_00055	Praf.g_00713
OG0000571	Syat.g_00052	Praf.g_00716
OG0000572	Syat.g_00033	Praf.g_00733
OG0000573	Syat.g_00024	Praf.g_00740
OG0000574	Syat.g_00023	Praf.g_00741
OG0000575	Syat.g_00018	Praf.g_00751
OG0000576	Syat.g_00014	Praf.g_00753
OG0000577	Syat.g_00013	Praf.g_00754
OG0000578	Syat.g_00012	Praf.g_00755
OG0000579	Syat.g_00011	Praf.g_00756
OG0000580	Syat.g_00010	Praf.g_00757
OG0000581	Syat.g_00003	Praf.g_00761
OG0000582	Syat.g_03403	Praf.g_00765
OG0000583	Syat.g_03404	Praf.g_00766
OG0000584	Syat.g_03405	Praf.g_00767
OG0000585	Syat.g_03408	Praf.g_00769
OG0000586	Syat.g_03409	Praf.g_00771
OG0000587	Syat.g_00001	Praf.g_00773
OG0000588	Syat.g_00338	Praf.g_01663
