Orthogroup	Syat	Syai
OG0000127	Syat.g_00175	Syai.g_02459
OG0000128	Syat.g_02331	Syai.g_00012
OG0000129	Syat.g_02693, Syat.g_02694	Syai.g_02771
OG0000130	Syat.g_01469	Syai.g_02474
OG0000131	Syat.g_02898	Syai.g_02608
OG0000132	Syat.g_02864	Syai.g_02628
OG0000133	Syat.g_00588	Syai.g_01507
OG0000134	Syat.g_02956	Syai.g_00520
OG0000135	Syat.g_02501	Syai.g_02826
OG0000136	Syat.g_01292	Syai.g_02217
OG0000137	Syat.g_01371	Syai.g_00865
OG0000138	Syat.g_03188	Syai.g_00654
OG0000139	Syat.g_03276	Syai.g_00714
OG0000140	Syat.g_03280	Syai.g_00716
OG0000141	Syat.g_03398	Syai.g_01041
OG0000142	Syat.g_00117	Syai.g_01104
OG0000143	Syat.g_00130	Syai.g_01108
OG0000144	Syat.g_00369	Syai.g_01608
OG0000145	Syat.g_03202	Syai.g_00660
OG0000146	Syat.g_00594	Syai.g_01513
OG0000147	Syat.g_00595	Syai.g_01514
OG0000148	Syat.g_00503	Syai.g_01361
OG0000149	Syat.g_00747	Syai.g_02059
OG0000150	Syat.g_03399	Syai.g_00717
OG0000151	Syat.g_00801, Syat.g_00440	Syai.g_01280
OG0000152	Syat.g_00578	Syai.g_01503
OG0000153	Syat.g_00542	Syai.g_01461
OG0000154	Syat.g_00708	Syai.g_01434
OG0000155	Syat.g_00287	Syai.g_02109
OG0000156	Syat.g_03228	Syai.g_02162
OG0000157	Syat.g_02012, Syat.g_03227	Syai.g_02163
OG0000158	Syat.g_02163	Syai.g_00135
OG0000160	Syat.g_01224	Syai.g_00952
OG0000161	Syat.g_01180	Syai.g_00946
OG0000162	Syat.g_01281	Syai.g_00939
OG0000163	Syat.g_02979	Syai.g_02300
OG0000165	Syat.g_03033	Syai.g_02244
OG0000166	Syat.g_01822	Syai.g_00364
OG0000167	Syat.g_02148	Syai.g_00164
OG0000168	Syat.g_02164	Syai.g_00134
OG0000169	Syat.g_02192	Syai.g_00123
OG0000170	Syat.g_02201	Syai.g_00116
OG0000171	Syat.g_02230	Syai.g_00090
OG0000172	Syat.g_02260	Syai.g_00083
OG0000173	Syat.g_02284	Syai.g_00064
OG0000174	Syat.g_02504	Syai.g_02828
OG0000175	Syat.g_02416	Syai.g_02901
OG0000176	Syat.g_02372	Syai.g_00004
OG0000177	Syat.g_02338	Syai.g_00005
OG0000178	Syat.g_02337	Syai.g_00006
OG0000179	Syat.g_02322	Syai.g_00023
OG0000180	Syat.g_02321	Syai.g_00024
OG0000181	Syat.g_02320	Syai.g_00025
OG0000182	Syat.g_02319	Syai.g_00026
OG0000183	Syat.g_02315	Syai.g_00030
OG0000184	Syat.g_02704	Syai.g_02756
OG0000185	Syat.g_02719	Syai.g_02734
OG0000186	Syat.g_01463	Syai.g_02469
OG0000187	Syat.g_01467	Syai.g_02471
OG0000188	Syat.g_01489	Syai.g_02494
OG0000189	Syat.g_00386, Syat.g_01557	Syai.g_02530
OG0000190	Syat.g_00330	Syai.g_02532
OG0000191	Syat.g_03344, Syat.g_02939	Syai.g_02562
OG0000192	Syat.g_02933	Syai.g_02569
OG0000193	Syat.g_02897	Syai.g_02609
OG0000194	Syat.g_02894	Syai.g_02612
OG0000196	Syat.g_02867	Syai.g_02625
OG0000197	Syat.g_02866	Syai.g_02626
OG0000198	Syat.g_02865	Syai.g_02627
OG0000199	Syat.g_02857	Syai.g_02635
OG0000200	Syat.g_02840	Syai.g_02651
OG0000201	Syat.g_02821	Syai.g_02667
OG0000202	Syat.g_02820	Syai.g_02668
OG0000203	Syat.g_02819	Syai.g_02669
OG0000204	Syat.g_02818	Syai.g_02670
OG0000205	Syat.g_02809	Syai.g_02677
OG0000206	Syat.g_02785	Syai.g_02684
OG0000207	Syat.g_02778	Syai.g_02686
OG0000208	Syat.g_02777	Syai.g_02687
OG0000209	Syat.g_02735	Syai.g_02699
OG0000210	Syat.g_02734	Syai.g_02700
OG0000211	Syat.g_01452	Syai.g_00533
OG0000212	Syat.g_01442	Syai.g_00544
OG0000213	Syat.g_01889	Syai.g_00292
OG0000214	Syat.g_02042	Syai.g_00276
OG0000215	Syat.g_02075	Syai.g_00245
OG0000216	Syat.g_02079	Syai.g_00241
OG0000217	Syat.g_02085	Syai.g_00237
OG0000218	Syat.g_02087	Syai.g_00235
OG0000219	Syat.g_02088	Syai.g_00234
OG0000220	Syat.g_02089	Syai.g_00233
OG0000221	Syat.g_02095	Syai.g_00227
OG0000222	Syat.g_02109	Syai.g_00215
OG0000223	Syat.g_02570	Syai.g_00194
OG0000224	Syat.g_02139	Syai.g_00186
OG0000225	Syat.g_01595	Syai.g_00502
OG0000226	Syat.g_01588	Syai.g_00506
OG0000228	Syat.g_02952	Syai.g_00516
OG0000229	Syat.g_02970	Syai.g_02228
OG0000230	Syat.g_02972	Syai.g_02226
OG0000231	Syat.g_01283	Syai.g_02208
OG0000232	Syat.g_01313	Syai.g_00846
OG0000233	Syat.g_01407	Syai.g_00855
OG0000234	Syat.g_01369	Syai.g_00866
OG0000235	Syat.g_03169	Syai.g_00637
OG0000236	Syat.g_03186	Syai.g_00652
OG0000237	Syat.g_03214	Syai.g_00669
OG0000238	Syat.g_03219	Syai.g_00674
OG0000239	Syat.g_01105	Syai.g_00691
OG0000240	Syat.g_01104	Syai.g_00692
OG0000241	Syat.g_00111	Syai.g_01085, Syai.g_01089
OG0000242	Syat.g_01077	Syai.g_00705
OG0000243	Syat.g_00092	Syai.g_00726
OG0000244	Syat.g_00082	Syai.g_00731
OG0000245	Syat.g_00080	Syai.g_00733
OG0000246	Syat.g_00076	Syai.g_00737
OG0000247	Syat.g_00065	Syai.g_00748
OG0000248	Syat.g_00062	Syai.g_00751
OG0000249	Syat.g_00060	Syai.g_00753
OG0000250	Syat.g_00053	Syai.g_00762
OG0000251	Syat.g_00027	Syai.g_00789
OG0000252	Syat.g_00022	Syai.g_00797
OG0000253	Syat.g_00021	Syai.g_00798
OG0000254	Syat.g_03407	Syai.g_01045
OG0000255	Syat.g_02405	Syai.g_01061
OG0000256	Syat.g_03306	Syai.g_01077
OG0000257	Syat.g_00109	Syai.g_01084
OG0000258	Syat.g_00382	Syai.g_01113
OG0000259	Syat.g_00342	Syai.g_01229
OG0000260	Syat.g_00392	Syai.g_01232
OG0000261	Syat.g_00400	Syai.g_01235
OG0000262	Syat.g_00407	Syai.g_01240
OG0000263	Syat.g_00200	Syai.g_01776
OG0000266	Syat.g_00671	Syai.g_01401
OG0000267	Syat.g_00636	Syai.g_01569
OG0000268	Syat.g_00634	Syai.g_01568
OG0000269	Syat.g_00474, Syat.g_00126	Syai.g_01316
OG0000270	Syat.g_00477	Syai.g_01319
OG0000271	Syat.g_00485	Syai.g_01327
OG0000272	Syat.g_00486	Syai.g_01328
OG0000274	Syat.g_00521	Syai.g_02038
OG0000275	Syat.g_00718	Syai.g_02043
OG0000276	Syat.g_00725	Syai.g_02051
OG0000277	Syat.g_00738	Syai.g_02052
OG0000278	Syat.g_00741	Syai.g_02055
OG0000279	Syat.g_00755	Syai.g_02063
OG0000280	Syat.g_01669	Syai.g_02084
OG0000281	Syat.g_00960	Syai.g_01719
OG0000282	Syat.g_00431	Syai.g_01263
OG0000283	Syat.g_00620	Syai.g_01554
OG0000284	Syat.g_00614	Syai.g_01548
OG0000285	Syat.g_00607	Syai.g_01522
OG0000286	Syat.g_00579	Syai.g_01504
OG0000287	Syat.g_00550	Syai.g_01469
OG0000288	Syat.g_00709	Syai.g_01435
OG0000289	Syat.g_00695	Syai.g_01421
OG0000290	Syat.g_00805	Syai.g_02010
OG0000291	Syat.g_00807	Syai.g_02008
OG0000292	Syat.g_02388	Syai.g_02926
OG0000293	Syat.g_03241	Syai.g_02155
OG0000294	Syat.g_03248	Syai.g_02154
OG0000295	Syat.g_00297	Syai.g_02117
OG0000296	Syat.g_00295	Syai.g_02115
OG0000298	Syat.g_00225	Syai.g_01755
OG0000299	Syat.g_00910	Syai.g_01783
OG0000300	Syat.g_00904	Syai.g_01790
OG0000301	Syat.g_00903	Syai.g_01791
OG0000302	Syat.g_00901	Syai.g_01793
OG0000303	Syat.g_00892	Syai.g_01802
OG0000304	Syat.g_00885	Syai.g_01826
OG0000305	Syat.g_00809	Syai.g_02005
OG0000306	Syat.g_01704	Syai.g_02090
OG0000307	Syat.g_01304	Syai.g_00619
OG0000308	Syat.g_01306	Syai.g_00617
OG0000309	Syat.g_01417	Syai.g_00612
OG0000310	Syat.g_01246	Syai.g_00989
OG0000311	Syat.g_01242	Syai.g_00985
OG0000312	Syat.g_01237	Syai.g_00966
OG0000313	Syat.g_01183	Syai.g_00949
OG0000314	Syat.g_01341	Syai.g_00908
OG0000315	Syat.g_01351	Syai.g_00897
OG0000316	Syat.g_03082	Syai.g_02320, Syai.g_02322
OG0000317	Syat.g_03120	Syai.g_02373
OG0000318	Syat.g_03125	Syai.g_02379
OG0000319	Syat.g_03055	Syai.g_02395
OG0000320	Syat.g_03053	Syai.g_02397
OG0000321	Syat.g_03052	Syai.g_02398
OG0000322	Syat.g_03051	Syai.g_02399
OG0000323	Syat.g_03038	Syai.g_02413
OG0000324	Syat.g_02998	Syai.g_02272
OG0000325	Syat.g_01861	Syai.g_00320
OG0000326	Syat.g_01854	Syai.g_00327
OG0000327	Syat.g_01827	Syai.g_00359
OG0000328	Syat.g_01826	Syai.g_00360
OG0000329	Syat.g_01808	Syai.g_00378
OG0000330	Syat.g_01807	Syai.g_00379
OG0000331	Syat.g_01806	Syai.g_00380
OG0000333	Syat.g_01787	Syai.g_00398
OG0000334	Syat.g_01657	Syai.g_00407
OG0000335	Syat.g_01652	Syai.g_00412
OG0000336	Syat.g_01648	Syai.g_00416
OG0000337	Syat.g_02144	Syai.g_00169
OG0000338	Syat.g_02146	Syai.g_00166
OG0000339	Syat.g_02155, Syat.g_01055	Syai.g_00160
OG0000340	Syat.g_02165	Syai.g_00133
OG0000341	Syat.g_02167	Syai.g_00131
OG0000342	Syat.g_02168	Syai.g_00130
OG0000343	Syat.g_02185	Syai.g_00129
OG0000344	Syat.g_02189	Syai.g_00125
OG0000345	Syat.g_02202	Syai.g_00115
OG0000346	Syat.g_02207	Syai.g_00110
OG0000347	Syat.g_02234	Syai.g_00087
OG0000348	Syat.g_02264	Syai.g_00076
OG0000349	Syat.g_02291	Syai.g_00057
OG0000350	Syat.g_01847	Syai.g_00334
OG0000351	Syat.g_02411	Syai.g_02904
OG0000352	Syat.g_02410	Syai.g_02905
OG0000353	Syat.g_00955, Syat.g_02377	Syai.g_02932
OG0000354	Syat.g_03225	Syai.g_00680
OG0000354	Syat.g_02325	Syai.g_00019
OG0000355	Syat.g_02375	Syai.g_00001
OG0000356	Syat.g_02374	Syai.g_00002
OG0000357	Syat.g_02373	Syai.g_00003
OG0000358	Syat.g_02336	Syai.g_00007
OG0000359	Syat.g_02334	Syai.g_00009
OG0000360	Syat.g_02333	Syai.g_00010
OG0000361	Syat.g_02332	Syai.g_00011
OG0000362	Syat.g_02330	Syai.g_00013
OG0000363	Syat.g_02328	Syai.g_00015
OG0000364	Syat.g_03122	Syai.g_00016
OG0000365	Syat.g_02318	Syai.g_00027
OG0000366	Syat.g_02317	Syai.g_00028
OG0000367	Syat.g_02316	Syai.g_00029
OG0000368	Syat.g_02314	Syai.g_00031
OG0000369	Syat.g_02313	Syai.g_00032
OG0000370	Syat.g_02312	Syai.g_00033
OG0000371	Syat.g_02304	Syai.g_00041
OG0000372	Syat.g_02298	Syai.g_00047
OG0000373	Syat.g_02297	Syai.g_00048
OG0000374	Syat.g_02296	Syai.g_00049
OG0000375	Syat.g_02295	Syai.g_00053
OG0000376	Syat.g_02293	Syai.g_00055
OG0000377	Syat.g_02695	Syai.g_02769
OG0000378	Syat.g_02715	Syai.g_02751
OG0000379	Syat.g_02720	Syai.g_02733
OG0000380	Syat.g_01468	Syai.g_02472
OG0000381	Syat.g_01470	Syai.g_02475
OG0000382	Syat.g_01488	Syai.g_02493
OG0000383	Syat.g_01521	Syai.g_02498
OG0000384	Syat.g_01522	Syai.g_02499
OG0000385	Syat.g_01523	Syai.g_02500
OG0000386	Syat.g_01524	Syai.g_02501
OG0000387	Syat.g_01561	Syai.g_02534
OG0000388	Syat.g_01565	Syai.g_02538
OG0000389	Syat.g_01569	Syai.g_02542
OG0000390	Syat.g_02945	Syai.g_02556
OG0000391	Syat.g_02940	Syai.g_02561
OG0000392	Syat.g_02934	Syai.g_02568
OG0000393	Syat.g_02931	Syai.g_02570
OG0000394	Syat.g_02930	Syai.g_02571
OG0000395	Syat.g_02929	Syai.g_02572
OG0000396	Syat.g_02927	Syai.g_02575
OG0000397	Syat.g_02925	Syai.g_02577
OG0000398	Syat.g_02920	Syai.g_02582
OG0000399	Syat.g_02919	Syai.g_02583
OG0000400	Syat.g_02918	Syai.g_02584
OG0000401	Syat.g_02917	Syai.g_02585
OG0000402	Syat.g_02915	Syai.g_02588
OG0000403	Syat.g_02914	Syai.g_02589
OG0000404	Syat.g_02913	Syai.g_02590
OG0000405	Syat.g_02900	Syai.g_02606
OG0000406	Syat.g_02896	Syai.g_02610
OG0000407	Syat.g_02895	Syai.g_02611
OG0000408	Syat.g_02893	Syai.g_02613
OG0000409	Syat.g_02891	Syai.g_02615
OG0000410	Syat.g_02890	Syai.g_02616
OG0000411	Syat.g_02889	Syai.g_02617
OG0000412	Syat.g_02888	Syai.g_02618
OG0000413	Syat.g_02886	Syai.g_02620
OG0000414	Syat.g_02885	Syai.g_02621
OG0000415	Syat.g_02884	Syai.g_02622
OG0000416	Syat.g_02883	Syai.g_02623
OG0000417	Syat.g_02868	Syai.g_02624
OG0000418	Syat.g_02863	Syai.g_02629
OG0000419	Syat.g_02861	Syai.g_02631
OG0000420	Syat.g_02859	Syai.g_02633
OG0000421	Syat.g_02855	Syai.g_02638
OG0000422	Syat.g_02854	Syai.g_02639
OG0000423	Syat.g_02853	Syai.g_02640
OG0000424	Syat.g_02852	Syai.g_02641
OG0000425	Syat.g_02851	Syai.g_02642
OG0000426	Syat.g_02850	Syai.g_02643
OG0000427	Syat.g_02849	Syai.g_02644
OG0000428	Syat.g_02846	Syai.g_02647
OG0000429	Syat.g_02843	Syai.g_02649
OG0000430	Syat.g_02841	Syai.g_02650
OG0000431	Syat.g_02838	Syai.g_02654
OG0000432	Syat.g_02832	Syai.g_02660
OG0000433	Syat.g_02829	Syai.g_02662
OG0000434	Syat.g_02828	Syai.g_02663
OG0000435	Syat.g_02824	Syai.g_02666
OG0000436	Syat.g_02817	Syai.g_02671
OG0000437	Syat.g_02558	Syai.g_02672
OG0000438	Syat.g_02813	Syai.g_02673
OG0000439	Syat.g_02811	Syai.g_02675
OG0000440	Syat.g_02810	Syai.g_02676
OG0000441	Syat.g_02807	Syai.g_02681
OG0000442	Syat.g_02797	Syai.g_02682
OG0000443	Syat.g_02787	Syai.g_02683
OG0000444	Syat.g_02756	Syai.g_02688
OG0000445	Syat.g_02755	Syai.g_02689
OG0000446	Syat.g_02753	Syai.g_02690
OG0000447	Syat.g_02749	Syai.g_02693
OG0000448	Syat.g_02748	Syai.g_02694
OG0000449	Syat.g_02747	Syai.g_02695
OG0000450	Syat.g_02738	Syai.g_02696
OG0000451	Syat.g_02737	Syai.g_02697
OG0000452	Syat.g_02732	Syai.g_02701
OG0000453	Syat.g_02731	Syai.g_02702
OG0000454	Syat.g_02730	Syai.g_02703
OG0000455	Syat.g_02729	Syai.g_02704
OG0000456	Syat.g_02728	Syai.g_02705
OG0000457	Syat.g_02726	Syai.g_02707
OG0000458	Syat.g_02725	Syai.g_02708
OG0000459	Syat.g_02724	Syai.g_02709
OG0000460	Syat.g_01450	Syai.g_00535
OG0000461	Syat.g_01866	Syai.g_00314
OG0000462	Syat.g_01868	Syai.g_00311
OG0000463	Syat.g_01869	Syai.g_00310
OG0000464	Syat.g_01870	Syai.g_00309
OG0000465	Syat.g_01872	Syai.g_00307
OG0000466	Syat.g_01877	Syai.g_00303
OG0000467	Syat.g_01878	Syai.g_00301
OG0000468	Syat.g_01884	Syai.g_00296
OG0000469	Syat.g_02000	Syai.g_00282
OG0000470	Syat.g_02038	Syai.g_00280
OG0000471	Syat.g_02039	Syai.g_00279
OG0000472	Syat.g_02041	Syai.g_00277
OG0000473	Syat.g_02043	Syai.g_00275
OG0000474	Syat.g_02044	Syai.g_00274
OG0000475	Syat.g_02045	Syai.g_00273
OG0000476	Syat.g_02047	Syai.g_00271
OG0000477	Syat.g_02053	Syai.g_00265
OG0000478	Syat.g_02054	Syai.g_00264
OG0000479	Syat.g_02056	Syai.g_00263
OG0000480	Syat.g_02063	Syai.g_00256
OG0000481	Syat.g_02066	Syai.g_00254
OG0000482	Syat.g_02067	Syai.g_00253
OG0000483	Syat.g_02071	Syai.g_00249
OG0000484	Syat.g_02072	Syai.g_00248
OG0000485	Syat.g_02073	Syai.g_00247
OG0000486	Syat.g_02074	Syai.g_00246
OG0000487	Syat.g_02080	Syai.g_00240
OG0000488	Syat.g_02086	Syai.g_00236
OG0000489	Syat.g_02097	Syai.g_00226
OG0000490	Syat.g_02106	Syai.g_00218
OG0000491	Syat.g_02107	Syai.g_00217
OG0000492	Syat.g_02110	Syai.g_00214
OG0000493	Syat.g_02111	Syai.g_00213
OG0000494	Syat.g_02112	Syai.g_00212
OG0000495	Syat.g_02120	Syai.g_00211
OG0000496	Syat.g_02121	Syai.g_00210
OG0000497	Syat.g_02122	Syai.g_00209
OG0000498	Syat.g_02123	Syai.g_00208
OG0000499	Syat.g_02124	Syai.g_00207
OG0000500	Syat.g_02125	Syai.g_00206
OG0000501	Syat.g_02128	Syai.g_00203
OG0000502	Syat.g_02135	Syai.g_00192
OG0000503	Syat.g_01614	Syai.g_00486
OG0000504	Syat.g_01612	Syai.g_00488
OG0000505	Syat.g_01611	Syai.g_00489
OG0000506	Syat.g_01609	Syai.g_00491
OG0000507	Syat.g_01603	Syai.g_00497
OG0000508	Syat.g_01596	Syai.g_00501
OG0000509	Syat.g_01591	Syai.g_00503
OG0000510	Syat.g_01590	Syai.g_00504
OG0000511	Syat.g_01589	Syai.g_00505
OG0000512	Syat.g_01587	Syai.g_00507
OG0000513	Syat.g_02957	Syai.g_00521
OG0000514	Syat.g_02962	Syai.g_00528
OG0000515	Syat.g_02963	Syai.g_00529
OG0000516	Syat.g_02965	Syai.g_02223
OG0000517	Syat.g_02969	Syai.g_02229
OG0000518	Syat.g_01286	Syai.g_02211
OG0000519	Syat.g_01285	Syai.g_02210
OG0000520	Syat.g_01284	Syai.g_02209
OG0000521	Syat.g_01319	Syai.g_00842
OG0000522	Syat.g_01317	Syai.g_00844
OG0000523	Syat.g_01316	Syai.g_00845
OG0000524	Syat.g_01409	Syai.g_00852
OG0000525	Syat.g_01382	Syai.g_00856
OG0000526	Syat.g_01380	Syai.g_00859
OG0000527	Syat.g_01373	Syai.g_00863
OG0000528	Syat.g_03167	Syai.g_00633
OG0000529	Syat.g_03171	Syai.g_00639
OG0000530	Syat.g_03174	Syai.g_00642
OG0000531	Syat.g_03175	Syai.g_00643
OG0000532	Syat.g_03178	Syai.g_00646
OG0000533	Syat.g_03180	Syai.g_00647
OG0000534	Syat.g_03181	Syai.g_00648
OG0000535	Syat.g_03182	Syai.g_00649
OG0000536	Syat.g_03183	Syai.g_00650
OG0000537	Syat.g_03185	Syai.g_00651
OG0000538	Syat.g_03204	Syai.g_00662
OG0000539	Syat.g_03206	Syai.g_00663
OG0000540	Syat.g_03207	Syai.g_00664
OG0000541	Syat.g_03208	Syai.g_00665
OG0000542	Syat.g_03213	Syai.g_00668
OG0000543	Syat.g_03215	Syai.g_00670
OG0000544	Syat.g_03216	Syai.g_00671
OG0000545	Syat.g_03218	Syai.g_00673
OG0000546	Syat.g_03220	Syai.g_00675
OG0000547	Syat.g_03222	Syai.g_00677
OG0000548	Syat.g_03223	Syai.g_00678
OG0000549	Syat.g_01795	Syai.g_00684
OG0000550	Syat.g_01107	Syai.g_00689
OG0000551	Syat.g_01103	Syai.g_00694
OG0000552	Syat.g_01102	Syai.g_00695
OG0000553	Syat.g_01098	Syai.g_00698
OG0000554	Syat.g_03271	Syai.g_00708
OG0000555	Syat.g_00093	Syai.g_00725
OG0000556	Syat.g_00088	Syai.g_00728
OG0000557	Syat.g_00083	Syai.g_00730
OG0000558	Syat.g_00081	Syai.g_00732
OG0000559	Syat.g_00077	Syai.g_00736
OG0000560	Syat.g_00074	Syai.g_00739
OG0000561	Syat.g_00073	Syai.g_00740
OG0000562	Syat.g_00072	Syai.g_00741
OG0000563	Syat.g_00071	Syai.g_00742
OG0000564	Syat.g_00070	Syai.g_00743
OG0000565	Syat.g_00067	Syai.g_00746
OG0000566	Syat.g_00063	Syai.g_00750
OG0000567	Syat.g_00059	Syai.g_00754
OG0000568	Syat.g_00057	Syai.g_00758
OG0000569	Syat.g_00056	Syai.g_00759
OG0000570	Syat.g_00055	Syai.g_00760
OG0000571	Syat.g_00052	Syai.g_00764
OG0000572	Syat.g_00033	Syai.g_00782
OG0000573	Syat.g_00024	Syai.g_00790
OG0000574	Syat.g_00023	Syai.g_00796
OG0000575	Syat.g_00018	Syai.g_00800
OG0000576	Syat.g_00014	Syai.g_00802
OG0000577	Syat.g_00013	Syai.g_00803
OG0000578	Syat.g_00012	Syai.g_00804
OG0000579	Syat.g_00011	Syai.g_00805
OG0000580	Syat.g_00010	Syai.g_00806
OG0000581	Syat.g_00003	Syai.g_00812
OG0000582	Syat.g_03403	Syai.g_01042
OG0000583	Syat.g_03404	Syai.g_01043
OG0000584	Syat.g_03405	Syai.g_01044
OG0000585	Syat.g_03408	Syai.g_01046
OG0000586	Syat.g_03409	Syai.g_01047
OG0000587	Syat.g_00001	Syai.g_01049
OG0000588	Syat.g_00338	Syai.g_01063
OG0000589	Syat.g_03318	Syai.g_01066
OG0000590	Syat.g_03317	Syai.g_01067
OG0000591	Syat.g_03308	Syai.g_01075
OG0000592	Syat.g_03307	Syai.g_01076
OG0000593	Syat.g_00113	Syai.g_01100
OG0000594	Syat.g_00114	Syai.g_01101
OG0000595	Syat.g_00115	Syai.g_01102
OG0000596	Syat.g_00129	Syai.g_01107
OG0000597	Syat.g_00132	Syai.g_01110
OG0000598	Syat.g_00133	Syai.g_01111
