Orthogroup	Syat	Prbk
OG0000059	Syat.g_01832	Prbk.g_00992
OG0000060	Syat.g_01384	Prbk.g_02058
OG0000061	Syat.g_03260	Prbk.g_01019
OG0000062	Syat.g_03107	Prbk.g_00931
OG0000063	Syat.g_02303	Prbk.g_01613
OG0000065	Syat.g_01571	Prbk.g_00011
OG0000066	Syat.g_03283	Prbk.g_01094
OG0000068	Syat.g_00085, Syat.g_01295	Prbk.g_02052
OG0000070	Syat.g_01032, Syat.g_01040	Prbk.g_00310
OG0000071	Syat.g_01153	Prbk.g_01183
OG0000072	Syat.g_02856, Syat.g_01597	Prbk.g_00778
OG0000073	Syat.g_03201	Prbk.g_01862
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Prbk.g_00514
OG0000076	Syat.g_02206	Prbk.g_00237
OG0000077	Syat.g_01481	Prbk.g_00307
OG0000078	Syat.g_00184	Prbk.g_01515
OG0000079	Syat.g_01879	Prbk.g_01000
OG0000081	Syat.g_00980	Prbk.g_00733
OG0000082	Syat.g_00035	Prbk.g_01122
OG0000085	Syat.g_03113	Prbk.g_00919
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Prbk.g_01295
OG0000087	Syat.g_02912	Prbk.g_00559
OG0000088	Syat.g_02862	Prbk.g_01836
OG0000089	Syat.g_02953	Prbk.g_00364
OG0000090	Syat.g_03270	Prbk.g_01080
OG0000091	Syat.g_00939, Syat.g_00862	Prbk.g_02639
OG0000094	Syat.g_00698, Syat.g_01034	Prbk.g_02190
OG0000095	Syat.g_00808	Prbk.g_00056
OG0000098	Syat.g_03281	Prbk.g_01199
OG0000099	Syat.g_02130	Prbk.g_00476
OG0000100	Syat.g_00517	Prbk.g_01360, Prbk.g_02498
OG0000101	Syat.g_01661	Prbk.g_00796
OG0000102	Syat.g_00974	Prbk.g_01484
OG0000103	Syat.g_02399	Prbk.g_02260
OG0000104	Syat.g_02385	Prbk.g_02274
OG0000105	Syat.g_02052	Prbk.g_00409
OG0000106	Syat.g_00957	Prbk.g_00925
OG0000107	Syat.g_01862	Prbk.g_01902
OG0000108	Syat.g_03170	Prbk.g_02061
OG0000109	Syat.g_03187	Prbk.g_02077
OG0000110	Syat.g_00049	Prbk.g_01110
OG0000111	Syat.g_00816	Prbk.g_01766
OG0000112	Syat.g_00593	Prbk.g_02332
OG0000113	Syat.g_00509	Prbk.g_02493
OG0000114	Syat.g_00426	Prbk.g_02396
OG0000115	Syat.g_01328	Prbk.g_01234
OG0000116	Syat.g_02641	Prbk.g_01034
OG0000117	Syat.g_00224	Prbk.g_01496
OG0000118	Syat.g_01168	Prbk.g_01169
OG0000119	Syat.g_00309	Prbk.g_01746, Prbk.g_01786
OG0000120	Syat.g_02132	Prbk.g_00477
OG0000121	Syat.g_01223	Prbk.g_00267, Prbk.g_00261
OG0000123	Syat.g_01653	Prbk.g_00805
OG0000124	Syat.g_02231	Prbk.g_01539
OG0000125	Syat.g_02684	Prbk.g_02168
OG0000126	Syat.g_00976	Prbk.g_02272
OG0000128	Syat.g_02331	Prbk.g_02290
OG0000129	Syat.g_02693, Syat.g_02694	Prbk.g_02156
OG0000130	Syat.g_01469	Prbk.g_01320
OG0000131	Syat.g_02898	Prbk.g_00751
OG0000132	Syat.g_02864	Prbk.g_00771
OG0000133	Syat.g_00588	Prbk.g_00472
OG0000134	Syat.g_02956	Prbk.g_00361
OG0000135	Syat.g_02501	Prbk.g_02209
OG0000136	Syat.g_01292	Prbk.g_00323
OG0000137	Syat.g_01371	Prbk.g_02113
OG0000138	Syat.g_03188	Prbk.g_02078
OG0000139	Syat.g_03276	Prbk.g_01086
OG0000140	Syat.g_03280	Prbk.g_01092
OG0000141	Syat.g_03398	Prbk.g_01154
OG0000142	Syat.g_00117	Prbk.g_02631
OG0000143	Syat.g_00130	Prbk.g_02635
OG0000144	Syat.g_00369	Prbk.g_00739
OG0000145	Syat.g_03202	Prbk.g_01863
OG0000146	Syat.g_00594	Prbk.g_02333
OG0000147	Syat.g_00595	Prbk.g_02334
OG0000148	Syat.g_00503	Prbk.g_02487
OG0000149	Syat.g_00747	Prbk.g_02544
OG0000150	Syat.g_03399	Prbk.g_02567
OG0000151	Syat.g_00801, Syat.g_00440	Prbk.g_02417
OG0000152	Syat.g_00578	Prbk.g_02324
OG0000153	Syat.g_00542	Prbk.g_02297
OG0000154	Syat.g_00708	Prbk.g_00584
OG0000155	Syat.g_00287	Prbk.g_00099
OG0000156	Syat.g_03228	Prbk.g_00164
OG0000157	Syat.g_02012, Syat.g_03227	Prbk.g_00163
OG0000158	Syat.g_02163	Prbk.g_00526
OG0000160	Syat.g_01224	Prbk.g_00260
OG0000161	Syat.g_01180	Prbk.g_00274
OG0000162	Syat.g_01281	Prbk.g_00280
OG0000163	Syat.g_02979	Prbk.g_02002
OG0000164	Syat.g_03040	Prbk.g_01432
OG0000165	Syat.g_03033	Prbk.g_01423
OG0000166	Syat.g_01822	Prbk.g_00982
OG0000167	Syat.g_02148	Prbk.g_00512
OG0000168	Syat.g_02164	Prbk.g_00527
OG0000169	Syat.g_02192	Prbk.g_00220
OG0000170	Syat.g_02201	Prbk.g_00232
OG0000171	Syat.g_02230	Prbk.g_01538
OG0000172	Syat.g_02260	Prbk.g_01573
OG0000173	Syat.g_02284	Prbk.g_01594
OG0000174	Syat.g_02504	Prbk.g_02211
OG0000175	Syat.g_02416	Prbk.g_02249
OG0000176	Syat.g_02372	Prbk.g_02282
OG0000177	Syat.g_02338	Prbk.g_02283
OG0000178	Syat.g_02337	Prbk.g_02284
OG0000179	Syat.g_02322	Prbk.g_01633
OG0000180	Syat.g_02321	Prbk.g_01632
OG0000181	Syat.g_02320	Prbk.g_01631
OG0000182	Syat.g_02319	Prbk.g_01630
OG0000183	Syat.g_02315	Prbk.g_01626
OG0000184	Syat.g_02704	Prbk.g_02148
OG0000186	Syat.g_01463	Prbk.g_01326
OG0000187	Syat.g_01467	Prbk.g_01324
OG0000188	Syat.g_01489	Prbk.g_01303
OG0000189	Syat.g_00386, Syat.g_01557	Prbk.g_00024
OG0000190	Syat.g_00330	Prbk.g_00022
OG0000191	Syat.g_03344, Syat.g_02939	Prbk.g_00197
OG0000192	Syat.g_02933	Prbk.g_00206
OG0000193	Syat.g_02897	Prbk.g_00752
OG0000194	Syat.g_02894	Prbk.g_00755
OG0000195	Syat.g_02892	Prbk.g_00757
OG0000196	Syat.g_02867	Prbk.g_00768
OG0000197	Syat.g_02866	Prbk.g_00769
OG0000198	Syat.g_02865	Prbk.g_00770
OG0000199	Syat.g_02857	Prbk.g_00777
OG0000200	Syat.g_02840	Prbk.g_01280
OG0000201	Syat.g_02821	Prbk.g_01261
OG0000202	Syat.g_02820	Prbk.g_01260
OG0000203	Syat.g_02819	Prbk.g_01259
OG0000204	Syat.g_02818	Prbk.g_01258
OG0000205	Syat.g_02809	Prbk.g_01251
OG0000206	Syat.g_02785	Prbk.g_00632
OG0000207	Syat.g_02778	Prbk.g_00686
OG0000208	Syat.g_02777	Prbk.g_00685
OG0000209	Syat.g_02735	Prbk.g_00658
OG0000210	Syat.g_02734	Prbk.g_00657
OG0000211	Syat.g_01452	Prbk.g_01368
OG0000212	Syat.g_01442	Prbk.g_01514
OG0000213	Syat.g_01889	Prbk.g_00374
OG0000214	Syat.g_02042	Prbk.g_00401
OG0000215	Syat.g_02075	Prbk.g_00431
OG0000216	Syat.g_02079	Prbk.g_00434
OG0000217	Syat.g_02085	Prbk.g_00438
OG0000218	Syat.g_02087	Prbk.g_00442
OG0000219	Syat.g_02088	Prbk.g_00443
OG0000220	Syat.g_02089	Prbk.g_00444
OG0000221	Syat.g_02095	Prbk.g_00449
OG0000222	Syat.g_02109	Prbk.g_00458
OG0000223	Syat.g_02570	Prbk.g_00481
OG0000224	Syat.g_02139	Prbk.g_00492
OG0000225	Syat.g_01595	Prbk.g_00889
OG0000226	Syat.g_01588	Prbk.g_00893
OG0000228	Syat.g_02952	Prbk.g_00365
OG0000229	Syat.g_02970	Prbk.g_00328
OG0000230	Syat.g_02972	Prbk.g_00326
OG0000231	Syat.g_01283	Prbk.g_00311
OG0000232	Syat.g_01313	Prbk.g_00295
OG0000233	Syat.g_01407	Prbk.g_02092
OG0000234	Syat.g_01369	Prbk.g_02114
OG0000235	Syat.g_03169	Prbk.g_02060
OG0000236	Syat.g_03186	Prbk.g_02076
OG0000237	Syat.g_03214	Prbk.g_01047
OG0000238	Syat.g_03219	Prbk.g_01051
OG0000239	Syat.g_01105	Prbk.g_01067
OG0000240	Syat.g_01104	Prbk.g_01068
OG0000241	Syat.g_00111	Prbk.g_01965
OG0000242	Syat.g_01077	Prbk.g_01078
OG0000243	Syat.g_00092	Prbk.g_02684
OG0000244	Syat.g_00082	Prbk.g_01897
OG0000245	Syat.g_00080	Prbk.g_01894
OG0000246	Syat.g_00076	Prbk.g_01890
OG0000247	Syat.g_00065	Prbk.g_01879
OG0000248	Syat.g_00062	Prbk.g_01876
OG0000249	Syat.g_00060	Prbk.g_01874
OG0000250	Syat.g_00053	Prbk.g_01106
OG0000251	Syat.g_00027	Prbk.g_01130
OG0000252	Syat.g_00022	Prbk.g_01133
OG0000253	Syat.g_00021	Prbk.g_01139
OG0000254	Syat.g_03407	Prbk.g_01158
OG0000255	Syat.g_02405	Prbk.g_02604
OG0000256	Syat.g_03306	Prbk.g_02618
OG0000257	Syat.g_00109	Prbk.g_02624
OG0000258	Syat.g_00382	Prbk.g_02647
OG0000259	Syat.g_00342	Prbk.g_00720
OG0000260	Syat.g_00392	Prbk.g_00717
OG0000261	Syat.g_00400	Prbk.g_00714
OG0000262	Syat.g_00407	Prbk.g_00709
OG0000263	Syat.g_00200	Prbk.g_00672
OG0000266	Syat.g_00671	Prbk.g_00608
OG0000267	Syat.g_00636	Prbk.g_02371
OG0000268	Syat.g_00634	Prbk.g_02370
OG0000269	Syat.g_00474, Syat.g_00126	Prbk.g_02463
OG0000270	Syat.g_00477	Prbk.g_02466
OG0000271	Syat.g_00485	Prbk.g_02474
OG0000272	Syat.g_00486	Prbk.g_02475
OG0000274	Syat.g_00521	Prbk.g_02527
OG0000275	Syat.g_00718	Prbk.g_02530
OG0000276	Syat.g_00725	Prbk.g_02536
OG0000277	Syat.g_00738	Prbk.g_02537
OG0000278	Syat.g_00741	Prbk.g_02540
OG0000279	Syat.g_00755	Prbk.g_02548
OG0000280	Syat.g_01669	Prbk.g_02554
OG0000281	Syat.g_00960	Prbk.g_02568
OG0000282	Syat.g_00431	Prbk.g_02398
OG0000283	Syat.g_00620	Prbk.g_02359
OG0000284	Syat.g_00614	Prbk.g_02353
OG0000285	Syat.g_00607	Prbk.g_01698
OG0000286	Syat.g_00579	Prbk.g_02325
OG0000287	Syat.g_00550	Prbk.g_01728
OG0000288	Syat.g_00709	Prbk.g_00583
OG0000289	Syat.g_00695	Prbk.g_00596
OG0000290	Syat.g_00805	Prbk.g_00059
OG0000291	Syat.g_00807	Prbk.g_00057
OG0000292	Syat.g_02388	Prbk.g_02271
OG0000293	Syat.g_03241	Prbk.g_01032
OG0000294	Syat.g_03248	Prbk.g_01031
OG0000295	Syat.g_00297	Prbk.g_00106
OG0000296	Syat.g_00295	Prbk.g_00104
OG0000297	Syat.g_00226	Prbk.g_01498
OG0000298	Syat.g_00225	Prbk.g_01497
OG0000299	Syat.g_00910	Prbk.g_01508
OG0000300	Syat.g_00904	Prbk.g_00186
OG0000301	Syat.g_00903	Prbk.g_00185
OG0000302	Syat.g_00901	Prbk.g_00182
OG0000303	Syat.g_00892	Prbk.g_00097
OG0000304	Syat.g_00885	Prbk.g_00121
OG0000305	Syat.g_00809	Prbk.g_00055
OG0000306	Syat.g_01704	Prbk.g_02578
OG0000307	Syat.g_01304	Prbk.g_02044
OG0000308	Syat.g_01306	Prbk.g_02042
OG0000309	Syat.g_01417	Prbk.g_02038
OG0000310	Syat.g_01246	Prbk.g_01937
OG0000311	Syat.g_01242	Prbk.g_00243
OG0000312	Syat.g_01237	Prbk.g_00247
OG0000313	Syat.g_01183	Prbk.g_00271
OG0000314	Syat.g_01341	Prbk.g_01222
OG0000315	Syat.g_01351	Prbk.g_01212
OG0000316	Syat.g_03082	Prbk.g_01991
OG0000317	Syat.g_03120	Prbk.g_00913
OG0000318	Syat.g_03125	Prbk.g_00906
OG0000319	Syat.g_03055	Prbk.g_01443
OG0000320	Syat.g_03053	Prbk.g_01441
OG0000321	Syat.g_03052	Prbk.g_01440
OG0000322	Syat.g_03051	Prbk.g_01439
OG0000323	Syat.g_03038	Prbk.g_01428
OG0000324	Syat.g_02998	Prbk.g_01399
OG0000325	Syat.g_01861	Prbk.g_01904
OG0000326	Syat.g_01854	Prbk.g_01912
OG0000327	Syat.g_01827	Prbk.g_00987
OG0000328	Syat.g_01826	Prbk.g_00986
OG0000329	Syat.g_01808	Prbk.g_00969
OG0000330	Syat.g_01807	Prbk.g_00968
OG0000331	Syat.g_01806	Prbk.g_00967
OG0000332	Syat.g_01790	Prbk.g_00952
OG0000333	Syat.g_01787	Prbk.g_00950
OG0000334	Syat.g_01657	Prbk.g_00801
OG0000335	Syat.g_01652	Prbk.g_00806
OG0000336	Syat.g_01648	Prbk.g_00810
OG0000337	Syat.g_02144	Prbk.g_00506
OG0000338	Syat.g_02146	Prbk.g_00510
OG0000339	Syat.g_02155, Syat.g_01055	Prbk.g_00516
OG0000340	Syat.g_02165	Prbk.g_00528
OG0000341	Syat.g_02167	Prbk.g_00530
OG0000342	Syat.g_02168	Prbk.g_00531
OG0000343	Syat.g_02185	Prbk.g_00215
OG0000344	Syat.g_02189	Prbk.g_00218
OG0000345	Syat.g_02202	Prbk.g_00233
OG0000346	Syat.g_02207	Prbk.g_00238
OG0000347	Syat.g_02234	Prbk.g_01540
OG0000348	Syat.g_02264	Prbk.g_01578
OG0000349	Syat.g_02291	Prbk.g_01602
OG0000350	Syat.g_01847	Prbk.g_02204
OG0000351	Syat.g_02411	Prbk.g_02252
OG0000352	Syat.g_02410	Prbk.g_02253
OG0000353	Syat.g_00955, Syat.g_02377	Prbk.g_02277
OG0000354	Syat.g_03225	Prbk.g_01057
OG0000354	Syat.g_02325	Prbk.g_01635
OG0000355	Syat.g_02375	Prbk.g_02279
OG0000356	Syat.g_02374	Prbk.g_02280
OG0000357	Syat.g_02373	Prbk.g_02281
OG0000358	Syat.g_02336	Prbk.g_02285
OG0000359	Syat.g_02334	Prbk.g_02287
OG0000360	Syat.g_02333	Prbk.g_02288
OG0000361	Syat.g_02332	Prbk.g_02289
OG0000362	Syat.g_02330	Prbk.g_02291
OG0000363	Syat.g_02328	Prbk.g_01639
OG0000364	Syat.g_03122	Prbk.g_01638
OG0000365	Syat.g_02318	Prbk.g_01629
OG0000366	Syat.g_02317	Prbk.g_01628
OG0000367	Syat.g_02316	Prbk.g_01627
OG0000368	Syat.g_02314	Prbk.g_01625
OG0000369	Syat.g_02313	Prbk.g_01624
OG0000370	Syat.g_02312	Prbk.g_01623
OG0000371	Syat.g_02304	Prbk.g_01614
OG0000372	Syat.g_02298	Prbk.g_01609
OG0000373	Syat.g_02297	Prbk.g_01608
OG0000374	Syat.g_02296	Prbk.g_01607
OG0000375	Syat.g_02295	Prbk.g_01606
OG0000376	Syat.g_02293	Prbk.g_01604
OG0000377	Syat.g_02695	Prbk.g_02155
OG0000378	Syat.g_02715	Prbk.g_02141
OG0000379	Syat.g_02720	Prbk.g_02125
OG0000380	Syat.g_01468	Prbk.g_01323
OG0000381	Syat.g_01470	Prbk.g_01319
OG0000382	Syat.g_01488	Prbk.g_01304
OG0000383	Syat.g_01521	Prbk.g_01302
OG0000384	Syat.g_01522	Prbk.g_01301
OG0000385	Syat.g_01523	Prbk.g_01300
OG0000386	Syat.g_01524	Prbk.g_01299
OG0000387	Syat.g_01561	Prbk.g_00020
OG0000388	Syat.g_01565	Prbk.g_00016
OG0000389	Syat.g_01569	Prbk.g_00012
OG0000390	Syat.g_02945	Prbk.g_00191
OG0000391	Syat.g_02940	Prbk.g_00196
OG0000392	Syat.g_02934	Prbk.g_00202
OG0000393	Syat.g_02931	Prbk.g_00207
OG0000394	Syat.g_02930	Prbk.g_00208
OG0000395	Syat.g_02929	Prbk.g_00209
OG0000396	Syat.g_02927	Prbk.g_00542
OG0000397	Syat.g_02925	Prbk.g_00544
OG0000398	Syat.g_02920	Prbk.g_00549
OG0000399	Syat.g_02919	Prbk.g_00550
OG0000400	Syat.g_02918	Prbk.g_00551
OG0000401	Syat.g_02917	Prbk.g_00552
OG0000402	Syat.g_02915	Prbk.g_00554
OG0000403	Syat.g_02914	Prbk.g_00555
OG0000404	Syat.g_02913	Prbk.g_00557
OG0000405	Syat.g_02900	Prbk.g_00749
OG0000406	Syat.g_02896	Prbk.g_00753
OG0000407	Syat.g_02895	Prbk.g_00754
OG0000408	Syat.g_02893	Prbk.g_00756
OG0000409	Syat.g_02891	Prbk.g_00758
OG0000410	Syat.g_02890	Prbk.g_00759
OG0000411	Syat.g_02889	Prbk.g_00760
OG0000412	Syat.g_02888	Prbk.g_00761
OG0000413	Syat.g_02886	Prbk.g_00763
OG0000414	Syat.g_02885	Prbk.g_00764
OG0000415	Syat.g_02884	Prbk.g_00765
OG0000416	Syat.g_02883	Prbk.g_00766
OG0000417	Syat.g_02868	Prbk.g_00767
OG0000418	Syat.g_02863	Prbk.g_00772
OG0000419	Syat.g_02861	Prbk.g_00774
OG0000420	Syat.g_02859	Prbk.g_00775
OG0000421	Syat.g_02855	Prbk.g_00779
OG0000422	Syat.g_02854	Prbk.g_00780
OG0000423	Syat.g_02853	Prbk.g_00781
OG0000424	Syat.g_02852	Prbk.g_00782
OG0000425	Syat.g_02851	Prbk.g_00783
OG0000426	Syat.g_02850	Prbk.g_00784
OG0000427	Syat.g_02849	Prbk.g_00785
OG0000428	Syat.g_02846	Prbk.g_02425
OG0000429	Syat.g_02843	Prbk.g_01283
OG0000430	Syat.g_02841	Prbk.g_01281
OG0000431	Syat.g_02838	Prbk.g_01277
OG0000432	Syat.g_02832	Prbk.g_01270
OG0000433	Syat.g_02829	Prbk.g_01267
OG0000434	Syat.g_02828	Prbk.g_01266
OG0000435	Syat.g_02824	Prbk.g_01263
OG0000436	Syat.g_02817	Prbk.g_01257
OG0000437	Syat.g_02558	Prbk.g_01256
OG0000438	Syat.g_02813	Prbk.g_01255
OG0000439	Syat.g_02811	Prbk.g_01253
OG0000440	Syat.g_02810	Prbk.g_01252
OG0000441	Syat.g_02807	Prbk.g_01245
OG0000442	Syat.g_02797	Prbk.g_01244
OG0000443	Syat.g_02787	Prbk.g_00631
OG0000444	Syat.g_02756	Prbk.g_00683
OG0000445	Syat.g_02755	Prbk.g_00682
OG0000446	Syat.g_02753	Prbk.g_00680
OG0000447	Syat.g_02749	Prbk.g_00670
OG0000448	Syat.g_02748	Prbk.g_00669
OG0000449	Syat.g_02747	Prbk.g_00668
OG0000450	Syat.g_02738	Prbk.g_00662
OG0000451	Syat.g_02737	Prbk.g_00661
OG0000452	Syat.g_02732	Prbk.g_00656
OG0000453	Syat.g_02731	Prbk.g_00655
OG0000454	Syat.g_02730	Prbk.g_00654
OG0000455	Syat.g_02729	Prbk.g_00653
OG0000456	Syat.g_02728	Prbk.g_00652
OG0000457	Syat.g_02726	Prbk.g_00650
OG0000458	Syat.g_02725	Prbk.g_00649
OG0000459	Syat.g_02724	Prbk.g_00648
OG0000460	Syat.g_01450	Prbk.g_01369
OG0000461	Syat.g_01866	Prbk.g_01900
OG0000462	Syat.g_01868	Prbk.g_01012
OG0000463	Syat.g_01869	Prbk.g_01011
OG0000464	Syat.g_01870	Prbk.g_01010
OG0000465	Syat.g_01872	Prbk.g_01008
OG0000466	Syat.g_01877	Prbk.g_01003
OG0000467	Syat.g_01878	Prbk.g_01001
OG0000468	Syat.g_01884	Prbk.g_00371
OG0000469	Syat.g_02000	Prbk.g_00384
OG0000470	Syat.g_02038	Prbk.g_00397
OG0000471	Syat.g_02039	Prbk.g_00398
OG0000472	Syat.g_02041	Prbk.g_00400
OG0000473	Syat.g_02043	Prbk.g_00402
OG0000474	Syat.g_02044	Prbk.g_00403
OG0000475	Syat.g_02045	Prbk.g_00404
OG0000476	Syat.g_02047	Prbk.g_00406
OG0000477	Syat.g_02053	Prbk.g_00411
OG0000478	Syat.g_02054	Prbk.g_00412
OG0000479	Syat.g_02056	Prbk.g_00413
OG0000480	Syat.g_02063	Prbk.g_00420
OG0000481	Syat.g_02066	Prbk.g_00422
OG0000482	Syat.g_02067	Prbk.g_00423
OG0000483	Syat.g_02071	Prbk.g_00427
OG0000484	Syat.g_02072	Prbk.g_00428
OG0000485	Syat.g_02073	Prbk.g_00429
OG0000486	Syat.g_02074	Prbk.g_00430
OG0000487	Syat.g_02080	Prbk.g_00435
OG0000488	Syat.g_02086	Prbk.g_00439
OG0000489	Syat.g_02097	Prbk.g_00450
OG0000490	Syat.g_02106	Prbk.g_00456
OG0000491	Syat.g_02107	Prbk.g_00457
OG0000492	Syat.g_02110	Prbk.g_00460
OG0000493	Syat.g_02111	Prbk.g_00461
OG0000494	Syat.g_02112	Prbk.g_00462
OG0000495	Syat.g_02120	Prbk.g_00463
OG0000496	Syat.g_02121	Prbk.g_00464
OG0000497	Syat.g_02122	Prbk.g_00465
OG0000498	Syat.g_02123	Prbk.g_00466
OG0000499	Syat.g_02124	Prbk.g_00467
OG0000500	Syat.g_02125	Prbk.g_00468
OG0000501	Syat.g_02128	Prbk.g_00471
OG0000502	Syat.g_02135	Prbk.g_00483
OG0000503	Syat.g_01614	Prbk.g_00871
OG0000504	Syat.g_01612	Prbk.g_00873
OG0000505	Syat.g_01611	Prbk.g_00874
OG0000506	Syat.g_01609	Prbk.g_00876
OG0000507	Syat.g_01603	Prbk.g_00881
OG0000508	Syat.g_01596	Prbk.g_00888
OG0000509	Syat.g_01591	Prbk.g_00890
OG0000510	Syat.g_01590	Prbk.g_00891
OG0000511	Syat.g_01589	Prbk.g_00892
OG0000512	Syat.g_01587	Prbk.g_00894
OG0000513	Syat.g_02957	Prbk.g_00360
OG0000514	Syat.g_02962	Prbk.g_00352
OG0000515	Syat.g_02963	Prbk.g_00351
OG0000516	Syat.g_02965	Prbk.g_00339
OG0000517	Syat.g_02969	Prbk.g_00329
OG0000518	Syat.g_01286	Prbk.g_00317
OG0000519	Syat.g_01285	Prbk.g_00316
OG0000520	Syat.g_01284	Prbk.g_00315
OG0000521	Syat.g_01319	Prbk.g_00301
OG0000522	Syat.g_01317	Prbk.g_00299
OG0000523	Syat.g_01316	Prbk.g_00298
OG0000524	Syat.g_01409	Prbk.g_02088
OG0000525	Syat.g_01382	Prbk.g_02105
OG0000526	Syat.g_01380	Prbk.g_02107
OG0000527	Syat.g_01373	Prbk.g_02111
OG0000528	Syat.g_03167	Prbk.g_02056
OG0000529	Syat.g_03171	Prbk.g_02062
OG0000530	Syat.g_03174	Prbk.g_02065
OG0000531	Syat.g_03175	Prbk.g_02066
OG0000532	Syat.g_03178	Prbk.g_02069
OG0000533	Syat.g_03180	Prbk.g_02071
OG0000534	Syat.g_03181	Prbk.g_02072
OG0000535	Syat.g_03182	Prbk.g_02073
OG0000536	Syat.g_03183	Prbk.g_02074
OG0000537	Syat.g_03185	Prbk.g_02075
OG0000538	Syat.g_03204	Prbk.g_01865
OG0000539	Syat.g_03206	Prbk.g_01041
OG0000540	Syat.g_03207	Prbk.g_01042
OG0000541	Syat.g_03208	Prbk.g_01043
OG0000542	Syat.g_03213	Prbk.g_01046
OG0000543	Syat.g_03215	Prbk.g_01048
OG0000544	Syat.g_03216	Prbk.g_01049
OG0000545	Syat.g_03218	Prbk.g_01050
OG0000546	Syat.g_03220	Prbk.g_01052
OG0000547	Syat.g_03222	Prbk.g_01054
OG0000548	Syat.g_03223	Prbk.g_01055
OG0000549	Syat.g_01795	Prbk.g_01061
OG0000550	Syat.g_01107	Prbk.g_01066
OG0000551	Syat.g_01103	Prbk.g_01070
OG0000552	Syat.g_01102	Prbk.g_01071
OG0000553	Syat.g_01098	Prbk.g_01076
OG0000554	Syat.g_03271	Prbk.g_01081
OG0000555	Syat.g_00093	Prbk.g_01099
OG0000556	Syat.g_00088	Prbk.g_02686
OG0000557	Syat.g_00083	Prbk.g_01898
OG0000558	Syat.g_00081	Prbk.g_01895
OG0000559	Syat.g_00077	Prbk.g_01891
OG0000560	Syat.g_00074	Prbk.g_01888
OG0000561	Syat.g_00073	Prbk.g_01887
OG0000562	Syat.g_00072	Prbk.g_01886
OG0000563	Syat.g_00071	Prbk.g_01885
OG0000564	Syat.g_00070	Prbk.g_01884
OG0000565	Syat.g_00067	Prbk.g_01881
OG0000566	Syat.g_00063	Prbk.g_01877
OG0000567	Syat.g_00059	Prbk.g_01873
OG0000568	Syat.g_00057	Prbk.g_01871
OG0000569	Syat.g_00056	Prbk.g_01104
OG0000570	Syat.g_00055	Prbk.g_01105
OG0000571	Syat.g_00052	Prbk.g_01108
OG0000572	Syat.g_00033	Prbk.g_01124
OG0000573	Syat.g_00024	Prbk.g_01131
OG0000574	Syat.g_00023	Prbk.g_01132
