Orthogroup	Syat	Prbe
OG0000277	Syat.g_00738	Prbe.g_01264
OG0000278	Syat.g_00741	Prbe.g_01267
OG0000279	Syat.g_00755	Prbe.g_01274
OG0000280	Syat.g_01669	Prbe.g_01275
OG0000281	Syat.g_00960	Prbe.g_01282
OG0000282	Syat.g_00431	Prbe.g_00419
OG0000283	Syat.g_00620	Prbe.g_01326
OG0000284	Syat.g_00614	Prbe.g_01331
OG0000285	Syat.g_00607	Prbe.g_01336
OG0000286	Syat.g_00579	Prbe.g_01349
OG0000287	Syat.g_00550	Prbe.g_01615
OG0000288	Syat.g_00709	Prbe.g_01388
OG0000289	Syat.g_00695	Prbe.g_01404
OG0000290	Syat.g_00805	Prbe.g_01300
OG0000291	Syat.g_00807	Prbe.g_01298
OG0000292	Syat.g_02388	Prbe.g_01594
OG0000293	Syat.g_03241	Prbe.g_01559
OG0000294	Syat.g_03248	Prbe.g_01558
OG0000295	Syat.g_00297	Prbe.g_01535
OG0000296	Syat.g_00295	Prbe.g_01533
OG0000297	Syat.g_00226	Prbe.g_01524
OG0000298	Syat.g_00225	Prbe.g_01523
OG0000299	Syat.g_00910	Prbe.g_01504
OG0000300	Syat.g_00904	Prbe.g_01501
OG0000301	Syat.g_00903	Prbe.g_01500
OG0000302	Syat.g_00901	Prbe.g_01498
OG0000303	Syat.g_00892	Prbe.g_01492
OG0000304	Syat.g_00885	Prbe.g_00501
OG0000305	Syat.g_00809	Prbe.g_01592
OG0000306	Syat.g_01704	Prbe.g_01286
OG0000307	Syat.g_01304	Prbe.g_00364
OG0000308	Syat.g_01306	Prbe.g_00363
OG0000309	Syat.g_01417	Prbe.g_00359
OG0000310	Syat.g_01246	Prbe.g_00325
OG0000311	Syat.g_01242	Prbe.g_00323
OG0000312	Syat.g_01237	Prbe.g_00320
OG0000313	Syat.g_01183	Prbe.g_00307
OG0000314	Syat.g_01341	Prbe.g_00284
OG0000315	Syat.g_01351	Prbe.g_00274
OG0000316	Syat.g_03082	Prbe.g_00249
OG0000317	Syat.g_03120	Prbe.g_00988
OG0000318	Syat.g_03125	Prbe.g_00984
OG0000319	Syat.g_03055	Prbe.g_00971
OG0000320	Syat.g_03053	Prbe.g_00969
OG0000321	Syat.g_03052	Prbe.g_00968
OG0000322	Syat.g_03051	Prbe.g_00967
OG0000323	Syat.g_03038	Prbe.g_00958
OG0000324	Syat.g_02998	Prbe.g_00931
OG0000325	Syat.g_01861	Prbe.g_00920
OG0000326	Syat.g_01854	Prbe.g_01109
OG0000327	Syat.g_01827	Prbe.g_01088
OG0000328	Syat.g_01826	Prbe.g_01087
OG0000329	Syat.g_01808	Prbe.g_00860
OG0000330	Syat.g_01807	Prbe.g_00859
OG0000331	Syat.g_01806	Prbe.g_00858
OG0000332	Syat.g_01790	Prbe.g_00844
OG0000333	Syat.g_01787	Prbe.g_00842
OG0000334	Syat.g_01657	Prbe.g_00833
OG0000335	Syat.g_01652	Prbe.g_00828
OG0000336	Syat.g_01648	Prbe.g_00824
OG0000337	Syat.g_02144	Prbe.g_00806
OG0000338	Syat.g_02146	Prbe.g_00805
OG0000339	Syat.g_02155, Syat.g_01055	Prbe.g_00799
OG0000340	Syat.g_02165	Prbe.g_00790
OG0000341	Syat.g_02167	Prbe.g_00788
OG0000342	Syat.g_02168	Prbe.g_00787
OG0000343	Syat.g_02185	Prbe.g_00786
OG0000344	Syat.g_02189	Prbe.g_00783
OG0000345	Syat.g_02202	Prbe.g_00777
OG0000346	Syat.g_02207	Prbe.g_00773
OG0000347	Syat.g_02234	Prbe.g_00746
OG0000348	Syat.g_02264	Prbe.g_00754
OG0000349	Syat.g_02291	Prbe.g_01149
OG0000350	Syat.g_01847	Prbe.g_00709
OG0000351	Syat.g_02411	Prbe.g_01189
OG0000352	Syat.g_02410	Prbe.g_01190
OG0000353	Syat.g_00955, Syat.g_02377	Prbe.g_01064
OG0000355	Syat.g_02375	Prbe.g_01066
OG0000356	Syat.g_02374	Prbe.g_01067
OG0000357	Syat.g_02373	Prbe.g_01068
OG0000358	Syat.g_02336	Prbe.g_01072
OG0000359	Syat.g_02334	Prbe.g_01073
OG0000360	Syat.g_02333	Prbe.g_01074
OG0000361	Syat.g_02332	Prbe.g_01075
OG0000362	Syat.g_02330	Prbe.g_01077
OG0000363	Syat.g_02328	Prbe.g_00114
OG0000364	Syat.g_03122	Prbe.g_00115
OG0000365	Syat.g_02318	Prbe.g_00120
OG0000366	Syat.g_02317	Prbe.g_00121
OG0000367	Syat.g_02316	Prbe.g_00122
OG0000368	Syat.g_02314	Prbe.g_00124
OG0000369	Syat.g_02313	Prbe.g_00125
OG0000370	Syat.g_02312	Prbe.g_00126
OG0000371	Syat.g_02304	Prbe.g_00133
OG0000372	Syat.g_02298	Prbe.g_00136
OG0000373	Syat.g_02297	Prbe.g_00137
OG0000374	Syat.g_02296	Prbe.g_00138
OG0000375	Syat.g_02295	Prbe.g_00140
OG0000376	Syat.g_02293	Prbe.g_00142
OG0000377	Syat.g_02695	Prbe.g_00146
OG0000378	Syat.g_02715	Prbe.g_00150
OG0000379	Syat.g_02720	Prbe.g_00153
OG0000380	Syat.g_01468	Prbe.g_00170
OG0000381	Syat.g_01470	Prbe.g_00175
OG0000382	Syat.g_01488	Prbe.g_00185
OG0000383	Syat.g_01521	Prbe.g_00187
OG0000384	Syat.g_01522	Prbe.g_00188
OG0000385	Syat.g_01523	Prbe.g_00189
OG0000386	Syat.g_01524	Prbe.g_00190
OG0000387	Syat.g_01561	Prbe.g_01640
OG0000388	Syat.g_01565	Prbe.g_01644
OG0000389	Syat.g_01569	Prbe.g_01647
OG0000390	Syat.g_02945	Prbe.g_01657
OG0000391	Syat.g_02940	Prbe.g_01660
OG0000392	Syat.g_02934	Prbe.g_01664
OG0000393	Syat.g_02931	Prbe.g_01667
OG0000394	Syat.g_02930	Prbe.g_01668
OG0000395	Syat.g_02929	Prbe.g_01669
OG0000396	Syat.g_02927	Prbe.g_01671
OG0000397	Syat.g_02925	Prbe.g_01673
OG0000398	Syat.g_02920	Prbe.g_01676
OG0000399	Syat.g_02919	Prbe.g_01677
OG0000400	Syat.g_02918	Prbe.g_01678
OG0000401	Syat.g_02917	Prbe.g_01679
OG0000402	Syat.g_02915	Prbe.g_01412
OG0000403	Syat.g_02914	Prbe.g_01681
OG0000404	Syat.g_02913	Prbe.g_01682
OG0000405	Syat.g_02900	Prbe.g_01686
OG0000406	Syat.g_02896	Prbe.g_01694
OG0000407	Syat.g_02895	Prbe.g_01695
OG0000408	Syat.g_02893	Prbe.g_01697
OG0000409	Syat.g_02891	Prbe.g_01699
OG0000410	Syat.g_02890	Prbe.g_01700
OG0000411	Syat.g_02889	Prbe.g_01701
OG0000412	Syat.g_02888	Prbe.g_01702
OG0000413	Syat.g_02886	Prbe.g_01704
OG0000414	Syat.g_02885	Prbe.g_01705
OG0000415	Syat.g_02884	Prbe.g_01706
OG0000416	Syat.g_02883	Prbe.g_01707
OG0000417	Syat.g_02868	Prbe.g_01708
OG0000418	Syat.g_02863	Prbe.g_01713
OG0000419	Syat.g_02861	Prbe.g_01715
OG0000420	Syat.g_02859	Prbe.g_01716
OG0000421	Syat.g_02855	Prbe.g_01721
OG0000422	Syat.g_02854	Prbe.g_01722
OG0000423	Syat.g_02853	Prbe.g_01723
OG0000424	Syat.g_02852	Prbe.g_01724
OG0000425	Syat.g_02851	Prbe.g_01725
OG0000426	Syat.g_02850	Prbe.g_01726
OG0000427	Syat.g_02849	Prbe.g_01727
OG0000428	Syat.g_02846	Prbe.g_01729
OG0000429	Syat.g_02843	Prbe.g_01730
OG0000430	Syat.g_02841	Prbe.g_01731
OG0000431	Syat.g_02838	Prbe.g_01733
OG0000432	Syat.g_02832	Prbe.g_01737
OG0000433	Syat.g_02829	Prbe.g_01738
OG0000434	Syat.g_02828	Prbe.g_01739
OG0000435	Syat.g_02824	Prbe.g_01740
OG0000436	Syat.g_02817	Prbe.g_01745
OG0000437	Syat.g_02558	Prbe.g_01746
OG0000438	Syat.g_02813	Prbe.g_01747
OG0000439	Syat.g_02811	Prbe.g_01749
OG0000440	Syat.g_02810	Prbe.g_01750
OG0000441	Syat.g_02807	Prbe.g_01753
OG0000442	Syat.g_02797	Prbe.g_01754
OG0000443	Syat.g_02787	Prbe.g_01755
OG0000444	Syat.g_02756	Prbe.g_01761
OG0000445	Syat.g_02755	Prbe.g_01762
OG0000446	Syat.g_02753	Prbe.g_01763
OG0000447	Syat.g_02749	Prbe.g_01764
OG0000448	Syat.g_02748	Prbe.g_01765
OG0000449	Syat.g_02747	Prbe.g_01766
OG0000450	Syat.g_02738	Prbe.g_01767
OG0000451	Syat.g_02737	Prbe.g_01768
OG0000452	Syat.g_02732	Prbe.g_01771
OG0000453	Syat.g_02731	Prbe.g_01772
OG0000454	Syat.g_02730	Prbe.g_01773
OG0000455	Syat.g_02729	Prbe.g_01774
OG0000456	Syat.g_02728	Prbe.g_01775
OG0000457	Syat.g_02726	Prbe.g_01777
OG0000458	Syat.g_02725	Prbe.g_01778
OG0000459	Syat.g_02724	Prbe.g_01779
OG0000460	Syat.g_01450	Prbe.g_01787
OG0000461	Syat.g_01866	Prbe.g_01795
OG0000462	Syat.g_01868	Prbe.g_01797
OG0000463	Syat.g_01869	Prbe.g_01798
OG0000464	Syat.g_01870	Prbe.g_01799
OG0000465	Syat.g_01872	Prbe.g_01800
OG0000466	Syat.g_01877	Prbe.g_01803
OG0000467	Syat.g_01878	Prbe.g_01804
OG0000468	Syat.g_01884	Prbe.g_01807
OG0000469	Syat.g_02000	Prbe.g_01815
OG0000470	Syat.g_02038	Prbe.g_01817
OG0000471	Syat.g_02039	Prbe.g_01818
OG0000472	Syat.g_02041	Prbe.g_01820
OG0000473	Syat.g_02043	Prbe.g_01822
OG0000474	Syat.g_02044	Prbe.g_01823
OG0000475	Syat.g_02045	Prbe.g_01824
OG0000476	Syat.g_02047	Prbe.g_01826
OG0000477	Syat.g_02053	Prbe.g_01829
OG0000478	Syat.g_02054	Prbe.g_01830
OG0000479	Syat.g_02056	Prbe.g_01831
OG0000480	Syat.g_02063	Prbe.g_01836
OG0000481	Syat.g_02066	Prbe.g_01839
OG0000482	Syat.g_02067	Prbe.g_01840
OG0000483	Syat.g_02071	Prbe.g_01843
OG0000484	Syat.g_02072	Prbe.g_01844
OG0000485	Syat.g_02073	Prbe.g_01846
OG0000486	Syat.g_02074	Prbe.g_01847
OG0000487	Syat.g_02080	Prbe.g_01850
OG0000488	Syat.g_02086	Prbe.g_01853
OG0000489	Syat.g_02097	Prbe.g_01858
OG0000490	Syat.g_02106	Prbe.g_01862
OG0000491	Syat.g_02107	Prbe.g_01863
OG0000492	Syat.g_02110	Prbe.g_01865
OG0000493	Syat.g_02111	Prbe.g_01866
OG0000494	Syat.g_02112	Prbe.g_01867
OG0000495	Syat.g_02120	Prbe.g_01868
OG0000496	Syat.g_02121	Prbe.g_01869
OG0000497	Syat.g_02122	Prbe.g_01870
OG0000498	Syat.g_02123	Prbe.g_01871
OG0000499	Syat.g_02124	Prbe.g_01872
OG0000500	Syat.g_02125	Prbe.g_01873
OG0000501	Syat.g_02128	Prbe.g_01874
OG0000502	Syat.g_02135	Prbe.g_01877
OG0000503	Syat.g_01614	Prbe.g_01892
OG0000504	Syat.g_01612	Prbe.g_01894
OG0000505	Syat.g_01611	Prbe.g_01895
OG0000506	Syat.g_01609	Prbe.g_01896
OG0000507	Syat.g_01603	Prbe.g_01899
OG0000508	Syat.g_01596	Prbe.g_01903
OG0000509	Syat.g_01591	Prbe.g_01905
OG0000510	Syat.g_01590	Prbe.g_01906
OG0000511	Syat.g_01589	Prbe.g_01907
OG0000512	Syat.g_01587	Prbe.g_01909
OG0000513	Syat.g_02957	Prbe.g_01918
OG0000514	Syat.g_02962	Prbe.g_01929
OG0000515	Syat.g_02963	Prbe.g_01930
OG0000516	Syat.g_02965	Prbe.g_01931
OG0000517	Syat.g_02969	Prbe.g_01933
OG0000518	Syat.g_01286	Prbe.g_01944
OG0000519	Syat.g_01285	Prbe.g_01945
OG0000520	Syat.g_01284	Prbe.g_01946
OG0000521	Syat.g_01319	Prbe.g_00676
OG0000522	Syat.g_01317	Prbe.g_00674
OG0000523	Syat.g_01316	Prbe.g_00673
OG0000524	Syat.g_01409	Prbe.g_00668
OG0000525	Syat.g_01382	Prbe.g_00664
OG0000526	Syat.g_01380	Prbe.g_00663
OG0000527	Syat.g_01373	Prbe.g_00660
OG0000528	Syat.g_03167	Prbe.g_00655
OG0000529	Syat.g_03171	Prbe.g_00652
OG0000530	Syat.g_03174	Prbe.g_00649
OG0000531	Syat.g_03175	Prbe.g_00648
OG0000532	Syat.g_03178	Prbe.g_00646
OG0000533	Syat.g_03180	Prbe.g_00645
OG0000534	Syat.g_03181	Prbe.g_00644
OG0000535	Syat.g_03182	Prbe.g_00643
OG0000536	Syat.g_03183	Prbe.g_00642
OG0000537	Syat.g_03185	Prbe.g_00641
OG0000538	Syat.g_03204	Prbe.g_00632
OG0000539	Syat.g_03206	Prbe.g_00631
OG0000540	Syat.g_03207	Prbe.g_00630
OG0000541	Syat.g_03208	Prbe.g_00629
OG0000542	Syat.g_03213	Prbe.g_00628
OG0000543	Syat.g_03215	Prbe.g_00626
OG0000544	Syat.g_03216	Prbe.g_00625
OG0000545	Syat.g_03218	Prbe.g_00623
OG0000546	Syat.g_03220	Prbe.g_00620
OG0000547	Syat.g_03222	Prbe.g_00618
OG0000548	Syat.g_03223	Prbe.g_00617
OG0000549	Syat.g_01795	Prbe.g_00615
OG0000550	Syat.g_01107	Prbe.g_00611
OG0000551	Syat.g_01103	Prbe.g_00608
OG0000552	Syat.g_01102	Prbe.g_00607
OG0000553	Syat.g_01098	Prbe.g_00606
OG0000554	Syat.g_03271	Prbe.g_00601
OG0000555	Syat.g_00093	Prbe.g_00593
OG0000556	Syat.g_00088	Prbe.g_00591
OG0000557	Syat.g_00083	Prbe.g_00590
OG0000558	Syat.g_00081	Prbe.g_00588
OG0000559	Syat.g_00077	Prbe.g_00584
OG0000560	Syat.g_00074	Prbe.g_00581
OG0000561	Syat.g_00073	Prbe.g_00580
OG0000562	Syat.g_00072	Prbe.g_00579
OG0000563	Syat.g_00071	Prbe.g_00578
