Orthogroup	Syat	Syac
OG0000130	Syat.g_01469	Syac.g_00450
OG0000131	Syat.g_02898	Syac.g_00330
OG0000132	Syat.g_02864	Syac.g_00310
OG0000133	Syat.g_00588	Syac.g_01178
OG0000134	Syat.g_02956	Syac.g_01985
OG0000135	Syat.g_02501	Syac.g_02398
OG0000136	Syat.g_01292	Syac.g_00701
OG0000137	Syat.g_01371	Syac.g_01700
OG0000138	Syat.g_03188	Syac.g_01888
OG0000139	Syat.g_03276	Syac.g_01830
OG0000140	Syat.g_03280	Syac.g_01829
OG0000141	Syat.g_03398	Syac.g_00934
OG0000142	Syat.g_00117	Syac.g_00979
OG0000143	Syat.g_00130	Syac.g_00983
OG0000144	Syat.g_00369	Syac.g_01090
OG0000145	Syat.g_03202	Syac.g_01882
OG0000146	Syat.g_00594	Syac.g_01172
OG0000147	Syat.g_00595	Syac.g_01171
OG0000148	Syat.g_00503	Syac.g_01320
OG0000149	Syat.g_00747	Syac.g_00832
OG0000150	Syat.g_03399	Syac.g_00935
OG0000151	Syat.g_00801, Syat.g_00440	Syac.g_01383
OG0000152	Syat.g_00578	Syac.g_01182
OG0000153	Syat.g_00542	Syac.g_01217
OG0000154	Syat.g_00708	Syac.g_01241
OG0000155	Syat.g_00287	Syac.g_00804
OG0000156	Syat.g_03228	Syac.g_00743
OG0000157	Syat.g_02012, Syat.g_03227	Syac.g_00742
OG0000158	Syat.g_02163	Syac.g_00182
OG0000160	Syat.g_01224	Syac.g_01633
OG0000161	Syat.g_01180	Syac.g_01641
OG0000162	Syat.g_01281	Syac.g_01648
OG0000163	Syat.g_02979	Syac.g_00619
OG0000165	Syat.g_03033	Syac.g_00674
OG0000166	Syat.g_01822	Syac.g_02132
OG0000167	Syat.g_02148	Syac.g_00194
OG0000168	Syat.g_02164	Syac.g_00179
OG0000169	Syat.g_02192	Syac.g_00168
OG0000170	Syat.g_02201	Syac.g_00161
OG0000171	Syat.g_02230	Syac.g_00136
OG0000172	Syat.g_02260	Syac.g_00084
OG0000173	Syat.g_02284	Syac.g_00057
OG0000174	Syat.g_02504	Syac.g_02401
OG0000175	Syat.g_02416	Syac.g_02465
OG0000176	Syat.g_02372	Syac.g_00004
OG0000177	Syat.g_02338	Syac.g_00005
OG0000178	Syat.g_02337	Syac.g_00006
OG0000179	Syat.g_02322	Syac.g_00019
OG0000180	Syat.g_02321	Syac.g_00020
OG0000181	Syat.g_02320	Syac.g_00021
OG0000182	Syat.g_02319	Syac.g_00022
OG0000183	Syat.g_02315	Syac.g_00026
OG0000184	Syat.g_02704	Syac.g_02339
OG0000185	Syat.g_02719	Syac.g_02336
OG0000186	Syat.g_01463	Syac.g_00454
OG0000187	Syat.g_01467	Syac.g_00453
OG0000188	Syat.g_01489	Syac.g_00433
OG0000189	Syat.g_00386, Syat.g_01557	Syac.g_00408
OG0000190	Syat.g_00330	Syac.g_00406
OG0000191	Syat.g_03344, Syat.g_02939	Syac.g_00373
OG0000192	Syat.g_02933	Syac.g_00368
OG0000193	Syat.g_02897	Syac.g_00329
OG0000194	Syat.g_02894	Syac.g_00326
OG0000196	Syat.g_02867	Syac.g_00313
OG0000197	Syat.g_02866	Syac.g_00312
OG0000198	Syat.g_02865	Syac.g_00311
OG0000199	Syat.g_02857	Syac.g_00303
OG0000200	Syat.g_02840	Syac.g_02261
OG0000201	Syat.g_02821	Syac.g_02278
OG0000202	Syat.g_02820	Syac.g_02279
OG0000203	Syat.g_02819	Syac.g_02280
OG0000204	Syat.g_02818	Syac.g_02281
OG0000205	Syat.g_02809	Syac.g_02288
OG0000206	Syat.g_02785	Syac.g_02297
OG0000207	Syat.g_02778	Syac.g_02300
OG0000208	Syat.g_02777	Syac.g_02301
OG0000209	Syat.g_02735	Syac.g_02316
OG0000210	Syat.g_02734	Syac.g_02317
OG0000211	Syat.g_01452	Syac.g_01972
OG0000212	Syat.g_01442	Syac.g_01963
OG0000213	Syat.g_01889	Syac.g_02219
OG0000214	Syat.g_02042	Syac.g_02236
OG0000215	Syat.g_02075	Syac.g_00281
OG0000216	Syat.g_02079	Syac.g_00277
OG0000217	Syat.g_02085	Syac.g_00273
OG0000218	Syat.g_02087	Syac.g_00271
OG0000219	Syat.g_02088	Syac.g_00270
OG0000220	Syat.g_02089	Syac.g_00269
OG0000221	Syat.g_02095	Syac.g_00261
OG0000222	Syat.g_02109	Syac.g_00247
OG0000223	Syat.g_02570	Syac.g_00225
OG0000224	Syat.g_02139	Syac.g_00217
OG0000225	Syat.g_01595	Syac.g_02004
OG0000226	Syat.g_01588	Syac.g_02000
OG0000228	Syat.g_02952	Syac.g_01989
OG0000229	Syat.g_02970	Syac.g_00692
OG0000230	Syat.g_02972	Syac.g_00694
OG0000231	Syat.g_01283	Syac.g_00710
OG0000232	Syat.g_01313	Syac.g_01717
OG0000233	Syat.g_01407	Syac.g_01713
OG0000234	Syat.g_01369	Syac.g_01699
OG0000235	Syat.g_03169	Syac.g_01905
OG0000236	Syat.g_03186	Syac.g_01890
OG0000237	Syat.g_03214	Syac.g_01873
OG0000238	Syat.g_03219	Syac.g_01868
OG0000239	Syat.g_01105	Syac.g_01852
OG0000240	Syat.g_01104	Syac.g_01851
OG0000241	Syat.g_00111	Syac.g_00970
OG0000242	Syat.g_01077	Syac.g_01839
OG0000243	Syat.g_00092	Syac.g_01821
OG0000244	Syat.g_00082	Syac.g_01814
OG0000246	Syat.g_00076	Syac.g_01807
OG0000247	Syat.g_00065	Syac.g_01795
OG0000248	Syat.g_00062	Syac.g_01792
OG0000249	Syat.g_00060	Syac.g_01790
OG0000251	Syat.g_00027	Syac.g_01757
OG0000252	Syat.g_00022	Syac.g_01753
OG0000253	Syat.g_00021	Syac.g_01752
OG0000254	Syat.g_03407	Syac.g_00939
OG0000255	Syat.g_02405	Syac.g_00947
OG0000256	Syat.g_03306	Syac.g_00963
OG0000257	Syat.g_00109	Syac.g_00969
OG0000258	Syat.g_00382	Syac.g_00988
OG0000259	Syat.g_00342	Syac.g_01425
OG0000260	Syat.g_00392	Syac.g_01422
OG0000261	Syat.g_00400	Syac.g_01418
OG0000262	Syat.g_00407	Syac.g_01413
OG0000263	Syat.g_00200	Syac.g_01497
OG0000266	Syat.g_00671	Syac.g_01271
OG0000267	Syat.g_00636	Syac.g_01131
OG0000268	Syat.g_00634	Syac.g_01132
OG0000269	Syat.g_00474, Syat.g_00126	Syac.g_01346
OG0000270	Syat.g_00477	Syac.g_01343
OG0000271	Syat.g_00485	Syac.g_01335
OG0000272	Syat.g_00486	Syac.g_01334
OG0000274	Syat.g_00521	Syac.g_00853
OG0000275	Syat.g_00718	Syac.g_00848
OG0000276	Syat.g_00725	Syac.g_00840
OG0000278	Syat.g_00741	Syac.g_00836
OG0000279	Syat.g_00755	Syac.g_00828
OG0000280	Syat.g_01669	Syac.g_00814
OG0000281	Syat.g_00960	Syac.g_02158
OG0000282	Syat.g_00431	Syac.g_01392
OG0000283	Syat.g_00620	Syac.g_01142
OG0000284	Syat.g_00614	Syac.g_01148
OG0000285	Syat.g_00607	Syac.g_01160
OG0000286	Syat.g_00579	Syac.g_01181
OG0000287	Syat.g_00550	Syac.g_01209
OG0000288	Syat.g_00709	Syac.g_01240
OG0000289	Syat.g_00695	Syac.g_01254
OG0000290	Syat.g_00805	Syac.g_00881
OG0000291	Syat.g_00807	Syac.g_00883
OG0000292	Syat.g_02388	Syac.g_02487
OG0000293	Syat.g_03241	Syac.g_00754
OG0000294	Syat.g_03248	Syac.g_00755
OG0000295	Syat.g_00297	Syac.g_00796
OG0000296	Syat.g_00295	Syac.g_00798
OG0000299	Syat.g_00910	Syac.g_01503
OG0000300	Syat.g_00904	Syac.g_01510
OG0000301	Syat.g_00903	Syac.g_01511
OG0000302	Syat.g_00901	Syac.g_01512
OG0000303	Syat.g_00892	Syac.g_01520
OG0000304	Syat.g_00885	Syac.g_01526
OG0000305	Syat.g_00809	Syac.g_00886
OG0000306	Syat.g_01704	Syac.g_00810
OG0000307	Syat.g_01304	Syac.g_01924
OG0000308	Syat.g_01306	Syac.g_01926
OG0000309	Syat.g_01417	Syac.g_01931
OG0000310	Syat.g_01246	Syac.g_01607
OG0000311	Syat.g_01242	Syac.g_01611
OG0000313	Syat.g_01183	Syac.g_01638
OG0000314	Syat.g_01341	Syac.g_01665
OG0000315	Syat.g_01351	Syac.g_01675
OG0000316	Syat.g_03082	Syac.g_00601
OG0000317	Syat.g_03120	Syac.g_00552
OG0000318	Syat.g_03125	Syac.g_00543
OG0000319	Syat.g_03055	Syac.g_00525
OG0000320	Syat.g_03053	Syac.g_00523
OG0000321	Syat.g_03052	Syac.g_00522
OG0000322	Syat.g_03051	Syac.g_00521
OG0000323	Syat.g_03038	Syac.g_00506
OG0000324	Syat.g_02998	Syac.g_00648
OG0000325	Syat.g_01861	Syac.g_02190
OG0000326	Syat.g_01854	Syac.g_02183
OG0000327	Syat.g_01827	Syac.g_02137
OG0000328	Syat.g_01826	Syac.g_02136
OG0000329	Syat.g_01808	Syac.g_02119
OG0000330	Syat.g_01807	Syac.g_02118
OG0000331	Syat.g_01806	Syac.g_02117
OG0000333	Syat.g_01787	Syac.g_02100
OG0000334	Syat.g_01657	Syac.g_02090
OG0000335	Syat.g_01652	Syac.g_02085
OG0000336	Syat.g_01648	Syac.g_02081
OG0000337	Syat.g_02144	Syac.g_00199
OG0000338	Syat.g_02146	Syac.g_00196
OG0000339	Syat.g_02155, Syat.g_01055	Syac.g_00190
OG0000340	Syat.g_02165	Syac.g_00178
OG0000341	Syat.g_02167	Syac.g_00176
OG0000342	Syat.g_02168	Syac.g_00175
OG0000343	Syat.g_02185	Syac.g_00174
OG0000344	Syat.g_02189	Syac.g_00170
OG0000345	Syat.g_02202	Syac.g_00160
OG0000346	Syat.g_02207	Syac.g_00155
OG0000347	Syat.g_02234	Syac.g_00129
OG0000348	Syat.g_02264	Syac.g_00070, Syac.g_00074
OG0000349	Syat.g_02291	Syac.g_00050
OG0000350	Syat.g_01847	Syac.g_02176
OG0000351	Syat.g_02411	Syac.g_02468
OG0000352	Syat.g_02410	Syac.g_02469
OG0000353	Syat.g_00955, Syat.g_02377	Syac.g_02493
OG0000354	Syat.g_03225	Syac.g_01862
OG0000355	Syat.g_02375	Syac.g_00001
OG0000356	Syat.g_02374	Syac.g_00002
OG0000357	Syat.g_02373	Syac.g_00003
OG0000358	Syat.g_02336	Syac.g_00007
OG0000359	Syat.g_02334	Syac.g_00009
OG0000360	Syat.g_02333	Syac.g_00010
OG0000361	Syat.g_02332	Syac.g_00011
OG0000362	Syat.g_02330	Syac.g_00013
OG0000363	Syat.g_02328	Syac.g_00015
OG0000364	Syat.g_03122	Syac.g_00016
OG0000365	Syat.g_02318	Syac.g_00023
OG0000366	Syat.g_02317	Syac.g_00024
OG0000367	Syat.g_02316	Syac.g_00025
OG0000368	Syat.g_02314	Syac.g_00027
OG0000369	Syat.g_02313	Syac.g_00028
OG0000370	Syat.g_02312	Syac.g_00029
OG0000371	Syat.g_02304	Syac.g_00036
OG0000372	Syat.g_02298	Syac.g_00041
OG0000373	Syat.g_02297	Syac.g_00042
OG0000374	Syat.g_02296	Syac.g_00043
OG0000375	Syat.g_02295	Syac.g_00046
OG0000376	Syat.g_02293	Syac.g_00048
OG0000377	Syat.g_02695	Syac.g_02346
OG0000378	Syat.g_02715	Syac.g_02338
OG0000379	Syat.g_02720	Syac.g_02335
OG0000380	Syat.g_01468	Syac.g_00452
OG0000381	Syat.g_01470	Syac.g_00449
OG0000382	Syat.g_01488	Syac.g_00434
OG0000383	Syat.g_01521	Syac.g_00432
OG0000384	Syat.g_01522	Syac.g_00431
OG0000385	Syat.g_01523	Syac.g_00430
OG0000386	Syat.g_01524	Syac.g_00429
OG0000387	Syat.g_01561	Syac.g_00404
OG0000388	Syat.g_01565	Syac.g_00401
OG0000389	Syat.g_01569	Syac.g_00397
OG0000390	Syat.g_02945	Syac.g_00379
OG0000391	Syat.g_02940	Syac.g_00374
OG0000392	Syat.g_02934	Syac.g_00369
OG0000393	Syat.g_02931	Syac.g_00366
OG0000394	Syat.g_02930	Syac.g_00365
OG0000395	Syat.g_02929	Syac.g_00364
OG0000396	Syat.g_02927	Syac.g_00361
OG0000397	Syat.g_02925	Syac.g_00359
OG0000398	Syat.g_02920	Syac.g_00354
OG0000399	Syat.g_02919	Syac.g_00353
OG0000400	Syat.g_02918	Syac.g_00352
OG0000401	Syat.g_02917	Syac.g_00351
OG0000402	Syat.g_02915	Syac.g_00348
OG0000403	Syat.g_02914	Syac.g_00347
OG0000404	Syat.g_02913	Syac.g_00345
OG0000405	Syat.g_02900	Syac.g_00332
OG0000406	Syat.g_02896	Syac.g_00328
OG0000407	Syat.g_02895	Syac.g_00327
OG0000408	Syat.g_02893	Syac.g_00325
OG0000409	Syat.g_02891	Syac.g_00323
OG0000410	Syat.g_02890	Syac.g_00322
OG0000411	Syat.g_02889	Syac.g_00321
OG0000412	Syat.g_02888	Syac.g_00320
OG0000413	Syat.g_02886	Syac.g_00318
OG0000414	Syat.g_02885	Syac.g_00317
OG0000415	Syat.g_02884	Syac.g_00316
OG0000416	Syat.g_02883	Syac.g_00315
OG0000417	Syat.g_02868	Syac.g_00314
OG0000418	Syat.g_02863	Syac.g_00309
OG0000419	Syat.g_02861	Syac.g_00307
OG0000420	Syat.g_02859	Syac.g_00305
OG0000421	Syat.g_02855	Syac.g_00300
OG0000422	Syat.g_02854	Syac.g_00299
OG0000423	Syat.g_02853	Syac.g_00298
OG0000424	Syat.g_02852	Syac.g_00297
OG0000425	Syat.g_02851	Syac.g_00296
OG0000426	Syat.g_02850	Syac.g_00295
OG0000427	Syat.g_02849	Syac.g_00294
OG0000428	Syat.g_02846	Syac.g_02257
OG0000429	Syat.g_02843	Syac.g_02259
OG0000430	Syat.g_02841	Syac.g_02260
OG0000431	Syat.g_02838	Syac.g_02264
OG0000432	Syat.g_02832	Syac.g_02270
OG0000433	Syat.g_02829	Syac.g_02272
OG0000434	Syat.g_02828	Syac.g_02273
OG0000435	Syat.g_02824	Syac.g_02277
OG0000436	Syat.g_02817	Syac.g_02282
OG0000437	Syat.g_02558	Syac.g_02283
OG0000438	Syat.g_02813	Syac.g_02284
OG0000439	Syat.g_02811	Syac.g_02286
OG0000440	Syat.g_02810	Syac.g_02287
OG0000441	Syat.g_02807	Syac.g_02294
OG0000442	Syat.g_02797	Syac.g_02295
OG0000443	Syat.g_02787	Syac.g_02296
OG0000444	Syat.g_02756	Syac.g_02303
OG0000445	Syat.g_02755	Syac.g_02304
OG0000446	Syat.g_02753	Syac.g_02305
OG0000447	Syat.g_02749	Syac.g_02308
OG0000448	Syat.g_02748	Syac.g_02309
OG0000449	Syat.g_02747	Syac.g_02310
OG0000450	Syat.g_02738	Syac.g_02313
OG0000451	Syat.g_02737	Syac.g_02314
OG0000452	Syat.g_02732	Syac.g_02318
OG0000453	Syat.g_02731	Syac.g_02319
OG0000454	Syat.g_02730	Syac.g_02320
OG0000455	Syat.g_02729	Syac.g_02321
OG0000456	Syat.g_02728	Syac.g_02322
OG0000457	Syat.g_02726	Syac.g_02324
OG0000458	Syat.g_02725	Syac.g_02325
OG0000459	Syat.g_02724	Syac.g_02326
OG0000460	Syat.g_01450	Syac.g_01970
OG0000461	Syat.g_01866	Syac.g_02198
OG0000462	Syat.g_01868	Syac.g_02201
OG0000463	Syat.g_01869	Syac.g_02202
OG0000464	Syat.g_01870	Syac.g_02203
OG0000465	Syat.g_01872	Syac.g_02204
OG0000466	Syat.g_01877	Syac.g_02208
OG0000467	Syat.g_01878	Syac.g_02210
OG0000468	Syat.g_01884	Syac.g_02216
OG0000469	Syat.g_02000	Syac.g_02230
OG0000470	Syat.g_02038	Syac.g_02232
OG0000471	Syat.g_02039	Syac.g_02233
OG0000472	Syat.g_02041	Syac.g_02235
OG0000473	Syat.g_02043	Syac.g_02237
OG0000474	Syat.g_02044	Syac.g_02238
OG0000475	Syat.g_02045	Syac.g_02239
OG0000476	Syat.g_02047	Syac.g_02241
OG0000477	Syat.g_02053	Syac.g_02247
OG0000478	Syat.g_02054	Syac.g_02248
OG0000479	Syat.g_02056	Syac.g_02249
OG0000480	Syat.g_02063	Syac.g_00293
OG0000481	Syat.g_02066	Syac.g_00291
OG0000482	Syat.g_02067	Syac.g_00290
OG0000483	Syat.g_02071	Syac.g_00286
OG0000484	Syat.g_02072	Syac.g_00285
OG0000485	Syat.g_02073	Syac.g_00284
OG0000486	Syat.g_02074	Syac.g_00283
OG0000487	Syat.g_02080	Syac.g_00276
OG0000488	Syat.g_02086	Syac.g_00272
OG0000489	Syat.g_02097	Syac.g_00260
OG0000490	Syat.g_02106	Syac.g_00249
OG0000491	Syat.g_02107	Syac.g_00248
OG0000492	Syat.g_02110	Syac.g_00246
OG0000493	Syat.g_02111	Syac.g_00245
OG0000494	Syat.g_02112	Syac.g_00244
OG0000495	Syat.g_02120	Syac.g_00243
OG0000496	Syat.g_02121	Syac.g_00242
OG0000497	Syat.g_02122	Syac.g_00241
OG0000498	Syat.g_02123	Syac.g_00240
OG0000499	Syat.g_02124	Syac.g_00239
OG0000500	Syat.g_02125	Syac.g_00238
OG0000501	Syat.g_02128	Syac.g_00235
OG0000502	Syat.g_02135	Syac.g_00223
OG0000503	Syat.g_01614	Syac.g_02020
OG0000504	Syat.g_01612	Syac.g_02018
OG0000505	Syat.g_01611	Syac.g_02017
OG0000506	Syat.g_01609	Syac.g_02015
OG0000507	Syat.g_01603	Syac.g_02009
OG0000508	Syat.g_01596	Syac.g_02005
OG0000509	Syat.g_01591	Syac.g_02003
OG0000510	Syat.g_01590	Syac.g_02002
OG0000511	Syat.g_01589	Syac.g_02001
OG0000512	Syat.g_01587	Syac.g_01999
OG0000513	Syat.g_02957	Syac.g_01984
OG0000514	Syat.g_02962	Syac.g_01977
OG0000515	Syat.g_02963	Syac.g_01976
OG0000516	Syat.g_02965	Syac.g_00697
OG0000517	Syat.g_02969	Syac.g_00691
OG0000518	Syat.g_01286	Syac.g_00707
OG0000519	Syat.g_01285	Syac.g_00708
OG0000520	Syat.g_01284	Syac.g_00709
OG0000521	Syat.g_01319	Syac.g_01721
OG0000522	Syat.g_01317	Syac.g_01719
OG0000523	Syat.g_01316	Syac.g_01718
OG0000524	Syat.g_01409	Syac.g_01716
OG0000525	Syat.g_01382	Syac.g_01709
OG0000526	Syat.g_01380	Syac.g_01706
OG0000527	Syat.g_01373	Syac.g_01702
OG0000528	Syat.g_03167	Syac.g_01911
OG0000529	Syat.g_03171	Syac.g_01903
OG0000530	Syat.g_03174	Syac.g_01900
OG0000531	Syat.g_03175	Syac.g_01899
OG0000532	Syat.g_03178	Syac.g_01896
OG0000533	Syat.g_03180	Syac.g_01895
OG0000534	Syat.g_03181	Syac.g_01894
OG0000535	Syat.g_03182	Syac.g_01893
OG0000536	Syat.g_03183	Syac.g_01892
OG0000537	Syat.g_03185	Syac.g_01891
OG0000538	Syat.g_03204	Syac.g_01880
OG0000539	Syat.g_03206	Syac.g_01879
OG0000540	Syat.g_03207	Syac.g_01878
OG0000541	Syat.g_03208	Syac.g_01877
OG0000542	Syat.g_03213	Syac.g_01874
OG0000543	Syat.g_03215	Syac.g_01872
OG0000544	Syat.g_03216	Syac.g_01871
OG0000545	Syat.g_03218	Syac.g_01869
OG0000546	Syat.g_03220	Syac.g_01867
OG0000547	Syat.g_03222	Syac.g_01865
OG0000548	Syat.g_03223	Syac.g_01864
OG0000549	Syat.g_01795	Syac.g_01858
OG0000550	Syat.g_01107	Syac.g_01854
OG0000551	Syat.g_01103	Syac.g_01849
OG0000552	Syat.g_01102	Syac.g_01848
OG0000553	Syat.g_01098	Syac.g_01846
OG0000554	Syat.g_03271	Syac.g_01835
OG0000555	Syat.g_00093	Syac.g_01822
OG0000556	Syat.g_00088	Syac.g_01817
OG0000557	Syat.g_00083	Syac.g_01815
OG0000558	Syat.g_00081	Syac.g_01813
OG0000559	Syat.g_00077	Syac.g_01808
OG0000560	Syat.g_00074	Syac.g_01805
OG0000561	Syat.g_00073	Syac.g_01804
OG0000562	Syat.g_00072	Syac.g_01803
OG0000563	Syat.g_00071	Syac.g_01802
OG0000564	Syat.g_00070	Syac.g_01801
OG0000565	Syat.g_00067	Syac.g_01797
OG0000566	Syat.g_00063	Syac.g_01793
OG0000567	Syat.g_00059	Syac.g_01789
OG0000568	Syat.g_00057	Syac.g_01786
OG0000569	Syat.g_00056	Syac.g_01785
OG0000570	Syat.g_00055	Syac.g_01784
OG0000571	Syat.g_00052	Syac.g_01780
OG0000572	Syat.g_00033	Syac.g_01765
OG0000573	Syat.g_00024	Syac.g_01755
OG0000574	Syat.g_00023	Syac.g_01754
OG0000575	Syat.g_00018	Syac.g_01750
OG0000576	Syat.g_00014	Syac.g_01748
OG0000577	Syat.g_00013	Syac.g_01747
OG0000578	Syat.g_00012	Syac.g_01746
OG0000579	Syat.g_00011	Syac.g_01745
OG0000580	Syat.g_00010	Syac.g_01744
OG0000581	Syat.g_00003	Syac.g_01738
OG0000582	Syat.g_03403	Syac.g_00936
OG0000583	Syat.g_03404	Syac.g_00937
OG0000584	Syat.g_03405	Syac.g_00938
OG0000585	Syat.g_03408	Syac.g_00940
OG0000586	Syat.g_03409	Syac.g_00941
OG0000587	Syat.g_00001	Syac.g_00943
OG0000588	Syat.g_00338	Syac.g_00949
OG0000589	Syat.g_03318	Syac.g_00953
OG0000590	Syat.g_03317	Syac.g_00954
OG0000591	Syat.g_03308	Syac.g_00961
OG0000592	Syat.g_03307	Syac.g_00962
OG0000593	Syat.g_00113	Syac.g_00975
OG0000594	Syat.g_00114	Syac.g_00976
OG0000595	Syat.g_00115	Syac.g_00977
OG0000596	Syat.g_00129	Syac.g_00982
OG0000597	Syat.g_00132	Syac.g_00985
OG0000598	Syat.g_00133	Syac.g_00986
OG0000599	Syat.g_00381	Syac.g_00989
OG0000600	Syat.g_00380	Syac.g_00990
OG0000601	Syat.g_00379	Syac.g_00991
OG0000602	Syat.g_00375	Syac.g_00996
OG0000603	Syat.g_00374	Syac.g_00997
OG0000604	Syat.g_00372	Syac.g_01001
OG0000605	Syat.g_00370	Syac.g_01089
OG0000606	Syat.g_00367	Syac.g_01434
