Orthogroup	Syat	Prbh
OG0000113	Syat.g_00509	Prbh.g_00976
OG0000114	Syat.g_00426	Prbh.g_00878
OG0000115	Syat.g_01328	Prbh.g_01344
OG0000116	Syat.g_02641	Prbh.g_01294
OG0000117	Syat.g_00224	Prbh.g_01255
OG0000118	Syat.g_01168	Prbh.g_01385
OG0000119	Syat.g_00309	Prbh.g_01333, Prbh.g_00194
OG0000120	Syat.g_02132	Prbh.g_00031
OG0000121	Syat.g_01223	Prbh.g_00101
OG0000123	Syat.g_01653	Prbh.g_01637
OG0000124	Syat.g_02231	Prbh.g_01564
OG0000125	Syat.g_02684	Prbh.g_01528
OG0000126	Syat.g_00976	Prbh.g_01481
OG0000127	Syat.g_00175	Prbh.g_01938
OG0000128	Syat.g_02331	Prbh.g_01953
OG0000129	Syat.g_02693, Syat.g_02694	Prbh.g_00738
OG0000130	Syat.g_01469	Prbh.g_00713
OG0000131	Syat.g_02898	Prbh.g_00637
OG0000132	Syat.g_02864	Prbh.g_00618
OG0000133	Syat.g_00588	Prbh.g_00457
OG0000134	Syat.g_02956	Prbh.g_00413
OG0000135	Syat.g_02501	Prbh.g_01825
OG0000136	Syat.g_01292	Prbh.g_00391
OG0000137	Syat.g_01371	Prbh.g_00356
OG0000138	Syat.g_03188	Prbh.g_00336
OG0000139	Syat.g_03276	Prbh.g_00292
OG0000140	Syat.g_03280	Prbh.g_00291
OG0000141	Syat.g_03398	Prbh.g_00222
OG0000142	Syat.g_00117	Prbh.g_01218
OG0000143	Syat.g_00130	Prbh.g_01215
OG0000144	Syat.g_00369	Prbh.g_01201
OG0000145	Syat.g_03202	Prbh.g_01880
OG0000146	Syat.g_00594	Prbh.g_01077
OG0000147	Syat.g_00595	Prbh.g_01076
OG0000148	Syat.g_00503	Prbh.g_00970
OG0000149	Syat.g_00747	Prbh.g_01002
OG0000150	Syat.g_03399	Prbh.g_01012
OG0000151	Syat.g_00801, Syat.g_00440	Prbh.g_00888
OG0000152	Syat.g_00578	Prbh.g_01086
OG0000153	Syat.g_00542	Prbh.g_01104
OG0000154	Syat.g_00708	Prbh.g_01121
OG0000155	Syat.g_00287	Prbh.g_01261
OG0000156	Syat.g_03228	Prbh.g_01362
OG0000157	Syat.g_02012, Syat.g_03227	Prbh.g_01363
OG0000158	Syat.g_02163	Prbh.g_01599
OG0000159	Syat.g_01187	Prbh.g_00722
OG0000160	Syat.g_01224	Prbh.g_00100
OG0000161	Syat.g_01180	Prbh.g_01288, Prbh.g_00106
OG0000162	Syat.g_01281	Prbh.g_00112
OG0000163	Syat.g_02979	Prbh.g_00151
OG0000164	Syat.g_03040	Prbh.g_01758
OG0000165	Syat.g_03033	Prbh.g_01750
OG0000166	Syat.g_01822	Prbh.g_01681
OG0000167	Syat.g_02148	Prbh.g_01609
OG0000168	Syat.g_02164	Prbh.g_01598
OG0000169	Syat.g_02192	Prbh.g_01588
OG0000170	Syat.g_02201	Prbh.g_01585
OG0000171	Syat.g_02230	Prbh.g_01565
OG0000172	Syat.g_02260	Prbh.g_01558
OG0000173	Syat.g_02284	Prbh.g_01543
OG0000174	Syat.g_02504	Prbh.g_01512
OG0000175	Syat.g_02416	Prbh.g_01500
OG0000176	Syat.g_02372	Prbh.g_01472
OG0000177	Syat.g_02338	Prbh.g_01471
OG0000178	Syat.g_02337	Prbh.g_01470
OG0000179	Syat.g_02322	Prbh.g_00764
OG0000180	Syat.g_02321	Prbh.g_00763
OG0000181	Syat.g_02320	Prbh.g_00762
OG0000182	Syat.g_02319	Prbh.g_00761
OG0000183	Syat.g_02315	Prbh.g_00757
OG0000184	Syat.g_02704	Prbh.g_00734
OG0000185	Syat.g_02719	Prbh.g_00731
OG0000186	Syat.g_01463	Prbh.g_00719
OG0000187	Syat.g_01467	Prbh.g_00718
OG0000188	Syat.g_01489	Prbh.g_00701
OG0000189	Syat.g_00386, Syat.g_01557	Prbh.g_00687
OG0000190	Syat.g_00330	Prbh.g_00686
OG0000191	Syat.g_03344, Syat.g_02939	Prbh.g_00664
OG0000192	Syat.g_02933	Prbh.g_00659
OG0000193	Syat.g_02897	Prbh.g_00636
OG0000194	Syat.g_02894	Prbh.g_00633
OG0000195	Syat.g_02892	Prbh.g_00631
OG0000196	Syat.g_02867	Prbh.g_00621
OG0000197	Syat.g_02866	Prbh.g_00620
OG0000198	Syat.g_02865	Prbh.g_00619
OG0000199	Syat.g_02857	Prbh.g_00612
OG0000200	Syat.g_02840	Prbh.g_00599
OG0000201	Syat.g_02821	Prbh.g_00590
OG0000202	Syat.g_02820	Prbh.g_00589
OG0000203	Syat.g_02819	Prbh.g_00588
OG0000204	Syat.g_02818	Prbh.g_00587
OG0000205	Syat.g_02809	Prbh.g_00580
OG0000206	Syat.g_02785	Prbh.g_00575
OG0000207	Syat.g_02778	Prbh.g_00573
OG0000208	Syat.g_02777	Prbh.g_00572
OG0000209	Syat.g_02735	Prbh.g_00563
OG0000210	Syat.g_02734	Prbh.g_00562
OG0000211	Syat.g_01452	Prbh.g_00547
OG0000212	Syat.g_01442	Prbh.g_00539
OG0000213	Syat.g_01889	Prbh.g_00521
OG0000214	Syat.g_02042	Prbh.g_00512
OG0000215	Syat.g_02075	Prbh.g_00485
OG0000216	Syat.g_02079	Prbh.g_00484
OG0000217	Syat.g_02085	Prbh.g_00481
OG0000218	Syat.g_02087	Prbh.g_00479
OG0000219	Syat.g_02088	Prbh.g_00478
OG0000220	Syat.g_02089	Prbh.g_00477
OG0000221	Syat.g_02095	Prbh.g_00476
OG0000222	Syat.g_02109	Prbh.g_00469
OG0000223	Syat.g_02570	Prbh.g_00456
OG0000224	Syat.g_02139	Prbh.g_00454
OG0000225	Syat.g_01595	Prbh.g_00426
OG0000226	Syat.g_01588	Prbh.g_00422
OG0000228	Syat.g_02952	Prbh.g_00416
OG0000229	Syat.g_02970	Prbh.g_00396
OG0000230	Syat.g_02972	Prbh.g_00394
OG0000231	Syat.g_01283	Prbh.g_00383
OG0000232	Syat.g_01313	Prbh.g_00370
OG0000233	Syat.g_01407	Prbh.g_00365
OG0000234	Syat.g_01369	Prbh.g_00355
OG0000235	Syat.g_03169	Prbh.g_00352
OG0000236	Syat.g_03186	Prbh.g_00338
OG0000237	Syat.g_03214	Prbh.g_00324
OG0000238	Syat.g_03219	Prbh.g_00318
OG0000239	Syat.g_01105	Prbh.g_00305
OG0000240	Syat.g_01104	Prbh.g_00304
OG0000241	Syat.g_00111	Prbh.g_00299
OG0000242	Syat.g_01077	Prbh.g_00297
OG0000243	Syat.g_00092	Prbh.g_00287
OG0000244	Syat.g_00082	Prbh.g_00284
OG0000245	Syat.g_00080	Prbh.g_00282
OG0000246	Syat.g_00076	Prbh.g_00278
OG0000247	Syat.g_00065	Prbh.g_00267
OG0000248	Syat.g_00062	Prbh.g_00264
OG0000249	Syat.g_00060	Prbh.g_00262
OG0000250	Syat.g_00053	Prbh.g_00257
OG0000251	Syat.g_00027	Prbh.g_00239
OG0000252	Syat.g_00022	Prbh.g_00236
OG0000253	Syat.g_00021	Prbh.g_00235
OG0000254	Syat.g_03407	Prbh.g_00218
OG0000255	Syat.g_02405	Prbh.g_00212
OG0000256	Syat.g_03306	Prbh.g_01455
OG0000257	Syat.g_00109	Prbh.g_01223
OG0000258	Syat.g_00382	Prbh.g_01210
OG0000259	Syat.g_00342	Prbh.g_01193
OG0000260	Syat.g_00392	Prbh.g_01190
OG0000261	Syat.g_00400	Prbh.g_01187
OG0000262	Syat.g_00407	Prbh.g_01182
OG0000263	Syat.g_00200	Prbh.g_00915
OG0000266	Syat.g_00671	Prbh.g_01163
OG0000267	Syat.g_00636	Prbh.g_01150
OG0000268	Syat.g_00634	Prbh.g_01149
OG0000269	Syat.g_00474, Syat.g_00126	Prbh.g_00948
OG0000270	Syat.g_00477	Prbh.g_00951
OG0000271	Syat.g_00485	Prbh.g_00959
OG0000272	Syat.g_00486	Prbh.g_00960
OG0000273	Syat.g_00520	Prbh.g_00983
OG0000274	Syat.g_00521	Prbh.g_00984
OG0000275	Syat.g_00718	Prbh.g_00987
OG0000276	Syat.g_00725	Prbh.g_00993
OG0000277	Syat.g_00738	Prbh.g_00994
OG0000278	Syat.g_00741	Prbh.g_00997
OG0000279	Syat.g_00755	Prbh.g_01005
OG0000280	Syat.g_01669	Prbh.g_01006
OG0000281	Syat.g_00960	Prbh.g_01013
OG0000282	Syat.g_00431	Prbh.g_00880
OG0000283	Syat.g_00620	Prbh.g_01059
OG0000284	Syat.g_00614	Prbh.g_01064
OG0000285	Syat.g_00607	Prbh.g_01069
OG0000286	Syat.g_00579	Prbh.g_01085
OG0000287	Syat.g_00550	Prbh.g_01342
OG0000288	Syat.g_00709	Prbh.g_01120
OG0000289	Syat.g_00695	Prbh.g_01135
OG0000290	Syat.g_00805	Prbh.g_01034
OG0000291	Syat.g_00807	Prbh.g_01032
OG0000292	Syat.g_02388	Prbh.g_01328
OG0000293	Syat.g_03241	Prbh.g_01293
OG0000294	Syat.g_03248	Prbh.g_01292
OG0000295	Syat.g_00297	Prbh.g_01268
OG0000296	Syat.g_00295	Prbh.g_01266
OG0000297	Syat.g_00226	Prbh.g_01257
OG0000298	Syat.g_00225	Prbh.g_01256
OG0000299	Syat.g_00910	Prbh.g_01237
OG0000300	Syat.g_00904	Prbh.g_01234
OG0000301	Syat.g_00903	Prbh.g_01233
OG0000302	Syat.g_00901	Prbh.g_01231
OG0000303	Syat.g_00892	Prbh.g_01225
OG0000304	Syat.g_00885	Prbh.g_01450
OG0000305	Syat.g_00809	Prbh.g_01326
OG0000306	Syat.g_01704	Prbh.g_01017
OG0000307	Syat.g_01304	Prbh.g_00019
OG0000308	Syat.g_01306	Prbh.g_00020
OG0000309	Syat.g_01417	Prbh.g_00024
OG0000310	Syat.g_01246	Prbh.g_00082
OG0000311	Syat.g_01242	Prbh.g_00084
OG0000312	Syat.g_01237	Prbh.g_00087
OG0000313	Syat.g_01183	Prbh.g_00103
OG0000314	Syat.g_01341	Prbh.g_00126
OG0000315	Syat.g_01351	Prbh.g_00136
OG0000316	Syat.g_03082	Prbh.g_00162
OG0000317	Syat.g_03120	Prbh.g_01785
OG0000318	Syat.g_03125	Prbh.g_01781
OG0000319	Syat.g_03055	Prbh.g_01768
OG0000320	Syat.g_03053	Prbh.g_01766
OG0000321	Syat.g_03052	Prbh.g_01765
OG0000322	Syat.g_03051	Prbh.g_01764
OG0000323	Syat.g_03038	Prbh.g_01755
OG0000324	Syat.g_02998	Prbh.g_01727
OG0000325	Syat.g_01861	Prbh.g_01717
OG0000326	Syat.g_01854	Prbh.g_01710
OG0000327	Syat.g_01827	Prbh.g_01686
OG0000328	Syat.g_01826	Prbh.g_01685
OG0000329	Syat.g_01808	Prbh.g_01668
OG0000330	Syat.g_01807	Prbh.g_01667
OG0000331	Syat.g_01806	Prbh.g_01666
OG0000332	Syat.g_01790	Prbh.g_01652
OG0000333	Syat.g_01787	Prbh.g_01650
OG0000334	Syat.g_01657	Prbh.g_01641
OG0000335	Syat.g_01652	Prbh.g_01636
OG0000336	Syat.g_01648	Prbh.g_01632
OG0000337	Syat.g_02144	Prbh.g_01613
OG0000338	Syat.g_02146	Prbh.g_01612
OG0000339	Syat.g_02155, Syat.g_01055	Prbh.g_01606
OG0000340	Syat.g_02165	Prbh.g_01597
OG0000341	Syat.g_02167	Prbh.g_01595
OG0000342	Syat.g_02168	Prbh.g_01594
OG0000343	Syat.g_02185	Prbh.g_01593
OG0000344	Syat.g_02189	Prbh.g_01590
OG0000345	Syat.g_02202	Prbh.g_01584
OG0000346	Syat.g_02207	Prbh.g_01580
OG0000347	Syat.g_02234	Prbh.g_01563
OG0000348	Syat.g_02264	Prbh.g_01555
OG0000349	Syat.g_02291	Prbh.g_01537
OG0000350	Syat.g_01847	Prbh.g_01516
OG0000351	Syat.g_02411	Prbh.g_01497
OG0000352	Syat.g_02410	Prbh.g_01496
OG0000353	Syat.g_00955, Syat.g_02377	Prbh.g_01477
OG0000355	Syat.g_02375	Prbh.g_01475
OG0000356	Syat.g_02374	Prbh.g_01474
OG0000357	Syat.g_02373	Prbh.g_01473
OG0000358	Syat.g_02336	Prbh.g_01469
OG0000359	Syat.g_02334	Prbh.g_01468
OG0000360	Syat.g_02333	Prbh.g_01467
OG0000361	Syat.g_02332	Prbh.g_01466
OG0000362	Syat.g_02330	Prbh.g_01952
OG0000363	Syat.g_02328	Prbh.g_00766
OG0000364	Syat.g_03122	Prbh.g_00765
OG0000365	Syat.g_02318	Prbh.g_00760
OG0000366	Syat.g_02317	Prbh.g_00759
OG0000367	Syat.g_02316	Prbh.g_00758
OG0000368	Syat.g_02314	Prbh.g_00756
OG0000369	Syat.g_02313	Prbh.g_00755
OG0000370	Syat.g_02312	Prbh.g_00754
OG0000371	Syat.g_02304	Prbh.g_00748
OG0000372	Syat.g_02298	Prbh.g_00746
OG0000373	Syat.g_02297	Prbh.g_00745
OG0000374	Syat.g_02296	Prbh.g_00744
OG0000375	Syat.g_02295	Prbh.g_00743
OG0000376	Syat.g_02293	Prbh.g_00741
OG0000377	Syat.g_02695	Prbh.g_00737
OG0000378	Syat.g_02715	Prbh.g_00733
OG0000379	Syat.g_02720	Prbh.g_00730
OG0000380	Syat.g_01468	Prbh.g_00717
OG0000381	Syat.g_01470	Prbh.g_00712
OG0000382	Syat.g_01488	Prbh.g_00702
OG0000383	Syat.g_01521	Prbh.g_00700
OG0000384	Syat.g_01522	Prbh.g_00699
OG0000385	Syat.g_01523	Prbh.g_00698
OG0000386	Syat.g_01524	Prbh.g_00697
OG0000387	Syat.g_01561	Prbh.g_00684
OG0000388	Syat.g_01565	Prbh.g_00680
OG0000389	Syat.g_01569	Prbh.g_00677
OG0000390	Syat.g_02945	Prbh.g_00668
OG0000391	Syat.g_02940	Prbh.g_00665
OG0000392	Syat.g_02934	Prbh.g_00661
OG0000393	Syat.g_02931	Prbh.g_00658
OG0000394	Syat.g_02930	Prbh.g_00657
OG0000395	Syat.g_02929	Prbh.g_00656
OG0000396	Syat.g_02927	Prbh.g_00654
OG0000397	Syat.g_02925	Prbh.g_00652
OG0000398	Syat.g_02920	Prbh.g_00649
OG0000399	Syat.g_02919	Prbh.g_00648
OG0000400	Syat.g_02918	Prbh.g_00647
OG0000401	Syat.g_02917	Prbh.g_00646
OG0000402	Syat.g_02915	Prbh.g_01144
OG0000403	Syat.g_02914	Prbh.g_00644
OG0000404	Syat.g_02913	Prbh.g_00643
OG0000405	Syat.g_02900	Prbh.g_00639
OG0000406	Syat.g_02896	Prbh.g_00635
OG0000407	Syat.g_02895	Prbh.g_00634
OG0000408	Syat.g_02893	Prbh.g_00632
OG0000409	Syat.g_02891	Prbh.g_00630
OG0000410	Syat.g_02890	Prbh.g_00629
OG0000411	Syat.g_02889	Prbh.g_00628
OG0000412	Syat.g_02888	Prbh.g_00627
OG0000413	Syat.g_02886	Prbh.g_00626
OG0000414	Syat.g_02885	Prbh.g_00625
OG0000415	Syat.g_02884	Prbh.g_00624
OG0000416	Syat.g_02883	Prbh.g_00623
OG0000417	Syat.g_02868	Prbh.g_00622
OG0000418	Syat.g_02863	Prbh.g_00617
OG0000419	Syat.g_02861	Prbh.g_00615
OG0000420	Syat.g_02859	Prbh.g_00614
OG0000421	Syat.g_02855	Prbh.g_00610
OG0000422	Syat.g_02854	Prbh.g_00609
OG0000423	Syat.g_02853	Prbh.g_00608
OG0000424	Syat.g_02852	Prbh.g_00607
OG0000425	Syat.g_02851	Prbh.g_00606
OG0000426	Syat.g_02850	Prbh.g_00605
OG0000427	Syat.g_02849	Prbh.g_00604
OG0000428	Syat.g_02846	Prbh.g_00602
OG0000429	Syat.g_02843	Prbh.g_00601
OG0000430	Syat.g_02841	Prbh.g_00600
OG0000431	Syat.g_02838	Prbh.g_00598
OG0000432	Syat.g_02832	Prbh.g_00594
OG0000433	Syat.g_02829	Prbh.g_00593
OG0000434	Syat.g_02828	Prbh.g_00592
OG0000435	Syat.g_02824	Prbh.g_00591
OG0000436	Syat.g_02817	Prbh.g_00586
OG0000437	Syat.g_02558	Prbh.g_00585
OG0000438	Syat.g_02813	Prbh.g_00584
OG0000439	Syat.g_02811	Prbh.g_00582
OG0000440	Syat.g_02810	Prbh.g_00581
OG0000441	Syat.g_02807	Prbh.g_00578
OG0000442	Syat.g_02797	Prbh.g_00577
OG0000443	Syat.g_02787	Prbh.g_00576
OG0000444	Syat.g_02756	Prbh.g_00571
OG0000445	Syat.g_02755	Prbh.g_00570
OG0000446	Syat.g_02753	Prbh.g_00569
OG0000447	Syat.g_02749	Prbh.g_00568
OG0000448	Syat.g_02748	Prbh.g_00567
OG0000449	Syat.g_02747	Prbh.g_00566
OG0000450	Syat.g_02738	Prbh.g_00565
OG0000451	Syat.g_02737	Prbh.g_00564
OG0000452	Syat.g_02732	Prbh.g_00561
OG0000453	Syat.g_02731	Prbh.g_00560
OG0000454	Syat.g_02730	Prbh.g_00559
OG0000455	Syat.g_02729	Prbh.g_00558
OG0000456	Syat.g_02728	Prbh.g_00557
OG0000457	Syat.g_02726	Prbh.g_00555
OG0000458	Syat.g_02725	Prbh.g_00554
OG0000459	Syat.g_02724	Prbh.g_00553
OG0000460	Syat.g_01450	Prbh.g_00545
OG0000461	Syat.g_01866	Prbh.g_00537
OG0000462	Syat.g_01868	Prbh.g_00535
OG0000463	Syat.g_01869	Prbh.g_00534
OG0000464	Syat.g_01870	Prbh.g_00533
OG0000465	Syat.g_01872	Prbh.g_00532
OG0000466	Syat.g_01877	Prbh.g_00529
OG0000467	Syat.g_01878	Prbh.g_00528
OG0000468	Syat.g_01884	Prbh.g_00525
OG0000469	Syat.g_02000	Prbh.g_00517
OG0000470	Syat.g_02038	Prbh.g_00515
OG0000471	Syat.g_02039	Prbh.g_00514
OG0000472	Syat.g_02041	Prbh.g_00513
OG0000473	Syat.g_02043	Prbh.g_00511
OG0000474	Syat.g_02044	Prbh.g_00510
OG0000475	Syat.g_02045	Prbh.g_00509
OG0000476	Syat.g_02047	Prbh.g_00507
OG0000477	Syat.g_02053	Prbh.g_00504
OG0000478	Syat.g_02054	Prbh.g_00503
OG0000479	Syat.g_02056	Prbh.g_00502
OG0000480	Syat.g_02063	Prbh.g_00497
OG0000481	Syat.g_02066	Prbh.g_00494
OG0000482	Syat.g_02067	Prbh.g_00493
OG0000483	Syat.g_02071	Prbh.g_00490
OG0000484	Syat.g_02072	Prbh.g_00489
OG0000485	Syat.g_02073	Prbh.g_00487
OG0000486	Syat.g_02074	Prbh.g_00486
OG0000487	Syat.g_02080	Prbh.g_00483
OG0000488	Syat.g_02086	Prbh.g_00480
OG0000489	Syat.g_02097	Prbh.g_00475
OG0000490	Syat.g_02106	Prbh.g_00471
OG0000491	Syat.g_02107	Prbh.g_00470
OG0000492	Syat.g_02110	Prbh.g_00468
OG0000493	Syat.g_02111	Prbh.g_00467
OG0000494	Syat.g_02112	Prbh.g_00466
OG0000495	Syat.g_02120	Prbh.g_00465
OG0000496	Syat.g_02121	Prbh.g_00464
OG0000497	Syat.g_02122	Prbh.g_00463
OG0000498	Syat.g_02123	Prbh.g_00462
OG0000499	Syat.g_02124	Prbh.g_00461
OG0000500	Syat.g_02125	Prbh.g_00460
OG0000501	Syat.g_02128	Prbh.g_00458
OG0000502	Syat.g_02135	Prbh.g_00455
OG0000503	Syat.g_01614	Prbh.g_00439
OG0000504	Syat.g_01612	Prbh.g_00437
OG0000505	Syat.g_01611	Prbh.g_00436
OG0000506	Syat.g_01609	Prbh.g_00435
OG0000507	Syat.g_01603	Prbh.g_00431
OG0000508	Syat.g_01596	Prbh.g_00427
OG0000509	Syat.g_01591	Prbh.g_00425
OG0000510	Syat.g_01590	Prbh.g_00424
OG0000511	Syat.g_01589	Prbh.g_00423
OG0000512	Syat.g_01587	Prbh.g_00421
OG0000513	Syat.g_02957	Prbh.g_00412
OG0000514	Syat.g_02962	Prbh.g_00401
OG0000515	Syat.g_02963	Prbh.g_00400
OG0000516	Syat.g_02965	Prbh.g_00399
OG0000517	Syat.g_02969	Prbh.g_00397
OG0000518	Syat.g_01286	Prbh.g_00386
OG0000519	Syat.g_01285	Prbh.g_00385
OG0000520	Syat.g_01284	Prbh.g_00384
OG0000521	Syat.g_01319	Prbh.g_00374
OG0000522	Syat.g_01317	Prbh.g_00372
OG0000523	Syat.g_01316	Prbh.g_00371
OG0000524	Syat.g_01409	Prbh.g_00367
OG0000525	Syat.g_01382	Prbh.g_00363
OG0000526	Syat.g_01380	Prbh.g_00361
OG0000527	Syat.g_01373	Prbh.g_00358
OG0000528	Syat.g_03167	Prbh.g_00353
OG0000529	Syat.g_03171	Prbh.g_00350
OG0000530	Syat.g_03174	Prbh.g_00347
OG0000531	Syat.g_03175	Prbh.g_00346
OG0000532	Syat.g_03178	Prbh.g_00344
OG0000533	Syat.g_03180	Prbh.g_00343
OG0000534	Syat.g_03181	Prbh.g_00342
OG0000535	Syat.g_03182	Prbh.g_00341
OG0000536	Syat.g_03183	Prbh.g_00340
OG0000537	Syat.g_03185	Prbh.g_00339
OG0000538	Syat.g_03204	Prbh.g_00329
OG0000539	Syat.g_03206	Prbh.g_00328
OG0000540	Syat.g_03207	Prbh.g_00327
OG0000541	Syat.g_03208	Prbh.g_00326
OG0000542	Syat.g_03213	Prbh.g_00325
OG0000543	Syat.g_03215	Prbh.g_00323
OG0000544	Syat.g_03216	Prbh.g_00322
OG0000545	Syat.g_03218	Prbh.g_00320
OG0000546	Syat.g_03220	Prbh.g_00317
OG0000547	Syat.g_03222	Prbh.g_00315
OG0000548	Syat.g_03223	Prbh.g_00314
OG0000549	Syat.g_01795	Prbh.g_00311
OG0000550	Syat.g_01107	Prbh.g_00306
OG0000551	Syat.g_01103	Prbh.g_00303
OG0000552	Syat.g_01102	Prbh.g_00302
OG0000553	Syat.g_01098	Prbh.g_00301
OG0000554	Syat.g_03271	Prbh.g_00295
OG0000555	Syat.g_00093	Prbh.g_00288
OG0000556	Syat.g_00088	Prbh.g_00286
OG0000557	Syat.g_00083	Prbh.g_00285
OG0000558	Syat.g_00081	Prbh.g_00283
OG0000559	Syat.g_00077	Prbh.g_00279
OG0000560	Syat.g_00074	Prbh.g_00276
OG0000561	Syat.g_00073	Prbh.g_00275
OG0000562	Syat.g_00072	Prbh.g_00274
OG0000563	Syat.g_00071	Prbh.g_00273
OG0000564	Syat.g_00070	Prbh.g_00272
OG0000565	Syat.g_00067	Prbh.g_00269
OG0000566	Syat.g_00063	Prbh.g_00265
OG0000567	Syat.g_00059	Prbh.g_00261
OG0000568	Syat.g_00057	Prbh.g_00260
