Orthogroup	Syat	Prat
OG0000139	Syat.g_03276	Prat.g_00499
OG0000140	Syat.g_03280	Prat.g_00500
OG0000141	Syat.g_03398	Prat.g_00570
OG0000142	Syat.g_00117	Prat.g_01090
OG0000143	Syat.g_00130	Prat.g_01086
OG0000144	Syat.g_00369	Prat.g_01072
OG0000145	Syat.g_03202	Prat.g_01472
OG0000146	Syat.g_00594	Prat.g_00887
OG0000147	Syat.g_00595	Prat.g_00886
OG0000148	Syat.g_00503	Prat.g_01020
OG0000149	Syat.g_00747	Prat.g_00991
OG0000150	Syat.g_03399	Prat.g_00981
OG0000151	Syat.g_00801, Syat.g_00440	Prat.g_00726
OG0000152	Syat.g_00578	Prat.g_00896
OG0000153	Syat.g_00542	Prat.g_00915
OG0000154	Syat.g_00708	Prat.g_00934
OG0000155	Syat.g_00287	Prat.g_01135
OG0000156	Syat.g_03228	Prat.g_01238
OG0000157	Syat.g_02012, Syat.g_03227	Prat.g_01239
OG0000158	Syat.g_02163	Prat.g_01769
OG0000160	Syat.g_01224	Prat.g_01354
OG0000161	Syat.g_01180	Prat.g_01360
OG0000162	Syat.g_01281	Prat.g_01366
OG0000163	Syat.g_02979	Prat.g_01409
OG0000164	Syat.g_03040	Prat.g_01615
OG0000165	Syat.g_03033	Prat.g_01623
OG0000166	Syat.g_01822	Prat.g_01690
OG0000167	Syat.g_02148	Prat.g_01759
OG0000168	Syat.g_02164	Prat.g_01770
OG0000169	Syat.g_02192	Prat.g_01781
OG0000170	Syat.g_02201	Prat.g_01784
OG0000171	Syat.g_02230	Prat.g_01804
OG0000172	Syat.g_02260	Prat.g_01811
OG0000173	Syat.g_02284	Prat.g_01826
OG0000174	Syat.g_02504	Prat.g_01858
OG0000175	Syat.g_02416	Prat.g_01870
OG0000176	Syat.g_02372	Prat.g_00004
OG0000177	Syat.g_02338	Prat.g_00005
OG0000178	Syat.g_02337	Prat.g_00006
OG0000179	Syat.g_02322	Prat.g_00017
OG0000180	Syat.g_02321	Prat.g_00018
OG0000181	Syat.g_02320	Prat.g_00019
OG0000182	Syat.g_02319	Prat.g_00020
OG0000183	Syat.g_02315	Prat.g_00024
OG0000184	Syat.g_02704	Prat.g_00051
OG0000185	Syat.g_02719	Prat.g_00054
OG0000186	Syat.g_01463	Prat.g_00060
OG0000187	Syat.g_01467	Prat.g_00061
OG0000188	Syat.g_01489	Prat.g_00080
OG0000189	Syat.g_00386, Syat.g_01557	Prat.g_00093
OG0000190	Syat.g_00330	Prat.g_00094
OG0000191	Syat.g_03344, Syat.g_02939	Prat.g_00116
OG0000192	Syat.g_02933	Prat.g_00121
OG0000193	Syat.g_02897	Prat.g_00145
OG0000194	Syat.g_02894	Prat.g_00148
OG0000195	Syat.g_02892	Prat.g_00150
OG0000196	Syat.g_02867	Prat.g_00161
OG0000197	Syat.g_02866	Prat.g_00162
OG0000198	Syat.g_02865	Prat.g_00163
OG0000199	Syat.g_02857	Prat.g_00171
OG0000200	Syat.g_02840	Prat.g_00185
OG0000201	Syat.g_02821	Prat.g_00194
OG0000202	Syat.g_02820	Prat.g_00195
OG0000203	Syat.g_02819	Prat.g_00196
OG0000204	Syat.g_02818	Prat.g_00197
OG0000205	Syat.g_02809	Prat.g_00204
OG0000206	Syat.g_02785	Prat.g_00209
OG0000207	Syat.g_02778	Prat.g_00211
OG0000208	Syat.g_02777	Prat.g_00212
OG0000209	Syat.g_02735	Prat.g_00221
OG0000210	Syat.g_02734	Prat.g_00222
OG0000211	Syat.g_01452	Prat.g_00238
OG0000212	Syat.g_01442	Prat.g_00246
OG0000213	Syat.g_01889	Prat.g_00264
OG0000214	Syat.g_02042	Prat.g_00274
OG0000215	Syat.g_02075	Prat.g_00300
OG0000216	Syat.g_02079	Prat.g_00302
OG0000217	Syat.g_02085	Prat.g_00305
OG0000218	Syat.g_02087	Prat.g_00307
OG0000219	Syat.g_02088	Prat.g_00308
OG0000220	Syat.g_02089	Prat.g_00309
OG0000221	Syat.g_02095	Prat.g_00310
OG0000222	Syat.g_02109	Prat.g_00317
OG0000223	Syat.g_02570	Prat.g_00330
OG0000224	Syat.g_02139	Prat.g_00332
OG0000225	Syat.g_01595	Prat.g_00360
OG0000226	Syat.g_01588	Prat.g_00364
OG0000228	Syat.g_02952	Prat.g_00369
OG0000229	Syat.g_02970	Prat.g_00396
OG0000230	Syat.g_02972	Prat.g_00398
OG0000231	Syat.g_01283	Prat.g_00411
OG0000232	Syat.g_01313	Prat.g_00419
OG0000233	Syat.g_01407	Prat.g_00426
OG0000234	Syat.g_01369	Prat.g_00435
OG0000235	Syat.g_03169	Prat.g_00439
OG0000236	Syat.g_03186	Prat.g_00454
OG0000237	Syat.g_03214	Prat.g_00469
OG0000238	Syat.g_03219	Prat.g_00475
OG0000239	Syat.g_01105	Prat.g_00487
OG0000240	Syat.g_01104	Prat.g_00488
OG0000241	Syat.g_00111	Prat.g_00492
OG0000242	Syat.g_01077	Prat.g_00494
OG0000243	Syat.g_00092	Prat.g_00504
OG0000244	Syat.g_00082	Prat.g_00507
OG0000245	Syat.g_00080	Prat.g_00509
OG0000246	Syat.g_00076	Prat.g_00514, Prat.g_00513
OG0000247	Syat.g_00065	Prat.g_00525
OG0000248	Syat.g_00062	Prat.g_00528
OG0000249	Syat.g_00060	Prat.g_00530
OG0000250	Syat.g_00053	Prat.g_00536
OG0000251	Syat.g_00027	Prat.g_00553
OG0000252	Syat.g_00022	Prat.g_00556
OG0000253	Syat.g_00021	Prat.g_00557
OG0000254	Syat.g_03407	Prat.g_00574
OG0000255	Syat.g_02405	Prat.g_00581
OG0000256	Syat.g_03306	Prat.g_00591
OG0000257	Syat.g_00109	Prat.g_01097
OG0000258	Syat.g_00382	Prat.g_01081
OG0000259	Syat.g_00342	Prat.g_01064
OG0000260	Syat.g_00392	Prat.g_01061
OG0000261	Syat.g_00400	Prat.g_01058
OG0000262	Syat.g_00407	Prat.g_01054
OG0000263	Syat.g_00200	Prat.g_00754
OG0000266	Syat.g_00671	Prat.g_00801
OG0000267	Syat.g_00636	Prat.g_00814
OG0000268	Syat.g_00634	Prat.g_00815
OG0000269	Syat.g_00474, Syat.g_00126	Prat.g_01042
OG0000270	Syat.g_00477	Prat.g_01039
OG0000271	Syat.g_00485	Prat.g_01031
OG0000272	Syat.g_00486	Prat.g_01030
OG0000273	Syat.g_00520	Prat.g_01007
OG0000274	Syat.g_00521	Prat.g_01006
OG0000275	Syat.g_00718	Prat.g_01004
OG0000276	Syat.g_00725	Prat.g_00999
OG0000277	Syat.g_00738	Prat.g_00998
OG0000278	Syat.g_00741	Prat.g_00995
OG0000279	Syat.g_00755	Prat.g_00988
OG0000280	Syat.g_01669	Prat.g_00987
OG0000281	Syat.g_00960	Prat.g_00980
OG0000282	Syat.g_00431	Prat.g_00718
OG0000283	Syat.g_00620	Prat.g_00868
OG0000284	Syat.g_00614	Prat.g_00873
OG0000285	Syat.g_00607	Prat.g_00879
OG0000286	Syat.g_00579	Prat.g_00895
OG0000287	Syat.g_00550	Prat.g_00912
OG0000288	Syat.g_00709	Prat.g_00933
OG0000289	Syat.g_00695	Prat.g_00948
OG0000290	Syat.g_00805	Prat.g_00962
OG0000291	Syat.g_00807	Prat.g_00964
OG0000292	Syat.g_02388	Prat.g_01208
OG0000293	Syat.g_03241	Prat.g_01165
OG0000294	Syat.g_03248	Prat.g_01164
OG0000295	Syat.g_00297	Prat.g_01142
OG0000296	Syat.g_00295	Prat.g_01140
OG0000297	Syat.g_00226	Prat.g_01131
OG0000298	Syat.g_00225	Prat.g_01130
OG0000299	Syat.g_00910	Prat.g_01112
OG0000300	Syat.g_00904	Prat.g_01108
OG0000301	Syat.g_00903	Prat.g_01107
OG0000302	Syat.g_00901	Prat.g_01105
OG0000303	Syat.g_00892	Prat.g_01099
OG0000304	Syat.g_00885	Prat.g_00595
OG0000305	Syat.g_00809	Prat.g_01200
OG0000306	Syat.g_01704	Prat.g_00976
OG0000307	Syat.g_01304	Prat.g_01300
OG0000308	Syat.g_01306	Prat.g_01301
OG0000309	Syat.g_01417	Prat.g_01305
OG0000310	Syat.g_01246	Prat.g_01336
OG0000311	Syat.g_01242	Prat.g_01338
OG0000312	Syat.g_01237	Prat.g_01341
OG0000313	Syat.g_01183	Prat.g_01357
OG0000314	Syat.g_01341	Prat.g_01382
OG0000315	Syat.g_01351	Prat.g_01392
OG0000316	Syat.g_03082	Prat.g_01420
OG0000317	Syat.g_03120	Prat.g_01589
OG0000318	Syat.g_03125	Prat.g_01593
OG0000319	Syat.g_03055	Prat.g_01605
OG0000320	Syat.g_03053	Prat.g_01607
OG0000321	Syat.g_03052	Prat.g_01608
OG0000322	Syat.g_03051	Prat.g_01609
OG0000323	Syat.g_03038	Prat.g_01618
OG0000324	Syat.g_02998	Prat.g_01647
OG0000325	Syat.g_01861	Prat.g_01657
OG0000326	Syat.g_01854	Prat.g_01664
OG0000327	Syat.g_01827	Prat.g_01685
OG0000328	Syat.g_01826	Prat.g_01686
OG0000329	Syat.g_01808	Prat.g_01703
OG0000330	Syat.g_01807	Prat.g_01704
OG0000331	Syat.g_01806	Prat.g_01705
OG0000332	Syat.g_01790	Prat.g_01718
OG0000333	Syat.g_01787	Prat.g_01720
OG0000334	Syat.g_01657	Prat.g_01729
OG0000335	Syat.g_01652	Prat.g_01734
OG0000336	Syat.g_01648	Prat.g_01738
OG0000337	Syat.g_02144	Prat.g_01756
OG0000338	Syat.g_02146	Prat.g_01757
OG0000339	Syat.g_02155, Syat.g_01055	Prat.g_01762
OG0000340	Syat.g_02165	Prat.g_01771
OG0000341	Syat.g_02167	Prat.g_01773
OG0000342	Syat.g_02168	Prat.g_01775
OG0000343	Syat.g_02185	Prat.g_01776
OG0000344	Syat.g_02189	Prat.g_01779
OG0000345	Syat.g_02202	Prat.g_01785
OG0000346	Syat.g_02207	Prat.g_01789
OG0000347	Syat.g_02234	Prat.g_01806
OG0000348	Syat.g_02264	Prat.g_01814
OG0000349	Syat.g_02291	Prat.g_01832
OG0000350	Syat.g_01847	Prat.g_01853
OG0000351	Syat.g_02411	Prat.g_01873
OG0000352	Syat.g_02410	Prat.g_01874
OG0000353	Syat.g_00955, Syat.g_02377	Prat.g_01892
OG0000354	Syat.g_03225, Syat.g_02325	Prat.g_00845
OG0000355	Syat.g_02375	Prat.g_00001
OG0000356	Syat.g_02374	Prat.g_00002
OG0000357	Syat.g_02373	Prat.g_00003
OG0000358	Syat.g_02336	Prat.g_00007
OG0000359	Syat.g_02334	Prat.g_00008
OG0000360	Syat.g_02333	Prat.g_00009
OG0000361	Syat.g_02332	Prat.g_00010
OG0000362	Syat.g_02330	Prat.g_00013
OG0000363	Syat.g_02328	Prat.g_00015
OG0000364	Syat.g_03122	Prat.g_00016
OG0000365	Syat.g_02318	Prat.g_00021
OG0000366	Syat.g_02317	Prat.g_00022
OG0000367	Syat.g_02316	Prat.g_00023
OG0000368	Syat.g_02314	Prat.g_00025
OG0000369	Syat.g_02313	Prat.g_00026
OG0000370	Syat.g_02312	Prat.g_00027
OG0000371	Syat.g_02304	Prat.g_00034
OG0000372	Syat.g_02298	Prat.g_00036
OG0000373	Syat.g_02297	Prat.g_00037
OG0000374	Syat.g_02296	Prat.g_00038
OG0000375	Syat.g_02295	Prat.g_00042
OG0000376	Syat.g_02293	Prat.g_00044
OG0000377	Syat.g_02695	Prat.g_00048
OG0000378	Syat.g_02715	Prat.g_00052
OG0000379	Syat.g_02720	Prat.g_00055
OG0000380	Syat.g_01468	Prat.g_00062
OG0000381	Syat.g_01470	Prat.g_00067
OG0000382	Syat.g_01488	Prat.g_00079
OG0000383	Syat.g_01521	Prat.g_00081
OG0000384	Syat.g_01522	Prat.g_00082
OG0000385	Syat.g_01523	Prat.g_00083
OG0000386	Syat.g_01524	Prat.g_00084
OG0000387	Syat.g_01561	Prat.g_00096
OG0000388	Syat.g_01565	Prat.g_00100
OG0000389	Syat.g_01569	Prat.g_00103
OG0000390	Syat.g_02945	Prat.g_00112
OG0000391	Syat.g_02940	Prat.g_00115
OG0000392	Syat.g_02934	Prat.g_00118
OG0000393	Syat.g_02931	Prat.g_00122
OG0000394	Syat.g_02930	Prat.g_00123
OG0000395	Syat.g_02929	Prat.g_00124
OG0000396	Syat.g_02927	Prat.g_00126
OG0000397	Syat.g_02925	Prat.g_00128
OG0000398	Syat.g_02920	Prat.g_00131
OG0000399	Syat.g_02919	Prat.g_00132
OG0000400	Syat.g_02918	Prat.g_00133
OG0000401	Syat.g_02917	Prat.g_00134
OG0000402	Syat.g_02915	Prat.g_00601
OG0000403	Syat.g_02914	Prat.g_00136
OG0000404	Syat.g_02913	Prat.g_00137
OG0000405	Syat.g_02900	Prat.g_00141
OG0000406	Syat.g_02896	Prat.g_00146
OG0000407	Syat.g_02895	Prat.g_00147
OG0000408	Syat.g_02893	Prat.g_00149
OG0000409	Syat.g_02891	Prat.g_00151
OG0000410	Syat.g_02890	Prat.g_00152
OG0000411	Syat.g_02889	Prat.g_00153
OG0000412	Syat.g_02888	Prat.g_00154
OG0000413	Syat.g_02886	Prat.g_00156
OG0000414	Syat.g_02885	Prat.g_00157
OG0000415	Syat.g_02884	Prat.g_00158
OG0000416	Syat.g_02883	Prat.g_00159
OG0000417	Syat.g_02868	Prat.g_00160
OG0000418	Syat.g_02863	Prat.g_00165
OG0000419	Syat.g_02861	Prat.g_00167
OG0000420	Syat.g_02859	Prat.g_00169
OG0000421	Syat.g_02855	Prat.g_00174
OG0000422	Syat.g_02854	Prat.g_00175
OG0000423	Syat.g_02853	Prat.g_00176
OG0000424	Syat.g_02852	Prat.g_00177
OG0000425	Syat.g_02851	Prat.g_00178
OG0000426	Syat.g_02850	Prat.g_00179
OG0000427	Syat.g_02849	Prat.g_00180
OG0000428	Syat.g_02846	Prat.g_00182
OG0000429	Syat.g_02843	Prat.g_00183
OG0000430	Syat.g_02841	Prat.g_00184
OG0000431	Syat.g_02838	Prat.g_00186
OG0000432	Syat.g_02832	Prat.g_00190
OG0000433	Syat.g_02829	Prat.g_00191
OG0000434	Syat.g_02828	Prat.g_00192
OG0000435	Syat.g_02824	Prat.g_00193
OG0000436	Syat.g_02817	Prat.g_00198
OG0000437	Syat.g_02558	Prat.g_00199
OG0000438	Syat.g_02813	Prat.g_00200
OG0000439	Syat.g_02811	Prat.g_00202
OG0000440	Syat.g_02810	Prat.g_00203
OG0000441	Syat.g_02807	Prat.g_00206
OG0000442	Syat.g_02797	Prat.g_00207
OG0000443	Syat.g_02787	Prat.g_00208
OG0000444	Syat.g_02756	Prat.g_00213
OG0000445	Syat.g_02755	Prat.g_00214
OG0000446	Syat.g_02753	Prat.g_00215
OG0000447	Syat.g_02749	Prat.g_00216
OG0000448	Syat.g_02748	Prat.g_00217
OG0000449	Syat.g_02747	Prat.g_00218
OG0000450	Syat.g_02738	Prat.g_00219
OG0000451	Syat.g_02737	Prat.g_00220
OG0000452	Syat.g_02732	Prat.g_00223
OG0000453	Syat.g_02731	Prat.g_00224
OG0000454	Syat.g_02730	Prat.g_00225
OG0000455	Syat.g_02729	Prat.g_00226
OG0000456	Syat.g_02728	Prat.g_00227
OG0000457	Syat.g_02726	Prat.g_00229
OG0000458	Syat.g_02725	Prat.g_00230
OG0000459	Syat.g_02724	Prat.g_00231
OG0000460	Syat.g_01450	Prat.g_00240
OG0000461	Syat.g_01866	Prat.g_00249
OG0000462	Syat.g_01868	Prat.g_00250
OG0000463	Syat.g_01869	Prat.g_00251
OG0000464	Syat.g_01870	Prat.g_00252
OG0000465	Syat.g_01872	Prat.g_00253
OG0000466	Syat.g_01877	Prat.g_00256
OG0000467	Syat.g_01878	Prat.g_00257
OG0000468	Syat.g_01884	Prat.g_00260
OG0000469	Syat.g_02000	Prat.g_00269
OG0000470	Syat.g_02038	Prat.g_00271
OG0000471	Syat.g_02039	Prat.g_00272
OG0000472	Syat.g_02041	Prat.g_00273
OG0000473	Syat.g_02043	Prat.g_00275
OG0000474	Syat.g_02044	Prat.g_00276
OG0000475	Syat.g_02045	Prat.g_00277
OG0000476	Syat.g_02047	Prat.g_00279
OG0000477	Syat.g_02053	Prat.g_00282
OG0000478	Syat.g_02054	Prat.g_00283
OG0000479	Syat.g_02056	Prat.g_00284
OG0000480	Syat.g_02063	Prat.g_00290
OG0000481	Syat.g_02066	Prat.g_00292
OG0000482	Syat.g_02067	Prat.g_00293
OG0000483	Syat.g_02071	Prat.g_00296
OG0000484	Syat.g_02072	Prat.g_00297
OG0000485	Syat.g_02073	Prat.g_00298
OG0000486	Syat.g_02074	Prat.g_00299
OG0000487	Syat.g_02080	Prat.g_00303
OG0000488	Syat.g_02086	Prat.g_00306
OG0000489	Syat.g_02097	Prat.g_00311
OG0000490	Syat.g_02106	Prat.g_00315
OG0000491	Syat.g_02107	Prat.g_00316
OG0000492	Syat.g_02110	Prat.g_00318
OG0000493	Syat.g_02111	Prat.g_00319
OG0000494	Syat.g_02112	Prat.g_00320
OG0000495	Syat.g_02120	Prat.g_00321
OG0000496	Syat.g_02121	Prat.g_00322
OG0000497	Syat.g_02122	Prat.g_00323
OG0000498	Syat.g_02123	Prat.g_00324
OG0000499	Syat.g_02124	Prat.g_00325
OG0000500	Syat.g_02125	Prat.g_00326
OG0000501	Syat.g_02128	Prat.g_00328
OG0000502	Syat.g_02135	Prat.g_00331
OG0000503	Syat.g_01614	Prat.g_00348
OG0000504	Syat.g_01612	Prat.g_00350
OG0000505	Syat.g_01611	Prat.g_00351
OG0000506	Syat.g_01609	Prat.g_00352
OG0000507	Syat.g_01603	Prat.g_00355
OG0000508	Syat.g_01596	Prat.g_00359
OG0000509	Syat.g_01591	Prat.g_00361
OG0000510	Syat.g_01590	Prat.g_00362
OG0000511	Syat.g_01589	Prat.g_00363
OG0000512	Syat.g_01587	Prat.g_00365
OG0000513	Syat.g_02957	Prat.g_00373
OG0000514	Syat.g_02962	Prat.g_00390
OG0000515	Syat.g_02963	Prat.g_00391
OG0000516	Syat.g_02965	Prat.g_00392
OG0000517	Syat.g_02969	Prat.g_00395
OG0000518	Syat.g_01286	Prat.g_00407
OG0000519	Syat.g_01285	Prat.g_00408
OG0000520	Syat.g_01284	Prat.g_00410
OG0000521	Syat.g_01319	Prat.g_00415
OG0000522	Syat.g_01317	Prat.g_00417
OG0000523	Syat.g_01316	Prat.g_00418
OG0000524	Syat.g_01409	Prat.g_00424
OG0000525	Syat.g_01382	Prat.g_00428
OG0000526	Syat.g_01380	Prat.g_00429
OG0000527	Syat.g_01373	Prat.g_00432
OG0000528	Syat.g_03167	Prat.g_00438
OG0000529	Syat.g_03171	Prat.g_00441
OG0000530	Syat.g_03174	Prat.g_00444
OG0000531	Syat.g_03175	Prat.g_00445
OG0000532	Syat.g_03178	Prat.g_00447
OG0000533	Syat.g_03180	Prat.g_00448
OG0000534	Syat.g_03181	Prat.g_00449
OG0000535	Syat.g_03182	Prat.g_00450
OG0000536	Syat.g_03183	Prat.g_00451
OG0000537	Syat.g_03185	Prat.g_00453
OG0000538	Syat.g_03204	Prat.g_00463
OG0000539	Syat.g_03206	Prat.g_00464
OG0000540	Syat.g_03207	Prat.g_00465
OG0000541	Syat.g_03208	Prat.g_00466
OG0000542	Syat.g_03213	Prat.g_00468
OG0000543	Syat.g_03215	Prat.g_00470
OG0000544	Syat.g_03216	Prat.g_00471
OG0000545	Syat.g_03218	Prat.g_00473
OG0000546	Syat.g_03220	Prat.g_00476
OG0000547	Syat.g_03222	Prat.g_00478
OG0000548	Syat.g_03223	Prat.g_00479
OG0000549	Syat.g_01795	Prat.g_00482
OG0000550	Syat.g_01107	Prat.g_00486
OG0000551	Syat.g_01103	Prat.g_00489
OG0000552	Syat.g_01102	Prat.g_00490
OG0000553	Syat.g_01098	Prat.g_00491
OG0000554	Syat.g_03271	Prat.g_00496
OG0000555	Syat.g_00093	Prat.g_00503
OG0000556	Syat.g_00088	Prat.g_00505
OG0000557	Syat.g_00083	Prat.g_00506
OG0000558	Syat.g_00081	Prat.g_00508
OG0000559	Syat.g_00077	Prat.g_00512
OG0000560	Syat.g_00074	Prat.g_00516
OG0000561	Syat.g_00073	Prat.g_00517
OG0000562	Syat.g_00072	Prat.g_00518
OG0000563	Syat.g_00071	Prat.g_00519
OG0000564	Syat.g_00070	Prat.g_00520
OG0000565	Syat.g_00067	Prat.g_00523
OG0000566	Syat.g_00063	Prat.g_00527
OG0000567	Syat.g_00059	Prat.g_00531
OG0000568	Syat.g_00057	Prat.g_00532
OG0000569	Syat.g_00056	Prat.g_00533
OG0000570	Syat.g_00055	Prat.g_00534
OG0000571	Syat.g_00052	Prat.g_00537
OG0000572	Syat.g_00033	Prat.g_00549
OG0000573	Syat.g_00024	Prat.g_00554
OG0000574	Syat.g_00023	Prat.g_00555
OG0000575	Syat.g_00018	Prat.g_00559
OG0000576	Syat.g_00014	Prat.g_00561
OG0000577	Syat.g_00013	Prat.g_00562
OG0000578	Syat.g_00012	Prat.g_00563
OG0000579	Syat.g_00011	Prat.g_00564
OG0000580	Syat.g_00010	Prat.g_00565
OG0000581	Syat.g_00003	Prat.g_00568
OG0000582	Syat.g_03403	Prat.g_00571
OG0000583	Syat.g_03404	Prat.g_00572
OG0000584	Syat.g_03405	Prat.g_00573
OG0000585	Syat.g_03408	Prat.g_00575
OG0000586	Syat.g_03409	Prat.g_00576
