Orthogroup	Syat	Praa
OG0000278	Syat.g_00741	Praa.g_00847
OG0000279	Syat.g_00755	Praa.g_00854
OG0000280	Syat.g_01669	Praa.g_00855
OG0000281	Syat.g_00960	Praa.g_00860
OG0000282	Syat.g_00431	Praa.g_00909
OG0000283	Syat.g_00620	Praa.g_00941
OG0000284	Syat.g_00614	Praa.g_00946
OG0000285	Syat.g_00607	Praa.g_00951
OG0000286	Syat.g_00579	Praa.g_00963
OG0000287	Syat.g_00550	Praa.g_00980
OG0000288	Syat.g_00709	Praa.g_01012
OG0000289	Syat.g_00695	Praa.g_01023
OG0000290	Syat.g_00805	Praa.g_01036
OG0000291	Syat.g_00807	Praa.g_01038
OG0000292	Syat.g_02388	Praa.g_01089
OG0000293	Syat.g_03241	Praa.g_01151
OG0000294	Syat.g_03248	Praa.g_01152
OG0000295	Syat.g_00297	Praa.g_01171
OG0000296	Syat.g_00295	Praa.g_01173
OG0000297	Syat.g_00226	Praa.g_01181
OG0000298	Syat.g_00225	Praa.g_01182
OG0000299	Syat.g_00910	Praa.g_01199
OG0000300	Syat.g_00904	Praa.g_01202
OG0000301	Syat.g_00903	Praa.g_01203
OG0000302	Syat.g_00901	Praa.g_01205
OG0000303	Syat.g_00892	Praa.g_01212
OG0000304	Syat.g_00885	Praa.g_01216
OG0000305	Syat.g_00809	Praa.g_01358
OG0000306	Syat.g_01704	Praa.g_01361
OG0000307	Syat.g_01304	Praa.g_01375
OG0000308	Syat.g_01306	Praa.g_01376
OG0000309	Syat.g_01417	Praa.g_01380
OG0000310	Syat.g_01246	Praa.g_01461
OG0000311	Syat.g_01242	Praa.g_01463
OG0000312	Syat.g_01237	Praa.g_01466
OG0000313	Syat.g_01183	Praa.g_01480
OG0000314	Syat.g_01341	Praa.g_01503
OG0000315	Syat.g_01351	Praa.g_01513
OG0000316	Syat.g_03082	Praa.g_01533
OG0000317	Syat.g_03120	Praa.g_01633
OG0000318	Syat.g_03125	Praa.g_01636
OG0000319	Syat.g_03055	Praa.g_01649
OG0000320	Syat.g_03053	Praa.g_01651
OG0000321	Syat.g_03052	Praa.g_01652
OG0000322	Syat.g_03051	Praa.g_01653
OG0000323	Syat.g_03038	Praa.g_01662
OG0000324	Syat.g_02998	Praa.g_01690
OG0000325	Syat.g_01861	Praa.g_01700
OG0000326	Syat.g_01854	Praa.g_01706
OG0000327	Syat.g_01827	Praa.g_01734
OG0000328	Syat.g_01826	Praa.g_01735
OG0000329	Syat.g_01808	Praa.g_01752
OG0000330	Syat.g_01807	Praa.g_01753
OG0000331	Syat.g_01806	Praa.g_01754
OG0000332	Syat.g_01790	Praa.g_01768
OG0000333	Syat.g_01787	Praa.g_01770
OG0000334	Syat.g_01657	Praa.g_01778
OG0000335	Syat.g_01652	Praa.g_01783
OG0000336	Syat.g_01648	Praa.g_01787
OG0000337	Syat.g_02144	Praa.g_01804
OG0000338	Syat.g_02146	Praa.g_01805
OG0000339	Syat.g_02155, Syat.g_01055	Praa.g_01809
OG0000340	Syat.g_02165	Praa.g_01817
OG0000341	Syat.g_02167	Praa.g_01819
OG0000342	Syat.g_02168	Praa.g_01820
OG0000343	Syat.g_02185	Praa.g_01821
OG0000344	Syat.g_02189	Praa.g_01824
OG0000345	Syat.g_02202	Praa.g_01829
OG0000346	Syat.g_02207	Praa.g_01833
OG0000347	Syat.g_02234	Praa.g_01849
OG0000348	Syat.g_02264	Praa.g_01859
OG0000349	Syat.g_02291	Praa.g_01876
OG0000350	Syat.g_01847	Praa.g_01894
OG0000351	Syat.g_02411	Praa.g_01911
OG0000352	Syat.g_02410	Praa.g_01912
OG0000353	Syat.g_00955, Syat.g_02377	Praa.g_01927
OG0000355	Syat.g_02375	Praa.g_00001
OG0000356	Syat.g_02374	Praa.g_00002
OG0000357	Syat.g_02373	Praa.g_00003
OG0000358	Syat.g_02336	Praa.g_00007
OG0000359	Syat.g_02334	Praa.g_00008
OG0000360	Syat.g_02333	Praa.g_00009
OG0000361	Syat.g_02332	Praa.g_00010
OG0000362	Syat.g_02330	Praa.g_00012
OG0000363	Syat.g_02328	Praa.g_00014
OG0000364	Syat.g_03122	Praa.g_00015
OG0000365	Syat.g_02318	Praa.g_00020
OG0000366	Syat.g_02317	Praa.g_00021
OG0000367	Syat.g_02316	Praa.g_00022
OG0000368	Syat.g_02314	Praa.g_00024
OG0000369	Syat.g_02313	Praa.g_00025
OG0000370	Syat.g_02312	Praa.g_00026
OG0000371	Syat.g_02304	Praa.g_00032
OG0000372	Syat.g_02298	Praa.g_00035
OG0000373	Syat.g_02297	Praa.g_00036
OG0000374	Syat.g_02296	Praa.g_00037
OG0000375	Syat.g_02295	Praa.g_00040
OG0000376	Syat.g_02293	Praa.g_00042
OG0000377	Syat.g_02695	Praa.g_00045
OG0000378	Syat.g_02715	Praa.g_00047
OG0000379	Syat.g_02720	Praa.g_00050
OG0000380	Syat.g_01468	Praa.g_00066
OG0000381	Syat.g_01470	Praa.g_00070
OG0000382	Syat.g_01488	Praa.g_00081
OG0000383	Syat.g_01521	Praa.g_00083
OG0000384	Syat.g_01522	Praa.g_00084
OG0000385	Syat.g_01523	Praa.g_00085
OG0000386	Syat.g_01524	Praa.g_00086
OG0000387	Syat.g_01561	Praa.g_00099
OG0000388	Syat.g_01565	Praa.g_00102
OG0000389	Syat.g_01569	Praa.g_00106
OG0000390	Syat.g_02945	Praa.g_00113
OG0000391	Syat.g_02940	Praa.g_00116
OG0000392	Syat.g_02934	Praa.g_00120
OG0000393	Syat.g_02931	Praa.g_00122
OG0000394	Syat.g_02930	Praa.g_00123
OG0000395	Syat.g_02929	Praa.g_00124
OG0000396	Syat.g_02927	Praa.g_00127
OG0000397	Syat.g_02925	Praa.g_00129
OG0000398	Syat.g_02920	Praa.g_00131
OG0000399	Syat.g_02919	Praa.g_00132
OG0000400	Syat.g_02918	Praa.g_00133
OG0000401	Syat.g_02917	Praa.g_00134
OG0000402	Syat.g_02915	Praa.g_00136
OG0000403	Syat.g_02914	Praa.g_00137
OG0000404	Syat.g_02913	Praa.g_00138
OG0000405	Syat.g_02900	Praa.g_00142
OG0000406	Syat.g_02896	Praa.g_00147
OG0000407	Syat.g_02895	Praa.g_00148
OG0000408	Syat.g_02893	Praa.g_00150
OG0000409	Syat.g_02891	Praa.g_00152
OG0000410	Syat.g_02890	Praa.g_00153
OG0000411	Syat.g_02889	Praa.g_00154
OG0000412	Syat.g_02888	Praa.g_00155
OG0000413	Syat.g_02886	Praa.g_00156
OG0000414	Syat.g_02885	Praa.g_00157
OG0000415	Syat.g_02884	Praa.g_00158
OG0000416	Syat.g_02883	Praa.g_00159
OG0000417	Syat.g_02868	Praa.g_00160
OG0000418	Syat.g_02863	Praa.g_00165
OG0000419	Syat.g_02861	Praa.g_00167
OG0000420	Syat.g_02859	Praa.g_00168
OG0000421	Syat.g_02855	Praa.g_00173
OG0000422	Syat.g_02854	Praa.g_00174
OG0000423	Syat.g_02853	Praa.g_00175
OG0000424	Syat.g_02852	Praa.g_00176
OG0000425	Syat.g_02851	Praa.g_00177
OG0000426	Syat.g_02850	Praa.g_00178
OG0000427	Syat.g_02849	Praa.g_00179
OG0000428	Syat.g_02846	Praa.g_00181
OG0000429	Syat.g_02843	Praa.g_00182
OG0000430	Syat.g_02841	Praa.g_00183
OG0000431	Syat.g_02838	Praa.g_00185
OG0000432	Syat.g_02832	Praa.g_00188
OG0000433	Syat.g_02829	Praa.g_00189
OG0000434	Syat.g_02828	Praa.g_00190
OG0000435	Syat.g_02824	Praa.g_00191
OG0000436	Syat.g_02817	Praa.g_00196
OG0000437	Syat.g_02558	Praa.g_00197
OG0000438	Syat.g_02813	Praa.g_00198
OG0000439	Syat.g_02811	Praa.g_00200
OG0000440	Syat.g_02810	Praa.g_00201
OG0000441	Syat.g_02807	Praa.g_00204
OG0000442	Syat.g_02797	Praa.g_00205
OG0000443	Syat.g_02787	Praa.g_00206
OG0000444	Syat.g_02756	Praa.g_00211
OG0000445	Syat.g_02755	Praa.g_00212
OG0000446	Syat.g_02753	Praa.g_00213
OG0000447	Syat.g_02749	Praa.g_00214
OG0000448	Syat.g_02748	Praa.g_00215
OG0000449	Syat.g_02747	Praa.g_00216
OG0000450	Syat.g_02738	Praa.g_00217
OG0000451	Syat.g_02737	Praa.g_00218
OG0000452	Syat.g_02732	Praa.g_00221
OG0000453	Syat.g_02731	Praa.g_00222
OG0000454	Syat.g_02730	Praa.g_00223
OG0000455	Syat.g_02729	Praa.g_00224
OG0000456	Syat.g_02728	Praa.g_00225
OG0000457	Syat.g_02726	Praa.g_00226
OG0000458	Syat.g_02725	Praa.g_00227
OG0000459	Syat.g_02724	Praa.g_00228
OG0000460	Syat.g_01450	Praa.g_00235
OG0000461	Syat.g_01866	Praa.g_00242
OG0000462	Syat.g_01868	Praa.g_00244
OG0000463	Syat.g_01869	Praa.g_00245
OG0000464	Syat.g_01870	Praa.g_00246
OG0000465	Syat.g_01872	Praa.g_00247
OG0000466	Syat.g_01877	Praa.g_00250
OG0000467	Syat.g_01878	Praa.g_00251
OG0000468	Syat.g_01884	Praa.g_00253
OG0000469	Syat.g_02000	Praa.g_00262
OG0000470	Syat.g_02038	Praa.g_00264
OG0000471	Syat.g_02039	Praa.g_00265
OG0000472	Syat.g_02041	Praa.g_00266
OG0000473	Syat.g_02043	Praa.g_00268
OG0000474	Syat.g_02044	Praa.g_00269
OG0000475	Syat.g_02045	Praa.g_00270
OG0000476	Syat.g_02047	Praa.g_00271
OG0000477	Syat.g_02053	Praa.g_00275
OG0000478	Syat.g_02054	Praa.g_00276
OG0000479	Syat.g_02056	Praa.g_00277
OG0000480	Syat.g_02063	Praa.g_00282
OG0000481	Syat.g_02066	Praa.g_00284
OG0000482	Syat.g_02067	Praa.g_00285
OG0000483	Syat.g_02071	Praa.g_00288
OG0000484	Syat.g_02072	Praa.g_00289
OG0000485	Syat.g_02073	Praa.g_00290
OG0000486	Syat.g_02074	Praa.g_00291
OG0000487	Syat.g_02080	Praa.g_00295
OG0000488	Syat.g_02086	Praa.g_00298
OG0000489	Syat.g_02097	Praa.g_00303
OG0000490	Syat.g_02106	Praa.g_00308
OG0000491	Syat.g_02107	Praa.g_00309
OG0000492	Syat.g_02110	Praa.g_00311
OG0000493	Syat.g_02111	Praa.g_00312
OG0000494	Syat.g_02112	Praa.g_00313
OG0000495	Syat.g_02120	Praa.g_00314
OG0000496	Syat.g_02121	Praa.g_00315
OG0000497	Syat.g_02122	Praa.g_00316
OG0000498	Syat.g_02123	Praa.g_00317
OG0000499	Syat.g_02124	Praa.g_00318
OG0000500	Syat.g_02125	Praa.g_00319
OG0000501	Syat.g_02128	Praa.g_00321
OG0000502	Syat.g_02135	Praa.g_00324
OG0000503	Syat.g_01614	Praa.g_00334
OG0000504	Syat.g_01612	Praa.g_00335
OG0000505	Syat.g_01611	Praa.g_00336
OG0000506	Syat.g_01609	Praa.g_00338
OG0000507	Syat.g_01603	Praa.g_00340
OG0000508	Syat.g_01596	Praa.g_00344
OG0000509	Syat.g_01591	Praa.g_00346
OG0000510	Syat.g_01590	Praa.g_00347
OG0000511	Syat.g_01589	Praa.g_00348
OG0000512	Syat.g_01587	Praa.g_00350
OG0000513	Syat.g_02957	Praa.g_00357
OG0000514	Syat.g_02962	Praa.g_00431
OG0000515	Syat.g_02963	Praa.g_00432
OG0000516	Syat.g_02965	Praa.g_00433
OG0000517	Syat.g_02969	Praa.g_00435
OG0000518	Syat.g_01286	Praa.g_00445
OG0000519	Syat.g_01285	Praa.g_00446
OG0000520	Syat.g_01284	Praa.g_00447
OG0000521	Syat.g_01319	Praa.g_00452
OG0000522	Syat.g_01317	Praa.g_00454
OG0000523	Syat.g_01316	Praa.g_00455
OG0000524	Syat.g_01409	Praa.g_00461
OG0000525	Syat.g_01382	Praa.g_00464
OG0000526	Syat.g_01380	Praa.g_00465
OG0000527	Syat.g_01373	Praa.g_00473
OG0000528	Syat.g_03167	Praa.g_00478
OG0000529	Syat.g_03171	Praa.g_00481
OG0000530	Syat.g_03174	Praa.g_00484
OG0000531	Syat.g_03175	Praa.g_00485
OG0000532	Syat.g_03178	Praa.g_00487
OG0000533	Syat.g_03180	Praa.g_00488
OG0000534	Syat.g_03181	Praa.g_00489
OG0000535	Syat.g_03182	Praa.g_00490
OG0000536	Syat.g_03183	Praa.g_00491
OG0000537	Syat.g_03185	Praa.g_00492
OG0000538	Syat.g_03204	Praa.g_00500
OG0000539	Syat.g_03206	Praa.g_00501
OG0000540	Syat.g_03207	Praa.g_00502
OG0000541	Syat.g_03208	Praa.g_00503
OG0000542	Syat.g_03213	Praa.g_00505
OG0000543	Syat.g_03215	Praa.g_00507
OG0000544	Syat.g_03216	Praa.g_00508
OG0000545	Syat.g_03218	Praa.g_00510
OG0000546	Syat.g_03220	Praa.g_00513
OG0000547	Syat.g_03222	Praa.g_00515
OG0000548	Syat.g_03223	Praa.g_00516
OG0000549	Syat.g_01795	Praa.g_00518
OG0000550	Syat.g_01107	Praa.g_00523
OG0000551	Syat.g_01103	Praa.g_00527
OG0000552	Syat.g_01102	Praa.g_00528
OG0000553	Syat.g_01098	Praa.g_00529
OG0000554	Syat.g_03271	Praa.g_00534
OG0000555	Syat.g_00093	Praa.g_00543
OG0000556	Syat.g_00088	Praa.g_00545
OG0000557	Syat.g_00083	Praa.g_00546
OG0000558	Syat.g_00081	Praa.g_00548
OG0000559	Syat.g_00077	Praa.g_00552
OG0000560	Syat.g_00074	Praa.g_00555
OG0000561	Syat.g_00073	Praa.g_00556
OG0000562	Syat.g_00072	Praa.g_00557
OG0000563	Syat.g_00071	Praa.g_00558
OG0000564	Syat.g_00070	Praa.g_00559
OG0000565	Syat.g_00067	Praa.g_00562
OG0000566	Syat.g_00063	Praa.g_00564
OG0000567	Syat.g_00059	Praa.g_00568
OG0000568	Syat.g_00057	Praa.g_00569
OG0000569	Syat.g_00056	Praa.g_00570
OG0000570	Syat.g_00055	Praa.g_00571
OG0000571	Syat.g_00052	Praa.g_00573
OG0000572	Syat.g_00033	Praa.g_00586
OG0000573	Syat.g_00024	Praa.g_00592
OG0000574	Syat.g_00023	Praa.g_00593
OG0000575	Syat.g_00018	Praa.g_00597
OG0000576	Syat.g_00014	Praa.g_00599
OG0000577	Syat.g_00013	Praa.g_00600
OG0000578	Syat.g_00012	Praa.g_00601
OG0000579	Syat.g_00011	Praa.g_00602
OG0000580	Syat.g_00010	Praa.g_00603
OG0000581	Syat.g_00003	Praa.g_00605
OG0000582	Syat.g_03403	Praa.g_00608
OG0000583	Syat.g_03404	Praa.g_00609
OG0000584	Syat.g_03405	Praa.g_00610
OG0000585	Syat.g_03408	Praa.g_00612
OG0000586	Syat.g_03409	Praa.g_00613
OG0000587	Syat.g_00001	Praa.g_00614
OG0000588	Syat.g_00338	Praa.g_00618
OG0000589	Syat.g_03318	Praa.g_00621
OG0000590	Syat.g_03317	Praa.g_00622
