Orthogroup	Prar	Syag
OG0000070	Prar.g_00498	Syag.g_00049
OG0000071	Prar.g_00955	Syag.g_01192
OG0000072	Prar.g_00156	Syag.g_01980, Syag.g_02859
OG0000073	Prar.g_01330	Syag.g_01505
OG0000075	Prar.g_00629	Syag.g_02434
OG0000076	Prar.g_00592, Prar.g_00653	Syag.g_02393
OG0000077	Prar.g_00250	Syag.g_01831
OG0000078	Prar.g_00088	Syag.g_01778
OG0000081	Prar.g_01361	Syag.g_00167
OG0000082	Prar.g_01414	Syag.g_00318
OG0000084	Prar.g_00343	Syag.g_00212, Syag.g_01425
OG0000085	Prar.g_01150	Syag.g_01676
OG0000086	Prar.g_00240	Syag.g_01853
OG0000087	Prar.g_00189	Syag.g_01939
OG0000088	Prar.g_00161	Syag.g_01974
OG0000089	Prar.g_00416	Syag.g_00005
OG0000090	Prar.g_01363	Syag.g_01454
OG0000091	Prar.g_01472	Syag.g_00418
OG0000092	Prar.g_00615	Syag.g_00242
OG0000093	Prar.g_01801	Syag.g_00649
OG0000094	Prar.g_01885	Syag.g_00881
OG0000095	Prar.g_01904	Syag.g_00974
OG0000097	Prar.g_01222	Syag.g_01065
OG0000098	Prar.g_00929	Syag.g_00578, Syag.g_01445
OG0000099	Prar.g_00872	Syag.g_02536
OG0000100	Prar.g_00773	Syag.g_00704
OG0000101	Prar.g_01027	Syag.g_02773
OG0000102	Prar.g_00658	Syag.g_02387
OG0000103	Prar.g_00050	Syag.g_02253
OG0000104	Prar.g_00042	Syag.g_02268
OG0000105	Prar.g_00313	Syag.g_02606
OG0000106	Prar.g_00431	Syag.g_00462
OG0000107	Prar.g_00446	Syag.g_02689
OG0000108	Prar.g_00530	Syag.g_01528
OG0000109	Prar.g_00544	Syag.g_01512
OG0000110	Prar.g_01404	Syag.g_00303
OG0000111	Prar.g_01529	Syag.g_00984
OG0000112	Prar.g_01652	Syag.g_00801
OG0000113	Prar.g_01706	Syag.g_00699
OG0000114	Prar.g_01776	Syag.g_00609
OG0000115	Prar.g_01318	Syag.g_01397
OG0000116	Prar.g_01273	Syag.g_01156
OG0000117	Prar.g_01003	Syag.g_01097
OG0000118	Prar.g_00943	Syag.g_01232
OG0000120	Prar.g_00880	Syag.g_02535
OG0000121	Prar.g_00337	Syag.g_01414
OG0000122	Prar.g_00807	Syag.g_00446
OG0000123	Prar.g_01021	Syag.g_02781
OG0000124	Prar.g_00668	Syag.g_02367, Syag.g_02485
OG0000125	Prar.g_00704	Syag.g_02136, Syag.g_02134
OG0000126	Prar.g_00043	Syag.g_02266
OG0000128	Prar.g_00027	Syag.g_02284
OG0000129	Prar.g_00576	Syag.g_02121
OG0000130	Prar.g_00549	Syag.g_01819
OG0000131	Prar.g_00182	Syag.g_01951
OG0000132	Prar.g_00163	Syag.g_01972
OG0000133	Prar.g_00265	Syag.g_00806
OG0000134	Prar.g_00417	Syag.g_00008
OG0000135	Prar.g_00444	Syag.g_02171
OG0000136	Prar.g_00489	Syag.g_00038
OG0000137	Prar.g_00525	Syag.g_01356
OG0000138	Prar.g_00545	Syag.g_01511
OG0000139	Prar.g_01367	Syag.g_01448
OG0000140	Prar.g_01368	Syag.g_01446
OG0000141	Prar.g_01437	Syag.g_00351
OG0000142	Prar.g_01465	Syag.g_00410
OG0000143	Prar.g_01469	Syag.g_00414
OG0000144	Prar.g_01482	Syag.g_00493
OG0000145	Prar.g_01651	Syag.g_01504
OG0000146	Prar.g_01653	Syag.g_00800
OG0000147	Prar.g_01654	Syag.g_00799
OG0000148	Prar.g_01700	Syag.g_00693
OG0000149	Prar.g_01730	Syag.g_00731
OG0000150	Prar.g_01738	Syag.g_00352
OG0000151	Prar.g_01786	Syag.g_00623
OG0000152	Prar.g_01833	Syag.g_00810
OG0000153	Prar.g_01852	Syag.g_00845
OG0000154	Prar.g_01878	Syag.g_00870
OG0000155	Prar.g_01243	Syag.g_01107
OG0000156	Prar.g_00966	Syag.g_01166
OG0000157	Prar.g_00965	Syag.g_01167
OG0000158	Prar.g_00375	Syag.g_02422
OG0000160	Prar.g_00338	Syag.g_01415
OG0000161	Prar.g_00840	Syag.g_01409
OG0000162	Prar.g_00834	Syag.g_01402
OG0000163	Prar.g_00800	Syag.g_00706, Syag.g_01618
OG0000164	Prar.g_01964	Syag.g_01725
OG0000165	Prar.g_01971	Syag.g_01733
OG0000166	Prar.g_01063	Syag.g_02733
OG0000167	Prar.g_00627	Syag.g_02437
OG0000168	Prar.g_00637	Syag.g_02417
OG0000169	Prar.g_00647	Syag.g_02405
OG0000170	Prar.g_00649	Syag.g_02398
OG0000171	Prar.g_00667	Syag.g_02368
OG0000172	Prar.g_00675	Syag.g_02360
OG0000173	Prar.g_00690	Syag.g_02337
OG0000174	Prar.g_00068	Syag.g_02175
OG0000175	Prar.g_00058	Syag.g_02240
OG0000176	Prar.g_00034	Syag.g_02276
OG0000177	Prar.g_00033	Syag.g_02277
OG0000178	Prar.g_00032	Syag.g_02278
OG0000179	Prar.g_00022	Syag.g_02293
OG0000180	Prar.g_00021	Syag.g_02294
OG0000181	Prar.g_00020	Syag.g_02295
OG0000182	Prar.g_00019	Syag.g_02296
OG0000183	Prar.g_00015	Syag.g_02300
OG0000184	Prar.g_00573	Syag.g_02110
OG0000185	Prar.g_00570	Syag.g_02092
OG0000186	Prar.g_00554	Syag.g_01815
OG0000187	Prar.g_00553	Syag.g_01816
OG0000188	Prar.g_00246	Syag.g_01839
OG0000189	Prar.g_00232	Syag.g_01872
OG0000190	Prar.g_00231	Syag.g_01874
OG0000191	Prar.g_00211	Syag.g_01909
OG0000192	Prar.g_00207	Syag.g_01915
OG0000193	Prar.g_00181	Syag.g_01952
OG0000194	Prar.g_00178	Syag.g_01955
OG0000195	Prar.g_00176	Syag.g_01957
OG0000196	Prar.g_00166	Syag.g_01968
OG0000197	Prar.g_00165	Syag.g_01969
OG0000198	Prar.g_00164	Syag.g_00108, Syag.g_01971
OG0000199	Prar.g_00157	Syag.g_01979
OG0000200	Prar.g_00143	Syag.g_01996
OG0000201	Prar.g_00135	Syag.g_02019, Syag.g_02023
OG0000202	Prar.g_00134	Syag.g_02024
OG0000203	Prar.g_00133	Syag.g_02025
OG0000204	Prar.g_00132	Syag.g_02020, Syag.g_02026
OG0000205	Prar.g_00125	Syag.g_02035
OG0000206	Prar.g_00120	Syag.g_02047
OG0000207	Prar.g_00118	Syag.g_02051
OG0000208	Prar.g_00117	Syag.g_02052
OG0000209	Prar.g_00108	Syag.g_02069
OG0000210	Prar.g_00107	Syag.g_02070
OG0000211	Prar.g_00094	Syag.g_01788
OG0000212	Prar.g_00087	Syag.g_01777
OG0000213	Prar.g_00330	Syag.g_02632
OG0000214	Prar.g_00320	Syag.g_02615
OG0000215	Prar.g_00295	Syag.g_02584
OG0000216	Prar.g_00293	Syag.g_02580
OG0000217	Prar.g_01154, Prar.g_00290	Syag.g_02576
OG0000218	Prar.g_00288	Syag.g_02574
OG0000219	Prar.g_00287	Syag.g_02573
OG0000220	Prar.g_00286	Syag.g_02572
OG0000221	Prar.g_00285	Syag.g_02566
OG0000222	Prar.g_00277	Syag.g_02550
OG0000223	Prar.g_00264	Syag.g_02475
OG0000224	Prar.g_00262	Syag.g_02471
OG0000225	Prar.g_00406	Syag.g_02861
OG0000226	Prar.g_00410	Syag.g_02865
OG0000227	Prar.g_00412	Syag.g_02867
OG0000228	Prar.g_00415	Syag.g_00004
OG0000229	Prar.g_00484	Syag.g_00033
OG0000230	Prar.g_00486	Syag.g_00035
OG0000231	Prar.g_00497	Syag.g_00048
OG0000232	Prar.g_00506	Syag.g_00059
OG0000233	Prar.g_00512	Syag.g_01330
OG0000234	Prar.g_00526	Syag.g_01358
OG0000235	Prar.g_00529	Syag.g_01529
OG0000236	Prar.g_00543	Syag.g_01513
OG0000237	Prar.g_01337	Syag.g_01495
OG0000238	Prar.g_01343	Syag.g_01490
OG0000239	Prar.g_01355	Syag.g_01472
OG0000240	Prar.g_01356	Syag.g_01471
OG0000241	Prar.g_01360	Syag.g_00396
OG0000242	Prar.g_01362	Syag.g_01456
OG0000243	Prar.g_01373	Syag.g_00255
OG0000244	Prar.g_01376	Syag.g_00268
OG0000245	Prar.g_01378	Syag.g_00270
OG0000246	Prar.g_01382	Syag.g_00274
OG0000247	Prar.g_01392	Syag.g_00286
OG0000248	Prar.g_01394	Syag.g_00289
OG0000249	Prar.g_01396	Syag.g_00291
OG0000250	Prar.g_01401	Syag.g_00299
OG0000251	Prar.g_01420	Syag.g_00328
OG0000252	Prar.g_01424	Syag.g_00331
OG0000253	Prar.g_01425	Syag.g_00333
OG0000254	Prar.g_01441	Syag.g_00356
OG0000255	Prar.g_01447	Syag.g_00369
OG0000256	Prar.g_01457	Syag.g_00385
OG0000257	Prar.g_01460	Syag.g_00395
OG0000258	Prar.g_01473	Syag.g_00423
OG0000259	Prar.g_01490	Syag.g_00560
OG0000260	Prar.g_01493	Syag.g_00570
OG0000261	Prar.g_01495	Syag.g_00581
OG0000262	Prar.g_01499	Syag.g_00586
OG0000263	Prar.g_01511	Syag.g_01079
OG0000264	Prar.g_01521	Syag.g_01011
OG0000265	Prar.g_01599	Syag.g_01021
OG0000266	Prar.g_01609	Syag.g_00907
OG0000267	Prar.g_01620	Syag.g_00762
OG0000268	Prar.g_01621	Syag.g_00763
OG0000269	Prar.g_01679	Syag.g_00662
OG0000270	Prar.g_01682	Syag.g_00665
OG0000271	Prar.g_01690	Syag.g_00673
OG0000273	Prar.g_01714	Syag.g_00713
OG0000274	Prar.g_01715	Syag.g_00714
OG0000275	Prar.g_01717	Syag.g_00717
OG0000276	Prar.g_01722	Syag.g_00723
OG0000277	Prar.g_01723	Syag.g_00724
OG0000278	Prar.g_01726	Syag.g_00727
OG0000279	Prar.g_01733	Syag.g_00735
OG0000280	Prar.g_01734	Syag.g_00741
OG0000281	Prar.g_01740	Syag.g_00572
OG0000282	Prar.g_01778	Syag.g_00611
OG0000283	Prar.g_01810	Syag.g_00775
OG0000284	Prar.g_01815	Syag.g_00780
OG0000285	Prar.g_01820	Syag.g_00791
OG0000286	Prar.g_01832	Syag.g_00809
OG0000287	Prar.g_01849	Syag.g_00838
OG0000288	Prar.g_01877	Syag.g_00869
OG0000289	Prar.g_01888	Syag.g_00884
OG0000290	Prar.g_01901	Syag.g_00970
OG0000291	Prar.g_01903	Syag.g_00972
OG0000292	Prar.g_01953	Syag.g_02265
OG0000293	Prar.g_01272	Syag.g_01155
OG0000294	Prar.g_01271	Syag.g_01154
OG0000295	Prar.g_01251	Syag.g_01115
OG0000296	Prar.g_01249	Syag.g_01113
OG0000297	Prar.g_01241	Syag.g_01099
OG0000298	Prar.g_01240	Syag.g_01098
OG0000299	Prar.g_01223	Syag.g_01067
OG0000300	Prar.g_01220	Syag.g_01062
OG0000301	Prar.g_01219	Syag.g_01061
OG0000302	Prar.g_01217	Syag.g_01060
OG0000303	Prar.g_01210	Syag.g_01048
OG0000304	Prar.g_01206	Syag.g_01041
OG0000305	Prar.g_00919	Syag.g_00977
OG0000306	Prar.g_00916	Syag.g_00460
OG0000307	Prar.g_00902	Syag.g_01546
OG0000308	Prar.g_00901	Syag.g_01548
OG0000309	Prar.g_00897	Syag.g_01553
OG0000310	Prar.g_00354	Syag.g_01291
OG0000311	Prar.g_00352	Syag.g_01300
OG0000312	Prar.g_00349	Syag.g_01434
OG0000313	Prar.g_00335	Syag.g_00966, Syag.g_01412
OG0000314	Prar.g_00820	Syag.g_01380
OG0000315	Prar.g_00810	Syag.g_01369
OG0000316	Prar.g_00790	Syag.g_01641
OG0000317	Prar.g_01145	Syag.g_01684
OG0000318	Prar.g_01142	Syag.g_01688
OG0000319	Prar.g_01129	Syag.g_01710
OG0000320	Prar.g_01127	Syag.g_01712
OG0000321	Prar.g_01126	Syag.g_01713
OG0000322	Prar.g_01125	Syag.g_01714
OG0000323	Prar.g_01967	Syag.g_01728
OG0000324	Prar.g_00609	Syag.g_01757
OG0000325	Prar.g_01113	Syag.g_02690
OG0000326	Prar.g_01107	Syag.g_02698
OG0000327	Prar.g_01068	Syag.g_02728
OG0000328	Prar.g_01067	Syag.g_02729
OG0000329	Prar.g_01050	Syag.g_02747
OG0000330	Prar.g_01049	Syag.g_02748
OG0000331	Prar.g_01048	Syag.g_02749
OG0000332	Prar.g_01034	Syag.g_02764
OG0000333	Prar.g_01032	Syag.g_02767
OG0000334	Prar.g_01024	Syag.g_02777
OG0000335	Prar.g_01020	Syag.g_02782
OG0000336	Prar.g_01016	Syag.g_02786
OG0000337	Prar.g_00625	Syag.g_02445
OG0000338	Prar.g_00626	Syag.g_02440
OG0000340	Prar.g_00638	Syag.g_02416
OG0000341	Prar.g_00640	Syag.g_02414
OG0000342	Prar.g_00641	Syag.g_02413
OG0000343	Prar.g_00642	Syag.g_02411
OG0000344	Prar.g_00645	Syag.g_02407
OG0000345	Prar.g_00650	Syag.g_02397
OG0000346	Prar.g_00654	Syag.g_02392
OG0000347	Prar.g_00669	Syag.g_02366
OG0000348	Prar.g_00678	Syag.g_02357
OG0000349	Prar.g_00695	Syag.g_02330
OG0000350	Prar.g_00072	Syag.g_02705
OG0000351	Prar.g_00055	Syag.g_02244
OG0000352	Prar.g_00054	Syag.g_02245
OG0000353	Prar.g_00039	Syag.g_02271
OG0000355	Prar.g_00037	Syag.g_02273
OG0000356	Prar.g_00036	Syag.g_02274
OG0000357	Prar.g_00035	Syag.g_02275
OG0000358	Prar.g_00031	Syag.g_02279
OG0000359	Prar.g_00030	Syag.g_02281
OG0000360	Prar.g_00029	Syag.g_02282
OG0000361	Prar.g_00028	Syag.g_02283
OG0000362	Prar.g_00026	Syag.g_02285
OG0000363	Prar.g_00024	Syag.g_02287
OG0000364	Prar.g_00023	Syag.g_02288
OG0000365	Prar.g_00018	Syag.g_02297
OG0000366	Prar.g_00017	Syag.g_02298
OG0000367	Prar.g_00016	Syag.g_02299
OG0000368	Prar.g_00014	Syag.g_02301
OG0000369	Prar.g_00013	Syag.g_02302
OG0000370	Prar.g_00012	Syag.g_02303
OG0000371	Prar.g_00006	Syag.g_02312
OG0000372	Prar.g_00002	Syag.g_02317
OG0000373	Prar.g_00001	Syag.g_02318
OG0000374	Prar.g_00594	Syag.g_02319
OG0000375	Prar.g_00580	Syag.g_02326
OG0000376	Prar.g_00578	Syag.g_02328
OG0000377	Prar.g_00574	Syag.g_02119
OG0000378	Prar.g_00572	Syag.g_02099
OG0000379	Prar.g_00569	Syag.g_02091
OG0000380	Prar.g_00552	Syag.g_01817
OG0000381	Prar.g_00548	Syag.g_01820
OG0000382	Prar.g_00247	Syag.g_01838
OG0000383	Prar.g_00245	Syag.g_01843
OG0000384	Prar.g_00244	Syag.g_01844
OG0000385	Prar.g_00243	Syag.g_01845
OG0000386	Prar.g_00242	Syag.g_01846
OG0000387	Prar.g_00229	Syag.g_01876
OG0000388	Prar.g_00226	Syag.g_01880
OG0000389	Prar.g_00222	Syag.g_01884
OG0000390	Prar.g_00215	Syag.g_01903
OG0000391	Prar.g_00212	Syag.g_01908
OG0000392	Prar.g_00208	Syag.g_01914
OG0000393	Prar.g_00206	Syag.g_01917
OG0000394	Prar.g_00205	Syag.g_01918
OG0000395	Prar.g_00204	Syag.g_01919
OG0000396	Prar.g_00201	Syag.g_01922
OG0000397	Prar.g_00199	Syag.g_01924
OG0000398	Prar.g_00197	Syag.g_01929
OG0000399	Prar.g_00196	Syag.g_01930
OG0000400	Prar.g_00195	Syag.g_01931
OG0000401	Prar.g_00194	Syag.g_01932
OG0000402	Prar.g_00192	Syag.g_01934
OG0000403	Prar.g_00191	Syag.g_01935
OG0000404	Prar.g_00190	Syag.g_01937
OG0000405	Prar.g_00186	Syag.g_01949
OG0000406	Prar.g_00180	Syag.g_01953
OG0000407	Prar.g_00179	Syag.g_01954
OG0000408	Prar.g_00177	Syag.g_01956
OG0000409	Prar.g_00175	Syag.g_01958
OG0000410	Prar.g_00174	Syag.g_01959
OG0000411	Prar.g_00173	Syag.g_01960
OG0000412	Prar.g_00172	Syag.g_01961
OG0000413	Prar.g_00171	Syag.g_01963
OG0000414	Prar.g_01569, Prar.g_00170	Syag.g_01964
OG0000415	Prar.g_00169	Syag.g_01965
OG0000416	Prar.g_00168	Syag.g_01966
OG0000417	Prar.g_00167	Syag.g_01967
OG0000418	Prar.g_00162	Syag.g_01973
OG0000419	Prar.g_00160	Syag.g_01975
OG0000420	Prar.g_00159	Syag.g_01977
OG0000421	Prar.g_00154	Syag.g_01982
OG0000422	Prar.g_00153	Syag.g_01983
OG0000423	Prar.g_00152	Syag.g_01984
OG0000424	Prar.g_00151	Syag.g_01985
OG0000425	Prar.g_00150	Syag.g_01986
OG0000426	Prar.g_00149	Syag.g_01987
OG0000427	Prar.g_00148	Syag.g_01988
OG0000428	Prar.g_00146	Syag.g_01991
OG0000429	Prar.g_00145	Syag.g_01993
OG0000430	Prar.g_00144	Syag.g_01995
OG0000431	Prar.g_00142	Syag.g_01998
OG0000432	Prar.g_00139	Syag.g_02007
OG0000433	Prar.g_00138	Syag.g_02009
OG0000434	Prar.g_00137	Syag.g_02010
OG0000435	Prar.g_00136	Syag.g_02017
OG0000436	Prar.g_00131	Syag.g_02028
OG0000437	Prar.g_00130	Syag.g_02029
OG0000438	Prar.g_00129	Syag.g_02031
OG0000439	Prar.g_00127	Syag.g_02033
OG0000440	Prar.g_00126	Syag.g_02034
OG0000441	Prar.g_00123	Syag.g_02041
OG0000442	Prar.g_00122	Syag.g_02044
OG0000443	Prar.g_00121	Syag.g_02046
OG0000444	Prar.g_00116	Syag.g_02053
OG0000445	Prar.g_00115	Syag.g_02054
OG0000446	Prar.g_00114	Syag.g_02056
OG0000447	Prar.g_00113	Syag.g_02059
OG0000448	Prar.g_00112	Syag.g_02060
OG0000449	Prar.g_00111	Syag.g_02061
OG0000450	Prar.g_00110	Syag.g_02066
OG0000451	Prar.g_00109	Syag.g_02067
OG0000452	Prar.g_00106	Syag.g_02071
OG0000453	Prar.g_00105	Syag.g_02072
OG0000454	Prar.g_00104	Syag.g_02073
OG0000455	Prar.g_00103	Syag.g_02074
OG0000456	Prar.g_00102	Syag.g_02075
OG0000457	Prar.g_00101	Syag.g_02077
OG0000458	Prar.g_00100	Syag.g_02080
OG0000459	Prar.g_00099	Syag.g_02081
OG0000460	Prar.g_00092	Syag.g_01786
OG0000461	Prar.g_00085	Syag.g_02675
OG0000462	Prar.g_00083	Syag.g_02672
OG0000463	Prar.g_00082	Syag.g_02671
OG0000464	Prar.g_00081	Syag.g_02670
OG0000465	Prar.g_00080	Syag.g_02668
OG0000466	Prar.g_00077	Syag.g_02662
OG0000467	Prar.g_00076	Syag.g_02660
OG0000468	Prar.g_00334	Syag.g_02636
OG0000469	Prar.g_00325	Syag.g_02621
OG0000470	Prar.g_00323	Syag.g_02619
OG0000471	Prar.g_00322	Syag.g_02618
OG0000472	Prar.g_00321	Syag.g_02616
OG0000473	Prar.g_00319	Syag.g_02614
OG0000474	Prar.g_00318	Syag.g_02613
OG0000475	Prar.g_00317	Syag.g_02612
OG0000476	Prar.g_00316	Syag.g_02610
OG0000477	Prar.g_00312	Syag.g_02604
OG0000478	Prar.g_00311	Syag.g_02603
OG0000479	Prar.g_00310	Syag.g_02602
OG0000480	Prar.g_00305	Syag.g_02595
OG0000481	Prar.g_00303	Syag.g_02593
OG0000482	Prar.g_00302	Syag.g_02592
OG0000483	Prar.g_00299	Syag.g_02588
OG0000484	Prar.g_00298	Syag.g_02587
OG0000485	Prar.g_00297	Syag.g_02586
OG0000486	Prar.g_00296	Syag.g_02585
OG0000487	Prar.g_00292	Syag.g_02579
OG0000488	Prar.g_00289	Syag.g_02575
OG0000489	Prar.g_00284	Syag.g_02565
OG0000490	Prar.g_00279	Syag.g_02553
OG0000491	Prar.g_00278	Syag.g_02551
OG0000492	Prar.g_00276	Syag.g_02549
OG0000493	Prar.g_00275	Syag.g_02548
OG0000494	Prar.g_00274	Syag.g_02547
OG0000495	Prar.g_00273	Syag.g_02546
OG0000496	Prar.g_00272	Syag.g_02545
OG0000497	Prar.g_00271	Syag.g_02544
OG0000498	Prar.g_00270	Syag.g_02543
OG0000499	Prar.g_00269	Syag.g_02542
OG0000500	Prar.g_00268	Syag.g_02541
OG0000501	Prar.g_00266	Syag.g_02538
OG0000502	Prar.g_00263	Syag.g_02467
OG0000503	Prar.g_00394	Syag.g_02843
OG0000504	Prar.g_00395	Syag.g_02845
OG0000505	Prar.g_00396	Syag.g_02846
OG0000506	Prar.g_00398	Syag.g_02849
OG0000507	Prar.g_00401	Syag.g_02855
OG0000508	Prar.g_00405	Syag.g_02860
OG0000509	Prar.g_00407	Syag.g_02862
OG0000510	Prar.g_00408	Syag.g_02863
OG0000511	Prar.g_00409	Syag.g_02864
OG0000512	Prar.g_00411	Syag.g_02866
OG0000513	Prar.g_00418	Syag.g_00009
OG0000514	Prar.g_00479	Syag.g_00018
OG0000515	Prar.g_00480	Syag.g_00019
OG0000516	Prar.g_00481	Syag.g_00025
OG0000517	Prar.g_00483	Syag.g_00032
OG0000518	Prar.g_00494	Syag.g_00044
OG0000519	Prar.g_00495	Syag.g_00045
OG0000520	Prar.g_00496	Syag.g_00046
OG0000521	Prar.g_00501	Syag.g_00054
OG0000522	Prar.g_00503	Syag.g_00056
OG0000523	Prar.g_00504	Syag.g_00057
OG0000524	Prar.g_00510	Syag.g_01327
OG0000525	Prar.g_00513	Syag.g_01345
OG0000526	Prar.g_00514	Syag.g_01348
OG0000527	Prar.g_00523	Syag.g_01354
OG0000528	Prar.g_00528	Syag.g_01532
OG0000529	Prar.g_00531	Syag.g_01527
OG0000530	Prar.g_00534	Syag.g_01524
OG0000531	Prar.g_00535	Syag.g_01523
OG0000532	Prar.g_00537	Syag.g_01520
OG0000533	Prar.g_00538	Syag.g_01518
OG0000534	Prar.g_00539	Syag.g_01517
OG0000535	Prar.g_00540	Syag.g_01516
OG0000536	Prar.g_00541	Syag.g_01515
OG0000537	Prar.g_00542	Syag.g_01514
OG0000538	Prar.g_01331	Syag.g_01502
OG0000539	Prar.g_01332	Syag.g_01501
OG0000540	Prar.g_01333	Syag.g_01500
OG0000541	Prar.g_01334	Syag.g_01499
OG0000542	Prar.g_01336	Syag.g_01496
OG0000543	Prar.g_01338	Syag.g_01494
OG0000544	Prar.g_01339	Syag.g_01493
OG0000545	Prar.g_01341	Syag.g_01491
OG0000546	Prar.g_01344	Syag.g_01489
OG0000547	Prar.g_01345	Syag.g_01487
OG0000548	Prar.g_01346	Syag.g_01486
OG0000549	Prar.g_01348	Syag.g_01480
OG0000550	Prar.g_01353	Syag.g_01474
OG0000551	Prar.g_01357	Syag.g_01470
OG0000552	Prar.g_01358	Syag.g_01469
OG0000553	Prar.g_01359	Syag.g_01464
OG0000554	Prar.g_01364	Syag.g_01453
OG0000555	Prar.g_01372	Syag.g_00075
OG0000556	Prar.g_01374	Syag.g_00257
OG0000557	Prar.g_01375	Syag.g_00267
OG0000558	Prar.g_01377	Syag.g_00269
OG0000559	Prar.g_01381	Syag.g_00273
OG0000560	Prar.g_01384	Syag.g_00276
OG0000561	Prar.g_01385	Syag.g_00277
OG0000562	Prar.g_01386	Syag.g_00278
OG0000563	Prar.g_01387	Syag.g_00279
OG0000564	Prar.g_01388	Syag.g_00280
OG0000565	Prar.g_01391	Syag.g_00284
OG0000566	Prar.g_01393	Syag.g_00288
OG0000567	Prar.g_01397	Syag.g_00292
OG0000568	Prar.g_01398	Syag.g_00295
OG0000569	Prar.g_01399	Syag.g_00296
OG0000570	Prar.g_01400	Syag.g_00297
OG0000571	Prar.g_01402	Syag.g_00301
OG0000572	Prar.g_01415	Syag.g_00320, Syag.g_00251
OG0000573	Prar.g_01422	Syag.g_00329
OG0000574	Prar.g_01423	Syag.g_00330
OG0000575	Prar.g_01427	Syag.g_00335
OG0000576	Prar.g_01429	Syag.g_00337
OG0000577	Prar.g_01430	Syag.g_00338
OG0000578	Prar.g_01431	Syag.g_00339
OG0000579	Prar.g_01432	Syag.g_00340
OG0000580	Prar.g_01433	Syag.g_00341
OG0000581	Prar.g_01435	Syag.g_00348
OG0000582	Prar.g_01438	Syag.g_00353
