Orthogroup	Prar	Prai
OG0000021	Prar.g_00425	Prai.g_00378
OG0000022	Prar.g_01300	Prai.g_01139
OG0000022	Prar.g_01649	Prai.g_00885
OG0000023	Prar.g_00420	Prai.g_00373
OG0000024	Prar.g_01634	Prai.g_00899
OG0000024	Prar.g_01505	Prai.g_00704
OG0000025	Prar.g_00256	Prai.g_00344
OG0000025	Prar.g_01718	Prai.g_00812
OG0000026	Prar.g_00007	Prai.g_00031
OG0000026	Prar.g_01919	Prai.g_01074
OG0000027	Prar.g_00520	Prai.g_00904
OG0000028	Prar.g_00985	Prai.g_01297
OG0000028	Prar.g_00267	Prai.g_00333
OG0000030	Prar.g_00662	Prai.g_01848
OG0000031	Prar.g_00879	Prai.g_01444
OG0000033	Prar.g_00158	Prai.g_00180
OG0000034	Prar.g_00945	Prai.g_01345
OG0000035	Prar.g_00339	Prai.g_01463
OG0000037	Prar.g_00219	Prai.g_00109
OG0000038	Prar.g_00702	Prai.g_01890
OG0000039	Prar.g_01516	Prai.g_00715
OG0000041	Prar.g_00602	Prai.g_01684
OG0000042	Prar.g_00660	Prai.g_01845
OG0000043	Prar.g_01755	Prai.g_01064
OG0000045	Prar.g_00432	Prai.g_00384
OG0000045	Prar.g_01583	Prai.g_01274
OG0000047	Prar.g_00257	Prai.g_00343
OG0000047	Prar.g_00468	Prai.g_00424
OG0000048	Prar.g_00435	Prai.g_00387
OG0000049	Prar.g_00445	Prai.g_00394
OG0000049	Prar.g_01173	Prai.g_01246
OG0000049	Prar.g_01002	Prai.g_00437
OG0000049	Prar.g_01160	Prai.g_00433, Prai.g_01256
OG0000050	Prar.g_01940	Prai.g_01093
OG0000053	Prar.g_00827	Prai.g_01483
OG0000054	Prar.g_01436	Prai.g_00634
OG0000055	Prar.g_01664	Prai.g_00866
OG0000057	Prar.g_01528	Prai.g_00727
OG0000058	Prar.g_00362	Prai.g_01859
OG0000059	Prar.g_01090	Prai.g_01725
OG0000061	Prar.g_01263	Prai.g_01171
OG0000062	Prar.g_00769	Prai.g_01540
OG0000063	Prar.g_00004, Prar.g_00005	Prai.g_00033
OG0000063	Prar.g_01189	Prai.g_01261
OG0000065	Prar.g_00221	Prai.g_00107
OG0000066	Prar.g_01369	Prai.g_00567
OG0000067	Prar.g_01684	Prai.g_00848
OG0000068	Prar.g_00911	Prai.g_01370
OG0000069	Prar.g_00736	Prai.g_01579
OG0000070	Prar.g_00498	Prai.g_00481
OG0000071	Prar.g_00955	Prai.g_01335
OG0000072	Prar.g_00156	Prai.g_00182
OG0000073	Prar.g_01330	Prai.g_00529
OG0000074	Prar.g_01512	Prai.g_00711
OG0000075	Prar.g_00629	Prai.g_01814
OG0000076	Prar.g_00592, Prar.g_00653	Prai.g_01838
OG0000077	Prar.g_00250	Prai.g_00078
OG0000078	Prar.g_00088	Prai.g_00250
OG0000081	Prar.g_01361	Prai.g_00559
OG0000082	Prar.g_01414	Prai.g_00613
OG0000083	Prar.g_01623	Prai.g_00441
OG0000084	Prar.g_00343	Prai.g_01459
OG0000085	Prar.g_01150	Prai.g_01631
OG0000086	Prar.g_00240	Prai.g_00088
OG0000087	Prar.g_00189	Prai.g_00139
OG0000088	Prar.g_00161	Prai.g_00177
OG0000089	Prar.g_00416	Prai.g_00368
OG0000090	Prar.g_01363	Prai.g_00561
OG0000091	Prar.g_01472	Prai.g_00671
OG0000092	Prar.g_01781	Prai.g_01041
OG0000093	Prar.g_01801	Prai.g_01021
OG0000094	Prar.g_01885	Prai.g_00937
OG0000095	Prar.g_01904	Prai.g_00918
OG0000096	Prar.g_01006	Prai.g_01588
OG0000097	Prar.g_01222	Prai.g_01214
OG0000098	Prar.g_00929	Prai.g_01353
OG0000099	Prar.g_00872	Prai.g_01393
OG0000100	Prar.g_00773	Prai.g_01536
OG0000101	Prar.g_01027	Prai.g_01782
OG0000102	Prar.g_00658	Prai.g_01843
OG0000103	Prar.g_00050	Prai.g_01923
OG0000104	Prar.g_00042	Prai.g_01932
OG0000105	Prar.g_00313	Prai.g_00286, Prai.g_00287
OG0000106	Prar.g_00431	Prai.g_00383
OG0000107	Prar.g_00446	Prai.g_00397
OG0000108	Prar.g_00530	Prai.g_00510
OG0000109	Prar.g_00544	Prai.g_00524
OG0000110	Prar.g_01404	Prai.g_00603
OG0000111	Prar.g_01529	Prai.g_00728
OG0000112	Prar.g_01652	Prai.g_00882
OG0000113	Prar.g_01706	Prai.g_00825
OG0000114	Prar.g_01776	Prai.g_01046
OG0000115	Prar.g_01318	Prai.g_01119
OG0000116	Prar.g_01273	Prai.g_01162
OG0000117	Prar.g_01003	Prai.g_01273
OG0000118	Prar.g_00943	Prai.g_01347
OG0000119	Prar.g_00915	Prai.g_01366
OG0000120	Prar.g_00880	Prai.g_01443
OG0000121	Prar.g_00337	Prai.g_01465
OG0000123	Prar.g_01021	Prai.g_01789
OG0000124	Prar.g_00668	Prai.g_01854
OG0000125	Prar.g_00704	Prai.g_01892
OG0000126	Prar.g_00043	Prai.g_01931
OG0000128	Prar.g_00027	Prai.g_00011
OG0000129	Prar.g_00576	Prai.g_00051
OG0000130	Prar.g_00549	Prai.g_00069
OG0000131	Prar.g_00182	Prai.g_00156
OG0000132	Prar.g_00163	Prai.g_00175
OG0000133	Prar.g_00265	Prai.g_00335
OG0000134	Prar.g_00417	Prai.g_00369
OG0000135	Prar.g_00444	Prai.g_00393
OG0000136	Prar.g_00489	Prai.g_00472
OG0000137	Prar.g_00525	Prai.g_00505
OG0000138	Prar.g_00545	Prai.g_00525
OG0000139	Prar.g_01367	Prai.g_00565
OG0000140	Prar.g_01368	Prai.g_00566
OG0000141	Prar.g_01437	Prai.g_00635
OG0000142	Prar.g_01465	Prai.g_00664
OG0000143	Prar.g_01469	Prai.g_00668
OG0000144	Prar.g_01482	Prai.g_00681
OG0000145	Prar.g_01651	Prai.g_00883
OG0000146	Prar.g_01653	Prai.g_00881
OG0000147	Prar.g_01654	Prai.g_00880
OG0000148	Prar.g_01700	Prai.g_00831
OG0000149	Prar.g_01730	Prai.g_00800
OG0000150	Prar.g_01738	Prai.g_00792
OG0000151	Prar.g_01786	Prai.g_01036
OG0000152	Prar.g_01833	Prai.g_00989
OG0000153	Prar.g_01852	Prai.g_00970
OG0000154	Prar.g_01878	Prai.g_00943
OG0000155	Prar.g_01243	Prai.g_01191
OG0000156	Prar.g_00966	Prai.g_01323
OG0000157	Prar.g_00965	Prai.g_01324
OG0000158	Prar.g_00375	Prai.g_01392
OG0000159	Prar.g_00380	Prai.g_01321
OG0000159	Prar.g_00871	Prai.g_01390
OG0000160	Prar.g_00338	Prai.g_01464
OG0000161	Prar.g_00840	Prai.g_01470
OG0000162	Prar.g_00834	Prai.g_01476
OG0000163	Prar.g_00800	Prai.g_01509
OG0000164	Prar.g_01964	Prai.g_01662
OG0000165	Prar.g_01971	Prai.g_01669
OG0000166	Prar.g_01063	Prai.g_01740
OG0000167	Prar.g_00627	Prai.g_01812
OG0000168	Prar.g_00637	Prai.g_01822
OG0000169	Prar.g_00647	Prai.g_01832
OG0000170	Prar.g_00649	Prai.g_01834
OG0000171	Prar.g_00667	Prai.g_01853
OG0000172	Prar.g_00675	Prai.g_01863
OG0000173	Prar.g_00690	Prai.g_01878
OG0000174	Prar.g_00068	Prai.g_01905
OG0000175	Prar.g_00058	Prai.g_01915
OG0000176	Prar.g_00034	Prai.g_00004
OG0000177	Prar.g_00033	Prai.g_00005
OG0000178	Prar.g_00032	Prai.g_00006
OG0000179	Prar.g_00022	Prai.g_00016
OG0000180	Prar.g_00021	Prai.g_00017
OG0000181	Prar.g_00020	Prai.g_00018
OG0000182	Prar.g_00019	Prai.g_00019
OG0000183	Prar.g_00015	Prai.g_00023
OG0000184	Prar.g_00573	Prai.g_00053
OG0000185	Prar.g_00570	Prai.g_00056
OG0000186	Prar.g_00554	Prai.g_00064
OG0000187	Prar.g_00553	Prai.g_00065
OG0000188	Prar.g_00246	Prai.g_00082
OG0000189	Prar.g_00232	Prai.g_00096
OG0000190	Prar.g_00231	Prai.g_00097
OG0000191	Prar.g_00211	Prai.g_00117
OG0000192	Prar.g_00207	Prai.g_00121
OG0000193	Prar.g_00181	Prai.g_00157
OG0000194	Prar.g_00178	Prai.g_00160
OG0000195	Prar.g_00176	Prai.g_00162
OG0000196	Prar.g_00166	Prai.g_00172
OG0000197	Prar.g_00165	Prai.g_00173
OG0000198	Prar.g_00164	Prai.g_00174
OG0000199	Prar.g_00157	Prai.g_00181
OG0000200	Prar.g_00143	Prai.g_00195
OG0000201	Prar.g_00135	Prai.g_00203
OG0000202	Prar.g_00134	Prai.g_00204
OG0000203	Prar.g_00133	Prai.g_00205
OG0000204	Prar.g_00132	Prai.g_00206
OG0000205	Prar.g_00125	Prai.g_00213
OG0000206	Prar.g_00120	Prai.g_00218
OG0000207	Prar.g_00118	Prai.g_00220
OG0000208	Prar.g_00117	Prai.g_00221
OG0000209	Prar.g_00108	Prai.g_00230
OG0000210	Prar.g_00107	Prai.g_00231
OG0000211	Prar.g_00094	Prai.g_00244
OG0000212	Prar.g_00087	Prai.g_00251
OG0000213	Prar.g_00330	Prai.g_00270
OG0000214	Prar.g_00320	Prai.g_00280
OG0000215	Prar.g_00295	Prai.g_00305
OG0000216	Prar.g_00293	Prai.g_00307
OG0000217	Prar.g_00290	Prai.g_00310
OG0000218	Prar.g_00288	Prai.g_00312
OG0000219	Prar.g_00287	Prai.g_00313
OG0000220	Prar.g_00286	Prai.g_00314
OG0000221	Prar.g_00285	Prai.g_00315
OG0000222	Prar.g_00277	Prai.g_00323
OG0000223	Prar.g_00264	Prai.g_00336
OG0000224	Prar.g_00262	Prai.g_00338
OG0000225	Prar.g_00406	Prai.g_00358
OG0000226	Prar.g_00410	Prai.g_00362
OG0000227	Prar.g_00412	Prai.g_00364
OG0000228	Prar.g_00415	Prai.g_00367
OG0000229	Prar.g_00484	Prai.g_00467
OG0000230	Prar.g_00486	Prai.g_00469
OG0000231	Prar.g_00497	Prai.g_00480
OG0000232	Prar.g_00506	Prai.g_00489
OG0000233	Prar.g_00512	Prai.g_00494
OG0000234	Prar.g_00526	Prai.g_00506
OG0000235	Prar.g_00529	Prai.g_00509
OG0000236	Prar.g_00543	Prai.g_00523
OG0000237	Prar.g_01337	Prai.g_00536
OG0000238	Prar.g_01343	Prai.g_00542
OG0000239	Prar.g_01355	Prai.g_00553
OG0000240	Prar.g_01356	Prai.g_00554
OG0000241	Prar.g_01360	Prai.g_00558
OG0000242	Prar.g_01362	Prai.g_00560
OG0000243	Prar.g_01373	Prai.g_00571
OG0000244	Prar.g_01376	Prai.g_00574
OG0000245	Prar.g_01378	Prai.g_00576
OG0000246	Prar.g_01382	Prai.g_00580
OG0000247	Prar.g_01392	Prai.g_00590
OG0000248	Prar.g_01394	Prai.g_00593
OG0000249	Prar.g_01396	Prai.g_00595
OG0000250	Prar.g_01401	Prai.g_00600
OG0000251	Prar.g_01420	Prai.g_00619
OG0000252	Prar.g_01424	Prai.g_00622
OG0000253	Prar.g_01425	Prai.g_00623
OG0000254	Prar.g_01441	Prai.g_00639
OG0000255	Prar.g_01447	Prai.g_00645
OG0000256	Prar.g_01457	Prai.g_00656
OG0000257	Prar.g_01460	Prai.g_00659
OG0000258	Prar.g_01473	Prai.g_00672
OG0000259	Prar.g_01490	Prai.g_00689
OG0000260	Prar.g_01493	Prai.g_00692
OG0000261	Prar.g_01495	Prai.g_00694
OG0000262	Prar.g_01499	Prai.g_00698
OG0000263	Prar.g_01511	Prai.g_00710
OG0000264	Prar.g_01521	Prai.g_00720
OG0000265	Prar.g_01599	Prai.g_00748
OG0000266	Prar.g_01609	Prai.g_00758
OG0000267	Prar.g_01620	Prai.g_00769
OG0000268	Prar.g_01621	Prai.g_00770
OG0000269	Prar.g_01679	Prai.g_00853
OG0000270	Prar.g_01682	Prai.g_00850
OG0000271	Prar.g_01690	Prai.g_00842
OG0000272	Prar.g_01691	Prai.g_00840, Prai.g_00841
OG0000273	Prar.g_01714	Prai.g_00817
OG0000274	Prar.g_01715	Prai.g_00816
OG0000275	Prar.g_01717	Prai.g_00741, Prai.g_00813
OG0000276	Prar.g_01722	Prai.g_00808
OG0000277	Prar.g_01723	Prai.g_00807
OG0000278	Prar.g_01726	Prai.g_00804
OG0000279	Prar.g_01733	Prai.g_00797
OG0000280	Prar.g_01734	Prai.g_00796
OG0000281	Prar.g_01740	Prai.g_00791
OG0000282	Prar.g_01778	Prai.g_01044
OG0000283	Prar.g_01810	Prai.g_01012
OG0000284	Prar.g_01815	Prai.g_01007
OG0000285	Prar.g_01820	Prai.g_01002
OG0000286	Prar.g_01832	Prai.g_00990
OG0000287	Prar.g_01849	Prai.g_00973
OG0000288	Prar.g_01877	Prai.g_00944
OG0000289	Prar.g_01888	Prai.g_00934
OG0000290	Prar.g_01901	Prai.g_00921
OG0000291	Prar.g_01903	Prai.g_00919
OG0000292	Prar.g_01953	Prai.g_01107
OG0000293	Prar.g_01272	Prai.g_01163
OG0000294	Prar.g_01271	Prai.g_01164
OG0000295	Prar.g_01251	Prai.g_01183
OG0000296	Prar.g_01249	Prai.g_01185
OG0000297	Prar.g_01241	Prai.g_01193
OG0000298	Prar.g_01240	Prai.g_01194
OG0000299	Prar.g_01223	Prai.g_01213
OG0000300	Prar.g_01220	Prai.g_01216
OG0000301	Prar.g_01219	Prai.g_01217
OG0000302	Prar.g_01217	Prai.g_01219
OG0000303	Prar.g_01210	Prai.g_01226
OG0000304	Prar.g_01206	Prai.g_01230
OG0000305	Prar.g_00919	Prai.g_01362
OG0000306	Prar.g_00916	Prai.g_01365
OG0000307	Prar.g_00902	Prai.g_01379
OG0000308	Prar.g_00901	Prai.g_01380
OG0000309	Prar.g_00897	Prai.g_01384
OG0000310	Prar.g_00354	Prai.g_01448
OG0000311	Prar.g_00352	Prai.g_01450
OG0000312	Prar.g_00349	Prai.g_01453
OG0000313	Prar.g_00335	Prai.g_01467
OG0000314	Prar.g_00820	Prai.g_01489
OG0000315	Prar.g_00810	Prai.g_01499
OG0000316	Prar.g_00790	Prai.g_01519
OG0000317	Prar.g_01145	Prai.g_01636
OG0000318	Prar.g_01142	Prai.g_01639
OG0000319	Prar.g_01129	Prai.g_01652
OG0000320	Prar.g_01127	Prai.g_01654
OG0000321	Prar.g_01126	Prai.g_01655
OG0000322	Prar.g_01125	Prai.g_01656
OG0000323	Prar.g_01967	Prai.g_01665
OG0000324	Prar.g_00609	Prai.g_01691
OG0000325	Prar.g_01113	Prai.g_01702
OG0000326	Prar.g_01107	Prai.g_01708
OG0000327	Prar.g_01068	Prai.g_01735
OG0000328	Prar.g_01067	Prai.g_01736
OG0000329	Prar.g_01050	Prai.g_01754
OG0000330	Prar.g_01049	Prai.g_01755
OG0000331	Prar.g_01048	Prai.g_01756
OG0000332	Prar.g_01034	Prai.g_01770
OG0000333	Prar.g_01032	Prai.g_01777
OG0000334	Prar.g_01024	Prai.g_01785
OG0000335	Prar.g_01020	Prai.g_01790
OG0000336	Prar.g_01016	Prai.g_01794
OG0000337	Prar.g_00625	Prai.g_01810
OG0000338	Prar.g_00626	Prai.g_01811
OG0000339	Prar.g_00630	Prai.g_01815
OG0000340	Prar.g_00638	Prai.g_01823
OG0000341	Prar.g_00640	Prai.g_01825
OG0000342	Prar.g_00641	Prai.g_01826
OG0000343	Prar.g_00642	Prai.g_01827
OG0000344	Prar.g_00645	Prai.g_01830
OG0000345	Prar.g_00650	Prai.g_01835
OG0000346	Prar.g_00654	Prai.g_01839
OG0000347	Prar.g_00669	Prai.g_01855
OG0000348	Prar.g_00678	Prai.g_01866
OG0000349	Prar.g_00695	Prai.g_01883
OG0000350	Prar.g_00072	Prai.g_01901
OG0000351	Prar.g_00055	Prai.g_01918
OG0000352	Prar.g_00054	Prai.g_01919
OG0000353	Prar.g_00039	Prai.g_01935
OG0000355	Prar.g_00037	Prai.g_00001
OG0000356	Prar.g_00036	Prai.g_00002
OG0000357	Prar.g_00035	Prai.g_00003
OG0000358	Prar.g_00031	Prai.g_00007
OG0000359	Prar.g_00030	Prai.g_00008
OG0000360	Prar.g_00029	Prai.g_00009
OG0000361	Prar.g_00028	Prai.g_00010
OG0000362	Prar.g_00026	Prai.g_00012
OG0000363	Prar.g_00024	Prai.g_00014
OG0000364	Prar.g_00023	Prai.g_00015
OG0000365	Prar.g_00018	Prai.g_00020
OG0000366	Prar.g_00017	Prai.g_00021
OG0000367	Prar.g_00016	Prai.g_00022
OG0000368	Prar.g_00014	Prai.g_00024
OG0000369	Prar.g_00013	Prai.g_00025
OG0000370	Prar.g_00012	Prai.g_00026
OG0000371	Prar.g_00006	Prai.g_00032
OG0000372	Prar.g_00002	Prai.g_00035
OG0000373	Prar.g_00001	Prai.g_00036
OG0000374	Prar.g_00594	Prai.g_00037
OG0000375	Prar.g_00580	Prai.g_00047
OG0000376	Prar.g_00578	Prai.g_00049
OG0000377	Prar.g_00574	Prai.g_00052
OG0000378	Prar.g_00572	Prai.g_00054
OG0000379	Prar.g_00569	Prai.g_00057
OG0000380	Prar.g_00552	Prai.g_00066
OG0000381	Prar.g_00548	Prai.g_00070
OG0000382	Prar.g_00247	Prai.g_00081
OG0000383	Prar.g_00245	Prai.g_00083
OG0000384	Prar.g_00244	Prai.g_00084
OG0000385	Prar.g_00243	Prai.g_00085
OG0000386	Prar.g_00242	Prai.g_00086
OG0000387	Prar.g_00229	Prai.g_00099
OG0000388	Prar.g_00226	Prai.g_00102
OG0000389	Prar.g_00222	Prai.g_00106
OG0000390	Prar.g_00215	Prai.g_00113
OG0000391	Prar.g_00212	Prai.g_00116
OG0000392	Prar.g_00208	Prai.g_00120
OG0000393	Prar.g_00206	Prai.g_00122
OG0000394	Prar.g_00205	Prai.g_00123
OG0000395	Prar.g_00204	Prai.g_00124
OG0000396	Prar.g_00201	Prai.g_00127
OG0000397	Prar.g_00199	Prai.g_00129
OG0000398	Prar.g_00197	Prai.g_00131
OG0000399	Prar.g_00196	Prai.g_00132
OG0000400	Prar.g_00195	Prai.g_00133
OG0000401	Prar.g_00194	Prai.g_00134
OG0000402	Prar.g_00192	Prai.g_00136
OG0000403	Prar.g_00191	Prai.g_00137
OG0000404	Prar.g_00190	Prai.g_00138
OG0000405	Prar.g_00186	Prai.g_00142
OG0000406	Prar.g_00180	Prai.g_00158
OG0000407	Prar.g_00179	Prai.g_00159
OG0000408	Prar.g_00177	Prai.g_00161
OG0000409	Prar.g_00175	Prai.g_00163
OG0000410	Prar.g_00174	Prai.g_00164
OG0000411	Prar.g_00173	Prai.g_00165
OG0000412	Prar.g_00172	Prai.g_00166
OG0000413	Prar.g_00171	Prai.g_00167
OG0000414	Prar.g_01569	Prai.g_01288
OG0000414	Prar.g_00170	Prai.g_00168
OG0000415	Prar.g_00169	Prai.g_00169
OG0000416	Prar.g_00168	Prai.g_00170
OG0000417	Prar.g_00167	Prai.g_00171
OG0000418	Prar.g_00162	Prai.g_00176
OG0000419	Prar.g_00160	Prai.g_00178
OG0000420	Prar.g_00159	Prai.g_00179
OG0000421	Prar.g_00154	Prai.g_00184
OG0000422	Prar.g_00153	Prai.g_00185
OG0000423	Prar.g_00152	Prai.g_00186
OG0000424	Prar.g_00151	Prai.g_00187
OG0000425	Prar.g_00150	Prai.g_00188
OG0000426	Prar.g_00149	Prai.g_00189
OG0000427	Prar.g_00148	Prai.g_00190
OG0000428	Prar.g_00146	Prai.g_00192
OG0000429	Prar.g_00145	Prai.g_00193
OG0000430	Prar.g_00144	Prai.g_00194
OG0000431	Prar.g_00142	Prai.g_00196
OG0000432	Prar.g_00139	Prai.g_00199
OG0000433	Prar.g_00138	Prai.g_00200
OG0000434	Prar.g_00137	Prai.g_00201
OG0000435	Prar.g_00136	Prai.g_00202
OG0000436	Prar.g_00131	Prai.g_00207
OG0000437	Prar.g_00130	Prai.g_00208
OG0000438	Prar.g_00129	Prai.g_00209
OG0000439	Prar.g_00127	Prai.g_00211
OG0000440	Prar.g_00126	Prai.g_00212
OG0000441	Prar.g_00123	Prai.g_00215
OG0000442	Prar.g_00122	Prai.g_00216
OG0000443	Prar.g_00121	Prai.g_00217
OG0000444	Prar.g_00116	Prai.g_00222
OG0000445	Prar.g_00115	Prai.g_00223
OG0000446	Prar.g_00114	Prai.g_00224
OG0000447	Prar.g_00113	Prai.g_00225
OG0000448	Prar.g_00112	Prai.g_00226
OG0000449	Prar.g_00111	Prai.g_00227
OG0000450	Prar.g_00110	Prai.g_00228
OG0000451	Prar.g_00109	Prai.g_00229
OG0000452	Prar.g_00106	Prai.g_00232
OG0000453	Prar.g_00105	Prai.g_00233
OG0000454	Prar.g_00104	Prai.g_00234
OG0000455	Prar.g_00103	Prai.g_00235
OG0000456	Prar.g_00102	Prai.g_00236
OG0000457	Prar.g_00101	Prai.g_00237
OG0000458	Prar.g_00100	Prai.g_00238
OG0000459	Prar.g_00099	Prai.g_00239
OG0000460	Prar.g_00092	Prai.g_00246
OG0000461	Prar.g_00085	Prai.g_00255
OG0000462	Prar.g_00083	Prai.g_00257
OG0000463	Prar.g_00082	Prai.g_00258
OG0000464	Prar.g_00081	Prai.g_00259
OG0000465	Prar.g_00080	Prai.g_00260
OG0000466	Prar.g_00077	Prai.g_00263
OG0000467	Prar.g_00076	Prai.g_00264
OG0000468	Prar.g_00334	Prai.g_00266
OG0000469	Prar.g_00325	Prai.g_00275
OG0000470	Prar.g_00323	Prai.g_00277
OG0000471	Prar.g_00322	Prai.g_00278
OG0000472	Prar.g_00321	Prai.g_00279
OG0000473	Prar.g_00319	Prai.g_00281
OG0000474	Prar.g_00318	Prai.g_00282
OG0000475	Prar.g_00317	Prai.g_00283
OG0000476	Prar.g_00316	Prai.g_00284
OG0000477	Prar.g_00312	Prai.g_00288
OG0000478	Prar.g_00311	Prai.g_00289
OG0000479	Prar.g_00310	Prai.g_00290
OG0000480	Prar.g_00305	Prai.g_00295
OG0000481	Prar.g_00303	Prai.g_00297
OG0000482	Prar.g_00302	Prai.g_00298
OG0000483	Prar.g_00299	Prai.g_00301
OG0000484	Prar.g_00298	Prai.g_00302
OG0000485	Prar.g_00297	Prai.g_00303
OG0000486	Prar.g_00296	Prai.g_00304
OG0000487	Prar.g_00292	Prai.g_00308
OG0000488	Prar.g_00289	Prai.g_00311
OG0000489	Prar.g_00284	Prai.g_00316
OG0000490	Prar.g_00279	Prai.g_00321
OG0000491	Prar.g_00278	Prai.g_00322
OG0000492	Prar.g_00276	Prai.g_00324
OG0000493	Prar.g_00275	Prai.g_00325
OG0000494	Prar.g_00274	Prai.g_00326
OG0000495	Prar.g_00273	Prai.g_00327
OG0000496	Prar.g_00272	Prai.g_00328
OG0000497	Prar.g_00271	Prai.g_00329
OG0000498	Prar.g_00270	Prai.g_00330
OG0000499	Prar.g_00269	Prai.g_00331
OG0000500	Prar.g_00268	Prai.g_00332
OG0000501	Prar.g_00266	Prai.g_00334
OG0000502	Prar.g_00263	Prai.g_00337
OG0000503	Prar.g_00394	Prai.g_00347
OG0000504	Prar.g_00395	Prai.g_00348
OG0000505	Prar.g_00396	Prai.g_00349
OG0000506	Prar.g_00398	Prai.g_00351
OG0000507	Prar.g_00401	Prai.g_00354
OG0000508	Prar.g_00405	Prai.g_00357
OG0000509	Prar.g_00407	Prai.g_00359
OG0000510	Prar.g_00408	Prai.g_00360
OG0000511	Prar.g_00409	Prai.g_00361
OG0000512	Prar.g_00411	Prai.g_00363
OG0000513	Prar.g_00418	Prai.g_00370
OG0000514	Prar.g_00479	Prai.g_00462
OG0000515	Prar.g_00480	Prai.g_00463
OG0000516	Prar.g_00481	Prai.g_00464
OG0000517	Prar.g_00483	Prai.g_00466
OG0000518	Prar.g_00494	Prai.g_00477
OG0000519	Prar.g_00495	Prai.g_00478
OG0000520	Prar.g_00496	Prai.g_00479
OG0000521	Prar.g_00501	Prai.g_00484
OG0000522	Prar.g_00503	Prai.g_00486
OG0000523	Prar.g_00504	Prai.g_00487
OG0000524	Prar.g_00510	Prai.g_00492
OG0000525	Prar.g_00513	Prai.g_00495
OG0000526	Prar.g_00514	Prai.g_00496
OG0000527	Prar.g_00523	Prai.g_00503
OG0000528	Prar.g_00528	Prai.g_00508
OG0000529	Prar.g_00531	Prai.g_00511
OG0000530	Prar.g_00534	Prai.g_00514
OG0000531	Prar.g_00535	Prai.g_00515
OG0000532	Prar.g_00537	Prai.g_00517
OG0000533	Prar.g_00538	Prai.g_00518
OG0000534	Prar.g_00539	Prai.g_00519
OG0000535	Prar.g_00540	Prai.g_00520
OG0000536	Prar.g_00541	Prai.g_00521
OG0000537	Prar.g_00542	Prai.g_00522
OG0000538	Prar.g_01331	Prai.g_00530
OG0000539	Prar.g_01332	Prai.g_00531
OG0000540	Prar.g_01333	Prai.g_00532
OG0000541	Prar.g_01334	Prai.g_00533
OG0000542	Prar.g_01336	Prai.g_00535
OG0000543	Prar.g_01338	Prai.g_00537
OG0000544	Prar.g_01339	Prai.g_00538
OG0000545	Prar.g_01341	Prai.g_00540
OG0000546	Prar.g_01344	Prai.g_00543
OG0000547	Prar.g_01345	Prai.g_00544
OG0000548	Prar.g_01346	Prai.g_00545
OG0000549	Prar.g_01348	Prai.g_00547
OG0000550	Prar.g_01353	Prai.g_00552
OG0000551	Prar.g_01357	Prai.g_00555
OG0000552	Prar.g_01358	Prai.g_00556
OG0000553	Prar.g_01359	Prai.g_00557
OG0000554	Prar.g_01364	Prai.g_00562
OG0000555	Prar.g_01372	Prai.g_00570
OG0000556	Prar.g_01374	Prai.g_00572
OG0000557	Prar.g_01375	Prai.g_00573
OG0000558	Prar.g_01377	Prai.g_00575
OG0000559	Prar.g_01381	Prai.g_00579
OG0000560	Prar.g_01384	Prai.g_00582
OG0000561	Prar.g_01385	Prai.g_00583
OG0000562	Prar.g_01386	Prai.g_00584
