Orthogroup	Prar	Syal
OG0000034	Prar.g_00945	Syal.g_00881, Syal.g_01586
OG0000035	Prar.g_00339	Syal.g_00370, Syal.g_00020
OG0000037	Prar.g_00219	Syal.g_00601, Syal.g_00824
OG0000038	Prar.g_00702	Syal.g_01071, Syal.g_01073
OG0000039	Prar.g_01516	Syal.g_01097
OG0000040	Prar.g_00715	Syal.g_01187
OG0000040	Prar.g_01283	Syal.g_01149
OG0000041	Prar.g_00602	Syal.g_00649
OG0000042	Prar.g_00660	Syal.g_01705, Syal.g_01508
OG0000044	Prar.g_01172	Syal.g_01853, Syal.g_01847
OG0000045	Prar.g_01583	Syal.g_01563
OG0000047	Prar.g_00257, Prar.g_00468	Syal.g_01568
OG0000048	Prar.g_00435	Syal.g_01250
OG0000050	Prar.g_01940	Syal.g_01549
OG0000053	Prar.g_00589, Prar.g_00827	Syal.g_00406
OG0000054	Prar.g_01436	Syal.g_02739, Syal.g_02098
OG0000055	Prar.g_01664	Syal.g_01845
OG0000056	Prar.g_00932	Syal.g_02054
OG0000057	Prar.g_01528	Syal.g_01812
OG0000059	Prar.g_01090	Syal.g_00225
OG0000061	Prar.g_01263	Syal.g_01653
OG0000062	Prar.g_00769	Syal.g_00567
OG0000063	Prar.g_00004, Prar.g_00005, Prar.g_01189	Syal.g_00136
OG0000065	Prar.g_00221	Syal.g_00820, Syal.g_02528
OG0000066	Prar.g_01369	Syal.g_02828
OG0000067	Prar.g_01684	Syal.g_02414
OG0000068	Prar.g_00911	Syal.g_02888
OG0000070	Prar.g_00498	Syal.g_00509
OG0000071	Prar.g_00955	Syal.g_02099, Syal.g_01601
OG0000072	Prar.g_00156	Syal.g_00914
OG0000073	Prar.g_01330	Syal.g_02920
OG0000075	Prar.g_00629	Syal.g_01350
OG0000076	Prar.g_00592, Prar.g_00653	Syal.g_01459
OG0000077	Prar.g_00250	Syal.g_00763, Syal.g_00506
OG0000078	Prar.g_00088	Syal.g_00680
OG0000081	Prar.g_01361	Syal.g_02555
OG0000082	Prar.g_01414	Syal.g_02769
OG0000084	Prar.g_00343	Syal.g_01896, Syal.g_00023
OG0000085	Prar.g_01150	Syal.g_00575
OG0000086	Prar.g_00240	Syal.g_00784
OG0000087	Prar.g_00189	Syal.g_00871
OG0000088	Prar.g_00161	Syal.g_00908
OG0000089	Prar.g_00416	Syal.g_00555
OG0000090	Prar.g_01363	Syal.g_02838
OG0000091	Prar.g_01472	Syal.g_02628
OG0000092	Prar.g_00615	Syal.g_00470
OG0000093	Prar.g_01801	Syal.g_02233
OG0000094	Prar.g_01885	Syal.g_01907
OG0000095	Prar.g_01904	Syal.g_01823
OG0000097	Prar.g_01222	Syal.g_01735, Syal.g_01553
OG0000098	Prar.g_00929	Syal.g_02196
OG0000099	Prar.g_00872	Syal.g_01323
OG0000100	Prar.g_00773	Syal.g_02448
OG0000101	Prar.g_01027	Syal.g_00275
OG0000102	Prar.g_00658	Syal.g_01488
OG0000103	Prar.g_00050	Syal.g_00077, Syal.g_01897
OG0000104	Prar.g_00042	Syal.g_00092
OG0000105	Prar.g_00313	Syal.g_01255
OG0000106	Prar.g_00431	Syal.g_02577
OG0000107	Prar.g_00446	Syal.g_00194
OG0000108	Prar.g_00530	Syal.g_02897
OG0000109	Prar.g_00544	Syal.g_02913
OG0000110	Prar.g_01404	Syal.g_02782
OG0000111	Prar.g_01529	Syal.g_01813
OG0000112	Prar.g_01652	Syal.g_02000
OG0000113	Prar.g_01706	Syal.g_02443
OG0000114	Prar.g_01776	Syal.g_02286
OG0000115	Prar.g_01318	Syal.g_00404
OG0000116	Prar.g_01273	Syal.g_01630
OG0000117	Prar.g_01003	Syal.g_01704
OG0000118	Prar.g_00943	Syal.g_01583
OG0000119	Prar.g_00915	Syal.g_02056
OG0000120	Prar.g_00880	Syal.g_01324
OG0000121	Prar.g_00337	Syal.g_00374
OG0000122	Prar.g_00807	Syal.g_02602
OG0000123	Prar.g_01021	Syal.g_00283
OG0000124	Prar.g_00668	Syal.g_01519
OG0000125	Prar.g_00704	Syal.g_01075
OG0000126	Prar.g_00043	Syal.g_00090
OG0000128	Prar.g_00027	Syal.g_00109
OG0000129	Prar.g_00576	Syal.g_01062
OG0000130	Prar.g_00549	Syal.g_00751
OG0000131	Prar.g_00182	Syal.g_00886
OG0000132	Prar.g_00163	Syal.g_00906
OG0000133	Prar.g_00265	Syal.g_01995
OG0000134	Prar.g_00417	Syal.g_00552
OG0000135	Prar.g_00444	Syal.g_01119
OG0000136	Prar.g_00489	Syal.g_00520
OG0000137	Prar.g_00525	Syal.g_00463
OG0000138	Prar.g_00545	Syal.g_02914
OG0000139	Prar.g_01367	Syal.g_02832
OG0000140	Prar.g_01368	Syal.g_02830
OG0000141	Prar.g_01437	Syal.g_02738
OG0000142	Prar.g_01465	Syal.g_02636
OG0000143	Prar.g_01469	Syal.g_02632
OG0000144	Prar.g_01482	Syal.g_02515
OG0000145	Prar.g_01651	Syal.g_02921
OG0000146	Prar.g_01653	Syal.g_02001
OG0000147	Prar.g_01654	Syal.g_02002
OG0000148	Prar.g_01700	Syal.g_02437
OG0000149	Prar.g_01730	Syal.g_02475
OG0000150	Prar.g_01738	Syal.g_02737
OG0000151	Prar.g_01786	Syal.g_02263
OG0000152	Prar.g_01833	Syal.g_01991
OG0000153	Prar.g_01852	Syal.g_01958
OG0000154	Prar.g_01878	Syal.g_01918
OG0000155	Prar.g_01243	Syal.g_01695
OG0000156	Prar.g_00966	Syal.g_01620
OG0000157	Prar.g_00965	Syal.g_01619
OG0000158	Prar.g_00375	Syal.g_01431
OG0000160	Prar.g_00338	Syal.g_00372
OG0000161	Prar.g_00840	Syal.g_00384
OG0000162	Prar.g_00834	Syal.g_00396
OG0000163	Prar.g_00800	Syal.g_02971
OG0000164	Prar.g_01964	Syal.g_00623
OG0000165	Prar.g_01971	Syal.g_00632
OG0000166	Prar.g_01063	Syal.g_00236
OG0000167	Prar.g_00627	Syal.g_01347
OG0000168	Prar.g_00637	Syal.g_01433
OG0000169	Prar.g_00647	Syal.g_01447
OG0000170	Prar.g_00649	Syal.g_01454
OG0000171	Prar.g_00667	Syal.g_01518
OG0000172	Prar.g_00675	Syal.g_00174, Syal.g_00173
OG0000173	Prar.g_00690	Syal.g_00155
OG0000174	Prar.g_00068	Syal.g_01121
OG0000175	Prar.g_00058	Syal.g_01172
OG0000176	Prar.g_00034	Syal.g_00101
OG0000177	Prar.g_00033	Syal.g_00102
OG0000178	Prar.g_00032	Syal.g_00103
OG0000179	Prar.g_00022	Syal.g_00118
OG0000180	Prar.g_00021	Syal.g_00119
OG0000181	Prar.g_00020	Syal.g_00120
OG0000182	Prar.g_00019	Syal.g_00121
OG0000183	Prar.g_00015	Syal.g_00125
OG0000184	Prar.g_00573	Syal.g_02678, Syal.g_01050
OG0000185	Prar.g_00570	Syal.g_01025
OG0000186	Prar.g_00554	Syal.g_02684, Syal.g_00747
OG0000187	Prar.g_00553	Syal.g_02685, Syal.g_00748
OG0000188	Prar.g_00246	Syal.g_00771
OG0000189	Prar.g_00232	Syal.g_00807
OG0000190	Prar.g_00231	Syal.g_01364
OG0000191	Prar.g_00211	Syal.g_00841
OG0000192	Prar.g_00207	Syal.g_00847
OG0000193	Prar.g_00181	Syal.g_00887
OG0000194	Prar.g_00178	Syal.g_00890
OG0000195	Prar.g_00176	Syal.g_00892
OG0000196	Prar.g_00166	Syal.g_00903
OG0000197	Prar.g_00165	Syal.g_00904
OG0000198	Prar.g_00164	Syal.g_00905
OG0000199	Prar.g_00157	Syal.g_00913
OG0000200	Prar.g_00143	Syal.g_00932
OG0000201	Prar.g_00135	Syal.g_00949
OG0000202	Prar.g_00134	Syal.g_00950
OG0000203	Prar.g_00133	Syal.g_00951
OG0000204	Prar.g_00132	Syal.g_00952
OG0000205	Prar.g_00125	Syal.g_00959
OG0000206	Prar.g_00120	Syal.g_00971
OG0000207	Prar.g_00118	Syal.g_00974
OG0000208	Prar.g_00117	Syal.g_00975
OG0000209	Prar.g_00108	Syal.g_01000
OG0000210	Prar.g_00107	Syal.g_01001
OG0000211	Prar.g_00094	Syal.g_00688
OG0000212	Prar.g_00087	Syal.g_00679
OG0000213	Prar.g_00330	Syal.g_01229
OG0000214	Prar.g_00320	Syal.g_01246
OG0000215	Prar.g_00295	Syal.g_01277
OG0000216	Prar.g_00293	Syal.g_01281
OG0000217	Prar.g_01154, Prar.g_00290	Syal.g_01285
OG0000218	Prar.g_00288	Syal.g_01287
OG0000219	Prar.g_00287	Syal.g_01288
OG0000220	Prar.g_00286	Syal.g_01289
OG0000221	Prar.g_00285	Syal.g_01297
OG0000222	Prar.g_00277	Syal.g_01309
OG0000223	Prar.g_00264	Syal.g_01327
OG0000224	Prar.g_00262	Syal.g_01329
OG0000225	Prar.g_00406	Syal.g_00363
OG0000226	Prar.g_00410	Syal.g_00367
OG0000227	Prar.g_00412	Syal.g_00369
OG0000228	Prar.g_00415	Syal.g_00556
OG0000229	Prar.g_00484	Syal.g_00525
OG0000230	Prar.g_00486	Syal.g_00523
OG0000231	Prar.g_00497	Syal.g_00510
OG0000232	Prar.g_00506	Syal.g_00495
OG0000233	Prar.g_00512	Syal.g_00487
OG0000234	Prar.g_00526	Syal.g_00461
OG0000235	Prar.g_00529	Syal.g_02896
OG0000236	Prar.g_00543	Syal.g_02912
OG0000237	Prar.g_01337	Syal.g_02930
OG0000238	Prar.g_01343	Syal.g_02935
OG0000239	Prar.g_01355	Syal.g_02951
OG0000240	Prar.g_01356	Syal.g_02952
OG0000241	Prar.g_01360	Syal.g_02696
OG0000242	Prar.g_01362	Syal.g_02840
OG0000243	Prar.g_01373	Syal.g_02822
OG0000244	Prar.g_01376	Syal.g_02815
OG0000245	Prar.g_01378	Syal.g_02813
OG0000246	Prar.g_01382	Syal.g_02809
OG0000247	Prar.g_01392	Syal.g_02797
OG0000248	Prar.g_01394	Syal.g_02794
OG0000249	Prar.g_01396	Syal.g_02792
OG0000250	Prar.g_01401	Syal.g_02786
OG0000251	Prar.g_01420	Syal.g_02760
OG0000252	Prar.g_01424	Syal.g_02757
OG0000253	Prar.g_01425	Syal.g_02755
OG0000254	Prar.g_01441	Syal.g_02732
OG0000255	Prar.g_01447	Syal.g_02719
OG0000256	Prar.g_01457	Syal.g_02705
OG0000257	Prar.g_01460	Syal.g_02697
OG0000258	Prar.g_01473	Syal.g_02623
OG0000259	Prar.g_01490	Syal.g_02182
OG0000260	Prar.g_01493	Syal.g_02188
OG0000261	Prar.g_01495	Syal.g_02199
OG0000262	Prar.g_01499	Syal.g_02204
OG0000263	Prar.g_01511	Syal.g_01720
OG0000264	Prar.g_01521	Syal.g_01788
OG0000265	Prar.g_01599	Syal.g_02534
OG0000266	Prar.g_01609	Syal.g_02421
OG0000267	Prar.g_01620	Syal.g_02043
OG0000268	Prar.g_01621	Syal.g_02042
OG0000269	Prar.g_01679	Syal.g_02409
OG0000270	Prar.g_01682	Syal.g_02412
OG0000271	Prar.g_01690	Syal.g_01871
OG0000272	Prar.g_01691	Syal.g_01872
OG0000273	Prar.g_01714	Syal.g_02454
OG0000274	Prar.g_01715	Syal.g_02455
OG0000275	Prar.g_01717	Syal.g_02458
OG0000276	Prar.g_01722	Syal.g_02467
OG0000277	Prar.g_01723	Syal.g_02468
OG0000278	Prar.g_01726	Syal.g_02471
OG0000279	Prar.g_01733	Syal.g_02479
OG0000280	Prar.g_01734	Syal.g_02493
OG0000281	Prar.g_01740	Syal.g_02190
OG0000282	Prar.g_01778	Syal.g_02284
OG0000283	Prar.g_01810	Syal.g_02028, Syal.g_02131
OG0000284	Prar.g_01815	Syal.g_02023
OG0000285	Prar.g_01820	Syal.g_02012
OG0000286	Prar.g_01832	Syal.g_01992
OG0000287	Prar.g_01849	Syal.g_01965
OG0000288	Prar.g_01877	Syal.g_01919
OG0000289	Prar.g_01888	Syal.g_01904
OG0000290	Prar.g_01901	Syal.g_01826
OG0000291	Prar.g_01903	Syal.g_01824
OG0000292	Prar.g_01953	Syal.g_00089
OG0000293	Prar.g_01272	Syal.g_01631
OG0000294	Prar.g_01271	Syal.g_01632
OG0000295	Prar.g_01251	Syal.g_01687
OG0000296	Prar.g_01249	Syal.g_01689
OG0000297	Prar.g_01241	Syal.g_01702
OG0000298	Prar.g_01240	Syal.g_01703
OG0000299	Prar.g_01223	Syal.g_01732
OG0000300	Prar.g_01220	Syal.g_01738
OG0000301	Prar.g_01219	Syal.g_01739
OG0000302	Prar.g_01217	Syal.g_01740
OG0000303	Prar.g_01210	Syal.g_01763
OG0000304	Prar.g_01206	Syal.g_01756
OG0000305	Prar.g_00919	Syal.g_01821
OG0000306	Prar.g_00916	Syal.g_02579
OG0000307	Prar.g_00902	Syal.g_02880
OG0000308	Prar.g_00901	Syal.g_02878
OG0000309	Prar.g_00897	Syal.g_02873
OG0000310	Prar.g_00354	Syal.g_01537
OG0000311	Prar.g_00352	Syal.g_00061
OG0000312	Prar.g_00349	Syal.g_00031
OG0000313	Prar.g_00335	Syal.g_00381
OG0000314	Prar.g_00820	Syal.g_00416
OG0000315	Prar.g_00810	Syal.g_00426
OG0000316	Prar.g_00790	Syal.g_02987
OG0000317	Prar.g_01145	Syal.g_00583
OG0000318	Prar.g_01142	Syal.g_00588
OG0000319	Prar.g_01129	Syal.g_00608
OG0000320	Prar.g_01127	Syal.g_00610
OG0000321	Prar.g_01126	Syal.g_00611
OG0000322	Prar.g_01125	Syal.g_00612
OG0000323	Prar.g_01967	Syal.g_00626
OG0000324	Prar.g_00609	Syal.g_00656
OG0000325	Prar.g_01113	Syal.g_00195
OG0000326	Prar.g_01107	Syal.g_00202
OG0000327	Prar.g_01068	Syal.g_00230
OG0000328	Prar.g_01067	Syal.g_00231
OG0000329	Prar.g_01050	Syal.g_00249
OG0000330	Prar.g_01049	Syal.g_00250
OG0000331	Prar.g_01048	Syal.g_00251
OG0000332	Prar.g_01034	Syal.g_00266
OG0000333	Prar.g_01032	Syal.g_00269
OG0000334	Prar.g_01024	Syal.g_00279
OG0000335	Prar.g_01020	Syal.g_00284
OG0000336	Prar.g_01016	Syal.g_00288
OG0000337	Prar.g_00625	Syal.g_01343
OG0000338	Prar.g_00626	Syal.g_01345
OG0000339	Prar.g_00630	Syal.g_01351
OG0000340	Prar.g_00638	Syal.g_01434
OG0000341	Prar.g_00640	Syal.g_01436
OG0000342	Prar.g_00641	Syal.g_01437
OG0000343	Prar.g_00642	Syal.g_01441
OG0000344	Prar.g_00645	Syal.g_01445
OG0000345	Prar.g_00650	Syal.g_01455
OG0000346	Prar.g_00654	Syal.g_01460
OG0000347	Prar.g_00669	Syal.g_01525
OG0000348	Prar.g_00678	Syal.g_00170
OG0000349	Prar.g_00695	Syal.g_00148
OG0000350	Prar.g_00072	Syal.g_00209
OG0000351	Prar.g_00055	Syal.g_01175
OG0000352	Prar.g_00054	Syal.g_01176
OG0000353	Prar.g_00039	Syal.g_00095
OG0000355	Prar.g_00037	Syal.g_00098
OG0000356	Prar.g_00036	Syal.g_00099
OG0000357	Prar.g_00035	Syal.g_00100
OG0000358	Prar.g_00031	Syal.g_00104
OG0000359	Prar.g_00030	Syal.g_00106
OG0000360	Prar.g_00029	Syal.g_00107
OG0000361	Prar.g_00028	Syal.g_00108
OG0000362	Prar.g_00026	Syal.g_00110
OG0000363	Prar.g_00024	Syal.g_00112
OG0000364	Prar.g_00023	Syal.g_00113
OG0000365	Prar.g_00018	Syal.g_00122
OG0000366	Prar.g_00017	Syal.g_00123
OG0000367	Prar.g_00016	Syal.g_00124
OG0000368	Prar.g_00014	Syal.g_00126
OG0000369	Prar.g_00013	Syal.g_00127
OG0000370	Prar.g_00012	Syal.g_00128
OG0000371	Prar.g_00006	Syal.g_00135
OG0000372	Prar.g_00002	Syal.g_00141
OG0000373	Prar.g_00001	Syal.g_00142
OG0000374	Prar.g_00594	Syal.g_00143
OG0000375	Prar.g_00580	Syal.g_00144
OG0000376	Prar.g_00578	Syal.g_00146
OG0000377	Prar.g_00574	Syal.g_01061
OG0000378	Prar.g_00572	Syal.g_01027
OG0000379	Prar.g_00569	Syal.g_02681, Syal.g_01024
OG0000380	Prar.g_00552	Syal.g_00749
OG0000381	Prar.g_00548	Syal.g_00752
OG0000382	Prar.g_00247	Syal.g_00770
OG0000383	Prar.g_00245	Syal.g_00775
OG0000384	Prar.g_00244	Syal.g_00776
OG0000385	Prar.g_00243	Syal.g_00777
OG0000386	Prar.g_00242	Syal.g_00778
OG0000387	Prar.g_00229	Syal.g_00811
OG0000388	Prar.g_00226	Syal.g_00815
OG0000389	Prar.g_00222	Syal.g_00819
OG0000390	Prar.g_00215	Syal.g_00835
OG0000391	Prar.g_00212	Syal.g_00840
OG0000392	Prar.g_00208	Syal.g_00846
OG0000393	Prar.g_00206	Syal.g_00849
OG0000394	Prar.g_00205	Syal.g_00850
OG0000395	Prar.g_00204	Syal.g_00851
OG0000396	Prar.g_00201	Syal.g_00854
OG0000397	Prar.g_00199	Syal.g_00857
OG0000398	Prar.g_00197	Syal.g_00862
OG0000399	Prar.g_00196	Syal.g_00863
OG0000400	Prar.g_00195	Syal.g_00864
OG0000401	Prar.g_00194	Syal.g_00865
OG0000402	Prar.g_00192	Syal.g_00867
OG0000403	Prar.g_00191	Syal.g_00868
OG0000404	Prar.g_00190	Syal.g_00870
OG0000405	Prar.g_00186	Syal.g_00883
OG0000406	Prar.g_00180	Syal.g_00888
OG0000407	Prar.g_00179	Syal.g_00889
OG0000408	Prar.g_00177	Syal.g_00891
OG0000409	Prar.g_00175	Syal.g_00893
OG0000410	Prar.g_00174	Syal.g_00894
OG0000411	Prar.g_00173	Syal.g_00895
OG0000412	Prar.g_00172	Syal.g_00896
OG0000413	Prar.g_00171	Syal.g_00898
OG0000414	Prar.g_01569, Prar.g_00170	Syal.g_00899
OG0000415	Prar.g_00169	Syal.g_00900
OG0000416	Prar.g_00168	Syal.g_00901
OG0000417	Prar.g_00167	Syal.g_00902
OG0000418	Prar.g_00162	Syal.g_00907
OG0000419	Prar.g_00160	Syal.g_00909
OG0000420	Prar.g_00159	Syal.g_00911
OG0000421	Prar.g_00154	Syal.g_00916
OG0000422	Prar.g_00153	Syal.g_00917
OG0000423	Prar.g_00152	Syal.g_00918
OG0000424	Prar.g_00151	Syal.g_00919
OG0000425	Prar.g_00150	Syal.g_00920
OG0000426	Prar.g_00149	Syal.g_00921
OG0000427	Prar.g_00148	Syal.g_00922
OG0000428	Prar.g_00146	Syal.g_00925
OG0000429	Prar.g_00145	Syal.g_00929
OG0000430	Prar.g_00144	Syal.g_00931
OG0000431	Prar.g_00142	Syal.g_00934
OG0000432	Prar.g_00139	Syal.g_00940
OG0000433	Prar.g_00138	Syal.g_00943
OG0000434	Prar.g_00137	Syal.g_00944
OG0000435	Prar.g_00136	Syal.g_00946
OG0000436	Prar.g_00131	Syal.g_00953
OG0000437	Prar.g_00130	Syal.g_00954
OG0000438	Prar.g_00129	Syal.g_00955
OG0000439	Prar.g_00127	Syal.g_00957
OG0000440	Prar.g_00126	Syal.g_00958
OG0000441	Prar.g_00123	Syal.g_00962
OG0000442	Prar.g_00122	Syal.g_00964
OG0000443	Prar.g_00121	Syal.g_00966
OG0000444	Prar.g_00116	Syal.g_00978
OG0000445	Prar.g_00115	Syal.g_00979
OG0000446	Prar.g_00114	Syal.g_00981
OG0000447	Prar.g_00113	Syal.g_00989
OG0000448	Prar.g_00112	Syal.g_00990
OG0000449	Prar.g_00111	Syal.g_00991
OG0000450	Prar.g_00110	Syal.g_00997
OG0000451	Prar.g_00109	Syal.g_00998
OG0000452	Prar.g_00106	Syal.g_01002
OG0000453	Prar.g_00105	Syal.g_01003
OG0000454	Prar.g_00104	Syal.g_01004
OG0000455	Prar.g_00103	Syal.g_01005
OG0000456	Prar.g_00102	Syal.g_01006
OG0000457	Prar.g_00101	Syal.g_01008
OG0000458	Prar.g_00100	Syal.g_01009
OG0000459	Prar.g_00099	Syal.g_01010
OG0000460	Prar.g_00092	Syal.g_00686
OG0000461	Prar.g_00085	Syal.g_01199
OG0000462	Prar.g_00083	Syal.g_01202
OG0000463	Prar.g_00082	Syal.g_01203
OG0000464	Prar.g_00081	Syal.g_01204
OG0000465	Prar.g_00080	Syal.g_01205
OG0000466	Prar.g_00077	Syal.g_01210
OG0000467	Prar.g_00076	Syal.g_01212
OG0000468	Prar.g_00334	Syal.g_01225
OG0000469	Prar.g_00325	Syal.g_01240
OG0000470	Prar.g_00323	Syal.g_01242
OG0000471	Prar.g_00322	Syal.g_01243
OG0000472	Prar.g_00321	Syal.g_01245
OG0000473	Prar.g_00319	Syal.g_01247
OG0000474	Prar.g_00318	Syal.g_01248
OG0000475	Prar.g_00317	Syal.g_01249
OG0000476	Prar.g_00316	Syal.g_01251
OG0000477	Prar.g_00312	Syal.g_01257
OG0000478	Prar.g_00311	Syal.g_01258
OG0000479	Prar.g_00310	Syal.g_01259
OG0000480	Prar.g_00305	Syal.g_01266
OG0000481	Prar.g_00303	Syal.g_01268
OG0000482	Prar.g_00302	Syal.g_01269
OG0000483	Prar.g_00299	Syal.g_01273
OG0000484	Prar.g_00298	Syal.g_01274
OG0000485	Prar.g_00297	Syal.g_01275
OG0000486	Prar.g_00296	Syal.g_01276
OG0000487	Prar.g_00292	Syal.g_01282
OG0000488	Prar.g_00289	Syal.g_01286
OG0000489	Prar.g_00284	Syal.g_01298
OG0000490	Prar.g_00279	Syal.g_01307
OG0000491	Prar.g_00278	Syal.g_01308
OG0000492	Prar.g_00276	Syal.g_01310
OG0000493	Prar.g_00275	Syal.g_01311
OG0000494	Prar.g_00274	Syal.g_01312
OG0000495	Prar.g_00273	Syal.g_01313
OG0000496	Prar.g_00272	Syal.g_01314
OG0000497	Prar.g_00271	Syal.g_01315
OG0000498	Prar.g_00270	Syal.g_01316
OG0000499	Prar.g_00269	Syal.g_01317
OG0000500	Prar.g_00268	Syal.g_01318
OG0000501	Prar.g_00266	Syal.g_01321
OG0000502	Prar.g_00263	Syal.g_01328
OG0000503	Prar.g_00394	Syal.g_00347
OG0000504	Prar.g_00395	Syal.g_00349
OG0000505	Prar.g_00396	Syal.g_00350
OG0000506	Prar.g_00398	Syal.g_00352
OG0000507	Prar.g_00401	Syal.g_00358
OG0000508	Prar.g_00405	Syal.g_00362
OG0000509	Prar.g_00407	Syal.g_00364
OG0000510	Prar.g_00408	Syal.g_00365
OG0000511	Prar.g_00409	Syal.g_00366
OG0000512	Prar.g_00411	Syal.g_00368
OG0000513	Prar.g_00418	Syal.g_00551
OG0000514	Prar.g_00479	Syal.g_00539
OG0000515	Prar.g_00480	Syal.g_00538
OG0000516	Prar.g_00481	Syal.g_00534
OG0000517	Prar.g_00483	Syal.g_00526
OG0000518	Prar.g_00494	Syal.g_00514
OG0000519	Prar.g_00495	Syal.g_00513
OG0000520	Prar.g_00496	Syal.g_00512
OG0000521	Prar.g_00501	Syal.g_00502
OG0000522	Prar.g_00503	Syal.g_00500
OG0000523	Prar.g_00504	Syal.g_00499
OG0000524	Prar.g_00510	Syal.g_00491
OG0000525	Prar.g_00513	Syal.g_00473
OG0000526	Prar.g_00514	Syal.g_00471
OG0000527	Prar.g_00523	Syal.g_00465
OG0000528	Prar.g_00528	Syal.g_02893
OG0000529	Prar.g_00531	Syal.g_02898
OG0000530	Prar.g_00534	Syal.g_02901
OG0000531	Prar.g_00535	Syal.g_02902
OG0000532	Prar.g_00537	Syal.g_02905
OG0000533	Prar.g_00538	Syal.g_02907
OG0000534	Prar.g_00539	Syal.g_02908
OG0000535	Prar.g_00540	Syal.g_02909
OG0000536	Prar.g_00541	Syal.g_02910
OG0000537	Prar.g_00542	Syal.g_02911
OG0000538	Prar.g_01331	Syal.g_02923
OG0000539	Prar.g_01332	Syal.g_02924
OG0000540	Prar.g_01333	Syal.g_02925
OG0000541	Prar.g_01334	Syal.g_02926
OG0000542	Prar.g_01336	Syal.g_02929
OG0000543	Prar.g_01338	Syal.g_02931
OG0000544	Prar.g_01339	Syal.g_02932
OG0000545	Prar.g_01341	Syal.g_02934
OG0000546	Prar.g_01344	Syal.g_02936
OG0000547	Prar.g_01345	Syal.g_02938
OG0000548	Prar.g_01346	Syal.g_02939
OG0000549	Prar.g_01348	Syal.g_02945
OG0000550	Prar.g_01353	Syal.g_02949
OG0000551	Prar.g_01357	Syal.g_02953
OG0000552	Prar.g_01358	Syal.g_02954
OG0000553	Prar.g_01359	Syal.g_02843
OG0000554	Prar.g_01364	Syal.g_02837
OG0000555	Prar.g_01372	Syal.g_02823
OG0000556	Prar.g_01374	Syal.g_02819
OG0000557	Prar.g_01375	Syal.g_02816
OG0000558	Prar.g_01377	Syal.g_02814
OG0000559	Prar.g_01381	Syal.g_02305, Syal.g_02810
OG0000560	Prar.g_01384	Syal.g_02807
OG0000561	Prar.g_01385	Syal.g_02806
OG0000562	Prar.g_01386	Syal.g_02805
OG0000563	Prar.g_01387	Syal.g_02804
OG0000564	Prar.g_01388	Syal.g_02803
OG0000565	Prar.g_01391	Syal.g_02799
OG0000566	Prar.g_01393	Syal.g_02795
OG0000567	Prar.g_01397	Syal.g_02791
OG0000568	Prar.g_01398	Syal.g_02789
OG0000569	Prar.g_01399	Syal.g_02788
OG0000570	Prar.g_01400	Syal.g_02787
OG0000571	Prar.g_01402	Syal.g_02784
OG0000572	Prar.g_01415	Syal.g_02767
OG0000573	Prar.g_01422	Syal.g_02759
OG0000574	Prar.g_01423	Syal.g_02758
OG0000575	Prar.g_01427	Syal.g_02753
OG0000576	Prar.g_01429	Syal.g_02751
OG0000577	Prar.g_01430	Syal.g_02750
OG0000578	Prar.g_01431	Syal.g_02749
OG0000579	Prar.g_01432	Syal.g_02748
OG0000580	Prar.g_01433	Syal.g_02747
OG0000581	Prar.g_01435	Syal.g_02741
