Orthogroup	Prar	Prbi
OG0000056	Prar.g_00932	Prbi.g_01276
OG0000057	Prar.g_01528	Prbi.g_00702
OG0000058	Prar.g_00870	Prbi.g_01461
OG0000059	Prar.g_01090	Prbi.g_01873
OG0000061	Prar.g_01263	Prbi.g_01207
OG0000062	Prar.g_00769	Prbi.g_01668
OG0000063	Prar.g_00004	Prbi.g_00033
OG0000065	Prar.g_00221	Prbi.g_00114
OG0000066	Prar.g_01369	Prbi.g_00542
OG0000068	Prar.g_00911	Prbi.g_01439
OG0000069	Prar.g_00736	Prbi.g_01702
OG0000070	Prar.g_00498	Prbi.g_00451
OG0000071	Prar.g_00955	Prbi.g_01391
OG0000072	Prar.g_00156	Prbi.g_00195
OG0000073	Prar.g_01330	Prbi.g_00502
OG0000074	Prar.g_01512	Prbi.g_00685
OG0000075	Prar.g_00629	Prbi.g_01970
OG0000076	Prar.g_00653	Prbi.g_01994
OG0000077	Prar.g_00250	Prbi.g_00085
OG0000078	Prar.g_00088	Prbi.g_00263
OG0000081	Prar.g_01361	Prbi.g_00534
OG0000082	Prar.g_01414	Prbi.g_00587
OG0000083	Prar.g_01630	Prbi.g_00782
OG0000083	Prar.g_01623	Prbi.g_00775
OG0000084	Prar.g_00343	Prbi.g_01585
OG0000085	Prar.g_01150	Prbi.g_01780
OG0000086	Prar.g_00240	Prbi.g_00095
OG0000087	Prar.g_00189	Prbi.g_00147
OG0000088	Prar.g_00161	Prbi.g_00190
OG0000089	Prar.g_00416	Prbi.g_00380
OG0000090	Prar.g_01363	Prbi.g_00536
OG0000091	Prar.g_01472	Prbi.g_00645
OG0000092	Prar.g_01781	Prbi.g_00956
OG0000093	Prar.g_01801	Prbi.g_00977
OG0000094	Prar.g_01885	Prbi.g_01067
OG0000095	Prar.g_01904	Prbi.g_01086
OG0000096	Prar.g_01313	Prbi.g_01156
OG0000096	Prar.g_00991	Prbi.g_01352
OG0000097	Prar.g_01222	Prbi.g_01248
OG0000098	Prar.g_00929	Prbi.g_01421
OG0000099	Prar.g_00872	Prbi.g_01462
OG0000100	Prar.g_00773	Prbi.g_01664
OG0000101	Prar.g_01027	Prbi.g_01938
OG0000102	Prar.g_00658	Prbi.g_01999
OG0000103	Prar.g_00050	Prbi.g_02091
OG0000104	Prar.g_00042	Prbi.g_02099
OG0000105	Prar.g_00313	Prbi.g_00298
OG0000106	Prar.g_00431	Prbi.g_00394
OG0000107	Prar.g_00446	Prbi.g_00409
OG0000108	Prar.g_00530	Prbi.g_00483
OG0000109	Prar.g_00544	Prbi.g_00497
OG0000110	Prar.g_01404	Prbi.g_00577
OG0000111	Prar.g_01529	Prbi.g_00703
OG0000112	Prar.g_01652	Prbi.g_00811
OG0000113	Prar.g_01706	Prbi.g_00869
OG0000114	Prar.g_01776	Prbi.g_00951
OG0000115	Prar.g_01318	Prbi.g_01148
OG0000116	Prar.g_01273	Prbi.g_01197
OG0000117	Prar.g_01003	Prbi.g_01330
OG0000118	Prar.g_00943	Prbi.g_01403
OG0000119	Prar.g_00915	Prbi.g_01435
OG0000120	Prar.g_00880	Prbi.g_01460
OG0000121	Prar.g_00337	Prbi.g_01593
OG0000122	Prar.g_00807	Prbi.g_01630
OG0000123	Prar.g_01021	Prbi.g_01945
OG0000124	Prar.g_00668	Prbi.g_02010
OG0000125	Prar.g_00704	Prbi.g_02059
OG0000126	Prar.g_00043	Prbi.g_02098
OG0000128	Prar.g_00027	Prbi.g_00011
OG0000129	Prar.g_00576	Prbi.g_00053
OG0000130	Prar.g_00549	Prbi.g_00076
OG0000131	Prar.g_00182	Prbi.g_00169
OG0000132	Prar.g_00163	Prbi.g_00188
OG0000133	Prar.g_00265	Prbi.g_00346
OG0000134	Prar.g_00417	Prbi.g_00381
OG0000135	Prar.g_00444	Prbi.g_00407
OG0000136	Prar.g_00489	Prbi.g_00442
OG0000137	Prar.g_00525	Prbi.g_00478
OG0000138	Prar.g_00545	Prbi.g_00498
OG0000139	Prar.g_01367	Prbi.g_00540
OG0000140	Prar.g_01368	Prbi.g_00541
OG0000141	Prar.g_01437	Prbi.g_00609
OG0000142	Prar.g_01465	Prbi.g_00638
OG0000143	Prar.g_01469	Prbi.g_00642
OG0000144	Prar.g_01482	Prbi.g_00655
OG0000145	Prar.g_01651	Prbi.g_00807
OG0000146	Prar.g_01653	Prbi.g_00812
OG0000147	Prar.g_01654	Prbi.g_00813
OG0000148	Prar.g_01700	Prbi.g_00863
OG0000149	Prar.g_01730	Prbi.g_00894
OG0000150	Prar.g_01738	Prbi.g_00902
OG0000151	Prar.g_01786	Prbi.g_00961
OG0000152	Prar.g_01833	Prbi.g_01009
OG0000153	Prar.g_01852	Prbi.g_01028
OG0000154	Prar.g_01878	Prbi.g_01060
OG0000155	Prar.g_01243	Prbi.g_01227
OG0000156	Prar.g_00966	Prbi.g_01380
OG0000157	Prar.g_00965	Prbi.g_01381
OG0000158	Prar.g_00375	Prbi.g_01489
OG0000159	Prar.g_00380, Prar.g_00871	Prbi.g_01490
OG0000160	Prar.g_00338	Prbi.g_01592
OG0000161	Prar.g_00840	Prbi.g_01598
OG0000162	Prar.g_00834	Prbi.g_01604
OG0000163	Prar.g_00800	Prbi.g_01637
OG0000164	Prar.g_01964	Prbi.g_01811
OG0000165	Prar.g_01971	Prbi.g_01818
OG0000166	Prar.g_01063	Prbi.g_01902
OG0000167	Prar.g_00627	Prbi.g_01968
OG0000168	Prar.g_00637	Prbi.g_01978
OG0000169	Prar.g_00647	Prbi.g_01988
OG0000170	Prar.g_00649	Prbi.g_01990
OG0000171	Prar.g_00667	Prbi.g_02009
OG0000172	Prar.g_00675	Prbi.g_02030
OG0000173	Prar.g_00690	Prbi.g_02045
OG0000174	Prar.g_00068	Prbi.g_02073
OG0000175	Prar.g_00058	Prbi.g_02083
OG0000176	Prar.g_00034	Prbi.g_00004
OG0000177	Prar.g_00033	Prbi.g_00005
OG0000178	Prar.g_00032	Prbi.g_00006
OG0000179	Prar.g_00022	Prbi.g_00016
OG0000180	Prar.g_00021	Prbi.g_00017
OG0000181	Prar.g_00020	Prbi.g_00018
OG0000182	Prar.g_00019	Prbi.g_00019
OG0000183	Prar.g_00015	Prbi.g_00023
OG0000184	Prar.g_00573	Prbi.g_00057
OG0000185	Prar.g_00570	Prbi.g_00060
OG0000186	Prar.g_00554	Prbi.g_00071
OG0000187	Prar.g_00553	Prbi.g_00072
OG0000188	Prar.g_00246	Prbi.g_00089
OG0000189	Prar.g_00232	Prbi.g_00103
OG0000190	Prar.g_00231	Prbi.g_00104
OG0000191	Prar.g_00211	Prbi.g_00125
OG0000192	Prar.g_00207	Prbi.g_00129
OG0000193	Prar.g_00181	Prbi.g_00170
OG0000194	Prar.g_00178	Prbi.g_00173
OG0000195	Prar.g_00176	Prbi.g_00175
OG0000196	Prar.g_00166	Prbi.g_00185
OG0000197	Prar.g_00165	Prbi.g_00186
OG0000198	Prar.g_00164	Prbi.g_00187
OG0000199	Prar.g_00157	Prbi.g_00194
OG0000200	Prar.g_00143	Prbi.g_00208
OG0000201	Prar.g_00135	Prbi.g_00216
OG0000202	Prar.g_00134	Prbi.g_00217
OG0000203	Prar.g_00133	Prbi.g_00218
OG0000204	Prar.g_00132	Prbi.g_00219
OG0000205	Prar.g_00125	Prbi.g_00226
OG0000206	Prar.g_00120	Prbi.g_00231
OG0000207	Prar.g_00118	Prbi.g_00233
OG0000208	Prar.g_00117	Prbi.g_00234
OG0000209	Prar.g_00108	Prbi.g_00243
OG0000210	Prar.g_00107	Prbi.g_00244
OG0000211	Prar.g_00094	Prbi.g_00257
OG0000212	Prar.g_00087	Prbi.g_00264
OG0000213	Prar.g_00330	Prbi.g_00281
OG0000214	Prar.g_00320	Prbi.g_00291
OG0000215	Prar.g_00295	Prbi.g_00316
OG0000216	Prar.g_00293	Prbi.g_00318
OG0000217	Prar.g_00290	Prbi.g_00321
OG0000218	Prar.g_00288	Prbi.g_00323
OG0000219	Prar.g_00287	Prbi.g_00324
OG0000220	Prar.g_00286	Prbi.g_00325
OG0000221	Prar.g_00285	Prbi.g_00326
OG0000222	Prar.g_00277	Prbi.g_00334
OG0000223	Prar.g_00264	Prbi.g_00347
OG0000224	Prar.g_00262	Prbi.g_00349
OG0000225	Prar.g_00406	Prbi.g_00370
OG0000226	Prar.g_00410	Prbi.g_00374
OG0000227	Prar.g_00412	Prbi.g_00376
OG0000228	Prar.g_00415	Prbi.g_00379
OG0000229	Prar.g_00484	Prbi.g_00437
OG0000230	Prar.g_00486	Prbi.g_00439
OG0000231	Prar.g_00497	Prbi.g_00450
OG0000232	Prar.g_00506	Prbi.g_00459
OG0000233	Prar.g_00512	Prbi.g_00465
OG0000234	Prar.g_00526	Prbi.g_00479
OG0000235	Prar.g_00529	Prbi.g_00482
OG0000236	Prar.g_00543	Prbi.g_00496
OG0000237	Prar.g_01337	Prbi.g_00509
OG0000238	Prar.g_01343	Prbi.g_00515
OG0000239	Prar.g_01355	Prbi.g_00528
OG0000240	Prar.g_01356	Prbi.g_00529
OG0000241	Prar.g_01360	Prbi.g_00533
OG0000242	Prar.g_01362	Prbi.g_00535
OG0000243	Prar.g_01373	Prbi.g_00546
OG0000244	Prar.g_01376	Prbi.g_00549
OG0000245	Prar.g_01378	Prbi.g_00551
OG0000246	Prar.g_01382	Prbi.g_00555
OG0000247	Prar.g_01392	Prbi.g_00565
OG0000248	Prar.g_01394	Prbi.g_00567
OG0000249	Prar.g_01396	Prbi.g_00569
OG0000250	Prar.g_01401	Prbi.g_00574
OG0000251	Prar.g_01420	Prbi.g_00593
OG0000252	Prar.g_01424	Prbi.g_00596
OG0000253	Prar.g_01425	Prbi.g_00597
OG0000254	Prar.g_01441	Prbi.g_00613
OG0000255	Prar.g_01447	Prbi.g_00619
OG0000256	Prar.g_01457	Prbi.g_00629
OG0000257	Prar.g_01460	Prbi.g_00632
OG0000258	Prar.g_01473	Prbi.g_00646
OG0000259	Prar.g_01490	Prbi.g_00663
OG0000260	Prar.g_01493	Prbi.g_00666
OG0000261	Prar.g_01495	Prbi.g_00668
OG0000262	Prar.g_01499	Prbi.g_00672
OG0000263	Prar.g_01511	Prbi.g_00684
OG0000264	Prar.g_01521	Prbi.g_00694
OG0000265	Prar.g_01599	Prbi.g_00745
OG0000266	Prar.g_01609	Prbi.g_00755
OG0000267	Prar.g_01620	Prbi.g_00766
OG0000268	Prar.g_01621	Prbi.g_00767
OG0000269	Prar.g_01679	Prbi.g_00842
OG0000270	Prar.g_01682	Prbi.g_00845
OG0000271	Prar.g_01690	Prbi.g_00853
OG0000272	Prar.g_01691	Prbi.g_00854
OG0000273	Prar.g_01714	Prbi.g_00877
OG0000274	Prar.g_01715	Prbi.g_00878
OG0000275	Prar.g_01717	Prbi.g_00881
OG0000276	Prar.g_01722	Prbi.g_00886
OG0000277	Prar.g_01723	Prbi.g_00887
OG0000278	Prar.g_01726	Prbi.g_00890
OG0000279	Prar.g_01733	Prbi.g_00897
OG0000280	Prar.g_01734	Prbi.g_00898
OG0000281	Prar.g_01740	Prbi.g_00903
OG0000282	Prar.g_01778	Prbi.g_00953
OG0000283	Prar.g_01810	Prbi.g_00986
OG0000284	Prar.g_01815	Prbi.g_00991
OG0000285	Prar.g_01820	Prbi.g_00996
OG0000286	Prar.g_01832	Prbi.g_01008
OG0000287	Prar.g_01849	Prbi.g_01025
OG0000288	Prar.g_01877	Prbi.g_01059
OG0000289	Prar.g_01888	Prbi.g_01070
OG0000290	Prar.g_01901	Prbi.g_01083
OG0000291	Prar.g_01903	Prbi.g_01085
OG0000292	Prar.g_01953	Prbi.g_01136
OG0000293	Prar.g_01272	Prbi.g_01198
OG0000294	Prar.g_01271	Prbi.g_01199
OG0000295	Prar.g_01251	Prbi.g_01219
OG0000296	Prar.g_01249	Prbi.g_01221
OG0000297	Prar.g_01241	Prbi.g_01229
OG0000298	Prar.g_01240	Prbi.g_01230
OG0000299	Prar.g_01223	Prbi.g_01247
OG0000300	Prar.g_01220	Prbi.g_01250
OG0000301	Prar.g_01219	Prbi.g_01251
OG0000302	Prar.g_01217	Prbi.g_01253
OG0000303	Prar.g_01210	Prbi.g_01260
OG0000304	Prar.g_01206	Prbi.g_01264
OG0000305	Prar.g_00919	Prbi.g_01431
OG0000306	Prar.g_00916	Prbi.g_01434
OG0000307	Prar.g_00902	Prbi.g_01448
OG0000308	Prar.g_00901	Prbi.g_01449
OG0000309	Prar.g_00897	Prbi.g_01453
OG0000310	Prar.g_00354	Prbi.g_01574
OG0000311	Prar.g_00352	Prbi.g_01576
OG0000312	Prar.g_00349	Prbi.g_01579
OG0000313	Prar.g_00335	Prbi.g_01595
OG0000314	Prar.g_00820	Prbi.g_01617
OG0000315	Prar.g_00810	Prbi.g_01627
OG0000316	Prar.g_00790	Prbi.g_01647
OG0000317	Prar.g_01145	Prbi.g_01785
OG0000318	Prar.g_01142	Prbi.g_01788
OG0000319	Prar.g_01129	Prbi.g_01801
OG0000320	Prar.g_01127	Prbi.g_01803
OG0000321	Prar.g_01126	Prbi.g_01804
OG0000322	Prar.g_01125	Prbi.g_01805
OG0000323	Prar.g_01967	Prbi.g_01814
OG0000324	Prar.g_00609	Prbi.g_01840
OG0000325	Prar.g_01113	Prbi.g_01849
OG0000326	Prar.g_01107	Prbi.g_01855
OG0000327	Prar.g_01068	Prbi.g_01897
OG0000328	Prar.g_01067	Prbi.g_01898
OG0000329	Prar.g_01050	Prbi.g_01915
OG0000330	Prar.g_01049	Prbi.g_01916
OG0000331	Prar.g_01048	Prbi.g_01917
OG0000332	Prar.g_01034	Prbi.g_01931
OG0000333	Prar.g_01032	Prbi.g_01933
OG0000334	Prar.g_01024	Prbi.g_01941
OG0000335	Prar.g_01020	Prbi.g_01946
OG0000336	Prar.g_01016	Prbi.g_01950
OG0000337	Prar.g_00625	Prbi.g_01966
OG0000338	Prar.g_00626	Prbi.g_01967
OG0000339	Prar.g_00630	Prbi.g_01971
OG0000340	Prar.g_00638	Prbi.g_01979
OG0000341	Prar.g_00640	Prbi.g_01981
OG0000342	Prar.g_00641	Prbi.g_01982
OG0000343	Prar.g_00642	Prbi.g_01983
OG0000344	Prar.g_00645	Prbi.g_01986
OG0000345	Prar.g_00650	Prbi.g_01991
OG0000346	Prar.g_00654	Prbi.g_01995
OG0000347	Prar.g_00669	Prbi.g_02011
OG0000348	Prar.g_00678	Prbi.g_02033
OG0000349	Prar.g_00695	Prbi.g_02050
OG0000350	Prar.g_00072	Prbi.g_02069
OG0000351	Prar.g_00055	Prbi.g_02086
OG0000352	Prar.g_00054	Prbi.g_02087
OG0000353	Prar.g_00039	Prbi.g_02102
OG0000355	Prar.g_00037	Prbi.g_00001
OG0000356	Prar.g_00036	Prbi.g_00002
OG0000357	Prar.g_00035	Prbi.g_00003
OG0000358	Prar.g_00031	Prbi.g_00007
OG0000359	Prar.g_00030	Prbi.g_00008
OG0000360	Prar.g_00029	Prbi.g_00009
OG0000361	Prar.g_00028	Prbi.g_00010
OG0000362	Prar.g_00026	Prbi.g_00012
OG0000363	Prar.g_00024	Prbi.g_00014
OG0000364	Prar.g_00023	Prbi.g_00015
OG0000365	Prar.g_00018	Prbi.g_00020
OG0000366	Prar.g_00017	Prbi.g_00021
OG0000367	Prar.g_00016	Prbi.g_00022
OG0000368	Prar.g_00014	Prbi.g_00024
OG0000369	Prar.g_00013	Prbi.g_00025
OG0000370	Prar.g_00012	Prbi.g_00026
OG0000371	Prar.g_00006	Prbi.g_00032
OG0000372	Prar.g_00002	Prbi.g_00035
OG0000373	Prar.g_00001	Prbi.g_00036
OG0000374	Prar.g_00594	Prbi.g_00037
OG0000375	Prar.g_00580	Prbi.g_00049
OG0000376	Prar.g_00578	Prbi.g_00051
OG0000377	Prar.g_00574	Prbi.g_00056
OG0000378	Prar.g_00572	Prbi.g_00058
OG0000379	Prar.g_00569	Prbi.g_00061
OG0000380	Prar.g_00552	Prbi.g_00073
OG0000381	Prar.g_00548	Prbi.g_00077
OG0000382	Prar.g_00247	Prbi.g_00088
OG0000383	Prar.g_00245	Prbi.g_00090
OG0000384	Prar.g_00244	Prbi.g_00091
OG0000385	Prar.g_00243	Prbi.g_00092
OG0000386	Prar.g_00242	Prbi.g_00093
OG0000387	Prar.g_00229	Prbi.g_00106
OG0000388	Prar.g_00226	Prbi.g_00109
OG0000389	Prar.g_00222	Prbi.g_00113
OG0000390	Prar.g_00215	Prbi.g_00120
OG0000391	Prar.g_00212	Prbi.g_00124
OG0000392	Prar.g_00208	Prbi.g_00128
OG0000393	Prar.g_00206	Prbi.g_00130
OG0000394	Prar.g_00205	Prbi.g_00131
OG0000395	Prar.g_00204	Prbi.g_00132
OG0000396	Prar.g_00201	Prbi.g_00135
OG0000397	Prar.g_00199	Prbi.g_00137
OG0000398	Prar.g_00197	Prbi.g_00139
OG0000399	Prar.g_00196	Prbi.g_00140
OG0000400	Prar.g_00195	Prbi.g_00141
OG0000401	Prar.g_00194	Prbi.g_00142
OG0000402	Prar.g_00192	Prbi.g_00144
OG0000403	Prar.g_00191	Prbi.g_00145
OG0000404	Prar.g_00190	Prbi.g_00146
OG0000405	Prar.g_00186	Prbi.g_00150
OG0000406	Prar.g_00180	Prbi.g_00171
OG0000407	Prar.g_00179	Prbi.g_00172
OG0000408	Prar.g_00177	Prbi.g_00174
OG0000409	Prar.g_00175	Prbi.g_00176
OG0000410	Prar.g_00174	Prbi.g_00177
OG0000411	Prar.g_00173	Prbi.g_00178
OG0000412	Prar.g_00172	Prbi.g_00179
OG0000413	Prar.g_00171	Prbi.g_00180
OG0000414	Prar.g_00170	Prbi.g_00181
OG0000415	Prar.g_00169	Prbi.g_00182
OG0000416	Prar.g_00168	Prbi.g_00183
OG0000417	Prar.g_00167	Prbi.g_00184
OG0000418	Prar.g_00162	Prbi.g_00189
OG0000419	Prar.g_00160	Prbi.g_00191
OG0000420	Prar.g_00159	Prbi.g_00192
OG0000421	Prar.g_00154	Prbi.g_00197
OG0000422	Prar.g_00153	Prbi.g_00198
OG0000423	Prar.g_00152	Prbi.g_00199
OG0000424	Prar.g_00151	Prbi.g_00200
OG0000425	Prar.g_00150	Prbi.g_00201
OG0000426	Prar.g_00149	Prbi.g_00202
OG0000427	Prar.g_00148	Prbi.g_00203
OG0000428	Prar.g_00146	Prbi.g_00205
OG0000429	Prar.g_00145	Prbi.g_00206
OG0000430	Prar.g_00144	Prbi.g_00207
OG0000431	Prar.g_00142	Prbi.g_00209
OG0000432	Prar.g_00139	Prbi.g_00212
OG0000433	Prar.g_00138	Prbi.g_00213
OG0000434	Prar.g_00137	Prbi.g_00214
OG0000435	Prar.g_00136	Prbi.g_00215
OG0000436	Prar.g_00131	Prbi.g_00220
OG0000437	Prar.g_00130	Prbi.g_00221
OG0000438	Prar.g_00129	Prbi.g_00222
OG0000439	Prar.g_00127	Prbi.g_00224
OG0000440	Prar.g_00126	Prbi.g_00225
OG0000441	Prar.g_00123	Prbi.g_00228
OG0000442	Prar.g_00122	Prbi.g_00229
OG0000443	Prar.g_00121	Prbi.g_00230
OG0000444	Prar.g_00116	Prbi.g_00235
OG0000445	Prar.g_00115	Prbi.g_00236
OG0000446	Prar.g_00114	Prbi.g_00237
OG0000447	Prar.g_00113	Prbi.g_00238
OG0000448	Prar.g_00112	Prbi.g_00239
OG0000449	Prar.g_00111	Prbi.g_00240
OG0000450	Prar.g_00110	Prbi.g_00241
OG0000451	Prar.g_00109	Prbi.g_00242
OG0000452	Prar.g_00106	Prbi.g_00245
OG0000453	Prar.g_00105	Prbi.g_00246
OG0000454	Prar.g_00104	Prbi.g_00247
OG0000455	Prar.g_00103	Prbi.g_00248
OG0000456	Prar.g_00102	Prbi.g_00249
OG0000457	Prar.g_00101	Prbi.g_00250
OG0000458	Prar.g_00100	Prbi.g_00251
OG0000459	Prar.g_00099	Prbi.g_00252
OG0000460	Prar.g_00092	Prbi.g_00259
OG0000461	Prar.g_00085	Prbi.g_00266
OG0000462	Prar.g_00083	Prbi.g_00268
OG0000463	Prar.g_00082	Prbi.g_00269
OG0000464	Prar.g_00081	Prbi.g_00270
OG0000465	Prar.g_00080	Prbi.g_00271
OG0000466	Prar.g_00077	Prbi.g_00274
OG0000467	Prar.g_00076	Prbi.g_00275
OG0000468	Prar.g_00334	Prbi.g_00277
OG0000469	Prar.g_00325	Prbi.g_00286
OG0000470	Prar.g_00323	Prbi.g_00288
OG0000471	Prar.g_00322	Prbi.g_00289
OG0000472	Prar.g_00321	Prbi.g_00290
OG0000473	Prar.g_00319	Prbi.g_00292
OG0000474	Prar.g_00318	Prbi.g_00293
OG0000475	Prar.g_00317	Prbi.g_00294
OG0000476	Prar.g_00316	Prbi.g_00295
OG0000477	Prar.g_00312	Prbi.g_00299
OG0000478	Prar.g_00311	Prbi.g_00300
OG0000479	Prar.g_00310	Prbi.g_00301
OG0000480	Prar.g_00305	Prbi.g_00306
OG0000481	Prar.g_00303	Prbi.g_00308
OG0000482	Prar.g_00302	Prbi.g_00309
OG0000483	Prar.g_00299	Prbi.g_00312
OG0000484	Prar.g_00298	Prbi.g_00313
OG0000485	Prar.g_00297	Prbi.g_00314
OG0000486	Prar.g_00296	Prbi.g_00315
OG0000487	Prar.g_00292	Prbi.g_00319
OG0000488	Prar.g_00289	Prbi.g_00322
OG0000489	Prar.g_00284	Prbi.g_00327
OG0000490	Prar.g_00279	Prbi.g_00332
OG0000491	Prar.g_00278	Prbi.g_00333
OG0000492	Prar.g_00276	Prbi.g_00335
OG0000493	Prar.g_00275	Prbi.g_00336
OG0000494	Prar.g_00274	Prbi.g_00337
OG0000495	Prar.g_00273	Prbi.g_00338
OG0000496	Prar.g_00272	Prbi.g_00339
OG0000497	Prar.g_00271	Prbi.g_00340
OG0000498	Prar.g_00270	Prbi.g_00341
OG0000499	Prar.g_00269	Prbi.g_00342
OG0000500	Prar.g_00268	Prbi.g_00343
OG0000501	Prar.g_00266	Prbi.g_00345
OG0000502	Prar.g_00263	Prbi.g_00348
OG0000503	Prar.g_00394	Prbi.g_00358
OG0000504	Prar.g_00395	Prbi.g_00359
OG0000505	Prar.g_00396	Prbi.g_00360
OG0000506	Prar.g_00398	Prbi.g_00362
OG0000507	Prar.g_00401	Prbi.g_00365
OG0000508	Prar.g_00405	Prbi.g_00369
OG0000509	Prar.g_00407	Prbi.g_00371
OG0000510	Prar.g_00408	Prbi.g_00372
OG0000511	Prar.g_00409	Prbi.g_00373
OG0000512	Prar.g_00411	Prbi.g_00375
OG0000513	Prar.g_00418	Prbi.g_00382
OG0000514	Prar.g_00479	Prbi.g_00432
OG0000515	Prar.g_00480	Prbi.g_00433
OG0000516	Prar.g_00481	Prbi.g_00434
OG0000517	Prar.g_00483	Prbi.g_00436
OG0000518	Prar.g_00494	Prbi.g_00447
OG0000519	Prar.g_00495	Prbi.g_00448
OG0000520	Prar.g_00496	Prbi.g_00449
OG0000521	Prar.g_00501	Prbi.g_00454
OG0000522	Prar.g_00503	Prbi.g_00456
OG0000523	Prar.g_00504	Prbi.g_00457
OG0000524	Prar.g_00510	Prbi.g_00463
OG0000525	Prar.g_00513	Prbi.g_00466
OG0000526	Prar.g_00514	Prbi.g_00467
OG0000527	Prar.g_00523	Prbi.g_00476
OG0000528	Prar.g_00528	Prbi.g_00481
OG0000529	Prar.g_00531	Prbi.g_00484
OG0000530	Prar.g_00534	Prbi.g_00487
OG0000531	Prar.g_00535	Prbi.g_00488
OG0000532	Prar.g_00537	Prbi.g_00490
OG0000533	Prar.g_00538	Prbi.g_00491
OG0000534	Prar.g_00539	Prbi.g_00492
OG0000535	Prar.g_00540	Prbi.g_00493
OG0000536	Prar.g_00541	Prbi.g_00494
OG0000537	Prar.g_00542	Prbi.g_00495
OG0000538	Prar.g_01331	Prbi.g_00503
OG0000539	Prar.g_01332	Prbi.g_00504
OG0000540	Prar.g_01333	Prbi.g_00505
OG0000541	Prar.g_01334	Prbi.g_00506
OG0000542	Prar.g_01336	Prbi.g_00508
OG0000543	Prar.g_01338	Prbi.g_00510
OG0000544	Prar.g_01339	Prbi.g_00511
OG0000545	Prar.g_01341	Prbi.g_00513
