Orthogroup	Species	Prbk	Orthologs
OG0000001	Syat	Prbk.g_01196, Prbk.g_00170	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Prbk.g_01196, Prbk.g_00170	Syak.g_00342
OG0000001	Syag	Prbk.g_01196, Prbk.g_00170	Syag.g_00575
OG0000001	Syab	Prbk.g_01196, Prbk.g_00170	Syab.g_01549
OG0000001	Syal	Prbk.g_01196, Prbk.g_00170	Syal.g_02193
OG0000001	Syam	Prbk.g_01196, Prbk.g_00170	Syam.g_00946
OG0000001	Syad	Prbk.g_01196, Prbk.g_00170	Syad.g_00628
OG0000001	Syaj	Prbk.g_01196, Prbk.g_00170	Syaj.g_02674
OG0000001	Syae	Prbk.g_01196, Prbk.g_00170	Syae.g_02061
OG0000001	Syac	Prbk.g_01196, Prbk.g_00170	Syac.g_02154
OG0000001	Syah	Prbk.g_01196, Prbk.g_00170	Syah.g_00726
OG0000001	Syaf	Prbk.g_01196, Prbk.g_00170	Syaf.g_01640
OG0000001	Syai	Prbk.g_01196, Prbk.g_00170	Syai.g_01716
OG0000001	Prax	Prbk.g_01196, Prbk.g_00170	Prax.g_01878, Prax.g_00522
OG0000001	Prbi	Prbk.g_01196, Prbk.g_00170	Prbi.g_01424, Prbi.g_01542, Prbi.g_01763, Prbi.g_01270
OG0000001	Prao	Prbk.g_01196, Prbk.g_00170	Prao.g_01254, Prao.g_01852, Prao.g_01529
OG0000001	Prav	Prbk.g_01196, Prbk.g_00170	Prav.g_01458, Prav.g_01748, Prav.g_00962, Prav.g_01820, Prav.g_02007, Prav.g_01734
OG0000001	Prag	Prbk.g_01196, Prbk.g_00170	Prag.g_01374, Prag.g_01654, Prag.g_00764, Prag.g_01216, Prag.g_01215, Prag.g_01651
OG0000001	Praw	Prbk.g_01196, Prbk.g_00170	Praw.g_01000, Praw.g_00500, Praw.g_01739, Praw.g_01951, Praw.g_00497
OG0000001	Prad	Prbk.g_01196, Prbk.g_00170	Prad.g_00609, Prad.g_01434, Prad.g_01994
OG0000001	Prac	Prbk.g_01196, Prbk.g_00170	Prac.g_00202, Prac.g_00924, Prac.g_00925
OG0000001	Praq	Prbk.g_01196, Prbk.g_00170	Praq.g_00160, Praq.g_01394, Praq.g_01393
OG0000001	Prar	Prbk.g_01196, Prbk.g_00170	Prar.g_00926, Prar.g_01202, Prar.g_01203
OG0000001	Prbd	Prbk.g_01196, Prbk.g_00170	Prbd.g_01779, Prbd.g_01930
OG0000001	Prae	Prbk.g_01196, Prbk.g_00170	Prae.g_01353, Prae.g_01236, Prae.g_01223, Prae.g_01224
OG0000001	Praa	Prbk.g_01196, Prbk.g_00170	Praa.g_01351, Praa.g_01220, Praa.g_01222
OG0000001	Pray	Prbk.g_01196, Prbk.g_00170	Pray.g_01844, Pray.g_00247, Pray.g_00246
OG0000001	Praz	Prbk.g_01196, Prbk.g_00170	Praz.g_01154, Praz.g_01939, Praz.g_01940
OG0000001	Prba	Prbk.g_01196, Prbk.g_00170	Prba.g_00211, Prba.g_01081, Prba.g_01080
OG0000001	Prai	Prbk.g_01196, Prbk.g_00170	Prai.g_01235, Prai.g_01356, Prai.g_01236
OG0000001	Prau	Prbk.g_01196, Prbk.g_00170	Prau.g_01394, Prau.g_01267, Prau.g_01269
OG0000001	Pras	Prbk.g_01196, Prbk.g_00170	Pras.g_00235, Pras.g_00118, Pras.g_00120, Pras.g_00541
OG0000001	Prbb	Prbk.g_01196, Prbk.g_00170	Prbb.g_01611, Prbb.g_01883, Prbb.g_00474, Prbb.g_01915, Prbb.g_01157
OG0000001	Prbc	Prbk.g_01196, Prbk.g_00170	Prbc.g_00588, Prbc.g_00892, Prbc.g_01530, Prbc.g_00925
OG0000001	Praj	Prbk.g_01196, Prbk.g_00170	Praj.g_01549, Praj.g_01828, Praj.g_00463, Praj.g_01861, Praj.g_01112
OG0000001	Prbm	Prbk.g_01196, Prbk.g_00170	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426
OG0000001	Pral	Prbk.g_01196, Prbk.g_00170	Pral.g_01236, Pral.g_01671, Pral.g_01296
OG0000001	Prat	Prbk.g_01196, Prbk.g_00170	Prat.g_01285, Prat.g_01286, Prat.g_00851
OG0000001	Prak	Prbk.g_01196, Prbk.g_00170	Prak.g_01302, Prak.g_00755
OG0000001	Prbg	Prbk.g_01196, Prbk.g_00170	Prbg.g_00502, Prbg.g_01069
OG0000001	Prap	Prbk.g_01196, Prbk.g_00170	Prap.g_01925, Prap.g_00653
OG0000001	Prbe	Prbk.g_01196, Prbk.g_00170	Prbe.g_00400, Prbe.g_00112
OG0000001	Prbf	Prbk.g_01196, Prbk.g_00170	Prbf.g_00068, Prbf.g_00831
OG0000001	Prbn	Prbk.g_01196, Prbk.g_00170	Prbn.g_01213, Prbn.g_01923
OG0000001	Prbh	Prbk.g_01196, Prbk.g_00170	Prbh.g_00001, Prbh.g_00863
OG0000001	Pram	Prbk.g_01196, Prbk.g_00170	Pram.g_01954, Pram.g_01953, Pram.g_00719
OG0000001	Prab	Prbk.g_01196, Prbk.g_00170	Prab.g_00788, Prab.g_01279, Prab.g_01281
OG0000001	Pran	Prbk.g_01196, Prbk.g_00170	Pran.g_01395
OG0000001	Praf	Prbk.g_01196	Praf.g_01895
OG0000001	Prah	Prbk.g_01196	Prah.g_00324
OG0000001	Prbj	Prbk.g_01196	Prbj.g_00672
OG0000001	Prbl	Prbk.g_01196	Prbl.g_00725
OG0000001	Prah	Prbk.g_00170	Prah.g_01343
OG0000001	Praf	Prbk.g_00170	Praf.g_00818
OG0000001	Prbj	Prbk.g_00170	Prbj.g_00169
OG0000001	Prbl	Prbk.g_00170	Prbl.g_00121
OG0000001	Syap	Prbk.g_00561, Prbk.g_02701	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Prbk.g_00561, Prbk.g_02701	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Prbk.g_00561, Prbk.g_02701	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Prbk.g_00561, Prbk.g_02701	Syan.g_02266
OG0000001	Syar	Prbk.g_00561, Prbk.g_02701	Syar.g_00070
OG0000001	Syat	Prbk.g_00561, Prbk.g_02701	Syat.g_02908, Syat.g_02909
OG0000001	Syag	Prbk.g_00561, Prbk.g_02701	Syag.g_01943
OG0000001	Syaq	Prbk.g_00561, Prbk.g_02701	Syaq.g_01434
OG0000001	Syak	Prbk.g_00561, Prbk.g_02701	Syak.g_02138
OG0000001	Syab	Prbk.g_00561, Prbk.g_02701	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Prbk.g_00561, Prbk.g_02701	Syal.g_00874, Syal.g_01184
OG0000001	Syah	Prbk.g_00561, Prbk.g_02701	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Prbk.g_00561, Prbk.g_02701	Syaf.g_00845
OG0000001	Syac	Prbk.g_00561, Prbk.g_02701	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Prbk.g_00561, Prbk.g_02701	Syai.g_02595
OG0000001	Syae	Prbk.g_00561, Prbk.g_02701	Syae.g_01417
OG0000001	Syad	Prbk.g_00561, Prbk.g_02701	Syad.g_02865
OG0000001	Syaj	Prbk.g_00561, Prbk.g_02701	Syaj.g_01950
OG0000001	Prah	Prbk.g_00561, Prbk.g_02701	Prah.g_02270
OG0000001	Praf	Prbk.g_00561, Prbk.g_02701	Praf.g_02422
OG0000001	Prbl	Prbk.g_00561	Prbl.g_00808
OG0000001	Prbj	Prbk.g_00561	Prbj.g_01549
OG0000001	Prbj	Prbk.g_02701	Prbj.g_02662
OG0000001	Prbl	Prbk.g_02701	Prbl.g_02598
OG0000001	Syan	Prbk.g_00630	Syan.g_02528
OG0000001	Syap	Prbk.g_00630	Syap.g_00399
OG0000001	Syar	Prbk.g_00630	Syar.g_02229
OG0000001	Syat	Prbk.g_00630	Syat.g_00878
OG0000001	Syab	Prbk.g_00630	Syab.g_00673
OG0000001	Praf	Prbk.g_00630	Praf.g_01293
OG0000001	Prah	Prbk.g_00630	Prah.g_00896
OG0000001	Prbj	Prbk.g_00630	Prbj.g_02690
OG0000001	Prbl	Prbk.g_00630	Prbl.g_02578
OG0000002	Syai	Prbk.g_02574, Prbk.g_01649	Syai.g_01728
OG0000002	Syam	Prbk.g_02574, Prbk.g_01649	Syam.g_00931
OG0000002	Syad	Prbk.g_02574, Prbk.g_01649	Syad.g_00619
OG0000002	Syaj	Prbk.g_02574, Prbk.g_01649	Syaj.g_02667
OG0000002	Syab	Prbk.g_02574, Prbk.g_01649	Syab.g_02285
OG0000002	Syac	Prbk.g_02574, Prbk.g_01649	Syac.g_01084
OG0000002	Syah	Prbk.g_02574, Prbk.g_01649	Syah.g_01829
OG0000002	Prav	Prbk.g_02574	Prav.g_01466
OG0000002	Prag	Prbk.g_02574	Prag.g_01382
OG0000002	Praw	Prbk.g_02574	Praw.g_01009
OG0000002	Prad	Prbk.g_02574	Prad.g_00601
OG0000002	Prai	Prbk.g_02574	Prai.g_01363
OG0000002	Pras	Prbk.g_02574	Pras.g_00243
OG0000002	Prau	Prbk.g_02574	Prau.g_01402
OG0000002	Prax	Prbk.g_02574	Prax.g_01870
OG0000002	Prbd	Prbk.g_02574	Prbd.g_01771
OG0000002	Pray	Prbk.g_02574	Pray.g_01836
OG0000002	Praz	Prbk.g_02574	Praz.g_01146
OG0000002	Prba	Prbk.g_02574	Prba.g_00203
OG0000002	Prbi	Prbk.g_02574	Prbi.g_01432
OG0000002	Prac	Prbk.g_02574	Prac.g_00210
OG0000002	Praq	Prbk.g_02574	Praq.g_00168
OG0000002	Prar	Prbk.g_02574	Prar.g_00918
OG0000002	Prae	Prbk.g_02574	Prae.g_01361
OG0000002	Praa	Prbk.g_02574	Praa.g_01359
OG0000002	Prao	Prbk.g_02574	Prao.g_01246
OG0000002	Praj	Prbk.g_02574	Praj.g_00832
OG0000002	Prbc	Prbk.g_02574	Prbc.g_01920
OG0000002	Prbb	Prbk.g_02574	Prbb.g_00844
OG0000002	Prbm	Prbk.g_02574	Prbm.g_00874
OG0000002	Prak	Prbk.g_02574	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Prbk.g_02574	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Prbk.g_02574	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Prbk.g_02574	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Prbk.g_02574	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Prbk.g_02574	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Prbk.g_02574	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Prbk.g_02574	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Prbk.g_02574	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Prbk.g_02574	Prat.g_00977
OG0000002	Praf	Prbk.g_02574	Praf.g_01631
OG0000002	Prah	Prbk.g_02574	Prah.g_00562
OG0000002	Prbj	Prbk.g_02574	Prbj.g_02517
OG0000002	Prbl	Prbk.g_02574	Prbl.g_01582
OG0000002	Praj	Prbk.g_01649	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Prbk.g_01649	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Prbk.g_01649	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Prbk.g_01649	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Prbk.g_01649	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Prbk.g_01649	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Prbk.g_01649	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Prbk.g_01649	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Prbk.g_01649	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Prbk.g_01649	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Prbk.g_01649	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Prbk.g_01649	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Prbk.g_01649	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Prbk.g_01649	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Prbk.g_01649	Prag.g_00656
OG0000002	Praw	Prbk.g_01649	Praw.g_01844
OG0000002	Prav	Prbk.g_01649	Prav.g_01276
OG0000002	Prab	Prbk.g_01649	Prab.g_00683
OG0000002	Pran	Prbk.g_01649	Pran.g_01500
OG0000002	Prai	Prbk.g_01649	Prai.g_00707
OG0000002	Prac	Prbk.g_01649	Prac.g_00693
OG0000002	Praq	Prbk.g_01649	Praq.g_00807
OG0000002	Prar	Prbk.g_01649	Prar.g_01508
OG0000002	Pras	Prbk.g_01649	Pras.g_01554
OG0000002	Prau	Prbk.g_01649	Prau.g_00718
OG0000002	Praa	Prbk.g_01649	Praa.g_00678
OG0000002	Prae	Prbk.g_01649	Prae.g_00652
OG0000002	Prax	Prbk.g_01649	Prax.g_00964
OG0000002	Prbi	Prbk.g_01649	Prbi.g_00681
OG0000002	Prao	Prbk.g_01649	Prao.g_00116
OG0000002	Pray	Prbk.g_01649	Pray.g_01085
OG0000002	Praz	Prbk.g_01649	Praz.g_01652
OG0000002	Prba	Prbk.g_01649	Prba.g_01639
OG0000002	Prbd	Prbk.g_01649	Prbd.g_00566
OG0000002	Prad	Prbk.g_01649	Prad.g_01252
OG0000002	Praf	Prbk.g_01649	Praf.g_00948
OG0000002	Prah	Prbk.g_01649	Prah.g_01226
OG0000002	Prbj	Prbk.g_01649	Prbj.g_00030
OG0000002	Prbl	Prbk.g_01649	Prbl.g_01092
OG0000003	Syaq	Prbk.g_02222, Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349, Prbk.g_00999, Prbk.g_02681, Prbk.g_02121, Prbk.g_00049	Syaq.g_00887
OG0000003	Syad	Prbk.g_02222	Syad.g_01931, Syad.g_01926, Syad.g_02599
OG0000003	Praf	Prbk.g_02222	Praf.g_02727
OG0000003	Prbj	Prbk.g_02222	Prbj.g_02017
OG0000003	Prbl	Prbk.g_02222	Prbl.g_02177
OG0000003	Syad	Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996
OG0000003	Syag	Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349	Syag.g_01261, Syag.g_00931, Syag.g_01260
OG0000003	Syas	Prbk.g_01375, Prbk.g_00214	Syas.g_00054
OG0000003	Praf	Prbk.g_01375	Praf.g_01162
OG0000003	Prbj	Prbk.g_01375	Prbj.g_00170
OG0000003	Prbl	Prbk.g_01375	Prbl.g_01929
OG0000003	Praf	Prbk.g_00214	Praf.g_00199
OG0000003	Prah	Prbk.g_00214	Prah.g_00169
OG0000003	Prbj	Prbk.g_00214	Prbj.g_01574
OG0000003	Prbl	Prbk.g_00214	Prbl.g_01308
OG0000003	Praf	Prbk.g_02704, Prbk.g_02705	Praf.g_01088, Praf.g_01104
OG0000003	Prah	Prbk.g_02704, Prbk.g_02705	Prah.g_02446
OG0000003	Prbj	Prbk.g_02704	Prbj.g_02693
OG0000003	Prbl	Prbk.g_02704	Prbl.g_02640
OG0000003	Prbj	Prbk.g_02705	Prbj.g_02694
OG0000003	Prbl	Prbk.g_02705	Prbl.g_02639
OG0000003	Praf	Prbk.g_00332	Praf.g_01995
OG0000003	Prah	Prbk.g_00332	Prah.g_00226
OG0000003	Prbj	Prbk.g_00332	Prbj.g_00096
OG0000003	Prbl	Prbk.g_00332	Prbl.g_00656
OG0000003	Prbj	Prbk.g_01523	Prbj.g_02605
OG0000003	Prbl	Prbk.g_01523	Prbl.g_00202
OG0000003	Prbj	Prbk.g_00695	Prbj.g_00226
OG0000003	Prbl	Prbk.g_00695	Prbl.g_00139
OG0000003	Prbj	Prbk.g_01676	Prbj.g_00059
OG0000003	Prbl	Prbk.g_01676	Prbl.g_01063
OG0000003	Prah	Prbk.g_01675	Prah.g_00272, Prah.g_02434
OG0000003	Praf	Prbk.g_01675	Praf.g_00381, Praf.g_00343
OG0000003	Prbj	Prbk.g_01675	Prbj.g_00058
OG0000003	Prbl	Prbk.g_01675	Prbl.g_01064
OG0000003	Prah	Prbk.g_00349	Prah.g_02451, Prah.g_02432
OG0000003	Praf	Prbk.g_00349	Praf.g_00382
OG0000003	Prbj	Prbk.g_00349	Prbj.g_00079
OG0000003	Prbl	Prbk.g_00349	Prbl.g_00673
OG0000003	Syag	Prbk.g_00999, Prbk.g_02681, Prbk.g_02121, Prbk.g_00049	Syag.g_02658
OG0000003	Prbj	Prbk.g_00999	Prbj.g_01354
OG0000003	Prbl	Prbk.g_00999	Prbl.g_01504
OG0000003	Prah	Prbk.g_02681	Prah.g_00936, Prah.g_01869
OG0000003	Prbj	Prbk.g_02681	Prbj.g_01356
OG0000003	Prbl	Prbk.g_02681	Prbl.g_01502
OG0000003	Praf	Prbk.g_02121, Prbk.g_00049	Praf.g_01103
OG0000003	Syad	Prbk.g_02121, Prbk.g_00049	Syad.g_01327, Syad.g_01331
OG0000003	Prah	Prbk.g_02121, Prbk.g_00049	Prah.g_01005, Prah.g_01056
OG0000003	Syab	Prbk.g_02121, Prbk.g_00049	Syab.g_01580
OG0000003	Prbj	Prbk.g_02121	Prbj.g_01916
OG0000003	Prbl	Prbk.g_02121	Prbl.g_02278
OG0000003	Prbj	Prbk.g_00049	Prbj.g_01831
OG0000003	Prbl	Prbk.g_00049	Prbl.g_00920
OG0000004	Syaq	Prbk.g_01760	Syaq.g_02603
OG0000004	Praj	Prbk.g_01760	Praj.g_01396
OG0000004	Prbc	Prbk.g_01760	Prbc.g_01381
OG0000004	Prbm	Prbk.g_01760	Prbm.g_01483
OG0000004	Prbb	Prbk.g_01760	Prbb.g_01450
OG0000004	Syan	Prbk.g_01760	Syan.g_00183
OG0000004	Syar	Prbk.g_01760	Syar.g_02051
OG0000004	Syas	Prbk.g_01760	Syas.g_00176
OG0000004	Syao	Prbk.g_01760	Syao.g_02374
OG0000004	Syae	Prbk.g_01760	Syae.g_00779
OG0000004	Syac	Prbk.g_01760	Syac.g_00898
OG0000004	Syah	Prbk.g_01760	Syah.g_02017
OG0000004	Syam	Prbk.g_01760	Syam.g_00787
OG0000004	Syai	Prbk.g_01760	Syai.g_01994
OG0000004	Syaf	Prbk.g_01760	Syaf.g_01455
OG0000004	Syaa	Prbk.g_01760	Syaa.g_00892
OG0000004	Syad	Prbk.g_01760	Syad.g_01304
OG0000004	Syaj	Prbk.g_01760	Syaj.g_00441
OG0000004	Syab	Prbk.g_01760	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prbk.g_01760	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prbk.g_01760	Syag.g_00988
OG0000004	Syal	Prbk.g_01760	Syal.g_01809
OG0000004	Prab	Prbk.g_01760	Prab.g_00700
OG0000004	Pran	Prbk.g_01760	Pran.g_01483
OG0000004	Prai	Prbk.g_01760	Prai.g_00724
OG0000004	Prad	Prbk.g_01760	Prad.g_01269
OG0000004	Praa	Prbk.g_01760	Praa.g_00695
OG0000004	Pray	Prbk.g_01760	Pray.g_01068
OG0000004	Praz	Prbk.g_01760	Praz.g_01635
OG0000004	Prba	Prbk.g_01760	Prba.g_01622
OG0000004	Prax	Prbk.g_01760	Prax.g_00947
OG0000004	Prag	Prbk.g_01760	Prag.g_00673
OG0000004	Praw	Prbk.g_01760	Praw.g_01827
OG0000004	Prac	Prbk.g_01760	Prac.g_00676
OG0000004	Praq	Prbk.g_01760	Praq.g_00824
OG0000004	Prar	Prbk.g_01760	Prar.g_01525
OG0000004	Prae	Prbk.g_01760	Prae.g_00669
OG0000004	Prbd	Prbk.g_01760	Prbd.g_00549
OG0000004	Prav	Prbk.g_01760	Prav.g_01293
OG0000004	Prao	Prbk.g_01760	Prao.g_00133
OG0000004	Prbi	Prbk.g_01760	Prbi.g_00698
OG0000004	Pras	Prbk.g_01760	Pras.g_01571
OG0000004	Prau	Prbk.g_01760	Prau.g_00735
OG0000004	Pral	Prbk.g_01760	Pral.g_01743
OG0000004	Prat	Prbk.g_01760	Prat.g_00772
OG0000004	Prak	Prbk.g_01760	Prak.g_00826
OG0000004	Prap	Prbk.g_01760	Prap.g_00802
OG0000004	Prbe	Prbk.g_01760	Prbe.g_01203
