Orthogroup	Species	Syas	Orthologs
OG0000004	Prbf	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prbf.g_01570
OG0000004	Prbg	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prbg.g_01014
OG0000004	Prbn	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prbn.g_00318
OG0000004	Prat	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prat.g_00236
OG0000004	Pral	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Pral.g_00809
OG0000004	Prac	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prac.g_01698
OG0000004	Praq	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Praq.g_01770
OG0000004	Prar	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prar.g_00095
OG0000004	Prav	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prav.g_00806
OG0000004	Prai	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prai.g_00243
OG0000004	Prab	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prab.g_00223
OG0000004	Pran	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Pran.g_00200
OG0000004	Prag	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prag.g_00225
OG0000004	Praw	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Praw.g_01203
OG0000004	Praa	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Praa.g_00232
OG0000004	Pras	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Pras.g_01084
OG0000004	Prau	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prau.g_00233
OG0000004	Prae	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prae.g_00235
OG0000004	Prax	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prax.g_00986
OG0000004	Pray	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Pray.g_00713
OG0000004	Praz	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Praz.g_00592
OG0000004	Prba	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prba.g_00451
OG0000004	Prbd	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prbd.g_01007
OG0000004	Prbi	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prbi.g_00256
OG0000004	Prad	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prad.g_01759
OG0000004	Prao	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	Prao.g_00370
OG0000004	Syar	Syas.g_00509, Syas.g_00174, Syas.g_00311	Syar.g_02225
OG0000004	Syao	Syas.g_00509	Syao.g_01271
OG0000004	Syan	Syas.g_00174, Syas.g_00311	Syan.g_00989
OG0000004	Syao	Syas.g_00174, Syas.g_00311	Syao.g_01007
OG0000004	Syak	Syas.g_00174, Syas.g_00311	Syak.g_00003
OG0000004	Syab	Syas.g_00174, Syas.g_00311	Syab.g_01911
OG0000004	Syal	Syas.g_00174, Syas.g_00311	Syal.g_02718
OG0000004	Syaq	Syas.g_00174, Syas.g_00311	Syaq.g_02042
OG0000004	Syaa	Syas.g_00174, Syas.g_00311	Syaa.g_01667
OG0000004	Syae	Syas.g_00174, Syas.g_00311	Syae.g_00042
OG0000004	Syad	Syas.g_00174, Syas.g_00311	Syad.g_02184
OG0000004	Syaj	Syas.g_00174, Syas.g_00311	Syaj.g_01314
OG0000004	Syag	Syas.g_00174, Syas.g_00311	Syag.g_00370
OG0000004	Syac	Syas.g_00174, Syas.g_00311	Syac.g_00948
OG0000004	Syah	Syas.g_00174, Syas.g_00311	Syah.g_01967
OG0000004	Syaf	Syas.g_00174, Syas.g_00311	Syaf.g_02351
OG0000004	Syai	Syas.g_00174, Syas.g_00311	Syai.g_01062
OG0000004	Syam	Syas.g_00174, Syas.g_00311	Syam.g_01499
OG0000004	Syad	Syas.g_00072	Syad.g_00810
OG0000004	Syaj	Syas.g_00072	Syaj.g_02853
OG0000004	Syae	Syas.g_00072	Syae.g_02231
OG0000004	Syaa	Syas.g_00072	Syaa.g_02116
OG0000004	Syac	Syas.g_00072	Syac.g_01975
OG0000004	Syah	Syas.g_00072	Syah.g_00901
OG0000004	Syaf	Syas.g_00072	Syaf.g_02794
OG0000004	Syai	Syas.g_00072	Syai.g_00530
OG0000004	Syam	Syas.g_00072	Syam.g_00501
OG0000004	Syag	Syas.g_00072	Syag.g_01790
OG0000004	Syaq	Syas.g_00072	Syaq.g_01567
OG0000004	Syak	Syas.g_00072	Syak.g_02297
OG0000004	Syab	Syas.g_00072	Syab.g_02377
OG0000004	Syal	Syas.g_00072	Syal.g_00691
OG0000004	Syap	Syas.g_00072	Syap.g_01987
OG0000004	Syar	Syas.g_00072	Syar.g_00842
OG0000005	Prav	Syas.g_02665	Prav.g_01774
OG0000005	Prag	Syas.g_02665	Prag.g_01682
OG0000005	Praw	Syas.g_02665	Praw.g_00528
OG0000005	Prad	Syas.g_02665	Prad.g_00928
OG0000005	Prae	Syas.g_02665	Prae.g_01636
OG0000005	Prax	Syas.g_02665	Prax.g_01546
OG0000005	Prau	Syas.g_02665	Prau.g_01745
OG0000005	Pras	Syas.g_02665	Pras.g_00563
OG0000005	Prbd	Syas.g_02665	Prbd.g_01512
OG0000005	Prao	Syas.g_02665	Prao.g_01565
OG0000005	Prac	Syas.g_02665	Prac.g_00612
OG0000005	Praq	Syas.g_02665	Praq.g_00484
OG0000005	Prar	Syas.g_02665	Prar.g_01130
OG0000005	Prbi	Syas.g_02665	Prbi.g_01800
OG0000005	Praa	Syas.g_02665	Praa.g_01648
OG0000005	Pray	Syas.g_02665	Pray.g_01546
OG0000005	Praz	Syas.g_02665	Praz.g_00864
OG0000005	Prba	Syas.g_02665	Prba.g_00607
OG0000005	Prab	Syas.g_02665	Prab.g_01682
OG0000005	Pran	Syas.g_02665	Pran.g_00983
OG0000005	Prai	Syas.g_02665	Prai.g_01651
OG0000005	Prbc	Syas.g_02665	Prbc.g_00098
OG0000005	Praj	Syas.g_02665	Praj.g_01349
OG0000005	Prbb	Syas.g_02665	Prbb.g_01393
OG0000005	Syab	Syas.g_02665	Syab.g_02289
OG0000005	Syal	Syas.g_02665	Syal.g_00606
OG0000005	Syag	Syas.g_02665	Syag.g_01708
OG0000005	Syak	Syas.g_02665	Syak.g_02401
OG0000005	Syaq	Syas.g_02665	Syaq.g_01658
OG0000005	Syar	Syas.g_02665	Syar.g_02952
OG0000005	Syan	Syas.g_02665	Syan.g_01423
OG0000005	Syao	Syas.g_02665	Syao.g_01680
OG0000005	Syat	Syas.g_02665	Syat.g_03065
OG0000005	Syae	Syas.g_02665	Syae.g_01179
OG0000005	Syac	Syas.g_02665	Syac.g_00527
OG0000005	Syah	Syas.g_02665	Syah.g_02403
OG0000005	Syaa	Syas.g_02665	Syaa.g_00534
OG0000005	Syam	Syas.g_02665	Syam.g_02004
OG0000005	Syaf	Syas.g_02665	Syaf.g_01017
OG0000005	Syai	Syas.g_02665	Syai.g_02393
OG0000005	Syad	Syas.g_02665	Syad.g_02639
OG0000005	Syaj	Syas.g_02665	Syaj.g_01736
OG0000005	Syap	Syas.g_02665	Syap.g_01773
OG0000005	Syao	Syas.g_01048	Syao.g_00293
OG0000005	Praf	Syas.g_02704	Praf.g_00503
OG0000005	Prah	Syas.g_02704	Prah.g_01652
OG0000005	Prbj	Syas.g_02704	Prbj.g_00883
OG0000005	Prbk	Syas.g_02704	Prbk.g_00933
OG0000005	Prbl	Syas.g_02704	Prbl.g_00419
OG0000005	Pral	Syas.g_02704	Pral.g_01075
OG0000005	Prat	Syas.g_02704	Prat.g_01440
OG0000005	Prak	Syas.g_02704	Prak.g_01474
OG0000005	Prap	Syas.g_02704	Prap.g_00204
OG0000005	Prbe	Syas.g_02704	Prbe.g_00228
OG0000005	Prbf	Syas.g_02704	Prbf.g_00240
OG0000005	Prbg	Syas.g_02704	Prbg.g_00674
OG0000005	Prbn	Syas.g_02704	Prbn.g_00899
OG0000005	Pram	Syas.g_02704	Pram.g_01295
OG0000005	Prbh	Syas.g_02704	Prbh.g_00182
OG0000005	Prac	Syas.g_02704	Prac.g_00335
OG0000005	Praq	Syas.g_02704	Praq.g_00370
OG0000005	Prar	Syas.g_02704	Prar.g_00771
OG0000005	Praa	Syas.g_02704	Praa.g_01553
OG0000005	Prad	Syas.g_02704	Prad.g_00438
OG0000005	Prae	Syas.g_02704	Prae.g_01535
OG0000005	Prag	Syas.g_02704	Prag.g_01566
OG0000005	Praw	Syas.g_02704	Praw.g_00413
OG0000005	Prax	Syas.g_02704	Prax.g_01652
OG0000005	Pray	Syas.g_02704	Pray.g_01646
OG0000005	Praz	Syas.g_02704	Praz.g_00965
OG0000005	Prba	Syas.g_02704	Prba.g_00312
OG0000005	Prbi	Syas.g_02704	Prbi.g_01666
OG0000005	Prao	Syas.g_02704	Prao.g_01472
OG0000005	Prav	Syas.g_02704	Prav.g_01654
OG0000005	Prbd	Syas.g_02704	Prbd.g_01612
OG0000005	Pras	Syas.g_02704	Pras.g_00429
OG0000005	Prau	Syas.g_02704	Prau.g_01607
OG0000005	Prab	Syas.g_02704	Prab.g_01542
OG0000005	Pran	Syas.g_02704	Pran.g_00657
OG0000005	Prai	Syas.g_02704	Prai.g_01538
OG0000005	Syab	Syas.g_02704	Syab.g_02806, Syab.g_02232
OG0000005	Prbc	Syas.g_02704	Prbc.g_00788
OG0000005	Praj	Syas.g_02704	Praj.g_01712
OG0000005	Prbb	Syas.g_02704	Prbb.g_01766
OG0000005	Prbm	Syas.g_02704	Prbm.g_01790
OG0000005	Syar	Syas.g_02704	Syar.g_02909
OG0000005	Syaq	Syas.g_02704	Syaq.g_01692
OG0000005	Syad	Syas.g_02704	Syad.g_02596
OG0000005	Syaj	Syas.g_02704	Syaj.g_01698
OG0000005	Syan	Syas.g_02704	Syan.g_01378
OG0000005	Syao	Syas.g_02704	Syao.g_01578
OG0000005	Syae	Syas.g_02704	Syae.g_01143
OG0000005	Syaa	Syas.g_02704	Syaa.g_00573
OG0000005	Syac	Syas.g_02704	Syac.g_00569
OG0000005	Syaf	Syas.g_02704	Syaf.g_01057
OG0000005	Syag	Syas.g_02704	Syag.g_01667
OG0000005	Syai	Syas.g_02704	Syai.g_02356
OG0000005	Syak	Syas.g_02704	Syak.g_02436
OG0000005	Syal	Syas.g_02704	Syal.g_00565
OG0000005	Syam	Syas.g_02704	Syam.g_01970
OG0000005	Syah	Syas.g_02704	Syah.g_02363
OG0000005	Syap	Syas.g_02704	Syap.g_01218
OG0000005	Syat	Syas.g_02704	Syat.g_03105
OG0000006	Praj	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praj.g_00282, Praj.g_01281, Praj.g_01505
OG0000006	Prbb	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbb.g_00299, Prbb.g_01328, Prbb.g_01560
OG0000006	Prbc	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbc.g_02202
OG0000006	Prbm	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbm.g_00302, Prbm.g_01236, Prbm.g_01588
OG0000006	Pral	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Pral.g_00797
OG0000006	Prat	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prat.g_00248
OG0000006	Prak	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prak.g_00258
OG0000006	Prap	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prap.g_01470
OG0000006	Prbe	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbe.g_01794
OG0000006	Prbf	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbf.g_01580
OG0000006	Prbg	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbg.g_01024
OG0000006	Prbn	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbn.g_00308
OG0000006	Pram	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Pram.g_00229
OG0000006	Prbh	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbh.g_00538
OG0000006	Prab	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prab.g_00231
OG0000006	Prai	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Pran.g_01951
OG0000006	Prac	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prac.g_01689
OG0000006	Praq	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praq.g_01761
OG0000006	Prar	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prar.g_00086
OG0000006	Praa	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prad.g_01750
OG0000006	Prae	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prae.g_00244
OG0000006	Prao	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prao.g_00379
OG0000006	Pras	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prau.g_01316
OG0000006	Prax	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prax.g_01972
OG0000006	Pray	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Pray.g_00722
OG0000006	Praz	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praz.g_00601
OG0000006	Prba	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prba.g_00460
OG0000006	Prbd	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbd.g_00998
OG0000006	Prbi	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbi.g_00265
OG0000006	Prag	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prav.g_02001
OG0000006	Praw	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praw.g_01950
OG0000006	Prah	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prah.g_00475, Prah.g_01767
OG0000006	Praf	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Praf.g_00396, Praf.g_01719
OG0000006	Prbj	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbj.g_02699
OG0000006	Prbk	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbk.g_02695
OG0000006	Prbl	Syas.g_00942, Syas.g_01684, Syas.g_02565, Syas.g_00720	Prbl.g_02601
OG0000006	Syaq	Syas.g_00942	Syaq.g_02558
OG0000006	Syao	Syas.g_00942	Syao.g_01518
OG0000006	Syan	Syas.g_00942	Syan.g_00057
OG0000006	Syan	Syas.g_01684, Syas.g_02565	Syan.g_01505, Syan.g_02101, Syan.g_02441
OG0000006	Syar	Syas.g_01684, Syas.g_02565	Syar.g_00151, Syar.g_02056, Syar.g_03013
OG0000006	Syat	Syas.g_01684, Syas.g_02565	Syat.g_01439, Syat.g_01865
OG0000006	Syad	Syas.g_01684, Syas.g_02565	Syad.g_00588, Syad.g_00829
OG0000006	Syaf	Syas.g_01684, Syas.g_02565	Syaf.g_00179, Syaf.g_02778
OG0000006	Syag	Syas.g_01684, Syas.g_02565	Syag.g_01772, Syag.g_02678, Syag.g_02687
OG0000006	Syak	Syas.g_01684, Syas.g_02565	Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317
OG0000006	Syaq	Syas.g_01684, Syas.g_02565	Syaq.g_00696, Syaq.g_01590
OG0000006	Syab	Syas.g_01684, Syas.g_02565	Syab.g_00365, Syab.g_01847, Syab.g_02361
OG0000006	Syal	Syas.g_01684, Syas.g_02565	Syal.g_00674
OG0000006	Syaj	Syas.g_01684, Syas.g_02565	Syaj.g_02635
OG0000006	Syae	Syas.g_01684, Syas.g_02565	Syae.g_02030, Syae.g_02248
OG0000006	Syac	Syas.g_01684, Syas.g_02565	Syac.g_01958, Syac.g_01961, Syac.g_02194
OG0000006	Syah	Syas.g_01684, Syas.g_02565	Syah.g_00683, Syah.g_00915, Syah.g_00681, Syah.g_00918
OG0000006	Syai	Syas.g_01684, Syas.g_02565	Syai.g_00317, Syai.g_00547
OG0000006	Syam	Syas.g_01684, Syas.g_02565	Syam.g_00286, Syam.g_00518
OG0000006	Syaa	Syas.g_01684, Syas.g_02565	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099
OG0000007	Prab	Syas.g_01232	Prab.g_00501
OG0000007	Pran	Syas.g_01232	Pran.g_01681
OG0000007	Prai	Syas.g_01232	Prai.g_00527
OG0000007	Prad	Syas.g_01232	Prad.g_00132
OG0000007	Prax	Syas.g_01232	Prax.g_00704
OG0000007	Prag	Syas.g_01232	Prag.g_00476
OG0000007	Praw	Syas.g_01232	Praw.g_00651
OG0000007	Prav	Syas.g_01232	Prav.g_01095
OG0000007	Prac	Syas.g_01232	Prac.g_00874
OG0000007	Prar	Syas.g_01232	Prar.g_01328
OG0000007	Praq	Syas.g_01232	Praq.g_01105
OG0000007	Pras	Syas.g_01232	Pras.g_01375
OG0000007	Prau	Syas.g_01232	Prau.g_00538
OG0000007	Prao	Syas.g_01232	Prao.g_00603
OG0000007	Praa	Syas.g_01232	Praa.g_00497
OG0000007	Prbi	Syas.g_01232	Prbi.g_00500
OG0000007	Prbd	Syas.g_01232	Prbd.g_00745
OG0000007	Praz	Syas.g_01232	Praz.g_01831
OG0000007	Prba	Syas.g_01232	Prba.g_00964
OG0000007	Pray	Syas.g_01232	Pray.g_00988, Pray.g_00987
OG0000007	Prae	Syas.g_01232	Prae.g_00471
OG0000007	Prbb	Syas.g_01232	Prbb.g_00501
OG0000007	Prbm	Syas.g_01232	Prbm.g_00522
OG0000007	Praj	Syas.g_01232	Praj.g_00489
