Orthogroup	Species	Prar	Orthologs
OG0000000	Prbd	Prar.g_00971	Prbd.g_01833
OG0000000	Prbi	Prar.g_00971	Prbi.g_01373
OG0000000	Prae	Prar.g_00971	Prae.g_01310
OG0000000	Prac	Prar.g_00971	Prac.g_00159
OG0000000	Praq	Prar.g_00971	Praq.g_00117
OG0000000	Pral	Prar.g_00713, Prar.g_00729	Pral.g_00037
OG0000000	Prak	Prar.g_00713, Prar.g_00729	Prak.g_01562
OG0000000	Prap	Prar.g_00713, Prar.g_00729	Prap.g_01862
OG0000000	Prbe	Prar.g_00713, Prar.g_00729	Prbe.g_01119
OG0000000	Prbf	Prar.g_00713, Prar.g_00729	Prbf.g_00776
OG0000000	Prbg	Prar.g_00713, Prar.g_00729	Prbg.g_01567
OG0000000	Prbn	Prar.g_00713, Prar.g_00729	Prbn.g_01662
OG0000000	Pram	Prar.g_00713, Prar.g_00729	Pram.g_01511
OG0000000	Prbh	Prar.g_00713, Prar.g_00729	Prbh.g_01903
OG0000000	Prbc	Prar.g_00713	Prbc.g_00104, Prbc.g_02164, Prbc.g_00806
OG0000000	Prbb	Prar.g_00713	Prbb.g_01354, Prbb.g_00432, Prbb.g_01120, Prbb.g_01401, Prbb.g_01785
OG0000000	Prbm	Prar.g_00713	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808
OG0000000	Praj	Prar.g_00713	Praj.g_00418, Praj.g_01077, Praj.g_01357, Praj.g_01730
OG0000000	Praa	Prar.g_00713	Praa.g_01235
OG0000000	Prbd	Prar.g_00713	Prbd.g_01914
OG0000000	Pray	Prar.g_00713	Pray.g_01576
OG0000000	Praz	Prar.g_00713	Praz.g_00894
OG0000000	Prba	Prar.g_00713	Prba.g_00243
OG0000000	Prad	Prar.g_00713	Prad.g_01982
OG0000000	Pras	Prar.g_00713	Pras.g_00493
OG0000000	Prau	Prar.g_00713	Prau.g_01665
OG0000000	Prai	Prar.g_00713	Prai.g_01612
OG0000000	Prac	Prar.g_00713	Prac.g_00277
OG0000000	Praq	Prar.g_00713	Praq.g_01956
OG0000000	Praj	Prar.g_00729	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202
OG0000000	Prbb	Prar.g_00729	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244
OG0000000	Prbc	Prar.g_00729	Prbc.g_02165
OG0000000	Prbm	Prar.g_00729	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436
OG0000000	Prat	Prar.g_00729	Prat.g_01549
OG0000000	Praf	Prar.g_00729	Praf.g_00813
OG0000000	Prah	Prar.g_00729	Prah.g_01348
OG0000000	Prbj	Prar.g_00729	Prbj.g_00164
OG0000000	Prbk	Prar.g_00729	Prbk.g_00165
OG0000000	Prbl	Prar.g_00729	Prbl.g_00116
OG0000000	Prao	Prar.g_00729	Prao.g_01515
OG0000000	Prav	Prar.g_00729	Prav.g_01695
OG0000000	Prab	Prar.g_00729	Prab.g_00760, Prab.g_01630, Prab.g_01598
OG0000000	Pran	Prar.g_00729	Pran.g_01423, Pran.g_00931, Pran.g_00601
OG0000000	Prag	Prar.g_00729	Prag.g_00721, Prag.g_01648, Prag.g_01608
OG0000000	Praw	Prar.g_00729	Praw.g_01780, Praw.g_00494, Praw.g_00455
OG0000000	Praa	Prar.g_00729	Praa.g_01598
OG0000000	Pras	Prar.g_00729	Pras.g_00470
OG0000000	Prau	Prar.g_00729	Prau.g_01648
OG0000000	Prad	Prar.g_00729	Prad.g_00392
OG0000000	Prbd	Prar.g_00729	Prbd.g_01568
OG0000000	Prae	Prar.g_00729	Prae.g_01580
OG0000000	Prbi	Prar.g_00729	Prbi.g_01709
OG0000000	Pray	Prar.g_00729	Pray.g_01603
OG0000000	Praz	Prar.g_00729	Praz.g_00921
OG0000000	Prba	Prar.g_00729	Prba.g_00269
OG0000000	Prax	Prar.g_00729	Prax.g_01608
OG0000000	Prai	Prar.g_00729	Prai.g_01592
OG0000000	Prac	Prar.g_00729	Prac.g_00292
OG0000000	Praq	Prar.g_00729	Praq.g_00026
OG0000000	Praa	Prar.g_00730, Prar.g_01204	Praa.g_01597
OG0000000	Prbb	Prar.g_00730, Prar.g_01204	Prbb.g_00103
OG0000000	Praj	Prar.g_00730, Prar.g_01204	Praj.g_00087
OG0000000	Prbc	Prar.g_00730, Prar.g_01204	Prbc.g_00525
OG0000000	Prac	Prar.g_00730	Prac.g_00293
OG0000000	Prab	Prar.g_01204	Prab.g_01278
OG0000000	Prab	Prar.g_01204	Prab.g_01597
OG0000000	Prac	Prar.g_01204	Prac.g_00926
OG0000000	Prad	Prar.g_01204	Prad.g_00393
OG0000000	Prad	Prar.g_01204	Prad.g_01435
OG0000000	Prae	Prar.g_01204	Prae.g_01222
OG0000000	Prae	Prar.g_01204	Prae.g_01579
OG0000000	Prag	Prar.g_01204	Prag.g_01213
OG0000000	Prag	Prar.g_01204	Prag.g_01607
OG0000000	Prag	Prar.g_01204	Prag.g_01650
OG0000000	Prai	Prar.g_01204	Prai.g_00908
OG0000000	Prai	Prar.g_01204	Prai.g_01234
OG0000000	Prai	Prar.g_01204	Prai.g_01591
OG0000000	Prai	Prar.g_01204	Prai.g_01775
OG0000000	Pran	Prar.g_01204	Pran.g_00001
OG0000000	Pran	Prar.g_01204	Pran.g_00602
OG0000000	Prao	Prar.g_01204	Prao.g_01029
OG0000000	Praq	Prar.g_01204	Praq.g_00025
OG0000000	Praq	Prar.g_01204	Praq.g_01392
OG0000000	Pras	Prar.g_01204	Pras.g_00117
OG0000000	Pras	Prar.g_01204	Pras.g_00469
OG0000000	Prau	Prar.g_01204	Prau.g_01266
OG0000000	Prau	Prar.g_01204	Prau.g_01647
OG0000000	Prav	Prar.g_01204	Prav.g_01694
OG0000000	Prav	Prar.g_01204	Prav.g_01821
OG0000000	Praw	Prar.g_01204	Praw.g_00294
OG0000000	Praw	Prar.g_01204	Praw.g_00454
OG0000000	Praw	Prar.g_01204	Praw.g_00496
OG0000000	Prax	Prar.g_01204	Prax.g_00259
OG0000000	Prax	Prar.g_01204	Prax.g_01609
OG0000000	Pray	Prar.g_01204	Pray.g_00003
OG0000000	Pray	Prar.g_01204	Pray.g_01604
OG0000000	Praz	Prar.g_01204	Praz.g_00694
OG0000000	Praz	Prar.g_01204	Praz.g_00922
OG0000000	Prba	Prar.g_01204	Prba.g_00003
OG0000000	Prba	Prar.g_01204	Prba.g_00270
OG0000000	Prbd	Prar.g_01204	Prbd.g_00528
OG0000000	Prbi	Prar.g_01204	Prbi.g_01268
OG0000000	Prbi	Prar.g_01204	Prbi.g_01708
OG0000000	Praf	Prar.g_00973, Prar.g_00727	Praf.g_00815, Praf.g_00814
OG0000000	Prah	Prar.g_00973, Prar.g_00727	Prah.g_01346, Prah.g_01347
OG0000000	Prbj	Prar.g_00973, Prar.g_00727	Prbj.g_00166, Prbj.g_00165
OG0000000	Prbk	Prar.g_00973, Prar.g_00727	Prbk.g_00167, Prbk.g_00166
OG0000000	Prbl	Prar.g_00973, Prar.g_00727	Prbl.g_00118, Prbl.g_00117
OG0000000	Prac	Prar.g_00973	Prac.g_00157
OG0000000	Praq	Prar.g_00973	Praq.g_00115
OG0000000	Prab	Prar.g_00727	Prab.g_01308
OG0000000	Pran	Prar.g_00727	Pran.g_00894
OG0000000	Prau	Prar.g_00727	Prau.g_01350
OG0000000	Prav	Prar.g_00727	Prav.g_01413
OG0000000	Praa	Prar.g_00727	Praa.g_01298
OG0000000	Prag	Prar.g_00727	Prag.g_01333
OG0000000	Prao	Prar.g_00727	Prao.g_01296
OG0000000	Praw	Prar.g_00727	Praw.g_00959
OG0000000	Prax	Prar.g_00727	Prax.g_01919
OG0000000	Prbd	Prar.g_00727	Prbd.g_01835
OG0000000	Prbi	Prar.g_00727	Prbi.g_01371
OG0000000	Prad	Prar.g_00727	Prad.g_00350
OG0000000	Prae	Prar.g_00727	Prae.g_01308
OG0000000	Pras	Prar.g_00727	Pras.g_00182
OG0000000	Pray	Prar.g_00727	Pray.g_01890
OG0000000	Praz	Prar.g_00727	Praz.g_01200
OG0000000	Prba	Prar.g_00727	Prba.g_01172
OG0000000	Prai	Prar.g_00727	Prai.g_01314
OG0000000	Prac	Prar.g_00727	Prac.g_00290
OG0000000	Praq	Prar.g_00727	Praq.g_00028
OG0000001	Syar	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syar.g_00069
OG0000001	Syao	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syao.g_00314
OG0000001	Syat	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syak.g_00342
OG0000001	Syag	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syag.g_00575
OG0000001	Syab	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syab.g_01549
OG0000001	Syal	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syal.g_02193
OG0000001	Prbj	Prar.g_00926, Prar.g_01202, Prar.g_01203	Prbj.g_00672, Prbj.g_00169
OG0000001	Prbk	Prar.g_00926, Prar.g_01202, Prar.g_01203	Prbk.g_01196, Prbk.g_00170
OG0000001	Prbl	Prar.g_00926, Prar.g_01202, Prar.g_01203	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599
OG0000001	Praf	Prar.g_00926, Prar.g_01202, Prar.g_01203	Praf.g_01895, Praf.g_00818, Praf.g_01896
OG0000001	Prah	Prar.g_00926, Prar.g_01202, Prar.g_01203	Prah.g_00324, Prah.g_01343
OG0000001	Syam	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syam.g_00946
OG0000001	Syad	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syad.g_00628
OG0000001	Syaj	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syaj.g_02674
OG0000001	Syae	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syae.g_02061
OG0000001	Syac	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syac.g_02154
OG0000001	Syah	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syah.g_00726
OG0000001	Syaf	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syaf.g_01640
OG0000001	Syai	Prar.g_00926, Prar.g_01202, Prar.g_01203	Syai.g_01716
OG0000001	Prax	Prar.g_00926	Prax.g_01878
OG0000001	Prbi	Prar.g_00926	Prbi.g_01424
OG0000001	Prao	Prar.g_00926	Prao.g_01254
OG0000001	Prav	Prar.g_00926	Prav.g_01458
OG0000001	Prag	Prar.g_00926	Prag.g_01374
OG0000001	Praw	Prar.g_00926	Praw.g_01000
OG0000001	Pras	Prar.g_00926	Pras.g_00235
OG0000001	Prau	Prar.g_00926	Prau.g_01394
OG0000001	Prad	Prar.g_00926	Prad.g_00609
OG0000001	Pray	Prar.g_00926	Pray.g_01844
OG0000001	Praz	Prar.g_00926	Praz.g_01154
OG0000001	Prba	Prar.g_00926	Prba.g_00211
OG0000001	Prai	Prar.g_00926	Prai.g_01235, Prai.g_01356
OG0000001	Prae	Prar.g_00926	Prae.g_01353
OG0000001	Praa	Prar.g_00926	Praa.g_01351
OG0000001	Prbd	Prar.g_00926	Prbd.g_01779
OG0000001	Prac	Prar.g_00926	Prac.g_00202
OG0000001	Praq	Prar.g_00926	Praq.g_00160
OG0000001	Pral	Prar.g_01202, Prar.g_01203	Pral.g_01296
OG0000001	Prbb	Prar.g_01202	Prbb.g_01157
OG0000001	Praj	Prar.g_01202	Praj.g_01112
OG0000001	Prbm	Prar.g_01202	Prbm.g_01426
OG0000001	Prao	Prar.g_01202	Prao.g_01852
OG0000001	Prbi	Prar.g_01202	Prbi.g_01270
OG0000001	Prai	Prar.g_01202	Prai.g_01236
OG0000001	Prad	Prar.g_01202	Prad.g_01434, Prad.g_01994
OG0000001	Prbd	Prar.g_01202	Prbd.g_01930
OG0000001	Praa	Prar.g_01202	Praa.g_01220, Praa.g_01222
OG0000001	Pras	Prar.g_01202	Pras.g_00118, Pras.g_00120
OG0000001	Prau	Prar.g_01202	Prau.g_01267, Prau.g_01269
OG0000001	Prae	Prar.g_01202	Prae.g_01223, Prae.g_01224
OG0000001	Pray	Prar.g_01202	Pray.g_00247
OG0000001	Praz	Prar.g_01202	Praz.g_01939
OG0000001	Prba	Prar.g_01202	Prba.g_01081
OG0000001	Praq	Prar.g_01202	Praq.g_01394
OG0000001	Prac	Prar.g_01202	Prac.g_00924
OG0000001	Pras	Prar.g_01203	Pras.g_00541
OG0000001	Prag	Prar.g_01203	Prag.g_01651
OG0000001	Praw	Prar.g_01203	Praw.g_00497
OG0000001	Prav	Prar.g_01203	Prav.g_01734
OG0000001	Prao	Prar.g_01203	Prao.g_01529
OG0000001	Prac	Prar.g_01203	Prac.g_00925
OG0000001	Praq	Prar.g_01203	Praq.g_01393
OG0000002	Syai	Prar.g_00918, Prar.g_01508	Syai.g_01728
OG0000002	Syam	Prar.g_00918, Prar.g_01508	Syam.g_00931
OG0000002	Syad	Prar.g_00918, Prar.g_01508	Syad.g_00619
OG0000002	Syaj	Prar.g_00918, Prar.g_01508	Syaj.g_02667
OG0000002	Syab	Prar.g_00918, Prar.g_01508	Syab.g_02285
OG0000002	Syac	Prar.g_00918, Prar.g_01508	Syac.g_01084
OG0000002	Syah	Prar.g_00918, Prar.g_01508	Syah.g_01829
OG0000002	Prbj	Prar.g_00918	Prbj.g_02517
OG0000002	Prbk	Prar.g_00918	Prbk.g_02574
OG0000002	Prbl	Prar.g_00918	Prbl.g_01582
OG0000002	Praf	Prar.g_00918	Praf.g_01631
OG0000002	Prah	Prar.g_00918	Prah.g_00562
OG0000002	Praj	Prar.g_00918	Praj.g_00832
OG0000002	Prbc	Prar.g_00918	Prbc.g_01920
OG0000002	Prbb	Prar.g_00918	Prbb.g_00844
OG0000002	Prbm	Prar.g_00918	Prbm.g_00874
OG0000002	Prak	Prar.g_00918	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Prar.g_00918	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Prar.g_00918	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Prar.g_00918	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Prar.g_00918	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Prar.g_00918	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Prar.g_00918	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Prar.g_00918	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Prar.g_00918	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Prar.g_00918	Prat.g_00977
OG0000002	Prav	Prar.g_00918	Prav.g_01466
OG0000002	Prag	Prar.g_00918	Prag.g_01382
OG0000002	Praw	Prar.g_00918	Praw.g_01009
OG0000002	Prad	Prar.g_00918	Prad.g_00601
OG0000002	Prai	Prar.g_00918	Prai.g_01363
OG0000002	Prae	Prar.g_00918	Prae.g_01361
OG0000002	Praa	Prar.g_00918	Praa.g_01359
OG0000002	Prao	Prar.g_00918	Prao.g_01246
OG0000002	Pras	Prar.g_00918	Pras.g_00243
OG0000002	Prau	Prar.g_00918	Prau.g_01402
OG0000002	Prax	Prar.g_00918	Prax.g_01870
OG0000002	Prbd	Prar.g_00918	Prbd.g_01771
OG0000002	Pray	Prar.g_00918	Pray.g_01836
OG0000002	Praz	Prar.g_00918	Praz.g_01146
OG0000002	Prba	Prar.g_00918	Prba.g_00203
OG0000002	Prbi	Prar.g_00918	Prbi.g_01432
OG0000002	Prac	Prar.g_00918	Prac.g_00210
OG0000002	Praq	Prar.g_00918	Praq.g_00168
OG0000002	Prbj	Prar.g_01508	Prbj.g_00030
OG0000002	Prbk	Prar.g_01508	Prbk.g_01649
OG0000002	Prbl	Prar.g_01508	Prbl.g_01092
OG0000002	Praf	Prar.g_01508	Praf.g_00948
OG0000002	Prah	Prar.g_01508	Prah.g_01226
OG0000002	Praj	Prar.g_01508	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Prar.g_01508	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Prar.g_01508	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Prar.g_01508	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Prar.g_01508	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Prar.g_01508	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Prar.g_01508	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Prar.g_01508	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Prar.g_01508	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Prar.g_01508	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Prar.g_01508	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Prar.g_01508	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Prar.g_01508	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Prar.g_01508	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Prar.g_01508	Prag.g_00656
OG0000002	Praw	Prar.g_01508	Praw.g_01844
OG0000002	Prav	Prar.g_01508	Prav.g_01276
OG0000002	Prab	Prar.g_01508	Prab.g_00683
OG0000002	Pran	Prar.g_01508	Pran.g_01500
OG0000002	Prai	Prar.g_01508	Prai.g_00707
OG0000002	Pras	Prar.g_01508	Pras.g_01554
OG0000002	Prau	Prar.g_01508	Prau.g_00718
OG0000002	Praa	Prar.g_01508	Praa.g_00678
OG0000002	Prae	Prar.g_01508	Prae.g_00652
OG0000002	Prax	Prar.g_01508	Prax.g_00964
OG0000002	Prbi	Prar.g_01508	Prbi.g_00681
OG0000002	Prao	Prar.g_01508	Prao.g_00116
OG0000002	Pray	Prar.g_01508	Pray.g_01085
OG0000002	Praz	Prar.g_01508	Praz.g_01652
OG0000002	Prba	Prar.g_01508	Prba.g_01639
OG0000002	Prbd	Prar.g_01508	Prbd.g_00566
OG0000002	Prad	Prar.g_01508	Prad.g_01252
OG0000002	Prac	Prar.g_01508	Prac.g_00693
OG0000002	Praq	Prar.g_01508	Praq.g_00807
OG0000004	Syaq	Prar.g_01525	Syaq.g_02603
OG0000004	Praj	Prar.g_01525	Praj.g_01396
OG0000004	Prbc	Prar.g_01525	Prbc.g_01381
OG0000004	Prbm	Prar.g_01525	Prbm.g_01483
OG0000004	Prbb	Prar.g_01525	Prbb.g_01450
OG0000004	Syan	Prar.g_01525	Syan.g_00183
OG0000004	Syar	Prar.g_01525	Syar.g_02051
OG0000004	Syas	Prar.g_01525	Syas.g_00176
OG0000004	Syao	Prar.g_01525	Syao.g_02374
OG0000004	Syae	Prar.g_01525	Syae.g_00779
OG0000004	Syac	Prar.g_01525	Syac.g_00898
OG0000004	Syah	Prar.g_01525	Syah.g_02017
OG0000004	Syam	Prar.g_01525	Syam.g_00787
OG0000004	Syai	Prar.g_01525	Syai.g_01994
OG0000004	Syaf	Prar.g_01525	Syaf.g_01455
OG0000004	Syaa	Prar.g_01525	Syaa.g_00892
OG0000004	Syad	Prar.g_01525	Syad.g_01304
OG0000004	Syaj	Prar.g_01525	Syaj.g_00441
OG0000004	Syab	Prar.g_01525	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prar.g_01525	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prar.g_01525	Syag.g_00988
OG0000004	Syal	Prar.g_01525	Syal.g_01809
OG0000004	Prbj	Prar.g_01525	Prbj.g_00754
OG0000004	Prbk	Prar.g_01525	Prbk.g_01760
OG0000004	Prbl	Prar.g_01525	Prbl.g_00021
OG0000004	Praf	Prar.g_01525	Praf.g_01121
OG0000004	Prah	Prar.g_01525	Prah.g_01022
OG0000004	Pral	Prar.g_01525	Pral.g_01743
OG0000004	Prat	Prar.g_01525	Prat.g_00772
OG0000004	Prak	Prar.g_01525	Prak.g_00826
OG0000004	Prap	Prar.g_01525	Prap.g_00802
OG0000004	Prbe	Prar.g_01525	Prbe.g_01203
OG0000004	Prbf	Prar.g_01525	Prbf.g_01264
OG0000004	Prbg	Prar.g_01525	Prbg.g_01140
OG0000004	Prbn	Prar.g_01525	Prbn.g_01565
OG0000004	Pram	Prar.g_01525	Pram.g_00789
OG0000004	Prbh	Prar.g_01525	Prbh.g_00933
OG0000004	Prab	Prar.g_01525	Prab.g_00700
OG0000004	Pran	Prar.g_01525	Pran.g_01483
OG0000004	Prai	Prar.g_01525	Prai.g_00724
OG0000004	Pras	Prar.g_01525	Pras.g_01571
OG0000004	Prau	Prar.g_01525	Prau.g_00735
OG0000004	Prad	Prar.g_01525	Prad.g_01269
OG0000004	Prae	Prar.g_01525	Prae.g_00669
OG0000004	Prbd	Prar.g_01525	Prbd.g_00549
OG0000004	Prav	Prar.g_01525	Prav.g_01293
OG0000004	Prao	Prar.g_01525	Prao.g_00133
OG0000004	Prbi	Prar.g_01525	Prbi.g_00698
OG0000004	Praa	Prar.g_01525	Praa.g_00695
OG0000004	Pray	Prar.g_01525	Pray.g_01068
OG0000004	Praz	Prar.g_01525	Praz.g_01635
OG0000004	Prba	Prar.g_01525	Prba.g_01622
OG0000004	Prax	Prar.g_01525	Prax.g_00947
OG0000004	Prag	Prar.g_01525	Prag.g_00673
OG0000004	Praw	Prar.g_01525	Praw.g_01827
OG0000004	Prac	Prar.g_01525	Prac.g_00676
OG0000004	Praq	Prar.g_01525	Praq.g_00824
OG0000004	Syar	Prar.g_00095	Syar.g_02225, Syar.g_00842
OG0000004	Syao	Prar.g_00095	Syao.g_01271, Syao.g_01007
OG0000004	Syas	Prar.g_00095	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072
OG0000004	Syak	Prar.g_00095	Syak.g_00003, Syak.g_02297
OG0000004	Syab	Prar.g_00095	Syab.g_01911, Syab.g_02377
OG0000004	Syal	Prar.g_00095	Syal.g_02718, Syal.g_00691
OG0000004	Syaq	Prar.g_00095	Syaq.g_02042, Syaq.g_01567
OG0000004	Syaa	Prar.g_00095	Syaa.g_01667, Syaa.g_02116
OG0000004	Syae	Prar.g_00095	Syae.g_00042, Syae.g_02231
OG0000004	Syad	Prar.g_00095	Syad.g_02184, Syad.g_00810
OG0000004	Syaj	Prar.g_00095	Syaj.g_01314, Syaj.g_02853
OG0000004	Syag	Prar.g_00095	Syag.g_00370, Syag.g_01790
OG0000004	Syac	Prar.g_00095	Syac.g_00948, Syac.g_01975
OG0000004	Syah	Prar.g_00095	Syah.g_01967, Syah.g_00901
OG0000004	Syaf	Prar.g_00095	Syaf.g_02351, Syaf.g_02794
OG0000004	Syai	Prar.g_00095	Syai.g_01062, Syai.g_00530
OG0000004	Syam	Prar.g_00095	Syam.g_01499, Syam.g_00501
OG0000004	Syan	Prar.g_00095	Syan.g_00989
OG0000004	Syap	Prar.g_00095	Syap.g_01987
OG0000004	Praf	Prar.g_00095	Praf.g_00743
OG0000004	Prah	Prar.g_00095	Prah.g_01413
OG0000004	Prbj	Prar.g_00095	Prbj.g_01777
OG0000004	Prbk	Prar.g_00095	Prbk.g_01134
OG0000004	Prbl	Prar.g_00095	Prbl.g_01771
OG0000004	Prbm	Prar.g_00095	Prbm.g_00291
OG0000004	Praj	Prar.g_00095	Praj.g_00271
OG0000004	Prbb	Prar.g_00095	Prbb.g_00288
OG0000004	Prbc	Prar.g_00095	Prbc.g_00339
OG0000004	Pram	Prar.g_00095	Pram.g_00219
OG0000004	Prbh	Prar.g_00095	Prbh.g_00548
OG0000004	Prak	Prar.g_00095	Prak.g_00248
OG0000004	Prap	Prar.g_00095	Prap.g_01480
OG0000004	Prbe	Prar.g_00095	Prbe.g_01784
OG0000004	Prbf	Prar.g_00095	Prbf.g_01570
OG0000004	Prbg	Prar.g_00095	Prbg.g_01014
OG0000004	Prbn	Prar.g_00095	Prbn.g_00318
OG0000004	Prat	Prar.g_00095	Prat.g_00236
OG0000004	Pral	Prar.g_00095	Pral.g_00809
OG0000004	Prai	Prar.g_00095	Prai.g_00243
OG0000004	Prab	Prar.g_00095	Prab.g_00223
OG0000004	Pran	Prar.g_00095	Pran.g_00200
OG0000004	Prag	Prar.g_00095	Prag.g_00225
OG0000004	Praw	Prar.g_00095	Praw.g_01203
OG0000004	Praa	Prar.g_00095	Praa.g_00232
OG0000004	Pras	Prar.g_00095	Pras.g_01084
OG0000004	Prau	Prar.g_00095	Prau.g_00233
OG0000004	Prae	Prar.g_00095	Prae.g_00235
OG0000004	Prax	Prar.g_00095	Prax.g_00986
OG0000004	Pray	Prar.g_00095	Pray.g_00713
