Orthogroup	Species	Prap	Orthologs
OG0000000	Praw	Prap.g_01862	Praw.g_01780, Praw.g_00494, Praw.g_00455, Praw.g_00893, Praw.g_00974
OG0000000	Prae	Prap.g_01862	Prae.g_01580
OG0000000	Prbi	Prap.g_01862	Prbi.g_01709
OG0000000	Prax	Prap.g_01862	Prax.g_01608, Prax.g_00496
OG0000000	Prao	Prap.g_01862	Prao.g_01515
OG0000000	Prav	Prap.g_01862	Prav.g_01695, Prav.g_00973
OG0000000	Prat	Prap.g_01862	Prat.g_01549
OG0000000	Praf	Prap.g_01862	Praf.g_00813
OG0000000	Prah	Prap.g_01862	Prah.g_01348
OG0000000	Prbj	Prap.g_01862	Prbj.g_00164
OG0000000	Prbk	Prap.g_01862	Prbk.g_00165
OG0000000	Prbl	Prap.g_01862	Prbl.g_00116
OG0000000	Pral	Prap.g_01862	Pral.g_00037
OG0000000	Pram	Prap.g_01862	Pram.g_01511
OG0000000	Prbh	Prap.g_01862	Prbh.g_01903
OG0000000	Prak	Prap.g_01862	Prak.g_01562
OG0000000	Prbe	Prap.g_01862	Prbe.g_01119
OG0000000	Prbf	Prap.g_01862	Prbf.g_00776
OG0000000	Prbg	Prap.g_01862	Prbg.g_01567
OG0000000	Prbn	Prap.g_01862	Prbn.g_01662
OG0000000	Praa	Prap.g_00493, Prap.g_01861, Prap.g_01846	Praa.g_01597
OG0000000	Prad	Prap.g_00493, Prap.g_01861, Prap.g_01846	Prad.g_01297
OG0000000	Praj	Prap.g_00493	Praj.g_01307
OG0000000	Praj	Prap.g_01861	Praj.g_01307
OG0000000	Praj	Prap.g_00493	Praj.g_01359
OG0000000	Praj	Prap.g_01861	Praj.g_01359
OG0000000	Praj	Prap.g_00493	Praj.g_01732
OG0000000	Praj	Prap.g_01861	Praj.g_01732
OG0000000	Prak	Prap.g_00493	Prak.g_01209
OG0000000	Prak	Prap.g_01861	Prak.g_01209
OG0000000	Prak	Prap.g_00493	Prak.g_01563
OG0000000	Prak	Prap.g_01861	Prak.g_01563
OG0000000	Pral	Prap.g_00493	Pral.g_00038
OG0000000	Pral	Prap.g_01861	Pral.g_00038
OG0000000	Pral	Prap.g_00493	Pral.g_01333
OG0000000	Pral	Prap.g_01861	Pral.g_01333
OG0000000	Pram	Prap.g_00493	Pram.g_01512
OG0000000	Pram	Prap.g_01861	Pram.g_01512
OG0000000	Prbb	Prap.g_00493	Prbb.g_01123
OG0000000	Prbb	Prap.g_00493	Prbb.g_01352
OG0000000	Prbb	Prap.g_00493	Prbb.g_01403
OG0000000	Prbb	Prap.g_00493	Prbb.g_01787
OG0000000	Prbc	Prap.g_00493	Prbc.g_00618
OG0000000	Prbc	Prap.g_00493	Prbc.g_02167
OG0000000	Prbe	Prap.g_00493	Prbe.g_01120
OG0000000	Prbf	Prap.g_00493	Prbf.g_00775
OG0000000	Prbf	Prap.g_00493	Prbf.g_00881
OG0000000	Prbg	Prap.g_00493	Prbg.g_01523
OG0000000	Prbg	Prap.g_00493	Prbg.g_01568
OG0000000	Prbh	Prap.g_00493	Prbh.g_01902
OG0000000	Prbm	Prap.g_00493	Prbm.g_01119
OG0000000	Prbm	Prap.g_00493	Prbm.g_01404
OG0000000	Prbm	Prap.g_00493	Prbm.g_01810
OG0000000	Prbn	Prap.g_00493	Prbn.g_01152
OG0000000	Prbn	Prap.g_00493	Prbn.g_01663
OG0000000	Prbb	Prap.g_01861	Prbb.g_01123
OG0000000	Prbb	Prap.g_01861	Prbb.g_01352
OG0000000	Prbb	Prap.g_01861	Prbb.g_01403
OG0000000	Prbb	Prap.g_01861	Prbb.g_01787
OG0000000	Prbc	Prap.g_01861	Prbc.g_00618
OG0000000	Prbc	Prap.g_01861	Prbc.g_02167
OG0000000	Prbe	Prap.g_01861	Prbe.g_01120
OG0000000	Prbf	Prap.g_01861	Prbf.g_00775
OG0000000	Prbf	Prap.g_01861	Prbf.g_00881
OG0000000	Prbg	Prap.g_01861	Prbg.g_01523
OG0000000	Prbg	Prap.g_01861	Prbg.g_01568
OG0000000	Prbh	Prap.g_01861	Prbh.g_01902
OG0000000	Prbm	Prap.g_01861	Prbm.g_01119
OG0000000	Prbm	Prap.g_01861	Prbm.g_01404
OG0000000	Prbm	Prap.g_01861	Prbm.g_01810
OG0000000	Prbn	Prap.g_01861	Prbn.g_01152
OG0000000	Prbn	Prap.g_01861	Prbn.g_01663
OG0000000	Prat	Prap.g_01846	Prat.g_01189
OG0000000	Praj	Prap.g_01846	Praj.g_01100
OG0000000	Prbc	Prap.g_01846	Prbc.g_00608
OG0000000	Prbb	Prap.g_01846	Prbb.g_01145
OG0000000	Prbm	Prap.g_01846	Prbm.g_01141
OG0000000	Pram	Prap.g_01846	Pram.g_01556
OG0000000	Prbh	Prap.g_01846	Prbh.g_01858
OG0000000	Prak	Prap.g_01846	Prak.g_01578
OG0000000	Prbe	Prap.g_01846	Prbe.g_01052
OG0000000	Prbf	Prap.g_01846	Prbf.g_00760
OG0000000	Prbg	Prap.g_01846	Prbg.g_01583
OG0000000	Prbn	Prap.g_01846	Prbn.g_01678
OG0000001	Syar	Prap.g_01925, Prap.g_00653	Syar.g_00069
OG0000001	Syao	Prap.g_01925, Prap.g_00653	Syao.g_00314
OG0000001	Syat	Prap.g_01925, Prap.g_00653	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Prap.g_01925, Prap.g_00653	Syak.g_00342
OG0000001	Syag	Prap.g_01925, Prap.g_00653	Syag.g_00575
OG0000001	Syab	Prap.g_01925, Prap.g_00653	Syab.g_01549
OG0000001	Syal	Prap.g_01925, Prap.g_00653	Syal.g_02193
OG0000001	Prbj	Prap.g_01925, Prap.g_00653	Prbj.g_00672, Prbj.g_00169
OG0000001	Prbk	Prap.g_01925, Prap.g_00653	Prbk.g_01196, Prbk.g_00170
OG0000001	Prbl	Prap.g_01925, Prap.g_00653	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599
OG0000001	Praf	Prap.g_01925, Prap.g_00653	Praf.g_01895, Praf.g_00818, Praf.g_01896
OG0000001	Prah	Prap.g_01925, Prap.g_00653	Prah.g_00324, Prah.g_01343
OG0000001	Syam	Prap.g_01925, Prap.g_00653	Syam.g_00946
OG0000001	Syad	Prap.g_01925, Prap.g_00653	Syad.g_00628
OG0000001	Syaj	Prap.g_01925, Prap.g_00653	Syaj.g_02674
OG0000001	Syae	Prap.g_01925, Prap.g_00653	Syae.g_02061
OG0000001	Syac	Prap.g_01925, Prap.g_00653	Syac.g_02154
OG0000001	Syah	Prap.g_01925, Prap.g_00653	Syah.g_00726
OG0000001	Syaf	Prap.g_01925, Prap.g_00653	Syaf.g_01640
OG0000001	Syai	Prap.g_01925, Prap.g_00653	Syai.g_01716
OG0000001	Prbb	Prap.g_01925	Prbb.g_01611
OG0000001	Prbc	Prap.g_01925	Prbc.g_00588
OG0000001	Praj	Prap.g_01925	Praj.g_01549
OG0000001	Prbm	Prap.g_01925	Prbm.g_01633
OG0000001	Pral	Prap.g_01925	Pral.g_01236
OG0000001	Prat	Prap.g_01925	Prat.g_01285, Prat.g_01286
OG0000001	Prbh	Prap.g_01925	Prbh.g_00001
OG0000001	Pram	Prap.g_01925	Pram.g_01954, Pram.g_01953
OG0000001	Prak	Prap.g_01925	Prak.g_01302
OG0000001	Prbg	Prap.g_01925	Prbg.g_00502
OG0000001	Prbe	Prap.g_01925	Prbe.g_00400
OG0000001	Prbf	Prap.g_01925	Prbf.g_00068
OG0000001	Prbn	Prap.g_01925	Prbn.g_01213
OG0000001	Pral	Prap.g_00653	Pral.g_01671
OG0000001	Prat	Prap.g_00653	Prat.g_00851
OG0000001	Prbm	Prap.g_00653	Prbm.g_00496, Prbm.g_01940
OG0000001	Praj	Prap.g_00653	Praj.g_00463, Praj.g_01861
OG0000001	Prbb	Prap.g_00653	Prbb.g_00474, Prbb.g_01915
OG0000001	Prbc	Prap.g_00653	Prbc.g_01530, Prbc.g_00925
OG0000001	Pram	Prap.g_00653	Pram.g_00719
OG0000001	Prbh	Prap.g_00653	Prbh.g_00863
OG0000001	Prak	Prap.g_00653	Prak.g_00755
OG0000001	Prbg	Prap.g_00653	Prbg.g_01069
OG0000001	Prbe	Prap.g_00653	Prbe.g_00112
OG0000001	Prbf	Prap.g_00653	Prbf.g_00831
OG0000001	Prbn	Prap.g_00653	Prbn.g_01923
OG0000002	Syai	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syai.g_01728
OG0000002	Syam	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syam.g_00931
OG0000002	Syad	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syad.g_00619
OG0000002	Syaj	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syaj.g_02667
OG0000002	Syab	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syab.g_02285
OG0000002	Syac	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syac.g_01084
OG0000002	Syah	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Syah.g_01829
OG0000002	Prav	Prap.g_00720, Prap.g_00715	Prav.g_01466
OG0000002	Prag	Prap.g_00720, Prap.g_00715	Prag.g_01382
OG0000002	Praw	Prap.g_00720, Prap.g_00715	Praw.g_01009
OG0000002	Prad	Prap.g_00720, Prap.g_00715	Prad.g_00601
OG0000002	Prai	Prap.g_00720, Prap.g_00715	Prai.g_01363
OG0000002	Pras	Prap.g_00720, Prap.g_00715	Pras.g_00243
OG0000002	Prau	Prap.g_00720, Prap.g_00715	Prau.g_01402
OG0000002	Prax	Prap.g_00720, Prap.g_00715	Prax.g_01870
OG0000002	Prbd	Prap.g_00720, Prap.g_00715	Prbd.g_01771
OG0000002	Pray	Prap.g_00720, Prap.g_00715	Pray.g_01836
OG0000002	Praz	Prap.g_00720, Prap.g_00715	Praz.g_01146
OG0000002	Prba	Prap.g_00720, Prap.g_00715	Prba.g_00203
OG0000002	Prbi	Prap.g_00720, Prap.g_00715	Prbi.g_01432
OG0000002	Prac	Prap.g_00720, Prap.g_00715	Prac.g_00210
OG0000002	Praq	Prap.g_00720, Prap.g_00715	Praq.g_00168
OG0000002	Prar	Prap.g_00720, Prap.g_00715	Prar.g_00918
OG0000002	Prae	Prap.g_00720, Prap.g_00715	Prae.g_01361
OG0000002	Praa	Prap.g_00720, Prap.g_00715	Praa.g_01359
OG0000002	Prao	Prap.g_00720, Prap.g_00715	Prao.g_01246
OG0000002	Prbj	Prap.g_00720, Prap.g_00715	Prbj.g_02517
OG0000002	Prbk	Prap.g_00720, Prap.g_00715	Prbk.g_02574
OG0000002	Prbl	Prap.g_00720, Prap.g_00715	Prbl.g_01582
OG0000002	Praf	Prap.g_00720, Prap.g_00715	Praf.g_01631
OG0000002	Prah	Prap.g_00720, Prap.g_00715	Prah.g_00562
OG0000002	Praj	Prap.g_00720	Praj.g_00832
OG0000002	Prbc	Prap.g_00720	Prbc.g_01920
OG0000002	Prbb	Prap.g_00720	Prbb.g_00844
OG0000002	Prbm	Prap.g_00720	Prbm.g_00874
OG0000002	Pral	Prap.g_00720	Pral.g_01549
OG0000002	Prat	Prap.g_00720	Prat.g_00977
OG0000002	Pram	Prap.g_00720	Pram.g_00873
OG0000002	Prbh	Prap.g_00720	Prbh.g_01016
OG0000002	Prak	Prap.g_00720	Prak.g_00908
OG0000002	Prbe	Prap.g_00720	Prbe.g_01285
OG0000002	Prbf	Prap.g_00720	Prbf.g_01182
OG0000002	Prbg	Prap.g_00720	Prbg.g_01222
OG0000002	Prbn	Prap.g_00720	Prbn.g_01483
OG0000002	Pral	Prap.g_00715	Pral.g_01554
OG0000002	Pram	Prap.g_00715	Pram.g_00879
OG0000002	Prbh	Prap.g_00715	Prbh.g_01022
OG0000002	Prak	Prap.g_00715	Prak.g_00913
OG0000002	Prbe	Prap.g_00715	Prbe.g_01290
OG0000002	Prbf	Prap.g_00715	Prbf.g_01177
OG0000002	Prbg	Prap.g_00715	Prbg.g_01227
OG0000002	Prbn	Prap.g_00715	Prbn.g_01478
OG0000002	Prbj	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prbj.g_00030
OG0000002	Prbk	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prbk.g_01649
OG0000002	Prbl	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prbl.g_01092
OG0000002	Praf	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praf.g_00948
OG0000002	Prah	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prah.g_01226
OG0000002	Prag	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prag.g_00656
OG0000002	Praw	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praw.g_01844
OG0000002	Prav	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prav.g_01276
OG0000002	Prab	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prab.g_00683
OG0000002	Pran	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Pran.g_01500
OG0000002	Prai	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prai.g_00707
OG0000002	Prac	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prac.g_00693
OG0000002	Praq	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praq.g_00807
OG0000002	Prar	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prar.g_01508
OG0000002	Pras	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Pras.g_01554
OG0000002	Prau	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prau.g_00718
OG0000002	Praa	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praa.g_00678
OG0000002	Prae	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prae.g_00652
OG0000002	Prax	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prax.g_00964
OG0000002	Prbi	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prbi.g_00681
OG0000002	Prao	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prao.g_00116
OG0000002	Pray	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Pray.g_01085
OG0000002	Praz	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praz.g_01652
OG0000002	Prba	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prba.g_01639
OG0000002	Prbd	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prbd.g_00566
OG0000002	Prad	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Prad.g_01252
OG0000002	Praj	Prap.g_00486	Praj.g_01489
OG0000002	Prbb	Prap.g_00486	Prbb.g_01546
OG0000002	Prbm	Prap.g_00486	Prbm.g_01578
OG0000002	Prbc	Prap.g_00486	Prbc.g_01475
OG0000002	Pral	Prap.g_00486	Pral.g_01340
OG0000002	Prat	Prap.g_00486	Prat.g_01184
OG0000002	Pram	Prap.g_00486	Pram.g_01170
OG0000002	Prbh	Prap.g_00486	Prbh.g_01313
OG0000002	Prak	Prap.g_00486	Prak.g_01202
OG0000002	Prbe	Prap.g_00486	Prbe.g_01579
OG0000002	Prbf	Prap.g_00486	Prbf.g_00888
OG0000002	Prbg	Prap.g_00486	Prbg.g_01516
OG0000002	Prbn	Prap.g_00486	Prbn.g_01159
OG0000002	Praj	Prap.g_01946, Prap.g_00484	Praj.g_01488
OG0000002	Prbb	Prap.g_01946, Prap.g_00484	Prbb.g_01545
OG0000002	Prbc	Prap.g_01946, Prap.g_00484	Prbc.g_01474
OG0000002	Prbm	Prap.g_01946, Prap.g_00484	Prbm.g_01577
OG0000002	Pral	Prap.g_01946	Pral.g_00430
OG0000002	Prat	Prap.g_01946	Prat.g_01487
OG0000002	Pram	Prap.g_01946	Pram.g_01471
OG0000002	Prbh	Prap.g_01946	Prbh.g_00006
OG0000002	Prak	Prap.g_01946	Prak.g_01323
OG0000002	Prbe	Prap.g_01946	Prbe.g_00379
OG0000002	Prbf	Prap.g_01946	Prbf.g_00089
OG0000002	Prbg	Prap.g_01946	Prbg.g_00523
OG0000002	Prbn	Prap.g_01946	Prbn.g_01234
OG0000002	Pral	Prap.g_00484	Pral.g_01342
OG0000002	Prat	Prap.g_00484	Prat.g_01182
OG0000002	Pram	Prap.g_00484	Pram.g_01168
OG0000002	Prbh	Prap.g_00484	Prbh.g_01311
OG0000002	Prak	Prap.g_00484	Prak.g_01200
OG0000002	Prbe	Prap.g_00484	Prbe.g_01577
OG0000002	Prbf	Prap.g_00484	Prbf.g_00890
OG0000002	Prbg	Prap.g_00484	Prbg.g_01514
OG0000002	Prbn	Prap.g_00484	Prbn.g_01161
OG0000002	Praj	Prap.g_00491	Praj.g_01493, Praj.g_01487
OG0000002	Prbb	Prap.g_00491	Prbb.g_01550, Prbb.g_01544
OG0000002	Prbc	Prap.g_00491	Prbc.g_01479, Prbc.g_01473
OG0000002	Prbm	Prap.g_00491	Prbm.g_01582, Prbm.g_01576
OG0000002	Prat	Prap.g_00491	Prat.g_01187
OG0000002	Pral	Prap.g_00491	Pral.g_01337
OG0000002	Pram	Prap.g_00491	Pram.g_01174
OG0000002	Prbh	Prap.g_00491	Prbh.g_01317
OG0000002	Prak	Prap.g_00491	Prak.g_01207
OG0000002	Prbe	Prap.g_00491	Prbe.g_01584
OG0000002	Prbf	Prap.g_00491	Prbf.g_00883
OG0000002	Prbg	Prap.g_00491	Prbg.g_01521
OG0000002	Prbn	Prap.g_00491	Prbn.g_01154
OG0000002	Praj	Prap.g_00224	Praj.g_01492
OG0000002	Prbb	Prap.g_00224	Prbb.g_01549
OG0000002	Prbc	Prap.g_00224	Prbc.g_01478
OG0000002	Prbm	Prap.g_00224	Prbm.g_01581
OG0000002	Pram	Prap.g_00224	Pram.g_01278
OG0000002	Prbh	Prap.g_00224	Prbh.g_00199
OG0000002	Pral	Prap.g_00224	Pral.g_01052
OG0000002	Prat	Prap.g_00224	Prat.g_01462
OG0000002	Prak	Prap.g_00224	Prak.g_01494
OG0000002	Prbe	Prap.g_00224	Prbe.g_00208
OG0000002	Prbf	Prap.g_00224	Prbf.g_00260
OG0000002	Prbg	Prap.g_00224	Prbg.g_00694
OG0000002	Prbn	Prap.g_00224	Prbn.g_00879
OG0000002	Prbm	Prap.g_00823	Prbm.g_00712
OG0000002	Praj	Prap.g_00823	Praj.g_00670
OG0000002	Prbc	Prap.g_00823	Prbc.g_01759
OG0000002	Prbb	Prap.g_00823	Prbb.g_00683
OG0000002	Pral	Prap.g_00823	Pral.g_01764
OG0000002	Prat	Prap.g_00823	Prat.g_00751
OG0000002	Pram	Prap.g_00823	Pram.g_00768
OG0000002	Prbh	Prap.g_00823	Prbh.g_00912
OG0000002	Prak	Prap.g_00823	Prak.g_00805
OG0000002	Prbe	Prap.g_00823	Prbe.g_00452
OG0000002	Prbf	Prap.g_00823	Prbf.g_01285
OG0000002	Prbg	Prap.g_00823	Prbg.g_01119
OG0000002	Prbn	Prap.g_00823	Prbn.g_01586
OG0000004	Syaq	Prap.g_00802	Syaq.g_02603
OG0000004	Praj	Prap.g_00802	Praj.g_01396
OG0000004	Prbc	Prap.g_00802	Prbc.g_01381
OG0000004	Prbm	Prap.g_00802	Prbm.g_01483
OG0000004	Prbb	Prap.g_00802	Prbb.g_01450
OG0000004	Syan	Prap.g_00802	Syan.g_00183
OG0000004	Syar	Prap.g_00802	Syar.g_02051
OG0000004	Syas	Prap.g_00802	Syas.g_00176
OG0000004	Syao	Prap.g_00802	Syao.g_02374
OG0000004	Syae	Prap.g_00802	Syae.g_00779
OG0000004	Syac	Prap.g_00802	Syac.g_00898
OG0000004	Syah	Prap.g_00802	Syah.g_02017
OG0000004	Syam	Prap.g_00802	Syam.g_00787
OG0000004	Syai	Prap.g_00802	Syai.g_01994
OG0000004	Syaf	Prap.g_00802	Syaf.g_01455
OG0000004	Syaa	Prap.g_00802	Syaa.g_00892
OG0000004	Syad	Prap.g_00802	Syad.g_01304
OG0000004	Syaj	Prap.g_00802	Syaj.g_00441
OG0000004	Syab	Prap.g_00802	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prap.g_00802	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prap.g_00802	Syag.g_00988
OG0000004	Syal	Prap.g_00802	Syal.g_01809
OG0000004	Prbj	Prap.g_00802	Prbj.g_00754
OG0000004	Prbk	Prap.g_00802	Prbk.g_01760
OG0000004	Prbl	Prap.g_00802	Prbl.g_00021
OG0000004	Praf	Prap.g_00802	Praf.g_01121
OG0000004	Prah	Prap.g_00802	Prah.g_01022
OG0000004	Prab	Prap.g_00802	Prab.g_00700
OG0000004	Pran	Prap.g_00802	Pran.g_01483
OG0000004	Prai	Prap.g_00802	Prai.g_00724
OG0000004	Prad	Prap.g_00802	Prad.g_01269
OG0000004	Praa	Prap.g_00802	Praa.g_00695
OG0000004	Pray	Prap.g_00802	Pray.g_01068
OG0000004	Praz	Prap.g_00802	Praz.g_01635
OG0000004	Prba	Prap.g_00802	Prba.g_01622
OG0000004	Prax	Prap.g_00802	Prax.g_00947
OG0000004	Prag	Prap.g_00802	Prag.g_00673
OG0000004	Praw	Prap.g_00802	Praw.g_01827
OG0000004	Prac	Prap.g_00802	Prac.g_00676
OG0000004	Praq	Prap.g_00802	Praq.g_00824
OG0000004	Prar	Prap.g_00802	Prar.g_01525
OG0000004	Prae	Prap.g_00802	Prae.g_00669
OG0000004	Prbd	Prap.g_00802	Prbd.g_00549
OG0000004	Prav	Prap.g_00802	Prav.g_01293
OG0000004	Prao	Prap.g_00802	Prao.g_00133
OG0000004	Prbi	Prap.g_00802	Prbi.g_00698
OG0000004	Pras	Prap.g_00802	Pras.g_01571
OG0000004	Prau	Prap.g_00802	Prau.g_00735
OG0000004	Pral	Prap.g_00802	Pral.g_01743
OG0000004	Prat	Prap.g_00802	Prat.g_00772
OG0000004	Pram	Prap.g_00802	Pram.g_00789
OG0000004	Prbh	Prap.g_00802	Prbh.g_00933
OG0000004	Prak	Prap.g_00802	Prak.g_00826
OG0000004	Prbe	Prap.g_00802	Prbe.g_01203
OG0000004	Prbf	Prap.g_00802	Prbf.g_01264
OG0000004	Prbg	Prap.g_00802	Prbg.g_01140
OG0000004	Prbn	Prap.g_00802	Prbn.g_01565
OG0000004	Syar	Prap.g_01480	Syar.g_02225, Syar.g_00842
OG0000004	Syao	Prap.g_01480	Syao.g_01271, Syao.g_01007
OG0000004	Syas	Prap.g_01480	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072
