Orthogroup	Species	Prbm	Orthologs
OG0000000	Praa	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Praa.g_01300
OG0000000	Prao	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prao.g_01294
OG0000000	Pras	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Pras.g_00184
OG0000000	Prau	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prau.g_01352
OG0000000	Prax	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prax.g_01917
OG0000000	Pray	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Pray.g_01888
OG0000000	Praz	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Praz.g_01198
OG0000000	Prba	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prba.g_01174
OG0000000	Prbd	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prbd.g_01833
OG0000000	Prbi	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prbi.g_01373
OG0000000	Prae	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prae.g_01310
OG0000000	Prag	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prag.g_01647, Prag.g_00719, Prag.g_01335
OG0000000	Praw	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Praw.g_00493, Praw.g_01782, Praw.g_00961
OG0000000	Prad	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prad.g_00352
OG0000000	Prav	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381	Prav.g_01736, Prav.g_01415
OG0000000	Praj	Prbm.g_01408	Praj.g_00419
OG0000000	Praj	Prbm.g_01408	Praj.g_01356
OG0000000	Prbb	Prbm.g_01408	Prbb.g_00433
OG0000000	Prbb	Prbm.g_01408	Prbb.g_01318
OG0000000	Prbb	Prbm.g_01408	Prbb.g_01353
OG0000000	Praj	Prbm.g_01115	Praj.g_01076
OG0000000	Prbc	Prbm.g_01115	Prbc.g_02163
OG0000000	Prbb	Prbm.g_01115	Prbb.g_01119
OG0000000	Praj	Prbm.g_00437	Praj.g_01201
OG0000000	Praj	Prbm.g_01228	Praj.g_01201
OG0000000	Praj	Prbm.g_01312	Praj.g_01201
OG0000000	Praj	Prbm.g_01381	Praj.g_01201
OG0000000	Praj	Prbm.g_00437	Praj.g_01271
OG0000000	Praj	Prbm.g_01228	Praj.g_01271
OG0000000	Praj	Prbm.g_01312	Praj.g_01271
OG0000000	Praj	Prbm.g_01381	Praj.g_01271
OG0000000	Praj	Prbm.g_00437	Praj.g_01308
OG0000000	Praj	Prbm.g_01228	Praj.g_01308
OG0000000	Praj	Prbm.g_01312	Praj.g_01308
OG0000000	Praj	Prbm.g_01381	Praj.g_01308
OG0000000	Prbb	Prbm.g_00437	Prbb.g_01243
OG0000000	Prbb	Prbm.g_01228	Prbb.g_01243
OG0000000	Prbb	Prbm.g_01312	Prbb.g_01243
OG0000000	Prbb	Prbm.g_01381	Prbb.g_01243
OG0000000	Prbb	Prbm.g_00437	Prbb.g_01400
OG0000000	Prbb	Prbm.g_01228	Prbb.g_01400
OG0000000	Prbb	Prbm.g_01312	Prbb.g_01400
OG0000000	Prbb	Prbm.g_01381	Prbb.g_01400
OG0000000	Prbc	Prbm.g_00437	Prbc.g_00103
OG0000000	Prbc	Prbm.g_01228	Prbc.g_00103
OG0000000	Prbc	Prbm.g_01312	Prbc.g_00103
OG0000000	Prbc	Prbm.g_01381	Prbc.g_00103
OG0000000	Pral	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Pral.g_00040, Pral.g_01332
OG0000000	Pram	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Pram.g_01513, Pram.g_01176
OG0000000	Prbh	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbh.g_01901, Prbh.g_01319
OG0000000	Prak	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prak.g_01210
OG0000000	Prap	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prap.g_00494
OG0000000	Prbe	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbe.g_01587
OG0000000	Prbf	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbf.g_00880
OG0000000	Prbg	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbg.g_01524
OG0000000	Prbn	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbn.g_01151
OG0000000	Prat	Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prat.g_01190
OG0000000	Praj	Prbm.g_01140	Praj.g_01099
OG0000000	Prbc	Prbm.g_01140	Prbc.g_00609
OG0000000	Prbb	Prbm.g_01140	Prbb.g_01144
OG0000000	Praj	Prbm.g_01814	Praj.g_01737
OG0000000	Prbb	Prbm.g_01814	Prbb.g_01792
OG0000000	Prbc	Prbm.g_01814	Prbc.g_00812
OG0000000	Prbb	Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbb.g_00429, Prbb.g_01246, Prbb.g_01321, Prbb.g_01356
OG0000000	Praj	Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Praj.g_00415, Praj.g_01204, Praj.g_01274, Praj.g_01311
OG0000000	Pral	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Pral.g_00037
OG0000000	Prak	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prak.g_01562
OG0000000	Prap	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prap.g_01862
OG0000000	Prbe	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbe.g_01119
OG0000000	Prbf	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbf.g_00776
OG0000000	Prbg	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbg.g_01567
OG0000000	Prbn	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbn.g_01662
OG0000000	Pram	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Pram.g_01511
OG0000000	Prbh	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808, Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbh.g_01903
OG0000000	Pras	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Pras.g_00493
OG0000000	Prai	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prai.g_01612
OG0000000	Prac	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prac.g_00277
OG0000000	Praq	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Praq.g_01956
OG0000000	Prar	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prar.g_00713
OG0000000	Prau	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prau.g_01665
OG0000000	Praa	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Praa.g_01235
OG0000000	Prbd	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prbd.g_01914
OG0000000	Pray	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Pray.g_01576
OG0000000	Praz	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Praz.g_00894
OG0000000	Prba	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prba.g_00243
OG0000000	Prad	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808	Prad.g_01982
OG0000000	Praj	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406	Praj.g_00418, Praj.g_01077, Praj.g_01357
OG0000000	Prbb	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406	Prbb.g_00432, Prbb.g_01120, Prbb.g_01401
OG0000000	Prbc	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406	Prbc.g_02164
OG0000000	Prbc	Prbm.g_01808	Prbc.g_00806
OG0000000	Praj	Prbm.g_01808	Praj.g_01730
OG0000000	Prbb	Prbm.g_01808	Prbb.g_01785
OG0000000	Prac	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prac.g_00292
OG0000000	Praq	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Praq.g_00026
OG0000000	Prar	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prar.g_00729
OG0000000	Prab	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prab.g_00760, Prab.g_01630, Prab.g_01598
OG0000000	Pran	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Pran.g_01423, Pran.g_00931, Pran.g_00601
OG0000000	Prag	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prag.g_00721, Prag.g_01648, Prag.g_01608, Prag.g_01230, Prag.g_01348
OG0000000	Praw	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Praw.g_01780, Praw.g_00494, Praw.g_00455, Praw.g_00893, Praw.g_00974
OG0000000	Praa	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Praa.g_01598, Praa.g_01244
OG0000000	Pras	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Pras.g_00470
OG0000000	Prau	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prau.g_01648
OG0000000	Prad	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prad.g_00392
OG0000000	Prbd	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbd.g_01568
OG0000000	Prae	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prae.g_01580
OG0000000	Prbi	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbi.g_01709
OG0000000	Pray	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Pray.g_01603
OG0000000	Praz	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Praz.g_00921
OG0000000	Prba	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prba.g_00269
OG0000000	Prax	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prax.g_01608, Prax.g_00496
OG0000000	Prai	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prai.g_01592
OG0000000	Prao	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prao.g_01515
OG0000000	Prav	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prav.g_01695, Prav.g_00973
OG0000000	Prat	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prat.g_01549
OG0000000	Praf	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Praf.g_00813
OG0000000	Prah	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prah.g_01348
OG0000000	Prbj	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbj.g_00164
OG0000000	Prbk	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbk.g_00165
OG0000000	Prbl	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436	Prbl.g_00116
OG0000000	Praj	Prbm.g_01117	Praj.g_01272
OG0000000	Praj	Prbm.g_01117	Praj.g_01309
OG0000000	Prbb	Prbm.g_01117	Prbb.g_00431
OG0000000	Prbb	Prbm.g_01117	Prbb.g_01121
OG0000000	Prbb	Prbm.g_01117	Prbb.g_01319
OG0000000	Prbc	Prbm.g_01117	Prbc.g_02165
OG0000000	Praj	Prbm.g_01229, Prbm.g_01382	Praj.g_01078
OG0000000	Prbb	Prbm.g_01407, Prbm.g_00436	Prbb.g_01244
OG0000000	Praj	Prbm.g_01407, Prbm.g_00436	Praj.g_00417, Praj.g_01202
OG0000000	Praa	Prbm.g_01119, Prbm.g_01404, Prbm.g_01810, Prbm.g_01141	Praa.g_01597
OG0000000	Prad	Prbm.g_01119, Prbm.g_01404, Prbm.g_01810, Prbm.g_01141	Prad.g_01297
OG0000000	Praj	Prbm.g_01119	Praj.g_01307
OG0000000	Praj	Prbm.g_01404	Praj.g_01307
OG0000000	Praj	Prbm.g_01810	Praj.g_01307
OG0000000	Praj	Prbm.g_01119	Praj.g_01359
OG0000000	Praj	Prbm.g_01404	Praj.g_01359
OG0000000	Praj	Prbm.g_01810	Praj.g_01359
OG0000000	Praj	Prbm.g_01119	Praj.g_01732
OG0000000	Praj	Prbm.g_01404	Praj.g_01732
OG0000000	Praj	Prbm.g_01810	Praj.g_01732
OG0000000	Prak	Prbm.g_01119	Prak.g_01209
OG0000000	Prak	Prbm.g_01404	Prak.g_01209
OG0000000	Prak	Prbm.g_01810	Prak.g_01209
OG0000000	Prak	Prbm.g_01119	Prak.g_01563
OG0000000	Prak	Prbm.g_01404	Prak.g_01563
OG0000000	Prak	Prbm.g_01810	Prak.g_01563
OG0000000	Pral	Prbm.g_01119	Pral.g_00038
OG0000000	Pral	Prbm.g_01404	Pral.g_00038
OG0000000	Pral	Prbm.g_01810	Pral.g_00038
OG0000000	Pral	Prbm.g_01119	Pral.g_01333
OG0000000	Pral	Prbm.g_01404	Pral.g_01333
OG0000000	Pral	Prbm.g_01810	Pral.g_01333
OG0000000	Pram	Prbm.g_01119	Pram.g_01512
OG0000000	Pram	Prbm.g_01404	Pram.g_01512
OG0000000	Pram	Prbm.g_01810	Pram.g_01512
OG0000000	Prap	Prbm.g_01119	Prap.g_00493
OG0000000	Prap	Prbm.g_01404	Prap.g_00493
OG0000000	Prap	Prbm.g_01810	Prap.g_00493
OG0000000	Prap	Prbm.g_01119	Prap.g_01861
OG0000000	Prap	Prbm.g_01404	Prap.g_01861
OG0000000	Prap	Prbm.g_01810	Prap.g_01861
OG0000000	Prbb	Prbm.g_01119	Prbb.g_01123
OG0000000	Prbb	Prbm.g_01404	Prbb.g_01123
OG0000000	Prbb	Prbm.g_01810	Prbb.g_01123
OG0000000	Prbb	Prbm.g_01119	Prbb.g_01352
OG0000000	Prbb	Prbm.g_01404	Prbb.g_01352
OG0000000	Prbb	Prbm.g_01810	Prbb.g_01352
OG0000000	Prbb	Prbm.g_01119	Prbb.g_01403
OG0000000	Prbb	Prbm.g_01404	Prbb.g_01403
OG0000000	Prbb	Prbm.g_01810	Prbb.g_01403
OG0000000	Prbb	Prbm.g_01119	Prbb.g_01787
OG0000000	Prbb	Prbm.g_01404	Prbb.g_01787
OG0000000	Prbb	Prbm.g_01810	Prbb.g_01787
OG0000000	Prbc	Prbm.g_01119	Prbc.g_00618
OG0000000	Prbc	Prbm.g_01404	Prbc.g_00618
OG0000000	Prbc	Prbm.g_01810	Prbc.g_00618
OG0000000	Prbc	Prbm.g_01119	Prbc.g_02167
OG0000000	Prbc	Prbm.g_01404	Prbc.g_02167
OG0000000	Prbc	Prbm.g_01810	Prbc.g_02167
OG0000000	Prbe	Prbm.g_01119	Prbe.g_01120
OG0000000	Prbe	Prbm.g_01404	Prbe.g_01120
OG0000000	Prbe	Prbm.g_01810	Prbe.g_01120
OG0000000	Prbf	Prbm.g_01119	Prbf.g_00775
OG0000000	Prbf	Prbm.g_01404	Prbf.g_00775
OG0000000	Prbf	Prbm.g_01810	Prbf.g_00775
OG0000000	Prbf	Prbm.g_01119	Prbf.g_00881
OG0000000	Prbf	Prbm.g_01404	Prbf.g_00881
OG0000000	Prbf	Prbm.g_01810	Prbf.g_00881
OG0000000	Prbg	Prbm.g_01119	Prbg.g_01523
OG0000000	Prbg	Prbm.g_01404	Prbg.g_01523
OG0000000	Prbg	Prbm.g_01810	Prbg.g_01523
OG0000000	Prbg	Prbm.g_01119	Prbg.g_01568
OG0000000	Prbg	Prbm.g_01404	Prbg.g_01568
OG0000000	Prbg	Prbm.g_01810	Prbg.g_01568
OG0000000	Prbh	Prbm.g_01119	Prbh.g_01902
OG0000000	Prbh	Prbm.g_01404	Prbh.g_01902
OG0000000	Prbh	Prbm.g_01810	Prbh.g_01902
OG0000000	Prbn	Prbm.g_01119	Prbn.g_01152
OG0000000	Prbn	Prbm.g_01119	Prbn.g_01663
OG0000000	Prbn	Prbm.g_01404	Prbn.g_01152
OG0000000	Prbn	Prbm.g_01404	Prbn.g_01663
OG0000000	Prbn	Prbm.g_01810	Prbn.g_01152
OG0000000	Prbn	Prbm.g_01810	Prbn.g_01663
OG0000000	Prat	Prbm.g_01141	Prat.g_01189
OG0000000	Prak	Prbm.g_01141	Prak.g_01578
OG0000000	Prap	Prbm.g_01141	Prap.g_01846
OG0000000	Prbe	Prbm.g_01141	Prbe.g_01052
OG0000000	Prbf	Prbm.g_01141	Prbf.g_00760
OG0000000	Prbg	Prbm.g_01141	Prbg.g_01583
OG0000000	Prbn	Prbm.g_01141	Prbn.g_01678
OG0000000	Pram	Prbm.g_01141	Pram.g_01556
OG0000000	Prbh	Prbm.g_01141	Prbh.g_01858
OG0000000	Praj	Prbm.g_01141	Praj.g_01100
OG0000000	Prbc	Prbm.g_01141	Prbc.g_00608
OG0000000	Prbb	Prbm.g_01141	Prbb.g_01145
OG0000001	Syar	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syar.g_00069
OG0000001	Syao	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syao.g_00314
OG0000001	Syat	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syak.g_00342
OG0000001	Syag	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syag.g_00575
OG0000001	Syab	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syab.g_01549
OG0000001	Syal	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syal.g_02193
OG0000001	Prbj	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Prbj.g_00672, Prbj.g_00169
OG0000001	Prbk	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Prbk.g_01196, Prbk.g_00170
OG0000001	Prbl	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599
OG0000001	Praf	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Praf.g_01895, Praf.g_00818, Praf.g_01896
OG0000001	Prah	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Prah.g_00324, Prah.g_01343
OG0000001	Syam	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syam.g_00946
OG0000001	Syad	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syad.g_00628
OG0000001	Syaj	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syaj.g_02674
OG0000001	Syae	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syae.g_02061
OG0000001	Syac	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syac.g_02154
OG0000001	Syah	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syah.g_00726
OG0000001	Syaf	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syaf.g_01640
OG0000001	Syai	Prbm.g_01633, Prbm.g_01905, Prbm.g_01906, Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Syai.g_01716
OG0000001	Pral	Prbm.g_01633	Pral.g_01236
OG0000001	Prat	Prbm.g_01633	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Prbm.g_01633	Prak.g_01302
OG0000001	Prbg	Prbm.g_01633	Prbg.g_00502
OG0000001	Prap	Prbm.g_01633	Prap.g_01925
OG0000001	Prbe	Prbm.g_01633	Prbe.g_00400
OG0000001	Prbf	Prbm.g_01633	Prbf.g_00068
OG0000001	Prbn	Prbm.g_01633	Prbn.g_01213
OG0000001	Prbh	Prbm.g_01633	Prbh.g_00001
OG0000001	Pram	Prbm.g_01633	Pram.g_01954, Pram.g_01953
OG0000001	Prbb	Prbm.g_01633	Prbb.g_01611
OG0000001	Prbc	Prbm.g_01633	Prbc.g_00588
OG0000001	Praj	Prbm.g_01633	Praj.g_01549
OG0000001	Prag	Prbm.g_01905, Prbm.g_01906	Prag.g_01654
OG0000001	Praw	Prbm.g_01905, Prbm.g_01906	Praw.g_00500
OG0000001	Prav	Prbm.g_01905, Prbm.g_01906	Prav.g_01748
OG0000001	Prbi	Prbm.g_01905, Prbm.g_01906	Prbi.g_01542, Prbi.g_01763
