Orthogroup	Species	Syad	Orthologs
OG0000002	Prax	Syad.g_00619	Prax.g_01870, Prax.g_00964
OG0000002	Prbd	Syad.g_00619	Prbd.g_01771, Prbd.g_00566
OG0000002	Pray	Syad.g_00619	Pray.g_01836, Pray.g_01085
OG0000002	Praz	Syad.g_00619	Praz.g_01146, Praz.g_01652
OG0000002	Prba	Syad.g_00619	Prba.g_00203, Prba.g_01639
OG0000002	Prbi	Syad.g_00619	Prbi.g_01432, Prbi.g_00681
OG0000002	Prac	Syad.g_00619	Prac.g_00210, Prac.g_00693
OG0000002	Praq	Syad.g_00619	Praq.g_00168, Praq.g_00807
OG0000002	Prar	Syad.g_00619	Prar.g_00918, Prar.g_01508
OG0000002	Prae	Syad.g_00619	Prae.g_01361, Prae.g_00652
OG0000002	Praa	Syad.g_00619	Praa.g_01359, Praa.g_00678
OG0000002	Prao	Syad.g_00619	Prao.g_01246, Prao.g_00116
OG0000002	Prab	Syad.g_00619	Prab.g_00683
OG0000002	Pran	Syad.g_00619	Pran.g_01500
OG0000002	Syai	Syad.g_00619	Syai.g_01728
OG0000002	Syam	Syad.g_00619	Syam.g_00931
OG0000002	Syab	Syad.g_00619	Syab.g_02285
OG0000002	Syac	Syad.g_00619	Syac.g_01084
OG0000002	Syah	Syad.g_00619	Syah.g_01829
OG0000002	Syaj	Syad.g_00619	Syaj.g_02667
OG0000003	Syaq	Syad.g_01931, Syad.g_01926, Syad.g_02599, Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996, Syad.g_01327, Syad.g_01331	Syaq.g_00887
OG0000003	Praf	Syad.g_01931, Syad.g_01926, Syad.g_02599	Praf.g_02727
OG0000003	Prbj	Syad.g_01931, Syad.g_01926, Syad.g_02599	Prbj.g_02017
OG0000003	Prbk	Syad.g_01931, Syad.g_01926, Syad.g_02599	Prbk.g_02222
OG0000003	Prbl	Syad.g_01931, Syad.g_01926, Syad.g_02599	Prbl.g_02177
OG0000003	Syag	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Syag.g_00691, Syag.g_01261, Syag.g_00931, Syag.g_01260
OG0000003	Syan	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Syan.g_01063, Syan.g_01258, Syan.g_02794, Syan.g_01055
OG0000003	Syal	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Syal.g_02153
OG0000003	Praf	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Praf.g_02523, Praf.g_01086, Praf.g_02530, Praf.g_01260, Praf.g_02464, Praf.g_01101, Praf.g_01162, Praf.g_00199, Praf.g_00383, Praf.g_01762, Praf.g_02595, Praf.g_01088, Praf.g_01104, Praf.g_01995, Praf.g_00381, Praf.g_00343, Praf.g_00382, Praf.g_00473
OG0000003	Prah	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Prah.g_02447, Prah.g_00270, Prah.g_01119, Prah.g_02431, Prah.g_01063, Prah.g_00269, Prah.g_00926, Prah.g_00927, Prah.g_02435, Prah.g_00281, Prah.g_01075, Prah.g_00275, Prah.g_02449, Prah.g_02433, Prah.g_00169, Prah.g_00935, Prah.g_02436, Prah.g_00271, Prah.g_00273, Prah.g_00930, Prah.g_02446, Prah.g_00226, Prah.g_00272, Prah.g_02434, Prah.g_02451, Prah.g_02432, Prah.g_01064
OG0000003	Syas	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Syas.g_00054
OG0000003	Prbj	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Prbj.g_00170, Prbj.g_01574, Prbj.g_02693, Prbj.g_02694, Prbj.g_00096, Prbj.g_02605, Prbj.g_00226, Prbj.g_00059, Prbj.g_00058, Prbj.g_00079
OG0000003	Prbk	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349
OG0000003	Prbl	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996	Prbl.g_01929, Prbl.g_01308, Prbl.g_02640, Prbl.g_02639, Prbl.g_00656, Prbl.g_00202, Prbl.g_00139, Prbl.g_01063, Prbl.g_01064, Prbl.g_00673
OG0000003	Syag	Syad.g_01327, Syad.g_01331	Syag.g_02658
OG0000003	Syab	Syad.g_01327, Syad.g_01331	Syab.g_01580
OG0000003	Prbj	Syad.g_01327, Syad.g_01331	Prbj.g_01916, Prbj.g_01831
OG0000003	Prbk	Syad.g_01327, Syad.g_01331	Prbk.g_02121, Prbk.g_00049
OG0000003	Prbl	Syad.g_01327, Syad.g_01331	Prbl.g_02278, Prbl.g_00920
OG0000003	Praf	Syad.g_01327, Syad.g_01331	Praf.g_01103
OG0000003	Prah	Syad.g_01327, Syad.g_01331	Prah.g_01005, Prah.g_01056
OG0000004	Syaq	Syad.g_01304	Syaq.g_02603
OG0000004	Praj	Syad.g_01304	Praj.g_01396
OG0000004	Prbc	Syad.g_01304	Prbc.g_01381
OG0000004	Prbm	Syad.g_01304	Prbm.g_01483
OG0000004	Prbb	Syad.g_01304	Prbb.g_01450
OG0000004	Syan	Syad.g_01304	Syan.g_00183
OG0000004	Syar	Syad.g_01304	Syar.g_02051
OG0000004	Syas	Syad.g_01304	Syas.g_00176
OG0000004	Syao	Syad.g_01304	Syao.g_02374
OG0000004	Prbj	Syad.g_01304	Prbj.g_00754
OG0000004	Prbk	Syad.g_01304	Prbk.g_01760
OG0000004	Prbl	Syad.g_01304	Prbl.g_00021
OG0000004	Praf	Syad.g_01304	Praf.g_01121
OG0000004	Prah	Syad.g_01304	Prah.g_01022
OG0000004	Prab	Syad.g_01304	Prab.g_00700
OG0000004	Pran	Syad.g_01304	Pran.g_01483
OG0000004	Prai	Syad.g_01304	Prai.g_00724
OG0000004	Prad	Syad.g_01304	Prad.g_01269
OG0000004	Praa	Syad.g_01304	Praa.g_00695
OG0000004	Pray	Syad.g_01304	Pray.g_01068
OG0000004	Praz	Syad.g_01304	Praz.g_01635
OG0000004	Prba	Syad.g_01304	Prba.g_01622
OG0000004	Prax	Syad.g_01304	Prax.g_00947
OG0000004	Prag	Syad.g_01304	Prag.g_00673
OG0000004	Praw	Syad.g_01304	Praw.g_01827
OG0000004	Prac	Syad.g_01304	Prac.g_00676
OG0000004	Praq	Syad.g_01304	Praq.g_00824
OG0000004	Prar	Syad.g_01304	Prar.g_01525
OG0000004	Prae	Syad.g_01304	Prae.g_00669
OG0000004	Prbd	Syad.g_01304	Prbd.g_00549
OG0000004	Prav	Syad.g_01304	Prav.g_01293
OG0000004	Prao	Syad.g_01304	Prao.g_00133
OG0000004	Prbi	Syad.g_01304	Prbi.g_00698
OG0000004	Pras	Syad.g_01304	Pras.g_01571
OG0000004	Prau	Syad.g_01304	Prau.g_00735
OG0000004	Pral	Syad.g_01304	Pral.g_01743
OG0000004	Prat	Syad.g_01304	Prat.g_00772
OG0000004	Prak	Syad.g_01304	Prak.g_00826
OG0000004	Prap	Syad.g_01304	Prap.g_00802
OG0000004	Prbe	Syad.g_01304	Prbe.g_01203
OG0000004	Prbf	Syad.g_01304	Prbf.g_01264
OG0000004	Prbg	Syad.g_01304	Prbg.g_01140
OG0000004	Prbn	Syad.g_01304	Prbn.g_01565
OG0000004	Pram	Syad.g_01304	Pram.g_00789
OG0000004	Prbh	Syad.g_01304	Prbh.g_00933
OG0000004	Syab	Syad.g_01304	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syad.g_01304	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syad.g_01304	Syag.g_00988
OG0000004	Syal	Syad.g_01304	Syal.g_01809
OG0000004	Syae	Syad.g_01304	Syae.g_00779
OG0000004	Syac	Syad.g_01304	Syac.g_00898
OG0000004	Syah	Syad.g_01304	Syah.g_02017
OG0000004	Syam	Syad.g_01304	Syam.g_00787
OG0000004	Syai	Syad.g_01304	Syai.g_01994
OG0000004	Syaf	Syad.g_01304	Syaf.g_01455
OG0000004	Syaa	Syad.g_01304	Syaa.g_00892
OG0000004	Syaj	Syad.g_01304	Syaj.g_00441
OG0000004	Praf	Syad.g_02184, Syad.g_00810	Praf.g_00743
OG0000004	Prah	Syad.g_02184, Syad.g_00810	Prah.g_01413
OG0000004	Prbj	Syad.g_02184, Syad.g_00810	Prbj.g_01777
OG0000004	Prbk	Syad.g_02184, Syad.g_00810	Prbk.g_01134
OG0000004	Prbl	Syad.g_02184, Syad.g_00810	Prbl.g_01771
OG0000004	Prbm	Syad.g_02184, Syad.g_00810	Prbm.g_00291
OG0000004	Praj	Syad.g_02184, Syad.g_00810	Praj.g_00271
OG0000004	Prbb	Syad.g_02184, Syad.g_00810	Prbb.g_00288
OG0000004	Prbc	Syad.g_02184, Syad.g_00810	Prbc.g_00339
OG0000004	Pram	Syad.g_02184, Syad.g_00810	Pram.g_00219
OG0000004	Prbh	Syad.g_02184, Syad.g_00810	Prbh.g_00548
OG0000004	Prak	Syad.g_02184, Syad.g_00810	Prak.g_00248
OG0000004	Prap	Syad.g_02184, Syad.g_00810	Prap.g_01480
OG0000004	Prbe	Syad.g_02184, Syad.g_00810	Prbe.g_01784
OG0000004	Prbf	Syad.g_02184, Syad.g_00810	Prbf.g_01570
OG0000004	Prbg	Syad.g_02184, Syad.g_00810	Prbg.g_01014
OG0000004	Prbn	Syad.g_02184, Syad.g_00810	Prbn.g_00318
OG0000004	Prat	Syad.g_02184, Syad.g_00810	Prat.g_00236
OG0000004	Pral	Syad.g_02184, Syad.g_00810	Pral.g_00809
OG0000004	Prac	Syad.g_02184, Syad.g_00810	Prac.g_01698
OG0000004	Praq	Syad.g_02184, Syad.g_00810	Praq.g_01770
OG0000004	Prar	Syad.g_02184, Syad.g_00810	Prar.g_00095
OG0000004	Prav	Syad.g_02184, Syad.g_00810	Prav.g_00806
OG0000004	Prai	Syad.g_02184, Syad.g_00810	Prai.g_00243
OG0000004	Prab	Syad.g_02184, Syad.g_00810	Prab.g_00223
OG0000004	Pran	Syad.g_02184, Syad.g_00810	Pran.g_00200
OG0000004	Prag	Syad.g_02184, Syad.g_00810	Prag.g_00225
OG0000004	Praw	Syad.g_02184, Syad.g_00810	Praw.g_01203
OG0000004	Praa	Syad.g_02184, Syad.g_00810	Praa.g_00232
OG0000004	Pras	Syad.g_02184, Syad.g_00810	Pras.g_01084
OG0000004	Prau	Syad.g_02184, Syad.g_00810	Prau.g_00233
OG0000004	Prae	Syad.g_02184, Syad.g_00810	Prae.g_00235
OG0000004	Prax	Syad.g_02184, Syad.g_00810	Prax.g_00986
OG0000004	Pray	Syad.g_02184, Syad.g_00810	Pray.g_00713
OG0000004	Praz	Syad.g_02184, Syad.g_00810	Praz.g_00592
OG0000004	Prba	Syad.g_02184, Syad.g_00810	Prba.g_00451
OG0000004	Prbd	Syad.g_02184, Syad.g_00810	Prbd.g_01007
OG0000004	Prbi	Syad.g_02184, Syad.g_00810	Prbi.g_00256
OG0000004	Prad	Syad.g_02184, Syad.g_00810	Prad.g_01759
OG0000004	Prao	Syad.g_02184, Syad.g_00810	Prao.g_00370
OG0000004	Syar	Syad.g_02184	Syar.g_02225
OG0000004	Syan	Syad.g_02184	Syan.g_00989
OG0000004	Syao	Syad.g_02184	Syao.g_01007
OG0000004	Syas	Syad.g_02184	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syad.g_02184	Syak.g_00003
OG0000004	Syab	Syad.g_02184	Syab.g_01911
OG0000004	Syal	Syad.g_02184	Syal.g_02718
OG0000004	Syaq	Syad.g_02184	Syaq.g_02042
OG0000004	Syag	Syad.g_02184	Syag.g_00370
OG0000004	Syac	Syad.g_02184	Syac.g_00948
OG0000004	Syah	Syad.g_02184	Syah.g_01967
OG0000004	Syaf	Syad.g_02184	Syaf.g_02351
OG0000004	Syai	Syad.g_02184	Syai.g_01062
OG0000004	Syam	Syad.g_02184	Syam.g_01499
OG0000004	Syaa	Syad.g_02184	Syaa.g_01667
OG0000004	Syae	Syad.g_02184	Syae.g_00042
OG0000004	Syaj	Syad.g_02184	Syaj.g_01314
OG0000004	Syap	Syad.g_00810	Syap.g_01987
OG0000004	Syar	Syad.g_00810	Syar.g_00842
OG0000004	Syas	Syad.g_00810	Syas.g_00072
OG0000004	Syag	Syad.g_00810	Syag.g_01790
OG0000004	Syaq	Syad.g_00810	Syaq.g_01567
OG0000004	Syak	Syad.g_00810	Syak.g_02297
OG0000004	Syab	Syad.g_00810	Syab.g_02377
OG0000004	Syal	Syad.g_00810	Syal.g_00691
OG0000004	Syae	Syad.g_00810	Syae.g_02231
OG0000004	Syaa	Syad.g_00810	Syaa.g_02116
OG0000004	Syac	Syad.g_00810	Syac.g_01975
OG0000004	Syah	Syad.g_00810	Syah.g_00901
OG0000004	Syaf	Syad.g_00810	Syaf.g_02794
OG0000004	Syai	Syad.g_00810	Syai.g_00530
OG0000004	Syam	Syad.g_00810	Syam.g_00501
OG0000004	Syaj	Syad.g_00810	Syaj.g_02853
OG0000005	Prav	Syad.g_02639	Prav.g_01774
OG0000005	Prag	Syad.g_02639	Prag.g_01682
OG0000005	Praw	Syad.g_02639	Praw.g_00528
OG0000005	Prad	Syad.g_02639	Prad.g_00928
OG0000005	Prae	Syad.g_02639	Prae.g_01636
OG0000005	Prax	Syad.g_02639	Prax.g_01546
OG0000005	Prau	Syad.g_02639	Prau.g_01745
OG0000005	Pras	Syad.g_02639	Pras.g_00563
OG0000005	Prbd	Syad.g_02639	Prbd.g_01512
OG0000005	Prao	Syad.g_02639	Prao.g_01565
OG0000005	Prac	Syad.g_02639	Prac.g_00612
OG0000005	Praq	Syad.g_02639	Praq.g_00484
OG0000005	Prar	Syad.g_02639	Prar.g_01130
OG0000005	Prbi	Syad.g_02639	Prbi.g_01800
OG0000005	Praa	Syad.g_02639	Praa.g_01648
OG0000005	Pray	Syad.g_02639	Pray.g_01546
OG0000005	Praz	Syad.g_02639	Praz.g_00864
OG0000005	Prba	Syad.g_02639	Prba.g_00607
OG0000005	Prab	Syad.g_02639	Prab.g_01682
OG0000005	Pran	Syad.g_02639	Pran.g_00983
OG0000005	Prai	Syad.g_02639	Prai.g_01651
OG0000005	Prbc	Syad.g_02639	Prbc.g_00098
OG0000005	Praj	Syad.g_02639	Praj.g_01349
OG0000005	Prbb	Syad.g_02639	Prbb.g_01393
OG0000005	Syab	Syad.g_02639	Syab.g_02289
OG0000005	Syal	Syad.g_02639	Syal.g_00606
OG0000005	Syag	Syad.g_02639	Syag.g_01708
OG0000005	Syak	Syad.g_02639	Syak.g_02401
OG0000005	Syaq	Syad.g_02639	Syaq.g_01658
OG0000005	Syar	Syad.g_02639	Syar.g_02952
OG0000005	Syan	Syad.g_02639	Syan.g_01423
OG0000005	Syao	Syad.g_02639	Syao.g_01680
OG0000005	Syap	Syad.g_02639	Syap.g_01773
OG0000005	Syas	Syad.g_02639	Syas.g_02665
OG0000005	Syat	Syad.g_02639	Syat.g_03065
OG0000005	Syae	Syad.g_02639	Syae.g_01179
