Orthogroup	Species	Syaa	Orthologs
OG0000004	Praq	Syaa.g_00892	Praq.g_00824
OG0000004	Prar	Syaa.g_00892	Prar.g_01525
OG0000004	Prae	Syaa.g_00892	Prae.g_00669
OG0000004	Prbd	Syaa.g_00892	Prbd.g_00549
OG0000004	Prav	Syaa.g_00892	Prav.g_01293
OG0000004	Prao	Syaa.g_00892	Prao.g_00133
OG0000004	Prbi	Syaa.g_00892	Prbi.g_00698
OG0000004	Pras	Syaa.g_00892	Pras.g_01571
OG0000004	Prau	Syaa.g_00892	Prau.g_00735
OG0000004	Pral	Syaa.g_00892	Pral.g_01743
OG0000004	Prat	Syaa.g_00892	Prat.g_00772
OG0000004	Prak	Syaa.g_00892	Prak.g_00826
OG0000004	Prap	Syaa.g_00892	Prap.g_00802
OG0000004	Prbe	Syaa.g_00892	Prbe.g_01203
OG0000004	Prbf	Syaa.g_00892	Prbf.g_01264
OG0000004	Prbg	Syaa.g_00892	Prbg.g_01140
OG0000004	Prbn	Syaa.g_00892	Prbn.g_01565
OG0000004	Pram	Syaa.g_00892	Pram.g_00789
OG0000004	Prbh	Syaa.g_00892	Prbh.g_00933
OG0000004	Syab	Syaa.g_00892	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syaa.g_00892	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syaa.g_00892	Syag.g_00988
OG0000004	Syal	Syaa.g_00892	Syal.g_01809
OG0000004	Syae	Syaa.g_00892	Syae.g_00779
OG0000004	Syac	Syaa.g_00892	Syac.g_00898
OG0000004	Syah	Syaa.g_00892	Syah.g_02017
OG0000004	Syam	Syaa.g_00892	Syam.g_00787
OG0000004	Syai	Syaa.g_00892	Syai.g_01994
OG0000004	Syaf	Syaa.g_00892	Syaf.g_01455
OG0000004	Syad	Syaa.g_00892	Syad.g_01304
OG0000004	Syaj	Syaa.g_00892	Syaj.g_00441
OG0000004	Praf	Syaa.g_01667, Syaa.g_02116	Praf.g_00743
OG0000004	Prah	Syaa.g_01667, Syaa.g_02116	Prah.g_01413
OG0000004	Prbj	Syaa.g_01667, Syaa.g_02116	Prbj.g_01777
OG0000004	Prbk	Syaa.g_01667, Syaa.g_02116	Prbk.g_01134
OG0000004	Prbl	Syaa.g_01667, Syaa.g_02116	Prbl.g_01771
OG0000004	Prbm	Syaa.g_01667, Syaa.g_02116	Prbm.g_00291
OG0000004	Praj	Syaa.g_01667, Syaa.g_02116	Praj.g_00271
OG0000004	Prbb	Syaa.g_01667, Syaa.g_02116	Prbb.g_00288
OG0000004	Prbc	Syaa.g_01667, Syaa.g_02116	Prbc.g_00339
OG0000004	Pram	Syaa.g_01667, Syaa.g_02116	Pram.g_00219
OG0000004	Prbh	Syaa.g_01667, Syaa.g_02116	Prbh.g_00548
OG0000004	Prak	Syaa.g_01667, Syaa.g_02116	Prak.g_00248
OG0000004	Prap	Syaa.g_01667, Syaa.g_02116	Prap.g_01480
OG0000004	Prbe	Syaa.g_01667, Syaa.g_02116	Prbe.g_01784
OG0000004	Prbf	Syaa.g_01667, Syaa.g_02116	Prbf.g_01570
OG0000004	Prbg	Syaa.g_01667, Syaa.g_02116	Prbg.g_01014
OG0000004	Prbn	Syaa.g_01667, Syaa.g_02116	Prbn.g_00318
OG0000004	Prat	Syaa.g_01667, Syaa.g_02116	Prat.g_00236
OG0000004	Pral	Syaa.g_01667, Syaa.g_02116	Pral.g_00809
OG0000004	Prac	Syaa.g_01667, Syaa.g_02116	Prac.g_01698
OG0000004	Praq	Syaa.g_01667, Syaa.g_02116	Praq.g_01770
OG0000004	Prar	Syaa.g_01667, Syaa.g_02116	Prar.g_00095
OG0000004	Prav	Syaa.g_01667, Syaa.g_02116	Prav.g_00806
OG0000004	Prai	Syaa.g_01667, Syaa.g_02116	Prai.g_00243
OG0000004	Prab	Syaa.g_01667, Syaa.g_02116	Prab.g_00223
OG0000004	Pran	Syaa.g_01667, Syaa.g_02116	Pran.g_00200
OG0000004	Prag	Syaa.g_01667, Syaa.g_02116	Prag.g_00225
OG0000004	Praw	Syaa.g_01667, Syaa.g_02116	Praw.g_01203
OG0000004	Praa	Syaa.g_01667, Syaa.g_02116	Praa.g_00232
OG0000004	Pras	Syaa.g_01667, Syaa.g_02116	Pras.g_01084
OG0000004	Prau	Syaa.g_01667, Syaa.g_02116	Prau.g_00233
OG0000004	Prae	Syaa.g_01667, Syaa.g_02116	Prae.g_00235
OG0000004	Prax	Syaa.g_01667, Syaa.g_02116	Prax.g_00986
OG0000004	Pray	Syaa.g_01667, Syaa.g_02116	Pray.g_00713
OG0000004	Praz	Syaa.g_01667, Syaa.g_02116	Praz.g_00592
OG0000004	Prba	Syaa.g_01667, Syaa.g_02116	Prba.g_00451
OG0000004	Prbd	Syaa.g_01667, Syaa.g_02116	Prbd.g_01007
OG0000004	Prbi	Syaa.g_01667, Syaa.g_02116	Prbi.g_00256
OG0000004	Prad	Syaa.g_01667, Syaa.g_02116	Prad.g_01759
OG0000004	Prao	Syaa.g_01667, Syaa.g_02116	Prao.g_00370
OG0000004	Syar	Syaa.g_01667	Syar.g_02225
OG0000004	Syan	Syaa.g_01667	Syan.g_00989
OG0000004	Syao	Syaa.g_01667	Syao.g_01007
OG0000004	Syas	Syaa.g_01667	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syaa.g_01667	Syak.g_00003
OG0000004	Syab	Syaa.g_01667	Syab.g_01911
OG0000004	Syal	Syaa.g_01667	Syal.g_02718
OG0000004	Syaq	Syaa.g_01667	Syaq.g_02042
OG0000004	Syag	Syaa.g_01667	Syag.g_00370
OG0000004	Syac	Syaa.g_01667	Syac.g_00948
OG0000004	Syah	Syaa.g_01667	Syah.g_01967
OG0000004	Syaf	Syaa.g_01667	Syaf.g_02351
OG0000004	Syai	Syaa.g_01667	Syai.g_01062
OG0000004	Syam	Syaa.g_01667	Syam.g_01499
OG0000004	Syae	Syaa.g_01667	Syae.g_00042
OG0000004	Syad	Syaa.g_01667	Syad.g_02184
OG0000004	Syaj	Syaa.g_01667	Syaj.g_01314
OG0000004	Syap	Syaa.g_02116	Syap.g_01987
OG0000004	Syar	Syaa.g_02116	Syar.g_00842
OG0000004	Syas	Syaa.g_02116	Syas.g_00072
OG0000004	Syag	Syaa.g_02116	Syag.g_01790
OG0000004	Syaq	Syaa.g_02116	Syaq.g_01567
OG0000004	Syak	Syaa.g_02116	Syak.g_02297
OG0000004	Syab	Syaa.g_02116	Syab.g_02377
OG0000004	Syal	Syaa.g_02116	Syal.g_00691
OG0000004	Syad	Syaa.g_02116	Syad.g_00810
OG0000004	Syaj	Syaa.g_02116	Syaj.g_02853
OG0000004	Syae	Syaa.g_02116	Syae.g_02231
OG0000004	Syac	Syaa.g_02116	Syac.g_01975
OG0000004	Syah	Syaa.g_02116	Syah.g_00901
OG0000004	Syaf	Syaa.g_02116	Syaf.g_02794
OG0000004	Syai	Syaa.g_02116	Syai.g_00530
OG0000004	Syam	Syaa.g_02116	Syam.g_00501
OG0000005	Prav	Syaa.g_00534	Prav.g_01774
OG0000005	Prag	Syaa.g_00534	Prag.g_01682
OG0000005	Praw	Syaa.g_00534	Praw.g_00528
OG0000005	Prad	Syaa.g_00534	Prad.g_00928
OG0000005	Prae	Syaa.g_00534	Prae.g_01636
OG0000005	Prax	Syaa.g_00534	Prax.g_01546
OG0000005	Prau	Syaa.g_00534	Prau.g_01745
OG0000005	Pras	Syaa.g_00534	Pras.g_00563
OG0000005	Prbd	Syaa.g_00534	Prbd.g_01512
OG0000005	Prao	Syaa.g_00534	Prao.g_01565
OG0000005	Prac	Syaa.g_00534	Prac.g_00612
OG0000005	Praq	Syaa.g_00534	Praq.g_00484
OG0000005	Prar	Syaa.g_00534	Prar.g_01130
OG0000005	Prbi	Syaa.g_00534	Prbi.g_01800
OG0000005	Praa	Syaa.g_00534	Praa.g_01648
OG0000005	Pray	Syaa.g_00534	Pray.g_01546
OG0000005	Praz	Syaa.g_00534	Praz.g_00864
OG0000005	Prba	Syaa.g_00534	Prba.g_00607
OG0000005	Prab	Syaa.g_00534	Prab.g_01682
OG0000005	Pran	Syaa.g_00534	Pran.g_00983
OG0000005	Prai	Syaa.g_00534	Prai.g_01651
OG0000005	Prbc	Syaa.g_00534	Prbc.g_00098
OG0000005	Praj	Syaa.g_00534	Praj.g_01349
OG0000005	Prbb	Syaa.g_00534	Prbb.g_01393
OG0000005	Syab	Syaa.g_00534	Syab.g_02289
OG0000005	Syal	Syaa.g_00534	Syal.g_00606
OG0000005	Syag	Syaa.g_00534	Syag.g_01708
OG0000005	Syak	Syaa.g_00534	Syak.g_02401
OG0000005	Syaq	Syaa.g_00534	Syaq.g_01658
OG0000005	Syar	Syaa.g_00534	Syar.g_02952
OG0000005	Syan	Syaa.g_00534	Syan.g_01423
OG0000005	Syao	Syaa.g_00534	Syao.g_01680
OG0000005	Syap	Syaa.g_00534	Syap.g_01773
OG0000005	Syas	Syaa.g_00534	Syas.g_02665
OG0000005	Syat	Syaa.g_00534	Syat.g_03065
OG0000005	Syad	Syaa.g_00534	Syad.g_02639
OG0000005	Syaj	Syaa.g_00534	Syaj.g_01736
OG0000005	Syae	Syaa.g_00534	Syae.g_01179
OG0000005	Syac	Syaa.g_00534	Syac.g_00527
OG0000005	Syah	Syaa.g_00534	Syah.g_02403
OG0000005	Syam	Syaa.g_00534	Syam.g_02004
OG0000005	Syaf	Syaa.g_00534	Syaf.g_01017
OG0000005	Syai	Syaa.g_00534	Syai.g_02393
OG0000005	Praf	Syaa.g_00573	Praf.g_00503
OG0000005	Prah	Syaa.g_00573	Prah.g_01652
OG0000005	Prbj	Syaa.g_00573	Prbj.g_00883
OG0000005	Prbk	Syaa.g_00573	Prbk.g_00933
OG0000005	Prbl	Syaa.g_00573	Prbl.g_00419
OG0000005	Pral	Syaa.g_00573	Pral.g_01075
OG0000005	Prat	Syaa.g_00573	Prat.g_01440
OG0000005	Prak	Syaa.g_00573	Prak.g_01474
OG0000005	Prap	Syaa.g_00573	Prap.g_00204
OG0000005	Prbe	Syaa.g_00573	Prbe.g_00228
OG0000005	Prbf	Syaa.g_00573	Prbf.g_00240
OG0000005	Prbg	Syaa.g_00573	Prbg.g_00674
OG0000005	Prbn	Syaa.g_00573	Prbn.g_00899
OG0000005	Pram	Syaa.g_00573	Pram.g_01295
OG0000005	Prbh	Syaa.g_00573	Prbh.g_00182
OG0000005	Prac	Syaa.g_00573	Prac.g_00335
OG0000005	Praq	Syaa.g_00573	Praq.g_00370
OG0000005	Prar	Syaa.g_00573	Prar.g_00771
OG0000005	Praa	Syaa.g_00573	Praa.g_01553
OG0000005	Prad	Syaa.g_00573	Prad.g_00438
OG0000005	Prae	Syaa.g_00573	Prae.g_01535
OG0000005	Prag	Syaa.g_00573	Prag.g_01566
OG0000005	Praw	Syaa.g_00573	Praw.g_00413
OG0000005	Prax	Syaa.g_00573	Prax.g_01652
OG0000005	Pray	Syaa.g_00573	Pray.g_01646
OG0000005	Praz	Syaa.g_00573	Praz.g_00965
OG0000005	Prba	Syaa.g_00573	Prba.g_00312
OG0000005	Prbi	Syaa.g_00573	Prbi.g_01666
OG0000005	Prao	Syaa.g_00573	Prao.g_01472
OG0000005	Prav	Syaa.g_00573	Prav.g_01654
OG0000005	Prbd	Syaa.g_00573	Prbd.g_01612
OG0000005	Pras	Syaa.g_00573	Pras.g_00429
OG0000005	Prau	Syaa.g_00573	Prau.g_01607
OG0000005	Prab	Syaa.g_00573	Prab.g_01542
OG0000005	Pran	Syaa.g_00573	Pran.g_00657
OG0000005	Prai	Syaa.g_00573	Prai.g_01538
OG0000005	Syap	Syaa.g_00573	Syap.g_01218
OG0000005	Syat	Syaa.g_00573	Syat.g_03105
OG0000005	Syas	Syaa.g_00573	Syas.g_02704
OG0000005	Prbc	Syaa.g_00573	Prbc.g_00788
OG0000005	Praj	Syaa.g_00573	Praj.g_01712
OG0000005	Prbb	Syaa.g_00573	Prbb.g_01766
OG0000005	Prbm	Syaa.g_00573	Prbm.g_01790
OG0000005	Syar	Syaa.g_00573	Syar.g_02909
OG0000005	Syaq	Syaa.g_00573	Syaq.g_01692
OG0000005	Syad	Syaa.g_00573	Syad.g_02596
OG0000005	Syaj	Syaa.g_00573	Syaj.g_01698
OG0000005	Syan	Syaa.g_00573	Syan.g_01378
OG0000005	Syao	Syaa.g_00573	Syao.g_01578
OG0000005	Syae	Syaa.g_00573	Syae.g_01143
OG0000005	Syah	Syaa.g_00573	Syah.g_02363
OG0000005	Syab	Syaa.g_00573	Syab.g_02232
OG0000005	Syac	Syaa.g_00573	Syac.g_00569
OG0000005	Syaf	Syaa.g_00573	Syaf.g_01057
OG0000005	Syag	Syaa.g_00573	Syag.g_01667
OG0000005	Syai	Syaa.g_00573	Syai.g_02356
OG0000005	Syak	Syaa.g_00573	Syak.g_02436
OG0000005	Syal	Syaa.g_00573	Syal.g_00565
OG0000005	Syam	Syaa.g_00573	Syam.g_01970
OG0000005	Syaq	Syaa.g_01449	Syaq.g_00236
OG0000005	Syab	Syaa.g_01449	Syab.g_00981
OG0000005	Syal	Syaa.g_01449	Syal.g_01664
OG0000005	Syat	Syaa.g_01449	Syat.g_01038
OG0000005	Syar	Syaa.g_01449	Syar.g_01752
OG0000005	Syan	Syaa.g_01449	Syan.g_00449
OG0000005	Syao	Syaa.g_01449	Syao.g_01210
OG0000005	Syad	Syaa.g_01449	Syad.g_02028
OG0000005	Syaj	Syaa.g_01449	Syaj.g_01155
OG0000005	Syac	Syaa.g_01449	Syac.g_01087
OG0000005	Syah	Syaa.g_01449	Syah.g_01827
OG0000005	Syaf	Syaa.g_01449	Syaf.g_01732
OG0000005	Syam	Syaa.g_01449	Syam.g_01029
OG0000005	Syai	Syaa.g_01449	Syai.g_01611
OG0000005	Syae	Syaa.g_01449	Syae.g_00257
OG0000006	Praj	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praj.g_00282, Praj.g_01281, Praj.g_01505
OG0000006	Prbb	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbb.g_00299, Prbb.g_01328, Prbb.g_01560
OG0000006	Prbc	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbc.g_02202
OG0000006	Prbm	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbm.g_00302, Prbm.g_01236, Prbm.g_01588
OG0000006	Pral	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Pral.g_00797
OG0000006	Prat	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prat.g_00248
OG0000006	Prak	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prak.g_00258
OG0000006	Prap	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prap.g_01470
OG0000006	Prbe	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbe.g_01794
OG0000006	Prbf	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbf.g_01580
OG0000006	Prbg	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbg.g_01024
OG0000006	Prbn	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbn.g_00308
OG0000006	Pram	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Pram.g_00229
OG0000006	Prbh	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbh.g_00538
OG0000006	Prab	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prab.g_00231
OG0000006	Prai	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Pran.g_01951
OG0000006	Prac	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prac.g_01689
OG0000006	Praq	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praq.g_01761
OG0000006	Prar	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prar.g_00086
OG0000006	Praa	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prad.g_01750
OG0000006	Prae	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prae.g_00244
OG0000006	Prao	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prao.g_00379
OG0000006	Pras	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prau.g_01316
OG0000006	Prax	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prax.g_01972
OG0000006	Pray	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Pray.g_00722
OG0000006	Praz	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praz.g_00601
OG0000006	Prba	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prba.g_00460
OG0000006	Prbd	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbd.g_00998
OG0000006	Prbi	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbi.g_00265
OG0000006	Prag	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prav.g_02001
OG0000006	Praw	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praw.g_01950
OG0000006	Prah	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prah.g_00475, Prah.g_01767
OG0000006	Praf	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Praf.g_00396, Praf.g_01719
OG0000006	Prbj	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbj.g_02699
OG0000006	Prbk	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbk.g_02695
OG0000006	Prbl	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Prbl.g_02601
OG0000006	Syan	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syan.g_01505, Syan.g_02101, Syan.g_02441
OG0000006	Syar	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syar.g_00151, Syar.g_02056, Syar.g_03013
OG0000006	Syat	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syat.g_01439, Syat.g_01865
OG0000006	Syas	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syas.g_01684, Syas.g_02565
OG0000006	Syad	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syad.g_00588, Syad.g_00829
OG0000006	Syaf	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syaf.g_00179, Syaf.g_02778
OG0000006	Syag	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syag.g_01772, Syag.g_02678, Syag.g_02687
OG0000006	Syak	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317
OG0000006	Syaq	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syaq.g_00696, Syaq.g_01590
OG0000006	Syab	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syab.g_00365, Syab.g_01847, Syab.g_02361
OG0000006	Syal	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syal.g_00674
OG0000006	Syaj	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syaj.g_02635
OG0000006	Syae	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syae.g_02030, Syae.g_02248
OG0000006	Syac	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syac.g_01958, Syac.g_01961, Syac.g_02194
OG0000006	Syah	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syah.g_00683, Syah.g_00915, Syah.g_00681, Syah.g_00918
OG0000006	Syai	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syai.g_00317, Syai.g_00547
OG0000006	Syam	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099	Syam.g_00286, Syam.g_00518
OG0000006	Syap	Syaa.g_01611	Syap.g_02770
OG0000006	Syar	Syaa.g_01611	Syar.g_02439
OG0000006	Syan	Syaa.g_01611	Syan.g_00791
OG0000006	Syao	Syaa.g_01611	Syao.g_00919
OG0000006	Syat	Syaa.g_01611	Syat.g_00371
OG0000006	Syag	Syaa.g_01611	Syag.g_00435
OG0000006	Syak	Syaa.g_01611	Syak.g_00057
OG0000006	Syaq	Syaa.g_01611	Syaq.g_02108
OG0000006	Syab	Syaa.g_01611	Syab.g_01849
OG0000006	Syal	Syaa.g_01611	Syal.g_02611
OG0000006	Syac	Syaa.g_01611	Syac.g_01002
OG0000006	Syah	Syaa.g_01611	Syah.g_01912
OG0000006	Syai	Syaa.g_01611	Syai.g_01126
OG0000006	Syam	Syaa.g_01611	Syam.g_01446
OG0000006	Syaf	Syaa.g_01611	Syaf.g_02288
OG0000006	Syad	Syaa.g_01611	Syad.g_02130
OG0000006	Syae	Syaa.g_01611	Syae.g_00096
OG0000007	Prab	Syaa.g_02032	Prab.g_00501
OG0000007	Pran	Syaa.g_02032	Pran.g_01681
OG0000007	Prai	Syaa.g_02032	Prai.g_00527
OG0000007	Prad	Syaa.g_02032	Prad.g_00132
OG0000007	Prax	Syaa.g_02032	Prax.g_00704
OG0000007	Prag	Syaa.g_02032	Prag.g_00476
OG0000007	Praw	Syaa.g_02032	Praw.g_00651
OG0000007	Prav	Syaa.g_02032	Prav.g_01095
OG0000007	Prac	Syaa.g_02032	Prac.g_00874
OG0000007	Prar	Syaa.g_02032	Prar.g_01328
OG0000007	Praq	Syaa.g_02032	Praq.g_01105
OG0000007	Pras	Syaa.g_02032	Pras.g_01375
OG0000007	Prau	Syaa.g_02032	Prau.g_00538
OG0000007	Prao	Syaa.g_02032	Prao.g_00603
OG0000007	Praa	Syaa.g_02032	Praa.g_00497
OG0000007	Prbi	Syaa.g_02032	Prbi.g_00500
OG0000007	Prbd	Syaa.g_02032	Prbd.g_00745
OG0000007	Praz	Syaa.g_02032	Praz.g_01831
OG0000007	Prba	Syaa.g_02032	Prba.g_00964
OG0000007	Pray	Syaa.g_02032	Pray.g_00988, Pray.g_00987
OG0000007	Prae	Syaa.g_02032	Prae.g_00471
OG0000007	Prbb	Syaa.g_02032	Prbb.g_00501
OG0000007	Prbm	Syaa.g_02032	Prbm.g_00522
OG0000007	Praj	Syaa.g_02032	Praj.g_00489
OG0000007	Prbc	Syaa.g_02032	Prbc.g_01556
OG0000007	Prak	Syaa.g_02032	Prak.g_00458
OG0000007	Prap	Syaa.g_02032	Prap.g_01270
OG0000007	Prbe	Syaa.g_02032	Prbe.g_00636
OG0000007	Prbf	Syaa.g_02032	Prbf.g_01780
OG0000007	Prbg	Syaa.g_02032	Prbg.g_00216
