Orthogroup	Praq	Prbe
OG0000092	Praq.g_00052	Prbe.g_00714
OG0000093	Praq.g_00927	Prbe.g_01094
OG0000094	Praq.g_00882	Prbe.g_00840
OG0000095	Praq.g_00737	Prbe.g_00802
OG0000096	Praq.g_00710	Prbe.g_01150
OG0000098	Praq.g_00429	Prbe.g_01068
OG0000099	Praq.g_01226	Prbe.g_00123
OG0000101	Praq.g_01265	Prbe.g_00152
OG0000102	Praq.g_01890	Prbe.g_01657
OG0000103	Praq.g_01882	Prbe.g_01666
OG0000104	Praq.g_01864	Prbe.g_01683
OG0000105	Praq.g_01832	Prbe.g_01718
OG0000106	Praq.g_01818	Prbe.g_01732
OG0000107	Praq.g_01810	Prbe.g_01741
OG0000108	Praq.g_01800	Prbe.g_01751
OG0000109	Praq.g_01763	Prbe.g_01792
OG0000110	Praq.g_01751	Prbe.g_01804
OG0000111	Praq.g_01729	Prbe.g_01828
OG0000112	Praq.g_01718	Prbe.g_01839
OG0000113	Praq.g_01705	Prbe.g_01852
OG0000114	Praq.g_01677	Prbe.g_01878
OG0000115	Praq.g_00525	Prbe.g_00659
OG0000116	Praq.g_00527	Prbe.g_00657
OG0000117	Praq.g_00531	Prbe.g_00653
OG0000118	Praq.g_01103	Prbe.g_00633
OG0000119	Praq.g_01070	Prbe.g_00603
OG0000120	Praq.g_01069	Prbe.g_00602
OG0000121	Praq.g_01059	Prbe.g_00592
OG0000122	Praq.g_01050	Prbe.g_00583
OG0000123	Praq.g_01019	Prbe.g_00551
OG0000124	Praq.g_00780	Prbe.g_01468
OG0000125	Praq.g_00781	Prbe.g_01467
OG0000126	Praq.g_00782	Prbe.g_01466
OG0000127	Praq.g_00815	Prbe.g_00461
OG0000128	Praq.g_00585	Prbe.g_01216
OG0000129	Praq.g_00605	Prbe.g_01417
OG0000130	Praq.g_00654	Prbe.g_01314
OG0000131	Praq.g_00668	Prbe.g_01220
OG0000132	Praq.g_01431	Prbe.g_01257
OG0000133	Praq.g_01506	Prbe.g_00434
OG0000134	Praq.g_01516	Prbe.g_01448
OG0000135	Praq.g_01552	Prbe.g_01354
OG0000136	Praq.g_01616	Prbe.g_01300
OG0000137	Praq.g_01303	Prbe.g_00044
OG0000139	Praq.g_01339	Prbe.g_01543
OG0000140	Praq.g_01390	Prbe.g_00501
OG0000141	Praq.g_00257	Prbe.g_00215
OG0000142	Praq.g_00145	Prbe.g_00880
OG0000143	Praq.g_00175	Prbe.g_00373
OG0000144	Praq.g_00281	Prbe.g_00323
OG0000145	Praq.g_00295	Prbe.g_00310
OG0000146	Praq.g_00331	Prbe.g_00274
OG0000147	Praq.g_00371	Prbe.g_00227
OG0000148	Praq.g_00372	Prbe.g_00226
OG0000149	Praq.g_01954, Praq.g_00499	Prbe.g_00988
OG0000150	Praq.g_00461	Prbe.g_00949
OG0000151	Praq.g_00458	Prbe.g_00946
OG0000152	Praq.g_00956	Prbe.g_00926
OG0000153	Praq.g_00920	Prbe.g_01088
OG0000154	Praq.g_00884	Prbe.g_00842
OG0000155	Praq.g_00867	Prbe.g_00823
OG0000156	Praq.g_00748	Prbe.g_00790
OG0000157	Praq.g_00683	Prbe.g_00746
OG0000158	Praq.g_00409	Prbe.g_01189
OG0000160	Praq.g_00427	Prbe.g_01066
OG0000161	Praq.g_00428	Prbe.g_01067
OG0000162	Praq.g_00430	Prbe.g_01069
OG0000163	Praq.g_00431	Prbe.g_01070
OG0000164	Praq.g_00432	Prbe.g_01071
OG0000165	Praq.g_00433	Prbe.g_01072
OG0000166	Praq.g_00434	Prbe.g_01073
OG0000167	Praq.g_00435	Prbe.g_01074
OG0000168	Praq.g_00436	Prbe.g_01075
OG0000169	Praq.g_00438	Prbe.g_01077
OG0000170	Praq.g_01217	Prbe.g_00114
OG0000171	Praq.g_01218	Prbe.g_00115
OG0000172	Praq.g_01219	Prbe.g_00116
OG0000173	Praq.g_01220	Prbe.g_00117
OG0000174	Praq.g_01221	Prbe.g_00118
OG0000175	Praq.g_01222	Prbe.g_00119
OG0000176	Praq.g_01223	Prbe.g_00120
OG0000177	Praq.g_01224	Prbe.g_00121
OG0000178	Praq.g_01225	Prbe.g_00122
OG0000179	Praq.g_01227	Prbe.g_00124
OG0000180	Praq.g_01228	Prbe.g_00125
OG0000181	Praq.g_01229	Prbe.g_00126
OG0000182	Praq.g_01230	Prbe.g_00127
OG0000183	Praq.g_01231	Prbe.g_00128
OG0000184	Praq.g_01232	Prbe.g_00130
OG0000185	Praq.g_01235	Prbe.g_00133
OG0000186	Praq.g_01239	Prbe.g_00136
OG0000187	Praq.g_01240	Prbe.g_00137
OG0000188	Praq.g_01241	Prbe.g_00138
OG0000189	Praq.g_01255	Prbe.g_00140
OG0000190	Praq.g_01257	Prbe.g_00142
OG0000191	Praq.g_01258	Prbe.g_00144
OG0000192	Praq.g_01259	Prbe.g_00145
OG0000193	Praq.g_01261	Prbe.g_00146
OG0000194	Praq.g_01262	Prbe.g_00149
OG0000195	Praq.g_01263	Prbe.g_00150
OG0000196	Praq.g_01264	Prbe.g_00151
OG0000197	Praq.g_01266	Prbe.g_00153
OG0000198	Praq.g_01267	Prbe.g_00154
OG0000199	Praq.g_01268	Prbe.g_00156
OG0000200	Praq.g_01939	Prbe.g_00168
OG0000201	Praq.g_01938	Prbe.g_00169
OG0000202	Praq.g_01937	Prbe.g_00170
OG0000203	Praq.g_01934	Prbe.g_00174
OG0000204	Praq.g_01933	Prbe.g_00175
OG0000205	Praq.g_01930	Prbe.g_00178
OG0000206	Praq.g_01928	Prbe.g_00180
OG0000207	Praq.g_01926	Prbe.g_00182
OG0000208	Praq.g_01925	Prbe.g_00183
OG0000209	Praq.g_01924	Prbe.g_00066
OG0000210	Praq.g_01923	Prbe.g_00184
OG0000211	Praq.g_01922	Prbe.g_00185
OG0000212	Praq.g_01921	Prbe.g_00186
OG0000213	Praq.g_01920	Prbe.g_00187
OG0000214	Praq.g_01919	Prbe.g_00188
OG0000215	Praq.g_01918	Prbe.g_00189
OG0000216	Praq.g_01917	Prbe.g_00190
OG0000217	Praq.g_01915	Prbe.g_00192
OG0000218	Praq.g_01914	Prbe.g_00193
OG0000219	Praq.g_01913	Prbe.g_01630
OG0000220	Praq.g_01912	Prbe.g_01631
OG0000221	Praq.g_01909	Prbe.g_01634
OG0000222	Praq.g_01908	Prbe.g_01635
OG0000223	Praq.g_01907	Prbe.g_01636
OG0000224	Praq.g_01906	Prbe.g_01638
OG0000225	Praq.g_01905	Prbe.g_01639
OG0000226	Praq.g_01904	Prbe.g_01640
OG0000227	Praq.g_01903	Prbe.g_01642
OG0000228	Praq.g_01902	Prbe.g_01643
OG0000229	Praq.g_01901	Prbe.g_01644
OG0000230	Praq.g_01900	Prbe.g_01645
OG0000231	Praq.g_01899	Prbe.g_01646
OG0000232	Praq.g_01897	Prbe.g_01647
OG0000233	Praq.g_01896	Prbe.g_01649
OG0000234	Praq.g_01895	Prbe.g_01650
OG0000235	Praq.g_01894	Prbe.g_01651
OG0000236	Praq.g_01893	Prbe.g_01654
OG0000237	Praq.g_01892	Prbe.g_01655
OG0000238	Praq.g_01891	Prbe.g_01656
OG0000239	Praq.g_01889	Prbe.g_01658
OG0000240	Praq.g_01888	Prbe.g_01659
OG0000241	Praq.g_01887	Prbe.g_01660
OG0000242	Praq.g_01886	Prbe.g_01661
OG0000243	Praq.g_01883	Prbe.g_01664
OG0000244	Praq.g_01881	Prbe.g_01667
OG0000245	Praq.g_01880	Prbe.g_01668
OG0000246	Praq.g_01879	Prbe.g_01669
OG0000247	Praq.g_01876	Prbe.g_01671
OG0000248	Praq.g_01874	Prbe.g_01673
OG0000249	Praq.g_01873	Prbe.g_01675
OG0000250	Praq.g_01872	Prbe.g_01676
OG0000251	Praq.g_01871	Prbe.g_01677
OG0000252	Praq.g_01870	Prbe.g_01678
OG0000253	Praq.g_01869	Prbe.g_01679
OG0000254	Praq.g_01867	Prbe.g_01412
OG0000255	Praq.g_01866	Prbe.g_01681
OG0000256	Praq.g_01863	Prbe.g_01684
OG0000257	Praq.g_01861	Prbe.g_01686
OG0000258	Praq.g_01857	Prbe.g_01692
OG0000259	Praq.g_01856	Prbe.g_01693
OG0000260	Praq.g_01855	Prbe.g_01694
OG0000261	Praq.g_01854	Prbe.g_01695
OG0000262	Praq.g_01853	Prbe.g_01696
OG0000263	Praq.g_01851	Prbe.g_01698
OG0000264	Praq.g_01850	Prbe.g_01699
OG0000265	Praq.g_01849	Prbe.g_01700
OG0000266	Praq.g_01848	Prbe.g_01701
OG0000267	Praq.g_01847	Prbe.g_01702
OG0000268	Praq.g_01846	Prbe.g_01704
OG0000269	Praq.g_01844	Prbe.g_01706
OG0000270	Praq.g_01843	Prbe.g_01707
OG0000271	Praq.g_01842	Prbe.g_01708
OG0000272	Praq.g_01841	Prbe.g_01709
OG0000273	Praq.g_01840	Prbe.g_01710
OG0000274	Praq.g_01839	Prbe.g_01711
OG0000275	Praq.g_01838	Prbe.g_01712
OG0000276	Praq.g_01837	Prbe.g_01713
OG0000277	Praq.g_01835	Prbe.g_01715
OG0000278	Praq.g_01834	Prbe.g_01716
OG0000279	Praq.g_01833	Prbe.g_01717
OG0000280	Praq.g_01831	Prbe.g_01719
OG0000281	Praq.g_01829	Prbe.g_01721
OG0000282	Praq.g_01828	Prbe.g_01722
OG0000283	Praq.g_01827	Prbe.g_01723
OG0000284	Praq.g_01826	Prbe.g_01724
OG0000285	Praq.g_01825	Prbe.g_01725
OG0000286	Praq.g_01824	Prbe.g_01726
OG0000287	Praq.g_01823	Prbe.g_01727
OG0000288	Praq.g_01821	Prbe.g_01729
OG0000289	Praq.g_01820	Prbe.g_01730
OG0000290	Praq.g_01819	Prbe.g_01731
OG0000291	Praq.g_01817	Prbe.g_01733
OG0000292	Praq.g_01816	Prbe.g_01735
OG0000293	Praq.g_01815	Prbe.g_01736
OG0000294	Praq.g_01814	Prbe.g_01737
OG0000295	Praq.g_01813	Prbe.g_01738
OG0000296	Praq.g_01812	Prbe.g_01739
OG0000297	Praq.g_01811	Prbe.g_01740
OG0000298	Praq.g_01809	Prbe.g_01742
OG0000299	Praq.g_01808	Prbe.g_01743
OG0000300	Praq.g_01807	Prbe.g_01744
OG0000301	Praq.g_01806	Prbe.g_01745
OG0000302	Praq.g_01805	Prbe.g_01746
OG0000303	Praq.g_01804	Prbe.g_01747
OG0000304	Praq.g_01802	Prbe.g_01749
OG0000305	Praq.g_01801	Prbe.g_01750
OG0000306	Praq.g_01798	Prbe.g_01753
OG0000307	Praq.g_01797	Prbe.g_01754
OG0000308	Praq.g_01796	Prbe.g_01755
OG0000309	Praq.g_01795	Prbe.g_01756
OG0000310	Praq.g_01794	Prbe.g_01757
OG0000311	Praq.g_01793	Prbe.g_01759
OG0000312	Praq.g_01792	Prbe.g_01760
OG0000313	Praq.g_01791	Prbe.g_01761
OG0000314	Praq.g_01790	Prbe.g_01762
OG0000315	Praq.g_01789	Prbe.g_01763
OG0000316	Praq.g_01788	Prbe.g_01764
OG0000317	Praq.g_01787	Prbe.g_01765
OG0000318	Praq.g_01786	Prbe.g_01766
OG0000319	Praq.g_01785	Prbe.g_01767
OG0000320	Praq.g_01784	Prbe.g_01768
OG0000321	Praq.g_01783	Prbe.g_01769
OG0000322	Praq.g_01782	Prbe.g_01770
OG0000323	Praq.g_01781	Prbe.g_01771
OG0000324	Praq.g_01780	Prbe.g_01772
OG0000325	Praq.g_01779	Prbe.g_01773
OG0000326	Praq.g_01778	Prbe.g_01774
OG0000327	Praq.g_01777	Prbe.g_01775
OG0000328	Praq.g_01776	Prbe.g_01777
OG0000329	Praq.g_01775	Prbe.g_01778
OG0000330	Praq.g_01774	Prbe.g_01779
OG0000331	Praq.g_01773	Prbe.g_01781
OG0000332	Praq.g_01772	Prbe.g_01782
OG0000333	Praq.g_01771	Prbe.g_01783
OG0000334	Praq.g_01770	Prbe.g_01784
OG0000335	Praq.g_01769	Prbe.g_01785
OG0000336	Praq.g_01767	Prbe.g_01787
OG0000337	Praq.g_01766	Prbe.g_01788
OG0000338	Praq.g_01762	Prbe.g_01793
OG0000339	Praq.g_01760	Prbe.g_01795
OG0000340	Praq.g_01758	Prbe.g_01797
OG0000341	Praq.g_01757	Prbe.g_01798
OG0000342	Praq.g_01756	Prbe.g_01799
OG0000343	Praq.g_01755	Prbe.g_01800
OG0000344	Praq.g_01752	Prbe.g_01803
OG0000345	Praq.g_01750	Prbe.g_01807
OG0000346	Praq.g_01749	Prbe.g_01808
OG0000347	Praq.g_01746	Prbe.g_01811
OG0000348	Praq.g_01744	Prbe.g_01812
OG0000349	Praq.g_01743	Prbe.g_01813
OG0000350	Praq.g_01741	Prbe.g_01815
OG0000351	Praq.g_01740	Prbe.g_01816
OG0000352	Praq.g_01739	Prbe.g_01817
OG0000353	Praq.g_01738	Prbe.g_01818
OG0000354	Praq.g_01737	Prbe.g_01820
OG0000355	Praq.g_01736	Prbe.g_01821
OG0000356	Praq.g_01735	Prbe.g_01822
OG0000357	Praq.g_01734	Prbe.g_01823
OG0000358	Praq.g_01733	Prbe.g_01824
OG0000359	Praq.g_01732	Prbe.g_01826
OG0000360	Praq.g_01728	Prbe.g_01829
OG0000361	Praq.g_01727	Prbe.g_01830
OG0000362	Praq.g_01726	Prbe.g_01831
OG0000363	Praq.g_01725	Prbe.g_01832
OG0000364	Praq.g_01721	Prbe.g_01836
OG0000365	Praq.g_01719	Prbe.g_01837
OG0000366	Praq.g_01717	Prbe.g_01840
OG0000367	Praq.g_01716	Prbe.g_01841
OG0000368	Praq.g_01715	Prbe.g_01842
OG0000369	Praq.g_01714	Prbe.g_01843
OG0000370	Praq.g_01713	Prbe.g_01844
OG0000371	Praq.g_01712	Prbe.g_01846
OG0000372	Praq.g_01711	Prbe.g_01847
OG0000373	Praq.g_01710	Prbe.g_01848
OG0000374	Praq.g_01708	Prbe.g_01849
OG0000375	Praq.g_01707	Prbe.g_01850
OG0000376	Praq.g_01704	Prbe.g_01853
OG0000377	Praq.g_01703	Prbe.g_01854
OG0000378	Praq.g_01702	Prbe.g_01855
OG0000379	Praq.g_01701	Prbe.g_01856
OG0000380	Praq.g_01700	Prbe.g_01857
OG0000381	Praq.g_01699	Prbe.g_01858
OG0000382	Praq.g_01698	Prbe.g_01859
OG0000383	Praq.g_01697	Prbe.g_01860
OG0000384	Praq.g_01694	Prbe.g_01862
OG0000385	Praq.g_01693	Prbe.g_01863
OG0000386	Praq.g_01692	Prbe.g_01864
OG0000387	Praq.g_01691	Prbe.g_01865
OG0000388	Praq.g_01690	Prbe.g_01866
OG0000389	Praq.g_01689	Prbe.g_01867
OG0000390	Praq.g_01688	Prbe.g_01868
OG0000391	Praq.g_01687	Prbe.g_01869
OG0000392	Praq.g_01686	Prbe.g_01870
OG0000393	Praq.g_01685	Prbe.g_01871
OG0000394	Praq.g_01684	Prbe.g_01872
OG0000395	Praq.g_01683	Prbe.g_01873
OG0000396	Praq.g_01681	Prbe.g_01874
OG0000397	Praq.g_01679	Prbe.g_01876
OG0000398	Praq.g_01678	Prbe.g_01877
OG0000399	Praq.g_01675	Prbe.g_01879
OG0000400	Praq.g_01674	Prbe.g_01885
OG0000401	Praq.g_01673	Prbe.g_01886
OG0000402	Praq.g_01211	Prbe.g_01892
OG0000403	Praq.g_01210	Prbe.g_01894
OG0000404	Praq.g_01209	Prbe.g_01895
OG0000405	Praq.g_01207	Prbe.g_01896
OG0000406	Praq.g_01204	Prbe.g_01899
OG0000407	Praq.g_01203	Prbe.g_01900
OG0000408	Praq.g_01200	Prbe.g_01903
OG0000409	Praq.g_01199	Prbe.g_01904
OG0000410	Praq.g_01198	Prbe.g_01905
OG0000411	Praq.g_01197	Prbe.g_01906
OG0000412	Praq.g_01196	Prbe.g_01907
OG0000413	Praq.g_01195	Prbe.g_01908
OG0000414	Praq.g_01194	Prbe.g_01909
OG0000415	Praq.g_01193	Prbe.g_01910
OG0000416	Praq.g_01189	Prbe.g_01914
OG0000417	Praq.g_01188	Prbe.g_01915
OG0000418	Praq.g_01187	Prbe.g_01917
OG0000419	Praq.g_01186	Prbe.g_01918
OG0000420	Praq.g_01185	Prbe.g_01277
OG0000421	Praq.g_01172	Prbe.g_01593
OG0000422	Praq.g_01164	Prbe.g_01033
OG0000423	Praq.g_01163	Prbe.g_01588
OG0000424	Praq.g_01158	Prbe.g_00921
OG0000425	Praq.g_01126	Prbe.g_01929
OG0000426	Praq.g_01125	Prbe.g_01930
OG0000427	Praq.g_01124	Prbe.g_01931
OG0000428	Praq.g_01122	Prbe.g_01933
OG0000429	Praq.g_01121	Prbe.g_01934
OG0000430	Praq.g_01119	Prbe.g_01936
OG0000431	Praq.g_01118	Prbe.g_01937
OG0000432	Praq.g_01117	Prbe.g_01938
OG0000433	Praq.g_01116	Prbe.g_01939
OG0000434	Praq.g_01115	Prbe.g_01940
OG0000435	Praq.g_01114	Prbe.g_01941
OG0000436	Praq.g_01113	Prbe.g_01942
OG0000437	Praq.g_01112	Prbe.g_01943
OG0000438	Praq.g_01111	Prbe.g_01944
OG0000439	Praq.g_01110	Prbe.g_01945
OG0000440	Praq.g_01109	Prbe.g_01946
OG0000441	Praq.g_01108	Prbe.g_01947
OG0000442	Praq.g_01107	Prbe.g_01948
OG0000443	Praq.g_00500	Prbe.g_01949
OG0000444	Praq.g_00501	Prbe.g_01950
OG0000445	Praq.g_00502	Prbe.g_00676
OG0000446	Praq.g_00504	Prbe.g_00674
OG0000447	Praq.g_00505	Prbe.g_00673
OG0000448	Praq.g_00507	Prbe.g_00672
OG0000449	Praq.g_00511	Prbe.g_00668
OG0000450	Praq.g_00512	Prbe.g_00667
OG0000451	Praq.g_00513	Prbe.g_00666
OG0000452	Praq.g_00514	Prbe.g_00664
OG0000453	Praq.g_00515	Prbe.g_00663
OG0000454	Praq.g_00522	Prbe.g_00662
OG0000455	Praq.g_00524	Prbe.g_00660
OG0000456	Praq.g_00528	Prbe.g_00656
OG0000457	Praq.g_00529	Prbe.g_00655
OG0000458	Praq.g_00530	Prbe.g_00654
OG0000459	Praq.g_00532	Prbe.g_00652
OG0000460	Praq.g_00534	Prbe.g_00650
OG0000461	Praq.g_00535	Prbe.g_00649
OG0000462	Praq.g_00536	Prbe.g_00648
OG0000463	Praq.g_00538	Prbe.g_00646
OG0000464	Praq.g_00539	Prbe.g_00645
OG0000465	Praq.g_00540	Prbe.g_00644
OG0000466	Praq.g_00541	Prbe.g_00643
OG0000467	Praq.g_00542	Prbe.g_00642
OG0000468	Praq.g_00543	Prbe.g_00641
OG0000469	Praq.g_00544	Prbe.g_00640
OG0000470	Praq.g_00545	Prbe.g_00639
OG0000471	Praq.g_00546	Prbe.g_00638
OG0000472	Praq.g_01102	Prbe.g_00632
OG0000473	Praq.g_01101	Prbe.g_00631
OG0000474	Praq.g_01100	Prbe.g_00630
OG0000475	Praq.g_01099	Prbe.g_00629
OG0000476	Praq.g_01097	Prbe.g_00628
OG0000477	Praq.g_01096	Prbe.g_00627
OG0000478	Praq.g_01095	Prbe.g_00626
OG0000479	Praq.g_01094	Prbe.g_00625
OG0000480	Praq.g_01092	Prbe.g_00623
OG0000481	Praq.g_01090	Prbe.g_00621
OG0000482	Praq.g_01089	Prbe.g_00620
OG0000483	Praq.g_01087	Prbe.g_00618
OG0000484	Praq.g_01086	Prbe.g_00617
OG0000485	Praq.g_01085	Prbe.g_00616
OG0000486	Praq.g_01084	Prbe.g_00615
OG0000487	Praq.g_01079	Prbe.g_00611
OG0000488	Praq.g_01077	Prbe.g_00610
OG0000489	Praq.g_01076	Prbe.g_00609
OG0000490	Praq.g_01075	Prbe.g_00608
OG0000491	Praq.g_01074	Prbe.g_00607
OG0000492	Praq.g_01073	Prbe.g_00606
OG0000493	Praq.g_01072	Prbe.g_00605
OG0000494	Praq.g_01071	Prbe.g_00604
OG0000495	Praq.g_01068	Prbe.g_00601
OG0000496	Praq.g_01067	Prbe.g_00600
OG0000497	Praq.g_01066	Prbe.g_00599
OG0000498	Praq.g_01065	Prbe.g_00598
OG0000499	Praq.g_01064	Prbe.g_00597
OG0000500	Praq.g_01062	Prbe.g_00595
OG0000501	Praq.g_01061	Prbe.g_00594
OG0000502	Praq.g_01060	Prbe.g_00593
OG0000503	Praq.g_01058	Prbe.g_00591
OG0000504	Praq.g_01057	Prbe.g_00590
OG0000505	Praq.g_01056	Prbe.g_00589
OG0000506	Praq.g_01055	Prbe.g_00588
OG0000507	Praq.g_01054	Prbe.g_00587
OG0000508	Praq.g_01053	Prbe.g_00586
OG0000509	Praq.g_01052	Prbe.g_00585
OG0000510	Praq.g_01051	Prbe.g_00584
OG0000511	Praq.g_01049	Prbe.g_00582
OG0000512	Praq.g_01048	Prbe.g_00581
OG0000513	Praq.g_01047	Prbe.g_00580
OG0000514	Praq.g_01046	Prbe.g_00579
OG0000515	Praq.g_01045	Prbe.g_00578
OG0000516	Praq.g_01044	Prbe.g_00577
OG0000517	Praq.g_01042	Prbe.g_00576
OG0000518	Praq.g_01041	Prbe.g_00575
OG0000519	Praq.g_01040	Prbe.g_00573
OG0000520	Praq.g_01039	Prbe.g_00571
OG0000521	Praq.g_01038	Prbe.g_00570
OG0000522	Praq.g_01037	Prbe.g_00569
OG0000523	Praq.g_01036	Prbe.g_00568
OG0000524	Praq.g_01035	Prbe.g_00567
OG0000525	Praq.g_01034	Prbe.g_00566
OG0000526	Praq.g_01033	Prbe.g_00565
OG0000527	Praq.g_01032	Prbe.g_00564
OG0000528	Praq.g_01031	Prbe.g_00563
OG0000529	Praq.g_01030	Prbe.g_00562
OG0000530	Praq.g_01029	Prbe.g_00561
OG0000531	Praq.g_01028	Prbe.g_00560
OG0000532	Praq.g_01027	Prbe.g_00559
OG0000533	Praq.g_01025	Prbe.g_00557
OG0000534	Praq.g_01024	Prbe.g_00556
OG0000535	Praq.g_01023	Prbe.g_00555
OG0000536	Praq.g_01022	Prbe.g_00554
OG0000537	Praq.g_01021	Prbe.g_00553
OG0000538	Praq.g_01020	Prbe.g_00552
OG0000539	Praq.g_01017	Prbe.g_00548
OG0000540	Praq.g_01016	Prbe.g_00547
OG0000541	Praq.g_01015	Prbe.g_00546
OG0000542	Praq.g_01012	Prbe.g_00543
OG0000543	Praq.g_01010	Prbe.g_00542
OG0000544	Praq.g_01009	Prbe.g_00541
OG0000545	Praq.g_01008	Prbe.g_00540
OG0000546	Praq.g_01007	Prbe.g_00539
OG0000547	Praq.g_01006	Prbe.g_00538
OG0000548	Praq.g_01005	Prbe.g_00537
OG0000549	Praq.g_01003	Prbe.g_00535
OG0000550	Praq.g_01002	Prbe.g_00534
OG0000551	Praq.g_01001	Prbe.g_00533
OG0000552	Praq.g_01000	Prbe.g_00532
OG0000553	Praq.g_00999	Prbe.g_00531
OG0000554	Praq.g_00998	Prbe.g_00530
OG0000555	Praq.g_00997	Prbe.g_00528
OG0000556	Praq.g_00996	Prbe.g_00527
OG0000557	Praq.g_00995	Prbe.g_00526
OG0000558	Praq.g_00994	Prbe.g_00525
OG0000559	Praq.g_00993	Prbe.g_00524
OG0000560	Praq.g_00992	Prbe.g_00523
OG0000561	Praq.g_00991	Prbe.g_00522
OG0000562	Praq.g_00990	Prbe.g_00521
OG0000563	Praq.g_00989	Prbe.g_00520
OG0000564	Praq.g_00988	Prbe.g_00519
OG0000565	Praq.g_00987	Prbe.g_00518
OG0000566	Praq.g_00986	Prbe.g_00517
OG0000567	Praq.g_00985	Prbe.g_00516
OG0000568	Praq.g_00984	Prbe.g_00515
