Orthogroup	Praq	Prbb
OG0000023	Praq.g_01179	Prbb.g_00099
OG0000024	Praq.g_00109	Prbb.g_01207, Prbb.g_01182, Prbb.g_01192
OG0000025	Praq.g_00618	Prbb.g_01175, Prbb.g_00680
OG0000026	Praq.g_00117	Prbb.g_01119, Prbb.g_00433, Prbb.g_01318, Prbb.g_01353, Prbb.g_01243, Prbb.g_01400
OG0000028	Praq.g_00071	Prbb.g_01884
OG0000029	Praq.g_00650	Prbb.g_00747, Prbb.g_01897
OG0000030	Praq.g_00651	Prbb.g_01020, Prbb.g_01379, Prbb.g_01019, Prbb.g_01096, Prbb.g_01362
OG0000031	Praq.g_00770	Prbb.g_02069
OG0000032	Praq.g_01237, Praq.g_01236, Praq.g_00075	Prbb.g_01921
OG0000033	Praq.g_00381, Praq.g_00610	Prbb.g_01114, Prbb.g_01127
OG0000034	Praq.g_00294	Prbb.g_01686
OG0000035	Praq.g_00018, Praq.g_00056	Prbb.g_01324, Prbb.g_01729
OG0000036	Praq.g_01281	Prbb.g_01071
OG0000040	Praq.g_00110	Prbb.g_01229, Prbb.g_01368
OG0000041	Praq.g_00979	Prbb.g_01111
OG0000043	Praq.g_01475	Prbb.g_01449
OG0000045	Praq.g_01018	Prbb.g_01882
OG0000046	Praq.g_00635	Prbb.g_01231
OG0000047	Praq.g_01333	Prbb.g_01517
OG0000049	Praq.g_00218, Praq.g_00271	Prbb.g_00851
OG0000050	Praq.g_01836	Prbb.g_00223
OG0000051	Praq.g_01184	Prbb.g_01373, Prbb.g_01411
OG0000053	Praq.g_00583	Prbb.g_00713
OG0000055	Praq.g_01243, Praq.g_00763	Prbb.g_02061
OG0000056	Praq.g_01234	Prbb.g_00032
OG0000057	Praq.g_01845, Praq.g_00554	Prbb.g_00214
OG0000058	Praq.g_01173	Prbb.g_01197, Prbb.g_01329
OG0000059	Praq.g_01063	Prbb.g_00542
OG0000062	Praq.g_01420	Prbb.g_00807, Prbb.g_01218
OG0000063	Praq.g_01289	Prbb.g_00054
OG0000065	Praq.g_01765	Prbb.g_00294
OG0000066	Praq.g_00526	Prbb.g_00478
OG0000067	Praq.g_00827	Prbb.g_01359, Prbb.g_00706
OG0000068	Praq.g_00548, Praq.g_00857, Praq.g_00083	Prbb.g_01212
OG0000069	Praq.g_01298	Prbb.g_01627
OG0000070	Praq.g_01619	Prbb.g_01070
OG0000071	Praq.g_00084	Prbb.g_01399
OG0000072	Praq.g_00133	Prbb.g_01586
OG0000073	Praq.g_00154	Prbb.g_01270, Prbb.g_01432
OG0000074	Praq.g_00208	Prbb.g_00678
OG0000075	Praq.g_00879	Prbb.g_02001
OG0000077	Praq.g_00437	Prbb.g_00012
OG0000078	Praq.g_01680	Prbb.g_00373
OG0000079	Praq.g_01160	Prbb.g_01326
OG0000080	Praq.g_00798	Prbb.g_00673
OG0000081	Praq.g_00820	Prbb.g_00697, Prbb.g_00698
OG0000082	Praq.g_00677	Prbb.g_00790
OG0000083	Praq.g_01469	Prbb.g_00909, Prbb.g_01198
OG0000084	Praq.g_01548	Prbb.g_00991
OG0000085	Praq.g_01667	Prbb.g_01238
OG0000086	Praq.g_01300	Prbb.g_01887
OG0000088	Praq.g_00089	Prbb.g_01306
OG0000090	Praq.g_00216	Prbb.g_00388
OG0000091	Praq.g_00302	Prbb.g_01694
OG0000092	Praq.g_00052	Prbb.g_01208
OG0000093	Praq.g_00927	Prbb.g_01946
OG0000094	Praq.g_00882	Prbb.g_01997
OG0000095	Praq.g_00737	Prbb.g_02034
OG0000096	Praq.g_00710	Prbb.g_02123
OG0000098	Praq.g_00429	Prbb.g_00003
OG0000099	Praq.g_01226	Prbb.g_00024
OG0000101	Praq.g_01265	Prbb.g_00064
OG0000102	Praq.g_01890	Prbb.g_00170
OG0000103	Praq.g_01882	Prbb.g_00179
OG0000104	Praq.g_01864	Prbb.g_00196
OG0000105	Praq.g_01832	Prbb.g_00227
OG0000106	Praq.g_01818	Prbb.g_00240
OG0000107	Praq.g_01810	Prbb.g_00249
OG0000108	Praq.g_01800	Prbb.g_00259
OG0000109	Praq.g_01763	Prbb.g_00041, Prbb.g_00297
OG0000110	Praq.g_01751	Prbb.g_00307
OG0000111	Praq.g_01729	Prbb.g_00327
OG0000112	Praq.g_01718	Prbb.g_00336
OG0000113	Praq.g_01705	Prbb.g_00348
OG0000114	Praq.g_01677	Prbb.g_00376
OG0000115	Praq.g_00525	Prbb.g_00477
OG0000116	Praq.g_00527	Prbb.g_00479
OG0000117	Praq.g_00531	Prbb.g_00484, Prbb.g_00485
OG0000118	Praq.g_01103	Prbb.g_00503
OG0000119	Praq.g_01070	Prbb.g_00535
OG0000120	Praq.g_01069	Prbb.g_00536
OG0000121	Praq.g_01059	Prbb.g_00546
OG0000122	Praq.g_01050	Prbb.g_00556
OG0000123	Praq.g_01019	Prbb.g_00586
OG0000124	Praq.g_00780	Prbb.g_00652
OG0000125	Praq.g_00781	Prbb.g_00653
OG0000126	Praq.g_00782	Prbb.g_00654
OG0000127	Praq.g_00815	Prbb.g_00692
OG0000128	Praq.g_00585	Prbb.g_00715
OG0000129	Praq.g_00605	Prbb.g_00737
OG0000130	Praq.g_00654	Prbb.g_00954
OG0000131	Praq.g_00668	Prbb.g_00781
OG0000132	Praq.g_01431	Prbb.g_00817
OG0000133	Praq.g_01506	Prbb.g_00950
OG0000134	Praq.g_01516	Prbb.g_00768
OG0000135	Praq.g_01552	Prbb.g_00995
OG0000136	Praq.g_01616	Prbb.g_01067
OG0000137	Praq.g_01303	Prbb.g_01890
OG0000138	Praq.g_01328	Prbb.g_01523
OG0000139	Praq.g_01339	Prbb.g_01510
OG0000140	Praq.g_01390	Prbb.g_01456
OG0000141	Praq.g_00257	Prbb.g_01060
OG0000142	Praq.g_00145	Prbb.g_01598
OG0000143	Praq.g_00175	Prbb.g_01639
OG0000144	Praq.g_00281	Prbb.g_01673
OG0000145	Praq.g_00295	Prbb.g_01687
OG0000146	Praq.g_00331	Prbb.g_01721
OG0000147	Praq.g_00371	Prbb.g_01767
OG0000148	Praq.g_00372	Prbb.g_01768
OG0000149	Praq.g_01954, Praq.g_00499	Prbb.g_01821
OG0000150	Praq.g_00461	Prbb.g_01858
OG0000151	Praq.g_00458	Prbb.g_01860
OG0000152	Praq.g_00956	Prbb.g_01880
OG0000153	Praq.g_00920	Prbb.g_01959
OG0000154	Praq.g_00884	Prbb.g_01995
OG0000155	Praq.g_00867	Prbb.g_02014
OG0000156	Praq.g_00748	Prbb.g_02046
OG0000157	Praq.g_00683	Prbb.g_02082
OG0000158	Praq.g_00409	Prbb.g_02168
OG0000160	Praq.g_00427	Prbb.g_00001
OG0000161	Praq.g_00428	Prbb.g_00002
OG0000162	Praq.g_00430	Prbb.g_00004
OG0000163	Praq.g_00431	Prbb.g_00005
OG0000164	Praq.g_00432	Prbb.g_00007
OG0000165	Praq.g_00433	Prbb.g_00008
OG0000166	Praq.g_00434	Prbb.g_00009
OG0000167	Praq.g_00435	Prbb.g_00010
OG0000168	Praq.g_00436	Prbb.g_00011
OG0000169	Praq.g_00438	Prbb.g_00013
OG0000170	Praq.g_01217	Prbb.g_00015
OG0000171	Praq.g_01218	Prbb.g_00016
OG0000172	Praq.g_01219	Prbb.g_00017
OG0000173	Praq.g_01220	Prbb.g_00018
OG0000174	Praq.g_01221	Prbb.g_00019
OG0000175	Praq.g_01222	Prbb.g_00020
OG0000176	Praq.g_01223	Prbb.g_00021
OG0000177	Praq.g_01224	Prbb.g_00022
OG0000178	Praq.g_01225	Prbb.g_00023
OG0000179	Praq.g_01227	Prbb.g_00025
OG0000180	Praq.g_01228	Prbb.g_00026
OG0000181	Praq.g_01229	Prbb.g_00027
OG0000182	Praq.g_01230	Prbb.g_00028
OG0000183	Praq.g_01231	Prbb.g_00029
OG0000184	Praq.g_01232	Prbb.g_00030
OG0000185	Praq.g_01235	Prbb.g_00033
OG0000186	Praq.g_01239	Prbb.g_00035
OG0000187	Praq.g_01240	Prbb.g_00036
OG0000188	Praq.g_01241	Prbb.g_00037
OG0000189	Praq.g_01255	Prbb.g_00055
OG0000190	Praq.g_01257	Prbb.g_00057
OG0000191	Praq.g_01258	Prbb.g_00058
OG0000192	Praq.g_01259	Prbb.g_00059
OG0000193	Praq.g_01261	Prbb.g_00060
OG0000194	Praq.g_01262	Prbb.g_00061
OG0000195	Praq.g_01263	Prbb.g_00062
OG0000196	Praq.g_01264	Prbb.g_00063
OG0000197	Praq.g_01266	Prbb.g_00065
OG0000198	Praq.g_01267	Prbb.g_00066
OG0000199	Praq.g_01268	Prbb.g_00067
OG0000200	Praq.g_01939	Prbb.g_00119
OG0000201	Praq.g_01938	Prbb.g_00120
OG0000202	Praq.g_01937	Prbb.g_00121
OG0000203	Praq.g_01934	Prbb.g_00124
OG0000204	Praq.g_01933	Prbb.g_00125
OG0000205	Praq.g_01930	Prbb.g_00128
OG0000206	Praq.g_01928	Prbb.g_00130
OG0000207	Praq.g_01926	Prbb.g_00132
OG0000208	Praq.g_01925	Prbb.g_00133
OG0000209	Praq.g_01924	Prbb.g_00134
OG0000210	Praq.g_01923	Prbb.g_00135
OG0000211	Praq.g_01922	Prbb.g_00136
OG0000212	Praq.g_01921	Prbb.g_00137
OG0000213	Praq.g_01920	Prbb.g_00138
OG0000214	Praq.g_01919	Prbb.g_00139
OG0000215	Praq.g_01918	Prbb.g_00140
OG0000216	Praq.g_01917	Prbb.g_00141
OG0000217	Praq.g_01915	Prbb.g_00143
OG0000218	Praq.g_01914	Prbb.g_00144
OG0000219	Praq.g_01913	Prbb.g_00145
OG0000220	Praq.g_01912	Prbb.g_00146
OG0000221	Praq.g_01909	Prbb.g_00149
OG0000222	Praq.g_01908	Prbb.g_00150
OG0000223	Praq.g_01907	Prbb.g_00151
OG0000224	Praq.g_01906	Prbb.g_00152
OG0000225	Praq.g_01905	Prbb.g_00153
OG0000226	Praq.g_01904	Prbb.g_00154
OG0000227	Praq.g_01903	Prbb.g_00156
OG0000228	Praq.g_01902	Prbb.g_00157
OG0000229	Praq.g_01901	Prbb.g_00158
OG0000230	Praq.g_01900	Prbb.g_00159
OG0000231	Praq.g_01899	Prbb.g_00160
OG0000232	Praq.g_01897	Prbb.g_00161
OG0000233	Praq.g_01896	Prbb.g_00162
OG0000234	Praq.g_01895	Prbb.g_00163
OG0000235	Praq.g_01894	Prbb.g_00164
OG0000236	Praq.g_01893	Prbb.g_00167
OG0000237	Praq.g_01892	Prbb.g_00168
OG0000238	Praq.g_01891	Prbb.g_00169
OG0000239	Praq.g_01889	Prbb.g_00171
OG0000240	Praq.g_01888	Prbb.g_00173
OG0000241	Praq.g_01887	Prbb.g_00174
OG0000242	Praq.g_01886	Prbb.g_00175
OG0000243	Praq.g_01883	Prbb.g_00177
OG0000244	Praq.g_01881	Prbb.g_00180
OG0000245	Praq.g_01880	Prbb.g_00181
OG0000246	Praq.g_01879	Prbb.g_00182
OG0000247	Praq.g_01876	Prbb.g_00185
OG0000248	Praq.g_01874	Prbb.g_00187
OG0000249	Praq.g_01873	Prbb.g_00189
OG0000250	Praq.g_01872	Prbb.g_00190
OG0000251	Praq.g_01871	Prbb.g_00191
OG0000252	Praq.g_01870	Prbb.g_00192
OG0000253	Praq.g_01869	Prbb.g_00193
OG0000254	Praq.g_01867	Prbb.g_01101
OG0000255	Praq.g_01866	Prbb.g_00194
OG0000256	Praq.g_01863	Prbb.g_00197
OG0000257	Praq.g_01861	Prbb.g_00200
OG0000258	Praq.g_01857	Prbb.g_00202
OG0000259	Praq.g_01856	Prbb.g_00203
OG0000260	Praq.g_01855	Prbb.g_00204
OG0000261	Praq.g_01854	Prbb.g_00205
OG0000262	Praq.g_01853	Prbb.g_00206
OG0000263	Praq.g_01851	Prbb.g_00208
OG0000264	Praq.g_01850	Prbb.g_00209
OG0000265	Praq.g_01849	Prbb.g_00210
OG0000266	Praq.g_01848	Prbb.g_00211
OG0000267	Praq.g_01847	Prbb.g_00212
OG0000268	Praq.g_01846	Prbb.g_00213
OG0000269	Praq.g_01844	Prbb.g_00215
OG0000270	Praq.g_01843	Prbb.g_00216
OG0000271	Praq.g_01842	Prbb.g_00217
OG0000272	Praq.g_01841	Prbb.g_00218
OG0000273	Praq.g_01840	Prbb.g_00219
OG0000274	Praq.g_01839	Prbb.g_00220
OG0000275	Praq.g_01838	Prbb.g_00221
OG0000276	Praq.g_01837	Prbb.g_00222
OG0000277	Praq.g_01835	Prbb.g_00224
OG0000278	Praq.g_01834	Prbb.g_00225
OG0000279	Praq.g_01833	Prbb.g_00226
OG0000280	Praq.g_01831	Prbb.g_00228
OG0000281	Praq.g_01829	Prbb.g_00229
OG0000282	Praq.g_01828	Prbb.g_00230
OG0000283	Praq.g_01827	Prbb.g_00231
OG0000284	Praq.g_01826	Prbb.g_00232
OG0000285	Praq.g_01825	Prbb.g_00233
OG0000286	Praq.g_01824	Prbb.g_00234
OG0000287	Praq.g_01823	Prbb.g_00235
OG0000288	Praq.g_01821	Prbb.g_00237
OG0000289	Praq.g_01820	Prbb.g_00238
OG0000290	Praq.g_01819	Prbb.g_00239
OG0000291	Praq.g_01817	Prbb.g_00241
OG0000292	Praq.g_01816	Prbb.g_00243
OG0000293	Praq.g_01815	Prbb.g_00244
OG0000294	Praq.g_01814	Prbb.g_00245
OG0000295	Praq.g_01813	Prbb.g_00246
OG0000296	Praq.g_01812	Prbb.g_00247
OG0000297	Praq.g_01811	Prbb.g_00248
OG0000298	Praq.g_01809	Prbb.g_00250
OG0000299	Praq.g_01808	Prbb.g_00251
OG0000300	Praq.g_01807	Prbb.g_00252
OG0000301	Praq.g_01806	Prbb.g_00253
OG0000302	Praq.g_01805	Prbb.g_00254
OG0000303	Praq.g_01804	Prbb.g_00255
OG0000304	Praq.g_01802	Prbb.g_00257
OG0000305	Praq.g_01801	Prbb.g_00258
OG0000306	Praq.g_01798	Prbb.g_00260
OG0000307	Praq.g_01797	Prbb.g_00261
OG0000308	Praq.g_01796	Prbb.g_00262
OG0000309	Praq.g_01795	Prbb.g_00263
OG0000310	Praq.g_01794	Prbb.g_00264
OG0000311	Praq.g_01793	Prbb.g_00265
OG0000312	Praq.g_01792	Prbb.g_00266
OG0000313	Praq.g_01791	Prbb.g_00267
OG0000314	Praq.g_01790	Prbb.g_00268
OG0000315	Praq.g_01789	Prbb.g_00269
OG0000316	Praq.g_01788	Prbb.g_00270
OG0000317	Praq.g_01787	Prbb.g_00271
OG0000318	Praq.g_01786	Prbb.g_00272
OG0000319	Praq.g_01785	Prbb.g_00273
OG0000320	Praq.g_01784	Prbb.g_00274
OG0000321	Praq.g_01783	Prbb.g_00275
OG0000322	Praq.g_01782	Prbb.g_00276
OG0000323	Praq.g_01781	Prbb.g_00277
OG0000324	Praq.g_01780	Prbb.g_00278
OG0000325	Praq.g_01779	Prbb.g_00279
OG0000326	Praq.g_01778	Prbb.g_00280
OG0000327	Praq.g_01777	Prbb.g_00281
OG0000328	Praq.g_01776	Prbb.g_00282
OG0000329	Praq.g_01775	Prbb.g_00283
OG0000330	Praq.g_01774	Prbb.g_00284
OG0000331	Praq.g_01773	Prbb.g_00285
OG0000332	Praq.g_01772	Prbb.g_00286
OG0000333	Praq.g_01771	Prbb.g_00287
OG0000334	Praq.g_01770	Prbb.g_00288
OG0000335	Praq.g_01769	Prbb.g_00290
OG0000336	Praq.g_01767	Prbb.g_00292
OG0000337	Praq.g_01766	Prbb.g_00293
OG0000338	Praq.g_01762	Prbb.g_00298
OG0000339	Praq.g_01760	Prbb.g_00300
OG0000340	Praq.g_01758	Prbb.g_00302
OG0000341	Praq.g_01757	Prbb.g_00303
OG0000342	Praq.g_01756	Prbb.g_00304
OG0000343	Praq.g_01755	Prbb.g_00305
OG0000344	Praq.g_01752	Prbb.g_00306
OG0000345	Praq.g_01750	Prbb.g_00309
OG0000346	Praq.g_01749	Prbb.g_00310
OG0000347	Praq.g_01746	Prbb.g_00313
OG0000348	Praq.g_01744	Prbb.g_00314
OG0000349	Praq.g_01743	Prbb.g_00315
OG0000350	Praq.g_01741	Prbb.g_00316
OG0000351	Praq.g_01740	Prbb.g_00317
OG0000352	Praq.g_01739	Prbb.g_00318
OG0000353	Praq.g_01738	Prbb.g_00319
OG0000354	Praq.g_01737	Prbb.g_00320
OG0000355	Praq.g_01736	Prbb.g_00321
OG0000356	Praq.g_01735	Prbb.g_00322
OG0000357	Praq.g_01734	Prbb.g_00323
OG0000358	Praq.g_01733	Prbb.g_00324
OG0000359	Praq.g_01732	Prbb.g_00326
OG0000360	Praq.g_01728	Prbb.g_00328
OG0000361	Praq.g_01727	Prbb.g_00329
OG0000362	Praq.g_01726	Prbb.g_00330
OG0000363	Praq.g_01725	Prbb.g_00331
OG0000364	Praq.g_01721	Prbb.g_00334
OG0000365	Praq.g_01719	Prbb.g_00335
OG0000366	Praq.g_01717	Prbb.g_00337
OG0000367	Praq.g_01716	Prbb.g_00338
OG0000368	Praq.g_01715	Prbb.g_00339
OG0000369	Praq.g_01714	Prbb.g_00340
OG0000370	Praq.g_01713	Prbb.g_00341
OG0000371	Praq.g_01712	Prbb.g_00342
OG0000372	Praq.g_01711	Prbb.g_00343
OG0000373	Praq.g_01710	Prbb.g_00344
OG0000374	Praq.g_01708	Prbb.g_00345
OG0000375	Praq.g_01707	Prbb.g_00346
OG0000376	Praq.g_01704	Prbb.g_00349
OG0000377	Praq.g_01703	Prbb.g_00350
OG0000378	Praq.g_01702	Prbb.g_00351
OG0000379	Praq.g_01701	Prbb.g_00352
OG0000380	Praq.g_01700	Prbb.g_00353
OG0000381	Praq.g_01699	Prbb.g_00354
OG0000382	Praq.g_01698	Prbb.g_00355
OG0000383	Praq.g_01697	Prbb.g_00356
OG0000384	Praq.g_01694	Prbb.g_00359
OG0000385	Praq.g_01693	Prbb.g_00360
OG0000386	Praq.g_01692	Prbb.g_00361
OG0000387	Praq.g_01691	Prbb.g_00362
OG0000388	Praq.g_01690	Prbb.g_00363
OG0000389	Praq.g_01689	Prbb.g_00364
OG0000390	Praq.g_01688	Prbb.g_00365
OG0000391	Praq.g_01687	Prbb.g_00366
OG0000392	Praq.g_01686	Prbb.g_00367
OG0000393	Praq.g_01685	Prbb.g_00368
OG0000394	Praq.g_01684	Prbb.g_00369
OG0000395	Praq.g_01683	Prbb.g_00370
OG0000396	Praq.g_01681	Prbb.g_00372
OG0000397	Praq.g_01679	Prbb.g_00374
OG0000398	Praq.g_01678	Prbb.g_00375
OG0000399	Praq.g_01675	Prbb.g_00378
OG0000400	Praq.g_01674	Prbb.g_00384
OG0000401	Praq.g_01673	Prbb.g_00739
OG0000402	Praq.g_01211	Prbb.g_00394
OG0000403	Praq.g_01210	Prbb.g_00396
OG0000404	Praq.g_01209	Prbb.g_00397
OG0000405	Praq.g_01207	Prbb.g_00398
OG0000406	Praq.g_01204	Prbb.g_00401
OG0000407	Praq.g_01203	Prbb.g_00402
OG0000408	Praq.g_01200	Prbb.g_00404
OG0000409	Praq.g_01199	Prbb.g_00405
OG0000410	Praq.g_01198	Prbb.g_00406
OG0000411	Praq.g_01197	Prbb.g_00407
OG0000412	Praq.g_01196	Prbb.g_00408
OG0000413	Praq.g_01195	Prbb.g_00409
OG0000414	Praq.g_01194	Prbb.g_00410
OG0000415	Praq.g_01193	Prbb.g_00411
OG0000416	Praq.g_01189	Prbb.g_00415
OG0000417	Praq.g_01188	Prbb.g_00416
OG0000418	Praq.g_01187	Prbb.g_00418
OG0000419	Praq.g_01186	Prbb.g_00419
OG0000420	Praq.g_01185	Prbb.g_00836
OG0000421	Praq.g_01172	Prbb.g_01094
OG0000422	Praq.g_01164	Prbb.g_01124
OG0000423	Praq.g_01163	Prbb.g_01288
OG0000424	Praq.g_01158	Prbb.g_01923
OG0000425	Praq.g_01126	Prbb.g_00436
OG0000426	Praq.g_01125	Prbb.g_00437
OG0000427	Praq.g_01124	Prbb.g_00438
OG0000428	Praq.g_01122	Prbb.g_00440
OG0000429	Praq.g_01121	Prbb.g_00441
OG0000430	Praq.g_01119	Prbb.g_00443
OG0000431	Praq.g_01118	Prbb.g_00444
OG0000432	Praq.g_01117	Prbb.g_00445
OG0000433	Praq.g_01116	Prbb.g_00446
OG0000434	Praq.g_01115	Prbb.g_00447
OG0000435	Praq.g_01114	Prbb.g_00448
OG0000436	Praq.g_01113	Prbb.g_00449
OG0000437	Praq.g_01112	Prbb.g_00450
OG0000438	Praq.g_01111	Prbb.g_00451
OG0000439	Praq.g_01110	Prbb.g_00452
OG0000440	Praq.g_01109	Prbb.g_00453
OG0000441	Praq.g_01108	Prbb.g_00454
OG0000442	Praq.g_01107	Prbb.g_00455
OG0000443	Praq.g_00500	Prbb.g_00456
OG0000444	Praq.g_00501	Prbb.g_00457
OG0000445	Praq.g_00502	Prbb.g_00458
OG0000446	Praq.g_00504	Prbb.g_00460
OG0000447	Praq.g_00505	Prbb.g_00461
OG0000448	Praq.g_00507	Prbb.g_00462
OG0000449	Praq.g_00511	Prbb.g_00468
OG0000450	Praq.g_00512	Prbb.g_00469
OG0000451	Praq.g_00513	Prbb.g_00470
OG0000452	Praq.g_00514	Prbb.g_00472
OG0000453	Praq.g_00515	Prbb.g_00473
OG0000454	Praq.g_00522	Prbb.g_00475
OG0000455	Praq.g_00524	Prbb.g_00476
OG0000456	Praq.g_00528	Prbb.g_00480
OG0000457	Praq.g_00529	Prbb.g_00482
OG0000458	Praq.g_00530	Prbb.g_00483
OG0000459	Praq.g_00532	Prbb.g_00486
OG0000460	Praq.g_00534	Prbb.g_00488
OG0000461	Praq.g_00535	Prbb.g_00489
OG0000462	Praq.g_00536	Prbb.g_00490
OG0000463	Praq.g_00538	Prbb.g_00491
OG0000464	Praq.g_00539	Prbb.g_00492
OG0000465	Praq.g_00540	Prbb.g_00493
OG0000466	Praq.g_00541	Prbb.g_00494
OG0000467	Praq.g_00542	Prbb.g_00495
OG0000468	Praq.g_00543	Prbb.g_00496
OG0000469	Praq.g_00544	Prbb.g_00497
OG0000470	Praq.g_00545	Prbb.g_00498
OG0000471	Praq.g_00546	Prbb.g_00499
OG0000472	Praq.g_01102	Prbb.g_00504
OG0000473	Praq.g_01101	Prbb.g_00505
OG0000474	Praq.g_01100	Prbb.g_00506
OG0000475	Praq.g_01099	Prbb.g_00507
OG0000476	Praq.g_01097	Prbb.g_00509
OG0000477	Praq.g_01096	Prbb.g_00510
OG0000478	Praq.g_01095	Prbb.g_00511
OG0000479	Praq.g_01094	Prbb.g_00512
OG0000480	Praq.g_01092	Prbb.g_00514
OG0000481	Praq.g_01090	Prbb.g_00516
OG0000482	Praq.g_01089	Prbb.g_00517
OG0000483	Praq.g_01087	Prbb.g_00519
OG0000484	Praq.g_01086	Prbb.g_00520
OG0000485	Praq.g_01085	Prbb.g_00521
OG0000486	Praq.g_01084	Prbb.g_00523
OG0000487	Praq.g_01079	Prbb.g_00527
OG0000488	Praq.g_01077	Prbb.g_00528
OG0000489	Praq.g_01076	Prbb.g_00529
OG0000490	Praq.g_01075	Prbb.g_00530
OG0000491	Praq.g_01074	Prbb.g_00531
OG0000492	Praq.g_01073	Prbb.g_00532
OG0000493	Praq.g_01072	Prbb.g_00533
OG0000494	Praq.g_01071	Prbb.g_00534
OG0000495	Praq.g_01068	Prbb.g_00537
OG0000496	Praq.g_01067	Prbb.g_00538
OG0000497	Praq.g_01066	Prbb.g_00539
OG0000498	Praq.g_01065	Prbb.g_00540
OG0000499	Praq.g_01064	Prbb.g_00541
OG0000500	Praq.g_01062	Prbb.g_00543
OG0000501	Praq.g_01061	Prbb.g_00544
OG0000502	Praq.g_01060	Prbb.g_00545
OG0000503	Praq.g_01058	Prbb.g_00547
OG0000504	Praq.g_01057	Prbb.g_00548
OG0000505	Praq.g_01056	Prbb.g_00550
OG0000506	Praq.g_01055	Prbb.g_00551
OG0000507	Praq.g_01054	Prbb.g_00552
OG0000508	Praq.g_01053	Prbb.g_00553
OG0000509	Praq.g_01052	Prbb.g_00554
OG0000510	Praq.g_01051	Prbb.g_00555
OG0000511	Praq.g_01049	Prbb.g_00557
OG0000512	Praq.g_01048	Prbb.g_00558
OG0000513	Praq.g_01047	Prbb.g_00559
OG0000514	Praq.g_01046	Prbb.g_00560
OG0000515	Praq.g_01045	Prbb.g_00561
OG0000516	Praq.g_01044	Prbb.g_00562
OG0000517	Praq.g_01042	Prbb.g_00564
OG0000518	Praq.g_01041	Prbb.g_00565
OG0000519	Praq.g_01040	Prbb.g_00566
OG0000520	Praq.g_01039	Prbb.g_00567
OG0000521	Praq.g_01038	Prbb.g_00568
OG0000522	Praq.g_01037	Prbb.g_00569
OG0000523	Praq.g_01036	Prbb.g_00570
OG0000524	Praq.g_01035	Prbb.g_00571
OG0000525	Praq.g_01034	Prbb.g_00572
OG0000526	Praq.g_01033	Prbb.g_00573
OG0000527	Praq.g_01032	Prbb.g_00574
OG0000528	Praq.g_01031	Prbb.g_00575
OG0000529	Praq.g_01030	Prbb.g_00576
OG0000530	Praq.g_01029	Prbb.g_00577
OG0000531	Praq.g_01028	Prbb.g_00578
OG0000532	Praq.g_01027	Prbb.g_00579
OG0000533	Praq.g_01025	Prbb.g_00580
OG0000534	Praq.g_01024	Prbb.g_00581
OG0000535	Praq.g_01023	Prbb.g_00582
OG0000536	Praq.g_01022	Prbb.g_00583
OG0000537	Praq.g_01021	Prbb.g_00584
OG0000538	Praq.g_01020	Prbb.g_00585
OG0000539	Praq.g_01017	Prbb.g_00587
OG0000540	Praq.g_01016	Prbb.g_00588
OG0000541	Praq.g_01015	Prbb.g_00589
OG0000542	Praq.g_01012	Prbb.g_00591
OG0000543	Praq.g_01010	Prbb.g_00592
OG0000544	Praq.g_01009	Prbb.g_00594
OG0000545	Praq.g_01008	Prbb.g_00593
OG0000546	Praq.g_01007	Prbb.g_00595
