Orthogroup	Syal	Prbl
OG0000211	Syal.g_00688	Prbl.g_01922
OG0000212	Syal.g_00679	Prbl.g_00192
OG0000213	Syal.g_01229	Prbl.g_01496
OG0000214	Syal.g_01246	Prbl.g_01469
OG0000215	Syal.g_01277	Prbl.g_01439
OG0000216	Syal.g_01281	Prbl.g_01436
OG0000217	Syal.g_01285	Prbl.g_01432
OG0000218	Syal.g_01287	Prbl.g_01428
OG0000219	Syal.g_01288	Prbl.g_01427
OG0000220	Syal.g_01289	Prbl.g_01426
OG0000221	Syal.g_01297	Prbl.g_01421
OG0000222	Syal.g_01309	Prbl.g_00911
OG0000223	Syal.g_01327	Prbl.g_00888
OG0000224	Syal.g_01329	Prbl.g_00877
OG0000225	Syal.g_00363	Prbl.g_01218
OG0000226	Syal.g_00367	Prbl.g_01222
OG0000227	Syal.g_00369	Prbl.g_01224
OG0000228	Syal.g_00556	Prbl.g_02673
OG0000229	Syal.g_00525	Prbl.g_00652
OG0000230	Syal.g_00523	Prbl.g_00650
OG0000231	Syal.g_00510	Prbl.g_00635
OG0000232	Syal.g_00495	Prbl.g_00619
OG0000233	Syal.g_00487	Prbl.g_01360
OG0000234	Syal.g_00461	Prbl.g_01339
OG0000235	Syal.g_02896	Prbl.g_00510
OG0000236	Syal.g_02912	Prbl.g_00526
OG0000237	Syal.g_02930	Prbl.g_00800
OG0000238	Syal.g_02935	Prbl.g_00795
OG0000239	Syal.g_02951	Prbl.g_00779
OG0000240	Syal.g_02952	Prbl.g_00778
OG0000241	Syal.g_02696	Prbl.g_01526
OG0000242	Syal.g_02840	Prbl.g_00768
OG0000243	Syal.g_02822	Prbl.g_02647
OG0000244	Syal.g_02815	Prbl.g_01879
OG0000245	Syal.g_02813	Prbl.g_01882
OG0000246	Syal.g_02809	Prbl.g_01886
OG0000247	Syal.g_02797	Prbl.g_01897
OG0000248	Syal.g_02794	Prbl.g_01900
OG0000249	Syal.g_02792	Prbl.g_01902
OG0000250	Syal.g_02786	Prbl.g_01799
OG0000251	Syal.g_02760	Prbl.g_01775
OG0000252	Syal.g_02757	Prbl.g_01772
OG0000253	Syal.g_02755	Prbl.g_01766
OG0000254	Syal.g_02732	Prbl.g_01747
OG0000255	Syal.g_02719	Prbl.g_01612
OG0000256	Syal.g_02705	Prbl.g_01626
OG0000257	Syal.g_02697	Prbl.g_01632
OG0000258	Syal.g_02623	Prbl.g_01655
OG0000259	Syal.g_02182	Prbl.g_01406
OG0000260	Syal.g_02188	Prbl.g_01403
OG0000261	Syal.g_02199	Prbl.g_01400
OG0000262	Syal.g_02204	Prbl.g_01395
OG0000263	Syal.g_01720	Prbl.g_01242
OG0000264	Syal.g_01788	Prbl.g_01859
OG0000265	Syal.g_02534	Prbl.g_02567
OG0000266	Syal.g_02421	Prbl.g_02556
OG0000267	Syal.g_02043	Prbl.g_02431
OG0000268	Syal.g_02042	Prbl.g_02432
OG0000269	Syal.g_02409	Prbl.g_02340
OG0000270	Syal.g_02412	Prbl.g_02337
OG0000271	Syal.g_01871	Prbl.g_02329
OG0000272	Syal.g_01872	Prbl.g_02328
OG0000274	Syal.g_02455	Prbl.g_01535
OG0000275	Syal.g_02458	Prbl.g_01538
OG0000276	Syal.g_02467	Prbl.g_01544
OG0000277	Syal.g_02468	Prbl.g_01545
OG0000278	Syal.g_02471	Prbl.g_01548
OG0000279	Syal.g_02479	Prbl.g_01556
OG0000280	Syal.g_02493	Prbl.g_01562
OG0000281	Syal.g_02190	Prbl.g_01577
OG0000282	Syal.g_02284	Prbl.g_02405
OG0000283	Syal.g_02028, Syal.g_02131	Prbl.g_02443
OG0000284	Syal.g_02023	Prbl.g_02449
OG0000285	Syal.g_02012	Prbl.g_01688
OG0000286	Syal.g_01992	Prbl.g_02477
OG0000287	Syal.g_01965	Prbl.g_02608
OG0000288	Syal.g_01919	Prbl.g_02531
OG0000289	Syal.g_01904	Prbl.g_02544
OG0000290	Syal.g_01826	Prbl.g_00930
OG0000291	Syal.g_01824	Prbl.g_00928
OG0000292	Syal.g_00089	Prbl.g_02128
OG0000293	Syal.g_01631	Prbl.g_02071
OG0000294	Syal.g_01632	Prbl.g_02072
OG0000295	Syal.g_01687	Prbl.g_00178
OG0000296	Syal.g_01689	Prbl.g_00180
OG0000297	Syal.g_01702	Prbl.g_01382
OG0000298	Syal.g_01703	Prbl.g_01383
OG0000299	Syal.g_01732	Prbl.g_01372
OG0000300	Syal.g_01738	Prbl.g_02582
OG0000301	Syal.g_01739	Prbl.g_02583
OG0000302	Syal.g_01740	Prbl.g_02586
OG0000303	Syal.g_01763	Prbl.g_00187
OG0000304	Syal.g_01756	Prbl.g_01102
OG0000305	Syal.g_01821	Prbl.g_00926
OG0000306	Syal.g_02579	Prbl.g_01586
OG0000307	Syal.g_02880	Prbl.g_00494
OG0000308	Syal.g_02878	Prbl.g_00492
OG0000309	Syal.g_02873	Prbl.g_00488
OG0000310	Syal.g_01537	Prbl.g_00160
OG0000311	Syal.g_00061	Prbl.g_00258
OG0000312	Syal.g_00031	Prbl.g_00254
OG0000313	Syal.g_00381	Prbl.g_00230
OG0000314	Syal.g_00416	Prbl.g_00699
OG0000315	Syal.g_00426	Prbl.g_00709
OG0000316	Syal.g_02987	Prbl.g_00441
OG0000317	Syal.g_00583	Prbl.g_00399
OG0000318	Syal.g_00588	Prbl.g_00393
OG0000319	Syal.g_00608	Prbl.g_00376
OG0000320	Syal.g_00610	Prbl.g_00374
OG0000321	Syal.g_00611	Prbl.g_00373
OG0000322	Syal.g_00612	Prbl.g_00372
OG0000323	Syal.g_00626	Prbl.g_00361
OG0000324	Syal.g_00656	Prbl.g_00332
OG0000325	Syal.g_00195	Prbl.g_02683
OG0000326	Syal.g_00202	Prbl.g_01059
OG0000327	Syal.g_00230	Prbl.g_00957
OG0000328	Syal.g_00231	Prbl.g_00958
OG0000329	Syal.g_00249	Prbl.g_00975
OG0000330	Syal.g_00250	Prbl.g_00976
OG0000331	Syal.g_00251	Prbl.g_00977
OG0000332	Syal.g_00266	Prbl.g_00992
OG0000333	Syal.g_00269	Prbl.g_00994
OG0000334	Syal.g_00279	Prbl.g_01131
OG0000335	Syal.g_00284	Prbl.g_01136
OG0000336	Syal.g_00288	Prbl.g_01140
OG0000337	Syal.g_01343	Prbl.g_00863
OG0000338	Syal.g_01345	Prbl.g_00859
OG0000339	Syal.g_01351	Prbl.g_00853
OG0000340	Syal.g_01434	Prbl.g_00841
OG0000341	Syal.g_01436	Prbl.g_00839
OG0000342	Syal.g_01437	Prbl.g_00838
OG0000343	Syal.g_01441	Prbl.g_01307
OG0000344	Syal.g_01445	Prbl.g_01304
OG0000345	Syal.g_01455	Prbl.g_01289
OG0000346	Syal.g_01460	Prbl.g_01284
OG0000347	Syal.g_01525	Prbl.g_02053
OG0000348	Syal.g_00170	Prbl.g_02016
OG0000349	Syal.g_00148	Prbl.g_01992
OG0000350	Syal.g_00209	Prbl.g_02195
OG0000351	Syal.g_01175	Prbl.g_02147
OG0000352	Syal.g_01176	Prbl.g_02146
OG0000353	Syal.g_00095	Prbl.g_02122
OG0000354	Syal.g_02941	Prbl.g_00789
OG0000354	Syal.g_00116	Prbl.g_01959
OG0000355	Syal.g_00098	Prbl.g_02120
OG0000356	Syal.g_00099	Prbl.g_02119
OG0000357	Syal.g_00100	Prbl.g_02118
OG0000358	Syal.g_00104	Prbl.g_02114
OG0000359	Syal.g_00106	Prbl.g_02112
OG0000360	Syal.g_00107	Prbl.g_02111
OG0000361	Syal.g_00108	Prbl.g_02110
OG0000362	Syal.g_00110	Prbl.g_02108
OG0000363	Syal.g_00112	Prbl.g_01955
OG0000364	Syal.g_00113	Prbl.g_01956
OG0000365	Syal.g_00122	Prbl.g_01965
OG0000366	Syal.g_00123	Prbl.g_01966
OG0000367	Syal.g_00124	Prbl.g_01967
OG0000368	Syal.g_00126	Prbl.g_01969
OG0000369	Syal.g_00127	Prbl.g_01970
OG0000370	Syal.g_00128	Prbl.g_01971
OG0000371	Syal.g_00135	Prbl.g_01980
OG0000372	Syal.g_00141	Prbl.g_01985
OG0000373	Syal.g_00142	Prbl.g_01986
OG0000374	Syal.g_00143	Prbl.g_01987
OG0000375	Syal.g_00144	Prbl.g_01988
OG0000376	Syal.g_00146	Prbl.g_01990
OG0000377	Syal.g_01061	Prbl.g_02244
OG0000378	Syal.g_01027	Prbl.g_02258
OG0000379	Syal.g_02681, Syal.g_01024	Prbl.g_02274
OG0000380	Syal.g_00749	Prbl.g_00612
OG0000381	Syal.g_00752	Prbl.g_00607
OG0000382	Syal.g_00770	Prbl.g_00592
OG0000383	Syal.g_00775	Prbl.g_00590
OG0000384	Syal.g_00776	Prbl.g_00589
OG0000385	Syal.g_00777	Prbl.g_00588
OG0000386	Syal.g_00778	Prbl.g_00587
OG0000387	Syal.g_00811	Prbl.g_00561
OG0000388	Syal.g_00815	Prbl.g_00557
OG0000389	Syal.g_00819	Prbl.g_00553
OG0000390	Syal.g_00835	Prbl.g_01331
OG0000391	Syal.g_00840	Prbl.g_01326
OG0000392	Syal.g_00846	Prbl.g_01320
OG0000393	Syal.g_00849	Prbl.g_01315
OG0000394	Syal.g_00850	Prbl.g_01314
OG0000395	Syal.g_00851	Prbl.g_01313
OG0000396	Syal.g_00854	Prbl.g_00827
OG0000397	Syal.g_00857	Prbl.g_00825
OG0000398	Syal.g_00862	Prbl.g_00820
OG0000399	Syal.g_00863	Prbl.g_00819
OG0000400	Syal.g_00864	Prbl.g_00818
OG0000401	Syal.g_00865	Prbl.g_00817
OG0000402	Syal.g_00867	Prbl.g_00815
OG0000403	Syal.g_00868	Prbl.g_00814
OG0000404	Syal.g_00870	Prbl.g_00812
OG0000405	Syal.g_00883	Prbl.g_00305
OG0000406	Syal.g_00888	Prbl.g_00301
OG0000407	Syal.g_00889	Prbl.g_00300
OG0000408	Syal.g_00891	Prbl.g_00298
OG0000409	Syal.g_00893	Prbl.g_00296
OG0000410	Syal.g_00894	Prbl.g_00295
OG0000411	Syal.g_00895	Prbl.g_00294
OG0000412	Syal.g_00896	Prbl.g_00293
OG0000413	Syal.g_00898	Prbl.g_00291
OG0000414	Syal.g_00899	Prbl.g_00290
OG0000415	Syal.g_00900	Prbl.g_00289
OG0000416	Syal.g_00901	Prbl.g_00288
OG0000417	Syal.g_00902	Prbl.g_00287
OG0000418	Syal.g_00907	Prbl.g_00282
OG0000419	Syal.g_00909	Prbl.g_00280
OG0000420	Syal.g_00911	Prbl.g_00279
OG0000421	Syal.g_00916	Prbl.g_00275
OG0000422	Syal.g_00917	Prbl.g_00274
OG0000423	Syal.g_00918	Prbl.g_00273
OG0000424	Syal.g_00919	Prbl.g_00272
OG0000425	Syal.g_00920	Prbl.g_00271
OG0000426	Syal.g_00921	Prbl.g_00270
OG0000427	Syal.g_00922	Prbl.g_00269
OG0000428	Syal.g_00925	Prbl.g_02377
OG0000429	Syal.g_00929	Prbl.g_00066
OG0000430	Syal.g_00931	Prbl.g_00068
OG0000431	Syal.g_00934	Prbl.g_00072
OG0000432	Syal.g_00940	Prbl.g_00079
OG0000433	Syal.g_00943	Prbl.g_00082
OG0000434	Syal.g_00944	Prbl.g_00083
OG0000435	Syal.g_00946	Prbl.g_00086
OG0000436	Syal.g_00953	Prbl.g_00092
OG0000437	Syal.g_00954	Prbl.g_00093
OG0000438	Syal.g_00955	Prbl.g_00094
OG0000439	Syal.g_00957	Prbl.g_00096
OG0000440	Syal.g_00958	Prbl.g_00097
OG0000441	Syal.g_00962	Prbl.g_00104
OG0000442	Syal.g_00964	Prbl.g_00105
OG0000443	Syal.g_00966	Prbl.g_01283
OG0000444	Syal.g_00978	Prbl.g_00127
OG0000445	Syal.g_00979	Prbl.g_00126
OG0000446	Syal.g_00981	Prbl.g_00124
OG0000447	Syal.g_00989	Prbl.g_01244
OG0000448	Syal.g_00990	Prbl.g_01245
OG0000449	Syal.g_00991	Prbl.g_01246
OG0000450	Syal.g_00997	Prbl.g_01252
OG0000451	Syal.g_00998	Prbl.g_01253
OG0000452	Syal.g_01002	Prbl.g_01258
OG0000453	Syal.g_01003	Prbl.g_01259
OG0000454	Syal.g_01004	Prbl.g_01260
OG0000455	Syal.g_01005	Prbl.g_01261
OG0000456	Syal.g_01006	Prbl.g_01262
OG0000457	Syal.g_01008	Prbl.g_01264
OG0000458	Syal.g_01009	Prbl.g_01265
OG0000459	Syal.g_01010	Prbl.g_01266
OG0000460	Syal.g_00686	Prbl.g_01923
OG0000461	Syal.g_01199	Prbl.g_02679
OG0000462	Syal.g_01202	Prbl.g_02666
OG0000463	Syal.g_01203	Prbl.g_01516
OG0000464	Syal.g_01204	Prbl.g_01515
OG0000465	Syal.g_01205	Prbl.g_01513
OG0000466	Syal.g_01210	Prbl.g_01508
OG0000467	Syal.g_01212	Prbl.g_01506
OG0000468	Syal.g_01225	Prbl.g_01499
OG0000469	Syal.g_01240	Prbl.g_01486
OG0000470	Syal.g_01242	Prbl.g_01473
OG0000471	Syal.g_01243	Prbl.g_01472
OG0000472	Syal.g_01245	Prbl.g_01470
OG0000473	Syal.g_01247	Prbl.g_01468
OG0000474	Syal.g_01248	Prbl.g_01467
OG0000475	Syal.g_01249	Prbl.g_01466
OG0000476	Syal.g_01251	Prbl.g_01464
OG0000477	Syal.g_01257	Prbl.g_01459
OG0000478	Syal.g_01258	Prbl.g_01458
OG0000479	Syal.g_01259	Prbl.g_01457
OG0000480	Syal.g_01266	Prbl.g_01450
OG0000481	Syal.g_01268	Prbl.g_01448
OG0000482	Syal.g_01269	Prbl.g_01447
OG0000483	Syal.g_01273	Prbl.g_01443
OG0000484	Syal.g_01274	Prbl.g_01442
OG0000485	Syal.g_01275	Prbl.g_01441
OG0000486	Syal.g_01276	Prbl.g_01440
OG0000487	Syal.g_01282	Prbl.g_01435
OG0000488	Syal.g_01286	Prbl.g_01431
OG0000489	Syal.g_01298	Prbl.g_01420
OG0000490	Syal.g_01307	Prbl.g_01414
OG0000491	Syal.g_01308	Prbl.g_01413
OG0000492	Syal.g_01310	Prbl.g_00909
OG0000493	Syal.g_01311	Prbl.g_00908
OG0000494	Syal.g_01312	Prbl.g_00907
OG0000495	Syal.g_01313	Prbl.g_00906
OG0000496	Syal.g_01314	Prbl.g_00905
OG0000497	Syal.g_01315	Prbl.g_00904
OG0000498	Syal.g_01316	Prbl.g_00903
OG0000499	Syal.g_01317	Prbl.g_00902
OG0000500	Syal.g_01318	Prbl.g_00901
OG0000501	Syal.g_01321	Prbl.g_00898
OG0000502	Syal.g_01328	Prbl.g_00886
OG0000503	Syal.g_00347	Prbl.g_01201
OG0000504	Syal.g_00349	Prbl.g_01203
OG0000505	Syal.g_00350	Prbl.g_01204
OG0000506	Syal.g_00352	Prbl.g_01206
OG0000507	Syal.g_00358	Prbl.g_01210
OG0000508	Syal.g_00362	Prbl.g_01217
OG0000509	Syal.g_00364	Prbl.g_01219
OG0000510	Syal.g_00365	Prbl.g_01220
OG0000511	Syal.g_00366	Prbl.g_01221
OG0000512	Syal.g_00368	Prbl.g_01223
OG0000513	Syal.g_00551	Prbl.g_02678
OG0000514	Syal.g_00539	Prbl.g_00676
OG0000515	Syal.g_00538	Prbl.g_00675
OG0000516	Syal.g_00534	Prbl.g_00663
OG0000517	Syal.g_00526	Prbl.g_00653
OG0000518	Syal.g_00514	Prbl.g_00641
OG0000519	Syal.g_00513	Prbl.g_00640
OG0000520	Syal.g_00512	Prbl.g_00639
OG0000521	Syal.g_00502	Prbl.g_00625
OG0000522	Syal.g_00500	Prbl.g_00623
OG0000523	Syal.g_00499	Prbl.g_00622
OG0000524	Syal.g_00491	Prbl.g_01364
OG0000525	Syal.g_00473	Prbl.g_01348
OG0000526	Syal.g_00471	Prbl.g_01346
OG0000527	Syal.g_00465	Prbl.g_01342
OG0000528	Syal.g_02893	Prbl.g_00506
OG0000529	Syal.g_02898	Prbl.g_00512
OG0000530	Syal.g_02901	Prbl.g_00515
OG0000531	Syal.g_02902	Prbl.g_00516
OG0000532	Syal.g_02905	Prbl.g_00519
OG0000533	Syal.g_02907	Prbl.g_00521
OG0000534	Syal.g_02908	Prbl.g_00522
OG0000535	Syal.g_02909	Prbl.g_00523
OG0000536	Syal.g_02910	Prbl.g_00524
OG0000537	Syal.g_02911	Prbl.g_00525
OG0000538	Syal.g_02923	Prbl.g_00536
OG0000539	Syal.g_02924	Prbl.g_00806
OG0000540	Syal.g_02925	Prbl.g_00805
OG0000541	Syal.g_02926	Prbl.g_00804
OG0000542	Syal.g_02929	Prbl.g_00801
OG0000543	Syal.g_02931	Prbl.g_00799
OG0000544	Syal.g_02932	Prbl.g_00798
OG0000545	Syal.g_02934	Prbl.g_00797
OG0000546	Syal.g_02936	Prbl.g_00794
OG0000547	Syal.g_02938	Prbl.g_00792
OG0000548	Syal.g_02939	Prbl.g_00791
OG0000549	Syal.g_02945	Prbl.g_00785
OG0000550	Syal.g_02949	Prbl.g_00780
OG0000551	Syal.g_02953	Prbl.g_00776
OG0000552	Syal.g_02954	Prbl.g_00775
OG0000553	Syal.g_02843	Prbl.g_00770
OG0000554	Syal.g_02837	Prbl.g_00765
OG0000555	Syal.g_02823	Prbl.g_00747
OG0000556	Syal.g_02819	Prbl.g_02645
OG0000557	Syal.g_02816	Prbl.g_01878
OG0000558	Syal.g_02814	Prbl.g_01881
OG0000559	Syal.g_02305, Syal.g_02810	Prbl.g_01885
OG0000560	Syal.g_02807	Prbl.g_01888
OG0000561	Syal.g_02806	Prbl.g_01889
