Orthogroup	Syal	Syad
OG0000097	Syal.g_01735	Syad.g_01458
OG0000099	Syal.g_01323	Syad.g_00460
OG0000100	Syal.g_02448	Syad.g_01846
OG0000101	Syal.g_00275	Syad.g_00694
OG0000102	Syal.g_01488	Syad.g_00343
OG0000103	Syal.g_00077	Syad.g_00143
OG0000104	Syal.g_00092	Syad.g_00158
OG0000105	Syal.g_01255	Syad.g_00530
OG0000106	Syal.g_02577	Syad.g_01993
OG0000107	Syal.g_00194	Syad.g_00590
OG0000108	Syal.g_02897	Syad.g_00904
OG0000109	Syal.g_02913	Syad.g_00919
OG0000110	Syal.g_02782	Syad.g_01048
OG0000111	Syal.g_01813	Syad.g_01300
OG0000112	Syal.g_02000	Syad.g_01766
OG0000113	Syal.g_02443	Syad.g_01851
OG0000114	Syal.g_02286	Syad.g_01617
OG0000115	Syal.g_00404	Syad.g_02300
OG0000116	Syal.g_01630	Syad.g_01123
OG0000117	Syal.g_01704	Syad.g_01510
OG0000118	Syal.g_01583	Syad.g_01104
OG0000119	Syal.g_02056	Syad.g_01168
OG0000120	Syal.g_01324	Syad.g_00459
OG0000121	Syal.g_00374	Syad.g_02280
OG0000122	Syal.g_02602	Syad.g_02122
OG0000123	Syal.g_00283	Syad.g_00701
OG0000124	Syal.g_01519	Syad.g_00320
OG0000125	Syal.g_01075	Syad.g_03040
OG0000126	Syal.g_00090	Syad.g_00156
OG0000127	Syal.g_00720	Syad.g_02710
OG0000128	Syal.g_00109	Syad.g_00174
OG0000129	Syal.g_01062	Syad.g_03028
OG0000130	Syal.g_00751	Syad.g_02728
OG0000131	Syal.g_00886	Syad.g_02876
OG0000132	Syal.g_00906	Syad.g_02897
OG0000133	Syal.g_01995	Syad.g_01761
OG0000134	Syal.g_00552	Syad.g_00788
OG0000135	Syal.g_01119	Syad.g_00063
OG0000136	Syal.g_00520	Syad.g_02445
OG0000137	Syal.g_00463	Syad.g_02353
OG0000138	Syal.g_02914	Syad.g_00920
OG0000139	Syal.g_02832	Syad.g_00983
OG0000140	Syal.g_02830	Syad.g_00987
OG0000141	Syal.g_02738	Syad.g_02208
OG0000142	Syal.g_02636	Syad.g_02152
OG0000143	Syal.g_02632	Syad.g_02148
OG0000144	Syal.g_02515	Syad.g_02024
OG0000145	Syal.g_02921	Syad.g_00927
OG0000146	Syal.g_02001	Syad.g_01767
OG0000147	Syal.g_02002	Syad.g_01768
OG0000148	Syal.g_02437	Syad.g_01861
OG0000149	Syal.g_02475	Syad.g_01221
OG0000150	Syal.g_02737	Syad.g_02207, Syad.g_00989
OG0000151	Syal.g_02263	Syad.g_01956
OG0000152	Syal.g_01991	Syad.g_01757
OG0000153	Syal.g_01958	Syad.g_01713
OG0000154	Syal.g_01918	Syad.g_01686
OG0000155	Syal.g_01695	Syad.g_01189
OG0000156	Syal.g_01620	Syad.g_01116
OG0000157	Syal.g_01619	Syad.g_01115
OG0000158	Syal.g_01431	Syad.g_00374
OG0000159	Syal.g_01400	Syad.g_00373
OG0000160	Syal.g_00372	Syad.g_02279
OG0000161	Syal.g_00384	Syad.g_02287
OG0000162	Syal.g_00396	Syad.g_02293
OG0000163	Syal.g_02971	Syad.g_02542
OG0000164	Syal.g_00623	Syad.g_02659
OG0000165	Syal.g_00632	Syad.g_02476
OG0000166	Syal.g_00236	Syad.g_00654
OG0000167	Syal.g_01347	Syad.g_00419
OG0000168	Syal.g_01433	Syad.g_00371
OG0000169	Syal.g_01447	Syad.g_00360
OG0000170	Syal.g_01454	Syad.g_00353
OG0000171	Syal.g_01518	Syad.g_00321
OG0000172	Syal.g_00174, Syal.g_00173	Syad.g_00244
OG0000173	Syal.g_00155	Syad.g_00220
OG0000174	Syal.g_01121	Syad.g_00065
OG0000175	Syal.g_01172	Syad.g_00129
OG0000176	Syal.g_00101	Syad.g_00166
OG0000177	Syal.g_00102	Syad.g_00167
OG0000178	Syal.g_00103	Syad.g_00168
OG0000179	Syal.g_00118	Syad.g_00183
OG0000180	Syal.g_00119	Syad.g_00184
OG0000181	Syal.g_00120	Syad.g_00185
OG0000182	Syal.g_00121	Syad.g_00186
OG0000183	Syal.g_00125	Syad.g_00190
OG0000184	Syal.g_02678, Syal.g_01050	Syad.g_03018
OG0000185	Syal.g_01025	Syad.g_03006
OG0000186	Syal.g_02684, Syal.g_00747	Syad.g_02722
OG0000187	Syal.g_02685, Syal.g_00748	Syad.g_02724
OG0000188	Syal.g_00771	Syad.g_02759
OG0000189	Syal.g_00807	Syad.g_02788
OG0000190	Syal.g_01364	Syad.g_02790
OG0000191	Syal.g_00841	Syad.g_02824
OG0000192	Syal.g_00847	Syad.g_02834
OG0000193	Syal.g_00887	Syad.g_02877
OG0000194	Syal.g_00890	Syad.g_02880
OG0000195	Syal.g_00892	Syad.g_02884
OG0000196	Syal.g_00903	Syad.g_02894
OG0000197	Syal.g_00904	Syad.g_02895
OG0000199	Syal.g_00913	Syad.g_02904
OG0000200	Syal.g_00932	Syad.g_02921
OG0000201	Syal.g_00949	Syad.g_02937
OG0000202	Syal.g_00950	Syad.g_02938
OG0000203	Syal.g_00951	Syad.g_02939
OG0000204	Syal.g_00952	Syad.g_02940
OG0000205	Syal.g_00959	Syad.g_02948
OG0000206	Syal.g_00971	Syad.g_02955
OG0000207	Syal.g_00974	Syad.g_02957
OG0000208	Syal.g_00975	Syad.g_02958
OG0000209	Syal.g_01000	Syad.g_02981
OG0000210	Syal.g_01001	Syad.g_02982
OG0000211	Syal.g_00688	Syad.g_00813
OG0000212	Syal.g_00679	Syad.g_00825
OG0000213	Syal.g_01229	Syad.g_00556
OG0000214	Syal.g_01246	Syad.g_00538
OG0000215	Syal.g_01277	Syad.g_00508
OG0000216	Syal.g_01281	Syad.g_00504
OG0000217	Syal.g_01285	Syad.g_00500
OG0000218	Syal.g_01287	Syad.g_00498
OG0000219	Syal.g_01288	Syad.g_00497
OG0000220	Syal.g_01289	Syad.g_00496
OG0000221	Syal.g_01297	Syad.g_00488
OG0000222	Syal.g_01309	Syad.g_00473
OG0000223	Syal.g_01327	Syad.g_00451
OG0000224	Syal.g_01329	Syad.g_00444
OG0000225	Syal.g_00363	Syad.g_00777
OG0000226	Syal.g_00367	Syad.g_00781
OG0000227	Syal.g_00369	Syad.g_00783
OG0000228	Syal.g_00556	Syad.g_00784
OG0000229	Syal.g_00525	Syad.g_02450
OG0000230	Syal.g_00523	Syad.g_02448
OG0000231	Syal.g_00510	Syad.g_02436
OG0000232	Syal.g_00495	Syad.g_02392
OG0000233	Syal.g_00487	Syad.g_02382
OG0000234	Syal.g_00461	Syad.g_02351
OG0000235	Syal.g_02896	Syad.g_00903
OG0000236	Syal.g_02912	Syad.g_00918
OG0000237	Syal.g_02930	Syad.g_00936
OG0000238	Syal.g_02935	Syad.g_00941
OG0000239	Syal.g_02951	Syad.g_00957
OG0000240	Syal.g_02952	Syad.g_00958
OG0000241	Syal.g_02696	Syad.g_02160
OG0000242	Syal.g_02840	Syad.g_00975
OG0000243	Syal.g_02822	Syad.g_01000
OG0000244	Syal.g_02815	Syad.g_01012
OG0000245	Syal.g_02813	Syad.g_01014
OG0000246	Syal.g_02809	Syad.g_01017
OG0000247	Syal.g_02797	Syad.g_01029
OG0000248	Syal.g_02794	Syad.g_01032
OG0000249	Syal.g_02792	Syad.g_01034
OG0000250	Syal.g_02786	Syad.g_01044
OG0000251	Syal.g_02760	Syad.g_01071
OG0000252	Syal.g_02757	Syad.g_01078
OG0000253	Syal.g_02755	Syad.g_01081
OG0000254	Syal.g_02732	Syad.g_02203
OG0000255	Syal.g_02719	Syad.g_02185
OG0000256	Syal.g_02705	Syad.g_02167
OG0000257	Syal.g_02697	Syad.g_02161
OG0000258	Syal.g_02623	Syad.g_02143
OG0000259	Syal.g_02182	Syad.g_01576
OG0000260	Syal.g_02188	Syad.g_01587
OG0000261	Syal.g_02199	Syad.g_01590
OG0000262	Syal.g_02204	Syad.g_01595
OG0000263	Syal.g_01720	Syad.g_01475
OG0000264	Syal.g_01788	Syad.g_01360
OG0000266	Syal.g_02421	Syad.g_01804
OG0000267	Syal.g_02043	Syad.g_01645
OG0000268	Syal.g_02042	Syad.g_01646
OG0000269	Syal.g_02409	Syad.g_01894
OG0000270	Syal.g_02412	Syad.g_01891
OG0000271	Syal.g_01871	Syad.g_01883
OG0000272	Syal.g_01872	Syad.g_01882
OG0000273	Syal.g_02454	Syad.g_01247
OG0000274	Syal.g_02455	Syad.g_01246
OG0000275	Syal.g_02458	Syad.g_01242
OG0000276	Syal.g_02467	Syad.g_01229
OG0000277	Syal.g_02468	Syad.g_01228
OG0000278	Syal.g_02471	Syad.g_01225
OG0000279	Syal.g_02479	Syad.g_01208
OG0000280	Syal.g_02493	Syad.g_01198
OG0000281	Syal.g_02190	Syad.g_00624
OG0000282	Syal.g_02284	Syad.g_01619
OG0000283	Syal.g_02028, Syal.g_02131	Syad.g_01661
OG0000284	Syal.g_02023	Syad.g_01787
OG0000285	Syal.g_02012	Syad.g_01776
OG0000286	Syal.g_01992	Syad.g_01758
OG0000287	Syal.g_01965	Syad.g_01720
OG0000288	Syal.g_01919	Syad.g_01687
OG0000289	Syal.g_01904	Syad.g_01672
OG0000290	Syal.g_01826	Syad.g_01287
OG0000291	Syal.g_01824	Syad.g_01289
OG0000292	Syal.g_00089	Syad.g_00155
OG0000293	Syal.g_01631	Syad.g_01124
OG0000294	Syal.g_01632	Syad.g_01125
OG0000295	Syal.g_01687	Syad.g_01181
OG0000296	Syal.g_01689	Syad.g_01183
OG0000297	Syal.g_01702	Syad.g_01512
OG0000298	Syal.g_01703	Syad.g_01511
OG0000299	Syal.g_01732	Syad.g_01462
OG0000300	Syal.g_01738	Syad.g_01455
OG0000301	Syal.g_01739	Syad.g_01454
OG0000302	Syal.g_01740	Syad.g_01453
OG0000303	Syal.g_01763	Syad.g_01442
OG0000304	Syal.g_01756	Syad.g_01436
OG0000305	Syal.g_01821	Syad.g_01292
OG0000306	Syal.g_02579	Syad.g_01989
OG0000307	Syal.g_02880	Syad.g_00883
OG0000308	Syal.g_02878	Syad.g_00881
OG0000309	Syal.g_02873	Syad.g_00876
OG0000310	Syal.g_01537	Syad.g_02250
OG0000311	Syal.g_00061	Syad.g_02254
OG0000312	Syal.g_00031	Syad.g_02265
OG0000313	Syal.g_00381	Syad.g_02284
OG0000314	Syal.g_00416	Syad.g_02313, Syad.g_02231
OG0000315	Syal.g_00426	Syad.g_02323
OG0000316	Syal.g_02987	Syad.g_02564
OG0000317	Syal.g_00583	Syad.g_02620
OG0000318	Syal.g_00588	Syad.g_02624
OG0000319	Syal.g_00608	Syad.g_02642
OG0000320	Syal.g_00610	Syad.g_02644
OG0000321	Syal.g_00611	Syad.g_02645
OG0000322	Syal.g_00612	Syad.g_02646
OG0000323	Syal.g_00626	Syad.g_02661
OG0000324	Syal.g_00656	Syad.g_02505
OG0000325	Syal.g_00195	Syad.g_00591
OG0000326	Syal.g_00202	Syad.g_00598
OG0000327	Syal.g_00230	Syad.g_00649
OG0000328	Syal.g_00231	Syad.g_00650
OG0000329	Syal.g_00249	Syad.g_00668
OG0000330	Syal.g_00250	Syad.g_00669
OG0000331	Syal.g_00251	Syad.g_00670
OG0000332	Syal.g_00266	Syad.g_00685
OG0000333	Syal.g_00269	Syad.g_00688
OG0000334	Syal.g_00279	Syad.g_00697
OG0000335	Syal.g_00284	Syad.g_00702
OG0000336	Syal.g_00288	Syad.g_00706
OG0000337	Syal.g_01343	Syad.g_00425, Syad.g_00427
OG0000338	Syal.g_01345	Syad.g_00421
OG0000339	Syal.g_01351	Syad.g_00414
OG0000340	Syal.g_01434	Syad.g_00370
OG0000341	Syal.g_01436	Syad.g_00368
OG0000342	Syal.g_01437	Syad.g_00367
OG0000343	Syal.g_01441	Syad.g_00366
OG0000344	Syal.g_01445	Syad.g_00362
OG0000345	Syal.g_01455	Syad.g_00352
OG0000346	Syal.g_01460	Syad.g_00347
OG0000347	Syal.g_01525	Syad.g_00318
OG0000348	Syal.g_00170	Syad.g_00233
OG0000349	Syal.g_00148	Syad.g_00213
OG0000350	Syal.g_00209	Syad.g_00605
OG0000351	Syal.g_01175	Syad.g_00134
OG0000352	Syal.g_01176	Syad.g_00135
OG0000353	Syal.g_00095	Syad.g_00161
OG0000354	Syal.g_02941	Syad.g_00947
OG0000354	Syal.g_00116	Syad.g_00181
OG0000355	Syal.g_00098	Syad.g_00163
OG0000356	Syal.g_00099	Syad.g_00164
OG0000357	Syal.g_00100	Syad.g_00165
OG0000358	Syal.g_00104	Syad.g_00169
OG0000359	Syal.g_00106	Syad.g_00171
OG0000360	Syal.g_00107	Syad.g_00172
OG0000361	Syal.g_00108	Syad.g_00173
OG0000362	Syal.g_00110	Syad.g_00175
OG0000363	Syal.g_00112	Syad.g_00177
OG0000364	Syal.g_00113	Syad.g_00178
OG0000365	Syal.g_00122	Syad.g_00187
OG0000366	Syal.g_00123	Syad.g_00188
OG0000367	Syal.g_00124	Syad.g_00189
OG0000368	Syal.g_00126	Syad.g_00191
OG0000369	Syal.g_00127	Syad.g_00192
OG0000370	Syal.g_00128	Syad.g_00193
OG0000371	Syal.g_00135	Syad.g_00201
OG0000372	Syal.g_00141	Syad.g_00206
OG0000373	Syal.g_00142	Syad.g_00207
OG0000374	Syal.g_00143	Syad.g_00208
OG0000375	Syal.g_00144	Syad.g_00209
OG0000376	Syal.g_00146	Syad.g_00211
OG0000377	Syal.g_01061	Syad.g_03027
OG0000378	Syal.g_01027	Syad.g_03012
OG0000379	Syal.g_01024	Syad.g_03005
OG0000380	Syal.g_00749	Syad.g_02725
OG0000381	Syal.g_00752	Syad.g_02729
OG0000382	Syal.g_00770	Syad.g_02758
OG0000383	Syal.g_00775	Syad.g_02761
OG0000384	Syal.g_00776	Syad.g_02762
OG0000385	Syal.g_00777	Syad.g_02763
OG0000386	Syal.g_00778	Syad.g_02764
OG0000387	Syal.g_00811	Syad.g_02792
OG0000388	Syal.g_00815	Syad.g_02796
OG0000389	Syal.g_00819	Syad.g_02800
OG0000390	Syal.g_00835	Syad.g_02818
OG0000391	Syal.g_00840	Syad.g_02823
OG0000392	Syal.g_00846	Syad.g_02833
OG0000393	Syal.g_00849	Syad.g_02837
OG0000394	Syal.g_00850	Syad.g_02838
OG0000395	Syal.g_00851	Syad.g_02839
OG0000396	Syal.g_00854	Syad.g_02843
OG0000397	Syal.g_00857	Syad.g_02845
OG0000398	Syal.g_00862	Syad.g_02850
OG0000399	Syal.g_00863	Syad.g_02851
OG0000400	Syal.g_00864	Syad.g_02852
OG0000401	Syal.g_00865	Syad.g_02853
OG0000402	Syal.g_00867	Syad.g_02855
OG0000403	Syal.g_00868	Syad.g_02856
OG0000404	Syal.g_00870	Syad.g_02858
OG0000405	Syal.g_00883	Syad.g_02874
OG0000406	Syal.g_00888	Syad.g_02878
OG0000407	Syal.g_00889	Syad.g_02879
OG0000408	Syal.g_00891	Syad.g_02883
OG0000409	Syal.g_00893	Syad.g_02885
OG0000410	Syal.g_00894	Syad.g_02886
OG0000411	Syal.g_00895	Syad.g_02887
OG0000412	Syal.g_00896	Syad.g_02888
OG0000413	Syal.g_00898	Syad.g_02890
OG0000415	Syal.g_00900	Syad.g_02891
OG0000416	Syal.g_00901	Syad.g_02892
OG0000417	Syal.g_00902	Syad.g_02893
OG0000418	Syal.g_00907	Syad.g_02898
OG0000419	Syal.g_00909	Syad.g_02900
OG0000420	Syal.g_00911	Syad.g_02902
OG0000421	Syal.g_00916	Syad.g_02907
OG0000422	Syal.g_00917	Syad.g_02908
OG0000423	Syal.g_00918	Syad.g_02909
OG0000424	Syal.g_00919	Syad.g_02910
OG0000425	Syal.g_00920	Syad.g_02911
OG0000426	Syal.g_00921	Syad.g_02912
OG0000427	Syal.g_00922	Syad.g_02913
OG0000428	Syal.g_00925	Syad.g_02916
OG0000429	Syal.g_00929	Syad.g_02918
OG0000430	Syal.g_00931	Syad.g_02920
OG0000431	Syal.g_00934	Syad.g_02923
OG0000432	Syal.g_00940	Syad.g_02930
OG0000433	Syal.g_00943	Syad.g_02933
OG0000434	Syal.g_00944	Syad.g_02934
OG0000435	Syal.g_00946	Syad.g_02936
OG0000436	Syal.g_00953	Syad.g_02942
OG0000437	Syal.g_00954	Syad.g_02943
OG0000438	Syal.g_00955	Syad.g_02944
OG0000439	Syal.g_00957	Syad.g_02946
OG0000440	Syal.g_00958	Syad.g_02947
OG0000441	Syal.g_00962	Syad.g_02951
OG0000442	Syal.g_00964	Syad.g_02952
OG0000443	Syal.g_00966	Syad.g_02953
OG0000444	Syal.g_00978	Syad.g_02964
OG0000445	Syal.g_00979	Syad.g_02965
OG0000446	Syal.g_00981	Syad.g_02967
OG0000447	Syal.g_00989	Syad.g_02970
OG0000448	Syal.g_00990	Syad.g_02971
OG0000449	Syal.g_00991	Syad.g_02972
OG0000450	Syal.g_00997	Syad.g_02978
OG0000451	Syal.g_00998	Syad.g_02979
OG0000452	Syal.g_01002	Syad.g_02983
OG0000453	Syal.g_01003	Syad.g_02984
OG0000454	Syal.g_01004	Syad.g_02985
OG0000455	Syal.g_01005	Syad.g_02986
OG0000456	Syal.g_01006	Syad.g_02987
OG0000457	Syal.g_01008	Syad.g_02989
OG0000458	Syal.g_01009	Syad.g_02998
OG0000459	Syal.g_01010	Syad.g_02999
OG0000460	Syal.g_00686	Syad.g_00815
OG0000461	Syal.g_01199	Syad.g_00579
OG0000462	Syal.g_01202	Syad.g_00576
OG0000463	Syal.g_01203	Syad.g_00575
OG0000464	Syal.g_01204	Syad.g_00574
OG0000465	Syal.g_01205	Syad.g_00573
OG0000466	Syal.g_01210	Syad.g_00568
OG0000467	Syal.g_01212	Syad.g_00566
OG0000468	Syal.g_01225	Syad.g_00561
OG0000469	Syal.g_01240	Syad.g_00545
OG0000470	Syal.g_01242	Syad.g_00542
OG0000471	Syal.g_01243	Syad.g_00541
OG0000472	Syal.g_01245	Syad.g_00539
OG0000473	Syal.g_01247	Syad.g_00537
OG0000474	Syal.g_01248	Syad.g_00536
OG0000475	Syal.g_01249	Syad.g_00535
OG0000476	Syal.g_01251	Syad.g_00533
OG0000477	Syal.g_01257	Syad.g_00528
OG0000478	Syal.g_01258	Syad.g_00527
OG0000479	Syal.g_01259	Syad.g_00526
OG0000480	Syal.g_01266	Syad.g_00520
OG0000481	Syal.g_01268	Syad.g_00518
OG0000482	Syal.g_01269	Syad.g_00517
OG0000483	Syal.g_01273	Syad.g_00513
OG0000484	Syal.g_01274	Syad.g_00512
OG0000485	Syal.g_01275	Syad.g_00511
OG0000486	Syal.g_01276	Syad.g_00510
OG0000487	Syal.g_01282	Syad.g_00503
OG0000488	Syal.g_01286	Syad.g_00499
OG0000489	Syal.g_01298	Syad.g_00487
OG0000490	Syal.g_01307	Syad.g_00475
OG0000491	Syal.g_01308	Syad.g_00474
OG0000492	Syal.g_01310	Syad.g_00472
OG0000493	Syal.g_01311	Syad.g_00471
OG0000494	Syal.g_01312	Syad.g_00470
OG0000495	Syal.g_01313	Syad.g_00469
OG0000496	Syal.g_01314	Syad.g_00468
OG0000497	Syal.g_01315	Syad.g_00467
OG0000498	Syal.g_01316	Syad.g_00466
OG0000499	Syal.g_01317	Syad.g_00465
OG0000500	Syal.g_01318	Syad.g_00464
OG0000501	Syal.g_01321	Syad.g_00461
OG0000502	Syal.g_01328	Syad.g_00449
OG0000503	Syal.g_00347	Syad.g_00761
OG0000504	Syal.g_00349	Syad.g_00763
OG0000505	Syal.g_00350	Syad.g_00764
OG0000506	Syal.g_00352	Syad.g_00766
OG0000507	Syal.g_00358	Syad.g_00772
OG0000508	Syal.g_00362	Syad.g_00776
OG0000509	Syal.g_00364	Syad.g_00778
OG0000510	Syal.g_00365	Syad.g_00779
OG0000511	Syal.g_00366	Syad.g_00780
OG0000512	Syal.g_00368	Syad.g_00782
OG0000513	Syal.g_00551	Syad.g_00789
OG0000514	Syal.g_00539	Syad.g_00795
OG0000515	Syal.g_00538	Syad.g_00796
OG0000516	Syal.g_00534	Syad.g_02456
OG0000517	Syal.g_00526	Syad.g_02451
OG0000518	Syal.g_00514	Syad.g_02439
OG0000519	Syal.g_00513	Syad.g_02438
OG0000520	Syal.g_00512	Syad.g_02437
OG0000521	Syal.g_00502	Syad.g_01108
OG0000522	Syal.g_00500	Syad.g_01109
OG0000523	Syal.g_00499	Syad.g_01110
OG0000524	Syal.g_00491	Syad.g_02386
OG0000525	Syal.g_00473	Syad.g_02363
OG0000526	Syal.g_00471	Syad.g_02360
OG0000527	Syal.g_00465	Syad.g_02355
OG0000528	Syal.g_02893	Syad.g_00897
OG0000529	Syal.g_02898	Syad.g_00905
OG0000530	Syal.g_02901	Syad.g_00908
OG0000531	Syal.g_02902	Syad.g_00909
OG0000532	Syal.g_02905	Syad.g_00912
OG0000533	Syal.g_02907	Syad.g_00913
OG0000534	Syal.g_02908	Syad.g_00914
OG0000535	Syal.g_02909	Syad.g_00915
OG0000536	Syal.g_02910	Syad.g_00916
OG0000537	Syal.g_02911	Syad.g_00917
OG0000538	Syal.g_02923	Syad.g_00929
OG0000539	Syal.g_02924	Syad.g_00930
OG0000540	Syal.g_02925	Syad.g_00931
OG0000541	Syal.g_02926	Syad.g_00932
OG0000542	Syal.g_02929	Syad.g_00935
OG0000543	Syal.g_02931	Syad.g_00937
OG0000544	Syal.g_02932	Syad.g_00938
OG0000545	Syal.g_02934	Syad.g_00940
OG0000546	Syal.g_02936	Syad.g_00942
OG0000547	Syal.g_02938	Syad.g_00944
OG0000548	Syal.g_02939	Syad.g_00945
OG0000549	Syal.g_02945	Syad.g_00952
OG0000550	Syal.g_02949	Syad.g_00956
OG0000551	Syal.g_02953	Syad.g_00960
OG0000552	Syal.g_02954	Syad.g_00961
OG0000553	Syal.g_02843	Syad.g_00965
OG0000554	Syal.g_02837	Syad.g_00978
OG0000555	Syal.g_02823	Syad.g_00999
OG0000556	Syal.g_02819	Syad.g_01003
OG0000557	Syal.g_02816	Syad.g_01011
OG0000558	Syal.g_02814	Syad.g_01013
OG0000559	Syal.g_02810	Syad.g_01016
OG0000560	Syal.g_02807	Syad.g_01019
OG0000561	Syal.g_02806	Syad.g_01020
OG0000562	Syal.g_02805	Syad.g_01021
OG0000563	Syal.g_02804	Syad.g_01022
OG0000564	Syal.g_02803	Syad.g_01023
OG0000565	Syal.g_02799	Syad.g_01027
OG0000566	Syal.g_02795	Syad.g_01031
