Orthogroup	Syal	Syaf
OG0000034	Syal.g_00881, Syal.g_01586	Syaf.g_01241, Syaf.g_00837
OG0000035	Syal.g_00370, Syal.g_00020	Syaf.g_02412
OG0000038	Syal.g_01071	Syaf.g_00642
OG0000040	Syal.g_01149	Syaf.g_00558
OG0000041	Syal.g_00649	Syaf.g_01171, Syaf.g_01414
OG0000042	Syal.g_01705, Syal.g_01508	Syaf.g_00403
OG0000043	Syal.g_02547	Syaf.g_01747
OG0000044	Syal.g_01853	Syaf.g_01358, Syaf.g_01992
OG0000044	Syal.g_01847	Syaf.g_01400
OG0000046	Syal.g_00316	Syaf.g_00055
OG0000046	Syal.g_00321	Syaf.g_00045
OG0000046	Syal.g_00309	Syaf.g_00062
OG0000047	Syal.g_01568	Syaf.g_00030
OG0000048	Syal.g_01250	Syaf.g_00230
OG0000052	Syal.g_01338	Syaf.g_00335
OG0000053	Syal.g_00406	Syaf.g_02447
OG0000055	Syal.g_01845	Syaf.g_01402
OG0000057	Syal.g_01812	Syaf.g_01665
OG0000058	Syal.g_01326	Syaf.g_00316
OG0000059	Syal.g_00225	Syaf.g_00143
OG0000060	Syal.g_00480	Syaf.g_02515
OG0000060	Syal.g_02895	Syaf.g_02726
OG0000060	Syal.g_02214	Syaf.g_01603
OG0000061	Syal.g_01653	Syaf.g_01288
OG0000062	Syal.g_02113	Syaf.g_02167
OG0000062	Syal.g_00567	Syaf.g_01055
OG0000063	Syal.g_00136	Syaf.g_00457
OG0000064	Syal.g_01545	Syaf.g_01063
OG0000064	Syal.g_02544	Syaf.g_02253
OG0000064	Syal.g_01681	Syaf.g_01667
OG0000067	Syal.g_02414	Syaf.g_02049
OG0000068	Syal.g_02888	Syaf.g_02733
OG0000070	Syal.g_00509	Syaf.g_01237
OG0000071	Syal.g_01601	Syaf.g_01254
OG0000072	Syal.g_00914	Syaf.g_00805
OG0000073	Syal.g_02920	Syaf.g_02700
OG0000075	Syal.g_01350	Syaf.g_00353
OG0000076	Syal.g_01459	Syaf.g_00388
OG0000078	Syal.g_00680	Syaf.g_02782
OG0000079	Syal.g_01213	Syaf.g_00197
OG0000081	Syal.g_02555	Syaf.g_02776
OG0000082	Syal.g_02769	Syaf.g_02576
OG0000085	Syal.g_00575	Syaf.g_01048
OG0000086	Syal.g_00784	Syaf.g_00932
OG0000087	Syal.g_00871	Syaf.g_00848
OG0000088	Syal.g_00908	Syaf.g_00811
OG0000089	Syal.g_00555	Syaf.g_02807
OG0000090	Syal.g_02838	Syaf.g_02654
OG0000091	Syal.g_02628	Syaf.g_02302
OG0000093	Syal.g_02233	Syaf.g_02065
OG0000094	Syal.g_01907	Syaf.g_01940
OG0000095	Syal.g_01823	Syaf.g_01442
OG0000097	Syal.g_01735, Syal.g_01553	Syaf.g_01574
OG0000098	Syal.g_02196	Syaf.g_01637
OG0000099	Syal.g_01323	Syaf.g_00312
OG0000100	Syal.g_02448	Syaf.g_02017
OG0000101	Syal.g_00275	Syaf.g_00093
OG0000102	Syal.g_01488	Syaf.g_00393
OG0000103	Syal.g_00077	Syaf.g_00520
OG0000104	Syal.g_00092	Syaf.g_00502
OG0000105	Syal.g_01255	Syaf.g_00235
OG0000106	Syal.g_02577	Syaf.g_01745
OG0000107	Syal.g_00194	Syaf.g_00758
OG0000108	Syal.g_02897	Syaf.g_02721
OG0000109	Syal.g_02913	Syaf.g_02706
OG0000110	Syal.g_02782	Syaf.g_02589
OG0000111	Syal.g_01813	Syaf.g_01451
OG0000112	Syal.g_02000	Syaf.g_01852
OG0000113	Syal.g_02443	Syaf.g_02022
OG0000114	Syal.g_02286	Syaf.g_02103
OG0000115	Syal.g_00404	Syaf.g_02445
OG0000116	Syal.g_01630	Syaf.g_01276
OG0000117	Syal.g_01704	Syaf.g_01605
OG0000118	Syal.g_01583	Syaf.g_02544
OG0000120	Syal.g_01324	Syaf.g_00313
OG0000121	Syal.g_00374	Syaf.g_02419
OG0000123	Syal.g_00283	Syaf.g_00086
OG0000124	Syal.g_01519	Syaf.g_00414
OG0000125	Syal.g_01075	Syaf.g_00640
OG0000126	Syal.g_00090	Syaf.g_00504
OG0000128	Syal.g_00109	Syaf.g_00486
OG0000129	Syal.g_01062	Syaf.g_00651
OG0000130	Syal.g_00751	Syaf.g_00963
OG0000131	Syal.g_00886	Syaf.g_00833
OG0000132	Syal.g_00906	Syaf.g_00813
OG0000133	Syal.g_01995	Syaf.g_01857
OG0000134	Syal.g_00552	Syaf.g_02804
OG0000135	Syal.g_01119	Syaf.g_00605
OG0000136	Syal.g_00520	Syaf.g_01224
OG0000137	Syal.g_00463	Syaf.g_02498
OG0000138	Syal.g_02914	Syaf.g_02705
OG0000139	Syal.g_02832	Syaf.g_02648
OG0000140	Syal.g_02830	Syaf.g_02646
OG0000141	Syal.g_02738	Syaf.g_02375
OG0000142	Syal.g_02636	Syaf.g_02310
OG0000143	Syal.g_02632	Syaf.g_02306
OG0000144	Syal.g_02515	Syaf.g_01735
OG0000145	Syal.g_02921	Syaf.g_02699
OG0000146	Syal.g_02001	Syaf.g_01851
OG0000147	Syal.g_02002	Syaf.g_01850
OG0000148	Syal.g_02437	Syaf.g_02028
OG0000149	Syal.g_02475	Syaf.g_01371
OG0000150	Syal.g_02737	Syaf.g_02645
OG0000151	Syal.g_02263	Syaf.g_02091
OG0000152	Syal.g_01991	Syaf.g_01861
OG0000153	Syal.g_01958	Syaf.g_01904
OG0000154	Syal.g_01918	Syaf.g_01930
OG0000155	Syal.g_01695	Syaf.g_01324
OG0000156	Syal.g_01620	Syaf.g_01270
OG0000157	Syal.g_01619	Syaf.g_01269
OG0000158	Syal.g_01431	Syaf.g_00364
OG0000159	Syal.g_01400	Syaf.g_00311
OG0000160	Syal.g_00372	Syaf.g_02418
OG0000161	Syal.g_00384	Syaf.g_02424
OG0000162	Syal.g_00396	Syaf.g_02431
OG0000163	Syal.g_02971	Syaf.g_01105
OG0000164	Syal.g_00623	Syaf.g_00999
OG0000165	Syal.g_00632	Syaf.g_01197
OG0000166	Syal.g_00236	Syaf.g_00133
OG0000167	Syal.g_01347	Syaf.g_00350
OG0000168	Syal.g_01433	Syaf.g_00365
OG0000169	Syal.g_01447	Syaf.g_00376
OG0000170	Syal.g_01454	Syaf.g_00383
OG0000171	Syal.g_01518	Syaf.g_00413
OG0000172	Syal.g_00174, Syal.g_00173	Syaf.g_00419
OG0000173	Syal.g_00155	Syaf.g_00438
OG0000174	Syal.g_01121	Syaf.g_00603
OG0000175	Syal.g_01172	Syaf.g_00531
OG0000176	Syal.g_00101	Syaf.g_00494
OG0000177	Syal.g_00102	Syaf.g_00493
OG0000178	Syal.g_00103	Syaf.g_00492
OG0000179	Syal.g_00118	Syaf.g_00477
OG0000180	Syal.g_00119	Syaf.g_00476
OG0000181	Syal.g_00120	Syaf.g_00475
OG0000182	Syal.g_00121	Syaf.g_00474
OG0000183	Syal.g_00125	Syaf.g_00470
OG0000184	Syal.g_02678, Syal.g_01050	Syaf.g_00664
OG0000185	Syal.g_01025	Syaf.g_00684
OG0000186	Syal.g_02684, Syal.g_00747	Syaf.g_00968
OG0000187	Syal.g_02685, Syal.g_00748	Syaf.g_00966
OG0000188	Syal.g_00771	Syaf.g_00944
OG0000189	Syal.g_00807	Syaf.g_00916
OG0000190	Syal.g_01364	Syaf.g_00914
OG0000191	Syal.g_00841	Syaf.g_00877
OG0000192	Syal.g_00847	Syaf.g_00871
OG0000193	Syal.g_00887	Syaf.g_00832
OG0000194	Syal.g_00890	Syaf.g_00829
OG0000195	Syal.g_00892	Syaf.g_00827
OG0000196	Syal.g_00903	Syaf.g_00816
OG0000197	Syal.g_00904	Syaf.g_00815
OG0000198	Syal.g_00905	Syaf.g_00814
OG0000199	Syal.g_00913	Syaf.g_00806
OG0000200	Syal.g_00932	Syaf.g_00789
OG0000202	Syal.g_00950	Syaf.g_00770
OG0000203	Syal.g_00951	Syaf.g_00769
OG0000204	Syal.g_00952	Syaf.g_00768
OG0000205	Syal.g_00959	Syaf.g_00761
OG0000206	Syal.g_00971	Syaf.g_00736
OG0000207	Syal.g_00974	Syaf.g_00735
OG0000208	Syal.g_00975	Syaf.g_00734
OG0000209	Syal.g_01000	Syaf.g_00714
OG0000210	Syal.g_01001	Syaf.g_00713
OG0000211	Syal.g_00688	Syaf.g_02791
OG0000212	Syal.g_00679	Syaf.g_02781
OG0000213	Syal.g_01229	Syaf.g_00210
OG0000214	Syal.g_01246	Syaf.g_00226
OG0000215	Syal.g_01277	Syaf.g_00258
OG0000216	Syal.g_01281	Syaf.g_00262
OG0000217	Syal.g_01285	Syaf.g_00266
OG0000218	Syal.g_01287	Syaf.g_00268
OG0000219	Syal.g_01288	Syaf.g_00269
OG0000220	Syal.g_01289	Syaf.g_00270
OG0000221	Syal.g_01297	Syaf.g_00273
OG0000222	Syal.g_01309	Syaf.g_00287
OG0000223	Syal.g_01327	Syaf.g_00317
OG0000224	Syal.g_01329	Syaf.g_00324
OG0000225	Syal.g_00363	Syaf.g_00007
OG0000226	Syal.g_00367	Syaf.g_00003
OG0000227	Syal.g_00369	Syaf.g_00001
OG0000228	Syal.g_00556	Syaf.g_02808
OG0000229	Syal.g_00525	Syaf.g_01214
OG0000230	Syal.g_00523	Syaf.g_01216
OG0000231	Syal.g_00510	Syaf.g_01236
OG0000232	Syal.g_00495	Syaf.g_02536
OG0000233	Syal.g_00487	Syaf.g_02528
OG0000234	Syal.g_00461	Syaf.g_02497
OG0000235	Syal.g_02896	Syaf.g_02722
OG0000236	Syal.g_02912	Syaf.g_02707
OG0000237	Syal.g_02930	Syaf.g_02690
OG0000238	Syal.g_02935	Syaf.g_02685
OG0000239	Syal.g_02951	Syaf.g_02669
OG0000240	Syal.g_02952	Syaf.g_02668
OG0000241	Syal.g_02696	Syaf.g_02322
OG0000242	Syal.g_02840	Syaf.g_02656
OG0000243	Syal.g_02822	Syaf.g_02634
OG0000244	Syal.g_02815	Syaf.g_02627
OG0000245	Syal.g_02813	Syaf.g_02625
OG0000246	Syal.g_02809	Syaf.g_02621
OG0000247	Syal.g_02797	Syaf.g_02610
OG0000248	Syal.g_02794	Syaf.g_02607
OG0000249	Syal.g_02792	Syaf.g_02605
OG0000250	Syal.g_02786	Syaf.g_02593
OG0000251	Syal.g_02760	Syaf.g_02568
OG0000252	Syal.g_02757	Syaf.g_02565
OG0000253	Syal.g_02755	Syaf.g_02564
OG0000254	Syal.g_02732	Syaf.g_02371
OG0000255	Syal.g_02719	Syaf.g_02352
OG0000256	Syal.g_02705	Syaf.g_02329
OG0000257	Syal.g_02697	Syaf.g_02323
OG0000258	Syal.g_02623	Syaf.g_02301
OG0000259	Syal.g_02182	Syaf.g_02137
OG0000260	Syal.g_02188	Syaf.g_02134
OG0000261	Syal.g_02199	Syaf.g_02131
OG0000262	Syal.g_02204	Syaf.g_02126
OG0000263	Syal.g_01720	Syaf.g_01585
OG0000264	Syal.g_01788	Syaf.g_01473
OG0000265	Syal.g_02534	Syaf.g_01196
OG0000266	Syal.g_02421	Syaf.g_01967
OG0000267	Syal.g_02043	Syaf.g_01787
OG0000268	Syal.g_02042	Syaf.g_01788
OG0000269	Syal.g_02409	Syaf.g_02054
OG0000270	Syal.g_02412	Syaf.g_02051
OG0000271	Syal.g_01871	Syaf.g_02043
OG0000272	Syal.g_01872	Syaf.g_02042
OG0000274	Syal.g_02455	Syaf.g_01391
OG0000275	Syal.g_02458	Syaf.g_01386
OG0000276	Syal.g_02467	Syaf.g_01379
OG0000277	Syal.g_02468	Syaf.g_01378
OG0000278	Syal.g_02471	Syaf.g_01375
OG0000279	Syal.g_02479	Syaf.g_01367
OG0000280	Syal.g_02493	Syaf.g_01337
OG0000281	Syal.g_02190	Syaf.g_01636
OG0000282	Syal.g_02284	Syaf.g_02101
OG0000283	Syal.g_02028, Syal.g_02131	Syaf.g_01804
OG0000284	Syal.g_02023	Syaf.g_01810
OG0000285	Syal.g_02012	Syaf.g_01842
OG0000286	Syal.g_01992	Syaf.g_01860
OG0000287	Syal.g_01965	Syaf.g_01896
OG0000288	Syal.g_01919	Syaf.g_01929
OG0000289	Syal.g_01904	Syaf.g_01943
OG0000290	Syal.g_01826	Syaf.g_01439
OG0000291	Syal.g_01824	Syaf.g_01441
OG0000292	Syal.g_00089	Syaf.g_00505
OG0000293	Syal.g_01631	Syaf.g_01277
OG0000294	Syal.g_01632	Syaf.g_01278
OG0000295	Syal.g_01687	Syaf.g_01316
OG0000296	Syal.g_01689	Syaf.g_01318
OG0000297	Syal.g_01702	Syaf.g_01607
OG0000298	Syal.g_01703	Syaf.g_01606
OG0000299	Syal.g_01732	Syaf.g_01578
OG0000300	Syal.g_01738	Syaf.g_01571
OG0000301	Syal.g_01739	Syaf.g_01570
OG0000302	Syal.g_01740	Syaf.g_01568
OG0000303	Syal.g_01763	Syaf.g_01559
OG0000304	Syal.g_01756	Syaf.g_01551
OG0000305	Syal.g_01821	Syaf.g_01444
OG0000306	Syal.g_02579	Syaf.g_01332
OG0000307	Syal.g_02880	Syaf.g_02742
OG0000308	Syal.g_02878	Syaf.g_02744
OG0000309	Syal.g_02873	Syaf.g_02749
OG0000310	Syal.g_01537	Syaf.g_02387
OG0000311	Syal.g_00061	Syaf.g_02391
OG0000312	Syal.g_00031	Syaf.g_02397
OG0000313	Syal.g_00381	Syaf.g_02421
OG0000314	Syal.g_00416	Syaf.g_02458
OG0000315	Syal.g_00426	Syaf.g_02468
OG0000316	Syal.g_02987	Syaf.g_01088
OG0000317	Syal.g_00583	Syaf.g_01040
OG0000318	Syal.g_00588	Syaf.g_01032
OG0000319	Syal.g_00608	Syaf.g_01015
OG0000320	Syal.g_00610	Syaf.g_01013
OG0000321	Syal.g_00611	Syaf.g_01012
OG0000322	Syal.g_00612	Syaf.g_01011
OG0000323	Syal.g_00626	Syaf.g_00997
OG0000324	Syal.g_00656	Syaf.g_01164
OG0000325	Syal.g_00195	Syaf.g_00176
OG0000326	Syal.g_00202	Syaf.g_00169
OG0000327	Syal.g_00230	Syaf.g_00138
OG0000328	Syal.g_00231	Syaf.g_00137
OG0000329	Syal.g_00249	Syaf.g_00119
OG0000330	Syal.g_00250	Syaf.g_00118
OG0000331	Syal.g_00251	Syaf.g_00117
OG0000332	Syal.g_00266	Syaf.g_00102
OG0000333	Syal.g_00269	Syaf.g_00099
OG0000334	Syal.g_00279	Syaf.g_00090
OG0000335	Syal.g_00284	Syaf.g_00085
OG0000336	Syal.g_00288	Syaf.g_00081
OG0000337	Syal.g_01343	Syaf.g_00344
OG0000338	Syal.g_01345	Syaf.g_00348
OG0000339	Syal.g_01351	Syaf.g_00355
OG0000340	Syal.g_01434	Syaf.g_00366
OG0000341	Syal.g_01436	Syaf.g_00368
OG0000342	Syal.g_01437	Syaf.g_00369
OG0000343	Syal.g_01441	Syaf.g_00370
OG0000344	Syal.g_01445	Syaf.g_00374
OG0000345	Syal.g_01455	Syaf.g_00384
OG0000346	Syal.g_01460	Syaf.g_00389
OG0000347	Syal.g_01525	Syaf.g_00415
OG0000348	Syal.g_00170	Syaf.g_00427
OG0000349	Syal.g_00148	Syaf.g_00445
OG0000350	Syal.g_00209	Syaf.g_00162
OG0000351	Syal.g_01175	Syaf.g_00528
OG0000352	Syal.g_01176	Syaf.g_00527
OG0000353	Syal.g_00095	Syaf.g_00499
OG0000354	Syal.g_02941	Syaf.g_02680
OG0000354	Syal.g_00116	Syaf.g_00479
OG0000355	Syal.g_00098	Syaf.g_00497
OG0000356	Syal.g_00099	Syaf.g_00496
OG0000357	Syal.g_00100	Syaf.g_00495
OG0000358	Syal.g_00104	Syaf.g_00491
OG0000359	Syal.g_00106	Syaf.g_00489
OG0000360	Syal.g_00107	Syaf.g_00488
OG0000361	Syal.g_00108	Syaf.g_00487
OG0000362	Syal.g_00110	Syaf.g_00485
OG0000363	Syal.g_00112	Syaf.g_00483
OG0000364	Syal.g_00113	Syaf.g_00482
OG0000365	Syal.g_00122	Syaf.g_00473
OG0000366	Syal.g_00123	Syaf.g_00472
OG0000367	Syal.g_00124	Syaf.g_00471
OG0000368	Syal.g_00126	Syaf.g_00469
OG0000369	Syal.g_00127	Syaf.g_00468
OG0000370	Syal.g_00128	Syaf.g_00467
OG0000371	Syal.g_00135	Syaf.g_00458
OG0000372	Syal.g_00141	Syaf.g_00453
OG0000373	Syal.g_00142	Syaf.g_00452
OG0000374	Syal.g_00143	Syaf.g_00451
OG0000375	Syal.g_00144	Syaf.g_00449
OG0000376	Syal.g_00146	Syaf.g_00447
OG0000377	Syal.g_01061	Syaf.g_00654
OG0000378	Syal.g_01027	Syaf.g_00668
OG0000379	Syal.g_01024	Syaf.g_00686
OG0000380	Syal.g_00749	Syaf.g_00965
OG0000381	Syal.g_00752	Syaf.g_00962
OG0000382	Syal.g_00770	Syaf.g_00945
OG0000383	Syal.g_00775	Syaf.g_00941
OG0000384	Syal.g_00776	Syaf.g_00940
OG0000385	Syal.g_00777	Syaf.g_00939
OG0000386	Syal.g_00778	Syaf.g_00938
OG0000387	Syal.g_00811	Syaf.g_00912
OG0000388	Syal.g_00815	Syaf.g_00908
OG0000389	Syal.g_00819	Syaf.g_00904
OG0000390	Syal.g_00835	Syaf.g_00883
OG0000391	Syal.g_00840	Syaf.g_00878
OG0000392	Syal.g_00846	Syaf.g_00872
OG0000393	Syal.g_00849	Syaf.g_00870
OG0000394	Syal.g_00850	Syaf.g_00869
OG0000395	Syal.g_00851	Syaf.g_00868
OG0000396	Syal.g_00854	Syaf.g_00865
OG0000397	Syal.g_00857	Syaf.g_00863
OG0000398	Syal.g_00862	Syaf.g_00858
OG0000399	Syal.g_00863	Syaf.g_00857
OG0000400	Syal.g_00864	Syaf.g_00856
OG0000401	Syal.g_00865	Syaf.g_00855
OG0000402	Syal.g_00867	Syaf.g_00852
OG0000403	Syal.g_00868	Syaf.g_00851
OG0000404	Syal.g_00870	Syaf.g_00850
OG0000405	Syal.g_00883	Syaf.g_00835
OG0000406	Syal.g_00888	Syaf.g_00831
OG0000407	Syal.g_00889	Syaf.g_00830
OG0000408	Syal.g_00891	Syaf.g_00828
OG0000409	Syal.g_00893	Syaf.g_00826
OG0000410	Syal.g_00894	Syaf.g_00825
OG0000411	Syal.g_00895	Syaf.g_00824
OG0000412	Syal.g_00896	Syaf.g_00823
OG0000413	Syal.g_00898	Syaf.g_00821
OG0000414	Syal.g_00899	Syaf.g_00820
OG0000415	Syal.g_00900	Syaf.g_00819
OG0000416	Syal.g_00901	Syaf.g_00818
OG0000417	Syal.g_00902	Syaf.g_00817
OG0000418	Syal.g_00907	Syaf.g_00812
OG0000419	Syal.g_00909	Syaf.g_00810
OG0000420	Syal.g_00911	Syaf.g_00808
OG0000421	Syal.g_00916	Syaf.g_00803
OG0000422	Syal.g_00917	Syaf.g_00802
OG0000423	Syal.g_00918	Syaf.g_00801
OG0000424	Syal.g_00919	Syaf.g_00800
OG0000425	Syal.g_00920	Syaf.g_00799
OG0000426	Syal.g_00921	Syaf.g_00798
OG0000427	Syal.g_00922	Syaf.g_00797
OG0000428	Syal.g_00925	Syaf.g_00794
OG0000429	Syal.g_00929	Syaf.g_00792
OG0000430	Syal.g_00931	Syaf.g_00790
OG0000431	Syal.g_00934	Syaf.g_00786
OG0000432	Syal.g_00940	Syaf.g_00779
OG0000433	Syal.g_00943	Syaf.g_00777
OG0000434	Syal.g_00944	Syaf.g_00776
OG0000435	Syal.g_00946	Syaf.g_00772
OG0000436	Syal.g_00953	Syaf.g_00767
OG0000437	Syal.g_00954	Syaf.g_00766
OG0000438	Syal.g_00955	Syaf.g_00765
OG0000439	Syal.g_00957	Syaf.g_00763
OG0000440	Syal.g_00958	Syaf.g_00762
OG0000441	Syal.g_00962	Syaf.g_00756
OG0000442	Syal.g_00964	Syaf.g_00743
OG0000443	Syal.g_00966	Syaf.g_00739
OG0000444	Syal.g_00978	Syaf.g_00733
OG0000445	Syal.g_00979	Syaf.g_00729
OG0000446	Syal.g_00981	Syaf.g_00728
OG0000447	Syal.g_00989	Syaf.g_00725
OG0000448	Syal.g_00990	Syaf.g_00724
OG0000449	Syal.g_00991	Syaf.g_00723
OG0000450	Syal.g_00997	Syaf.g_00717
OG0000451	Syal.g_00998	Syaf.g_00716
OG0000452	Syal.g_01002	Syaf.g_00712
OG0000453	Syal.g_01003	Syaf.g_00711
OG0000454	Syal.g_01004	Syaf.g_00710
OG0000455	Syal.g_01005	Syaf.g_00709
OG0000456	Syal.g_01006	Syaf.g_00708
OG0000457	Syal.g_01008	Syaf.g_00706
OG0000458	Syal.g_01009	Syaf.g_00705
OG0000459	Syal.g_01010	Syaf.g_00704
OG0000460	Syal.g_00686	Syaf.g_02789
OG0000461	Syal.g_01199	Syaf.g_00183
OG0000462	Syal.g_01202	Syaf.g_00186
OG0000463	Syal.g_01203	Syaf.g_00187
OG0000464	Syal.g_01204	Syaf.g_00188
OG0000465	Syal.g_01205	Syaf.g_00190
OG0000466	Syal.g_01210	Syaf.g_00194
OG0000467	Syal.g_01212	Syaf.g_00196
OG0000468	Syal.g_01225	Syaf.g_00206
OG0000469	Syal.g_01240	Syaf.g_00220
OG0000470	Syal.g_01242	Syaf.g_00222
OG0000471	Syal.g_01243	Syaf.g_00223
OG0000472	Syal.g_01245	Syaf.g_00225
OG0000473	Syal.g_01247	Syaf.g_00227
OG0000474	Syal.g_01248	Syaf.g_00228
OG0000475	Syal.g_01249	Syaf.g_00229
OG0000476	Syal.g_01251	Syaf.g_00231
OG0000477	Syal.g_01257	Syaf.g_00237
OG0000478	Syal.g_01258	Syaf.g_00238
OG0000479	Syal.g_01259	Syaf.g_00239
OG0000480	Syal.g_01266	Syaf.g_00247
OG0000481	Syal.g_01268	Syaf.g_00249
OG0000482	Syal.g_01269	Syaf.g_00250
OG0000483	Syal.g_01273	Syaf.g_00254
OG0000484	Syal.g_01274	Syaf.g_00255
OG0000485	Syal.g_01275	Syaf.g_00256
OG0000486	Syal.g_01276	Syaf.g_00257
OG0000487	Syal.g_01282	Syaf.g_00263
OG0000488	Syal.g_01286	Syaf.g_00267
OG0000489	Syal.g_01298	Syaf.g_00274
OG0000490	Syal.g_01307	Syaf.g_00284
OG0000491	Syal.g_01308	Syaf.g_00285
OG0000492	Syal.g_01310	Syaf.g_00288
OG0000493	Syal.g_01311	Syaf.g_00289
OG0000494	Syal.g_01312	Syaf.g_00290
OG0000495	Syal.g_01313	Syaf.g_00291
OG0000496	Syal.g_01314	Syaf.g_00292
OG0000497	Syal.g_01315	Syaf.g_00293
OG0000498	Syal.g_01316	Syaf.g_00294
OG0000499	Syal.g_01317	Syaf.g_00295
OG0000500	Syal.g_01318	Syaf.g_00296
OG0000501	Syal.g_01321	Syaf.g_00299
OG0000502	Syal.g_01328	Syaf.g_00319
OG0000503	Syal.g_00347	Syaf.g_00023
OG0000504	Syal.g_00349	Syaf.g_00021
OG0000505	Syal.g_00350	Syaf.g_00020
OG0000506	Syal.g_00352	Syaf.g_00018
OG0000507	Syal.g_00358	Syaf.g_00012
OG0000508	Syal.g_00362	Syaf.g_00008
OG0000509	Syal.g_00364	Syaf.g_00006
OG0000510	Syal.g_00365	Syaf.g_00005
OG0000511	Syal.g_00366	Syaf.g_00004
OG0000512	Syal.g_00368	Syaf.g_00002
OG0000513	Syal.g_00551	Syaf.g_02803
OG0000514	Syal.g_00539	Syaf.g_02796
OG0000515	Syal.g_00538	Syaf.g_02795
OG0000516	Syal.g_00534	Syaf.g_01219
OG0000517	Syal.g_00526	Syaf.g_01213
OG0000518	Syal.g_00514	Syaf.g_01230
OG0000519	Syal.g_00513	Syaf.g_01231
OG0000520	Syal.g_00512	Syaf.g_01235
OG0000521	Syal.g_00502	Syaf.g_02542
OG0000522	Syal.g_00500	Syaf.g_02538
OG0000523	Syal.g_00499	Syaf.g_02537
OG0000524	Syal.g_00491	Syaf.g_02531
OG0000525	Syal.g_00473	Syaf.g_02507
OG0000526	Syal.g_00471	Syaf.g_02504
OG0000527	Syal.g_00465	Syaf.g_02500
OG0000528	Syal.g_02893	Syaf.g_02728
OG0000529	Syal.g_02898	Syaf.g_02720
OG0000530	Syal.g_02901	Syaf.g_02717
OG0000531	Syal.g_02902	Syaf.g_02716
OG0000532	Syal.g_02905	Syaf.g_02713
OG0000533	Syal.g_02907	Syaf.g_02712
OG0000534	Syal.g_02908	Syaf.g_02711
OG0000535	Syal.g_02909	Syaf.g_02710
OG0000536	Syal.g_02910	Syaf.g_02709
OG0000537	Syal.g_02911	Syaf.g_02708
OG0000538	Syal.g_02923	Syaf.g_02697
OG0000539	Syal.g_02924	Syaf.g_02696
OG0000540	Syal.g_02925	Syaf.g_02695
OG0000541	Syal.g_02926	Syaf.g_02694
OG0000542	Syal.g_02929	Syaf.g_02691
OG0000543	Syal.g_02931	Syaf.g_02689
OG0000544	Syal.g_02932	Syaf.g_02688
OG0000545	Syal.g_02934	Syaf.g_02686
OG0000546	Syal.g_02936	Syaf.g_02684
OG0000547	Syal.g_02938	Syaf.g_02682
OG0000548	Syal.g_02939	Syaf.g_02681
OG0000549	Syal.g_02945	Syaf.g_02676
OG0000550	Syal.g_02949	Syaf.g_02671
OG0000551	Syal.g_02953	Syaf.g_02666
OG0000552	Syal.g_02954	Syaf.g_02665
OG0000553	Syal.g_02843	Syaf.g_02663
OG0000554	Syal.g_02837	Syaf.g_02653
OG0000555	Syal.g_02823	Syaf.g_02635
OG0000556	Syal.g_02819	Syaf.g_02630
OG0000557	Syal.g_02816	Syaf.g_02628
OG0000558	Syal.g_02814	Syaf.g_02626
