Orthogroup	Syal	Syac
OG0000076	Syal.g_01459	Syac.g_00156
OG0000077	Syal.g_00506	Syac.g_00439
OG0000078	Syal.g_00680	Syac.g_01964
OG0000079	Syal.g_01213	Syac.g_02211
OG0000081	Syal.g_02555	Syac.g_01954, Syac.g_00461
OG0000082	Syal.g_02769	Syac.g_01766
OG0000084	Syal.g_01896	Syac.g_00822
OG0000085	Syal.g_00575	Syac.g_00560
OG0000086	Syal.g_00784	Syac.g_00423
OG0000087	Syal.g_00871	Syac.g_00343
OG0000088	Syal.g_00908	Syac.g_00308
OG0000089	Syal.g_00555	Syac.g_01988, Syac.g_01543
OG0000090	Syal.g_02838	Syac.g_01836
OG0000091	Syal.g_02628	Syac.g_00987
OG0000093	Syal.g_02233	Syac.g_01357
OG0000094	Syal.g_01907	Syac.g_01251
OG0000095	Syal.g_01823	Syac.g_00884
OG0000097	Syal.g_01735	Syac.g_01507
OG0000099	Syal.g_01323	Syac.g_00234
OG0000100	Syal.g_02448	Syac.g_01309
OG0000101	Syal.g_00275	Syac.g_02094
OG0000102	Syal.g_01488	Syac.g_00151
OG0000103	Syal.g_00077	Syac.g_02476
OG0000104	Syal.g_00092	Syac.g_02490
OG0000105	Syal.g_01255	Syac.g_02245
OG0000106	Syal.g_02577	Syac.g_01098
OG0000107	Syal.g_00194	Syac.g_02191
OG0000108	Syal.g_02897	Syac.g_01904
OG0000109	Syal.g_02913	Syac.g_01889
OG0000110	Syal.g_02782	Syac.g_01778
OG0000111	Syal.g_01813	Syac.g_00893
OG0000112	Syal.g_02000	Syac.g_01173
OG0000113	Syal.g_02443	Syac.g_01314
OG0000114	Syal.g_02286	Syac.g_01394
OG0000115	Syal.g_00404	Syac.g_01655
OG0000116	Syal.g_01630	Syac.g_00753
OG0000117	Syal.g_01704	Syac.g_01477
OG0000118	Syal.g_01583	Syac.g_01728
OG0000120	Syal.g_01324	Syac.g_00233
OG0000121	Syal.g_00374	Syac.g_01635
OG0000122	Syal.g_02602	Syac.g_01013
OG0000123	Syal.g_00283	Syac.g_02086
OG0000124	Syal.g_01519	Syac.g_00135
OG0000125	Syal.g_01075	Syac.g_02360
OG0000126	Syal.g_00090	Syac.g_02488
OG0000128	Syal.g_00109	Syac.g_00012
OG0000129	Syal.g_01062	Syac.g_02349
OG0000130	Syal.g_00751	Syac.g_00450
OG0000131	Syal.g_00886	Syac.g_00330
OG0000132	Syal.g_00906	Syac.g_00310
OG0000133	Syal.g_01995	Syac.g_01178
OG0000134	Syal.g_00552	Syac.g_01985
OG0000135	Syal.g_01119	Syac.g_02398
OG0000136	Syal.g_00520	Syac.g_00701
OG0000137	Syal.g_00463	Syac.g_01700
OG0000138	Syal.g_02914	Syac.g_01888
OG0000139	Syal.g_02832	Syac.g_01830
OG0000140	Syal.g_02830	Syac.g_01829
OG0000141	Syal.g_02738	Syac.g_00934
OG0000142	Syal.g_02636	Syac.g_00979
OG0000143	Syal.g_02632	Syac.g_00983
OG0000144	Syal.g_02515	Syac.g_01090
OG0000145	Syal.g_02921	Syac.g_01882
OG0000146	Syal.g_02001	Syac.g_01172
OG0000147	Syal.g_02002	Syac.g_01171
OG0000148	Syal.g_02437	Syac.g_01320
OG0000149	Syal.g_02475	Syac.g_00832
OG0000150	Syal.g_02737	Syac.g_00935
OG0000151	Syal.g_02263	Syac.g_01383
OG0000152	Syal.g_01991	Syac.g_01182
OG0000153	Syal.g_01958	Syac.g_01217
OG0000154	Syal.g_01918	Syac.g_01241
OG0000155	Syal.g_01695	Syac.g_00804
OG0000156	Syal.g_01620	Syac.g_00743
OG0000157	Syal.g_01619	Syac.g_00742
OG0000158	Syal.g_01431	Syac.g_00182
OG0000159	Syal.g_01400	Syac.g_00181
OG0000160	Syal.g_00372	Syac.g_01633
OG0000161	Syal.g_00384	Syac.g_01641
OG0000162	Syal.g_00396	Syac.g_01648
OG0000163	Syal.g_02971	Syac.g_00619
OG0000164	Syal.g_00623	Syac.g_00508
OG0000165	Syal.g_00632	Syac.g_00674
OG0000166	Syal.g_00236	Syac.g_02132
OG0000167	Syal.g_01347	Syac.g_00194
OG0000168	Syal.g_01433	Syac.g_00179
OG0000169	Syal.g_01447	Syac.g_00168
OG0000170	Syal.g_01454	Syac.g_00161
OG0000171	Syal.g_01518	Syac.g_00136
OG0000172	Syal.g_00174, Syal.g_00173	Syac.g_00084
OG0000173	Syal.g_00155	Syac.g_00057
OG0000174	Syal.g_01121	Syac.g_02401
OG0000175	Syal.g_01172	Syac.g_02465
OG0000176	Syal.g_00101	Syac.g_00004
OG0000177	Syal.g_00102	Syac.g_00005
OG0000178	Syal.g_00103	Syac.g_00006
OG0000179	Syal.g_00118	Syac.g_00019
OG0000180	Syal.g_00119	Syac.g_00020
OG0000181	Syal.g_00120	Syac.g_00021
OG0000182	Syal.g_00121	Syac.g_00022
OG0000183	Syal.g_00125	Syac.g_00026
OG0000184	Syal.g_02678, Syal.g_01050	Syac.g_02339
OG0000185	Syal.g_01025	Syac.g_02336
OG0000186	Syal.g_02684, Syal.g_00747	Syac.g_00454
OG0000187	Syal.g_02685, Syal.g_00748	Syac.g_00453
OG0000188	Syal.g_00771	Syac.g_00433
OG0000189	Syal.g_00807	Syac.g_00408
OG0000190	Syal.g_01364	Syac.g_00406
OG0000191	Syal.g_00841	Syac.g_00373
OG0000192	Syal.g_00847	Syac.g_00368
OG0000193	Syal.g_00887	Syac.g_00329
OG0000194	Syal.g_00890	Syac.g_00326
OG0000195	Syal.g_00892	Syac.g_00324
OG0000196	Syal.g_00903	Syac.g_00313
OG0000197	Syal.g_00904	Syac.g_00312
OG0000198	Syal.g_00905	Syac.g_00311
OG0000199	Syal.g_00913	Syac.g_00303
OG0000200	Syal.g_00932	Syac.g_02261
OG0000202	Syal.g_00950	Syac.g_02279
OG0000203	Syal.g_00951	Syac.g_02280
OG0000204	Syal.g_00952	Syac.g_02281
OG0000205	Syal.g_00959	Syac.g_02288
OG0000206	Syal.g_00971	Syac.g_02297
OG0000207	Syal.g_00974	Syac.g_02300
OG0000208	Syal.g_00975	Syac.g_02301
OG0000209	Syal.g_01000	Syac.g_02316
OG0000210	Syal.g_01001	Syac.g_02317
OG0000211	Syal.g_00688	Syac.g_01972
OG0000212	Syal.g_00679	Syac.g_01963
OG0000213	Syal.g_01229	Syac.g_02219
OG0000214	Syal.g_01246	Syac.g_02236
OG0000215	Syal.g_01277	Syac.g_00281
OG0000216	Syal.g_01281	Syac.g_00277
OG0000217	Syal.g_01285	Syac.g_00273
OG0000218	Syal.g_01287	Syac.g_00271
OG0000219	Syal.g_01288	Syac.g_00270
OG0000220	Syal.g_01289	Syac.g_00269
OG0000221	Syal.g_01297	Syac.g_00261
OG0000222	Syal.g_01309	Syac.g_00247
OG0000223	Syal.g_01327	Syac.g_00225
OG0000224	Syal.g_01329	Syac.g_00217
OG0000225	Syal.g_00363	Syac.g_02004
OG0000226	Syal.g_00367	Syac.g_02000
OG0000227	Syal.g_00369	Syac.g_01998
OG0000228	Syal.g_00556	Syac.g_01989
OG0000229	Syal.g_00525	Syac.g_00692
OG0000230	Syal.g_00523	Syac.g_00694
OG0000231	Syal.g_00510	Syac.g_00710
OG0000232	Syal.g_00495	Syac.g_01717
OG0000233	Syal.g_00487	Syac.g_01713
OG0000234	Syal.g_00461	Syac.g_01699
OG0000235	Syal.g_02896	Syac.g_01905
OG0000236	Syal.g_02912	Syac.g_01890
OG0000237	Syal.g_02930	Syac.g_01873
OG0000238	Syal.g_02935	Syac.g_01868
OG0000239	Syal.g_02951	Syac.g_01852
OG0000240	Syal.g_02952	Syac.g_01851
OG0000241	Syal.g_02696	Syac.g_00970
OG0000242	Syal.g_02840	Syac.g_01839
OG0000243	Syal.g_02822	Syac.g_01821
OG0000244	Syal.g_02815	Syac.g_01814
OG0000245	Syal.g_02813	Syac.g_01811
OG0000246	Syal.g_02809	Syac.g_01807
OG0000247	Syal.g_02797	Syac.g_01795
OG0000248	Syal.g_02794	Syac.g_01792
OG0000249	Syal.g_02792	Syac.g_01790
OG0000251	Syal.g_02760	Syac.g_01757
OG0000252	Syal.g_02757	Syac.g_01753
OG0000253	Syal.g_02755	Syac.g_01752
OG0000254	Syal.g_02732	Syac.g_00939
OG0000255	Syal.g_02719	Syac.g_00947
OG0000256	Syal.g_02705	Syac.g_00963
OG0000257	Syal.g_02697	Syac.g_00969
OG0000258	Syal.g_02623	Syac.g_00988
OG0000259	Syal.g_02182	Syac.g_01425
OG0000260	Syal.g_02188	Syac.g_01422
OG0000261	Syal.g_02199	Syac.g_01418
OG0000262	Syal.g_02204	Syac.g_01413
OG0000263	Syal.g_01720	Syac.g_01497
OG0000264	Syal.g_01788	Syac.g_00915
OG0000265	Syal.g_02534	Syac.g_00673
OG0000266	Syal.g_02421	Syac.g_01271
OG0000267	Syal.g_02043	Syac.g_01131
OG0000268	Syal.g_02042	Syac.g_01132
OG0000269	Syal.g_02409	Syac.g_01346
OG0000270	Syal.g_02412	Syac.g_01343
OG0000271	Syal.g_01871	Syac.g_01335
OG0000272	Syal.g_01872	Syac.g_01334
OG0000274	Syal.g_02455	Syac.g_00853
OG0000275	Syal.g_02458	Syac.g_00848
OG0000276	Syal.g_02467	Syac.g_00840
OG0000277	Syal.g_02468	Syac.g_00839
OG0000278	Syal.g_02471	Syac.g_00836
OG0000279	Syal.g_02479	Syac.g_00828
OG0000280	Syal.g_02493	Syac.g_00814
OG0000281	Syal.g_02190	Syac.g_02158
OG0000282	Syal.g_02284	Syac.g_01392
OG0000283	Syal.g_02028, Syal.g_02131	Syac.g_01142
OG0000284	Syal.g_02023	Syac.g_01148
OG0000285	Syal.g_02012	Syac.g_01160
OG0000286	Syal.g_01992	Syac.g_01181
OG0000287	Syal.g_01965	Syac.g_01209
OG0000288	Syal.g_01919	Syac.g_01240
OG0000289	Syal.g_01904	Syac.g_01254
OG0000290	Syal.g_01826	Syac.g_00881
OG0000291	Syal.g_01824	Syac.g_00883
OG0000292	Syal.g_00089	Syac.g_02487
OG0000293	Syal.g_01631	Syac.g_00754
OG0000294	Syal.g_01632	Syac.g_00755
OG0000295	Syal.g_01687	Syac.g_00796
OG0000296	Syal.g_01689	Syac.g_00798
OG0000297	Syal.g_01702	Syac.g_01475
OG0000298	Syal.g_01703	Syac.g_01476
OG0000299	Syal.g_01732	Syac.g_01503
OG0000300	Syal.g_01738	Syac.g_01510
OG0000301	Syal.g_01739	Syac.g_01511
OG0000302	Syal.g_01740	Syac.g_01512
OG0000303	Syal.g_01763	Syac.g_01520
OG0000304	Syal.g_01756	Syac.g_01526
OG0000305	Syal.g_01821	Syac.g_00886
OG0000306	Syal.g_02579	Syac.g_00810
OG0000307	Syal.g_02880	Syac.g_01924
OG0000308	Syal.g_02878	Syac.g_01926
OG0000309	Syal.g_02873	Syac.g_01931
OG0000310	Syal.g_01537	Syac.g_01607
OG0000311	Syal.g_00061	Syac.g_01611
OG0000312	Syal.g_00031	Syac.g_01619
OG0000313	Syal.g_00381	Syac.g_01638
OG0000314	Syal.g_00416	Syac.g_01665
OG0000315	Syal.g_00426	Syac.g_01675
OG0000316	Syal.g_02987	Syac.g_00601
OG0000317	Syal.g_00583	Syac.g_00552
OG0000318	Syal.g_00588	Syac.g_00543
OG0000319	Syal.g_00608	Syac.g_00525
OG0000320	Syal.g_00610	Syac.g_00523
OG0000321	Syal.g_00611	Syac.g_00522
OG0000322	Syal.g_00612	Syac.g_00521
OG0000323	Syal.g_00626	Syac.g_00506
OG0000324	Syal.g_00656	Syac.g_00648
OG0000325	Syal.g_00195	Syac.g_02190
OG0000326	Syal.g_00202	Syac.g_02183
OG0000327	Syal.g_00230	Syac.g_02137
OG0000328	Syal.g_00231	Syac.g_02136
OG0000329	Syal.g_00249	Syac.g_02119
OG0000330	Syal.g_00250	Syac.g_02118
OG0000331	Syal.g_00251	Syac.g_02117
OG0000332	Syal.g_00266	Syac.g_02103
OG0000333	Syal.g_00269	Syac.g_02100
OG0000334	Syal.g_00279	Syac.g_02090
OG0000335	Syal.g_00284	Syac.g_02085
OG0000336	Syal.g_00288	Syac.g_02081
OG0000337	Syal.g_01343	Syac.g_00199
OG0000338	Syal.g_01345	Syac.g_00196
OG0000339	Syal.g_01351	Syac.g_00190
OG0000340	Syal.g_01434	Syac.g_00178
OG0000341	Syal.g_01436	Syac.g_00176
OG0000342	Syal.g_01437	Syac.g_00175
OG0000343	Syal.g_01441	Syac.g_00174
OG0000344	Syal.g_01445	Syac.g_00170
OG0000345	Syal.g_01455	Syac.g_00160
OG0000346	Syal.g_01460	Syac.g_00155
OG0000347	Syal.g_01525	Syac.g_00129
OG0000348	Syal.g_00170	Syac.g_00070, Syac.g_00074
OG0000349	Syal.g_00148	Syac.g_00050
OG0000350	Syal.g_00209	Syac.g_02176
OG0000351	Syal.g_01175	Syac.g_02468
OG0000352	Syal.g_01176	Syac.g_02469
OG0000353	Syal.g_00095	Syac.g_02493
OG0000354	Syal.g_02941	Syac.g_01862
OG0000355	Syal.g_00098	Syac.g_00001
OG0000356	Syal.g_00099	Syac.g_00002
OG0000357	Syal.g_00100	Syac.g_00003
OG0000358	Syal.g_00104	Syac.g_00007
OG0000359	Syal.g_00106	Syac.g_00009
OG0000360	Syal.g_00107	Syac.g_00010
OG0000361	Syal.g_00108	Syac.g_00011
OG0000362	Syal.g_00110	Syac.g_00013
OG0000363	Syal.g_00112	Syac.g_00015
OG0000364	Syal.g_00113	Syac.g_00016
OG0000365	Syal.g_00122	Syac.g_00023
OG0000366	Syal.g_00123	Syac.g_00024
OG0000367	Syal.g_00124	Syac.g_00025
OG0000368	Syal.g_00126	Syac.g_00027
OG0000369	Syal.g_00127	Syac.g_00028
OG0000370	Syal.g_00128	Syac.g_00029
OG0000371	Syal.g_00135	Syac.g_00036
OG0000372	Syal.g_00141	Syac.g_00041
OG0000373	Syal.g_00142	Syac.g_00042
OG0000374	Syal.g_00143	Syac.g_00043
OG0000375	Syal.g_00144	Syac.g_00046
OG0000376	Syal.g_00146	Syac.g_00048
OG0000377	Syal.g_01061	Syac.g_02346
OG0000378	Syal.g_01027	Syac.g_02338
OG0000379	Syal.g_01024	Syac.g_02335
OG0000380	Syal.g_00749	Syac.g_00452
OG0000381	Syal.g_00752	Syac.g_00449
OG0000382	Syal.g_00770	Syac.g_00434
OG0000383	Syal.g_00775	Syac.g_00432
OG0000384	Syal.g_00776	Syac.g_00431
OG0000385	Syal.g_00777	Syac.g_00430
OG0000386	Syal.g_00778	Syac.g_00429
OG0000387	Syal.g_00811	Syac.g_00404
OG0000388	Syal.g_00815	Syac.g_00401
OG0000389	Syal.g_00819	Syac.g_00397
OG0000390	Syal.g_00835	Syac.g_00379
OG0000391	Syal.g_00840	Syac.g_00374
OG0000392	Syal.g_00846	Syac.g_00369
OG0000393	Syal.g_00849	Syac.g_00366
OG0000394	Syal.g_00850	Syac.g_00365
OG0000395	Syal.g_00851	Syac.g_00364
OG0000396	Syal.g_00854	Syac.g_00361
OG0000397	Syal.g_00857	Syac.g_00359
OG0000398	Syal.g_00862	Syac.g_00354
OG0000399	Syal.g_00863	Syac.g_00353
OG0000400	Syal.g_00864	Syac.g_00352
OG0000401	Syal.g_00865	Syac.g_00351
OG0000402	Syal.g_00867	Syac.g_00348
OG0000403	Syal.g_00868	Syac.g_00347
OG0000404	Syal.g_00870	Syac.g_00345
OG0000405	Syal.g_00883	Syac.g_00332
OG0000406	Syal.g_00888	Syac.g_00328
OG0000407	Syal.g_00889	Syac.g_00327
OG0000408	Syal.g_00891	Syac.g_00325
OG0000409	Syal.g_00893	Syac.g_00323
OG0000410	Syal.g_00894	Syac.g_00322
OG0000411	Syal.g_00895	Syac.g_00321
OG0000412	Syal.g_00896	Syac.g_00320
OG0000413	Syal.g_00898	Syac.g_00318
OG0000414	Syal.g_00899	Syac.g_00317
OG0000415	Syal.g_00900	Syac.g_00316
OG0000416	Syal.g_00901	Syac.g_00315
OG0000417	Syal.g_00902	Syac.g_00314
OG0000418	Syal.g_00907	Syac.g_00309
OG0000419	Syal.g_00909	Syac.g_00307
OG0000420	Syal.g_00911	Syac.g_00305
OG0000421	Syal.g_00916	Syac.g_00300
OG0000422	Syal.g_00917	Syac.g_00299
OG0000423	Syal.g_00918	Syac.g_00298
OG0000424	Syal.g_00919	Syac.g_00297
OG0000425	Syal.g_00920	Syac.g_00296
OG0000426	Syal.g_00921	Syac.g_00295
OG0000427	Syal.g_00922	Syac.g_00294
OG0000428	Syal.g_00925	Syac.g_02257
OG0000429	Syal.g_00929	Syac.g_02259
OG0000430	Syal.g_00931	Syac.g_02260
OG0000431	Syal.g_00934	Syac.g_02264
OG0000432	Syal.g_00940	Syac.g_02270
OG0000433	Syal.g_00943	Syac.g_02272
OG0000434	Syal.g_00944	Syac.g_02273
OG0000435	Syal.g_00946	Syac.g_02277
OG0000436	Syal.g_00953	Syac.g_02282
OG0000437	Syal.g_00954	Syac.g_02283
OG0000438	Syal.g_00955	Syac.g_02284
OG0000439	Syal.g_00957	Syac.g_02286
OG0000440	Syal.g_00958	Syac.g_02287
OG0000441	Syal.g_00962	Syac.g_02294
OG0000442	Syal.g_00964	Syac.g_02295
OG0000443	Syal.g_00966	Syac.g_02296
OG0000444	Syal.g_00978	Syac.g_02303
OG0000445	Syal.g_00979	Syac.g_02304
OG0000446	Syal.g_00981	Syac.g_02305
OG0000447	Syal.g_00989	Syac.g_02308
OG0000448	Syal.g_00990	Syac.g_02309
OG0000449	Syal.g_00991	Syac.g_02310
OG0000450	Syal.g_00997	Syac.g_02313
OG0000451	Syal.g_00998	Syac.g_02314
OG0000452	Syal.g_01002	Syac.g_02318
OG0000453	Syal.g_01003	Syac.g_02319
OG0000454	Syal.g_01004	Syac.g_02320
OG0000455	Syal.g_01005	Syac.g_02321
OG0000456	Syal.g_01006	Syac.g_02322
OG0000457	Syal.g_01008	Syac.g_02324
OG0000458	Syal.g_01009	Syac.g_02325
OG0000459	Syal.g_01010	Syac.g_02326
OG0000460	Syal.g_00686	Syac.g_01970
OG0000461	Syal.g_01199	Syac.g_02198
OG0000462	Syal.g_01202	Syac.g_02201
OG0000463	Syal.g_01203	Syac.g_02202
OG0000464	Syal.g_01204	Syac.g_02203
OG0000465	Syal.g_01205	Syac.g_02204
OG0000466	Syal.g_01210	Syac.g_02208
OG0000467	Syal.g_01212	Syac.g_02210
OG0000468	Syal.g_01225	Syac.g_02216
OG0000469	Syal.g_01240	Syac.g_02230
OG0000470	Syal.g_01242	Syac.g_02232
OG0000471	Syal.g_01243	Syac.g_02233
OG0000472	Syal.g_01245	Syac.g_02235
OG0000473	Syal.g_01247	Syac.g_02237
OG0000474	Syal.g_01248	Syac.g_02238
OG0000475	Syal.g_01249	Syac.g_02239
OG0000476	Syal.g_01251	Syac.g_02241
OG0000477	Syal.g_01257	Syac.g_02247
OG0000478	Syal.g_01258	Syac.g_02248
OG0000479	Syal.g_01259	Syac.g_02249
OG0000480	Syal.g_01266	Syac.g_00293
OG0000481	Syal.g_01268	Syac.g_00291
OG0000482	Syal.g_01269	Syac.g_00290
OG0000483	Syal.g_01273	Syac.g_00286
OG0000484	Syal.g_01274	Syac.g_00285
OG0000485	Syal.g_01275	Syac.g_00284
OG0000486	Syal.g_01276	Syac.g_00283
OG0000487	Syal.g_01282	Syac.g_00276
OG0000488	Syal.g_01286	Syac.g_00272
OG0000489	Syal.g_01298	Syac.g_00260
OG0000490	Syal.g_01307	Syac.g_00249
OG0000491	Syal.g_01308	Syac.g_00248
OG0000492	Syal.g_01310	Syac.g_00246
OG0000493	Syal.g_01311	Syac.g_00245
OG0000494	Syal.g_01312	Syac.g_00244
OG0000495	Syal.g_01313	Syac.g_00243
OG0000496	Syal.g_01314	Syac.g_00242
OG0000497	Syal.g_01315	Syac.g_00241
OG0000498	Syal.g_01316	Syac.g_00240
OG0000499	Syal.g_01317	Syac.g_00239
OG0000500	Syal.g_01318	Syac.g_00238
OG0000501	Syal.g_01321	Syac.g_00235
OG0000502	Syal.g_01328	Syac.g_00223
OG0000503	Syal.g_00347	Syac.g_02020
OG0000504	Syal.g_00349	Syac.g_02018
OG0000505	Syal.g_00350	Syac.g_02017
OG0000506	Syal.g_00352	Syac.g_02015
OG0000507	Syal.g_00358	Syac.g_02009
OG0000508	Syal.g_00362	Syac.g_02005
OG0000509	Syal.g_00364	Syac.g_02003
OG0000510	Syal.g_00365	Syac.g_02002
OG0000511	Syal.g_00366	Syac.g_02001
OG0000512	Syal.g_00368	Syac.g_01999
OG0000513	Syal.g_00551	Syac.g_01984
OG0000514	Syal.g_00539	Syac.g_01977
OG0000515	Syal.g_00538	Syac.g_01976
OG0000516	Syal.g_00534	Syac.g_00697
OG0000517	Syal.g_00526	Syac.g_00691
OG0000518	Syal.g_00514	Syac.g_00707
OG0000519	Syal.g_00513	Syac.g_00708
OG0000520	Syal.g_00512	Syac.g_00709
OG0000521	Syal.g_00502	Syac.g_01721
OG0000522	Syal.g_00500	Syac.g_01719
OG0000523	Syal.g_00499	Syac.g_01718
OG0000524	Syal.g_00491	Syac.g_01716
OG0000525	Syal.g_00473	Syac.g_01709
OG0000526	Syal.g_00471	Syac.g_01706
OG0000527	Syal.g_00465	Syac.g_01702
OG0000528	Syal.g_02893	Syac.g_01911
OG0000529	Syal.g_02898	Syac.g_01903
OG0000530	Syal.g_02901	Syac.g_01900
OG0000531	Syal.g_02902	Syac.g_01899
OG0000532	Syal.g_02905	Syac.g_01896
OG0000533	Syal.g_02907	Syac.g_01895
OG0000534	Syal.g_02908	Syac.g_01894
OG0000535	Syal.g_02909	Syac.g_01893
OG0000536	Syal.g_02910	Syac.g_01892
OG0000537	Syal.g_02911	Syac.g_01891
OG0000538	Syal.g_02923	Syac.g_01880
OG0000539	Syal.g_02924	Syac.g_01879
OG0000540	Syal.g_02925	Syac.g_01878
OG0000541	Syal.g_02926	Syac.g_01877
OG0000542	Syal.g_02929	Syac.g_01874
OG0000543	Syal.g_02931	Syac.g_01872
OG0000544	Syal.g_02932	Syac.g_01871
OG0000545	Syal.g_02934	Syac.g_01869
OG0000546	Syal.g_02936	Syac.g_01867
OG0000547	Syal.g_02938	Syac.g_01865
OG0000548	Syal.g_02939	Syac.g_01864
OG0000549	Syal.g_02945	Syac.g_01858
OG0000550	Syal.g_02949	Syac.g_01854
OG0000551	Syal.g_02953	Syac.g_01849
OG0000552	Syal.g_02954	Syac.g_01848
OG0000553	Syal.g_02843	Syac.g_01846
OG0000554	Syal.g_02837	Syac.g_01835
OG0000555	Syal.g_02823	Syac.g_01822
OG0000556	Syal.g_02819	Syac.g_01817
OG0000557	Syal.g_02816	Syac.g_01815
OG0000558	Syal.g_02814	Syac.g_01813
OG0000559	Syal.g_02810	Syac.g_01808
OG0000560	Syal.g_02807	Syac.g_01805
OG0000561	Syal.g_02806	Syac.g_01804
OG0000562	Syal.g_02805	Syac.g_01803
OG0000563	Syal.g_02804	Syac.g_01802
OG0000564	Syal.g_02803	Syac.g_01801
OG0000565	Syal.g_02799	Syac.g_01797
OG0000566	Syal.g_02795	Syac.g_01793
OG0000567	Syal.g_02791	Syac.g_01789
OG0000568	Syal.g_02789	Syac.g_01786
OG0000569	Syal.g_02788	Syac.g_01785
OG0000570	Syal.g_02787	Syac.g_01784
OG0000571	Syal.g_02784	Syac.g_01780
OG0000572	Syal.g_02767	Syac.g_01765
OG0000573	Syal.g_02759	Syac.g_01755
OG0000574	Syal.g_02758	Syac.g_01754
OG0000575	Syal.g_02753	Syac.g_01750
OG0000576	Syal.g_02751	Syac.g_01748
OG0000577	Syal.g_02750	Syac.g_01747
