Orthogroup	Syal	Prbg
OG0000082	Syal.g_02769	Prbg.g_00304, Prbg.g_01639
OG0000084	Syal.g_01896, Syal.g_00023	Prbg.g_00588
OG0000085	Syal.g_00575	Prbg.g_00716, Prbg.g_01642
OG0000086	Syal.g_00784	Prbg.g_00782
OG0000087	Syal.g_00871	Prbg.g_00913
OG0000088	Syal.g_00908	Prbg.g_00944
OG0000089	Syal.g_00555	Prbg.g_00137
OG0000090	Syal.g_02838	Prbg.g_00250
OG0000091	Syal.g_02628	Prbg.g_01414
OG0000093	Syal.g_02233	Prbg.g_01385
OG0000094	Syal.g_01907	Prbg.g_01336
OG0000095	Syal.g_01823	Prbg.g_01234
OG0000097	Syal.g_01735, Syal.g_01553	Prbg.g_01440
OG0000098	Syal.g_02196	Prbg.g_00505
OG0000099	Syal.g_01323	Prbg.g_00552
OG0000100	Syal.g_02448	Prbg.g_00670
OG0000101	Syal.g_00275	Prbg.g_01785
OG0000102	Syal.g_01488	Prbg.g_01852
OG0000103	Syal.g_00077, Syal.g_01897	Prbg.g_01937
OG0000104	Syal.g_00092	Prbg.g_00763
OG0000105	Syal.g_01255	Prbg.g_00053
OG0000106	Syal.g_02577	Prbg.g_00388
OG0000107	Syal.g_00194	Prbg.g_01714
OG0000108	Syal.g_02897	Prbg.g_00199
OG0000109	Syal.g_02913	Prbg.g_00213
OG0000110	Syal.g_02782	Prbg.g_00293
OG0000111	Syal.g_01813	Prbg.g_01144
OG0000112	Syal.g_02000	Prbg.g_00366
OG0000113	Syal.g_02443	Prbg.g_01182
OG0000114	Syal.g_02286	Prbg.g_01084
OG0000115	Syal.g_00404	Prbg.g_01555
OG0000116	Syal.g_01630	Prbg.g_01497
OG0000117	Syal.g_01704	Prbg.g_01459
OG0000118	Syal.g_01583	Prbg.g_00490
OG0000119	Syal.g_02056	Prbg.g_01540, Prbg.g_00688
OG0000120	Syal.g_01324	Prbg.g_00549
OG0000121	Syal.g_00374	Prbg.g_00593
OG0000122	Syal.g_02602	Prbg.g_00448, Prbg.g_00634
OG0000123	Syal.g_00283	Prbg.g_01792
OG0000124	Syal.g_01519	Prbg.g_01864
OG0000125	Syal.g_01075	Prbg.g_01900
OG0000126	Syal.g_00090	Prbg.g_00762
OG0000128	Syal.g_00109	Prbg.g_00778
OG0000129	Syal.g_01062	Prbg.g_00829
OG0000130	Syal.g_00751	Prbg.g_00800
OG0000131	Syal.g_00886	Prbg.g_00922
OG0000132	Syal.g_00906	Prbg.g_00942
OG0000133	Syal.g_01995	Prbg.g_00100
OG0000134	Syal.g_00552	Prbg.g_00139
OG0000135	Syal.g_01119	Prbg.g_00459
OG0000136	Syal.g_00520	Prbg.g_00161
OG0000137	Syal.g_00463	Prbg.g_00194
OG0000138	Syal.g_02914	Prbg.g_00214
OG0000139	Syal.g_02832	Prbg.g_00254
OG0000140	Syal.g_02830	Prbg.g_00255
OG0000141	Syal.g_02738	Prbg.g_00327
OG0000142	Syal.g_02636	Prbg.g_01422
OG0000143	Syal.g_02632	Prbg.g_01418
OG0000144	Syal.g_02515	Prbg.g_01404
OG0000145	Syal.g_02921	Prbg.g_00461
OG0000146	Syal.g_02001	Prbg.g_00365
OG0000147	Syal.g_02002	Prbg.g_00364
OG0000148	Syal.g_02437	Prbg.g_01176
OG0000149	Syal.g_02475	Prbg.g_01208
OG0000150	Syal.g_02737	Prbg.g_01218
OG0000151	Syal.g_02263	Prbg.g_01094
OG0000152	Syal.g_01991	Prbg.g_01287
OG0000153	Syal.g_01958	Prbg.g_01306
OG0000154	Syal.g_01918	Prbg.g_01326
OG0000155	Syal.g_01695	Prbg.g_01465
OG0000156	Syal.g_01620	Prbg.g_00466
OG0000157	Syal.g_01619	Prbg.g_00467
OG0000158	Syal.g_01431	Prbg.g_01829
OG0000159	Syal.g_01400	Prbg.g_00809
OG0000160	Syal.g_00372	Prbg.g_00592
OG0000161	Syal.g_00384	Prbg.g_00598
OG0000162	Syal.g_00396	Prbg.g_00604
OG0000163	Syal.g_02971	Prbg.g_00643
OG0000164	Syal.g_00623	Prbg.g_01674
OG0000165	Syal.g_00632	Prbg.g_01681
OG0000166	Syal.g_00236	Prbg.g_01748
OG0000167	Syal.g_01347	Prbg.g_01819
OG0000168	Syal.g_01433	Prbg.g_01830
OG0000169	Syal.g_01447	Prbg.g_01840
OG0000170	Syal.g_01454	Prbg.g_01843
OG0000171	Syal.g_01518	Prbg.g_01863
OG0000172	Syal.g_00174, Syal.g_00173	Prbg.g_01870
OG0000173	Syal.g_00155	Prbg.g_01885
OG0000174	Syal.g_01121	Prbg.g_01915
OG0000175	Syal.g_01172	Prbg.g_01928
OG0000176	Syal.g_00101	Prbg.g_00771
OG0000177	Syal.g_00102	Prbg.g_00772
OG0000178	Syal.g_00103	Prbg.g_00773
OG0000179	Syal.g_00118	Prbg.g_00858
OG0000180	Syal.g_00119	Prbg.g_00857
OG0000181	Syal.g_00120	Prbg.g_00856
OG0000182	Syal.g_00121	Prbg.g_00855
OG0000183	Syal.g_00125	Prbg.g_00851
OG0000184	Syal.g_02678, Syal.g_01050	Prbg.g_00825
OG0000185	Syal.g_01025	Prbg.g_00822
OG0000186	Syal.g_02684, Syal.g_00747	Prbg.g_00806
OG0000187	Syal.g_02685, Syal.g_00748	Prbg.g_00805
OG0000188	Syal.g_00771	Prbg.g_00788
OG0000189	Syal.g_00807	Prbg.g_00866
OG0000190	Syal.g_01364	Prbg.g_00868
OG0000191	Syal.g_00841	Prbg.g_00891
OG0000192	Syal.g_00847	Prbg.g_00896
OG0000193	Syal.g_00887	Prbg.g_00923
OG0000194	Syal.g_00890	Prbg.g_00926
OG0000195	Syal.g_00892	Prbg.g_00928
OG0000196	Syal.g_00903	Prbg.g_00939
OG0000197	Syal.g_00904	Prbg.g_00940
OG0000198	Syal.g_00905	Prbg.g_00941
OG0000199	Syal.g_00913	Prbg.g_00948
OG0000200	Syal.g_00932	Prbg.g_00962
OG0000201	Syal.g_00949	Prbg.g_00971
OG0000202	Syal.g_00950	Prbg.g_00972
OG0000203	Syal.g_00951	Prbg.g_00973
OG0000204	Syal.g_00952	Prbg.g_00974
OG0000205	Syal.g_00959	Prbg.g_00981
OG0000206	Syal.g_00971	Prbg.g_00986
OG0000207	Syal.g_00974	Prbg.g_00989
OG0000208	Syal.g_00975	Prbg.g_00990
OG0000209	Syal.g_01000	Prbg.g_00999
OG0000210	Syal.g_01001	Prbg.g_01000
OG0000211	Syal.g_00688	Prbg.g_01015
OG0000212	Syal.g_00679	Prbg.g_01023
OG0000213	Syal.g_01229	Prbg.g_01041
OG0000214	Syal.g_01246	Prbg.g_00046
OG0000215	Syal.g_01277	Prbg.g_00073
OG0000216	Syal.g_01281	Prbg.g_00074
OG0000217	Syal.g_01285	Prbg.g_00077
OG0000218	Syal.g_01287	Prbg.g_00079
OG0000219	Syal.g_01288	Prbg.g_00080
OG0000220	Syal.g_01289	Prbg.g_00081
OG0000221	Syal.g_01297	Prbg.g_00082
OG0000222	Syal.g_01309	Prbg.g_00089
OG0000223	Syal.g_01327	Prbg.g_00101
OG0000224	Syal.g_01329	Prbg.g_00103
OG0000225	Syal.g_00363	Prbg.g_00129
OG0000226	Syal.g_00367	Prbg.g_01941
OG0000227	Syal.g_00369	Prbg.g_01943
OG0000228	Syal.g_00556	Prbg.g_00136
OG0000229	Syal.g_00525	Prbg.g_00156
OG0000230	Syal.g_00523	Prbg.g_00158
OG0000231	Syal.g_00510	Prbg.g_00169
OG0000232	Syal.g_00495	Prbg.g_00180
OG0000233	Syal.g_00487	Prbg.g_00186
OG0000234	Syal.g_00461	Prbg.g_00195
OG0000235	Syal.g_02896	Prbg.g_00198
OG0000236	Syal.g_02912	Prbg.g_00212
OG0000237	Syal.g_02930	Prbg.g_00225
OG0000238	Syal.g_02935	Prbg.g_00231
OG0000239	Syal.g_02951	Prbg.g_00242
OG0000240	Syal.g_02952	Prbg.g_00243
OG0000241	Syal.g_02696	Prbg.g_00247
OG0000242	Syal.g_02840	Prbg.g_00249
OG0000243	Syal.g_02822	Prbg.g_00260
OG0000244	Syal.g_02815	Prbg.g_00264
OG0000245	Syal.g_02813	Prbg.g_00266
OG0000246	Syal.g_02809	Prbg.g_00270
OG0000247	Syal.g_02797	Prbg.g_00280
OG0000248	Syal.g_02794	Prbg.g_00283
OG0000249	Syal.g_02792	Prbg.g_00285
OG0000250	Syal.g_02786	Prbg.g_00290
OG0000251	Syal.g_02760	Prbg.g_00310
OG0000252	Syal.g_02757	Prbg.g_00313
OG0000253	Syal.g_02755	Prbg.g_00314
OG0000254	Syal.g_02732	Prbg.g_00331
OG0000255	Syal.g_02719	Prbg.g_00337
OG0000256	Syal.g_02705	Prbg.g_00347
OG0000257	Syal.g_02697	Prbg.g_01427
OG0000258	Syal.g_02623	Prbg.g_01413
OG0000259	Syal.g_02182	Prbg.g_01396
OG0000260	Syal.g_02188	Prbg.g_01393
OG0000261	Syal.g_02199	Prbg.g_01390
OG0000262	Syal.g_02204	Prbg.g_01386
OG0000263	Syal.g_01720	Prbg.g_01122
OG0000264	Syal.g_01788	Prbg.g_01133
OG0000265	Syal.g_02534	Prbg.g_01151
OG0000266	Syal.g_02421	Prbg.g_01367
OG0000267	Syal.g_02043	Prbg.g_01355
OG0000268	Syal.g_02042	Prbg.g_01354
OG0000269	Syal.g_02409	Prbg.g_01154
OG0000270	Syal.g_02412	Prbg.g_01157
OG0000271	Syal.g_01871	Prbg.g_01165
OG0000272	Syal.g_01872	Prbg.g_01166
OG0000273	Syal.g_02454	Prbg.g_01190
OG0000274	Syal.g_02455	Prbg.g_01191
OG0000275	Syal.g_02458	Prbg.g_01194
OG0000276	Syal.g_02467	Prbg.g_01200
OG0000277	Syal.g_02468	Prbg.g_01201
OG0000278	Syal.g_02471	Prbg.g_01204
OG0000279	Syal.g_02479	Prbg.g_01211
OG0000280	Syal.g_02493	Prbg.g_01212
OG0000281	Syal.g_02190	Prbg.g_01219
OG0000282	Syal.g_02284	Prbg.g_01086
OG0000283	Syal.g_02028, Syal.g_02131	Prbg.g_01263
OG0000284	Syal.g_02023	Prbg.g_01268
OG0000285	Syal.g_02012	Prbg.g_01273
OG0000286	Syal.g_01992	Prbg.g_01286
OG0000287	Syal.g_01965	Prbg.g_01552
OG0000288	Syal.g_01919	Prbg.g_01325
OG0000289	Syal.g_01904	Prbg.g_01341
OG0000290	Syal.g_01826	Prbg.g_01237
OG0000291	Syal.g_01824	Prbg.g_01235
OG0000292	Syal.g_00089	Prbg.g_01531
OG0000293	Syal.g_01631	Prbg.g_01496
OG0000294	Syal.g_01632	Prbg.g_01495
OG0000295	Syal.g_01687	Prbg.g_01472
OG0000296	Syal.g_01689	Prbg.g_01470
OG0000297	Syal.g_01702	Prbg.g_01461
OG0000298	Syal.g_01703	Prbg.g_01460
OG0000299	Syal.g_01732	Prbg.g_01441
OG0000300	Syal.g_01738	Prbg.g_01438
OG0000301	Syal.g_01739	Prbg.g_01437
OG0000302	Syal.g_01740	Prbg.g_01435
OG0000303	Syal.g_01763	Prbg.g_01429
OG0000304	Syal.g_01756	Prbg.g_00352
OG0000305	Syal.g_01821	Prbg.g_01529
OG0000306	Syal.g_02579	Prbg.g_01223
OG0000307	Syal.g_02880	Prbg.g_00538
OG0000308	Syal.g_02878	Prbg.g_00539
OG0000309	Syal.g_02873	Prbg.g_00543
OG0000310	Syal.g_01537	Prbg.g_00577
OG0000311	Syal.g_00061	Prbg.g_00579
OG0000312	Syal.g_00031	Prbg.g_00582
OG0000313	Syal.g_00381	Prbg.g_00595
OG0000314	Syal.g_00416	Prbg.g_00618
OG0000315	Syal.g_00426	Prbg.g_00628
OG0000316	Syal.g_02987	Prbg.g_00653
OG0000317	Syal.g_00583	Prbg.g_01647
OG0000318	Syal.g_00588	Prbg.g_01651
OG0000319	Syal.g_00608	Prbg.g_01664
OG0000320	Syal.g_00610	Prbg.g_01666
OG0000321	Syal.g_00611	Prbg.g_01667
OG0000322	Syal.g_00612	Prbg.g_01668
OG0000323	Syal.g_00626	Prbg.g_01677
OG0000324	Syal.g_00656	Prbg.g_01704
OG0000325	Syal.g_00195	Prbg.g_01715
OG0000326	Syal.g_00202	Prbg.g_01722
OG0000327	Syal.g_00230	Prbg.g_01743
OG0000328	Syal.g_00231	Prbg.g_01744
OG0000329	Syal.g_00249	Prbg.g_01761
OG0000330	Syal.g_00250	Prbg.g_01762
OG0000331	Syal.g_00251	Prbg.g_01763
OG0000332	Syal.g_00266	Prbg.g_01777
OG0000333	Syal.g_00269	Prbg.g_01779
OG0000334	Syal.g_00279	Prbg.g_01788
OG0000335	Syal.g_00284	Prbg.g_01793
OG0000336	Syal.g_00288	Prbg.g_01797
OG0000337	Syal.g_01343	Prbg.g_01815
OG0000338	Syal.g_01345	Prbg.g_01816
OG0000339	Syal.g_01351	Prbg.g_01822
OG0000340	Syal.g_01434	Prbg.g_01831
OG0000341	Syal.g_01436	Prbg.g_01833
OG0000342	Syal.g_01437	Prbg.g_01834
OG0000343	Syal.g_01441	Prbg.g_01835
OG0000344	Syal.g_01445	Prbg.g_01838
OG0000345	Syal.g_01455	Prbg.g_01844
OG0000346	Syal.g_01460	Prbg.g_01848
OG0000347	Syal.g_01525	Prbg.g_01865
OG0000348	Syal.g_00170	Prbg.g_01873
OG0000349	Syal.g_00148	Prbg.g_01891
OG0000350	Syal.g_00209	Prbg.g_00419
OG0000351	Syal.g_01175	Prbg.g_01931
OG0000352	Syal.g_01176	Prbg.g_01932
OG0000353	Syal.g_00095	Prbg.g_00766
OG0000355	Syal.g_00098	Prbg.g_00768
OG0000356	Syal.g_00099	Prbg.g_00769
OG0000357	Syal.g_00100	Prbg.g_00770
OG0000358	Syal.g_00104	Prbg.g_00774
OG0000359	Syal.g_00106	Prbg.g_00775
OG0000360	Syal.g_00107	Prbg.g_00776
OG0000361	Syal.g_00108	Prbg.g_00777
OG0000362	Syal.g_00110	Prbg.g_00779
OG0000363	Syal.g_00112	Prbg.g_00860
OG0000364	Syal.g_00113	Prbg.g_00859
OG0000365	Syal.g_00122	Prbg.g_00854
OG0000366	Syal.g_00123	Prbg.g_00853
OG0000367	Syal.g_00124	Prbg.g_00852
OG0000368	Syal.g_00126	Prbg.g_00850
OG0000369	Syal.g_00127	Prbg.g_00849
OG0000370	Syal.g_00128	Prbg.g_00848
OG0000371	Syal.g_00135	Prbg.g_00841
OG0000372	Syal.g_00141	Prbg.g_00838
OG0000373	Syal.g_00142	Prbg.g_00837
OG0000374	Syal.g_00143	Prbg.g_00836
OG0000375	Syal.g_00144	Prbg.g_00834
OG0000376	Syal.g_00146	Prbg.g_00832
OG0000377	Syal.g_01061	Prbg.g_00828
OG0000378	Syal.g_01027	Prbg.g_00824
OG0000379	Syal.g_02681, Syal.g_01024	Prbg.g_00821
OG0000380	Syal.g_00749	Prbg.g_00804
OG0000381	Syal.g_00752	Prbg.g_00799
OG0000382	Syal.g_00770	Prbg.g_00789
OG0000383	Syal.g_00775	Prbg.g_00787
OG0000384	Syal.g_00776	Prbg.g_00786
OG0000385	Syal.g_00777	Prbg.g_00785
OG0000386	Syal.g_00778	Prbg.g_00784
OG0000387	Syal.g_00811	Prbg.g_00870
OG0000388	Syal.g_00815	Prbg.g_00874
OG0000389	Syal.g_00819	Prbg.g_00877
OG0000390	Syal.g_00835	Prbg.g_00887
OG0000391	Syal.g_00840	Prbg.g_00890
OG0000392	Syal.g_00846	Prbg.g_00894
OG0000393	Syal.g_00849	Prbg.g_00897
OG0000394	Syal.g_00850	Prbg.g_00898
OG0000395	Syal.g_00851	Prbg.g_00899
OG0000396	Syal.g_00854	Prbg.g_00901
OG0000397	Syal.g_00857	Prbg.g_00903
OG0000398	Syal.g_00862	Prbg.g_00906
OG0000399	Syal.g_00863	Prbg.g_00907
OG0000400	Syal.g_00864	Prbg.g_00908
OG0000401	Syal.g_00865	Prbg.g_00909
OG0000402	Syal.g_00867	Prbg.g_01349
OG0000403	Syal.g_00868	Prbg.g_00911
OG0000404	Syal.g_00870	Prbg.g_00912
OG0000405	Syal.g_00883	Prbg.g_00916
OG0000406	Syal.g_00888	Prbg.g_00924
OG0000407	Syal.g_00889	Prbg.g_00925
OG0000408	Syal.g_00891	Prbg.g_00927
OG0000409	Syal.g_00893	Prbg.g_00929
OG0000410	Syal.g_00894	Prbg.g_00930
OG0000411	Syal.g_00895	Prbg.g_00931
OG0000412	Syal.g_00896	Prbg.g_00932
OG0000413	Syal.g_00898	Prbg.g_00934
OG0000414	Syal.g_00899	Prbg.g_00935
OG0000415	Syal.g_00900	Prbg.g_00936
OG0000416	Syal.g_00901	Prbg.g_00937
OG0000417	Syal.g_00902	Prbg.g_00938
OG0000418	Syal.g_00907	Prbg.g_00943
OG0000419	Syal.g_00909	Prbg.g_00945
OG0000420	Syal.g_00911	Prbg.g_00946
OG0000421	Syal.g_00916	Prbg.g_00951
OG0000422	Syal.g_00917	Prbg.g_00952
OG0000423	Syal.g_00918	Prbg.g_00953
OG0000424	Syal.g_00919	Prbg.g_00954
OG0000425	Syal.g_00920	Prbg.g_00955
OG0000426	Syal.g_00921	Prbg.g_00956
OG0000427	Syal.g_00922	Prbg.g_00957
OG0000428	Syal.g_00925	Prbg.g_00959
OG0000429	Syal.g_00929	Prbg.g_00960
OG0000430	Syal.g_00931	Prbg.g_00961
OG0000431	Syal.g_00934	Prbg.g_00963
OG0000432	Syal.g_00940	Prbg.g_00967
OG0000433	Syal.g_00943	Prbg.g_00968
OG0000434	Syal.g_00944	Prbg.g_00969
OG0000435	Syal.g_00946	Prbg.g_00970
OG0000436	Syal.g_00953	Prbg.g_00975
OG0000437	Syal.g_00954	Prbg.g_00976
OG0000438	Syal.g_00955	Prbg.g_00977
OG0000439	Syal.g_00957	Prbg.g_00979
OG0000440	Syal.g_00958	Prbg.g_00980
OG0000441	Syal.g_00962	Prbg.g_00983
OG0000442	Syal.g_00964	Prbg.g_00984
OG0000443	Syal.g_00966	Prbg.g_00985
OG0000444	Syal.g_00978	Prbg.g_00991
OG0000445	Syal.g_00979	Prbg.g_00992
OG0000446	Syal.g_00981	Prbg.g_00993
OG0000447	Syal.g_00989	Prbg.g_00994
OG0000448	Syal.g_00990	Prbg.g_00995
OG0000449	Syal.g_00991	Prbg.g_00996
OG0000450	Syal.g_00997	Prbg.g_00997
OG0000451	Syal.g_00998	Prbg.g_00998
OG0000452	Syal.g_01002	Prbg.g_01001
OG0000453	Syal.g_01003	Prbg.g_01002
OG0000454	Syal.g_01004	Prbg.g_01003
OG0000455	Syal.g_01005	Prbg.g_01004
OG0000456	Syal.g_01006	Prbg.g_01005
OG0000457	Syal.g_01008	Prbg.g_01007
OG0000458	Syal.g_01009	Prbg.g_01008
OG0000459	Syal.g_01010	Prbg.g_01009
OG0000460	Syal.g_00686	Prbg.g_01017
OG0000461	Syal.g_01199	Prbg.g_01025
OG0000462	Syal.g_01202	Prbg.g_01027
OG0000463	Syal.g_01203	Prbg.g_01028
OG0000464	Syal.g_01204	Prbg.g_01029
OG0000465	Syal.g_01205	Prbg.g_01030
OG0000466	Syal.g_01210	Prbg.g_01033
OG0000467	Syal.g_01212	Prbg.g_01034
OG0000468	Syal.g_01225	Prbg.g_01037
OG0000469	Syal.g_01240	Prbg.g_01045
OG0000470	Syal.g_01242	Prbg.g_00042
OG0000471	Syal.g_01243	Prbg.g_00043
OG0000472	Syal.g_01245	Prbg.g_00045
OG0000473	Syal.g_01247	Prbg.g_00047
OG0000474	Syal.g_01248	Prbg.g_00048
OG0000475	Syal.g_01249	Prbg.g_00049
OG0000476	Syal.g_01251	Prbg.g_00051
OG0000477	Syal.g_01257	Prbg.g_00054
OG0000478	Syal.g_01258	Prbg.g_00055
OG0000479	Syal.g_01259	Prbg.g_00056
OG0000480	Syal.g_01266	Prbg.g_00061
OG0000481	Syal.g_01268	Prbg.g_00064
OG0000482	Syal.g_01269	Prbg.g_00065
OG0000483	Syal.g_01273	Prbg.g_00068
OG0000484	Syal.g_01274	Prbg.g_00069
OG0000485	Syal.g_01275	Prbg.g_00071
OG0000486	Syal.g_01276	Prbg.g_00072
OG0000487	Syal.g_01282	Prbg.g_00075
OG0000488	Syal.g_01286	Prbg.g_00078
OG0000489	Syal.g_01298	Prbg.g_00083
OG0000490	Syal.g_01307	Prbg.g_00087
OG0000491	Syal.g_01308	Prbg.g_00088
OG0000492	Syal.g_01310	Prbg.g_00090
OG0000493	Syal.g_01311	Prbg.g_00091
OG0000494	Syal.g_01312	Prbg.g_00092
OG0000495	Syal.g_01313	Prbg.g_00093
OG0000496	Syal.g_01314	Prbg.g_00094
OG0000497	Syal.g_01315	Prbg.g_00095
OG0000498	Syal.g_01316	Prbg.g_00096
OG0000499	Syal.g_01317	Prbg.g_00097
OG0000500	Syal.g_01318	Prbg.g_00098
OG0000501	Syal.g_01321	Prbg.g_00099
OG0000502	Syal.g_01328	Prbg.g_00102
OG0000503	Syal.g_00347	Prbg.g_00117
OG0000504	Syal.g_00349	Prbg.g_00119
OG0000505	Syal.g_00350	Prbg.g_00120
OG0000506	Syal.g_00352	Prbg.g_00121
OG0000507	Syal.g_00358	Prbg.g_00124
OG0000508	Syal.g_00362	Prbg.g_00128
OG0000509	Syal.g_00364	Prbg.g_00130
OG0000510	Syal.g_00365	Prbg.g_00131
OG0000511	Syal.g_00366	Prbg.g_00132
OG0000512	Syal.g_00368	Prbg.g_01942
OG0000513	Syal.g_00551	Prbg.g_00140
OG0000514	Syal.g_00539	Prbg.g_00151
OG0000515	Syal.g_00538	Prbg.g_00152
OG0000516	Syal.g_00534	Prbg.g_00153
OG0000517	Syal.g_00526	Prbg.g_00155
OG0000518	Syal.g_00514	Prbg.g_00166
OG0000519	Syal.g_00513	Prbg.g_00167
OG0000520	Syal.g_00512	Prbg.g_00168
OG0000521	Syal.g_00502	Prbg.g_00176
OG0000522	Syal.g_00500	Prbg.g_00178
OG0000523	Syal.g_00499	Prbg.g_00179
OG0000524	Syal.g_00491	Prbg.g_00184
OG0000525	Syal.g_00473	Prbg.g_00188
OG0000526	Syal.g_00471	Prbg.g_00189
OG0000527	Syal.g_00465	Prbg.g_00192
OG0000528	Syal.g_02893	Prbg.g_00197
OG0000529	Syal.g_02898	Prbg.g_00200
OG0000530	Syal.g_02901	Prbg.g_00203
OG0000531	Syal.g_02902	Prbg.g_00204
OG0000532	Syal.g_02905	Prbg.g_00206
OG0000533	Syal.g_02907	Prbg.g_00207
OG0000534	Syal.g_02908	Prbg.g_00208
OG0000535	Syal.g_02909	Prbg.g_00209
OG0000536	Syal.g_02910	Prbg.g_00210
OG0000537	Syal.g_02911	Prbg.g_00211
OG0000538	Syal.g_02923	Prbg.g_00220
OG0000539	Syal.g_02924	Prbg.g_00221
OG0000540	Syal.g_02925	Prbg.g_00222
OG0000541	Syal.g_02926	Prbg.g_00223
OG0000542	Syal.g_02929	Prbg.g_00224
OG0000543	Syal.g_02931	Prbg.g_00226
OG0000544	Syal.g_02932	Prbg.g_00227
OG0000545	Syal.g_02934	Prbg.g_00229
OG0000546	Syal.g_02936	Prbg.g_00232
OG0000547	Syal.g_02938	Prbg.g_00234
OG0000548	Syal.g_02939	Prbg.g_00235
OG0000549	Syal.g_02945	Prbg.g_00237
OG0000550	Syal.g_02949	Prbg.g_00241
OG0000551	Syal.g_02953	Prbg.g_00244
OG0000552	Syal.g_02954	Prbg.g_00245
OG0000553	Syal.g_02843	Prbg.g_00246
OG0000554	Syal.g_02837	Prbg.g_00251
OG0000555	Syal.g_02823	Prbg.g_00259
OG0000556	Syal.g_02819	Prbg.g_00261
OG0000557	Syal.g_02816	Prbg.g_00262
OG0000558	Syal.g_02814	Prbg.g_00265
OG0000559	Syal.g_02305, Syal.g_02810	Prbg.g_00269
