Orthogroup	Syal	Prab
OG0000120	Syal.g_01324	Prab.g_01447
OG0000121	Syal.g_00374	Prab.g_01468
OG0000122	Syal.g_02602	Prab.g_01506
OG0000123	Syal.g_00283	Prab.g_01809
OG0000124	Syal.g_01519	Prab.g_01873
OG0000125	Syal.g_01075	Prab.g_01910
OG0000126	Syal.g_00090	Prab.g_01950
OG0000128	Syal.g_00109	Prab.g_00011
OG0000129	Syal.g_01062	Prab.g_00043
OG0000130	Syal.g_00751	Prab.g_00061
OG0000131	Syal.g_00886	Prab.g_00136
OG0000132	Syal.g_00906	Prab.g_00155
OG0000133	Syal.g_01995	Prab.g_00310
OG0000134	Syal.g_00552	Prab.g_00344
OG0000135	Syal.g_01119	Prab.g_00371
OG0000136	Syal.g_00520	Prab.g_00444
OG0000137	Syal.g_00463	Prab.g_00479
OG0000138	Syal.g_02914	Prab.g_00499
OG0000139	Syal.g_02832	Prab.g_00541
OG0000140	Syal.g_02830	Prab.g_00542
OG0000141	Syal.g_02738	Prab.g_00611
OG0000142	Syal.g_02636	Prab.g_00640
OG0000143	Syal.g_02632	Prab.g_00644
OG0000144	Syal.g_02515	Prab.g_00657
OG0000145	Syal.g_02921	Prab.g_00783
OG0000146	Syal.g_02001	Prab.g_00805
OG0000147	Syal.g_02002	Prab.g_00806
OG0000148	Syal.g_02437	Prab.g_00856
OG0000149	Syal.g_02475	Prab.g_00886
OG0000150	Syal.g_02737	Prab.g_00894
OG0000151	Syal.g_02263	Prab.g_01058
OG0000152	Syal.g_01991	Prab.g_01010
OG0000153	Syal.g_01958	Prab.g_00991
OG0000154	Syal.g_01918	Prab.g_00955
OG0000155	Syal.g_01695	Prab.g_01239
OG0000156	Syal.g_01620	Prab.g_01315
OG0000157	Syal.g_01619	Prab.g_01316
OG0000158	Syal.g_01431	Prab.g_01379
OG0000160	Syal.g_00372	Prab.g_01467
OG0000161	Syal.g_00384	Prab.g_01473
OG0000162	Syal.g_00396	Prab.g_01479
OG0000163	Syal.g_02971	Prab.g_01513
OG0000164	Syal.g_00623	Prab.g_01693
OG0000165	Syal.g_00632	Prab.g_01700
OG0000166	Syal.g_00236	Prab.g_01766
OG0000167	Syal.g_01347	Prab.g_01832
OG0000168	Syal.g_01433	Prab.g_01841
OG0000169	Syal.g_01447	Prab.g_01851
OG0000170	Syal.g_01454	Prab.g_01853
OG0000171	Syal.g_01518	Prab.g_01872
OG0000172	Syal.g_00174, Syal.g_00173	Prab.g_01881
OG0000173	Syal.g_00155	Prab.g_01896
OG0000174	Syal.g_01121	Prab.g_01924
OG0000175	Syal.g_01172	Prab.g_01934
OG0000176	Syal.g_00101	Prab.g_00004
OG0000177	Syal.g_00102	Prab.g_00005
OG0000178	Syal.g_00103	Prab.g_00006
OG0000179	Syal.g_00118	Prab.g_00016
OG0000180	Syal.g_00119	Prab.g_00017
OG0000181	Syal.g_00120	Prab.g_00018
OG0000182	Syal.g_00121	Prab.g_00019
OG0000183	Syal.g_00125	Prab.g_00023
OG0000184	Syal.g_02678, Syal.g_01050	Prab.g_00045
OG0000185	Syal.g_01025	Prab.g_00048
OG0000186	Syal.g_02684, Syal.g_00747	Prab.g_00056
OG0000187	Syal.g_02685, Syal.g_00748	Prab.g_00057
OG0000188	Syal.g_00771	Prab.g_00074
OG0000189	Syal.g_00807	Prab.g_00087
OG0000190	Syal.g_01364	Prab.g_00088
OG0000191	Syal.g_00841	Prab.g_00108
OG0000192	Syal.g_00847	Prab.g_00112
OG0000193	Syal.g_00887	Prab.g_00137
OG0000194	Syal.g_00890	Prab.g_00140
OG0000195	Syal.g_00892	Prab.g_00142
OG0000196	Syal.g_00903	Prab.g_00152
OG0000197	Syal.g_00904	Prab.g_00153
OG0000198	Syal.g_00905	Prab.g_00154
OG0000199	Syal.g_00913	Prab.g_00161
OG0000200	Syal.g_00932	Prab.g_00175
OG0000201	Syal.g_00949	Prab.g_00183
OG0000202	Syal.g_00950	Prab.g_00184
OG0000203	Syal.g_00951	Prab.g_00185
OG0000204	Syal.g_00952	Prab.g_00186
OG0000205	Syal.g_00959	Prab.g_00193
OG0000206	Syal.g_00971	Prab.g_00198
OG0000207	Syal.g_00974	Prab.g_00200
OG0000208	Syal.g_00975	Prab.g_00201
OG0000209	Syal.g_01000	Prab.g_00210
OG0000210	Syal.g_01001	Prab.g_00211
OG0000211	Syal.g_00688	Prab.g_00224
OG0000212	Syal.g_00679	Prab.g_00230
OG0000213	Syal.g_01229	Prab.g_00247
OG0000214	Syal.g_01246	Prab.g_00256
OG0000215	Syal.g_01277	Prab.g_00280
OG0000216	Syal.g_01281	Prab.g_00282
OG0000217	Syal.g_01285	Prab.g_00285
OG0000218	Syal.g_01287	Prab.g_00287
OG0000219	Syal.g_01288	Prab.g_00288
OG0000220	Syal.g_01289	Prab.g_00289
OG0000221	Syal.g_01297	Prab.g_00290
OG0000222	Syal.g_01309	Prab.g_00298
OG0000223	Syal.g_01327	Prab.g_00311
OG0000224	Syal.g_01329	Prab.g_00313
OG0000225	Syal.g_00363	Prab.g_00333
OG0000226	Syal.g_00367	Prab.g_00337
OG0000227	Syal.g_00369	Prab.g_00339
OG0000228	Syal.g_00556	Prab.g_00342
OG0000229	Syal.g_00525	Prab.g_00439
OG0000230	Syal.g_00523	Prab.g_00441
OG0000231	Syal.g_00510	Prab.g_00455
OG0000232	Syal.g_00495	Prab.g_00463
OG0000233	Syal.g_00487	Prab.g_00468
OG0000234	Syal.g_00461	Prab.g_00480
OG0000235	Syal.g_02896	Prab.g_00483
OG0000236	Syal.g_02912	Prab.g_00497
OG0000237	Syal.g_02930	Prab.g_00510
OG0000238	Syal.g_02935	Prab.g_00516
OG0000239	Syal.g_02951	Prab.g_00529
OG0000240	Syal.g_02952	Prab.g_00530
OG0000241	Syal.g_02696	Prab.g_00534
OG0000242	Syal.g_02840	Prab.g_00536
OG0000243	Syal.g_02822	Prab.g_00547
OG0000244	Syal.g_02815	Prab.g_00550
OG0000245	Syal.g_02813	Prab.g_00552
OG0000246	Syal.g_02809	Prab.g_00556
OG0000247	Syal.g_02797	Prab.g_00566
OG0000248	Syal.g_02794	Prab.g_00569
OG0000249	Syal.g_02792	Prab.g_00571
OG0000250	Syal.g_02786	Prab.g_00576
OG0000251	Syal.g_02760	Prab.g_00595
OG0000252	Syal.g_02757	Prab.g_00598
OG0000253	Syal.g_02755	Prab.g_00599
OG0000254	Syal.g_02732	Prab.g_00615
OG0000255	Syal.g_02719	Prab.g_00621
OG0000256	Syal.g_02705	Prab.g_00632
OG0000257	Syal.g_02697	Prab.g_00635
OG0000258	Syal.g_02623	Prab.g_00648
OG0000259	Syal.g_02182	Prab.g_00665
OG0000260	Syal.g_02188	Prab.g_00668
OG0000261	Syal.g_02199	Prab.g_00670
OG0000262	Syal.g_02204	Prab.g_00674
OG0000263	Syal.g_01720	Prab.g_00686
OG0000264	Syal.g_01788	Prab.g_00696
OG0000265	Syal.g_02534	Prab.g_00723
OG0000266	Syal.g_02421	Prab.g_00733
OG0000267	Syal.g_02043	Prab.g_00744
OG0000268	Syal.g_02042	Prab.g_00745
OG0000269	Syal.g_02409	Prab.g_00835
OG0000270	Syal.g_02412	Prab.g_00838
OG0000271	Syal.g_01871	Prab.g_00846
OG0000272	Syal.g_01872	Prab.g_00847
OG0000273	Syal.g_02454	Prab.g_00870
OG0000274	Syal.g_02455	Prab.g_00871
OG0000275	Syal.g_02458	Prab.g_00873
OG0000276	Syal.g_02467	Prab.g_00878
OG0000277	Syal.g_02468	Prab.g_00879
OG0000278	Syal.g_02471	Prab.g_00882
OG0000279	Syal.g_02479	Prab.g_00889
OG0000280	Syal.g_02493	Prab.g_00890
OG0000281	Syal.g_02190	Prab.g_00896
OG0000282	Syal.g_02284	Prab.g_01066
OG0000283	Syal.g_02028, Syal.g_02131	Prab.g_01033
OG0000284	Syal.g_02023	Prab.g_01028
OG0000285	Syal.g_02012	Prab.g_01023
OG0000286	Syal.g_01992	Prab.g_01011
OG0000287	Syal.g_01965	Prab.g_00994
OG0000288	Syal.g_01919	Prab.g_00956
OG0000289	Syal.g_01904	Prab.g_00945
OG0000290	Syal.g_01826	Prab.g_00932
OG0000291	Syal.g_01824	Prab.g_00930
OG0000292	Syal.g_00089	Prab.g_01144
OG0000293	Syal.g_01631	Prab.g_01210
OG0000294	Syal.g_01632	Prab.g_01211
OG0000295	Syal.g_01687	Prab.g_01231
OG0000296	Syal.g_01689	Prab.g_01233
OG0000297	Syal.g_01702	Prab.g_01241
OG0000298	Syal.g_01703	Prab.g_01242
OG0000299	Syal.g_01732	Prab.g_01259
OG0000300	Syal.g_01738	Prab.g_01262
OG0000301	Syal.g_01739	Prab.g_01263
OG0000302	Syal.g_01740	Prab.g_01265
OG0000303	Syal.g_01763	Prab.g_01272
OG0000304	Syal.g_01756	Prab.g_01276
OG0000305	Syal.g_01821	Prab.g_01353
OG0000306	Syal.g_02579	Prab.g_01355
OG0000307	Syal.g_02880	Prab.g_01369
OG0000308	Syal.g_02878	Prab.g_01370
OG0000309	Syal.g_02873	Prab.g_01374
OG0000310	Syal.g_01537	Prab.g_01451
OG0000311	Syal.g_00061	Prab.g_01453
OG0000312	Syal.g_00031	Prab.g_01456
OG0000313	Syal.g_00381	Prab.g_01470
OG0000314	Syal.g_00416	Prab.g_01493
OG0000315	Syal.g_00426	Prab.g_01503
OG0000316	Syal.g_02987	Prab.g_01523
OG0000317	Syal.g_00583	Prab.g_01667
OG0000318	Syal.g_00588	Prab.g_01670
OG0000319	Syal.g_00608	Prab.g_01683
OG0000320	Syal.g_00610	Prab.g_01685
OG0000321	Syal.g_00611	Prab.g_01686
OG0000322	Syal.g_00612	Prab.g_01687
OG0000323	Syal.g_00626	Prab.g_01696
OG0000324	Syal.g_00656	Prab.g_01722
OG0000325	Syal.g_00195	Prab.g_01732
OG0000326	Syal.g_00202	Prab.g_01738
OG0000327	Syal.g_00230	Prab.g_01761
OG0000328	Syal.g_00231	Prab.g_01762
OG0000329	Syal.g_00249	Prab.g_01779
OG0000330	Syal.g_00250	Prab.g_01780
OG0000331	Syal.g_00251	Prab.g_01781
OG0000332	Syal.g_00266	Prab.g_01795
OG0000333	Syal.g_00269	Prab.g_01797
OG0000334	Syal.g_00279	Prab.g_01805
OG0000335	Syal.g_00284	Prab.g_01810
OG0000336	Syal.g_00288	Prab.g_01814
OG0000337	Syal.g_01343	Prab.g_01830
OG0000338	Syal.g_01345	Prab.g_01831
OG0000339	Syal.g_01351	Prab.g_01835
OG0000340	Syal.g_01434	Prab.g_01842
OG0000341	Syal.g_01436	Prab.g_01844
OG0000342	Syal.g_01437	Prab.g_01845
OG0000343	Syal.g_01441	Prab.g_01846
OG0000344	Syal.g_01445	Prab.g_01849
OG0000345	Syal.g_01455	Prab.g_01854
OG0000346	Syal.g_01460	Prab.g_01858
OG0000347	Syal.g_01525	Prab.g_01874
OG0000348	Syal.g_00170	Prab.g_01884
OG0000349	Syal.g_00148	Prab.g_01901
OG0000350	Syal.g_00209	Prab.g_01920
OG0000351	Syal.g_01175	Prab.g_01937
OG0000352	Syal.g_01176	Prab.g_01938
OG0000353	Syal.g_00095	Prab.g_01954
OG0000355	Syal.g_00098	Prab.g_00001
OG0000356	Syal.g_00099	Prab.g_00002
OG0000357	Syal.g_00100	Prab.g_00003
OG0000358	Syal.g_00104	Prab.g_00007
OG0000359	Syal.g_00106	Prab.g_00008
OG0000360	Syal.g_00107	Prab.g_00009
OG0000361	Syal.g_00108	Prab.g_00010
OG0000362	Syal.g_00110	Prab.g_00012
OG0000363	Syal.g_00112	Prab.g_00014
OG0000364	Syal.g_00113	Prab.g_00015
OG0000365	Syal.g_00122	Prab.g_00020
OG0000366	Syal.g_00123	Prab.g_00021
OG0000367	Syal.g_00124	Prab.g_00022
OG0000368	Syal.g_00126	Prab.g_00024
OG0000369	Syal.g_00127	Prab.g_00025
OG0000370	Syal.g_00128	Prab.g_00026
OG0000371	Syal.g_00135	Prab.g_00032
OG0000372	Syal.g_00141	Prab.g_00035
OG0000373	Syal.g_00142	Prab.g_00036
OG0000374	Syal.g_00143	Prab.g_00037
OG0000375	Syal.g_00144	Prab.g_00039
OG0000376	Syal.g_00146	Prab.g_00041
OG0000377	Syal.g_01061	Prab.g_00044
OG0000378	Syal.g_01027	Prab.g_00046
OG0000379	Syal.g_02681, Syal.g_01024	Prab.g_00049
OG0000380	Syal.g_00749	Prab.g_00058
OG0000381	Syal.g_00752	Prab.g_00062
OG0000382	Syal.g_00770	Prab.g_00073
OG0000383	Syal.g_00775	Prab.g_00075
OG0000384	Syal.g_00776	Prab.g_00076
OG0000385	Syal.g_00777	Prab.g_00077
OG0000386	Syal.g_00778	Prab.g_00078
OG0000387	Syal.g_00811	Prab.g_00090
OG0000388	Syal.g_00815	Prab.g_00093
OG0000389	Syal.g_00819	Prab.g_00097
OG0000390	Syal.g_00835	Prab.g_00104
OG0000391	Syal.g_00840	Prab.g_00107
OG0000392	Syal.g_00846	Prab.g_00111
OG0000393	Syal.g_00849	Prab.g_00113
OG0000394	Syal.g_00850	Prab.g_00114
OG0000395	Syal.g_00851	Prab.g_00115
OG0000396	Syal.g_00854	Prab.g_00117
OG0000397	Syal.g_00857	Prab.g_00119
OG0000398	Syal.g_00862	Prab.g_00121
OG0000399	Syal.g_00863	Prab.g_00122
OG0000400	Syal.g_00864	Prab.g_00123
OG0000401	Syal.g_00865	Prab.g_00124
OG0000402	Syal.g_00867	Prab.g_00126
OG0000403	Syal.g_00868	Prab.g_00127
OG0000404	Syal.g_00870	Prab.g_00128
OG0000405	Syal.g_00883	Prab.g_00132
OG0000406	Syal.g_00888	Prab.g_00138
OG0000407	Syal.g_00889	Prab.g_00139
OG0000408	Syal.g_00891	Prab.g_00141
OG0000409	Syal.g_00893	Prab.g_00143
OG0000410	Syal.g_00894	Prab.g_00144
OG0000411	Syal.g_00895	Prab.g_00145
OG0000412	Syal.g_00896	Prab.g_00146
OG0000413	Syal.g_00898	Prab.g_00147
OG0000414	Syal.g_00899	Prab.g_00148
OG0000415	Syal.g_00900	Prab.g_00149
OG0000416	Syal.g_00901	Prab.g_00150
OG0000417	Syal.g_00902	Prab.g_00151
OG0000418	Syal.g_00907	Prab.g_00156
OG0000419	Syal.g_00909	Prab.g_00158
OG0000420	Syal.g_00911	Prab.g_00159
OG0000421	Syal.g_00916	Prab.g_00164
OG0000422	Syal.g_00917	Prab.g_00165
OG0000423	Syal.g_00918	Prab.g_00166
OG0000424	Syal.g_00919	Prab.g_00167
OG0000425	Syal.g_00920	Prab.g_00168
OG0000426	Syal.g_00921	Prab.g_00169
OG0000427	Syal.g_00922	Prab.g_00170
OG0000428	Syal.g_00925	Prab.g_00172
OG0000429	Syal.g_00929	Prab.g_00173
OG0000430	Syal.g_00931	Prab.g_00174
OG0000431	Syal.g_00934	Prab.g_00176
OG0000432	Syal.g_00940	Prab.g_00179
OG0000433	Syal.g_00943	Prab.g_00180
OG0000434	Syal.g_00944	Prab.g_00181
OG0000435	Syal.g_00946	Prab.g_00182
OG0000436	Syal.g_00953	Prab.g_00187
OG0000437	Syal.g_00954	Prab.g_00188
OG0000438	Syal.g_00955	Prab.g_00189
OG0000439	Syal.g_00957	Prab.g_00191
OG0000440	Syal.g_00958	Prab.g_00192
OG0000441	Syal.g_00962	Prab.g_00195
OG0000442	Syal.g_00964	Prab.g_00196
OG0000443	Syal.g_00966	Prab.g_00197
OG0000444	Syal.g_00978	Prab.g_00202
OG0000445	Syal.g_00979	Prab.g_00203
OG0000446	Syal.g_00981	Prab.g_00204
OG0000447	Syal.g_00989	Prab.g_00205
OG0000448	Syal.g_00990	Prab.g_00206
OG0000449	Syal.g_00991	Prab.g_00207
OG0000450	Syal.g_00997	Prab.g_00208
OG0000451	Syal.g_00998	Prab.g_00209
OG0000452	Syal.g_01002	Prab.g_00212
OG0000453	Syal.g_01003	Prab.g_00213
OG0000454	Syal.g_01004	Prab.g_00214
OG0000455	Syal.g_01005	Prab.g_00215
OG0000456	Syal.g_01006	Prab.g_00216
OG0000457	Syal.g_01008	Prab.g_00217
OG0000458	Syal.g_01009	Prab.g_00218
OG0000459	Syal.g_01010	Prab.g_00219
OG0000460	Syal.g_00686	Prab.g_00226
OG0000461	Syal.g_01199	Prab.g_00232
OG0000462	Syal.g_01202	Prab.g_00234
OG0000463	Syal.g_01203	Prab.g_00235
OG0000464	Syal.g_01204	Prab.g_00236
OG0000465	Syal.g_01205	Prab.g_00237
OG0000466	Syal.g_01210	Prab.g_00240
OG0000467	Syal.g_01212	Prab.g_00241
OG0000468	Syal.g_01225	Prab.g_00243
OG0000469	Syal.g_01240	Prab.g_00251
OG0000470	Syal.g_01242	Prab.g_00253
OG0000471	Syal.g_01243	Prab.g_00254
OG0000472	Syal.g_01245	Prab.g_00255
OG0000473	Syal.g_01247	Prab.g_00257
OG0000474	Syal.g_01248	Prab.g_00258
OG0000475	Syal.g_01249	Prab.g_00259
OG0000476	Syal.g_01251	Prab.g_00260
OG0000477	Syal.g_01257	Prab.g_00263
OG0000478	Syal.g_01258	Prab.g_00264
OG0000479	Syal.g_01259	Prab.g_00265
OG0000480	Syal.g_01266	Prab.g_00270
OG0000481	Syal.g_01268	Prab.g_00272
OG0000482	Syal.g_01269	Prab.g_00273
OG0000483	Syal.g_01273	Prab.g_00276
OG0000484	Syal.g_01274	Prab.g_00277
OG0000485	Syal.g_01275	Prab.g_00278
OG0000486	Syal.g_01276	Prab.g_00279
OG0000487	Syal.g_01282	Prab.g_00283
OG0000488	Syal.g_01286	Prab.g_00286
OG0000489	Syal.g_01298	Prab.g_00291
OG0000490	Syal.g_01307	Prab.g_00296
OG0000491	Syal.g_01308	Prab.g_00297
OG0000492	Syal.g_01310	Prab.g_00299
OG0000493	Syal.g_01311	Prab.g_00300
OG0000494	Syal.g_01312	Prab.g_00301
OG0000495	Syal.g_01313	Prab.g_00302
OG0000496	Syal.g_01314	Prab.g_00303
OG0000497	Syal.g_01315	Prab.g_00304
OG0000498	Syal.g_01316	Prab.g_00305
OG0000499	Syal.g_01317	Prab.g_00306
OG0000500	Syal.g_01318	Prab.g_00307
OG0000501	Syal.g_01321	Prab.g_00309
OG0000502	Syal.g_01328	Prab.g_00312
OG0000503	Syal.g_00347	Prab.g_00322
OG0000504	Syal.g_00349	Prab.g_00323
OG0000505	Syal.g_00350	Prab.g_00324
OG0000506	Syal.g_00352	Prab.g_00325
OG0000507	Syal.g_00358	Prab.g_00328
OG0000508	Syal.g_00362	Prab.g_00332
OG0000509	Syal.g_00364	Prab.g_00334
OG0000510	Syal.g_00365	Prab.g_00335
OG0000511	Syal.g_00366	Prab.g_00336
OG0000512	Syal.g_00368	Prab.g_00338
OG0000513	Syal.g_00551	Prab.g_00345
OG0000514	Syal.g_00539	Prab.g_00434
OG0000515	Syal.g_00538	Prab.g_00435
OG0000516	Syal.g_00534	Prab.g_00436
OG0000517	Syal.g_00526	Prab.g_00438
OG0000518	Syal.g_00514	Prab.g_00449
OG0000519	Syal.g_00513	Prab.g_00450
OG0000520	Syal.g_00512	Prab.g_00454
OG0000521	Syal.g_00502	Prab.g_00459
OG0000522	Syal.g_00500	Prab.g_00460
OG0000523	Syal.g_00499	Prab.g_00461
OG0000524	Syal.g_00491	Prab.g_00466
OG0000525	Syal.g_00473	Prab.g_00469
OG0000526	Syal.g_00471	Prab.g_00470
OG0000527	Syal.g_00465	Prab.g_00477
OG0000528	Syal.g_02893	Prab.g_00482
OG0000529	Syal.g_02898	Prab.g_00485
OG0000530	Syal.g_02901	Prab.g_00488
OG0000531	Syal.g_02902	Prab.g_00489
OG0000532	Syal.g_02905	Prab.g_00491
OG0000533	Syal.g_02907	Prab.g_00492
OG0000534	Syal.g_02908	Prab.g_00493
OG0000535	Syal.g_02909	Prab.g_00494
OG0000536	Syal.g_02910	Prab.g_00495
OG0000537	Syal.g_02911	Prab.g_00496
OG0000538	Syal.g_02923	Prab.g_00504
OG0000539	Syal.g_02924	Prab.g_00505
OG0000540	Syal.g_02925	Prab.g_00506
OG0000541	Syal.g_02926	Prab.g_00507
OG0000542	Syal.g_02929	Prab.g_00509
OG0000543	Syal.g_02931	Prab.g_00511
OG0000544	Syal.g_02932	Prab.g_00512
OG0000545	Syal.g_02934	Prab.g_00514
OG0000546	Syal.g_02936	Prab.g_00517
OG0000547	Syal.g_02938	Prab.g_00519
OG0000548	Syal.g_02939	Prab.g_00520
OG0000549	Syal.g_02945	Prab.g_00522
OG0000550	Syal.g_02949	Prab.g_00527
OG0000551	Syal.g_02953	Prab.g_00531
OG0000552	Syal.g_02954	Prab.g_00532
OG0000553	Syal.g_02843	Prab.g_00533
OG0000554	Syal.g_02837	Prab.g_00538
OG0000555	Syal.g_02823	Prab.g_00546
OG0000556	Syal.g_02819	Prab.g_00548
OG0000557	Syal.g_02816	Prab.g_00549
OG0000558	Syal.g_02814	Prab.g_00551
OG0000559	Syal.g_02305, Syal.g_02810	Prab.g_00555
OG0000560	Syal.g_02807	Prab.g_00558
OG0000561	Syal.g_02806	Prab.g_00559
OG0000562	Syal.g_02805	Prab.g_00560
OG0000563	Syal.g_02804	Prab.g_00561
OG0000564	Syal.g_02803	Prab.g_00562
OG0000565	Syal.g_02799	Prab.g_00565
OG0000566	Syal.g_02795	Prab.g_00568
OG0000567	Syal.g_02791	Prab.g_00572
OG0000568	Syal.g_02789	Prab.g_00573
OG0000569	Syal.g_02788	Prab.g_00574
OG0000570	Syal.g_02787	Prab.g_00575
OG0000571	Syal.g_02784	Prab.g_00577
OG0000572	Syal.g_02767	Prab.g_00590
OG0000573	Syal.g_02759	Prab.g_00596
OG0000574	Syal.g_02758	Prab.g_00597
OG0000575	Syal.g_02753	Prab.g_00601
OG0000576	Syal.g_02751	Prab.g_00603
OG0000577	Syal.g_02750	Prab.g_00604
OG0000578	Syal.g_02749	Prab.g_00605
OG0000579	Syal.g_02748	Prab.g_00606
OG0000580	Syal.g_02747	Prab.g_00607
OG0000581	Syal.g_02741	Prab.g_00609
