Orthogroup	Syal	Syao
OG0000509	Syal.g_00364	Syao.g_01755
OG0000510	Syal.g_00365	Syao.g_01756
OG0000511	Syal.g_00366	Syao.g_01757
OG0000512	Syal.g_00368	Syao.g_01759
OG0000513	Syal.g_00551	Syao.g_01720
OG0000514	Syal.g_00539	Syao.g_01727
OG0000515	Syal.g_00538	Syao.g_01728
OG0000516	Syal.g_00534	Syao.g_01730
OG0000517	Syal.g_00526	Syao.g_01735
OG0000518	Syal.g_00514	Syao.g_01621
OG0000519	Syal.g_00513	Syao.g_01622
OG0000520	Syal.g_00512	Syao.g_01512
OG0000521	Syal.g_00502	Syao.g_00061
OG0000522	Syal.g_00500	Syao.g_00059
OG0000523	Syal.g_00499	Syao.g_00058
OG0000524	Syal.g_00491	Syao.g_02699
OG0000525	Syal.g_00473	Syao.g_02691
OG0000526	Syal.g_00471	Syao.g_02688
OG0000527	Syal.g_00465	Syao.g_02684
OG0000528	Syal.g_02893	Syao.g_00031
OG0000529	Syal.g_02898	Syao.g_00027
OG0000530	Syal.g_02901	Syao.g_00122
OG0000531	Syal.g_02902	Syao.g_00121
OG0000532	Syal.g_02905	Syao.g_00118
OG0000533	Syal.g_02907	Syao.g_00116
OG0000534	Syal.g_02908	Syao.g_00115
OG0000535	Syal.g_02909	Syao.g_00114
OG0000536	Syal.g_02910	Syao.g_00113
OG0000537	Syal.g_02911	Syao.g_00112
OG0000538	Syal.g_02923	Syao.g_00100
OG0000539	Syal.g_02924	Syao.g_00099
OG0000540	Syal.g_02925	Syao.g_00098
OG0000541	Syal.g_02926	Syao.g_00097
OG0000542	Syal.g_02929	Syao.g_00167
OG0000543	Syal.g_02931	Syao.g_00165
OG0000544	Syal.g_02932	Syao.g_00164
OG0000545	Syal.g_02934	Syao.g_00162
OG0000546	Syal.g_02936	Syao.g_00160
OG0000547	Syal.g_02938	Syao.g_00158
OG0000548	Syal.g_02939	Syao.g_00157
OG0000549	Syal.g_02945	Syao.g_01391
OG0000550	Syal.g_02949	Syao.g_01396
OG0000551	Syal.g_02953	Syao.g_01401
OG0000552	Syal.g_02954	Syao.g_01402
OG0000553	Syal.g_02843	Syao.g_01404
OG0000554	Syal.g_02837	Syao.g_01413
OG0000555	Syal.g_02823	Syao.g_00875
OG0000556	Syal.g_02819	Syao.g_00871
OG0000557	Syal.g_02816	Syao.g_00866
OG0000558	Syal.g_02814	Syao.g_00864
OG0000559	Syal.g_02305, Syal.g_02810	Syao.g_00860
OG0000560	Syal.g_02807	Syao.g_00857
OG0000561	Syal.g_02806	Syao.g_00856
OG0000562	Syal.g_02805	Syao.g_00855
OG0000563	Syal.g_02804	Syao.g_00854
OG0000564	Syal.g_02803	Syao.g_00853
OG0000565	Syal.g_02799	Syao.g_00849
OG0000566	Syal.g_02795	Syao.g_00845
OG0000567	Syal.g_02791	Syao.g_00841
OG0000568	Syal.g_02789	Syao.g_00839
OG0000569	Syal.g_02788	Syao.g_00838
OG0000570	Syal.g_02787	Syao.g_00837
OG0000571	Syal.g_02784	Syao.g_00834
OG0000572	Syal.g_02767	Syao.g_01033
OG0000573	Syal.g_02759	Syao.g_01022
OG0000574	Syal.g_02758	Syao.g_01021
OG0000575	Syal.g_02753	Syao.g_01000
