Orthogroup	Syal	Prad
OG0000492	Syal.g_01310	Prad.g_01680
OG0000493	Syal.g_01311	Prad.g_01679
OG0000494	Syal.g_01312	Prad.g_01678
OG0000495	Syal.g_01313	Prad.g_01677
OG0000496	Syal.g_01314	Prad.g_01676
OG0000497	Syal.g_01315	Prad.g_01675
OG0000498	Syal.g_01316	Prad.g_01674
OG0000499	Syal.g_01317	Prad.g_01673
OG0000500	Syal.g_01318	Prad.g_01672
OG0000501	Syal.g_01321	Prad.g_01670
OG0000502	Syal.g_01328	Prad.g_01667
OG0000503	Syal.g_00347	Prad.g_01657
OG0000504	Syal.g_00349	Prad.g_01656
OG0000505	Syal.g_00350	Prad.g_01655
OG0000506	Syal.g_00352	Prad.g_01653
OG0000507	Syal.g_00358	Prad.g_01650
OG0000508	Syal.g_00362	Prad.g_01646
OG0000509	Syal.g_00364	Prad.g_01644
OG0000510	Syal.g_00365	Prad.g_01643
OG0000511	Syal.g_00366	Prad.g_01642
OG0000512	Syal.g_00368	Prad.g_00760
OG0000513	Syal.g_00551	Prad.g_00753
OG0000514	Syal.g_00539	Prad.g_00671
OG0000515	Syal.g_00538	Prad.g_00670
OG0000516	Syal.g_00534	Prad.g_00669
OG0000517	Syal.g_00526	Prad.g_00667
OG0000518	Syal.g_00514	Prad.g_00061
OG0000519	Syal.g_00513	Prad.g_00060
OG0000520	Syal.g_00512	Prad.g_00059
OG0000521	Syal.g_00502	Prad.g_00054
OG0000522	Syal.g_00500	Prad.g_00052
OG0000523	Syal.g_00499	Prad.g_00051
OG0000524	Syal.g_00491	Prad.g_00045
OG0000525	Syal.g_00473	Prad.g_00042
OG0000526	Syal.g_00471	Prad.g_00041
OG0000527	Syal.g_00465	Prad.g_00034
OG0000528	Syal.g_02893	Prad.g_00029
OG0000529	Syal.g_02898	Prad.g_00026
OG0000530	Syal.g_02901	Prad.g_00023
OG0000531	Syal.g_02902	Prad.g_00022
OG0000532	Syal.g_02905	Prad.g_00020
OG0000533	Syal.g_02907	Prad.g_00019
OG0000534	Syal.g_02908	Prad.g_00018
OG0000535	Syal.g_02909	Prad.g_00017
OG0000536	Syal.g_02910	Prad.g_00016
OG0000537	Syal.g_02911	Prad.g_00015
OG0000538	Syal.g_02923	Prad.g_00129
OG0000539	Syal.g_02924	Prad.g_00128
OG0000540	Syal.g_02925	Prad.g_00127
OG0000541	Syal.g_02926	Prad.g_00126
OG0000542	Syal.g_02929	Prad.g_00124
OG0000543	Syal.g_02931	Prad.g_00122
OG0000544	Syal.g_02932	Prad.g_00121
OG0000545	Syal.g_02934	Prad.g_00119
OG0000546	Syal.g_02936	Prad.g_00116
OG0000547	Syal.g_02938	Prad.g_00114
OG0000548	Syal.g_02939	Prad.g_00113
OG0000549	Syal.g_02945	Prad.g_00111
OG0000550	Syal.g_02949	Prad.g_00106
OG0000551	Syal.g_02953	Prad.g_00102
OG0000552	Syal.g_02954	Prad.g_00101
OG0000553	Syal.g_02843	Prad.g_00100
OG0000554	Syal.g_02837	Prad.g_00095
OG0000555	Syal.g_02823	Prad.g_01332
OG0000556	Syal.g_02819	Prad.g_01334
OG0000557	Syal.g_02816	Prad.g_01335
OG0000558	Syal.g_02814	Prad.g_01337
OG0000559	Syal.g_02305, Syal.g_02810	Prad.g_01341
OG0000560	Syal.g_02807	Prad.g_01344
OG0000561	Syal.g_02806	Prad.g_01345
OG0000562	Syal.g_02805	Prad.g_01346
OG0000563	Syal.g_02804	Prad.g_01347
OG0000564	Syal.g_02803	Prad.g_01348
OG0000565	Syal.g_02799	Prad.g_01351
OG0000566	Syal.g_02795	Prad.g_01353
OG0000567	Syal.g_02791	Prad.g_01357
OG0000568	Syal.g_02789	Prad.g_01358
OG0000569	Syal.g_02788	Prad.g_01359
OG0000570	Syal.g_02787	Prad.g_01360
OG0000571	Syal.g_02784	Prad.g_01362
OG0000572	Syal.g_02767	Prad.g_01375
OG0000573	Syal.g_02759	Prad.g_01381
OG0000574	Syal.g_02758	Prad.g_01382
OG0000575	Syal.g_02753	Prad.g_01386
OG0000576	Syal.g_02751	Prad.g_01388
OG0000577	Syal.g_02750	Prad.g_01389
OG0000578	Syal.g_02749	Prad.g_01390
OG0000579	Syal.g_02748	Prad.g_01391
OG0000580	Syal.g_02747	Prad.g_01392
