Orthogroup	Syal	Syaa
OG0000052	Syal.g_01338	Syaa.g_00174
OG0000053	Syal.g_00406	Syaa.g_01797
OG0000054	Syal.g_02098	Syaa.g_01502
OG0000055	Syal.g_01845	Syaa.g_00852
OG0000057	Syal.g_01812	Syaa.g_01466
OG0000058	Syal.g_01326	Syaa.g_00193, Syaa.g_00455
OG0000059	Syal.g_00225	Syaa.g_02315
OG0000060	Syal.g_02895	Syaa.g_02053
OG0000060	Syal.g_02214	Syaa.g_01007
OG0000061	Syal.g_01653	Syaa.g_00770
OG0000062	Syal.g_00567	Syaa.g_00571
OG0000063	Syal.g_00136	Syaa.g_00042
OG0000064	Syal.g_01545	Syaa.g_00579
OG0000064	Syal.g_02544	Syaa.g_01284, Syaa.g_02666
OG0000064	Syal.g_01681	Syaa.g_01568
OG0000067	Syal.g_02414	Syaa.g_01154
OG0000068	Syal.g_02888	Syaa.g_02059
OG0000070	Syal.g_00509	Syaa.g_00718
OG0000071	Syal.g_01601	Syaa.g_00735
OG0000072	Syal.g_00914	Syaa.g_02480
OG0000073	Syal.g_02920	Syaa.g_02030
OG0000075	Syal.g_01350	Syaa.g_00157
OG0000076	Syal.g_01459	Syaa.g_00123
OG0000078	Syal.g_00680	Syaa.g_02103
OG0000079	Syal.g_01213	Syaa.g_00303
OG0000080	Syal.g_01394	Syaa.g_00487
OG0000081	Syal.g_02555	Syaa.g_02089, Syaa.g_01694
OG0000082	Syal.g_02769	Syaa.g_01905
OG0000084	Syal.g_01896	Syaa.g_01827, Syaa.g_02302
OG0000085	Syal.g_00575	Syaa.g_00564
OG0000086	Syal.g_00784	Syaa.g_00324
OG0000087	Syal.g_00871	Syaa.g_02433
OG0000088	Syal.g_00908	Syaa.g_02474
OG0000089	Syal.g_00555	Syaa.g_02149
OG0000090	Syal.g_02838	Syaa.g_01980
OG0000091	Syal.g_02628	Syaa.g_01625
OG0000093	Syal.g_02233	Syaa.g_01139
OG0000094	Syal.g_01907	Syaa.g_01288
OG0000095	Syal.g_01823	Syaa.g_00879
OG0000097	Syal.g_01735	Syaa.g_00979
OG0000099	Syal.g_01323	Syaa.g_00202
OG0000100	Syal.g_02448	Syaa.g_01201
OG0000101	Syal.g_00275	Syaa.g_02249
OG0000102	Syal.g_01488	Syaa.g_00118
OG0000103	Syal.g_00077	Syaa.g_02740
OG0000104	Syal.g_00092	Syaa.g_02754
OG0000105	Syal.g_01255	Syaa.g_00270
OG0000106	Syal.g_02577	Syaa.g_01439
OG0000107	Syal.g_00194	Syaa.g_02351
OG0000108	Syal.g_02897	Syaa.g_02051
OG0000109	Syal.g_02913	Syaa.g_02036
OG0000110	Syal.g_02782	Syaa.g_01918
OG0000111	Syal.g_01813	Syaa.g_00888
OG0000112	Syal.g_02000	Syaa.g_01366
OG0000113	Syal.g_02443	Syaa.g_01196
OG0000114	Syal.g_02286	Syaa.g_01094
OG0000115	Syal.g_00404	Syaa.g_01795
OG0000116	Syal.g_01630	Syaa.g_00757
OG0000117	Syal.g_01704	Syaa.g_01009
OG0000118	Syal.g_01583	Syaa.g_01874
OG0000119	Syal.g_02056	Syaa.g_00785
OG0000120	Syal.g_01324	Syaa.g_00201
OG0000121	Syal.g_00374	Syaa.g_01777
OG0000122	Syal.g_02602	Syaa.g_01598
OG0000123	Syal.g_00283	Syaa.g_02242
OG0000124	Syal.g_01519	Syaa.g_00092
OG0000125	Syal.g_01075	Syaa.g_02598
OG0000126	Syal.g_00090	Syaa.g_02752
OG0000127	Syal.g_00720	Syaa.g_00377
OG0000128	Syal.g_00109	Syaa.g_00012
OG0000129	Syal.g_01062	Syaa.g_02586
OG0000130	Syal.g_00751	Syaa.g_00354
OG0000131	Syal.g_00886	Syaa.g_02448
OG0000132	Syal.g_00906	Syaa.g_02472
OG0000133	Syal.g_01995	Syaa.g_01361
OG0000134	Syal.g_00552	Syaa.g_02146
OG0000135	Syal.g_01119	Syaa.g_02649
OG0000136	Syal.g_00520	Syaa.g_00708
OG0000137	Syal.g_00463	Syaa.g_01842
OG0000138	Syal.g_02914	Syaa.g_02035
OG0000139	Syal.g_02832	Syaa.g_01974
OG0000140	Syal.g_02830	Syaa.g_01971
OG0000141	Syal.g_02738	Syaa.g_01689
OG0000142	Syal.g_02636	Syaa.g_01633
OG0000143	Syal.g_02632	Syaa.g_01629
OG0000144	Syal.g_02515	Syaa.g_01446
OG0000145	Syal.g_02921	Syaa.g_02029
OG0000146	Syal.g_02001	Syaa.g_01367
OG0000147	Syal.g_02002	Syaa.g_01368
OG0000148	Syal.g_02437	Syaa.g_01190
OG0000149	Syal.g_02475	Syaa.g_00826
OG0000150	Syal.g_02737	Syaa.g_01688
OG0000151	Syal.g_02263	Syaa.g_01107
OG0000152	Syal.g_01991	Syaa.g_01357
OG0000153	Syal.g_01958	Syaa.g_01324
OG0000154	Syal.g_01918	Syaa.g_01298
OG0000155	Syal.g_01695	Syaa.g_00804
OG0000156	Syal.g_01620	Syaa.g_00751
OG0000157	Syal.g_01619	Syaa.g_00750
OG0000158	Syal.g_01431	Syaa.g_00148
OG0000159	Syal.g_01400	Syaa.g_00456
OG0000160	Syal.g_00372	Syaa.g_01776
OG0000161	Syal.g_00384	Syaa.g_01782
OG0000162	Syal.g_00396	Syaa.g_01788
OG0000163	Syal.g_02971	Syaa.g_00624
OG0000164	Syal.g_00623	Syaa.g_00507
OG0000165	Syal.g_00632	Syaa.g_00681
OG0000166	Syal.g_00236	Syaa.g_02289
OG0000167	Syal.g_01347	Syaa.g_00160
OG0000168	Syal.g_01433	Syaa.g_00145
OG0000169	Syal.g_01447	Syaa.g_00134
OG0000170	Syal.g_01454	Syaa.g_00128
OG0000171	Syal.g_01518	Syaa.g_00093
OG0000172	Syal.g_00174, Syal.g_00173	Syaa.g_00079
OG0000173	Syal.g_00155	Syaa.g_00060
OG0000174	Syal.g_01121	Syaa.g_02651
OG0000175	Syal.g_01172	Syaa.g_02726
OG0000176	Syal.g_00101	Syaa.g_00004
OG0000177	Syal.g_00102	Syaa.g_00005
OG0000178	Syal.g_00103	Syaa.g_00006
OG0000179	Syal.g_00118	Syaa.g_00023
OG0000180	Syal.g_00119	Syaa.g_00024
OG0000181	Syal.g_00120	Syaa.g_00025
OG0000182	Syal.g_00121	Syaa.g_00026
OG0000183	Syal.g_00125	Syaa.g_00030
OG0000184	Syal.g_02678, Syal.g_01050	Syaa.g_02578
OG0000185	Syal.g_01025	Syaa.g_02575
OG0000186	Syal.g_02684, Syal.g_00747	Syaa.g_00359
OG0000187	Syal.g_02685, Syal.g_00748	Syaa.g_00358
OG0000188	Syal.g_00771	Syaa.g_00334
OG0000189	Syal.g_00807	Syaa.g_02367
OG0000190	Syal.g_01364	Syaa.g_02369
OG0000191	Syal.g_00841	Syaa.g_02404
OG0000192	Syal.g_00847	Syaa.g_02410
OG0000193	Syal.g_00887	Syaa.g_02449
OG0000194	Syal.g_00890	Syaa.g_02452
OG0000195	Syal.g_00892	Syaa.g_02459
OG0000196	Syal.g_00903	Syaa.g_02469
OG0000197	Syal.g_00904	Syaa.g_02470
OG0000198	Syal.g_00905	Syaa.g_02471
OG0000199	Syal.g_00913	Syaa.g_02479
OG0000200	Syal.g_00932	Syaa.g_02496
OG0000201	Syal.g_00949	Syaa.g_02521
OG0000202	Syal.g_00950	Syaa.g_02522
OG0000203	Syal.g_00951	Syaa.g_02523
OG0000204	Syal.g_00952	Syaa.g_02524
OG0000205	Syal.g_00959	Syaa.g_02531
OG0000206	Syal.g_00971	Syaa.g_02538
OG0000207	Syal.g_00974	Syaa.g_02540
OG0000208	Syal.g_00975	Syaa.g_02541
OG0000209	Syal.g_01000	Syaa.g_02556
OG0000210	Syal.g_01001	Syaa.g_02557
OG0000211	Syal.g_00688	Syaa.g_02113
OG0000212	Syal.g_00679	Syaa.g_02102
OG0000213	Syal.g_01229	Syaa.g_00295
OG0000214	Syal.g_01246	Syaa.g_00279
OG0000215	Syal.g_01277	Syaa.g_00248
OG0000216	Syal.g_01281	Syaa.g_00244
OG0000217	Syal.g_01285	Syaa.g_00240
OG0000218	Syal.g_01287	Syaa.g_00238
OG0000219	Syal.g_01288	Syaa.g_00237
OG0000220	Syal.g_01289	Syaa.g_00236
OG0000221	Syal.g_01297	Syaa.g_00229
OG0000222	Syal.g_01309	Syaa.g_00215
OG0000223	Syal.g_01327	Syaa.g_00192
OG0000224	Syal.g_01329	Syaa.g_00183
OG0000225	Syal.g_00363	Syaa.g_02166
OG0000226	Syal.g_00367	Syaa.g_02162
OG0000227	Syal.g_00369	Syaa.g_02160
OG0000228	Syal.g_00556	Syaa.g_02150
OG0000229	Syal.g_00525	Syaa.g_00703
OG0000230	Syal.g_00523	Syaa.g_00705
OG0000231	Syal.g_00510	Syaa.g_00717
OG0000232	Syal.g_00495	Syaa.g_01858
OG0000233	Syal.g_00487	Syaa.g_01853
OG0000234	Syal.g_00461	Syaa.g_01841
OG0000235	Syal.g_02896	Syaa.g_02052
OG0000236	Syal.g_02912	Syaa.g_02037
OG0000237	Syal.g_02930	Syaa.g_02020
OG0000238	Syal.g_02935	Syaa.g_02015
OG0000239	Syal.g_02951	Syaa.g_01996
OG0000240	Syal.g_02952	Syaa.g_01995
OG0000241	Syal.g_02696	Syaa.g_01644
OG0000242	Syal.g_02840	Syaa.g_01982
OG0000243	Syal.g_02822	Syaa.g_01960
OG0000244	Syal.g_02815	Syaa.g_01954
OG0000245	Syal.g_02813	Syaa.g_01952
OG0000246	Syal.g_02809	Syaa.g_01948
OG0000247	Syal.g_02797	Syaa.g_01937
OG0000248	Syal.g_02794	Syaa.g_01934
OG0000249	Syal.g_02792	Syaa.g_01932
OG0000250	Syal.g_02786	Syaa.g_01922
OG0000251	Syal.g_02760	Syaa.g_01897
OG0000252	Syal.g_02757	Syaa.g_01894
OG0000253	Syal.g_02755	Syaa.g_01893
OG0000254	Syal.g_02732	Syaa.g_01684
OG0000255	Syal.g_02719	Syaa.g_01668
OG0000256	Syal.g_02705	Syaa.g_01651
OG0000257	Syal.g_02697	Syaa.g_01645
OG0000258	Syal.g_02623	Syaa.g_01624
OG0000259	Syal.g_02182	Syaa.g_01063
OG0000260	Syal.g_02188	Syaa.g_01066
OG0000261	Syal.g_02199	Syaa.g_01069
OG0000262	Syal.g_02204	Syaa.g_01074
OG0000263	Syal.g_01720	Syaa.g_00989
OG0000264	Syal.g_01788	Syaa.g_00910
OG0000265	Syal.g_02534	Syaa.g_01498
OG0000266	Syal.g_02421	Syaa.g_01257, Syaa.g_01258
OG0000267	Syal.g_02043	Syaa.g_01409
OG0000268	Syal.g_02042	Syaa.g_01408
OG0000269	Syal.g_02409	Syaa.g_01149
OG0000270	Syal.g_02412	Syaa.g_01152
OG0000271	Syal.g_01871	Syaa.g_01160
OG0000272	Syal.g_01872	Syaa.g_01161
OG0000274	Syal.g_02455	Syaa.g_00843
OG0000275	Syal.g_02458	Syaa.g_00840
OG0000276	Syal.g_02467	Syaa.g_00834
OG0000277	Syal.g_02468	Syaa.g_00833
OG0000278	Syal.g_02471	Syaa.g_00830
OG0000279	Syal.g_02479	Syaa.g_00822
OG0000280	Syal.g_02493	Syaa.g_00815
OG0000282	Syal.g_02284	Syaa.g_01096
OG0000283	Syal.g_02028, Syal.g_02131	Syaa.g_01396
OG0000284	Syal.g_02023	Syaa.g_01390
OG0000285	Syal.g_02012	Syaa.g_01377
OG0000286	Syal.g_01992	Syaa.g_01358
OG0000287	Syal.g_01965	Syaa.g_01330
OG0000288	Syal.g_01919	Syaa.g_01299
OG0000289	Syal.g_01904	Syaa.g_01285
OG0000290	Syal.g_01826	Syaa.g_00875
OG0000291	Syal.g_01824	Syaa.g_00877
OG0000292	Syal.g_00089	Syaa.g_02751
OG0000293	Syal.g_01631	Syaa.g_00758
OG0000294	Syal.g_01632	Syaa.g_00759
OG0000295	Syal.g_01687	Syaa.g_00796
OG0000296	Syal.g_01689	Syaa.g_00798
OG0000297	Syal.g_01702	Syaa.g_01021
OG0000298	Syal.g_01703	Syaa.g_01010
OG0000299	Syal.g_01732	Syaa.g_00982
OG0000300	Syal.g_01738	Syaa.g_00976
OG0000301	Syal.g_01739	Syaa.g_00975
OG0000302	Syal.g_01740	Syaa.g_00972
OG0000303	Syal.g_01763	Syaa.g_00963
OG0000304	Syal.g_01756	Syaa.g_00957
OG0000305	Syal.g_01821	Syaa.g_00881
OG0000306	Syal.g_02579	Syaa.g_00807
OG0000307	Syal.g_02880	Syaa.g_02068
OG0000308	Syal.g_02878	Syaa.g_02070
OG0000309	Syal.g_02873	Syaa.g_02075
OG0000310	Syal.g_01537	Syaa.g_01752
OG0000311	Syal.g_00061	Syaa.g_01757
OG0000312	Syal.g_00031	Syaa.g_01762
OG0000313	Syal.g_00381	Syaa.g_01779
OG0000314	Syal.g_00416	Syaa.g_01806
OG0000315	Syal.g_00426	Syaa.g_01816
OG0000316	Syal.g_02987	Syaa.g_00598
OG0000317	Syal.g_00583	Syaa.g_00556
OG0000318	Syal.g_00588	Syaa.g_00550
OG0000319	Syal.g_00608	Syaa.g_00532
OG0000320	Syal.g_00610	Syaa.g_00530
OG0000321	Syal.g_00611	Syaa.g_00529
OG0000322	Syal.g_00612	Syaa.g_00528
OG0000323	Syal.g_00626	Syaa.g_00496
OG0000324	Syal.g_00656	Syaa.g_00653
OG0000325	Syal.g_00195	Syaa.g_02350
OG0000326	Syal.g_00202	Syaa.g_02343
OG0000327	Syal.g_00230	Syaa.g_02294
OG0000328	Syal.g_00231	Syaa.g_02293
OG0000329	Syal.g_00249	Syaa.g_02275
OG0000330	Syal.g_00250	Syaa.g_02274
OG0000331	Syal.g_00251	Syaa.g_02273
OG0000332	Syal.g_00266	Syaa.g_02258
OG0000333	Syal.g_00269	Syaa.g_02255
OG0000334	Syal.g_00279	Syaa.g_02246
OG0000335	Syal.g_00284	Syaa.g_02241
OG0000336	Syal.g_00288	Syaa.g_02237
OG0000337	Syal.g_01343	Syaa.g_00167
OG0000338	Syal.g_01345	Syaa.g_00162
OG0000339	Syal.g_01351	Syaa.g_00156
OG0000340	Syal.g_01434	Syaa.g_00144
OG0000341	Syal.g_01436	Syaa.g_00142
OG0000342	Syal.g_01437	Syaa.g_00141
OG0000343	Syal.g_01441	Syaa.g_00140
OG0000344	Syal.g_01445	Syaa.g_00136
OG0000345	Syal.g_01455	Syaa.g_00127
OG0000346	Syal.g_01460	Syaa.g_00122
OG0000347	Syal.g_01525	Syaa.g_00088
OG0000348	Syal.g_00170	Syaa.g_00071
OG0000349	Syal.g_00148	Syaa.g_00053
OG0000350	Syal.g_00209	Syaa.g_02336
OG0000351	Syal.g_01175	Syaa.g_02730
OG0000352	Syal.g_01176	Syaa.g_02731
OG0000353	Syal.g_00095	Syaa.g_02757
OG0000354	Syal.g_02941	Syaa.g_02008, Syaa.g_02009
OG0000354	Syal.g_00116	Syaa.g_00019, Syaa.g_00020
OG0000355	Syal.g_00098	Syaa.g_00001
OG0000356	Syal.g_00099	Syaa.g_00002
OG0000357	Syal.g_00100	Syaa.g_00003
OG0000358	Syal.g_00104	Syaa.g_00007
OG0000359	Syal.g_00106	Syaa.g_00009
OG0000360	Syal.g_00107	Syaa.g_00010
OG0000361	Syal.g_00108	Syaa.g_00011
OG0000362	Syal.g_00110	Syaa.g_00013
OG0000363	Syal.g_00112	Syaa.g_00015
OG0000364	Syal.g_00113	Syaa.g_00016
OG0000365	Syal.g_00122	Syaa.g_00027
OG0000366	Syal.g_00123	Syaa.g_00028
OG0000367	Syal.g_00124	Syaa.g_00029
OG0000368	Syal.g_00126	Syaa.g_00031
OG0000369	Syal.g_00127	Syaa.g_00032
OG0000370	Syal.g_00128	Syaa.g_00033
OG0000371	Syal.g_00135	Syaa.g_00041
OG0000372	Syal.g_00141	Syaa.g_00046
OG0000373	Syal.g_00142	Syaa.g_00047
OG0000374	Syal.g_00143	Syaa.g_00048
OG0000375	Syal.g_00144	Syaa.g_00049
OG0000376	Syal.g_00146	Syaa.g_00051
OG0000377	Syal.g_01061	Syaa.g_02585
OG0000378	Syal.g_01027	Syaa.g_02577
OG0000379	Syal.g_01024	Syaa.g_02574
OG0000380	Syal.g_00749	Syaa.g_00357
OG0000381	Syal.g_00752	Syaa.g_00353
OG0000382	Syal.g_00770	Syaa.g_00335
OG0000383	Syal.g_00775	Syaa.g_00333
OG0000384	Syal.g_00776	Syaa.g_00332
OG0000385	Syal.g_00777	Syaa.g_00331
OG0000386	Syal.g_00778	Syaa.g_00330
OG0000387	Syal.g_00811	Syaa.g_02371
OG0000388	Syal.g_00815	Syaa.g_02375
OG0000389	Syal.g_00819	Syaa.g_02379
OG0000390	Syal.g_00835	Syaa.g_02398
OG0000391	Syal.g_00840	Syaa.g_02403
OG0000392	Syal.g_00846	Syaa.g_02409
OG0000393	Syal.g_00849	Syaa.g_02412
OG0000394	Syal.g_00850	Syaa.g_02413
OG0000395	Syal.g_00851	Syaa.g_02414
OG0000396	Syal.g_00854	Syaa.g_02417
OG0000397	Syal.g_00857	Syaa.g_02419
OG0000398	Syal.g_00862	Syaa.g_02424
OG0000399	Syal.g_00863	Syaa.g_02425
OG0000400	Syal.g_00864	Syaa.g_02426
OG0000401	Syal.g_00865	Syaa.g_02427
OG0000402	Syal.g_00867	Syaa.g_02429
OG0000403	Syal.g_00868	Syaa.g_02430
OG0000404	Syal.g_00870	Syaa.g_02431
OG0000405	Syal.g_00883	Syaa.g_02446
OG0000406	Syal.g_00888	Syaa.g_02450
OG0000407	Syal.g_00889	Syaa.g_02451
OG0000408	Syal.g_00891	Syaa.g_02458
OG0000409	Syal.g_00893	Syaa.g_02460
OG0000410	Syal.g_00894	Syaa.g_02461
OG0000411	Syal.g_00895	Syaa.g_02462
OG0000412	Syal.g_00896	Syaa.g_02463
OG0000413	Syal.g_00898	Syaa.g_02465
OG0000415	Syal.g_00900	Syaa.g_02466
OG0000416	Syal.g_00901	Syaa.g_02467
OG0000417	Syal.g_00902	Syaa.g_02468
OG0000418	Syal.g_00907	Syaa.g_02473
OG0000419	Syal.g_00909	Syaa.g_02475
OG0000420	Syal.g_00911	Syaa.g_02477
OG0000421	Syal.g_00916	Syaa.g_02482
OG0000422	Syal.g_00917	Syaa.g_02483
OG0000423	Syal.g_00918	Syaa.g_02484
OG0000424	Syal.g_00919	Syaa.g_02485
OG0000425	Syal.g_00920	Syaa.g_02486
OG0000426	Syal.g_00921	Syaa.g_02487
OG0000427	Syal.g_00922	Syaa.g_02488
OG0000428	Syal.g_00925	Syaa.g_02491
OG0000429	Syal.g_00929	Syaa.g_02493
OG0000430	Syal.g_00931	Syaa.g_02495
OG0000431	Syal.g_00934	Syaa.g_02498
OG0000432	Syal.g_00940	Syaa.g_02504
OG0000433	Syal.g_00943	Syaa.g_02513
OG0000434	Syal.g_00944	Syaa.g_02514
OG0000435	Syal.g_00946	Syaa.g_02516
OG0000436	Syal.g_00953	Syaa.g_02525
OG0000437	Syal.g_00954	Syaa.g_02526
OG0000438	Syal.g_00955	Syaa.g_02527
OG0000439	Syal.g_00957	Syaa.g_02529
OG0000440	Syal.g_00958	Syaa.g_02530
OG0000441	Syal.g_00962	Syaa.g_02534
OG0000442	Syal.g_00964	Syaa.g_02535
OG0000443	Syal.g_00966	Syaa.g_02536
OG0000444	Syal.g_00978	Syaa.g_02542
OG0000445	Syal.g_00979	Syaa.g_02543
OG0000446	Syal.g_00981	Syaa.g_02545
OG0000447	Syal.g_00989	Syaa.g_02548
OG0000448	Syal.g_00990	Syaa.g_02549
OG0000449	Syal.g_00991	Syaa.g_02550
OG0000450	Syal.g_00997	Syaa.g_02553
OG0000451	Syal.g_00998	Syaa.g_02554
OG0000452	Syal.g_01002	Syaa.g_02558
OG0000453	Syal.g_01003	Syaa.g_02559
OG0000454	Syal.g_01004	Syaa.g_02560
OG0000455	Syal.g_01005	Syaa.g_02561
OG0000456	Syal.g_01006	Syaa.g_02562
OG0000457	Syal.g_01008	Syaa.g_02564
OG0000458	Syal.g_01009	Syaa.g_02565
OG0000459	Syal.g_01010	Syaa.g_02566
OG0000460	Syal.g_00686	Syaa.g_02111
OG0000461	Syal.g_01199	Syaa.g_00318
OG0000462	Syal.g_01202	Syaa.g_00315
OG0000463	Syal.g_01203	Syaa.g_00314
OG0000464	Syal.g_01204	Syaa.g_00313
OG0000465	Syal.g_01205	Syaa.g_00311
OG0000466	Syal.g_01210	Syaa.g_00306
OG0000467	Syal.g_01212	Syaa.g_00304
OG0000468	Syal.g_01225	Syaa.g_00299
OG0000469	Syal.g_01240	Syaa.g_00285
OG0000470	Syal.g_01242	Syaa.g_00283
OG0000471	Syal.g_01243	Syaa.g_00282
OG0000472	Syal.g_01245	Syaa.g_00280
OG0000473	Syal.g_01247	Syaa.g_00278
OG0000474	Syal.g_01248	Syaa.g_00277
OG0000475	Syal.g_01249	Syaa.g_00276
OG0000476	Syal.g_01251	Syaa.g_00274
OG0000477	Syal.g_01257	Syaa.g_00268
OG0000478	Syal.g_01258	Syaa.g_00267
OG0000479	Syal.g_01259	Syaa.g_00266
OG0000480	Syal.g_01266	Syaa.g_00259
OG0000481	Syal.g_01268	Syaa.g_00257
OG0000482	Syal.g_01269	Syaa.g_00256
OG0000483	Syal.g_01273	Syaa.g_00252
OG0000484	Syal.g_01274	Syaa.g_00251
OG0000485	Syal.g_01275	Syaa.g_00250
OG0000486	Syal.g_01276	Syaa.g_00249
OG0000487	Syal.g_01282	Syaa.g_00243
OG0000488	Syal.g_01286	Syaa.g_00239
OG0000489	Syal.g_01298	Syaa.g_00228
OG0000490	Syal.g_01307	Syaa.g_00220
OG0000491	Syal.g_01308	Syaa.g_00218
OG0000492	Syal.g_01310	Syaa.g_00214
OG0000493	Syal.g_01311	Syaa.g_00213
OG0000494	Syal.g_01312	Syaa.g_00212
OG0000495	Syal.g_01313	Syaa.g_00211
OG0000496	Syal.g_01314	Syaa.g_00210
OG0000497	Syal.g_01315	Syaa.g_00209
OG0000498	Syal.g_01316	Syaa.g_00208
OG0000499	Syal.g_01317	Syaa.g_00207
OG0000500	Syal.g_01318	Syaa.g_00206
OG0000501	Syal.g_01321	Syaa.g_00203
OG0000502	Syal.g_01328	Syaa.g_00190
OG0000503	Syal.g_00347	Syaa.g_02182
OG0000504	Syal.g_00349	Syaa.g_02180
OG0000505	Syal.g_00350	Syaa.g_02179
OG0000506	Syal.g_00352	Syaa.g_02177
OG0000507	Syal.g_00358	Syaa.g_02171
OG0000508	Syal.g_00362	Syaa.g_02167
OG0000509	Syal.g_00364	Syaa.g_02165
OG0000510	Syal.g_00365	Syaa.g_02164
OG0000511	Syal.g_00366	Syaa.g_02163
OG0000512	Syal.g_00368	Syaa.g_02161
OG0000513	Syal.g_00551	Syaa.g_02145
OG0000514	Syal.g_00539	Syaa.g_02118
OG0000515	Syal.g_00538	Syaa.g_02117
OG0000516	Syal.g_00534	Syaa.g_00698
OG0000517	Syal.g_00526	Syaa.g_00702
OG0000518	Syal.g_00514	Syaa.g_00714
OG0000519	Syal.g_00513	Syaa.g_00715
OG0000520	Syal.g_00512	Syaa.g_00716
OG0000521	Syal.g_00502	Syaa.g_01864
OG0000522	Syal.g_00500	Syaa.g_01862
OG0000523	Syal.g_00499	Syaa.g_01859
OG0000524	Syal.g_00491	Syaa.g_01856
OG0000525	Syal.g_00473	Syaa.g_01851
OG0000526	Syal.g_00471	Syaa.g_01848
OG0000527	Syal.g_00465	Syaa.g_01844
OG0000528	Syal.g_02893	Syaa.g_02054
OG0000529	Syal.g_02898	Syaa.g_02050
OG0000530	Syal.g_02901	Syaa.g_02047
OG0000531	Syal.g_02902	Syaa.g_02046
OG0000532	Syal.g_02905	Syaa.g_02043
OG0000533	Syal.g_02907	Syaa.g_02042
OG0000534	Syal.g_02908	Syaa.g_02041
OG0000535	Syal.g_02909	Syaa.g_02040
OG0000536	Syal.g_02910	Syaa.g_02039
OG0000537	Syal.g_02911	Syaa.g_02038
OG0000538	Syal.g_02923	Syaa.g_02027
OG0000539	Syal.g_02924	Syaa.g_02026
OG0000540	Syal.g_02925	Syaa.g_02025
OG0000541	Syal.g_02926	Syaa.g_02024
OG0000542	Syal.g_02929	Syaa.g_02021
OG0000543	Syal.g_02931	Syaa.g_02019
OG0000544	Syal.g_02932	Syaa.g_02018
OG0000545	Syal.g_02934	Syaa.g_02016
OG0000546	Syal.g_02936	Syaa.g_02014
OG0000547	Syal.g_02938	Syaa.g_02012
OG0000548	Syal.g_02939	Syaa.g_02011
OG0000549	Syal.g_02945	Syaa.g_02003
OG0000550	Syal.g_02949	Syaa.g_01998
