Orthogroup	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
OG0004525						Praf.g_01077																																		
OG0004526						Praf.g_01081																																		
OG0004527						Praf.g_01086																																		
OG0004528						Praf.g_01087																																		
OG0004529						Praf.g_01093																																		
OG0004530						Praf.g_01100																																		
OG0004531						Praf.g_01101																																		
OG0004532						Praf.g_01104																																		
OG0004533						Praf.g_01106																																		
OG0004534						Praf.g_01133																																		
OG0004535						Praf.g_01146																																		
OG0004536						Praf.g_01148																																		
OG0004537						Praf.g_01152																																		
OG0004538						Praf.g_01153																																		
OG0004539						Praf.g_01154																																		
OG0004540						Praf.g_01156																																		
OG0004541						Praf.g_01159																																		
OG0004542						Praf.g_01161																																		
OG0004543						Praf.g_01167																																		
OG0004544						Praf.g_01173																																		
OG0004545						Praf.g_01182																																		
OG0004546						Praf.g_01192																																		
OG0004547						Praf.g_01197																																		
OG0004548						Praf.g_01203																																		
OG0004549						Praf.g_01204																																		
OG0004550						Praf.g_01226																																		
OG0004551						Praf.g_01232																																		
OG0004552						Praf.g_01241																																		
OG0004553						Praf.g_01244																																		
OG0004554						Praf.g_01246																																		
OG0004555						Praf.g_01249																																		
OG0004556						Praf.g_01251																																		
OG0004557						Praf.g_01263																																		
OG0004558						Praf.g_01264																																		
OG0004559						Praf.g_01265																																		
OG0004560						Praf.g_01273																																		
OG0004561						Praf.g_01282																																		
OG0004562						Praf.g_01368																																		
OG0004563						Praf.g_01373																																		
OG0004564						Praf.g_01449																																		
OG0004565						Praf.g_01453																																		
OG0004566						Praf.g_01471																																		
OG0004567						Praf.g_01476																																		
OG0004568						Praf.g_01485																																		
OG0004569						Praf.g_01501																																		
OG0004570						Praf.g_01507																																		
OG0004571						Praf.g_01518																																		
OG0004572						Praf.g_01554																																		
OG0004573						Praf.g_01568																																		
OG0004574						Praf.g_01575																																		
OG0004575						Praf.g_01584																																		
OG0004576						Praf.g_01632																																		
OG0004577						Praf.g_01636																																		
OG0004578						Praf.g_01654																																		
OG0004579						Praf.g_01660																																		
OG0004580						Praf.g_01678																																		
OG0004581						Praf.g_01682																																		
OG0004582						Praf.g_01705																																		
OG0004583						Praf.g_01712																																		
OG0004584						Praf.g_01758																																		
OG0004585						Praf.g_01759																																		
OG0004586						Praf.g_01762																																		
OG0004587						Praf.g_01811																																		
OG0004588						Praf.g_01813																																		
OG0004589						Praf.g_01814																																		
OG0004590						Praf.g_01815																																		
OG0004591						Praf.g_01829																																		
OG0004592						Praf.g_01856																																		
OG0004593						Praf.g_01857																																		
OG0004594						Praf.g_01862																																		
OG0004595						Praf.g_01863																																		
OG0004596						Praf.g_01866																																		
OG0004597						Praf.g_01868																																		
OG0004598						Praf.g_01874																																		
OG0004599						Praf.g_01875																																		
OG0004600						Praf.g_01878																																		
OG0004601						Praf.g_01887																																		
OG0004602						Praf.g_01902																																		
OG0004603						Praf.g_01906																																		
OG0004604						Praf.g_01916																																		
OG0004605						Praf.g_01917																																		
OG0004606						Praf.g_01918																																		
OG0004607						Praf.g_01919																																		
OG0004608						Praf.g_01920																																		
OG0004609						Praf.g_01921																																		
OG0004610						Praf.g_01923																																		
OG0004611						Praf.g_01924																																		
OG0004612						Praf.g_01926																																		
OG0004613						Praf.g_01932																																		
OG0004614						Praf.g_01940																																		
OG0004615						Praf.g_01955																																		
OG0004616						Praf.g_01965																																		
OG0004617						Praf.g_01966																																		
OG0004618						Praf.g_01975																																		
OG0004619						Praf.g_01992																																		
OG0004620						Praf.g_02008																																		
OG0004621						Praf.g_02059																																		
OG0004622						Praf.g_02061																																		
OG0004623						Praf.g_02088																																		
OG0004624						Praf.g_02098																																		
OG0004625						Praf.g_02114																																		
OG0004626						Praf.g_02115																																		
OG0004627						Praf.g_02166																																		
OG0004628						Praf.g_02167																																		
OG0004629						Praf.g_02223																																		
OG0004630						Praf.g_02228																																		
OG0004631						Praf.g_02239																																		
OG0004632						Praf.g_02256																																		
OG0004633						Praf.g_02337																																		
OG0004634						Praf.g_02359																																		
OG0004635						Praf.g_02360																																		
OG0004636						Praf.g_02381																																		
OG0004637						Praf.g_02428																																		
OG0004638						Praf.g_02461																																		
OG0004639						Praf.g_02465																																		
OG0004640						Praf.g_02487																																		
OG0004641						Praf.g_02518																																		
OG0004642						Praf.g_02576																																		
OG0004643						Praf.g_02577																																		
OG0004644						Praf.g_02579																																		
OG0004645						Praf.g_02580																																		
OG0004646						Praf.g_02585																																		
OG0004647						Praf.g_02592																																		
OG0004648						Praf.g_02593																																		
OG0004649						Praf.g_02598																																		
OG0004650						Praf.g_02599																																		
OG0004651						Praf.g_02604																																		
OG0004652						Praf.g_02624																																		
OG0004653						Praf.g_02625																																		
OG0004654						Praf.g_02626																																		
OG0004655						Praf.g_02649																																		
OG0004656						Praf.g_02697																																		
OG0004657						Praf.g_02704																																		
OG0004658						Praf.g_02709																																		
OG0004659						Praf.g_02710																																		
OG0004660						Praf.g_02712																																		
OG0004661						Praf.g_02713																																		
OG0004662						Praf.g_02714																																		
OG0004663						Praf.g_02760																																		
OG0004664							Prag.g_00729																																	
OG0004665							Prag.g_01306																																	
OG0004666							Prag.g_01627																																	
OG0004667								Prah.g_00001																																
OG0004668								Prah.g_00069																																
OG0004669								Prah.g_00097																																
OG0004670								Prah.g_00106																																
OG0004671								Prah.g_00110																																
OG0004672								Prah.g_00117																																
OG0004673								Prah.g_00123																																
OG0004674								Prah.g_00124																																
OG0004675								Prah.g_00147																																
OG0004676								Prah.g_00177																																
OG0004677								Prah.g_00178																																
OG0004678								Prah.g_00179																																
OG0004679								Prah.g_00210																																
OG0004680								Prah.g_00244																																
OG0004681								Prah.g_00262																																
OG0004682								Prah.g_00276																																
OG0004683								Prah.g_00284																																
OG0004684								Prah.g_00293																																
OG0004685								Prah.g_00316																																
OG0004686								Prah.g_00328																																
OG0004687								Prah.g_00330																																
OG0004688								Prah.g_00335																																
OG0004689								Prah.g_00337																																
OG0004690								Prah.g_00338																																
OG0004691								Prah.g_00347																																
OG0004692								Prah.g_00348																																
OG0004693								Prah.g_00349																																
OG0004694								Prah.g_00375																																
OG0004695								Prah.g_00377																																
OG0004696								Prah.g_00392																																
OG0004697								Prah.g_00430																																
OG0004698								Prah.g_00437																																
OG0004699								Prah.g_00471																																
OG0004700								Prah.g_00480																																
OG0004701								Prah.g_00481																																
OG0004702								Prah.g_00489																																
OG0004703								Prah.g_00508																																
OG0004704								Prah.g_00544																																
OG0004705								Prah.g_00547																																
OG0004706								Prah.g_00550																																
OG0004707								Prah.g_00556																																
OG0004708								Prah.g_00570																																
OG0004709								Prah.g_00577																																
OG0004710								Prah.g_00614																																
OG0004711								Prah.g_00620																																
OG0004712								Prah.g_00622																																
OG0004713								Prah.g_00627																																
OG0004714								Prah.g_00643																																
OG0004715								Prah.g_00693																																
OG0004716								Prah.g_00695																																
OG0004717								Prah.g_00712																																
OG0004718								Prah.g_00720																																
OG0004719								Prah.g_00773																																
OG0004720								Prah.g_00804																																
OG0004721								Prah.g_00819																																
OG0004722								Prah.g_00822																																
OG0004723								Prah.g_00844																																
OG0004724								Prah.g_00894																																
OG0004725								Prah.g_00897																																
OG0004726								Prah.g_00916																																
OG0004727								Prah.g_00924																																
OG0004728								Prah.g_00940																																
OG0004729								Prah.g_00949																																
OG0004730								Prah.g_00950																																
OG0004731								Prah.g_00953																																
OG0004732								Prah.g_00983																																
OG0004733								Prah.g_00990																																
OG0004734								Prah.g_00991																																
OG0004735								Prah.g_00996																																
OG0004736								Prah.g_00997																																
OG0004737								Prah.g_00999																																
OG0004738								Prah.g_01001																																
OG0004739								Prah.g_01006																																
OG0004740								Prah.g_01008																																
OG0004741								Prah.g_01011																																
OG0004742								Prah.g_01026																																
OG0004743								Prah.g_01033																																
OG0004744								Prah.g_01038																																
OG0004745								Prah.g_01052																																
OG0004746								Prah.g_01055																																
OG0004747								Prah.g_01070																																
OG0004748								Prah.g_01071																																
OG0004749								Prah.g_01072																																
OG0004750								Prah.g_01073																																
OG0004751								Prah.g_01077																																
OG0004752								Prah.g_01088																																
OG0004753								Prah.g_01102																																
OG0004754								Prah.g_01104																																
OG0004755								Prah.g_01105																																
OG0004756								Prah.g_01138																																
OG0004757								Prah.g_01139																																
OG0004758								Prah.g_01140																																
OG0004759								Prah.g_01145																																
OG0004760								Prah.g_01147																																
OG0004761								Prah.g_01151																																
OG0004762								Prah.g_01160																																
OG0004763								Prah.g_01167																																
OG0004764								Prah.g_01168																																
OG0004765								Prah.g_01189																																
OG0004766								Prah.g_01193																																
OG0004767								Prah.g_01196																																
OG0004768								Prah.g_01222																																
OG0004769								Prah.g_01223																																
OG0004770								Prah.g_01227																																
OG0004771								Prah.g_01228																																
OG0004772								Prah.g_01235																																
OG0004773								Prah.g_01271																																
OG0004774								Prah.g_01311																																
OG0004775								Prah.g_01332																																
OG0004776								Prah.g_01382																																
OG0004777								Prah.g_01422																																
OG0004778								Prah.g_01455																																
OG0004779								Prah.g_01471																																
OG0004780								Prah.g_01486																																
OG0004781								Prah.g_01488																																
OG0004782								Prah.g_01494																																
OG0004783								Prah.g_01570																																
OG0004784								Prah.g_01596																																
OG0004785								Prah.g_01597																																
OG0004786								Prah.g_01612																																
OG0004787								Prah.g_01659																																
OG0004788								Prah.g_01662																																
OG0004789								Prah.g_01683																																
OG0004790								Prah.g_01706																																
OG0004791								Prah.g_01712																																
OG0004792								Prah.g_01746																																
OG0004793								Prah.g_01777																																
OG0004794								Prah.g_01790																																
OG0004795								Prah.g_01797																																
OG0004796								Prah.g_01798																																
OG0004797								Prah.g_01799																																
OG0004798								Prah.g_01800																																
OG0004799								Prah.g_01801																																
OG0004800								Prah.g_01805																																
OG0004801								Prah.g_01809																																
OG0004802								Prah.g_01810																																
OG0004803								Prah.g_01811																																
OG0004804								Prah.g_01814																																
OG0004805								Prah.g_01820																																
OG0004806								Prah.g_01821																																
OG0004807								Prah.g_01822																																
OG0004808								Prah.g_01827																																
OG0004809								Prah.g_01832																																
OG0004810								Prah.g_01836																																
OG0004811								Prah.g_01852																																
OG0004812								Prah.g_01854																																
OG0004813								Prah.g_01855																																
OG0004814								Prah.g_01857																																
OG0004815								Prah.g_01926																																
OG0004816								Prah.g_01927																																
OG0004817								Prah.g_01933																																
OG0004818								Prah.g_01959																																
OG0004819								Prah.g_02094																																
OG0004820								Prah.g_02095																																
OG0004821								Prah.g_02162																																
OG0004822								Prah.g_02163																																
OG0004823								Prah.g_02164																																
OG0004824								Prah.g_02188																																
OG0004825								Prah.g_02194																																
OG0004826								Prah.g_02198																																
OG0004827								Prah.g_02205																																
OG0004828								Prah.g_02211																																
OG0004829								Prah.g_02212																																
OG0004830								Prah.g_02229																																
OG0004831								Prah.g_02250																																
OG0004832								Prah.g_02273																																
OG0004833								Prah.g_02274																																
OG0004834								Prah.g_02332																																
OG0004835								Prah.g_02348																																
OG0004836								Prah.g_02349																																
OG0004837								Prah.g_02376																																
OG0004838								Prah.g_02381																																
OG0004839								Prah.g_02384																																
OG0004840								Prah.g_02387																																
OG0004841								Prah.g_02424																																
OG0004842								Prah.g_02441																																
OG0004843								Prah.g_02450																																
OG0004844								Prah.g_02456																																
OG0004845								Prah.g_02467																																
OG0004846								Prah.g_02468																																
OG0004847								Prah.g_02469																																
OG0004848								Prah.g_02509																																
OG0004849								Prah.g_02522																																
OG0004850								Prah.g_02529																																
OG0004851								Prah.g_02567																																
OG0004852								Prah.g_02585																																
OG0004853									Prai.g_00039																															
OG0004854									Prai.g_00146																															
OG0004855									Prai.g_00151																															
OG0004856									Prai.g_00153																															
OG0004857									Prai.g_00253																															
OG0004858									Prai.g_00350																															
OG0004859									Prai.g_00391																															
OG0004860									Prai.g_00415																															
OG0004861									Prai.g_00445																															
OG0004862									Prai.g_00450																															
OG0004863									Prai.g_00451																															
OG0004864									Prai.g_00743																															
OG0004865									Prai.g_00772																															
OG0004866									Prai.g_00865																															
OG0004867									Prai.g_00902																															
OG0004868									Prai.g_00911																															
OG0004869									Prai.g_01120																															
OG0004870									Prai.g_01195																															
OG0004871									Prai.g_01250																															
OG0004872									Prai.g_01279																															
OG0004873									Prai.g_01291																															
OG0004874									Prai.g_01294																															
OG0004875									Prai.g_01300																															
OG0004876									Prai.g_01301																															
OG0004877									Prai.g_01316																															
OG0004878									Prai.g_01318																															
OG0004879									Prai.g_01320																															
OG0004880									Prai.g_01329																															
OG0004881									Prai.g_01400																															
OG0004882									Prai.g_01412																															
OG0004883									Prai.g_01415																															
OG0004884									Prai.g_01416																															
OG0004885									Prai.g_01417																															
OG0004886									Prai.g_01418																															
OG0004887									Prai.g_01419																															
OG0004888									Prai.g_01420																															
OG0004889									Prai.g_01438																															
OG0004890									Prai.g_01439																															
OG0004891									Prai.g_01441																															
OG0004892									Prai.g_01442																															
OG0004893									Prai.g_01506																															
OG0004894									Prai.g_01567																															
OG0004895									Prai.g_01570																															
OG0004896									Prai.g_01590																															
OG0004897									Prai.g_01611																															
OG0004898									Prai.g_01622																															
OG0004899									Prai.g_01625																															
OG0004900									Prai.g_01628																															
OG0004901									Prai.g_01730																															
OG0004902									Prai.g_01745																															
OG0004903										Praj.g_00038																														
OG0004904										Praj.g_00057																														
OG0004905										Praj.g_00067																														
OG0004906										Praj.g_00730																														
OG0004907										Praj.g_00823																														
OG0004908										Praj.g_00962																														
OG0004909										Praj.g_01036																														
OG0004910										Praj.g_01067																														
OG0004911										Praj.g_01071																														
OG0004912										Praj.g_01278																														
OG0004913										Praj.g_01332																														
OG0004914										Praj.g_01371																														
OG0004915										Praj.g_01602																														
OG0004916										Praj.g_01605																														
OG0004917										Praj.g_01606																														
OG0004918										Praj.g_01610																														
OG0004919										Praj.g_01751																														
OG0004920										Praj.g_01860																														
OG0004921										Praj.g_01899																														
OG0004922										Praj.g_01903																														
OG0004923										Praj.g_01904																														
OG0004924										Praj.g_01905																														
OG0004925										Praj.g_01907																														
OG0004926										Praj.g_02029																														
OG0004927										Praj.g_02041																														
OG0004928										Praj.g_02049																														
OG0004929										Praj.g_02051																														
OG0004930										Praj.g_02054																														
OG0004931										Praj.g_02055																														
OG0004932										Praj.g_02131																														
OG0004933												Pral.g_00004																												
OG0004934												Pral.g_00005																												
OG0004935												Pral.g_00008																												
OG0004936												Pral.g_00009																												
OG0004937												Pral.g_00010																												
OG0004938												Pral.g_00012																												
OG0004939												Pral.g_00022																												
OG0004940												Pral.g_00032																												
OG0004941												Pral.g_00061																												
OG0004942												Pral.g_00088																												
OG0004943												Pral.g_00091																												
OG0004944												Pral.g_00093																												
OG0004945												Pral.g_00186																												
OG0004946												Pral.g_00231																												
OG0004947												Pral.g_00436																												
OG0004948												Pral.g_00446																												
OG0004949												Pral.g_00449																												
OG0004950												Pral.g_00592																												
OG0004951												Pral.g_00604																												
OG0004952												Pral.g_00629																												
OG0004953												Pral.g_00636																												
OG0004954												Pral.g_00668																												
OG0004955												Pral.g_00813																												
OG0004956												Pral.g_00901																												
OG0004957												Pral.g_01015																												
OG0004958												Pral.g_01042																												
OG0004959												Pral.g_01118																												
OG0004960												Pral.g_01170																												
OG0004961												Pral.g_01228																												
OG0004962												Pral.g_01231																												
OG0004963												Pral.g_01232																												
OG0004964												Pral.g_01233																												
OG0004965												Pral.g_01234																												
OG0004966												Pral.g_01247																												
OG0004967												Pral.g_01256																												
OG0004968												Pral.g_01257																												
OG0004969												Pral.g_01258																												
OG0004970												Pral.g_01259																												
OG0004971												Pral.g_01262																												
OG0004972												Pral.g_01265																												
OG0004973												Pral.g_01334																												
OG0004974												Pral.g_01335																												
OG0004975												Pral.g_01336																												
OG0004976												Pral.g_01418																												
OG0004977												Pral.g_01551																												
OG0004978												Pral.g_01669																												
OG0004979												Pral.g_01692																												
OG0004980												Pral.g_01696																												
OG0004981												Pral.g_01697																												
OG0004982												Pral.g_01699																												
OG0004983												Pral.g_01826																												
OG0004984												Pral.g_01830																												
OG0004985												Pral.g_01849																												
OG0004986												Pral.g_01856																												
OG0004987												Pral.g_01860																												
OG0004988												Pral.g_01870																												
OG0004989												Pral.g_01871																												
OG0004990												Pral.g_01874																												
OG0004991												Pral.g_01875																												
OG0004992												Pral.g_01876																												
OG0004993												Pral.g_01877																												
OG0004994												Pral.g_01878																												
OG0004995												Pral.g_01879																												
OG0004996												Pral.g_01896																												
OG0004997												Pral.g_01897																												
OG0004998												Pral.g_01904																												
OG0004999												Pral.g_01905																												
OG0005000													Pram.g_00869																											
OG0005001													Pram.g_01190																											
OG0005002													Pram.g_01336																											
OG0005003													Pram.g_01485																											
OG0005004														Pran.g_00284																										
OG0005005														Pran.g_01043																										
OG0005006														Pran.g_01068																										
OG0005007															Prao.g_00011																									
OG0005008															Prao.g_00146																									
OG0005009															Prao.g_00147																									
OG0005010															Prao.g_00150																									
OG0005011															Prao.g_00643																									
OG0005012															Prao.g_00644																									
OG0005013															Prao.g_00645																									
OG0005014															Prao.g_00646																									
OG0005015															Prao.g_00672																									
OG0005016															Prao.g_00827																									
OG0005017															Prao.g_00982																									
OG0005018															Prao.g_00983																									
OG0005019															Prao.g_01003																									
OG0005020															Prao.g_01192																									
OG0005021															Prao.g_01193																									
OG0005022															Prao.g_01194																									
OG0005023															Prao.g_01195																									
OG0005024															Prao.g_01197																									
OG0005025															Prao.g_01207																									
OG0005026															Prao.g_01335																									
OG0005027															Prao.g_01353																									
OG0005028															Prao.g_01359																									
OG0005029															Prao.g_01369																									
OG0005030															Prao.g_01375																									
OG0005031															Prao.g_01725																									
OG0005032															Prao.g_01851																									
OG0005033																Prap.g_01875																								
OG0005034																	Praq.g_00176																							
OG0005035																	Praq.g_00177																							
OG0005036																	Praq.g_00439																							
OG0005037																	Praq.g_01192																							
OG0005038																	Praq.g_01398																							
OG0005039																	Praq.g_01720																							
OG0005040																		Prar.g_00843																						
OG0005041																		Prar.g_01078																						
OG0005042																		Prar.g_01079																						
OG0005043																		Prar.g_01081																						
OG0005044																		Prar.g_01082																						
OG0005045																		Prar.g_01083																						
OG0005046																		Prar.g_01084																						
OG0005047																		Prar.g_01153																						
OG0005048																			Pras.g_00123																					
OG0005049																			Pras.g_00124																					
OG0005050																			Pras.g_00192																					
OG0005051																			Pras.g_00193																					
OG0005052																			Pras.g_00195																					
OG0005053																			Pras.g_00196																					
OG0005054																			Pras.g_00202																					
OG0005055																			Pras.g_00215																					
OG0005056																			Pras.g_00281																					
OG0005057																			Pras.g_00282																					
OG0005058																			Pras.g_00290																					
OG0005059																			Pras.g_00295																					
OG0005060																			Pras.g_00297																					
OG0005061																			Pras.g_00301																					
OG0005062																			Pras.g_00303																					
OG0005063																			Pras.g_00309																					
OG0005064																			Pras.g_00312																					
OG0005065																			Pras.g_00318																					
OG0005066																			Pras.g_00321																					
OG0005067																			Pras.g_00324																					
OG0005068																			Pras.g_00328																					
OG0005069																			Pras.g_00397																					
OG0005070																			Pras.g_00403																					
OG0005071																			Pras.g_00404																					
OG0005072																			Pras.g_00492																					
OG0005073																			Pras.g_00642																					
OG0005074																			Pras.g_00643																					
OG0005075																			Pras.g_00760																					
OG0005076																			Pras.g_00811																					
OG0005077																			Pras.g_01154																					
OG0005078																			Pras.g_01268																					
OG0005079																			Pras.g_01271																					
OG0005080																			Pras.g_01292																					
OG0005081																			Pras.g_01294																					
OG0005082																			Pras.g_01298																					
OG0005083																			Pras.g_01300																					
OG0005084																			Pras.g_01301																					
OG0005085																			Pras.g_01302																					
OG0005086																			Pras.g_01305																					
OG0005087																			Pras.g_01458																					
OG0005088																			Pras.g_01584																					
OG0005089																			Pras.g_01585																					
OG0005090																			Pras.g_01586																					
OG0005091																			Pras.g_01595																					
OG0005092																			Pras.g_01599																					
OG0005093																			Pras.g_01603																					
OG0005094																			Pras.g_01640																					
OG0005095																			Pras.g_01641																					
OG0005096																			Pras.g_01879																					
OG0005097																			Pras.g_01941																					
OG0005098																				Prat.g_00039																				
OG0005099																				Prat.g_00040																				
OG0005100																				Prat.g_00119																				
OG0005101																				Prat.g_00384																				
OG0005102																				Prat.g_00386																				
OG0005103																				Prat.g_00393																				
OG0005104																				Prat.g_00452																				
OG0005105																				Prat.g_00603																				
OG0005106																				Prat.g_00604																				
OG0005107																				Prat.g_00605																				
OG0005108																				Prat.g_00606																				
OG0005109																				Prat.g_00607																				
OG0005110																				Prat.g_00609																				
OG0005111																				Prat.g_00610																				
OG0005112																				Prat.g_00611																				
OG0005113																				Prat.g_00612																				
OG0005114																				Prat.g_00616																				
OG0005115																				Prat.g_00627																				
OG0005116																				Prat.g_00644																				
OG0005117																				Prat.g_00665																				
OG0005118																				Prat.g_00678																				
OG0005119																				Prat.g_00680																				
OG0005120																				Prat.g_00684																				
OG0005121																				Prat.g_00688																				
OG0005122																				Prat.g_00714																				
OG0005123																				Prat.g_00727																				
OG0005124																				Prat.g_00822																				
OG0005125																				Prat.g_00829																				
OG0005126																				Prat.g_00835																				
