Orthogroup	Syab	Syar
OG0000052	Syab.g_00214	Syar.g_02742, Syar.g_02751, Syar.g_00281
OG0000053	Syab.g_00746	Syar.g_01413
OG0000054	Syab.g_01932	Syar.g_02265
OG0000056	Syab.g_01452	Syar.g_01662
OG0000057	Syab.g_01200	Syar.g_01941
OG0000058	Syab.g_00227	Syar.g_00648
OG0000059	Syab.g_00397	Syar.g_01024
OG0000060	Syab.g_00662, Syab.g_02094, Syab.g_01222	Syar.g_01260
OG0000061	Syab.g_00969	Syar.g_01539
OG0000062	Syab.g_02234	Syar.g_02911
OG0000063	Syab.g_00040	Syar.g_00509
OG0000064	Syab.g_01783	Syar.g_03117
OG0000064	Syab.g_00997	Syar.g_00860
OG0000065	Syab.g_02500	Syar.g_03119
OG0000066	Syab.g_01516	Syar.g_03187
OG0000066	Syab.g_02031	Syar.g_02228
OG0000068	Syab.g_02087	Syar.g_02329, Syar.g_01461
OG0000070	Syab.g_00614	Syar.g_02223
OG0000072	Syab.g_02593	Syar.g_00107
OG0000073	Syab.g_02119	Syar.g_01493
OG0000075	Syab.g_00202	Syar.g_03065, Syar.g_00659
OG0000076	Syab.g_00113	Syar.g_00608
OG0000077	Syab.g_02446	Syar.g_03051
OG0000078	Syab.g_02366	Syar.g_03265, Syar.g_03018
OG0000079	Syab.g_00340	Syar.g_00166
OG0000080	Syab.g_00140	Syar.g_00585
OG0000081	Syab.g_01793	Syar.g_01898
OG0000082	Syab.g_01971	Syar.g_02202
OG0000085	Syab.g_02243	Syar.g_02919
OG0000086	Syab.g_02468	Syar.g_03085
OG0000087	Syab.g_02551	Syar.g_03192, Syar.g_00068
OG0000088	Syab.g_02586	Syar.g_00101
OG0000089	Syab.g_00551	Syar.g_01162
OG0000090	Syab.g_02041	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Syab.g_01866	Syar.g_01891, Syar.g_02426
OG0000092	Syab.g_01242, Syab.g_00690	Syar.g_01960
OG0000093	Syab.g_01090	Syar.g_00819
OG0000093	Syab.g_01582	Syar.g_02623
OG0000094	Syab.g_01306	Syar.g_01789
OG0000095	Syab.g_01210	Syar.g_01932
OG0000097	Syab.g_01051	Syar.g_01706
OG0000099	Syab.g_00230	Syar.g_00715
OG0000100	Syab.g_01694	Syar.g_02477
OG0000101	Syab.g_00446	Syar.g_03154
OG0000102	Syab.g_00104	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Syab.g_02895	Syar.g_00014
OG0000103	Syab.g_01296	Syar.g_00452
OG0000104	Syab.g_02910	Syar.g_00466
OG0000105	Syab.g_00303	Syar.g_00218
OG0000106	Syab.g_01817	Syar.g_01748
OG0000107	Syab.g_00367	Syar.g_00149
OG0000108	Syab.g_02096	Syar.g_01469
OG0000109	Syab.g_02112	Syar.g_03310, Syar.g_01485
OG0000110	Syab.g_01984	Syar.g_02295
OG0000111	Syab.g_01201	Syar.g_01940, Syar.g_00005
OG0000112	Syab.g_01392	Syar.g_03195, Syar.g_02548
OG0000113	Syab.g_01689	Syar.g_02664
OG0000115	Syab.g_00748	Syar.g_02854, Syar.g_01415
OG0000116	Syab.g_00945	Syar.g_01525, Syar.g_02255
OG0000117	Syab.g_01018	Syar.g_01969
OG0000118	Syab.g_00897	Syar.g_02793
OG0000120	Syab.g_00229	Syar.g_00713
OG0000121	Syab.g_00772	Syar.g_02806
OG0000123	Syab.g_00454	Syar.g_01079
OG0000124	Syab.g_00088	Syar.g_00586
OG0000125	Syab.g_02763	Syar.g_00338
OG0000126	Syab.g_02908	Syar.g_00887, Syar.g_00888
OG0000128	Syab.g_00012	Syar.g_00482
OG0000129	Syab.g_02749	Syar.g_00324
OG0000130	Syab.g_02434	Syar.g_03040
OG0000131	Syab.g_02564	Syar.g_00078
OG0000132	Syab.g_02584	Syar.g_00099
OG0000133	Syab.g_01387	Syar.g_02543
OG0000134	Syab.g_00554	Syar.g_02009, Syar.g_01165
OG0000135	Syab.g_02815	Syar.g_00698
OG0000136	Syab.g_00588	Syar.g_02874
OG0000137	Syab.g_00697	Syar.g_01273
OG0000138	Syab.g_02113	Syar.g_01486
OG0000139	Syab.g_02035	Syar.g_03245, Syar.g_02348
OG0000140	Syab.g_02033	Syar.g_02344, Syar.g_03246
OG0000141	Syab.g_01931	Syar.g_02129
OG0000142	Syab.g_01873	Syar.g_02418
OG0000143	Syab.g_01870	Syar.g_02422
OG0000144	Syab.g_01757	Syar.g_02441
OG0000145	Syab.g_02120	Syar.g_01494, Syar.g_03205
OG0000146	Syab.g_01393	Syar.g_02549
OG0000147	Syab.g_01394	Syar.g_02550
OG0000148	Syab.g_01682, Syab.g_01683	Syar.g_02658
OG0000149	Syab.g_01720	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Syab.g_01930	Syar.g_02130
OG0000151	Syab.g_01612	Syar.g_02038
OG0000152	Syab.g_01383	Syar.g_02539
OG0000153	Syab.g_01343	Syar.g_03283, Syar.g_02503
OG0000154	Syab.g_01317	Syar.g_01800
OG0000155	Syab.g_01009	Syar.g_01959
OG0000156	Syab.g_00933	Syar.g_01517
OG0000157	Syab.g_00932	Syar.g_01516
OG0000158	Syab.g_00161	Syar.g_00650
OG0000159	Syab.g_00148	Syar.g_02359, Syar.g_02762
OG0000160	Syab.g_00774	Syar.g_02807
OG0000161	Syab.g_00766	Syar.g_02801
OG0000162	Syab.g_00755	Syar.g_02863
OG0000163	Syab.g_02173	Syar.g_01186
OG0000164	Syab.g_02307	Syar.g_03168, Syar.g_02969
OG0000165	Syab.g_02316	Syar.g_02976
OG0000166	Syab.g_00407	Syar.g_01034
OG0000167	Syab.g_00205	Syar.g_00662
OG0000168	Syab.g_00136	Syar.g_00246
OG0000169	Syab.g_00125	Syar.g_00262
OG0000170	Syab.g_00118	Syar.g_00613
OG0000171	Syab.g_00089	Syar.g_00587
OG0000172	Syab.g_00080	Syar.g_00547
OG0000173	Syab.g_00061	Syar.g_00528
OG0000174	Syab.g_02819	Syar.g_00701
OG0000175	Syab.g_02876	Syar.g_00438
OG0000176	Syab.g_00004	Syar.g_00474
OG0000177	Syab.g_00005	Syar.g_00475
OG0000178	Syab.g_00006	Syar.g_00476
OG0000179	Syab.g_00022	Syar.g_00489
OG0000180	Syab.g_00023	Syar.g_00490
OG0000181	Syab.g_00024	Syar.g_00491
OG0000182	Syab.g_00025	Syar.g_00492
OG0000183	Syab.g_00029	Syar.g_00496
OG0000184	Syab.g_02738	Syar.g_00897
OG0000185	Syab.g_02715	Syar.g_00909
OG0000186	Syab.g_02430	Syar.g_03036
OG0000187	Syab.g_02431	Syar.g_03038
OG0000188	Syab.g_02454	Syar.g_03058
OG0000189	Syab.g_02487	Syar.g_03104
OG0000190	Syab.g_00190, Syab.g_00139	Syar.g_03107, Syar.g_02374
OG0000191	Syab.g_02522	Syar.g_00039
OG0000192	Syab.g_02528	Syar.g_00046
OG0000193	Syab.g_02565	Syar.g_00079
OG0000194	Syab.g_02568	Syar.g_00082
OG0000195	Syab.g_02570	Syar.g_00023
OG0000196	Syab.g_02581	Syar.g_00096
OG0000197	Syab.g_02582	Syar.g_00097
OG0000198	Syab.g_02583	Syar.g_00098
OG0000199	Syab.g_02591	Syar.g_00106
OG0000200	Syab.g_02611	Syar.g_00124
OG0000202	Syab.g_02629	Syar.g_00998, Syar.g_00021
OG0000203	Syab.g_02630	Syar.g_00020, Syar.g_00997
OG0000204	Syab.g_02631	Syar.g_00996
OG0000205	Syab.g_02638	Syar.g_00988
OG0000206	Syab.g_02674	Syar.g_00963
OG0000207	Syab.g_02677	Syar.g_00957
OG0000208	Syab.g_02678	Syar.g_00956
OG0000209	Syab.g_02698	Syar.g_03261
OG0000210	Syab.g_02699	Syar.g_00935, Syar.g_03260
OG0000211	Syab.g_02374	Syar.g_03026
OG0000212	Syab.g_02365	Syar.g_03017
OG0000213	Syab.g_00332	Syar.g_00187
OG0000214	Syab.g_00312	Syar.g_00209
OG0000215	Syab.g_00281	Syar.g_00239
OG0000216	Syab.g_00277	Syar.g_00244
OG0000217	Syab.g_00273	Syar.g_00854
OG0000218	Syab.g_00271	Syar.g_00852
OG0000219	Syab.g_00270	Syar.g_00851
OG0000220	Syab.g_00269	Syar.g_00850, Syar.g_02026
OG0000221	Syab.g_00257	Syar.g_00834
OG0000222	Syab.g_00244	Syar.g_02119, Syar.g_00728
OG0000223	Syab.g_00226	Syar.g_00649
OG0000224	Syab.g_00223	Syar.g_00273
OG0000225	Syab.g_00538	Syar.g_01142
OG0000226	Syab.g_00542	Syar.g_01146
OG0000227	Syab.g_00544	Syar.g_01148
OG0000228	Syab.g_00550	Syar.g_01161
OG0000229	Syab.g_00583	Syar.g_01177, Syar.g_03273
OG0000230	Syab.g_00585	Syar.g_01179
OG0000231	Syab.g_00613	Syar.g_02865, Syar.g_03151
OG0000232	Syab.g_00631	Syar.g_01424
OG0000233	Syab.g_00645	Syar.g_01247
OG0000234	Syab.g_00699	Syar.g_01275
OG0000235	Syab.g_02095	Syar.g_01468
OG0000236	Syab.g_02111	Syar.g_03311, Syar.g_01484
OG0000237	Syab.g_02129	Syar.g_01503
OG0000238	Syab.g_02134	Syar.g_01508
OG0000239	Syab.g_02151	Syar.g_03277, Syar.g_02687
OG0000240	Syab.g_02152	Syar.g_03278, Syar.g_02686
OG0000241	Syab.g_01884	Syar.g_02410
OG0000242	Syab.g_02043	Syar.g_01926
OG0000243	Syab.g_02025	Syar.g_02335
OG0000244	Syab.g_02017	Syar.g_02327
OG0000245	Syab.g_02015	Syar.g_02325, Syar.g_03238
OG0000246	Syab.g_02011	Syar.g_02321
OG0000247	Syab.g_01999	Syar.g_02310
OG0000248	Syab.g_01996	Syar.g_02307, Syar.g_03293
OG0000249	Syab.g_01994	Syar.g_02305
OG0000250	Syab.g_01988	Syar.g_02299
OG0000251	Syab.g_01961	Syar.g_02194
OG0000252	Syab.g_01958	Syar.g_03263
OG0000253	Syab.g_01956	Syar.g_02028, Syar.g_03229
OG0000254	Syab.g_01925	Syar.g_02169
OG0000255	Syab.g_01912	Syar.g_00011
OG0000256	Syab.g_01890	Syar.g_02244
OG0000257	Syab.g_01885	Syar.g_02407, Syar.g_01762
OG0000258	Syab.g_01861	Syar.g_02427, Syar.g_00010
OG0000259	Syab.g_01538	Syar.g_02472
OG0000260	Syab.g_01544	Syar.g_03220, Syar.g_02475
OG0000261	Syab.g_01556	Syar.g_01916
OG0000262	Syab.g_01561	Syar.g_01690
OG0000263	Syab.g_01035	Syar.g_01991
OG0000264	Syab.g_01173	Syar.g_02135
OG0000266	Syab.g_01667	Syar.g_01570
OG0000267	Syab.g_01433	Syar.g_01873
OG0000268	Syab.g_01432	Syar.g_02589
OG0000269	Syab.g_01650	Syar.g_02634
OG0000270	Syab.g_01657	Syar.g_00744, Syar.g_02637
OG0000271	Syab.g_01279	Syar.g_02645
OG0000272	Syab.g_01280	Syar.g_02646
OG0000273	Syab.g_01699	Syar.g_02481
OG0000274	Syab.g_01700	Syar.g_00009, Syar.g_02482
OG0000275	Syab.g_01704	Syar.g_01810
OG0000276	Syab.g_01712	Syar.g_01817
OG0000277	Syab.g_01713	Syar.g_01818, Syar.g_03242
OG0000278	Syab.g_01716	Syar.g_01821, Syar.g_03174
OG0000279	Syab.g_01724	Syar.g_01838
OG0000280	Syab.g_01736	Syar.g_02067, Syar.g_00734
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syar.g_02218
OG0000282	Syab.g_01631	Syar.g_01614, Syar.g_03255
OG0000283	Syab.g_01418	Syar.g_02574
OG0000284	Syab.g_01413	Syar.g_03258, Syar.g_02568
OG0000285	Syab.g_01402	Syar.g_02560
OG0000286	Syab.g_01384	Syar.g_02540
OG0000287	Syab.g_01350	Syar.g_02512
OG0000288	Syab.g_01318	Syar.g_01801
OG0000289	Syab.g_01303	Syar.g_01786
OG0000290	Syab.g_01213	Syar.g_01928
OG0000291	Syab.g_01211	Syar.g_01930
OG0000292	Syab.g_02907	Syar.g_00463
OG0000293	Syab.g_00946	Syar.g_03297, Syar.g_01526
OG0000294	Syab.g_00947	Syar.g_01527, Syar.g_03296
OG0000295	Syab.g_01001	Syar.g_01951, Syar.g_03208
OG0000296	Syab.g_01003	Syar.g_01953
OG0000297	Syab.g_01016	Syar.g_01967, Syar.g_03216
OG0000298	Syab.g_01017	Syar.g_01968, Syar.g_03215
OG0000299	Syab.g_01047	Syar.g_01704
OG0000300	Syab.g_01054	Syar.g_01711
OG0000301	Syab.g_01055	Syar.g_01712
OG0000302	Syab.g_01056	Syar.g_01713
OG0000303	Syab.g_01149	Syar.g_01723
OG0000304	Syab.g_01143	Syar.g_01728
OG0000305	Syab.g_01208	Syar.g_01933, Syar.g_03163
OG0000306	Syab.g_01819	Syar.g_01884
OG0000307	Syab.g_02078	Syar.g_01452, Syar.g_03153
OG0000308	Syab.g_02076	Syar.g_01450
OG0000309	Syab.g_02071	Syar.g_01239
OG0000310	Syab.g_00817	Syar.g_02826
OG0000311	Syab.g_00811	Syar.g_02823
OG0000312	Syab.g_00793	Syar.g_00015, Syar.g_02818
OG0000313	Syab.g_00769	Syar.g_02804
OG0000314	Syab.g_00736	Syar.g_01403
OG0000315	Syab.g_00726	Syar.g_01393
OG0000316	Syab.g_02189	Syar.g_02885
OG0000317	Syab.g_02251	Syar.g_02926
OG0000318	Syab.g_02257	Syar.g_02930
OG0000319	Syab.g_02291	Syar.g_02954
OG0000320	Syab.g_02293	Syar.g_02956
OG0000321	Syab.g_02294	Syar.g_02957
OG0000322	Syab.g_02295	Syar.g_02958
OG0000323	Syab.g_02310	Syar.g_02973
OG0000324	Syab.g_02341	Syar.g_00350, Syar.g_03001
OG0000325	Syab.g_00368	Syar.g_03291, Syar.g_00148
OG0000326	Syab.g_00375	Syar.g_00139, Syar.g_03134
OG0000327	Syab.g_00402	Syar.g_01029
OG0000328	Syab.g_00403	Syar.g_01030
OG0000329	Syab.g_00420	Syar.g_03189, Syar.g_01048
OG0000330	Syab.g_00421	Syar.g_03190, Syar.g_01049
OG0000331	Syab.g_00422	Syar.g_01050, Syar.g_03191
OG0000332	Syab.g_00437	Syar.g_01064, Syar.g_03299
OG0000333	Syab.g_00440	Syar.g_01067
OG0000334	Syab.g_00450	Syar.g_01076
OG0000335	Syab.g_00455	Syar.g_01080
OG0000336	Syab.g_00459	Syar.g_01084
OG0000337	Syab.g_00210	Syar.g_00285
OG0000338	Syab.g_00207	Syar.g_03225, Syar.g_00287
OG0000339	Syab.g_00201	Syar.g_00658
OG0000340	Syab.g_00135	Syar.g_00247
OG0000341	Syab.g_00157, Syab.g_00133	Syar.g_00249
OG0000342	Syab.g_00132	Syar.g_00250
OG0000343	Syab.g_00131	Syar.g_00256
OG0000344	Syab.g_00127	Syar.g_00260
OG0000345	Syab.g_00117	Syar.g_00612
OG0000346	Syab.g_00112	Syar.g_00607
OG0000347	Syab.g_00087	Syar.g_00558
OG0000348	Syab.g_00076	Syar.g_00544
OG0000349	Syab.g_00054	Syar.g_00521
OG0000350	Syab.g_00382	Syar.g_00132
OG0000351	Syab.g_02879	Syar.g_00442
OG0000352	Syab.g_02880	Syar.g_00443
OG0000353	Syab.g_02913	Syar.g_00469
OG0000354	Syab.g_02140	Syar.g_01514
OG0000354	Syab.g_00020	Syar.g_00487
OG0000355	Syab.g_00001	Syar.g_00471
OG0000356	Syab.g_00002	Syar.g_00472
OG0000357	Syab.g_00003	Syar.g_00473
OG0000358	Syab.g_00007	Syar.g_00477
OG0000359	Syab.g_00009	Syar.g_00479
OG0000360	Syab.g_00010	Syar.g_00480
OG0000361	Syab.g_00011	Syar.g_00481
OG0000362	Syab.g_00013	Syar.g_00483
OG0000363	Syab.g_00015	Syar.g_00484
OG0000364	Syab.g_00016	Syar.g_02928
OG0000365	Syab.g_00026	Syar.g_00493
OG0000366	Syab.g_00027	Syar.g_00494
OG0000367	Syab.g_00028	Syar.g_03262, Syar.g_00495
OG0000368	Syab.g_00030	Syar.g_00497
OG0000369	Syab.g_00031	Syar.g_00498
OG0000370	Syab.g_00032	Syar.g_00499
OG0000371	Syab.g_00711, Syab.g_00039	Syar.g_00508
OG0000372	Syab.g_00045	Syar.g_00514
OG0000373	Syab.g_00046	Syar.g_00515
OG0000374	Syab.g_00047	Syar.g_00516
OG0000375	Syab.g_00050	Syar.g_00517
OG0000376	Syab.g_00052	Syar.g_00519
OG0000377	Syab.g_02748	Syar.g_00322
OG0000378	Syab.g_02717	Syar.g_00905
OG0000379	Syab.g_02714	Syar.g_00910
OG0000380	Syab.g_02432	Syar.g_03039
OG0000381	Syab.g_02435	Syar.g_03041
OG0000382	Syab.g_02453	Syar.g_03057
OG0000383	Syab.g_02459	Syar.g_03074
OG0000384	Syab.g_02460	Syar.g_03075
OG0000385	Syab.g_02461	Syar.g_03076
OG0000386	Syab.g_02462	Syar.g_03077
OG0000387	Syab.g_02491	Syar.g_03109
OG0000388	Syab.g_02495	Syar.g_03148, Syar.g_03113
OG0000389	Syab.g_02499	Syar.g_03118
OG0000390	Syab.g_02516	Syar.g_00033
OG0000391	Syab.g_02521	Syar.g_00038
OG0000392	Syab.g_02527	Syar.g_00045
OG0000393	Syab.g_02530	Syar.g_00048
OG0000394	Syab.g_02531	Syar.g_00049
OG0000395	Syab.g_02532	Syar.g_00050
OG0000396	Syab.g_02535	Syar.g_00053
OG0000397	Syab.g_02537	Syar.g_00055
OG0000398	Syab.g_02542	Syar.g_00060
OG0000399	Syab.g_02543	Syar.g_00061
OG0000400	Syab.g_02544	Syar.g_00062
OG0000401	Syab.g_02545	Syar.g_00063
OG0000402	Syab.g_02547	Syar.g_00065
OG0000403	Syab.g_02548	Syar.g_00066
OG0000404	Syab.g_02550	Syar.g_00067
OG0000405	Syab.g_02562	Syar.g_00076
OG0000406	Syab.g_02566	Syar.g_00080
OG0000407	Syab.g_02567	Syar.g_00081
OG0000408	Syab.g_02569	Syar.g_00083
OG0000409	Syab.g_02571	Syar.g_00085
OG0000410	Syab.g_02572	Syar.g_00086
OG0000411	Syab.g_02573	Syar.g_00087
OG0000412	Syab.g_02574	Syar.g_00088
OG0000413	Syab.g_02576	Syar.g_00090
OG0000414	Syab.g_02577	Syar.g_00091, Syar.g_03179
OG0000415	Syab.g_02578	Syar.g_00092
OG0000416	Syab.g_02579	Syar.g_00093
OG0000417	Syab.g_02580	Syar.g_00095
OG0000418	Syab.g_02585	Syar.g_00100
OG0000419	Syab.g_02587	Syar.g_00102
OG0000420	Syab.g_02589	Syar.g_00104
OG0000421	Syab.g_02595	Syar.g_00109
OG0000422	Syab.g_02596	Syar.g_00110
OG0000423	Syab.g_02597	Syar.g_00111
OG0000424	Syab.g_02598	Syar.g_00112
OG0000425	Syab.g_02599	Syar.g_00113
OG0000426	Syab.g_02600	Syar.g_00114
OG0000427	Syab.g_02601	Syar.g_00115
OG0000428	Syab.g_02604	Syar.g_00118
OG0000429	Syab.g_02608	Syar.g_00121
OG0000430	Syab.g_02610	Syar.g_00123
OG0000431	Syab.g_02613	Syar.g_00127
OG0000432	Syab.g_02619	Syar.g_01009
OG0000433	Syab.g_02622	Syar.g_01007
OG0000434	Syab.g_02623	Syar.g_01006
OG0000435	Syab.g_02625	Syar.g_01003
OG0000436	Syab.g_02632	Syar.g_00994
OG0000437	Syab.g_02633	Syar.g_00993
OG0000438	Syab.g_02634	Syar.g_00992
OG0000439	Syab.g_02636	Syar.g_00990
OG0000440	Syab.g_02637	Syar.g_00989
OG0000441	Syab.g_02641	Syar.g_00986
OG0000442	Syab.g_02642	Syar.g_00977
OG0000443	Syab.g_02668	Syar.g_00964
OG0000444	Syab.g_02681	Syar.g_00954
OG0000445	Syab.g_02682	Syar.g_00953
OG0000446	Syab.g_02684	Syar.g_00951
OG0000447	Syab.g_02687	Syar.g_00948
OG0000448	Syab.g_02688	Syar.g_00947
OG0000449	Syab.g_02689	Syar.g_00946
OG0000450	Syab.g_02695	Syar.g_00939
OG0000451	Syab.g_02696	Syar.g_00938
OG0000452	Syab.g_02701	Syar.g_00934
OG0000453	Syab.g_02702	Syar.g_00933
OG0000454	Syab.g_02703	Syar.g_00932
OG0000455	Syab.g_02704	Syar.g_00931
OG0000456	Syab.g_02705	Syar.g_00930
OG0000457	Syab.g_02707	Syar.g_00928
OG0000458	Syab.g_02708	Syar.g_00918
OG0000459	Syab.g_02709	Syar.g_00917
OG0000460	Syab.g_02372	Syar.g_03024
OG0000461	Syab.g_00356	Syar.g_00153
OG0000462	Syab.g_00352	Syar.g_00155
OG0000463	Syab.g_00351	Syar.g_00156
OG0000464	Syab.g_00350	Syar.g_00157
OG0000465	Syab.g_00349	Syar.g_00159
OG0000466	Syab.g_00343	Syar.g_00164
OG0000467	Syab.g_00341	Syar.g_00165
OG0000468	Syab.g_00336	Syar.g_00170
OG0000469	Syab.g_00318	Syar.g_00203
OG0000470	Syab.g_00316	Syar.g_00206
OG0000471	Syab.g_00315	Syar.g_00207
OG0000472	Syab.g_00313	Syar.g_00208
OG0000473	Syab.g_00311	Syar.g_00210
OG0000474	Syab.g_00310	Syar.g_00211
OG0000475	Syab.g_00309	Syar.g_00212
OG0000476	Syab.g_00307	Syar.g_00214
OG0000477	Syab.g_00301	Syar.g_00219
OG0000478	Syab.g_00300	Syar.g_00220
OG0000479	Syab.g_00299	Syar.g_00221
OG0000480	Syab.g_00292	Syar.g_00228
OG0000481	Syab.g_00290	Syar.g_00230
OG0000482	Syab.g_00289	Syar.g_00231
OG0000483	Syab.g_00285	Syar.g_00235
OG0000484	Syab.g_00284	Syar.g_00236
OG0000485	Syab.g_00283	Syar.g_00237
OG0000486	Syab.g_00282	Syar.g_00024, Syar.g_00238
OG0000487	Syab.g_00276	Syar.g_00245
OG0000488	Syab.g_00272	Syar.g_00853
OG0000489	Syab.g_00256	Syar.g_00833
OG0000490	Syab.g_00247	Syar.g_00823
OG0000491	Syab.g_00245	Syar.g_00822
OG0000492	Syab.g_00243	Syar.g_00727
OG0000493	Syab.g_00242	Syar.g_00726
OG0000494	Syab.g_00241	Syar.g_00725
OG0000495	Syab.g_00240	Syar.g_00724
OG0000496	Syab.g_00239	Syar.g_00723
OG0000497	Syab.g_00238	Syar.g_00722
OG0000498	Syab.g_00237	Syar.g_00721
OG0000499	Syab.g_00236	Syar.g_00720
OG0000500	Syab.g_00235	Syar.g_00719
OG0000501	Syab.g_00232	Syar.g_00716
OG0000502	Syab.g_00224	Syar.g_00275
OG0000503	Syab.g_00523	Syar.g_01118
OG0000504	Syab.g_00525	Syar.g_01120
OG0000505	Syab.g_00526	Syar.g_01121
OG0000506	Syab.g_00528	Syar.g_01123
OG0000507	Syab.g_00533	Syar.g_01129
OG0000508	Syab.g_00537	Syar.g_01141
OG0000509	Syab.g_00539	Syar.g_01143
OG0000510	Syab.g_00540	Syar.g_01144
OG0000511	Syab.g_00541	Syar.g_01145
OG0000512	Syab.g_00543	Syar.g_01147
OG0000513	Syab.g_00555	Syar.g_01166
OG0000514	Syab.g_00566	Syar.g_01169
OG0000515	Syab.g_00567	Syar.g_01170
OG0000516	Syab.g_00575	Syar.g_01172
OG0000517	Syab.g_00582	Syar.g_01176
OG0000518	Syab.g_00594	Syar.g_02868
OG0000519	Syab.g_00610	Syar.g_02867
OG0000520	Syab.g_00611	Syar.g_02866
OG0000521	Syab.g_00624	Syar.g_01419
OG0000522	Syab.g_00626	Syar.g_01421
OG0000523	Syab.g_00627	Syar.g_01422
OG0000524	Syab.g_00640	Syar.g_01244
OG0000525	Syab.g_00671	Syar.g_01263
OG0000526	Syab.g_00689	Syar.g_01266
OG0000527	Syab.g_00695	Syar.g_01271
OG0000528	Syab.g_02092	Syar.g_01466
OG0000529	Syab.g_02097	Syar.g_01470
OG0000530	Syab.g_02100	Syar.g_01473
OG0000531	Syab.g_02101	Syar.g_01474
OG0000532	Syab.g_02104	Syar.g_01477
OG0000533	Syab.g_02106	Syar.g_01479
OG0000534	Syab.g_02107	Syar.g_01480
OG0000535	Syab.g_02108	Syar.g_01481
OG0000536	Syab.g_02109	Syar.g_01482
OG0000537	Syab.g_02110	Syar.g_01483
OG0000538	Syab.g_02122	Syar.g_01496
OG0000539	Syab.g_02123	Syar.g_01497
OG0000540	Syab.g_02124	Syar.g_01498
OG0000541	Syab.g_02125	Syar.g_01499
OG0000542	Syab.g_02128	Syar.g_01502
OG0000543	Syab.g_02130	Syar.g_01504
OG0000544	Syab.g_02131	Syar.g_01505
OG0000545	Syab.g_02133	Syar.g_01507
OG0000546	Syab.g_02135	Syar.g_01509
OG0000547	Syab.g_02137	Syar.g_01511
OG0000548	Syab.g_02138	Syar.g_01512
OG0000549	Syab.g_02144	Syar.g_02693
OG0000550	Syab.g_02149	Syar.g_02689
OG0000551	Syab.g_02153	Syar.g_02684
OG0000552	Syab.g_02154	Syar.g_02683
OG0000553	Syab.g_02046	Syar.g_02679
