Orthogroup	Syab	Prbj
OG0000087	Syab.g_02551	Prbj.g_01547
OG0000088	Syab.g_02586	Prbj.g_00521, Prbj.g_00912
OG0000089	Syab.g_00551	Prbj.g_00064
OG0000090	Syab.g_02041	Prbj.g_02127
OG0000091	Syab.g_01866	Prbj.g_02581
OG0000093	Syab.g_01582	Prbj.g_02388
OG0000094	Syab.g_01306	Prbj.g_01985
OG0000095	Syab.g_01210	Prbj.g_01838
OG0000097	Syab.g_01051	Prbj.g_02152
OG0000098	Syab.g_01553	Prbj.g_00669
OG0000099	Syab.g_00230	Prbj.g_01464
OG0000100	Syab.g_01694	Prbj.g_00185, Prbj.g_02442
OG0000101	Syab.g_00446	Prbj.g_00981
OG0000102	Syab.g_00104	Prbj.g_01819
OG0000103	Syab.g_02895, Syab.g_01296	Prbj.g_02055
OG0000104	Syab.g_02910	Prbj.g_02069
OG0000105	Syab.g_00303	Prbj.g_01397
OG0000106	Syab.g_01817	Prbj.g_00875
OG0000107	Syab.g_00367	Prbj.g_02659
OG0000108	Syab.g_02096	Prbj.g_01630
OG0000109	Syab.g_02112	Prbj.g_01614
OG0000110	Syab.g_01984	Prbj.g_01801
OG0000111	Syab.g_01201	Prbj.g_00759
OG0000112	Syab.g_01392	Prbj.g_02276
OG0000113	Syab.g_01689	Prbj.g_02437
OG0000114	Syab.g_02656, Syab.g_01633	Prbj.g_02340
OG0000115	Syab.g_00748	Prbj.g_00634
OG0000116	Syab.g_00945	Prbj.g_00956
OG0000117	Syab.g_01018	Prbj.g_01915
OG0000118	Syab.g_00897	Prbj.g_01742
OG0000120	Syab.g_00229	Prbj.g_01465
OG0000121	Syab.g_00772	Prbj.g_01064, Prbj.g_01058
OG0000122	Syab.g_01839	Prbj.g_02627
OG0000123	Syab.g_00454	Prbj.g_00406
OG0000124	Syab.g_00088	Prbj.g_01281
OG0000125	Syab.g_02763	Prbj.g_01963
OG0000126	Syab.g_02908	Prbj.g_02067
OG0000128	Syab.g_00012	Prbj.g_02085
OG0000129	Syab.g_02749	Prbj.g_01951
OG0000130	Syab.g_02434	Prbj.g_00564
OG0000131	Syab.g_02564	Prbj.g_00543
OG0000132	Syab.g_02584	Prbj.g_00523
OG0000133	Syab.g_01387	Prbj.g_01460
OG0000134	Syab.g_00554	Prbj.g_00067
OG0000135	Syab.g_02815	Prbj.g_02004
OG0000136	Syab.g_00588	Prbj.g_00105
OG0000137	Syab.g_00697	Prbj.g_00128
OG0000138	Syab.g_02113	Prbj.g_01613
OG0000139	Syab.g_02035	Prbj.g_02133
OG0000140	Syab.g_02033	Prbj.g_02139
OG0000141	Syab.g_01931	Prbj.g_01757
OG0000142	Syab.g_01524, Syab.g_01873	Prbj.g_02573
OG0000143	Syab.g_01870	Prbj.g_02577
OG0000144	Syab.g_01757	Prbj.g_00793
OG0000145	Syab.g_02120	Prbj.g_01607
OG0000146	Syab.g_01393	Prbj.g_02277
OG0000147	Syab.g_01394	Prbj.g_02278
OG0000148	Syab.g_01682	Prbj.g_02431
OG0000149	Syab.g_01720	Prbj.g_02488
OG0000150	Syab.g_01930	Prbj.g_02511
OG0000151	Syab.g_01612	Prbj.g_02361
OG0000152	Syab.g_01383	Prbj.g_02268
OG0000153	Syab.g_01343	Prbj.g_02241
OG0000154	Syab.g_01317	Prbj.g_02213
OG0000155	Syab.g_01009	Prbj.g_00312
OG0000156	Syab.g_00933	Prbj.g_00163
OG0000157	Syab.g_00932	Prbj.g_00162
OG0000158	Syab.g_00161	Prbj.g_01514
OG0000160	Syab.g_00774	Prbj.g_01057
OG0000161	Syab.g_00766	Prbj.g_01071
OG0000162	Syab.g_00755	Prbj.g_01077
OG0000163	Syab.g_02173	Prbj.g_01688
OG0000164	Syab.g_02307	Prbj.g_00476
OG0000165	Syab.g_02316	Prbj.g_00467
OG0000166	Syab.g_00407	Prbj.g_01019
OG0000167	Syab.g_00205	Prbj.g_01500
OG0000168	Syab.g_00136	Prbj.g_01515
OG0000169	Syab.g_00125	Prbj.g_01581
OG0000170	Syab.g_00118	Prbj.g_01593
OG0000171	Syab.g_00089	Prbj.g_01282
OG0000172	Syab.g_00080	Prbj.g_01248
OG0000173	Syab.g_00061	Prbj.g_01227
OG0000174	Syab.g_02819	Prbj.g_02006
OG0000175	Syab.g_02876	Prbj.g_02044
OG0000176	Syab.g_00004	Prbj.g_02077
OG0000177	Syab.g_00005	Prbj.g_02078
OG0000178	Syab.g_00006	Prbj.g_02079
OG0000179	Syab.g_00022	Prbj.g_01188
OG0000180	Syab.g_00023	Prbj.g_01189
OG0000181	Syab.g_00024	Prbj.g_01190
OG0000182	Syab.g_00025	Prbj.g_01191
OG0000183	Syab.g_00029	Prbj.g_01195
OG0000184	Syab.g_02738	Prbj.g_01943
OG0000186	Syab.g_02430	Prbj.g_00558
OG0000187	Syab.g_02431	Prbj.g_00560
OG0000188	Syab.g_02454	Prbj.g_00581
OG0000189	Syab.g_02487	Prbj.g_00607
OG0000190	Syab.g_00190, Syab.g_00139	Prbj.g_00609
OG0000191	Syab.g_02522	Prbj.g_01557
OG0000192	Syab.g_02528	Prbj.g_01566
OG0000193	Syab.g_02565	Prbj.g_00542
OG0000194	Syab.g_02568	Prbj.g_00539
OG0000195	Syab.g_02570	Prbj.g_00537
OG0000196	Syab.g_02581	Prbj.g_00526
OG0000197	Syab.g_02582	Prbj.g_00525
OG0000198	Syab.g_02583	Prbj.g_00524
OG0000199	Syab.g_02591	Prbj.g_00517
OG0000200	Syab.g_02611	Prbj.g_01138
OG0000201	Syab.g_02628	Prbj.g_01157
OG0000202	Syab.g_02629	Prbj.g_01158
OG0000203	Syab.g_02630	Prbj.g_01159
OG0000204	Syab.g_02631	Prbj.g_01160
OG0000205	Syab.g_02638	Prbj.g_01167
OG0000206	Syab.g_02674	Prbj.g_00288
OG0000207	Syab.g_02677	Prbj.g_00234
OG0000208	Syab.g_02678	Prbj.g_00235
OG0000209	Syab.g_02698	Prbj.g_00262
OG0000210	Syab.g_02699	Prbj.g_00263
OG0000211	Syab.g_02374	Prbj.g_00177
OG0000212	Syab.g_02365	Prbj.g_02615
OG0000213	Syab.g_00332	Prbj.g_01362
OG0000214	Syab.g_00312	Prbj.g_01389
OG0000215	Syab.g_00281	Prbj.g_01419
OG0000216	Syab.g_00277	Prbj.g_01422
OG0000217	Syab.g_00273	Prbj.g_01426
OG0000218	Syab.g_00271	Prbj.g_01430
OG0000219	Syab.g_00270	Prbj.g_01431
OG0000220	Syab.g_00269	Prbj.g_01432
OG0000221	Syab.g_00257	Prbj.g_01437
OG0000222	Syab.g_00244	Prbj.g_01446
OG0000223	Syab.g_00226	Prbj.g_01469
OG0000224	Syab.g_00223	Prbj.g_01480
OG0000225	Syab.g_00538	Prbj.g_00323
OG0000226	Syab.g_00542	Prbj.g_00319
OG0000227	Syab.g_00544	Prbj.g_00317
OG0000228	Syab.g_00550	Prbj.g_00063
OG0000229	Syab.g_00583	Prbj.g_00100
OG0000230	Syab.g_00585	Prbj.g_00102
OG0000231	Syab.g_00613	Prbj.g_00117
OG0000232	Syab.g_00631	Prbj.g_01888
OG0000233	Syab.g_00645	Prbj.g_00148
OG0000234	Syab.g_00699	Prbj.g_00127
OG0000235	Syab.g_02095	Prbj.g_01631
OG0000236	Syab.g_02111	Prbj.g_01615
OG0000237	Syab.g_02129	Prbj.g_02094
OG0000238	Syab.g_02134	Prbj.g_02098
OG0000239	Syab.g_02151	Prbj.g_02114
OG0000240	Syab.g_02152	Prbj.g_02115
OG0000241	Syab.g_01884	Prbj.g_01116
OG0000242	Syab.g_02043	Prbj.g_02125
OG0000243	Syab.g_02025	Prbj.g_02668
OG0000244	Syab.g_02017	Prbj.g_01859
OG0000245	Syab.g_02015	Prbj.g_01862
OG0000246	Syab.g_02011	Prbj.g_01866
OG0000247	Syab.g_01999	Prbj.g_01877
OG0000248	Syab.g_01996	Prbj.g_01880
OG0000249	Syab.g_01994	Prbj.g_01882
OG0000250	Syab.g_01988	Prbj.g_01805
OG0000251	Syab.g_01961	Prbj.g_01781
OG0000252	Syab.g_01958	Prbj.g_01778
OG0000253	Syab.g_01956	Prbj.g_01772
OG0000254	Syab.g_01925	Prbj.g_01753
OG0000255	Syab.g_01912	Prbj.g_02546
OG0000256	Syab.g_01890	Prbj.g_02560
OG0000257	Syab.g_01885	Prbj.g_02566
OG0000258	Syab.g_01861	Prbj.g_02589
OG0000259	Syab.g_01538	Prbj.g_00812
OG0000260	Syab.g_01544	Prbj.g_00816
OG0000261	Syab.g_01556	Prbj.g_00819
OG0000262	Syab.g_01561	Prbj.g_00824
OG0000263	Syab.g_01035	Prbj.g_00248
OG0000264	Syab.g_01173	Prbj.g_00933
OG0000265	Syab.g_01773	Prbj.g_02178
OG0000266	Syab.g_01667	Prbj.g_02189
OG0000267	Syab.g_01433	Prbj.g_02315
OG0000268	Syab.g_01432	Prbj.g_02314
OG0000269	Syab.g_01650	Prbj.g_02407
OG0000270	Syab.g_01657	Prbj.g_02410
OG0000271	Syab.g_01279	Prbj.g_02418
OG0000272	Syab.g_01280	Prbj.g_02419
OG0000274	Syab.g_01700	Prbj.g_02471
OG0000275	Syab.g_01704	Prbj.g_02474
OG0000276	Syab.g_01712	Prbj.g_02480
OG0000277	Syab.g_01713	Prbj.g_02481
OG0000278	Syab.g_01716	Prbj.g_02484
OG0000279	Syab.g_01724	Prbj.g_02492
OG0000280	Syab.g_01736	Prbj.g_02498
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prbj.g_02512
OG0000282	Syab.g_01631	Prbj.g_02342
OG0000283	Syab.g_01418	Prbj.g_02303
OG0000284	Syab.g_01413	Prbj.g_02297
OG0000285	Syab.g_01402	Prbj.g_00694
OG0000286	Syab.g_01384	Prbj.g_02269
OG0000287	Syab.g_01350	Prbj.g_00722
OG0000288	Syab.g_01318	Prbj.g_02214
OG0000289	Syab.g_01303	Prbj.g_02201
OG0000290	Syab.g_01213	Prbj.g_01841
OG0000291	Syab.g_01211	Prbj.g_01839
OG0000292	Syab.g_02907	Prbj.g_02066
OG0000293	Syab.g_00946	Prbj.g_00958
OG0000294	Syab.g_00947	Prbj.g_00959
OG0000295	Syab.g_01001	Prbj.g_00304
OG0000296	Syab.g_01003	Prbj.g_00306, Prbj.g_00307
OG0000297	Syab.g_01016	Prbj.g_01913
OG0000298	Syab.g_01017	Prbj.g_01914
OG0000299	Syab.g_01047	Prbj.g_01903
OG0000300	Syab.g_01054	Prbj.g_02155
OG0000301	Syab.g_01055	Prbj.g_02156
OG0000302	Syab.g_01056	Prbj.g_02159
OG0000303	Syab.g_01149	Prbj.g_00314
OG0000304	Syab.g_01143	Prbj.g_00020
OG0000305	Syab.g_01208	Prbj.g_01837
OG0000306	Syab.g_01819	Prbj.g_02521
OG0000307	Syab.g_02078	Prbj.g_01647
OG0000308	Syab.g_02076	Prbj.g_01649
OG0000309	Syab.g_02071	Prbj.g_01653
OG0000310	Syab.g_00817	Prbj.g_01294
OG0000311	Syab.g_00811	Prbj.g_01040
OG0000312	Syab.g_00793	Prbj.g_01044
OG0000313	Syab.g_00769	Prbj.g_01068
OG0000314	Syab.g_00736	Prbj.g_00646
OG0000315	Syab.g_00726	Prbj.g_00656
OG0000316	Syab.g_02189	Prbj.g_01699
OG0000317	Syab.g_02251	Prbj.g_00863
OG0000318	Syab.g_02257	Prbj.g_00856
OG0000319	Syab.g_02291	Prbj.g_00487
OG0000320	Syab.g_02293	Prbj.g_00485
OG0000321	Syab.g_02294	Prbj.g_00484
OG0000322	Syab.g_02295	Prbj.g_00483
OG0000323	Syab.g_02310	Prbj.g_00472
OG0000324	Syab.g_02341	Prbj.g_00443
OG0000325	Syab.g_00368	Prbj.g_02657
OG0000326	Syab.g_00375	Prbj.g_02649
OG0000327	Syab.g_00402	Prbj.g_01024
OG0000328	Syab.g_00403	Prbj.g_01023
OG0000329	Syab.g_00420	Prbj.g_01006
OG0000330	Syab.g_00421	Prbj.g_01005
OG0000331	Syab.g_00422	Prbj.g_01004
OG0000332	Syab.g_00437	Prbj.g_00989
OG0000333	Syab.g_00440	Prbj.g_00987
OG0000334	Syab.g_00450	Prbj.g_00410
OG0000335	Syab.g_00455	Prbj.g_00405
OG0000336	Syab.g_00459	Prbj.g_00401
OG0000337	Syab.g_00210	Prbj.g_01494
OG0000338	Syab.g_00207	Prbj.g_01498
OG0000339	Syab.g_00201	Prbj.g_01504
OG0000340	Syab.g_00135	Prbj.g_01516
OG0000341	Syab.g_00157, Syab.g_00133	Prbj.g_01518
OG0000342	Syab.g_00132	Prbj.g_01519
OG0000343	Syab.g_00131	Prbj.g_01576
OG0000344	Syab.g_00127	Prbj.g_01579
OG0000345	Syab.g_00117	Prbj.g_01594
OG0000346	Syab.g_00112	Prbj.g_01599
OG0000347	Syab.g_00087	Prbj.g_01280
OG0000348	Syab.g_00076	Prbj.g_01243
OG0000349	Syab.g_00054	Prbj.g_01219
OG0000350	Syab.g_00382	Prbj.g_01999
OG0000351	Syab.g_02879	Prbj.g_02047
OG0000352	Syab.g_02880	Prbj.g_02048
OG0000353	Syab.g_02913	Prbj.g_02072
OG0000354	Syab.g_02140	Prbj.g_02104
OG0000354	Syab.g_00020	Prbj.g_01186
OG0000355	Syab.g_00001	Prbj.g_02074
OG0000356	Syab.g_00002	Prbj.g_02075
OG0000357	Syab.g_00003	Prbj.g_02076
OG0000358	Syab.g_00007	Prbj.g_02080
OG0000359	Syab.g_00009	Prbj.g_02082
OG0000360	Syab.g_00010	Prbj.g_02083
OG0000361	Syab.g_00011	Prbj.g_02084
OG0000362	Syab.g_00013	Prbj.g_02086
OG0000363	Syab.g_00015	Prbj.g_01182
OG0000364	Syab.g_00016	Prbj.g_01183
OG0000365	Syab.g_00026	Prbj.g_01192
OG0000366	Syab.g_00027	Prbj.g_01193
OG0000367	Syab.g_00028	Prbj.g_01194
OG0000368	Syab.g_00030	Prbj.g_01196
OG0000369	Syab.g_00031	Prbj.g_01197
OG0000370	Syab.g_00032	Prbj.g_01198
OG0000371	Syab.g_00711, Syab.g_00039	Prbj.g_01207
OG0000372	Syab.g_00045	Prbj.g_01212
OG0000373	Syab.g_00046	Prbj.g_01213
OG0000374	Syab.g_00047	Prbj.g_01214
OG0000375	Syab.g_00050	Prbj.g_01215
OG0000376	Syab.g_00052	Prbj.g_01217
OG0000377	Syab.g_02748	Prbj.g_01950
OG0000378	Syab.g_02717	Prbj.g_01936
OG0000379	Syab.g_02714	Prbj.g_01920
OG0000380	Syab.g_02432	Prbj.g_00561
OG0000381	Syab.g_02435	Prbj.g_00565
OG0000382	Syab.g_02453	Prbj.g_00580
OG0000383	Syab.g_02459	Prbj.g_00582
OG0000384	Syab.g_02460	Prbj.g_00583
OG0000385	Syab.g_02461	Prbj.g_00584
OG0000386	Syab.g_02462	Prbj.g_00585
OG0000387	Syab.g_02491	Prbj.g_00611
OG0000388	Syab.g_02495	Prbj.g_00615
OG0000389	Syab.g_02499	Prbj.g_00619
OG0000390	Syab.g_02516	Prbj.g_01551
OG0000391	Syab.g_02521	Prbj.g_01556
OG0000392	Syab.g_02527	Prbj.g_01562
OG0000393	Syab.g_02530	Prbj.g_01567
OG0000394	Syab.g_02531	Prbj.g_01568
OG0000395	Syab.g_02532	Prbj.g_01569
OG0000396	Syab.g_02535	Prbj.g_01530
OG0000397	Syab.g_02537	Prbj.g_01532
OG0000398	Syab.g_02542	Prbj.g_01537
OG0000399	Syab.g_02543	Prbj.g_01538
OG0000400	Syab.g_02544	Prbj.g_01539
OG0000401	Syab.g_02545	Prbj.g_01540
OG0000402	Syab.g_02547	Prbj.g_01542
OG0000403	Syab.g_02548	Prbj.g_01543
OG0000404	Syab.g_02550	Prbj.g_01545
OG0000405	Syab.g_02562	Prbj.g_00545
OG0000406	Syab.g_02566	Prbj.g_00541
OG0000407	Syab.g_02567	Prbj.g_00540
OG0000408	Syab.g_02569	Prbj.g_00538
OG0000409	Syab.g_02571	Prbj.g_00536
OG0000410	Syab.g_02572	Prbj.g_00535
OG0000411	Syab.g_02573	Prbj.g_00534
OG0000412	Syab.g_02574	Prbj.g_00533
OG0000413	Syab.g_02576	Prbj.g_00531
OG0000414	Syab.g_02577	Prbj.g_00530
OG0000415	Syab.g_02578	Prbj.g_00529
OG0000416	Syab.g_02579	Prbj.g_00528
OG0000417	Syab.g_02580	Prbj.g_00527
OG0000418	Syab.g_02585	Prbj.g_00522
OG0000419	Syab.g_02587	Prbj.g_00520
OG0000420	Syab.g_02589	Prbj.g_00519
OG0000421	Syab.g_02595	Prbj.g_00515
OG0000422	Syab.g_02596	Prbj.g_00514
OG0000423	Syab.g_02597	Prbj.g_00513
OG0000424	Syab.g_02598	Prbj.g_00512
OG0000425	Syab.g_02599	Prbj.g_00511
OG0000426	Syab.g_02600	Prbj.g_00510
OG0000427	Syab.g_02601	Prbj.g_00509
OG0000428	Syab.g_02604	Prbj.g_02369
OG0000429	Syab.g_02608	Prbj.g_01135
OG0000430	Syab.g_02610	Prbj.g_01137
OG0000431	Syab.g_02613	Prbj.g_01141
OG0000432	Syab.g_02619	Prbj.g_01148
OG0000433	Syab.g_02622	Prbj.g_01151
OG0000434	Syab.g_02623	Prbj.g_01152
OG0000435	Syab.g_02625	Prbj.g_01155
OG0000436	Syab.g_02632	Prbj.g_01161
OG0000437	Syab.g_02633	Prbj.g_01162
OG0000438	Syab.g_02634	Prbj.g_01163
OG0000439	Syab.g_02636	Prbj.g_01165
OG0000440	Syab.g_02637	Prbj.g_01166
OG0000441	Syab.g_02641	Prbj.g_01173
OG0000442	Syab.g_02642	Prbj.g_01174
OG0000443	Syab.g_02668	Prbj.g_00289
OG0000444	Syab.g_02681	Prbj.g_00237
OG0000445	Syab.g_02682	Prbj.g_00238
OG0000446	Syab.g_02684	Prbj.g_00240
OG0000447	Syab.g_02687	Prbj.g_00250
OG0000448	Syab.g_02688	Prbj.g_00251
OG0000449	Syab.g_02689	Prbj.g_00252
OG0000450	Syab.g_02695	Prbj.g_00258
OG0000451	Syab.g_02696	Prbj.g_00259
OG0000452	Syab.g_02701	Prbj.g_00264
OG0000453	Syab.g_02702	Prbj.g_00265
OG0000454	Syab.g_02703	Prbj.g_00266
OG0000455	Syab.g_02704	Prbj.g_00267
OG0000456	Syab.g_02705	Prbj.g_00268
OG0000457	Syab.g_02707	Prbj.g_00270
OG0000458	Syab.g_02708	Prbj.g_00271
OG0000459	Syab.g_02709	Prbj.g_00272
OG0000460	Syab.g_02372	Prbj.g_00176
OG0000461	Syab.g_00356	Prbj.g_02661
OG0000462	Syab.g_00352	Prbj.g_01341
OG0000463	Syab.g_00351	Prbj.g_01342
OG0000464	Syab.g_00350	Prbj.g_01343
OG0000465	Syab.g_00349	Prbj.g_01345
OG0000466	Syab.g_00343	Prbj.g_01350
OG0000467	Syab.g_00341	Prbj.g_01352
OG0000468	Syab.g_00336	Prbj.g_01359
OG0000469	Syab.g_00318	Prbj.g_01372
OG0000470	Syab.g_00316	Prbj.g_01385
OG0000471	Syab.g_00315	Prbj.g_01386
OG0000472	Syab.g_00313	Prbj.g_01388
OG0000473	Syab.g_00311	Prbj.g_01390
OG0000474	Syab.g_00310	Prbj.g_01391
OG0000475	Syab.g_00309	Prbj.g_01392
OG0000476	Syab.g_00307	Prbj.g_01394
OG0000477	Syab.g_00301	Prbj.g_01399
OG0000478	Syab.g_00300	Prbj.g_01400
OG0000479	Syab.g_00299	Prbj.g_01401
OG0000480	Syab.g_00292	Prbj.g_01408
OG0000481	Syab.g_00290	Prbj.g_01410
OG0000482	Syab.g_00289	Prbj.g_01411
OG0000483	Syab.g_00285	Prbj.g_01415
OG0000484	Syab.g_00284	Prbj.g_01416
OG0000485	Syab.g_00283	Prbj.g_01417
OG0000486	Syab.g_00282	Prbj.g_01418
OG0000487	Syab.g_00276	Prbj.g_01423
OG0000488	Syab.g_00272	Prbj.g_01427
OG0000489	Syab.g_00256	Prbj.g_01438
OG0000490	Syab.g_00247	Prbj.g_01444
OG0000491	Syab.g_00245	Prbj.g_01445
OG0000492	Syab.g_00243	Prbj.g_01448
OG0000493	Syab.g_00242	Prbj.g_01449
OG0000494	Syab.g_00241	Prbj.g_01450
OG0000495	Syab.g_00240	Prbj.g_01451
OG0000496	Syab.g_00239	Prbj.g_01452
OG0000497	Syab.g_00238	Prbj.g_01453
OG0000498	Syab.g_00237	Prbj.g_01454
OG0000499	Syab.g_00236	Prbj.g_01455
OG0000500	Syab.g_00235	Prbj.g_01456
OG0000501	Syab.g_00232	Prbj.g_01459
OG0000502	Syab.g_00224	Prbj.g_01471
OG0000503	Syab.g_00523	Prbj.g_00341
OG0000504	Syab.g_00525	Prbj.g_00339
OG0000505	Syab.g_00526	Prbj.g_00338
OG0000506	Syab.g_00528	Prbj.g_00336
OG0000507	Syab.g_00533	Prbj.g_00331
OG0000508	Syab.g_00537	Prbj.g_00324
OG0000509	Syab.g_00539	Prbj.g_00322
OG0000510	Syab.g_00540	Prbj.g_00321
OG0000511	Syab.g_00541	Prbj.g_00320
OG0000512	Syab.g_00543	Prbj.g_00318
OG0000513	Syab.g_00555	Prbj.g_00068
OG0000514	Syab.g_00566	Prbj.g_00076
OG0000515	Syab.g_00567	Prbj.g_00077
OG0000516	Syab.g_00575	Prbj.g_00089
OG0000517	Syab.g_00582	Prbj.g_00099
OG0000518	Syab.g_00594	Prbj.g_00111
OG0000519	Syab.g_00610	Prbj.g_00112
OG0000520	Syab.g_00611	Prbj.g_00113
OG0000521	Syab.g_00624	Prbj.g_01894
OG0000522	Syab.g_00626	Prbj.g_01892
OG0000523	Syab.g_00627	Prbj.g_01891
OG0000524	Syab.g_00640	Prbj.g_00152
OG0000525	Syab.g_00671	Prbj.g_00136
OG0000526	Syab.g_00689	Prbj.g_00134
OG0000527	Syab.g_00695	Prbj.g_00130
OG0000528	Syab.g_02092	Prbj.g_01635
OG0000529	Syab.g_02097	Prbj.g_01629
OG0000530	Syab.g_02100	Prbj.g_01626
OG0000531	Syab.g_02101	Prbj.g_01625
OG0000532	Syab.g_02104	Prbj.g_01622
OG0000533	Syab.g_02106	Prbj.g_01620
OG0000534	Syab.g_02107	Prbj.g_01619
OG0000535	Syab.g_02108	Prbj.g_01618
OG0000536	Syab.g_02109	Prbj.g_01617
OG0000537	Syab.g_02110	Prbj.g_01616
OG0000538	Syab.g_02122	Prbj.g_01605
OG0000539	Syab.g_02123	Prbj.g_02088
OG0000540	Syab.g_02124	Prbj.g_02089
OG0000541	Syab.g_02125	Prbj.g_02090
OG0000542	Syab.g_02128	Prbj.g_02093
OG0000543	Syab.g_02130	Prbj.g_02095
OG0000544	Syab.g_02131	Prbj.g_02096
OG0000545	Syab.g_02133	Prbj.g_02097
OG0000546	Syab.g_02135	Prbj.g_02099
OG0000547	Syab.g_02137	Prbj.g_02101
OG0000548	Syab.g_02138	Prbj.g_02102
OG0000549	Syab.g_02144	Prbj.g_02108
OG0000550	Syab.g_02149	Prbj.g_02113
OG0000551	Syab.g_02153	Prbj.g_02117
OG0000552	Syab.g_02154	Prbj.g_02118
OG0000553	Syab.g_02046	Prbj.g_02123
