Orthogroup	Syab	Syat
OG0000092	Syab.g_01242, Syab.g_00690	Syat.g_00825
OG0000094	Syab.g_01306	Syat.g_00698
OG0000095	Syab.g_01210	Syat.g_00808
OG0000098	Syab.g_01553	Syat.g_03281
OG0000099	Syab.g_00230	Syat.g_02130
OG0000100	Syab.g_01694	Syat.g_00517
OG0000102	Syab.g_00104	Syat.g_00974
OG0000103	Syab.g_01296	Syat.g_02399
OG0000104	Syab.g_02910	Syat.g_02385
OG0000105	Syab.g_00303	Syat.g_02052
OG0000106	Syab.g_01817	Syat.g_00957
OG0000107	Syab.g_00367	Syat.g_01862
OG0000108	Syab.g_02096	Syat.g_03170
OG0000109	Syab.g_02112	Syat.g_03187
OG0000110	Syab.g_01984	Syat.g_00049
OG0000111	Syab.g_01201	Syat.g_00816
OG0000112	Syab.g_01392	Syat.g_00593
OG0000113	Syab.g_01689	Syat.g_00509
OG0000114	Syab.g_02656	Syat.g_00426
OG0000115	Syab.g_00748	Syat.g_01328
OG0000116	Syab.g_00945	Syat.g_02641
OG0000117	Syab.g_01018	Syat.g_00224
OG0000118	Syab.g_00897	Syat.g_01168
OG0000120	Syab.g_00229	Syat.g_02132
OG0000121	Syab.g_00772	Syat.g_01223
OG0000123	Syab.g_00454	Syat.g_01653
OG0000124	Syab.g_00088	Syat.g_02231
OG0000125	Syab.g_02763	Syat.g_02684
OG0000126	Syab.g_02908	Syat.g_00976
OG0000128	Syab.g_00012	Syat.g_02331
OG0000129	Syab.g_02749	Syat.g_02693, Syat.g_02694
OG0000130	Syab.g_02434	Syat.g_01469
OG0000131	Syab.g_02564	Syat.g_02898
OG0000132	Syab.g_02584	Syat.g_02864
OG0000133	Syab.g_01387	Syat.g_00588
OG0000134	Syab.g_00554	Syat.g_02956
OG0000135	Syab.g_02815	Syat.g_02501
OG0000136	Syab.g_00588	Syat.g_01292
OG0000137	Syab.g_00697	Syat.g_01371
OG0000138	Syab.g_02113	Syat.g_03188
OG0000139	Syab.g_02035	Syat.g_03276
OG0000140	Syab.g_02033	Syat.g_03280
OG0000141	Syab.g_01931	Syat.g_03398
OG0000142	Syab.g_01873	Syat.g_00117
OG0000143	Syab.g_01870	Syat.g_00130
OG0000144	Syab.g_01757	Syat.g_00369
OG0000145	Syab.g_02120	Syat.g_03202
OG0000146	Syab.g_01393	Syat.g_00594
OG0000147	Syab.g_01394	Syat.g_00595
OG0000148	Syab.g_01682	Syat.g_00503
OG0000149	Syab.g_01720	Syat.g_00747
OG0000150	Syab.g_01930	Syat.g_03399
OG0000151	Syab.g_01612	Syat.g_00801, Syat.g_00440
OG0000152	Syab.g_01383	Syat.g_00578
OG0000153	Syab.g_01343	Syat.g_00542
OG0000154	Syab.g_01317	Syat.g_00708
OG0000155	Syab.g_01009	Syat.g_00287
OG0000156	Syab.g_00933	Syat.g_03228
OG0000157	Syab.g_00932	Syat.g_02012, Syat.g_03227
OG0000158	Syab.g_00161	Syat.g_02163
OG0000159	Syab.g_00148	Syat.g_01187
OG0000160	Syab.g_00774	Syat.g_01224
OG0000161	Syab.g_00766	Syat.g_01180
OG0000162	Syab.g_00755	Syat.g_01281
OG0000163	Syab.g_02173	Syat.g_02979
OG0000164	Syab.g_02307	Syat.g_03040
OG0000165	Syab.g_02316	Syat.g_03033
OG0000166	Syab.g_00407	Syat.g_01822
OG0000167	Syab.g_00205	Syat.g_02148
OG0000168	Syab.g_00136	Syat.g_02164
OG0000169	Syab.g_00125	Syat.g_02192
OG0000170	Syab.g_00118	Syat.g_02201
OG0000171	Syab.g_00089	Syat.g_02230
OG0000172	Syab.g_00080	Syat.g_02260
OG0000173	Syab.g_00061	Syat.g_02284
OG0000174	Syab.g_02819	Syat.g_02504
OG0000175	Syab.g_02876	Syat.g_02416
OG0000176	Syab.g_00004	Syat.g_02372
OG0000177	Syab.g_00005	Syat.g_02338
OG0000178	Syab.g_00006	Syat.g_02337
OG0000179	Syab.g_00022	Syat.g_02322
OG0000180	Syab.g_00023	Syat.g_02321
OG0000181	Syab.g_00024	Syat.g_02320
OG0000182	Syab.g_00025	Syat.g_02319
OG0000183	Syab.g_00029	Syat.g_02315
OG0000184	Syab.g_02738	Syat.g_02704
OG0000185	Syab.g_02715	Syat.g_02719
OG0000186	Syab.g_02430	Syat.g_01463
OG0000187	Syab.g_02431	Syat.g_01467
OG0000188	Syab.g_02454	Syat.g_01489
OG0000189	Syab.g_02487	Syat.g_00386, Syat.g_01557
OG0000190	Syab.g_00190, Syab.g_00139	Syat.g_00330
OG0000191	Syab.g_02522	Syat.g_03344, Syat.g_02939
OG0000192	Syab.g_02528	Syat.g_02933
OG0000193	Syab.g_02565	Syat.g_02897
OG0000194	Syab.g_02568	Syat.g_02894
OG0000196	Syab.g_02581	Syat.g_02867
OG0000197	Syab.g_02582	Syat.g_02866
OG0000198	Syab.g_02583	Syat.g_02865
OG0000199	Syab.g_02591	Syat.g_02857
OG0000200	Syab.g_02611	Syat.g_02840
OG0000202	Syab.g_02629	Syat.g_02820
OG0000203	Syab.g_02630	Syat.g_02819
OG0000204	Syab.g_02631	Syat.g_02818
OG0000205	Syab.g_02638	Syat.g_02809
OG0000206	Syab.g_02674	Syat.g_02785
OG0000207	Syab.g_02677	Syat.g_02778
OG0000208	Syab.g_02678	Syat.g_02777
OG0000209	Syab.g_02698	Syat.g_02735
OG0000210	Syab.g_02699	Syat.g_02734
OG0000211	Syab.g_02374	Syat.g_01452
OG0000212	Syab.g_02365	Syat.g_01442
OG0000213	Syab.g_00332	Syat.g_01889
OG0000214	Syab.g_00312	Syat.g_02042
OG0000215	Syab.g_00281	Syat.g_02075
OG0000216	Syab.g_00277	Syat.g_02079
OG0000217	Syab.g_00273	Syat.g_02085
OG0000218	Syab.g_00271	Syat.g_02087
OG0000219	Syab.g_00270	Syat.g_02088
OG0000220	Syab.g_00269	Syat.g_02089
OG0000221	Syab.g_00257	Syat.g_02095
OG0000222	Syab.g_00244	Syat.g_02109
OG0000223	Syab.g_00226	Syat.g_02570
OG0000224	Syab.g_00223	Syat.g_02139
OG0000225	Syab.g_00538	Syat.g_01595
OG0000226	Syab.g_00542	Syat.g_01588
OG0000228	Syab.g_00550	Syat.g_02952
OG0000229	Syab.g_00583	Syat.g_02970
OG0000230	Syab.g_00585	Syat.g_02972
OG0000231	Syab.g_00613	Syat.g_01283
OG0000232	Syab.g_00631	Syat.g_01313
OG0000233	Syab.g_00645	Syat.g_01407
OG0000234	Syab.g_00699	Syat.g_01369
OG0000235	Syab.g_02095	Syat.g_03169
OG0000236	Syab.g_02111	Syat.g_03186
OG0000237	Syab.g_02129	Syat.g_03214
OG0000238	Syab.g_02134	Syat.g_03219
OG0000239	Syab.g_02151	Syat.g_01105
OG0000240	Syab.g_02152	Syat.g_01104
OG0000241	Syab.g_01884	Syat.g_00111
OG0000242	Syab.g_02043	Syat.g_01077
OG0000243	Syab.g_02025	Syat.g_00092
OG0000244	Syab.g_02017	Syat.g_00082
OG0000245	Syab.g_02015	Syat.g_00080
OG0000246	Syab.g_02011	Syat.g_00076
OG0000247	Syab.g_01999	Syat.g_00065
OG0000248	Syab.g_01996	Syat.g_00062
OG0000249	Syab.g_01994	Syat.g_00060
OG0000250	Syab.g_01988	Syat.g_00053
OG0000251	Syab.g_01961	Syat.g_00027
OG0000252	Syab.g_01958	Syat.g_00022
OG0000253	Syab.g_01956	Syat.g_00021
OG0000254	Syab.g_01925	Syat.g_03407
OG0000255	Syab.g_01912	Syat.g_02405
OG0000256	Syab.g_01890	Syat.g_03306
OG0000257	Syab.g_01885	Syat.g_00109
OG0000258	Syab.g_01861	Syat.g_00382
OG0000259	Syab.g_01538	Syat.g_00342
OG0000260	Syab.g_01544	Syat.g_00392
OG0000261	Syab.g_01556	Syat.g_00400
OG0000262	Syab.g_01561	Syat.g_00407
OG0000263	Syab.g_01035	Syat.g_00200
OG0000266	Syab.g_01667	Syat.g_00671
OG0000267	Syab.g_01433	Syat.g_00636
OG0000268	Syab.g_01432	Syat.g_00634
OG0000269	Syab.g_01650	Syat.g_00474, Syat.g_00126
OG0000270	Syab.g_01657	Syat.g_00477
OG0000271	Syab.g_01279	Syat.g_00485
OG0000272	Syab.g_01280	Syat.g_00486
OG0000273	Syab.g_01699	Syat.g_00520
OG0000274	Syab.g_01700	Syat.g_00521
OG0000275	Syab.g_01704	Syat.g_00718
OG0000276	Syab.g_01712	Syat.g_00725
OG0000277	Syab.g_01713	Syat.g_00738
OG0000278	Syab.g_01716	Syat.g_00741
OG0000279	Syab.g_01724	Syat.g_00755
OG0000280	Syab.g_01736	Syat.g_01669
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syat.g_00960
OG0000282	Syab.g_01631	Syat.g_00431
OG0000283	Syab.g_01418	Syat.g_00620
OG0000284	Syab.g_01413	Syat.g_00614
OG0000285	Syab.g_01402	Syat.g_00607
OG0000286	Syab.g_01384	Syat.g_00579
OG0000287	Syab.g_01350	Syat.g_00550
OG0000288	Syab.g_01318	Syat.g_00709
OG0000289	Syab.g_01303	Syat.g_00695
OG0000290	Syab.g_01213	Syat.g_00805
OG0000291	Syab.g_01211	Syat.g_00807
OG0000292	Syab.g_02907	Syat.g_02388
OG0000293	Syab.g_00946	Syat.g_03241
OG0000294	Syab.g_00947	Syat.g_03248
OG0000295	Syab.g_01001	Syat.g_00297
OG0000296	Syab.g_01003	Syat.g_00295
OG0000297	Syab.g_01016	Syat.g_00226
OG0000298	Syab.g_01017	Syat.g_00225
OG0000299	Syab.g_01047	Syat.g_00910
OG0000300	Syab.g_01054	Syat.g_00904
OG0000301	Syab.g_01055	Syat.g_00903
OG0000302	Syab.g_01056	Syat.g_00901
OG0000303	Syab.g_01149	Syat.g_00892
OG0000304	Syab.g_01143	Syat.g_00885
OG0000305	Syab.g_01208	Syat.g_00809
OG0000306	Syab.g_01819	Syat.g_01704
OG0000307	Syab.g_02078	Syat.g_01304
OG0000308	Syab.g_02076	Syat.g_01306
OG0000309	Syab.g_02071	Syat.g_01417
OG0000310	Syab.g_00817	Syat.g_01246
OG0000311	Syab.g_00811	Syat.g_01242
OG0000312	Syab.g_00793	Syat.g_01237
OG0000313	Syab.g_00769	Syat.g_01183
OG0000314	Syab.g_00736	Syat.g_01341
OG0000315	Syab.g_00726	Syat.g_01351
OG0000316	Syab.g_02189	Syat.g_03082
OG0000317	Syab.g_02251	Syat.g_03120
OG0000318	Syab.g_02257	Syat.g_03125
OG0000319	Syab.g_02291	Syat.g_03055
OG0000320	Syab.g_02293	Syat.g_03053
OG0000321	Syab.g_02294	Syat.g_03052
OG0000322	Syab.g_02295	Syat.g_03051
OG0000323	Syab.g_02310	Syat.g_03038
OG0000324	Syab.g_02341	Syat.g_02998
OG0000325	Syab.g_00368	Syat.g_01861
OG0000326	Syab.g_00375	Syat.g_01854
OG0000327	Syab.g_00402	Syat.g_01827
OG0000328	Syab.g_00403	Syat.g_01826
OG0000329	Syab.g_00420	Syat.g_01808
OG0000330	Syab.g_00421	Syat.g_01807
OG0000331	Syab.g_00422	Syat.g_01806
OG0000332	Syab.g_00437	Syat.g_01790
OG0000333	Syab.g_00440	Syat.g_01787
OG0000334	Syab.g_00450	Syat.g_01657
OG0000335	Syab.g_00455	Syat.g_01652
OG0000336	Syab.g_00459	Syat.g_01648
OG0000337	Syab.g_00210	Syat.g_02144
OG0000338	Syab.g_00207	Syat.g_02146
OG0000339	Syab.g_00201	Syat.g_02155, Syat.g_01055
OG0000340	Syab.g_00135	Syat.g_02165
OG0000341	Syab.g_00157, Syab.g_00133	Syat.g_02167
OG0000342	Syab.g_00132	Syat.g_02168
OG0000343	Syab.g_00131	Syat.g_02185
OG0000344	Syab.g_00127	Syat.g_02189
OG0000345	Syab.g_00117	Syat.g_02202
OG0000346	Syab.g_00112	Syat.g_02207
OG0000347	Syab.g_00087	Syat.g_02234
OG0000348	Syab.g_00076	Syat.g_02264
OG0000349	Syab.g_00054	Syat.g_02291
OG0000350	Syab.g_00382	Syat.g_01847
OG0000351	Syab.g_02879	Syat.g_02411
OG0000352	Syab.g_02880	Syat.g_02410
OG0000353	Syab.g_02913	Syat.g_00955, Syat.g_02377
OG0000354	Syab.g_02140	Syat.g_03225
OG0000354	Syab.g_00020	Syat.g_02325
OG0000355	Syab.g_00001	Syat.g_02375
OG0000356	Syab.g_00002	Syat.g_02374
OG0000357	Syab.g_00003	Syat.g_02373
OG0000358	Syab.g_00007	Syat.g_02336
OG0000359	Syab.g_00009	Syat.g_02334
OG0000360	Syab.g_00010	Syat.g_02333
OG0000361	Syab.g_00011	Syat.g_02332
OG0000362	Syab.g_00013	Syat.g_02330
OG0000363	Syab.g_00015	Syat.g_02328
OG0000364	Syab.g_00016	Syat.g_03122
OG0000365	Syab.g_00026	Syat.g_02318
OG0000366	Syab.g_00027	Syat.g_02317
OG0000367	Syab.g_00028	Syat.g_02316
OG0000368	Syab.g_00030	Syat.g_02314
OG0000369	Syab.g_00031	Syat.g_02313
OG0000370	Syab.g_00032	Syat.g_02312
OG0000371	Syab.g_00711, Syab.g_00039	Syat.g_02304
OG0000372	Syab.g_00045	Syat.g_02298
OG0000373	Syab.g_00046	Syat.g_02297
OG0000374	Syab.g_00047	Syat.g_02296
OG0000375	Syab.g_00050	Syat.g_02295
OG0000376	Syab.g_00052	Syat.g_02293
OG0000377	Syab.g_02748	Syat.g_02695
OG0000378	Syab.g_02717	Syat.g_02715
OG0000379	Syab.g_02714	Syat.g_02720
OG0000380	Syab.g_02432	Syat.g_01468
OG0000381	Syab.g_02435	Syat.g_01470
OG0000382	Syab.g_02453	Syat.g_01488
OG0000383	Syab.g_02459	Syat.g_01521
OG0000384	Syab.g_02460	Syat.g_01522
OG0000385	Syab.g_02461	Syat.g_01523
OG0000386	Syab.g_02462	Syat.g_01524
OG0000387	Syab.g_02491	Syat.g_01561
OG0000388	Syab.g_02495	Syat.g_01565
OG0000389	Syab.g_02499	Syat.g_01569
OG0000390	Syab.g_02516	Syat.g_02945
OG0000391	Syab.g_02521	Syat.g_02940
OG0000392	Syab.g_02527	Syat.g_02934
OG0000393	Syab.g_02530	Syat.g_02931
OG0000394	Syab.g_02531	Syat.g_02930
OG0000395	Syab.g_02532	Syat.g_02929
OG0000396	Syab.g_02535	Syat.g_02927
OG0000397	Syab.g_02537	Syat.g_02925
OG0000398	Syab.g_02542	Syat.g_02920
OG0000399	Syab.g_02543	Syat.g_02919
OG0000400	Syab.g_02544	Syat.g_02918
OG0000401	Syab.g_02545	Syat.g_02917
OG0000402	Syab.g_02547	Syat.g_02915
OG0000403	Syab.g_02548	Syat.g_02914
OG0000404	Syab.g_02550	Syat.g_02913
OG0000405	Syab.g_02562	Syat.g_02900
OG0000406	Syab.g_02566	Syat.g_02896
OG0000407	Syab.g_02567	Syat.g_02895
OG0000408	Syab.g_02569	Syat.g_02893
OG0000409	Syab.g_02571	Syat.g_02891
OG0000410	Syab.g_02572	Syat.g_02890
OG0000411	Syab.g_02573	Syat.g_02889
OG0000412	Syab.g_02574	Syat.g_02888
OG0000413	Syab.g_02576	Syat.g_02886
OG0000414	Syab.g_02577	Syat.g_02885
OG0000415	Syab.g_02578	Syat.g_02884
OG0000416	Syab.g_02579	Syat.g_02883
OG0000417	Syab.g_02580	Syat.g_02868
OG0000418	Syab.g_02585	Syat.g_02863
OG0000419	Syab.g_02587	Syat.g_02861
OG0000420	Syab.g_02589	Syat.g_02859
OG0000421	Syab.g_02595	Syat.g_02855
OG0000422	Syab.g_02596	Syat.g_02854
OG0000423	Syab.g_02597	Syat.g_02853
OG0000424	Syab.g_02598	Syat.g_02852
OG0000425	Syab.g_02599	Syat.g_02851
OG0000426	Syab.g_02600	Syat.g_02850
OG0000427	Syab.g_02601	Syat.g_02849
OG0000428	Syab.g_02604	Syat.g_02846
OG0000429	Syab.g_02608	Syat.g_02843
OG0000430	Syab.g_02610	Syat.g_02841
OG0000431	Syab.g_02613	Syat.g_02838
OG0000432	Syab.g_02619	Syat.g_02832
OG0000433	Syab.g_02622	Syat.g_02829
OG0000434	Syab.g_02623	Syat.g_02828
OG0000435	Syab.g_02625	Syat.g_02824
OG0000436	Syab.g_02632	Syat.g_02817
OG0000437	Syab.g_02633	Syat.g_02558
OG0000438	Syab.g_02634	Syat.g_02813
OG0000439	Syab.g_02636	Syat.g_02811
OG0000440	Syab.g_02637	Syat.g_02810
OG0000441	Syab.g_02641	Syat.g_02807
OG0000442	Syab.g_02642	Syat.g_02797
OG0000443	Syab.g_02668	Syat.g_02787
OG0000444	Syab.g_02681	Syat.g_02756
OG0000445	Syab.g_02682	Syat.g_02755
OG0000446	Syab.g_02684	Syat.g_02753
OG0000447	Syab.g_02687	Syat.g_02749
OG0000448	Syab.g_02688	Syat.g_02748
OG0000449	Syab.g_02689	Syat.g_02747
OG0000450	Syab.g_02695	Syat.g_02738
OG0000451	Syab.g_02696	Syat.g_02737
OG0000452	Syab.g_02701	Syat.g_02732
OG0000453	Syab.g_02702	Syat.g_02731
OG0000454	Syab.g_02703	Syat.g_02730
OG0000455	Syab.g_02704	Syat.g_02729
OG0000456	Syab.g_02705	Syat.g_02728
OG0000457	Syab.g_02707	Syat.g_02726
OG0000458	Syab.g_02708	Syat.g_02725
OG0000459	Syab.g_02709	Syat.g_02724
OG0000460	Syab.g_02372	Syat.g_01450
OG0000461	Syab.g_00356	Syat.g_01866
OG0000462	Syab.g_00352	Syat.g_01868
OG0000463	Syab.g_00351	Syat.g_01869
OG0000464	Syab.g_00350	Syat.g_01870
OG0000465	Syab.g_00349	Syat.g_01872
OG0000466	Syab.g_00343	Syat.g_01877
OG0000467	Syab.g_00341	Syat.g_01878
OG0000468	Syab.g_00336	Syat.g_01884
OG0000469	Syab.g_00318	Syat.g_02000
OG0000470	Syab.g_00316	Syat.g_02038
OG0000471	Syab.g_00315	Syat.g_02039
OG0000472	Syab.g_00313	Syat.g_02041
OG0000473	Syab.g_00311	Syat.g_02043
OG0000474	Syab.g_00310	Syat.g_02044
OG0000475	Syab.g_00309	Syat.g_02045
OG0000476	Syab.g_00307	Syat.g_02047
OG0000477	Syab.g_00301	Syat.g_02053
OG0000478	Syab.g_00300	Syat.g_02054
OG0000479	Syab.g_00299	Syat.g_02056
OG0000480	Syab.g_00292	Syat.g_02063
OG0000481	Syab.g_00290	Syat.g_02066
OG0000482	Syab.g_00289	Syat.g_02067
OG0000483	Syab.g_00285	Syat.g_02071
OG0000484	Syab.g_00284	Syat.g_02072
OG0000485	Syab.g_00283	Syat.g_02073
OG0000486	Syab.g_00282	Syat.g_02074
OG0000487	Syab.g_00276	Syat.g_02080
OG0000488	Syab.g_00272	Syat.g_02086
OG0000489	Syab.g_00256	Syat.g_02097
OG0000490	Syab.g_00247	Syat.g_02106
OG0000491	Syab.g_00245	Syat.g_02107
OG0000492	Syab.g_00243	Syat.g_02110
OG0000493	Syab.g_00242	Syat.g_02111
OG0000494	Syab.g_00241	Syat.g_02112
OG0000495	Syab.g_00240	Syat.g_02120
OG0000496	Syab.g_00239	Syat.g_02121
OG0000497	Syab.g_00238	Syat.g_02122
OG0000498	Syab.g_00237	Syat.g_02123
OG0000499	Syab.g_00236	Syat.g_02124
OG0000500	Syab.g_00235	Syat.g_02125
OG0000501	Syab.g_00232	Syat.g_02128
OG0000502	Syab.g_00224	Syat.g_02135
OG0000503	Syab.g_00523	Syat.g_01614
OG0000504	Syab.g_00525	Syat.g_01612
OG0000505	Syab.g_00526	Syat.g_01611
OG0000506	Syab.g_00528	Syat.g_01609
OG0000507	Syab.g_00533	Syat.g_01603
OG0000508	Syab.g_00537	Syat.g_01596
OG0000509	Syab.g_00539	Syat.g_01591
OG0000510	Syab.g_00540	Syat.g_01590
OG0000511	Syab.g_00541	Syat.g_01589
OG0000512	Syab.g_00543	Syat.g_01587
OG0000513	Syab.g_00555	Syat.g_02957
OG0000514	Syab.g_00566	Syat.g_02962
OG0000515	Syab.g_00567	Syat.g_02963
OG0000516	Syab.g_00575	Syat.g_02965
OG0000517	Syab.g_00582	Syat.g_02969
OG0000518	Syab.g_00594	Syat.g_01286
OG0000519	Syab.g_00610	Syat.g_01285
OG0000520	Syab.g_00611	Syat.g_01284
OG0000521	Syab.g_00624	Syat.g_01319
OG0000522	Syab.g_00626	Syat.g_01317
OG0000523	Syab.g_00627	Syat.g_01316
OG0000524	Syab.g_00640	Syat.g_01409
OG0000525	Syab.g_00671	Syat.g_01382
OG0000526	Syab.g_00689	Syat.g_01380
OG0000527	Syab.g_00695	Syat.g_01373
OG0000528	Syab.g_02092	Syat.g_03167
OG0000529	Syab.g_02097	Syat.g_03171
OG0000530	Syab.g_02100	Syat.g_03174
OG0000531	Syab.g_02101	Syat.g_03175
OG0000532	Syab.g_02104	Syat.g_03178
OG0000533	Syab.g_02106	Syat.g_03180
OG0000534	Syab.g_02107	Syat.g_03181
OG0000535	Syab.g_02108	Syat.g_03182
OG0000536	Syab.g_02109	Syat.g_03183
OG0000537	Syab.g_02110	Syat.g_03185
OG0000538	Syab.g_02122	Syat.g_03204
OG0000539	Syab.g_02123	Syat.g_03206
OG0000540	Syab.g_02124	Syat.g_03207
OG0000541	Syab.g_02125	Syat.g_03208
OG0000542	Syab.g_02128	Syat.g_03213
OG0000543	Syab.g_02130	Syat.g_03215
OG0000544	Syab.g_02131	Syat.g_03216
OG0000545	Syab.g_02133	Syat.g_03218
OG0000546	Syab.g_02135	Syat.g_03220
OG0000547	Syab.g_02137	Syat.g_03222
OG0000548	Syab.g_02138	Syat.g_03223
OG0000549	Syab.g_02144	Syat.g_01795
OG0000550	Syab.g_02149	Syat.g_01107
OG0000551	Syab.g_02153	Syat.g_01103
OG0000552	Syab.g_02154	Syat.g_01102
OG0000553	Syab.g_02046	Syat.g_01098
OG0000554	Syab.g_02040	Syat.g_03271
OG0000555	Syab.g_02026	Syat.g_00093
OG0000556	Syab.g_02022	Syat.g_00088
OG0000557	Syab.g_02019	Syat.g_00083
OG0000558	Syab.g_02016	Syat.g_00081
OG0000559	Syab.g_02012	Syat.g_00077
OG0000560	Syab.g_02009	Syat.g_00074
OG0000561	Syab.g_02008	Syat.g_00073
OG0000562	Syab.g_02007	Syat.g_00072
OG0000563	Syab.g_02006	Syat.g_00071
OG0000564	Syab.g_02005	Syat.g_00070
OG0000565	Syab.g_02001	Syat.g_00067
OG0000566	Syab.g_01997	Syat.g_00063
OG0000567	Syab.g_01993	Syat.g_00059
OG0000568	Syab.g_01991	Syat.g_00057
OG0000569	Syab.g_01990	Syat.g_00056
OG0000570	Syab.g_01989	Syat.g_00055
OG0000571	Syab.g_01986	Syat.g_00052
OG0000572	Syab.g_01969	Syat.g_00033
OG0000573	Syab.g_01960	Syat.g_00024
OG0000574	Syab.g_01959	Syat.g_00023
OG0000575	Syab.g_01954	Syat.g_00018
OG0000576	Syab.g_01952	Syat.g_00014
OG0000577	Syab.g_01951	Syat.g_00013
OG0000578	Syab.g_01950	Syat.g_00012
OG0000579	Syab.g_01949	Syat.g_00011
OG0000580	Syab.g_01948	Syat.g_00010
OG0000581	Syab.g_01934	Syat.g_00003
OG0000582	Syab.g_01929	Syat.g_03403
OG0000583	Syab.g_01928	Syat.g_03404
OG0000584	Syab.g_01927	Syat.g_03405
OG0000585	Syab.g_01924	Syat.g_03408
OG0000586	Syab.g_01923	Syat.g_03409
