Orthogroup	Syab	Syaj
OG0000246	Syab.g_02011	Syaj.g_00186
OG0000247	Syab.g_01999	Syaj.g_00197
OG0000248	Syab.g_01996	Syaj.g_00200
OG0000249	Syab.g_01994	Syaj.g_00202
OG0000250	Syab.g_01988	Syaj.g_00211
OG0000251	Syab.g_01961	Syaj.g_00237
OG0000252	Syab.g_01958	Syaj.g_00243
OG0000253	Syab.g_01956	Syaj.g_00245
OG0000254	Syab.g_01925	Syaj.g_01335
OG0000255	Syab.g_01912	Syaj.g_01315
OG0000256	Syab.g_01890	Syaj.g_01297
OG0000257	Syab.g_01885	Syaj.g_01292
OG0000258	Syab.g_01861	Syaj.g_01274
OG0000259	Syab.g_01538	Syaj.g_00707
OG0000260	Syab.g_01544	Syaj.g_00712
OG0000261	Syab.g_01556	Syaj.g_00715
OG0000262	Syab.g_01561	Syaj.g_00720
OG0000263	Syab.g_01035	Syaj.g_00605
OG0000264	Syab.g_01173	Syaj.g_00485
OG0000266	Syab.g_01667	Syaj.g_00946
OG0000267	Syab.g_01433	Syaj.g_00770
OG0000268	Syab.g_01432	Syaj.g_00771
OG0000269	Syab.g_01650	Syaj.g_01031
OG0000270	Syab.g_01657	Syaj.g_01025
OG0000271	Syab.g_01279	Syaj.g_01017
OG0000272	Syab.g_01280	Syaj.g_01016
OG0000273	Syab.g_01699	Syaj.g_00389
OG0000274	Syab.g_01700	Syaj.g_00388
OG0000275	Syab.g_01704	Syaj.g_00384
OG0000276	Syab.g_01712	Syaj.g_00377
OG0000277	Syab.g_01713	Syaj.g_00376
OG0000278	Syab.g_01716	Syaj.g_00373
OG0000279	Syab.g_01724	Syaj.g_00357
OG0000280	Syab.g_01736	Syaj.g_00348
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syaj.g_02670
OG0000282	Syab.g_01631	Syaj.g_00743
OG0000283	Syab.g_01418	Syaj.g_00790
OG0000284	Syab.g_01413	Syaj.g_00930
OG0000285	Syab.g_01402	Syaj.g_00917
OG0000286	Syab.g_01384	Syaj.g_00899
OG0000287	Syab.g_01350	Syaj.g_00849
OG0000288	Syab.g_01318	Syaj.g_00815
OG0000289	Syab.g_01303	Syaj.g_00800
OG0000290	Syab.g_01213	Syaj.g_00424
OG0000291	Syab.g_01211	Syaj.g_00426
OG0000292	Syab.g_02907	Syaj.g_02255
OG0000293	Syab.g_00946	Syaj.g_00290
OG0000294	Syab.g_00947	Syaj.g_00291
OG0000295	Syab.g_01001	Syaj.g_00330
OG0000296	Syab.g_01003	Syaj.g_00332
OG0000297	Syab.g_01016	Syaj.g_00639
OG0000298	Syab.g_01017	Syaj.g_00638
OG0000299	Syab.g_01047	Syaj.g_00592
OG0000300	Syab.g_01054	Syaj.g_00586
OG0000301	Syab.g_01055	Syaj.g_00585
OG0000302	Syab.g_01056	Syaj.g_00582
OG0000303	Syab.g_01149	Syaj.g_00572
OG0000304	Syab.g_01143	Syaj.g_00566
OG0000305	Syab.g_01208	Syaj.g_00429
OG0000306	Syab.g_01819	Syaj.g_01126
OG0000307	Syab.g_02078	Syaj.g_00051
OG0000308	Syab.g_02076	Syaj.g_00049
OG0000309	Syab.g_02071	Syaj.g_00044
OG0000310	Syab.g_00817	Syaj.g_01358
OG0000311	Syab.g_00811	Syaj.g_01362
OG0000312	Syab.g_00793	Syaj.g_01368
OG0000313	Syab.g_00769	Syaj.g_01386
OG0000314	Syab.g_00736	Syaj.g_01420
OG0000315	Syab.g_00726	Syaj.g_01430
OG0000316	Syab.g_02189	Syaj.g_01664
OG0000317	Syab.g_02251	Syaj.g_01715
OG0000318	Syab.g_02257	Syaj.g_01722
OG0000319	Syab.g_02291	Syaj.g_01741
OG0000320	Syab.g_02293	Syaj.g_01743
OG0000321	Syab.g_02294	Syaj.g_01744
OG0000322	Syab.g_02295	Syaj.g_01745
OG0000323	Syab.g_02310	Syaj.g_01760
OG0000324	Syab.g_02341	Syaj.g_01609
OG0000325	Syab.g_00368	Syaj.g_02638
OG0000326	Syab.g_00375	Syaj.g_02645
OG0000327	Syab.g_00402	Syaj.g_02693
OG0000328	Syab.g_00403	Syaj.g_02694
OG0000329	Syab.g_00420	Syaj.g_02712
OG0000330	Syab.g_00421	Syaj.g_02713
OG0000331	Syab.g_00422	Syaj.g_02714
OG0000332	Syab.g_00437	Syaj.g_02729
OG0000333	Syab.g_00440	Syaj.g_02732
OG0000334	Syab.g_00450	Syaj.g_02741
OG0000335	Syab.g_00455	Syaj.g_02746
OG0000336	Syab.g_00459	Syaj.g_02750
OG0000337	Syab.g_00210	Syaj.g_02466
OG0000338	Syab.g_00207	Syaj.g_02462
OG0000339	Syab.g_00201	Syaj.g_02455
OG0000340	Syab.g_00135	Syaj.g_02443
OG0000341	Syab.g_00157, Syab.g_00133	Syaj.g_02441
OG0000342	Syab.g_00132	Syaj.g_02440
OG0000343	Syab.g_00131	Syaj.g_02437
OG0000344	Syab.g_00127	Syaj.g_02433
OG0000345	Syab.g_00117	Syaj.g_02421
OG0000346	Syab.g_00112	Syaj.g_02416
OG0000347	Syab.g_00087	Syaj.g_02383
OG0000348	Syab.g_00076	Syaj.g_02333
OG0000349	Syab.g_00054	Syaj.g_02314
OG0000350	Syab.g_00382	Syaj.g_02652
OG0000351	Syab.g_02879	Syaj.g_02234
OG0000352	Syab.g_02880	Syaj.g_02235
OG0000353	Syab.g_02913	Syaj.g_02261
OG0000354	Syab.g_02140	Syaj.g_00114
OG0000354	Syab.g_00020	Syaj.g_02281
OG0000355	Syab.g_00001	Syaj.g_02263
OG0000356	Syab.g_00002	Syaj.g_02264
OG0000357	Syab.g_00003	Syaj.g_02265
OG0000358	Syab.g_00007	Syaj.g_02269
OG0000359	Syab.g_00009	Syaj.g_02271
OG0000360	Syab.g_00010	Syaj.g_02272
OG0000361	Syab.g_00011	Syaj.g_02273
OG0000362	Syab.g_00013	Syaj.g_02275
OG0000363	Syab.g_00015	Syaj.g_02277
OG0000364	Syab.g_00016	Syaj.g_02278
OG0000365	Syab.g_00026	Syaj.g_02287
OG0000366	Syab.g_00027	Syaj.g_02288
OG0000367	Syab.g_00028	Syaj.g_02289
OG0000368	Syab.g_00030	Syaj.g_02291
OG0000369	Syab.g_00031	Syaj.g_02292
OG0000370	Syab.g_00032	Syaj.g_02293
OG0000371	Syab.g_00711, Syab.g_00039	Syaj.g_02301
OG0000372	Syab.g_00045	Syaj.g_02307
OG0000373	Syab.g_00046	Syaj.g_02308
OG0000374	Syab.g_00047	Syaj.g_02309
OG0000375	Syab.g_00050	Syaj.g_02310
OG0000376	Syab.g_00052	Syaj.g_02312
OG0000377	Syab.g_02748	Syaj.g_02105
OG0000378	Syab.g_02717	Syaj.g_02091
OG0000379	Syab.g_02714	Syaj.g_02086
OG0000380	Syab.g_02432	Syaj.g_01815
OG0000381	Syab.g_02435	Syaj.g_01819
OG0000382	Syab.g_02453	Syaj.g_01836
OG0000383	Syab.g_02459	Syaj.g_01839
OG0000384	Syab.g_02460	Syaj.g_01840
OG0000385	Syab.g_02461	Syaj.g_01841
OG0000386	Syab.g_02462	Syaj.g_01842
OG0000387	Syab.g_02491	Syaj.g_01878
OG0000388	Syab.g_02495	Syaj.g_01882
OG0000389	Syab.g_02499	Syaj.g_01886
OG0000390	Syab.g_02516	Syaj.g_01904
OG0000391	Syab.g_02521	Syaj.g_01909
OG0000392	Syab.g_02527	Syaj.g_01918
OG0000393	Syab.g_02530	Syaj.g_01922
OG0000394	Syab.g_02531	Syaj.g_01923
OG0000395	Syab.g_02532	Syaj.g_01924
OG0000396	Syab.g_02535	Syaj.g_01928
OG0000397	Syab.g_02537	Syaj.g_01930
OG0000398	Syab.g_02542	Syaj.g_01935
OG0000399	Syab.g_02543	Syaj.g_01936
OG0000400	Syab.g_02544	Syaj.g_01937
OG0000401	Syab.g_02545	Syaj.g_01938
OG0000402	Syab.g_02547	Syaj.g_01940
OG0000403	Syab.g_02548	Syaj.g_01941
OG0000404	Syab.g_02550	Syaj.g_01943
OG0000405	Syab.g_02562	Syaj.g_01961
OG0000406	Syab.g_02566	Syaj.g_01966
OG0000407	Syab.g_02567	Syaj.g_01967
OG0000408	Syab.g_02569	Syaj.g_01970
OG0000409	Syab.g_02571	Syaj.g_01972
OG0000410	Syab.g_02572	Syaj.g_01973
OG0000411	Syab.g_02573	Syaj.g_01974
OG0000412	Syab.g_02574	Syaj.g_01975
OG0000413	Syab.g_02576	Syaj.g_01977
OG0000415	Syab.g_02578	Syaj.g_01978
OG0000416	Syab.g_02579	Syaj.g_01979
OG0000417	Syab.g_02580	Syaj.g_01980
OG0000418	Syab.g_02585	Syaj.g_01985
OG0000419	Syab.g_02587	Syaj.g_01987
OG0000420	Syab.g_02589	Syaj.g_01989
OG0000421	Syab.g_02595	Syaj.g_01994
OG0000422	Syab.g_02596	Syaj.g_01995
OG0000423	Syab.g_02597	Syaj.g_01996
OG0000424	Syab.g_02598	Syaj.g_01997
OG0000425	Syab.g_02599	Syaj.g_01998
OG0000426	Syab.g_02600	Syaj.g_01999
OG0000427	Syab.g_02601	Syaj.g_02000
OG0000428	Syab.g_02604	Syaj.g_02003
OG0000429	Syab.g_02608	Syaj.g_02005
OG0000430	Syab.g_02610	Syaj.g_02007
OG0000431	Syab.g_02613	Syaj.g_02010
OG0000432	Syab.g_02619	Syaj.g_02017
OG0000433	Syab.g_02622	Syaj.g_02020
OG0000434	Syab.g_02623	Syaj.g_02021
OG0000435	Syab.g_02625	Syaj.g_02023
OG0000436	Syab.g_02632	Syaj.g_02029
OG0000437	Syab.g_02633	Syaj.g_02030
OG0000438	Syab.g_02634	Syaj.g_02031
OG0000439	Syab.g_02636	Syaj.g_02033
OG0000440	Syab.g_02637	Syaj.g_02034
OG0000441	Syab.g_02641	Syaj.g_02038
OG0000442	Syab.g_02642	Syaj.g_02039
OG0000443	Syab.g_02668	Syaj.g_02040
OG0000444	Syab.g_02681	Syaj.g_02052
OG0000445	Syab.g_02682	Syaj.g_02053
OG0000446	Syab.g_02684	Syaj.g_02055
OG0000447	Syab.g_02687	Syaj.g_02058
OG0000448	Syab.g_02688	Syaj.g_02059
OG0000449	Syab.g_02689	Syaj.g_02060
OG0000450	Syab.g_02695	Syaj.g_02067
OG0000451	Syab.g_02696	Syaj.g_02068
OG0000452	Syab.g_02701	Syaj.g_02072
OG0000453	Syab.g_02702	Syaj.g_02073
OG0000454	Syab.g_02703	Syaj.g_02074
OG0000455	Syab.g_02704	Syaj.g_02075
OG0000456	Syab.g_02705	Syaj.g_02076
OG0000457	Syab.g_02707	Syaj.g_02078
OG0000458	Syab.g_02708	Syaj.g_02079
OG0000459	Syab.g_02709	Syaj.g_02080
OG0000460	Syab.g_02372	Syaj.g_02858
OG0000461	Syab.g_00356	Syaj.g_02623
OG0000462	Syab.g_00352	Syaj.g_02620
OG0000463	Syab.g_00351	Syaj.g_02619
OG0000464	Syab.g_00350	Syaj.g_02618
OG0000465	Syab.g_00349	Syaj.g_02617
OG0000466	Syab.g_00343	Syaj.g_02612
OG0000467	Syab.g_00341	Syaj.g_02610
OG0000468	Syab.g_00336	Syaj.g_02605
OG0000469	Syab.g_00318	Syaj.g_02590
OG0000470	Syab.g_00316	Syaj.g_02586
OG0000471	Syab.g_00315	Syaj.g_02585
OG0000472	Syab.g_00313	Syaj.g_02583
OG0000473	Syab.g_00311	Syaj.g_02581
OG0000474	Syab.g_00310	Syaj.g_02580
OG0000475	Syab.g_00309	Syaj.g_02579
OG0000476	Syab.g_00307	Syaj.g_02577
OG0000477	Syab.g_00301	Syaj.g_02571
OG0000478	Syab.g_00300	Syaj.g_02570
OG0000479	Syab.g_00299	Syaj.g_02569
OG0000480	Syab.g_00292	Syaj.g_02562
OG0000481	Syab.g_00290	Syaj.g_02560
OG0000482	Syab.g_00289	Syaj.g_02559
OG0000483	Syab.g_00285	Syaj.g_02555
OG0000484	Syab.g_00284	Syaj.g_02554
OG0000485	Syab.g_00283	Syaj.g_02553
OG0000486	Syab.g_00282	Syaj.g_02552
OG0000487	Syab.g_00276	Syaj.g_02546
OG0000488	Syab.g_00272	Syaj.g_02542
OG0000489	Syab.g_00256	Syaj.g_02529
OG0000490	Syab.g_00247	Syaj.g_02519
OG0000491	Syab.g_00245	Syaj.g_02517
OG0000492	Syab.g_00243	Syaj.g_02515
OG0000493	Syab.g_00242	Syaj.g_02514
OG0000494	Syab.g_00241	Syaj.g_02513
OG0000495	Syab.g_00240	Syaj.g_02512
OG0000496	Syab.g_00239	Syaj.g_02511
OG0000497	Syab.g_00238	Syaj.g_02510
OG0000498	Syab.g_00237	Syaj.g_02509
OG0000499	Syab.g_00236	Syaj.g_02508
OG0000500	Syab.g_00235	Syaj.g_02507
OG0000501	Syab.g_00232	Syaj.g_02504
OG0000502	Syab.g_00224	Syaj.g_02492
OG0000503	Syab.g_00523	Syaj.g_02805
OG0000504	Syab.g_00525	Syaj.g_02807
OG0000505	Syab.g_00526	Syaj.g_02808
OG0000506	Syab.g_00528	Syaj.g_02810
OG0000507	Syab.g_00533	Syaj.g_02816
OG0000508	Syab.g_00537	Syaj.g_02820
OG0000509	Syab.g_00539	Syaj.g_02822
OG0000510	Syab.g_00540	Syaj.g_02823
OG0000511	Syab.g_00541	Syaj.g_02824
OG0000512	Syab.g_00543	Syaj.g_02826
OG0000513	Syab.g_00555	Syaj.g_02833
OG0000514	Syab.g_00566	Syaj.g_02839
OG0000515	Syab.g_00567	Syaj.g_02840
OG0000516	Syab.g_00575	Syaj.g_01561
OG0000517	Syab.g_00582	Syaj.g_01556
OG0000518	Syab.g_00594	Syaj.g_01544
OG0000519	Syab.g_00610	Syaj.g_01543
OG0000520	Syab.g_00611	Syaj.g_01542
OG0000521	Syab.g_00624	Syaj.g_00271
OG0000522	Syab.g_00626	Syaj.g_00273
OG0000523	Syab.g_00627	Syaj.g_00274
OG0000524	Syab.g_00640	Syaj.g_01485
OG0000525	Syab.g_00671	Syaj.g_01454
OG0000526	Syab.g_00689	Syaj.g_01451
OG0000527	Syab.g_00695	Syaj.g_01446
OG0000528	Syab.g_02092	Syaj.g_00065
OG0000529	Syab.g_02097	Syaj.g_00073
OG0000530	Syab.g_02100	Syaj.g_00076
OG0000531	Syab.g_02101	Syaj.g_00077
OG0000532	Syab.g_02104	Syaj.g_00080
OG0000533	Syab.g_02106	Syaj.g_00081
OG0000534	Syab.g_02107	Syaj.g_00082
OG0000535	Syab.g_02108	Syaj.g_00083
OG0000536	Syab.g_02109	Syaj.g_00084
OG0000537	Syab.g_02110	Syaj.g_00085
OG0000538	Syab.g_02122	Syaj.g_00096
OG0000539	Syab.g_02123	Syaj.g_00097
OG0000540	Syab.g_02124	Syaj.g_00098
OG0000541	Syab.g_02125	Syaj.g_00099
OG0000542	Syab.g_02128	Syaj.g_00102
OG0000543	Syab.g_02130	Syaj.g_00104
OG0000544	Syab.g_02131	Syaj.g_00105
OG0000545	Syab.g_02133	Syaj.g_00107
OG0000546	Syab.g_02135	Syaj.g_00109
OG0000547	Syab.g_02137	Syaj.g_00111
OG0000548	Syab.g_02138	Syaj.g_00112
OG0000549	Syab.g_02144	Syaj.g_00118
OG0000550	Syab.g_02149	Syaj.g_00123
OG0000551	Syab.g_02153	Syaj.g_00128
OG0000552	Syab.g_02154	Syaj.g_00129
