Orthogroup	Syab	Syan
OG0000136	Syab.g_00588	Syan.g_01342
OG0000137	Syab.g_00697	Syan.g_02846
OG0000138	Syab.g_02113	Syan.g_02747
OG0000139	Syab.g_02035	Syan.g_01160
OG0000140	Syab.g_02033	Syan.g_00042
OG0000141	Syab.g_01931	Syan.g_01032
OG0000142	Syab.g_01873	Syan.g_00816
OG0000143	Syab.g_01870	Syan.g_00812
OG0000144	Syab.g_01757	Syan.g_00782
OG0000145	Syab.g_02120	Syan.g_02740
OG0000146	Syab.g_01393	Syan.g_00555, Syan.g_00253
OG0000147	Syab.g_01394	Syan.g_00254, Syan.g_00554
OG0000148	Syab.g_01682	Syan.g_00670
OG0000149	Syab.g_01720	Syan.g_00393
OG0000150	Syab.g_01930	Syan.g_01031
OG0000151	Syab.g_01612	Syan.g_00731
OG0000152	Syab.g_01383	Syan.g_00565
OG0000153	Syab.g_01343	Syan.g_00601
OG0000154	Syab.g_01317	Syan.g_00363
OG0000155	Syab.g_01009	Syan.g_02654
OG0000156	Syab.g_00933	Syan.g_02717
OG0000157	Syab.g_00932	Syan.g_02718
OG0000158	Syab.g_00161	Syan.g_01078, Syan.g_01926
OG0000159	Syab.g_00148	Syan.g_01126
OG0000160	Syab.g_00774	Syan.g_01274
OG0000161	Syab.g_00766	Syan.g_01268
OG0000162	Syab.g_00755	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Syab.g_02173	Syan.g_02405
OG0000164	Syab.g_02307	Syan.g_01440
OG0000165	Syab.g_02316	Syan.g_01448
OG0000166	Syab.g_00407	Syan.g_02239
OG0000167	Syab.g_00205	Syan.g_01941
OG0000168	Syab.g_00136	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syab.g_00125	Syan.g_01912
OG0000170	Syab.g_00118	Syan.g_01901
OG0000171	Syab.g_00089	Syan.g_01875
OG0000172	Syab.g_00080	Syan.g_01810
OG0000173	Syab.g_00061	Syan.g_01720
OG0000174	Syab.g_02819	Syan.g_01619
OG0000175	Syab.g_02876	Syan.g_01678, Syan.g_00258
OG0000176	Syab.g_00004	Syan.g_01801
OG0000177	Syab.g_00005	Syan.g_01775
OG0000178	Syab.g_00006	Syan.g_01774
OG0000179	Syab.g_00022	Syan.g_01759
OG0000180	Syab.g_00023	Syan.g_01758
OG0000181	Syab.g_00024	Syan.g_01757
OG0000182	Syab.g_00025	Syan.g_01756
OG0000183	Syab.g_00029	Syan.g_01752
OG0000184	Syab.g_02738	Syan.g_01549
OG0000185	Syab.g_02715	Syan.g_01540
OG0000186	Syab.g_02430	Syan.g_02902
OG0000187	Syab.g_02431	Syan.g_02904
OG0000188	Syab.g_02454	Syan.g_02926
OG0000189	Syab.g_02487	Syan.g_02966
OG0000190	Syab.g_00190, Syab.g_00139	Syan.g_00971
OG0000191	Syab.g_02522	Syan.g_02300
OG0000192	Syab.g_02528	Syan.g_02294
OG0000193	Syab.g_02565	Syan.g_03009
OG0000194	Syab.g_02568	Syan.g_03012
OG0000196	Syab.g_02581	Syan.g_03026
OG0000197	Syab.g_02582	Syan.g_03027
OG0000198	Syab.g_02583	Syan.g_03028
OG0000199	Syab.g_02591	Syan.g_03037
OG0000200	Syab.g_02611	Syan.g_03055
OG0000202	Syab.g_02629	Syan.g_03075
OG0000203	Syab.g_02630	Syan.g_03076
OG0000204	Syab.g_02631	Syan.g_03077
OG0000205	Syab.g_02638	Syan.g_03087
OG0000206	Syab.g_02674	Syan.g_03095
OG0000207	Syab.g_02677	Syan.g_03100
OG0000208	Syab.g_02678	Syan.g_03101
OG0000209	Syab.g_02698	Syan.g_01521
OG0000210	Syab.g_02699	Syan.g_01522
OG0000211	Syab.g_02374	Syan.g_02416
OG0000212	Syab.g_02365	Syan.g_01508, Syan.g_02438
OG0000213	Syab.g_00332	Syan.g_02059
OG0000214	Syab.g_00312	Syan.g_02040
OG0000215	Syab.g_00281	Syan.g_02010
OG0000216	Syab.g_00277	Syan.g_02006
OG0000217	Syab.g_00273	Syan.g_02001
OG0000218	Syab.g_00271	Syan.g_01999
OG0000219	Syab.g_00270	Syan.g_01998
OG0000220	Syab.g_00269	Syan.g_01997
OG0000221	Syab.g_00257	Syan.g_01994
OG0000222	Syab.g_00244	Syan.g_01981
OG0000223	Syab.g_00226	Syan.g_00228
OG0000224	Syab.g_00223	Syan.g_01959
OG0000225	Syab.g_00538	Syan.g_02997
OG0000226	Syab.g_00542	Syan.g_02990
OG0000227	Syab.g_00544	Syan.g_02988
OG0000228	Syab.g_00550	Syan.g_02315
OG0000229	Syab.g_00583	Syan.g_02396
OG0000230	Syab.g_00585	Syan.g_02398
OG0000231	Syab.g_00613	Syan.g_01333
OG0000232	Syab.g_00631	Syan.g_02801
OG0000233	Syab.g_00645	Syan.g_02876
OG0000234	Syab.g_00699	Syan.g_02844
OG0000235	Syab.g_02095	Syan.g_02765
OG0000236	Syab.g_02111	Syan.g_02749
OG0000237	Syab.g_02129	Syan.g_02731
OG0000238	Syab.g_02134	Syan.g_02726
OG0000239	Syab.g_02151	Syan.g_01187
OG0000240	Syab.g_02152	Syan.g_01186
OG0000241	Syab.g_01884	Syan.g_00822
OG0000242	Syab.g_02043	Syan.g_01168
OG0000243	Syab.g_02025	Syan.g_00840
OG0000244	Syab.g_02017	Syan.g_00848
OG0000245	Syab.g_02015	Syan.g_00850
OG0000246	Syab.g_02011	Syan.g_00854
OG0000247	Syab.g_01999	Syan.g_00866
OG0000248	Syab.g_01996	Syan.g_00869
OG0000249	Syab.g_01994	Syan.g_00871
OG0000250	Syab.g_01988	Syan.g_00878
OG0000251	Syab.g_01961	Syan.g_00961
OG0000252	Syab.g_01958	Syan.g_00966
OG0000253	Syab.g_01956	Syan.g_01000
OG0000254	Syab.g_01925	Syan.g_01026
OG0000255	Syab.g_01912	Syan.g_00978
OG0000256	Syab.g_01890	Syan.g_00001, Syan.g_01135
OG0000257	Syab.g_01885	Syan.g_00827
OG0000258	Syab.g_01861	Syan.g_00803
OG0000259	Syab.g_01538	Syan.g_00772
OG0000260	Syab.g_01544	Syan.g_00769
OG0000261	Syab.g_01556	Syan.g_00765
OG0000262	Syab.g_01561	Syan.g_00760
OG0000263	Syab.g_01035	Syan.g_02618
OG0000264	Syab.g_01173	Syan.g_00540
OG0000266	Syab.g_01667	Syan.g_00330
OG0000267	Syab.g_01433	Syan.g_00470
OG0000268	Syab.g_01432	Syan.g_00471
OG0000269	Syab.g_01650	Syan.g_00695
OG0000270	Syab.g_01657	Syan.g_00692
OG0000271	Syab.g_01279	Syan.g_00684
OG0000272	Syab.g_01280	Syan.g_00683
OG0000273	Syab.g_01699	Syan.g_00654
OG0000274	Syab.g_01700	Syan.g_00653
OG0000275	Syab.g_01704	Syan.g_00373
OG0000276	Syab.g_01712	Syan.g_00380
OG0000277	Syab.g_01713	Syan.g_00381
OG0000278	Syab.g_01716	Syan.g_00384
OG0000279	Syab.g_01724	Syan.g_00398
OG0000280	Syab.g_01736	Syan.g_00518
OG0000282	Syab.g_01631	Syan.g_00739
OG0000283	Syab.g_01418	Syan.g_00491
OG0000284	Syab.g_01413	Syan.g_00497
OG0000285	Syab.g_01402	Syan.g_00533
OG0000286	Syab.g_01384	Syan.g_00564
OG0000287	Syab.g_01350	Syan.g_00593
OG0000288	Syab.g_01318	Syan.g_00364
OG0000289	Syab.g_01303	Syan.g_00350
OG0000290	Syab.g_01213	Syan.g_00293
OG0000291	Syab.g_01211	Syan.g_00291
OG0000292	Syab.g_02907	Syan.g_01703
OG0000293	Syab.g_00946	Syan.g_02709
OG0000294	Syab.g_00947	Syan.g_02708
OG0000295	Syab.g_01001	Syan.g_02662
OG0000296	Syab.g_01003	Syan.g_02660
OG0000297	Syab.g_01016	Syan.g_02646
OG0000298	Syab.g_01017	Syan.g_02645
OG0000299	Syab.g_01047	Syan.g_02601
OG0000300	Syab.g_01054	Syan.g_02593, Syan.g_02594
OG0000301	Syab.g_01055	Syan.g_02592
OG0000302	Syab.g_01056	Syan.g_02591
OG0000303	Syab.g_01149	Syan.g_02582
OG0000304	Syab.g_01143	Syan.g_02556
OG0000305	Syab.g_01208	Syan.g_00195
OG0000306	Syab.g_01819	Syan.g_00087
OG0000307	Syab.g_02078	Syan.g_02782
OG0000308	Syab.g_02076	Syan.g_02784
OG0000309	Syab.g_02071	Syan.g_02883
OG0000310	Syab.g_00817	Syan.g_01304
OG0000311	Syab.g_00811	Syan.g_01299
OG0000312	Syab.g_00793	Syan.g_01290
OG0000313	Syab.g_00769	Syan.g_01271
OG0000314	Syab.g_00736	Syan.g_02823
OG0000315	Syab.g_00726	Syan.g_02833
OG0000316	Syab.g_02189	Syan.g_01354
OG0000317	Syab.g_02251	Syan.g_01396
OG0000318	Syab.g_02257	Syan.g_01401
OG0000319	Syab.g_02291	Syan.g_01425
OG0000320	Syab.g_02293	Syan.g_01427
OG0000321	Syab.g_02294	Syan.g_01428
OG0000322	Syab.g_02295	Syan.g_01429
OG0000323	Syab.g_02310	Syan.g_01442
OG0000324	Syab.g_02341	Syan.g_01472
OG0000325	Syab.g_00368	Syan.g_02107
OG0000326	Syab.g_00375	Syan.g_02114
OG0000327	Syab.g_00402	Syan.g_02244
OG0000328	Syab.g_00403	Syan.g_02243
OG0000329	Syab.g_00420	Syan.g_02225
OG0000330	Syab.g_00421	Syan.g_02224
OG0000331	Syab.g_00422	Syan.g_02223
OG0000332	Syab.g_00437	Syan.g_02208
OG0000333	Syab.g_00440	Syan.g_02205
OG0000334	Syab.g_00450	Syan.g_00247, Syan.g_02194
OG0000335	Syab.g_00455	Syan.g_02189
OG0000336	Syab.g_00459	Syan.g_02185
OG0000337	Syab.g_00210	Syan.g_01949
OG0000338	Syab.g_00207	Syan.g_01943
OG0000339	Syab.g_00201	Syan.g_01935, Syan.g_00264
OG0000340	Syab.g_00135	Syan.g_01923
OG0000341	Syab.g_00157, Syab.g_00133	Syan.g_01921
OG0000342	Syab.g_00132	Syan.g_01920
OG0000343	Syab.g_00131	Syan.g_01918
OG0000344	Syab.g_00127	Syan.g_01914
OG0000345	Syab.g_00117	Syan.g_01900
OG0000346	Syab.g_00112	Syan.g_01895
OG0000347	Syab.g_00087	Syan.g_01867
OG0000348	Syab.g_00076	Syan.g_01803
OG0000349	Syab.g_00054	Syan.g_01727
OG0000350	Syab.g_00382	Syan.g_02121
OG0000351	Syab.g_02879	Syan.g_01682
OG0000352	Syab.g_02880	Syan.g_01683
OG0000353	Syab.g_02913	Syan.g_01795
OG0000354	Syab.g_02140	Syan.g_02720
OG0000354	Syab.g_00020	Syan.g_01761
OG0000355	Syab.g_00001	Syan.g_01797
OG0000356	Syab.g_00002	Syan.g_01798
OG0000357	Syab.g_00003	Syan.g_01800
OG0000358	Syab.g_00007	Syan.g_01773
OG0000359	Syab.g_00009	Syan.g_01771
OG0000360	Syab.g_00010	Syan.g_01770
OG0000361	Syab.g_00011	Syan.g_01769
OG0000362	Syab.g_00013	Syan.g_01767
OG0000363	Syab.g_00015	Syan.g_01765
OG0000364	Syab.g_00016	Syan.g_01398
OG0000365	Syab.g_00026	Syan.g_01755
OG0000366	Syab.g_00027	Syan.g_01754
OG0000367	Syab.g_00028	Syan.g_01753
OG0000368	Syab.g_00030	Syan.g_01751
OG0000369	Syab.g_00031	Syan.g_01750
OG0000370	Syab.g_00032	Syan.g_01749
OG0000371	Syab.g_00711, Syab.g_00039	Syan.g_01740
OG0000372	Syab.g_00045	Syan.g_01734
OG0000373	Syab.g_00046	Syan.g_01733
OG0000374	Syab.g_00047	Syan.g_01732
OG0000375	Syab.g_00050	Syan.g_01731
OG0000376	Syab.g_00052	Syan.g_01729
OG0000377	Syab.g_02748	Syan.g_01555
OG0000378	Syab.g_02717	Syan.g_01543
OG0000379	Syab.g_02714	Syan.g_01539
OG0000380	Syab.g_02432	Syan.g_02905
OG0000381	Syab.g_02435	Syan.g_02908
OG0000382	Syab.g_02453	Syan.g_02925
OG0000383	Syab.g_02459	Syan.g_02936
OG0000384	Syab.g_02460	Syan.g_02937
OG0000385	Syab.g_02461	Syan.g_02938
OG0000386	Syab.g_02462	Syan.g_02939
OG0000387	Syab.g_02491	Syan.g_00967
OG0000388	Syab.g_02495	Syan.g_02970
OG0000389	Syab.g_02499	Syan.g_02973
OG0000390	Syab.g_02516	Syan.g_02306
OG0000391	Syab.g_02521	Syan.g_02301
OG0000392	Syab.g_02527	Syan.g_02295
OG0000393	Syab.g_02530	Syan.g_02292
OG0000394	Syab.g_02531	Syan.g_02291
OG0000395	Syab.g_02532	Syan.g_02290
OG0000396	Syab.g_02535	Syan.g_02287
OG0000397	Syab.g_02537	Syan.g_02285
OG0000398	Syab.g_02542	Syan.g_02279
OG0000399	Syab.g_02543	Syan.g_02278
OG0000400	Syab.g_02544	Syan.g_02277
OG0000401	Syab.g_02545	Syan.g_02274
OG0000402	Syab.g_02547	Syan.g_02272
OG0000403	Syab.g_02548	Syan.g_02271
OG0000404	Syab.g_02550	Syan.g_02269
OG0000405	Syab.g_02562	Syan.g_03005
OG0000406	Syab.g_02566	Syan.g_03010
OG0000407	Syab.g_02567	Syan.g_03011
OG0000408	Syab.g_02569	Syan.g_03013
OG0000409	Syab.g_02571	Syan.g_03015
OG0000410	Syab.g_02572	Syan.g_03016
OG0000411	Syab.g_02573	Syan.g_03017
OG0000412	Syab.g_02574	Syan.g_03018
OG0000413	Syab.g_02576	Syan.g_03020
OG0000414	Syab.g_02577	Syan.g_03021
OG0000415	Syab.g_02578	Syan.g_03022
OG0000416	Syab.g_02579	Syan.g_03023
OG0000417	Syab.g_02580	Syan.g_03025
OG0000418	Syab.g_02585	Syan.g_03030
OG0000419	Syab.g_02587	Syan.g_03033
OG0000420	Syab.g_02589	Syan.g_03035
OG0000421	Syab.g_02595	Syan.g_03040
OG0000422	Syab.g_02596	Syan.g_03041
OG0000423	Syab.g_02597	Syan.g_03042
OG0000424	Syab.g_02598	Syan.g_03043
OG0000425	Syab.g_02599	Syan.g_03044
OG0000426	Syab.g_02600	Syan.g_03045
OG0000427	Syab.g_02601	Syan.g_03046
OG0000428	Syab.g_02604	Syan.g_03049
OG0000429	Syab.g_02608	Syan.g_03051
OG0000430	Syab.g_02610	Syan.g_03053
OG0000431	Syab.g_02613	Syan.g_03058
OG0000432	Syab.g_02619	Syan.g_03065
OG0000433	Syab.g_02622	Syan.g_03068
OG0000434	Syab.g_02623	Syan.g_03069
OG0000435	Syab.g_02625	Syan.g_03071
OG0000436	Syab.g_02632	Syan.g_03079
OG0000437	Syab.g_02633	Syan.g_03080
OG0000438	Syab.g_02634	Syan.g_03083
OG0000439	Syab.g_02636	Syan.g_03085
OG0000440	Syab.g_02637	Syan.g_03086
OG0000441	Syab.g_02641	Syan.g_03089
OG0000442	Syab.g_02642	Syan.g_03090
OG0000443	Syab.g_02668	Syan.g_03094
OG0000444	Syab.g_02681	Syan.g_03102
OG0000445	Syab.g_02682	Syan.g_03103
OG0000446	Syab.g_02684	Syan.g_03105
OG0000447	Syab.g_02687	Syan.g_03111
OG0000448	Syab.g_02688	Syan.g_03112
OG0000449	Syab.g_02689	Syan.g_03113
OG0000450	Syab.g_02695	Syan.g_01518
OG0000451	Syab.g_02696	Syan.g_01519
OG0000452	Syab.g_02701	Syan.g_01523
OG0000453	Syab.g_02702	Syan.g_01524
OG0000454	Syab.g_02703	Syan.g_01525
OG0000455	Syab.g_02704	Syan.g_01526
OG0000456	Syab.g_02705	Syan.g_01527
OG0000457	Syab.g_02707	Syan.g_01529
OG0000458	Syab.g_02708	Syan.g_01530
OG0000459	Syab.g_02709	Syan.g_01531
OG0000460	Syab.g_02372	Syan.g_02423
OG0000461	Syab.g_00356	Syan.g_02099
OG0000462	Syab.g_00352	Syan.g_02096
OG0000463	Syab.g_00351	Syan.g_02095
OG0000464	Syab.g_00350	Syan.g_02094
OG0000465	Syab.g_00349	Syan.g_02092
OG0000466	Syab.g_00343	Syan.g_02087
OG0000467	Syab.g_00341	Syan.g_02086
OG0000468	Syab.g_00336	Syan.g_02063
OG0000469	Syab.g_00318	Syan.g_02046
OG0000470	Syab.g_00316	Syan.g_02044
OG0000471	Syab.g_00315	Syan.g_02043
OG0000472	Syab.g_00313	Syan.g_02041
OG0000473	Syab.g_00311	Syan.g_02039
OG0000474	Syab.g_00310	Syan.g_02038
OG0000475	Syab.g_00309	Syan.g_02037
OG0000476	Syab.g_00307	Syan.g_02035
OG0000477	Syab.g_00301	Syan.g_02029
OG0000478	Syab.g_00300	Syan.g_02028
OG0000479	Syab.g_00299	Syan.g_02027
OG0000480	Syab.g_00292	Syan.g_02020
OG0000481	Syab.g_00290	Syan.g_00975
OG0000482	Syab.g_00289	Syan.g_02018
OG0000483	Syab.g_00285	Syan.g_02014
OG0000484	Syab.g_00284	Syan.g_02013
OG0000485	Syab.g_00283	Syan.g_02012
OG0000486	Syab.g_00282	Syan.g_02011
OG0000487	Syab.g_00276	Syan.g_02005
OG0000488	Syab.g_00272	Syan.g_02000
OG0000489	Syab.g_00256	Syan.g_01993
OG0000490	Syab.g_00247	Syan.g_01985
OG0000491	Syab.g_00245	Syan.g_01983
OG0000492	Syab.g_00243	Syan.g_01980
OG0000493	Syab.g_00242	Syan.g_01979
OG0000494	Syab.g_00241	Syan.g_01978
OG0000495	Syab.g_00240	Syan.g_01977
OG0000496	Syab.g_00239	Syan.g_01976
OG0000497	Syab.g_00238	Syan.g_01975
OG0000498	Syab.g_00237	Syan.g_01974
OG0000499	Syab.g_00236	Syan.g_01973
OG0000500	Syab.g_00235	Syan.g_01972
OG0000501	Syab.g_00232	Syan.g_01969
OG0000502	Syab.g_00224	Syan.g_01961
OG0000503	Syab.g_00523	Syan.g_02144
OG0000504	Syab.g_00525	Syan.g_02142
OG0000505	Syab.g_00526	Syan.g_02141
OG0000506	Syab.g_00528	Syan.g_02139
OG0000507	Syab.g_00533	Syan.g_02133
OG0000508	Syab.g_00537	Syan.g_02998
OG0000509	Syab.g_00539	Syan.g_02993
OG0000510	Syab.g_00540	Syan.g_02992
OG0000511	Syab.g_00541	Syan.g_02991
OG0000512	Syab.g_00543	Syan.g_02989
OG0000513	Syab.g_00555	Syan.g_02320
OG0000514	Syab.g_00566	Syan.g_02326
OG0000515	Syab.g_00567	Syan.g_02327
OG0000516	Syab.g_00575	Syan.g_02389
OG0000517	Syab.g_00582	Syan.g_02395
OG0000518	Syab.g_00594	Syan.g_01336
OG0000519	Syab.g_00610	Syan.g_01335
OG0000520	Syab.g_00611	Syan.g_01334
OG0000521	Syab.g_00624	Syan.g_02805
OG0000522	Syab.g_00626	Syan.g_02803
OG0000523	Syab.g_00627	Syan.g_02802
OG0000524	Syab.g_00640	Syan.g_02878
OG0000525	Syab.g_00671	Syan.g_02853
OG0000526	Syab.g_00689	Syan.g_02852
OG0000527	Syab.g_00695	Syan.g_02848
OG0000528	Syab.g_02092	Syan.g_02767
OG0000529	Syab.g_02097	Syan.g_02763
OG0000530	Syab.g_02100	Syan.g_02760
OG0000531	Syab.g_02101	Syan.g_02759
OG0000532	Syab.g_02104	Syan.g_02756
OG0000533	Syab.g_02106	Syan.g_02754
OG0000534	Syab.g_02107	Syan.g_02753
OG0000535	Syab.g_02108	Syan.g_02752
OG0000536	Syab.g_02109	Syan.g_02751
OG0000537	Syab.g_02110	Syan.g_02750
OG0000538	Syab.g_02122	Syan.g_02738
OG0000539	Syab.g_02123	Syan.g_02737
OG0000540	Syab.g_02124	Syan.g_02736
OG0000541	Syab.g_02125	Syan.g_02735
OG0000542	Syab.g_02128	Syan.g_02732
OG0000543	Syab.g_02130	Syan.g_02730
OG0000544	Syab.g_02131	Syan.g_02729
OG0000545	Syab.g_02133	Syan.g_02727
OG0000546	Syab.g_02135	Syan.g_02725
OG0000547	Syab.g_02137	Syan.g_02723
OG0000548	Syab.g_02138	Syan.g_02722
OG0000549	Syab.g_02144	Syan.g_01194
OG0000550	Syab.g_02149	Syan.g_01189
OG0000551	Syab.g_02153	Syan.g_01184
OG0000552	Syab.g_02154	Syan.g_01183
OG0000553	Syab.g_02046	Syan.g_01179
OG0000554	Syab.g_02040	Syan.g_01165
OG0000555	Syab.g_02026	Syan.g_00839
OG0000556	Syab.g_02022	Syan.g_00842
OG0000557	Syab.g_02019	Syan.g_00847
OG0000558	Syab.g_02016	Syan.g_00849
OG0000559	Syab.g_02012	Syan.g_00853
OG0000560	Syab.g_02009	Syan.g_00856
OG0000561	Syab.g_02008	Syan.g_00857
OG0000562	Syab.g_02007	Syan.g_00858
OG0000563	Syab.g_02006	Syan.g_00859
OG0000564	Syab.g_02005	Syan.g_00860
OG0000565	Syab.g_02001	Syan.g_00864
OG0000566	Syab.g_01997	Syan.g_00868
OG0000567	Syab.g_01993	Syan.g_00872
OG0000568	Syab.g_01991	Syan.g_00874
OG0000569	Syab.g_01990	Syan.g_00875
