Orthogroup	Syab	Pran
OG0000066	Syab.g_01516, Syab.g_02031	Pran.g_01639
OG0000067	Syab.g_01659	Pran.g_01343
OG0000068	Syab.g_02087	Pran.g_00841
OG0000070	Syab.g_00614	Pran.g_01727
OG0000071	Syab.g_00915	Pran.g_00938, Pran.g_00876
OG0000072	Syab.g_02593	Pran.g_00261
OG0000073	Syab.g_02119	Pran.g_01679
OG0000075	Syab.g_00202	Pran.g_01137
OG0000076	Syab.g_00113	Pran.g_01160
OG0000077	Syab.g_02446	Pran.g_00354
OG0000078	Syab.g_02366	Pran.g_00194
OG0000079	Syab.g_00340	Pran.g_01940
OG0000080	Syab.g_00140	Pran.g_00796, Pran.g_00794
OG0000081	Syab.g_01793	Pran.g_01647
OG0000082	Syab.g_01971	Pran.g_01593
OG0000084	Syab.g_00781	Pran.g_00737
OG0000085	Syab.g_02243	Pran.g_00963
OG0000086	Syab.g_02468	Pran.g_00344
OG0000087	Syab.g_02551	Pran.g_00295
OG0000088	Syab.g_02586	Pran.g_00266
OG0000089	Syab.g_00551	Pran.g_01839
OG0000090	Syab.g_02041	Pran.g_01645
OG0000091	Syab.g_01866	Pran.g_01536
OG0000093	Syab.g_01582	Pran.g_00455
OG0000094	Syab.g_01306	Pran.g_00549
OG0000095	Syab.g_01210	Pran.g_00903
OG0000097	Syab.g_01051	Pran.g_00019
OG0000098	Syab.g_01553	Pran.g_00855
OG0000099	Syab.g_00230	Pran.g_00806
OG0000100	Syab.g_01694	Pran.g_00659
OG0000101	Syab.g_00446	Pran.g_01105
OG0000102	Syab.g_00104	Pran.g_01165
OG0000103	Syab.g_02895, Syab.g_01296	Pran.g_01244
OG0000104	Syab.g_02910	Pran.g_01253
OG0000105	Syab.g_00303	Pran.g_01920
OG0000106	Syab.g_01817	Pran.g_01824
OG0000107	Syab.g_00367	Pran.g_01808
OG0000108	Syab.g_02096	Pran.g_01698
OG0000109	Syab.g_02112	Pran.g_01684
OG0000110	Syab.g_01984	Pran.g_01603
OG0000111	Syab.g_01201	Pran.g_01479
OG0000112	Syab.g_01392	Pran.g_01378
OG0000113	Syab.g_01689	Pran.g_01321
OG0000114	Syab.g_02656, Syab.g_01633	Pran.g_00429
OG0000115	Syab.g_00748	Pran.g_00123
OG0000116	Syab.g_00945	Pran.g_00070
OG0000117	Syab.g_01018	Pran.g_01466
OG0000118	Syab.g_00897	Pran.g_00864
OG0000120	Syab.g_00229	Pran.g_00752
OG0000121	Syab.g_00772	Pran.g_00731
OG0000122	Syab.g_01839	Pran.g_00693
OG0000123	Syab.g_00454	Pran.g_01112
OG0000124	Syab.g_00088	Pran.g_01176
OG0000125	Syab.g_02763	Pran.g_01212
OG0000126	Syab.g_02908	Pran.g_01252
OG0000128	Syab.g_00012	Pran.g_01268
OG0000129	Syab.g_02749	Pran.g_00381
OG0000130	Syab.g_02434	Pran.g_00363
OG0000131	Syab.g_02564	Pran.g_00288
OG0000132	Syab.g_02584	Pran.g_00268
OG0000133	Syab.g_01387	Pran.g_01872
OG0000134	Syab.g_00554	Pran.g_01838
OG0000135	Syab.g_02815	Pran.g_01812
OG0000136	Syab.g_00588	Pran.g_01739
OG0000137	Syab.g_00697	Pran.g_01703
OG0000138	Syab.g_02113	Pran.g_01683
OG0000139	Syab.g_02035	Pran.g_01641
OG0000140	Syab.g_02033	Pran.g_01640
OG0000141	Syab.g_01931	Pran.g_01571
OG0000142	Syab.g_01524, Syab.g_01873	Pran.g_01543
OG0000143	Syab.g_01870	Pran.g_01539
OG0000144	Syab.g_01757	Pran.g_01526
OG0000145	Syab.g_02120	Pran.g_01400
OG0000146	Syab.g_01393	Pran.g_01377
OG0000147	Syab.g_01394	Pran.g_01376
OG0000148	Syab.g_01682, Syab.g_01683	Pran.g_01327
OG0000149	Syab.g_01720	Pran.g_01297
OG0000150	Syab.g_01930	Pran.g_01289
OG0000151	Syab.g_01612	Pran.g_00439
OG0000152	Syab.g_01383	Pran.g_00487
OG0000153	Syab.g_01343	Pran.g_00506
OG0000154	Syab.g_01317	Pran.g_00542
OG0000155	Syab.g_01009	Pran.g_00040
OG0000156	Syab.g_00933	Pran.g_00887
OG0000157	Syab.g_00932	Pran.g_00886
OG0000158	Syab.g_00161	Pran.g_00822
OG0000160	Syab.g_00774	Pran.g_00732
OG0000161	Syab.g_00766	Pran.g_00726
OG0000162	Syab.g_00755	Pran.g_00720
OG0000163	Syab.g_02173	Pran.g_00686
OG0000164	Syab.g_02307	Pran.g_00994
OG0000165	Syab.g_02316	Pran.g_01001
OG0000166	Syab.g_00407	Pran.g_01069, Pran.g_01068
OG0000167	Syab.g_00205	Pran.g_01135
OG0000168	Syab.g_00136	Pran.g_01144
OG0000169	Syab.g_00125	Pran.g_01154
OG0000170	Syab.g_00118	Pran.g_01156
OG0000171	Syab.g_00089	Pran.g_01175
OG0000172	Syab.g_00080	Pran.g_01184
OG0000173	Syab.g_00061	Pran.g_01199
OG0000174	Syab.g_02819	Pran.g_01226
OG0000175	Syab.g_02876	Pran.g_01236
OG0000176	Syab.g_00004	Pran.g_01261
OG0000177	Syab.g_00005	Pran.g_01262
OG0000178	Syab.g_00006	Pran.g_01263
OG0000179	Syab.g_00022	Pran.g_00408
OG0000180	Syab.g_00023	Pran.g_00407
OG0000181	Syab.g_00024	Pran.g_00406
OG0000182	Syab.g_00025	Pran.g_00405
OG0000183	Syab.g_00029	Pran.g_00401
OG0000184	Syab.g_02738	Pran.g_00379
OG0000185	Syab.g_02715	Pran.g_00376
OG0000186	Syab.g_02430	Pran.g_00368
OG0000187	Syab.g_02431	Pran.g_00367
OG0000188	Syab.g_02454	Pran.g_00350
OG0000189	Syab.g_02487	Pran.g_00337
OG0000190	Syab.g_00190, Syab.g_00139	Pran.g_00336
OG0000191	Syab.g_02522	Pran.g_00316
OG0000192	Syab.g_02528	Pran.g_00312
OG0000193	Syab.g_02565	Pran.g_00287
OG0000194	Syab.g_02568	Pran.g_00283
OG0000195	Syab.g_02570	Pran.g_00281
OG0000196	Syab.g_02581	Pran.g_00271
OG0000197	Syab.g_02582	Pran.g_00270
OG0000198	Syab.g_02583	Pran.g_00269
OG0000199	Syab.g_02591	Pran.g_00262
OG0000200	Syab.g_02611	Pran.g_00248
OG0000201	Syab.g_02628	Pran.g_00240
OG0000202	Syab.g_02629	Pran.g_00239
OG0000203	Syab.g_02630	Pran.g_00238
OG0000204	Syab.g_02631	Pran.g_00237
OG0000205	Syab.g_02638	Pran.g_00230
OG0000206	Syab.g_02674	Pran.g_00225
OG0000207	Syab.g_02677	Pran.g_00223
OG0000208	Syab.g_02678	Pran.g_00222
OG0000209	Syab.g_02698	Pran.g_00213
OG0000210	Syab.g_02699	Pran.g_00212
OG0000211	Syab.g_02374	Pran.g_00199
OG0000212	Syab.g_02365	Pran.g_00193
OG0000213	Syab.g_00332	Pran.g_01935
OG0000214	Syab.g_00312	Pran.g_01926
OG0000215	Syab.g_00281	Pran.g_01902
OG0000216	Syab.g_00277	Pran.g_01900
OG0000217	Syab.g_00273	Pran.g_01897
OG0000218	Syab.g_00271	Pran.g_01895
OG0000219	Syab.g_00270	Pran.g_01894
OG0000220	Syab.g_00269	Pran.g_01893
OG0000221	Syab.g_00257	Pran.g_01892
OG0000222	Syab.g_00244	Pran.g_01884
OG0000223	Syab.g_00226	Pran.g_01871
OG0000224	Syab.g_00223	Pran.g_01869
OG0000225	Syab.g_00538	Pran.g_01849
OG0000226	Syab.g_00542	Pran.g_01845
OG0000227	Syab.g_00544	Pran.g_01843
OG0000228	Syab.g_00550	Pran.g_01840
OG0000229	Syab.g_00583	Pran.g_01744
OG0000230	Syab.g_00585	Pran.g_01742
OG0000231	Syab.g_00613	Pran.g_01728
OG0000232	Syab.g_00631	Pran.g_01720
OG0000233	Syab.g_00645	Pran.g_01715
OG0000234	Syab.g_00699	Pran.g_01702
OG0000235	Syab.g_02095	Pran.g_01699
OG0000236	Syab.g_02111	Pran.g_01685
OG0000237	Syab.g_02129	Pran.g_01672
OG0000238	Syab.g_02134	Pran.g_01666
OG0000239	Syab.g_02151	Pran.g_01653
OG0000240	Syab.g_02152	Pran.g_01652
OG0000241	Syab.g_01884	Pran.g_01648
OG0000242	Syab.g_02043	Pran.g_01646
OG0000243	Syab.g_02025	Pran.g_01635
OG0000244	Syab.g_02017	Pran.g_01632
OG0000245	Syab.g_02015	Pran.g_01630
OG0000246	Syab.g_02011	Pran.g_01626
OG0000247	Syab.g_01999	Pran.g_01616
OG0000248	Syab.g_01996	Pran.g_01613
OG0000249	Syab.g_01994	Pran.g_01611
OG0000250	Syab.g_01988	Pran.g_01606
OG0000251	Syab.g_01961	Pran.g_01587
OG0000252	Syab.g_01958	Pran.g_01584
OG0000253	Syab.g_01956	Pran.g_01583
OG0000254	Syab.g_01925	Pran.g_01567
OG0000255	Syab.g_01912	Pran.g_01561
OG0000256	Syab.g_01890	Pran.g_01551
OG0000257	Syab.g_01885	Pran.g_01548
OG0000258	Syab.g_01861	Pran.g_01535
OG0000259	Syab.g_01538	Pran.g_01518
OG0000260	Syab.g_01544	Pran.g_01515
OG0000261	Syab.g_01556	Pran.g_01513
OG0000262	Syab.g_01561	Pran.g_01509
OG0000263	Syab.g_01035	Pran.g_01497
OG0000264	Syab.g_01173	Pran.g_01487
OG0000265	Syab.g_01773	Pran.g_01460
OG0000266	Syab.g_01667	Pran.g_01450
OG0000267	Syab.g_01433	Pran.g_01439
OG0000268	Syab.g_01432	Pran.g_01438
OG0000269	Syab.g_01650	Pran.g_01348
OG0000270	Syab.g_01657	Pran.g_01345
OG0000271	Syab.g_01279	Pran.g_01337
OG0000272	Syab.g_01280	Pran.g_01336
OG0000273	Syab.g_01699	Pran.g_01313
OG0000274	Syab.g_01700	Pran.g_01312
OG0000275	Syab.g_01704	Pran.g_01310
OG0000276	Syab.g_01712	Pran.g_01305
OG0000277	Syab.g_01713	Pran.g_01304
OG0000278	Syab.g_01716	Pran.g_01301
OG0000279	Syab.g_01724	Pran.g_01294
OG0000280	Syab.g_01736	Pran.g_01293
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Pran.g_01287
OG0000282	Syab.g_01631	Pran.g_00431
OG0000283	Syab.g_01418	Pran.g_00464
OG0000284	Syab.g_01413	Pran.g_00469
OG0000285	Syab.g_01402	Pran.g_00474
OG0000286	Syab.g_01384	Pran.g_00486
OG0000287	Syab.g_01350	Pran.g_00503
OG0000288	Syab.g_01318	Pran.g_00541
OG0000289	Syab.g_01303	Pran.g_00552
OG0000290	Syab.g_01213	Pran.g_00565
OG0000291	Syab.g_01211	Pran.g_00567
OG0000292	Syab.g_02907	Pran.g_00135
OG0000293	Syab.g_00946	Pran.g_00069
OG0000294	Syab.g_00947	Pran.g_00068
OG0000295	Syab.g_01001	Pran.g_00048
OG0000296	Syab.g_01003	Pran.g_00046
OG0000297	Syab.g_01016	Pran.g_00038
OG0000298	Syab.g_01017	Pran.g_00037
OG0000299	Syab.g_01047	Pran.g_00020
OG0000300	Syab.g_01054	Pran.g_00017
OG0000301	Syab.g_01055	Pran.g_00016
OG0000302	Syab.g_01056	Pran.g_00014
OG0000303	Syab.g_01149	Pran.g_00007
OG0000304	Syab.g_01143	Pran.g_00003
OG0000305	Syab.g_01208	Pran.g_00848
OG0000306	Syab.g_01819	Pran.g_00846
OG0000307	Syab.g_02078	Pran.g_00832
OG0000308	Syab.g_02076	Pran.g_00831
OG0000309	Syab.g_02071	Pran.g_00827
OG0000310	Syab.g_00817	Pran.g_00748
OG0000311	Syab.g_00811	Pran.g_00746
OG0000312	Syab.g_00793	Pran.g_00743
OG0000313	Syab.g_00769	Pran.g_00729
OG0000314	Syab.g_00736	Pran.g_00706
OG0000315	Syab.g_00726	Pran.g_00696
OG0000316	Syab.g_02189	Pran.g_00676
OG0000317	Syab.g_02251	Pran.g_00968
OG0000318	Syab.g_02257	Pran.g_00971
OG0000319	Syab.g_02291	Pran.g_00984
OG0000320	Syab.g_02293	Pran.g_00986
OG0000321	Syab.g_02294	Pran.g_00987
OG0000322	Syab.g_02295	Pran.g_00988
OG0000323	Syab.g_02310	Pran.g_00997
OG0000324	Syab.g_02341	Pran.g_01023
OG0000325	Syab.g_00368	Pran.g_01033
OG0000326	Syab.g_00375	Pran.g_01039
OG0000327	Syab.g_00402	Pran.g_01063
OG0000328	Syab.g_00403	Pran.g_01064
OG0000329	Syab.g_00420	Pran.g_01082
OG0000330	Syab.g_00421	Pran.g_01083
OG0000331	Syab.g_00422	Pran.g_01084
OG0000332	Syab.g_00437	Pran.g_01098
OG0000333	Syab.g_00440	Pran.g_01100
OG0000334	Syab.g_00450	Pran.g_01108
OG0000335	Syab.g_00455	Pran.g_01113
OG0000336	Syab.g_00459	Pran.g_01117
OG0000337	Syab.g_00210	Pran.g_01133
OG0000338	Syab.g_00207	Pran.g_01134
OG0000339	Syab.g_00201	Pran.g_01138
OG0000340	Syab.g_00135	Pran.g_01145
OG0000341	Syab.g_00157, Syab.g_00133	Pran.g_01147
OG0000342	Syab.g_00132	Pran.g_01148
OG0000343	Syab.g_00131	Pran.g_01149
OG0000344	Syab.g_00127, Syab.g_02424	Pran.g_01152
OG0000345	Syab.g_00117	Pran.g_01157
OG0000346	Syab.g_00112	Pran.g_01161
OG0000347	Syab.g_00087	Pran.g_01177
OG0000348	Syab.g_00076	Pran.g_01187
OG0000349	Syab.g_00054	Pran.g_01203
OG0000350	Syab.g_00382	Pran.g_01222
OG0000351	Syab.g_02879	Pran.g_01239
OG0000352	Syab.g_02880	Pran.g_01240
OG0000353	Syab.g_02913	Pran.g_01256
OG0000355	Syab.g_00001	Pran.g_01258
OG0000356	Syab.g_00002	Pran.g_01259
OG0000357	Syab.g_00003	Pran.g_01260
OG0000358	Syab.g_00007	Pran.g_01264
OG0000359	Syab.g_00009	Pran.g_01265
OG0000360	Syab.g_00010	Pran.g_01266
OG0000361	Syab.g_00011	Pran.g_01267
OG0000362	Syab.g_00013	Pran.g_01269
OG0000363	Syab.g_00015	Pran.g_00410
OG0000364	Syab.g_00016	Pran.g_00409
OG0000365	Syab.g_00026	Pran.g_00404
OG0000366	Syab.g_00027	Pran.g_00403
OG0000367	Syab.g_00028	Pran.g_00402
OG0000368	Syab.g_00030	Pran.g_00400
OG0000369	Syab.g_00031	Pran.g_00399
OG0000370	Syab.g_00032	Pran.g_00398
OG0000371	Syab.g_00711, Syab.g_00039	Pran.g_00392
OG0000372	Syab.g_00045	Pran.g_00389
OG0000373	Syab.g_00046	Pran.g_00388
OG0000374	Syab.g_00047	Pran.g_00387
OG0000375	Syab.g_00050	Pran.g_00385
OG0000376	Syab.g_00052	Pran.g_00383
OG0000377	Syab.g_02748	Pran.g_00380
OG0000378	Syab.g_02717	Pran.g_00378
OG0000379	Syab.g_02714	Pran.g_00375
OG0000380	Syab.g_02432	Pran.g_00366
OG0000381	Syab.g_02435	Pran.g_00362
OG0000382	Syab.g_02453	Pran.g_00351
OG0000383	Syab.g_02459	Pran.g_00349
OG0000384	Syab.g_02460	Pran.g_00348
OG0000385	Syab.g_02461	Pran.g_00347
OG0000386	Syab.g_02462	Pran.g_00346
OG0000387	Syab.g_02491	Pran.g_00334
OG0000388	Syab.g_02495	Pran.g_00331
OG0000389	Syab.g_02499	Pran.g_00327
OG0000390	Syab.g_02516	Pran.g_00320
OG0000391	Syab.g_02521	Pran.g_00317
OG0000392	Syab.g_02527	Pran.g_00313
OG0000393	Syab.g_02530	Pran.g_00311
OG0000394	Syab.g_02531	Pran.g_00310
OG0000395	Syab.g_02532	Pran.g_00309
OG0000396	Syab.g_02535	Pran.g_00307
OG0000397	Syab.g_02537	Pran.g_00305
OG0000398	Syab.g_02542	Pran.g_00303
OG0000399	Syab.g_02543	Pran.g_00302
OG0000400	Syab.g_02544	Pran.g_00301
OG0000401	Syab.g_02545	Pran.g_00300
OG0000402	Syab.g_02547	Pran.g_00298
OG0000403	Syab.g_02548	Pran.g_00297
OG0000404	Syab.g_02550	Pran.g_00296
OG0000405	Syab.g_02562	Pran.g_00292
OG0000406	Syab.g_02566	Pran.g_00286
OG0000407	Syab.g_02567	Pran.g_00285
OG0000408	Syab.g_02569	Pran.g_00282
OG0000409	Syab.g_02571	Pran.g_00280
OG0000410	Syab.g_02572	Pran.g_00279
OG0000411	Syab.g_02573	Pran.g_00278
OG0000412	Syab.g_02574	Pran.g_00277
OG0000413	Syab.g_02576	Pran.g_00276
OG0000414	Syab.g_02577	Pran.g_00275
OG0000415	Syab.g_02578	Pran.g_00274
OG0000416	Syab.g_02579	Pran.g_00273
OG0000417	Syab.g_02580	Pran.g_00272
OG0000418	Syab.g_02585	Pran.g_00267
OG0000419	Syab.g_02587	Pran.g_00265
OG0000420	Syab.g_02589	Pran.g_00264
OG0000421	Syab.g_02595	Pran.g_00259
OG0000422	Syab.g_02596	Pran.g_00258
OG0000423	Syab.g_02597	Pran.g_00257
OG0000424	Syab.g_02598	Pran.g_00256
OG0000425	Syab.g_02599	Pran.g_00255
OG0000426	Syab.g_02600	Pran.g_00254
OG0000427	Syab.g_02601	Pran.g_00253
OG0000428	Syab.g_02604	Pran.g_00251
OG0000429	Syab.g_02608	Pran.g_00250
OG0000430	Syab.g_02610	Pran.g_00249
OG0000431	Syab.g_02613	Pran.g_00247
OG0000432	Syab.g_02619	Pran.g_00244
OG0000433	Syab.g_02622	Pran.g_00243
OG0000434	Syab.g_02623	Pran.g_00242
OG0000435	Syab.g_02625	Pran.g_00241
OG0000436	Syab.g_02632	Pran.g_00236
OG0000437	Syab.g_02633	Pran.g_00235
OG0000438	Syab.g_02634	Pran.g_00234
OG0000439	Syab.g_02636	Pran.g_00232
OG0000440	Syab.g_02637	Pran.g_00231
OG0000441	Syab.g_02641	Pran.g_00228
OG0000442	Syab.g_02642	Pran.g_00227
OG0000443	Syab.g_02668	Pran.g_00226
OG0000444	Syab.g_02681	Pran.g_00221
OG0000445	Syab.g_02682	Pran.g_00220
OG0000446	Syab.g_02684	Pran.g_00219
OG0000447	Syab.g_02687	Pran.g_00218
OG0000448	Syab.g_02688	Pran.g_00217
OG0000449	Syab.g_02689	Pran.g_00216
OG0000450	Syab.g_02695	Pran.g_00215
OG0000451	Syab.g_02696	Pran.g_00214
OG0000452	Syab.g_02701	Pran.g_00211
OG0000453	Syab.g_02702	Pran.g_00210
OG0000454	Syab.g_02703	Pran.g_00209
OG0000455	Syab.g_02704	Pran.g_00208
OG0000456	Syab.g_02705	Pran.g_00207
OG0000457	Syab.g_02707	Pran.g_00206
OG0000458	Syab.g_02708	Pran.g_00205
OG0000459	Syab.g_02709	Pran.g_00204
OG0000460	Syab.g_02372	Pran.g_00197
OG0000461	Syab.g_00356	Pran.g_01950
OG0000462	Syab.g_00352	Pran.g_01948
OG0000463	Syab.g_00351	Pran.g_01947
OG0000464	Syab.g_00350	Pran.g_01946
OG0000465	Syab.g_00349	Pran.g_01945
OG0000466	Syab.g_00343	Pran.g_01942
OG0000467	Syab.g_00341	Pran.g_01941
OG0000468	Syab.g_00336	Pran.g_01939
OG0000469	Syab.g_00318	Pran.g_01931
OG0000470	Syab.g_00316	Pran.g_01929
OG0000471	Syab.g_00315	Pran.g_01928
OG0000472	Syab.g_00313	Pran.g_01927
OG0000473	Syab.g_00311	Pran.g_01925
OG0000474	Syab.g_00310	Pran.g_01924
OG0000475	Syab.g_00309	Pran.g_01923
OG0000476	Syab.g_00307	Pran.g_01922
OG0000477	Syab.g_00301	Pran.g_01919
OG0000478	Syab.g_00300	Pran.g_01918
OG0000479	Syab.g_00299	Pran.g_01917
OG0000480	Syab.g_00292	Pran.g_01912
OG0000481	Syab.g_00290	Pran.g_01910
OG0000482	Syab.g_00289	Pran.g_01909
OG0000483	Syab.g_00285	Pran.g_01906
OG0000484	Syab.g_00284	Pran.g_01905
OG0000485	Syab.g_00283	Pran.g_01904
OG0000486	Syab.g_00282	Pran.g_01903
OG0000487	Syab.g_00276	Pran.g_01899
OG0000488	Syab.g_00272	Pran.g_01896
OG0000489	Syab.g_00256	Pran.g_01891
OG0000490	Syab.g_00247	Pran.g_01886
OG0000491	Syab.g_00245	Pran.g_01885
OG0000492	Syab.g_00243	Pran.g_01883
OG0000493	Syab.g_00242	Pran.g_01882
OG0000494	Syab.g_00241	Pran.g_01881
OG0000495	Syab.g_00240	Pran.g_01880
OG0000496	Syab.g_00239	Pran.g_01879
OG0000497	Syab.g_00238	Pran.g_01878
OG0000498	Syab.g_00237	Pran.g_01877
OG0000499	Syab.g_00236	Pran.g_01876
OG0000500	Syab.g_00235	Pran.g_01875
OG0000501	Syab.g_00232	Pran.g_01873
OG0000502	Syab.g_00224	Pran.g_01870
OG0000503	Syab.g_00523	Pran.g_01860
OG0000504	Syab.g_00525	Pran.g_01859
OG0000505	Syab.g_00526	Pran.g_01858
OG0000506	Syab.g_00528	Pran.g_01857
OG0000507	Syab.g_00533	Pran.g_01854
OG0000508	Syab.g_00537	Pran.g_01850
OG0000509	Syab.g_00539	Pran.g_01848
OG0000510	Syab.g_00540	Pran.g_01847
OG0000511	Syab.g_00541	Pran.g_01846
OG0000512	Syab.g_00543	Pran.g_01844
OG0000513	Syab.g_00555	Pran.g_01837
OG0000514	Syab.g_00566	Pran.g_01749
OG0000515	Syab.g_00567	Pran.g_01748
OG0000516	Syab.g_00575	Pran.g_01747
OG0000517	Syab.g_00582	Pran.g_01745
OG0000518	Syab.g_00594	Pran.g_01734
OG0000519	Syab.g_00610	Pran.g_01733
OG0000520	Syab.g_00611	Pran.g_01729
OG0000521	Syab.g_00624	Pran.g_01724
OG0000522	Syab.g_00626	Pran.g_01723
OG0000523	Syab.g_00627	Pran.g_01722
OG0000524	Syab.g_00640	Pran.g_01717
OG0000525	Syab.g_00671	Pran.g_01714
OG0000526	Syab.g_00689	Pran.g_01713
OG0000527	Syab.g_00695	Pran.g_01705
OG0000528	Syab.g_02092	Pran.g_01700
OG0000529	Syab.g_02097	Pran.g_01697
OG0000530	Syab.g_02100	Pran.g_01694
OG0000531	Syab.g_02101	Pran.g_01693
OG0000532	Syab.g_02104	Pran.g_01691
OG0000533	Syab.g_02106	Pran.g_01690
OG0000534	Syab.g_02107	Pran.g_01689
OG0000535	Syab.g_02108	Pran.g_01688
OG0000536	Syab.g_02109	Pran.g_01687
OG0000537	Syab.g_02110	Pran.g_01686
OG0000538	Syab.g_02122	Pran.g_01678
OG0000539	Syab.g_02123	Pran.g_01677
OG0000540	Syab.g_02124	Pran.g_01676
OG0000541	Syab.g_02125	Pran.g_01675
OG0000542	Syab.g_02128	Pran.g_01673
OG0000543	Syab.g_02130	Pran.g_01671
OG0000544	Syab.g_02131	Pran.g_01670
OG0000545	Syab.g_02133	Pran.g_01668
OG0000546	Syab.g_02135	Pran.g_01665
OG0000547	Syab.g_02137	Pran.g_01663
OG0000548	Syab.g_02138	Pran.g_01662
OG0000549	Syab.g_02144	Pran.g_01660
OG0000550	Syab.g_02149	Pran.g_01655
OG0000551	Syab.g_02153	Pran.g_01651
OG0000552	Syab.g_02154	Pran.g_01650
OG0000553	Syab.g_02046	Pran.g_01649
OG0000554	Syab.g_02040	Pran.g_01644
OG0000555	Syab.g_02026	Pran.g_01636
OG0000556	Syab.g_02022	Pran.g_01634
OG0000557	Syab.g_02019	Pran.g_01633
OG0000558	Syab.g_02016	Pran.g_01631
OG0000559	Syab.g_02012	Pran.g_01627
OG0000560	Syab.g_02009	Pran.g_01624
OG0000561	Syab.g_02008	Pran.g_01623
OG0000562	Syab.g_02007	Pran.g_01622
OG0000563	Syab.g_02006	Pran.g_01621
OG0000564	Syab.g_02005	Pran.g_01620
OG0000565	Syab.g_02001	Pran.g_01617
OG0000566	Syab.g_01997	Pran.g_01614
OG0000567	Syab.g_01993	Pran.g_01610
OG0000568	Syab.g_01991	Pran.g_01609
OG0000569	Syab.g_01990	Pran.g_01608
OG0000570	Syab.g_01989	Pran.g_01607
OG0000571	Syab.g_01986	Pran.g_01605
OG0000572	Syab.g_01969	Pran.g_01592
OG0000573	Syab.g_01960	Pran.g_01586
OG0000574	Syab.g_01959	Pran.g_01585
OG0000575	Syab.g_01954	Pran.g_01581
OG0000576	Syab.g_01952	Pran.g_01579
OG0000577	Syab.g_01951	Pran.g_01578
OG0000578	Syab.g_01950	Pran.g_01577
OG0000579	Syab.g_01949	Pran.g_01576
OG0000580	Syab.g_01948	Pran.g_01575
OG0000581	Syab.g_01934	Pran.g_01573
OG0000582	Syab.g_01929	Pran.g_01570
OG0000583	Syab.g_01928	Pran.g_01569
