Orthogroup	Syab	Prap
OG0000063	Syab.g_00040	Prap.g_01903
OG0000064	Syab.g_00824, Syab.g_02808, Syab.g_01783, Syab.g_00997	Prap.g_00883
OG0000065	Syab.g_02500, Syab.g_01768	Prap.g_01069
OG0000066	Syab.g_01516, Syab.g_02031	Prap.g_01230, Prap.g_01867
OG0000067	Syab.g_01659	Prap.g_00783
OG0000068	Syab.g_02087	Prap.g_00059
OG0000070	Syab.g_00614	Prap.g_01316
OG0000071	Syab.g_00915	Prap.g_00561
OG0000072	Syab.g_02593	Prap.g_00999
OG0000073	Syab.g_02119	Prap.g_01267
OG0000075	Syab.g_00202	Prap.g_01606
OG0000076	Syab.g_00113	Prap.g_01580
OG0000077	Syab.g_02446	Prap.g_01099
OG0000078	Syab.g_02366	Prap.g_01472
OG0000079	Syab.g_00340	Prap.g_01459
OG0000080	Syab.g_00140	Prap.g_00093, Prap.g_00095
OG0000081	Syab.g_01793	Prap.g_01238
OG0000082	Syab.g_01971	Prap.g_01183, Prap.g_01790
OG0000084	Syab.g_00781	Prap.g_00118
OG0000085	Syab.g_02243	Prap.g_01917, Prap.g_01787
OG0000086	Syab.g_02468	Prap.g_01090
OG0000087	Syab.g_02551	Prap.g_01035
OG0000088	Syab.g_02586	Prap.g_01004
OG0000089	Syab.g_00551	Prap.g_01349
OG0000090	Syab.g_02041	Prap.g_01236
OG0000091	Syab.g_01866	Prap.g_00384
OG0000093	Syab.g_01582	Prap.g_00355
OG0000094	Syab.g_01306	Prap.g_00306
OG0000095	Syab.g_01210	Prap.g_00708
OG0000097	Syab.g_01051	Prap.g_00410
OG0000098	Syab.g_01553	Prap.g_01928
OG0000099	Syab.g_00230	Prap.g_00082
OG0000100	Syab.g_01694	Prap.g_00200
OG0000101	Syab.g_00446	Prap.g_01642
OG0000102	Syab.g_00104	Prap.g_01575
OG0000103	Syab.g_02895, Syab.g_01296	Prap.g_01491
OG0000104	Syab.g_02910	Prap.g_01869
OG0000105	Syab.g_00303	Prap.g_01436
OG0000106	Syab.g_01817	Prap.g_00591
OG0000107	Syab.g_00367	Prap.g_01714
OG0000108	Syab.g_02096	Prap.g_01287
OG0000109	Syab.g_02112	Prap.g_01273
OG0000110	Syab.g_01984	Prap.g_01194
OG0000111	Syab.g_01201	Prap.g_00798
OG0000112	Syab.g_01392	Prap.g_01121
OG0000113	Syab.g_01689	Prap.g_00760
OG0000114	Syab.g_02656, Syab.g_01633	Prap.g_00858
OG0000115	Syab.g_00748	Prap.g_00525
OG0000116	Syab.g_00945	Prap.g_00467
OG0000117	Syab.g_01018	Prap.g_00429
OG0000118	Syab.g_00897	Prap.g_00574
OG0000120	Syab.g_00229	Prap.g_00079
OG0000121	Syab.g_00772	Prap.g_00123
OG0000122	Syab.g_01839	Prap.g_00532, Prap.g_00164
OG0000123	Syab.g_00454	Prap.g_01635
OG0000124	Syab.g_00088	Prap.g_01563
OG0000125	Syab.g_02763	Prap.g_01528
OG0000126	Syab.g_02908	Prap.g_01870
OG0000128	Syab.g_00012	Prap.g_00043
OG0000129	Syab.g_02749	Prap.g_00910
OG0000130	Syab.g_02434	Prap.g_00881
OG0000131	Syab.g_02564	Prap.g_01026
OG0000132	Syab.g_02584	Prap.g_01006
OG0000133	Syab.g_01387	Prap.g_01389
OG0000134	Syab.g_00554	Prap.g_01347
OG0000135	Syab.g_02815	Prap.g_00543
OG0000136	Syab.g_00588	Prap.g_01325
OG0000137	Syab.g_00697	Prap.g_01292
OG0000138	Syab.g_02113	Prap.g_01272
OG0000139	Syab.g_02035	Prap.g_01232
OG0000140	Syab.g_02033	Prap.g_01231
OG0000141	Syab.g_01931	Prap.g_01160
OG0000142	Syab.g_01524, Syab.g_01873	Prap.g_00392
OG0000143	Syab.g_01870	Prap.g_00388
OG0000144	Syab.g_01757	Prap.g_00374
OG0000145	Syab.g_02120	Prap.g_00545
OG0000146	Syab.g_01393	Prap.g_01122
OG0000147	Syab.g_01394	Prap.g_01123
OG0000148	Syab.g_01682	Prap.g_00766
OG0000149	Syab.g_01720	Prap.g_00734
OG0000150	Syab.g_01930	Prap.g_00724
OG0000151	Syab.g_01612	Prap.g_00848
OG0000152	Syab.g_01383	Prap.g_00257
OG0000153	Syab.g_01343	Prap.g_00276
OG0000154	Syab.g_01317	Prap.g_00296
OG0000155	Syab.g_01009	Prap.g_00435
OG0000156	Syab.g_00933	Prap.g_00550
OG0000157	Syab.g_00932	Prap.g_00551
OG0000158	Syab.g_00161	Prap.g_01598
OG0000159	Syab.g_00148	Prap.g_00890
OG0000160	Syab.g_00774	Prap.g_00122
OG0000161	Syab.g_00766	Prap.g_00128
OG0000162	Syab.g_00755	Prap.g_00134
OG0000163	Syab.g_02173	Prap.g_00173
OG0000164	Syab.g_02307	Prap.g_01754
OG0000165	Syab.g_02316	Prap.g_01747
OG0000166	Syab.g_00407	Prap.g_01680
OG0000167	Syab.g_00205	Prap.g_01608
OG0000168	Syab.g_00136	Prap.g_01597
OG0000169	Syab.g_00125	Prap.g_01587
OG0000170	Syab.g_00118	Prap.g_01584
OG0000171	Syab.g_00089	Prap.g_01564
OG0000172	Syab.g_00080	Prap.g_01557
OG0000173	Syab.g_00061	Prap.g_01542
OG0000174	Syab.g_02819	Prap.g_01513
OG0000175	Syab.g_02876	Prap.g_01500
OG0000176	Syab.g_00004	Prap.g_00050
OG0000177	Syab.g_00005	Prap.g_00049
OG0000178	Syab.g_00006	Prap.g_00048
OG0000179	Syab.g_00022	Prap.g_00939
OG0000180	Syab.g_00023	Prap.g_00938
OG0000181	Syab.g_00024	Prap.g_00937
OG0000182	Syab.g_00025	Prap.g_00936
OG0000183	Syab.g_00029	Prap.g_00932
OG0000184	Syab.g_02738	Prap.g_00906
OG0000185	Syab.g_02715	Prap.g_00903
OG0000186	Syab.g_02430	Prap.g_00887
OG0000187	Syab.g_02431	Prap.g_00886
OG0000188	Syab.g_02454	Prap.g_01096
OG0000189	Syab.g_02487	Prap.g_01082
OG0000190	Syab.g_00190, Syab.g_00139	Prap.g_01080
OG0000191	Syab.g_02522	Prap.g_01057
OG0000192	Syab.g_02528	Prap.g_01052
OG0000193	Syab.g_02565	Prap.g_01025
OG0000194	Syab.g_02568	Prap.g_01022
OG0000195	Syab.g_02570	Prap.g_01020
OG0000196	Syab.g_02581	Prap.g_01009
OG0000197	Syab.g_02582	Prap.g_01008
OG0000198	Syab.g_02583	Prap.g_01007
OG0000199	Syab.g_02591	Prap.g_01000
OG0000200	Syab.g_02611	Prap.g_00986
OG0000201	Syab.g_02628	Prap.g_00977
OG0000202	Syab.g_02629	Prap.g_00976
OG0000203	Syab.g_02630	Prap.g_00975
OG0000204	Syab.g_02631	Prap.g_00974
OG0000205	Syab.g_02638	Prap.g_00967
OG0000206	Syab.g_02674	Prap.g_00962
OG0000207	Syab.g_02677	Prap.g_00959
OG0000208	Syab.g_02678	Prap.g_00958
OG0000209	Syab.g_02698	Prap.g_00949
OG0000210	Syab.g_02699	Prap.g_00948
OG0000211	Syab.g_02374	Prap.g_01479
OG0000212	Syab.g_02365	Prap.g_01471
OG0000213	Syab.g_00332	Prap.g_01453
OG0000214	Syab.g_00312	Prap.g_01443
OG0000215	Syab.g_00281	Prap.g_01416
OG0000216	Syab.g_00277	Prap.g_01415
OG0000217	Syab.g_00273	Prap.g_01412
OG0000218	Syab.g_00271	Prap.g_01410
OG0000219	Syab.g_00270	Prap.g_01409
OG0000220	Syab.g_00269	Prap.g_01408
OG0000221	Syab.g_00257	Prap.g_01407
OG0000222	Syab.g_00244	Prap.g_01400
OG0000223	Syab.g_00226	Prap.g_01388
OG0000224	Syab.g_00223	Prap.g_01386
OG0000225	Syab.g_00538	Prap.g_01360
OG0000226	Syab.g_00542	Prap.g_01356
OG0000227	Syab.g_00544	Prap.g_01354
OG0000228	Syab.g_00550	Prap.g_01350
OG0000229	Syab.g_00583	Prap.g_01330
OG0000230	Syab.g_00585	Prap.g_01328
OG0000231	Syab.g_00613	Prap.g_01317
OG0000232	Syab.g_00631	Prap.g_01306
OG0000233	Syab.g_00645	Prap.g_01300
OG0000234	Syab.g_00699	Prap.g_01291
OG0000235	Syab.g_02095	Prap.g_01288
OG0000236	Syab.g_02111	Prap.g_01274
OG0000237	Syab.g_02129	Prap.g_01261
OG0000238	Syab.g_02134	Prap.g_01255
OG0000239	Syab.g_02151	Prap.g_01244
OG0000240	Syab.g_02152	Prap.g_01243
OG0000241	Syab.g_01884	Prap.g_01239
OG0000242	Syab.g_02043	Prap.g_01237
OG0000243	Syab.g_02025	Prap.g_01226
OG0000244	Syab.g_02017	Prap.g_01223
OG0000245	Syab.g_02015	Prap.g_01221
OG0000246	Syab.g_02011	Prap.g_01217
OG0000247	Syab.g_01999	Prap.g_01207
OG0000248	Syab.g_01996	Prap.g_01204
OG0000249	Syab.g_01994	Prap.g_01202
OG0000250	Syab.g_01988	Prap.g_01197
OG0000251	Syab.g_01961	Prap.g_01177
OG0000252	Syab.g_01958	Prap.g_01174
OG0000253	Syab.g_01956	Prap.g_01173
OG0000254	Syab.g_01925	Prap.g_01156
OG0000255	Syab.g_01912	Prap.g_01150
OG0000256	Syab.g_01890	Prap.g_01140
OG0000257	Syab.g_01885	Prap.g_00397
OG0000258	Syab.g_01861	Prap.g_00383
OG0000259	Syab.g_01538	Prap.g_00366
OG0000260	Syab.g_01544	Prap.g_00363
OG0000261	Syab.g_01556	Prap.g_00360
OG0000262	Syab.g_01561	Prap.g_00356
OG0000263	Syab.g_01035	Prap.g_00820
OG0000264	Syab.g_01173	Prap.g_00809
OG0000265	Syab.g_01773	Prap.g_00791
OG0000266	Syab.g_01667	Prap.g_00337
OG0000267	Syab.g_01433	Prap.g_00325
OG0000268	Syab.g_01432	Prap.g_00324
OG0000269	Syab.g_01650	Prap.g_00788
OG0000270	Syab.g_01657	Prap.g_00785
OG0000271	Syab.g_01279	Prap.g_00777
OG0000272	Syab.g_01280	Prap.g_00776
OG0000273	Syab.g_01699	Prap.g_00752
OG0000274	Syab.g_01700	Prap.g_00751
OG0000275	Syab.g_01704	Prap.g_00748
OG0000276	Syab.g_01712	Prap.g_00742
OG0000277	Syab.g_01713	Prap.g_00741
OG0000278	Syab.g_01716	Prap.g_00738
OG0000279	Syab.g_01724	Prap.g_00731
OG0000280	Syab.g_01736	Prap.g_00730
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prap.g_00723
OG0000282	Syab.g_01631	Prap.g_00856
OG0000283	Syab.g_01418	Prap.g_00680
OG0000284	Syab.g_01413	Prap.g_00675
OG0000285	Syab.g_01402	Prap.g_00243
OG0000286	Syab.g_01384	Prap.g_00256
OG0000287	Syab.g_01350	Prap.g_00522
OG0000288	Syab.g_01318	Prap.g_00295
OG0000289	Syab.g_01303	Prap.g_00311
OG0000290	Syab.g_01213	Prap.g_00705
OG0000291	Syab.g_01211	Prap.g_00707
OG0000292	Syab.g_02907	Prap.g_00501
OG0000293	Syab.g_00946	Prap.g_00466
OG0000294	Syab.g_00947	Prap.g_00465
OG0000295	Syab.g_01001	Prap.g_00442
OG0000296	Syab.g_01003	Prap.g_00440
OG0000297	Syab.g_01016	Prap.g_00431
OG0000298	Syab.g_01017	Prap.g_00430
OG0000299	Syab.g_01047	Prap.g_00411
OG0000300	Syab.g_01054	Prap.g_00408
OG0000301	Syab.g_01055	Prap.g_00407
OG0000302	Syab.g_01056	Prap.g_00405
OG0000303	Syab.g_01149	Prap.g_00399
OG0000304	Syab.g_01143	Prap.g_01135
OG0000305	Syab.g_01208	Prap.g_00499
OG0000306	Syab.g_01819	Prap.g_00719
OG0000307	Syab.g_02078	Prap.g_00068
OG0000308	Syab.g_02076	Prap.g_00069
OG0000309	Syab.g_02071	Prap.g_00073
OG0000310	Syab.g_00817	Prap.g_00107
OG0000311	Syab.g_00811	Prap.g_00109
OG0000312	Syab.g_00793	Prap.g_00112
OG0000313	Syab.g_00769	Prap.g_00125
OG0000314	Syab.g_00736	Prap.g_00148
OG0000315	Syab.g_00726	Prap.g_00158
OG0000316	Syab.g_02189	Prap.g_00183
OG0000317	Syab.g_02251	Prap.g_01782
OG0000318	Syab.g_02257	Prap.g_01778
OG0000319	Syab.g_02291	Prap.g_01765
OG0000320	Syab.g_02293	Prap.g_01763
OG0000321	Syab.g_02294	Prap.g_01762
OG0000322	Syab.g_02295	Prap.g_01761
OG0000323	Syab.g_02310	Prap.g_01751
OG0000324	Syab.g_02341	Prap.g_01724
OG0000325	Syab.g_00368	Prap.g_01713
OG0000326	Syab.g_00375	Prap.g_01706
OG0000327	Syab.g_00402	Prap.g_01685
OG0000328	Syab.g_00403	Prap.g_01684
OG0000329	Syab.g_00420	Prap.g_01667
OG0000330	Syab.g_00421	Prap.g_01666
OG0000331	Syab.g_00422	Prap.g_01665
OG0000332	Syab.g_00437	Prap.g_01651
OG0000333	Syab.g_00440	Prap.g_01648, Prap.g_01649
OG0000334	Syab.g_00450	Prap.g_01639
OG0000335	Syab.g_00455	Prap.g_01634
OG0000336	Syab.g_00459	Prap.g_01630
OG0000337	Syab.g_00210	Prap.g_01612
OG0000338	Syab.g_00207	Prap.g_01611
OG0000339	Syab.g_00201	Prap.g_01605
OG0000340	Syab.g_00135	Prap.g_01596
OG0000341	Syab.g_00157, Syab.g_00133	Prap.g_01594
OG0000342	Syab.g_00132	Prap.g_01593
OG0000343	Syab.g_00131	Prap.g_01592
OG0000344	Syab.g_00127, Syab.g_02424	Prap.g_01589
OG0000345	Syab.g_00117	Prap.g_01583
OG0000346	Syab.g_00112	Prap.g_01579
OG0000347	Syab.g_00087	Prap.g_01562
OG0000348	Syab.g_00076	Prap.g_01554
OG0000349	Syab.g_00054	Prap.g_01537
OG0000350	Syab.g_00382	Prap.g_00623
OG0000351	Syab.g_02879	Prap.g_01497
OG0000352	Syab.g_02880	Prap.g_01496
OG0000353	Syab.g_02913	Prap.g_00055
OG0000355	Syab.g_00001	Prap.g_00053
OG0000356	Syab.g_00002	Prap.g_00052
OG0000357	Syab.g_00003	Prap.g_00051
OG0000358	Syab.g_00007	Prap.g_00047
OG0000359	Syab.g_00009	Prap.g_00046
OG0000360	Syab.g_00010	Prap.g_00045
OG0000361	Syab.g_00011	Prap.g_00044
OG0000362	Syab.g_00013	Prap.g_00042
OG0000363	Syab.g_00015	Prap.g_00941
OG0000364	Syab.g_00016	Prap.g_00940
OG0000365	Syab.g_00026	Prap.g_00935
OG0000366	Syab.g_00027	Prap.g_00934
OG0000367	Syab.g_00028	Prap.g_00933
OG0000368	Syab.g_00030	Prap.g_00931
OG0000369	Syab.g_00031	Prap.g_00930
OG0000370	Syab.g_00032	Prap.g_00929
OG0000371	Syab.g_00711, Syab.g_00039	Prap.g_00922
OG0000372	Syab.g_00045	Prap.g_00919
OG0000373	Syab.g_00046	Prap.g_00918
OG0000374	Syab.g_00047	Prap.g_00917
OG0000375	Syab.g_00050	Prap.g_00915
OG0000376	Syab.g_00052	Prap.g_00913
OG0000377	Syab.g_02748	Prap.g_00909
OG0000378	Syab.g_02717	Prap.g_00905
OG0000379	Syab.g_02714	Prap.g_00902
OG0000380	Syab.g_02432	Prap.g_00885
OG0000381	Syab.g_02435	Prap.g_00880
OG0000382	Syab.g_02453	Prap.g_01097
OG0000383	Syab.g_02459	Prap.g_01095
OG0000384	Syab.g_02460	Prap.g_01094
OG0000385	Syab.g_02461	Prap.g_01093
OG0000386	Syab.g_02462	Prap.g_01092
OG0000387	Syab.g_02491	Prap.g_01078
OG0000388	Syab.g_02495	Prap.g_01074
OG0000389	Syab.g_02499	Prap.g_01071
OG0000390	Syab.g_02516	Prap.g_01061
OG0000391	Syab.g_02521	Prap.g_01058
OG0000392	Syab.g_02527	Prap.g_01054
OG0000393	Syab.g_02530	Prap.g_01051
OG0000394	Syab.g_02531	Prap.g_01050
OG0000395	Syab.g_02532	Prap.g_01049
OG0000396	Syab.g_02535	Prap.g_01047
OG0000397	Syab.g_02537	Prap.g_01045
OG0000398	Syab.g_02542	Prap.g_01042
OG0000399	Syab.g_02543	Prap.g_01041
OG0000400	Syab.g_02544	Prap.g_01040
OG0000401	Syab.g_02545	Prap.g_01039
OG0000402	Syab.g_02547	Prap.g_00319
OG0000403	Syab.g_02548	Prap.g_01037
OG0000404	Syab.g_02550	Prap.g_01036
OG0000405	Syab.g_02562	Prap.g_01032
OG0000406	Syab.g_02566	Prap.g_01024
OG0000407	Syab.g_02567	Prap.g_01023
OG0000408	Syab.g_02569	Prap.g_01021
OG0000409	Syab.g_02571	Prap.g_01019
OG0000410	Syab.g_02572	Prap.g_01018
OG0000411	Syab.g_02573	Prap.g_01017
OG0000412	Syab.g_02574	Prap.g_01016
OG0000413	Syab.g_02576	Prap.g_01014
OG0000414	Syab.g_02577	Prap.g_01013
OG0000415	Syab.g_02578	Prap.g_01012
OG0000416	Syab.g_02579	Prap.g_01011
OG0000417	Syab.g_02580	Prap.g_01010
OG0000418	Syab.g_02585	Prap.g_01005
OG0000419	Syab.g_02587	Prap.g_01003
OG0000420	Syab.g_02589	Prap.g_01002
OG0000421	Syab.g_02595	Prap.g_00997
OG0000422	Syab.g_02596	Prap.g_00996
OG0000423	Syab.g_02597	Prap.g_00995
OG0000424	Syab.g_02598	Prap.g_00994
OG0000425	Syab.g_02599	Prap.g_00993
OG0000426	Syab.g_02600	Prap.g_00992
OG0000427	Syab.g_02601	Prap.g_00991
OG0000428	Syab.g_02604	Prap.g_00989
OG0000429	Syab.g_02608	Prap.g_00988
OG0000430	Syab.g_02610	Prap.g_00987
OG0000431	Syab.g_02613	Prap.g_00985
OG0000432	Syab.g_02619	Prap.g_00981
OG0000433	Syab.g_02622	Prap.g_00980
OG0000434	Syab.g_02623	Prap.g_00979
OG0000435	Syab.g_02625	Prap.g_00978
OG0000436	Syab.g_02632	Prap.g_00973
OG0000437	Syab.g_02633	Prap.g_00972
OG0000438	Syab.g_02634	Prap.g_00971
OG0000439	Syab.g_02636	Prap.g_00969
OG0000440	Syab.g_02637	Prap.g_00968
OG0000441	Syab.g_02641	Prap.g_00965
OG0000442	Syab.g_02642	Prap.g_00964
OG0000443	Syab.g_02668	Prap.g_00963
OG0000444	Syab.g_02681	Prap.g_00957
OG0000445	Syab.g_02682	Prap.g_00956
OG0000446	Syab.g_02684	Prap.g_00955
OG0000447	Syab.g_02687	Prap.g_00954
OG0000448	Syab.g_02688	Prap.g_00953
OG0000449	Syab.g_02689	Prap.g_00952
OG0000450	Syab.g_02695	Prap.g_00951
OG0000451	Syab.g_02696	Prap.g_00950
OG0000452	Syab.g_02701	Prap.g_00947
OG0000453	Syab.g_02702	Prap.g_00946
OG0000454	Syab.g_02703	Prap.g_00945
OG0000455	Syab.g_02704	Prap.g_00944
OG0000456	Syab.g_02705	Prap.g_00943
OG0000457	Syab.g_02707	Prap.g_01487
OG0000458	Syab.g_02708	Prap.g_01486
OG0000459	Syab.g_02709	Prap.g_01485
OG0000460	Syab.g_02372	Prap.g_01477
OG0000461	Syab.g_00356	Prap.g_01469
OG0000462	Syab.g_00352	Prap.g_01467
OG0000463	Syab.g_00351	Prap.g_01466
OG0000464	Syab.g_00350	Prap.g_01465
OG0000465	Syab.g_00349	Prap.g_01464
OG0000466	Syab.g_00343	Prap.g_01461
OG0000467	Syab.g_00341	Prap.g_01460
OG0000468	Syab.g_00336	Prap.g_01457
OG0000469	Syab.g_00318	Prap.g_01449
OG0000470	Syab.g_00316	Prap.g_01447
OG0000471	Syab.g_00315	Prap.g_01446
OG0000472	Syab.g_00313	Prap.g_01444
OG0000473	Syab.g_00311	Prap.g_01442
OG0000474	Syab.g_00310	Prap.g_01441
OG0000475	Syab.g_00309	Prap.g_01440
OG0000476	Syab.g_00307	Prap.g_01438
OG0000477	Syab.g_00301	Prap.g_01435
OG0000478	Syab.g_00300	Prap.g_01434
OG0000479	Syab.g_00299	Prap.g_01433
OG0000480	Syab.g_00292	Prap.g_01428
OG0000481	Syab.g_00290	Prap.g_01425
OG0000482	Syab.g_00289	Prap.g_01424
OG0000483	Syab.g_00285	Prap.g_01421
OG0000484	Syab.g_00284	Prap.g_01420
OG0000485	Syab.g_00283	Prap.g_01418
OG0000486	Syab.g_00282	Prap.g_01417
OG0000487	Syab.g_00276	Prap.g_01414
OG0000488	Syab.g_00272	Prap.g_01411
OG0000489	Syab.g_00256	Prap.g_01406
OG0000490	Syab.g_00247	Prap.g_01402
OG0000491	Syab.g_00245	Prap.g_01401
OG0000492	Syab.g_00243	Prap.g_01399
OG0000493	Syab.g_00242	Prap.g_01398
OG0000494	Syab.g_00241	Prap.g_01397
OG0000495	Syab.g_00240	Prap.g_01396
OG0000496	Syab.g_00239	Prap.g_01395
OG0000497	Syab.g_00238	Prap.g_01394
OG0000498	Syab.g_00237	Prap.g_01393
OG0000499	Syab.g_00236	Prap.g_01392
OG0000500	Syab.g_00235	Prap.g_01391
OG0000501	Syab.g_00232	Prap.g_01390
OG0000502	Syab.g_00224	Prap.g_01387
OG0000503	Syab.g_00523	Prap.g_01372
OG0000504	Syab.g_00525	Prap.g_01370
OG0000505	Syab.g_00526	Prap.g_01369
OG0000506	Syab.g_00528	Prap.g_01368
OG0000507	Syab.g_00533	Prap.g_01365
OG0000508	Syab.g_00537	Prap.g_01361
OG0000509	Syab.g_00539	Prap.g_01359
OG0000510	Syab.g_00540	Prap.g_01358
OG0000511	Syab.g_00541	Prap.g_01357
OG0000512	Syab.g_00543	Prap.g_01355
OG0000513	Syab.g_00555	Prap.g_01346
OG0000514	Syab.g_00566	Prap.g_01335
OG0000515	Syab.g_00567	Prap.g_01334
OG0000516	Syab.g_00575	Prap.g_01333
OG0000517	Syab.g_00582	Prap.g_01331
OG0000518	Syab.g_00594	Prap.g_01320
OG0000519	Syab.g_00610	Prap.g_01319
OG0000520	Syab.g_00611	Prap.g_01318
OG0000521	Syab.g_00624	Prap.g_01310
OG0000522	Syab.g_00626	Prap.g_01308
OG0000523	Syab.g_00627	Prap.g_01307
OG0000524	Syab.g_00640	Prap.g_01302
OG0000525	Syab.g_00671	Prap.g_01298
OG0000526	Syab.g_00689	Prap.g_01297
OG0000527	Syab.g_00695	Prap.g_01294
OG0000528	Syab.g_02092	Prap.g_01289
OG0000529	Syab.g_02097	Prap.g_01286
OG0000530	Syab.g_02100	Prap.g_01283
OG0000531	Syab.g_02101	Prap.g_01282
OG0000532	Syab.g_02104	Prap.g_01280
OG0000533	Syab.g_02106	Prap.g_01279
OG0000534	Syab.g_02107	Prap.g_01278
OG0000535	Syab.g_02108	Prap.g_01277
OG0000536	Syab.g_02109	Prap.g_01276
OG0000537	Syab.g_02110	Prap.g_01275
OG0000538	Syab.g_02122	Prap.g_01266
OG0000539	Syab.g_02123	Prap.g_01265
OG0000540	Syab.g_02124	Prap.g_01264
OG0000541	Syab.g_02125	Prap.g_01263
OG0000542	Syab.g_02128	Prap.g_01262
OG0000543	Syab.g_02130	Prap.g_01260
OG0000544	Syab.g_02131	Prap.g_01259
OG0000545	Syab.g_02133	Prap.g_01257
OG0000546	Syab.g_02135	Prap.g_01254
OG0000547	Syab.g_02137	Prap.g_01252
OG0000548	Syab.g_02138	Prap.g_01251
OG0000549	Syab.g_02144	Prap.g_01249
OG0000550	Syab.g_02149	Prap.g_01245
OG0000551	Syab.g_02153	Prap.g_01242
OG0000552	Syab.g_02154	Prap.g_01241
OG0000553	Syab.g_02046	Prap.g_01240
OG0000554	Syab.g_02040	Prap.g_01235
OG0000555	Syab.g_02026	Prap.g_01227
OG0000556	Syab.g_02022	Prap.g_01225
OG0000557	Syab.g_02019	Prap.g_01224
OG0000558	Syab.g_02016	Prap.g_01222
OG0000559	Syab.g_02012	Prap.g_01218
OG0000560	Syab.g_02009	Prap.g_01215
OG0000561	Syab.g_02008	Prap.g_01214
OG0000562	Syab.g_02007	Prap.g_01213
OG0000563	Syab.g_02006	Prap.g_01212
OG0000564	Syab.g_02005	Prap.g_01211
OG0000565	Syab.g_02001	Prap.g_01209
OG0000566	Syab.g_01997	Prap.g_01205
OG0000567	Syab.g_01993	Prap.g_01201
OG0000568	Syab.g_01991	Prap.g_01200
OG0000569	Syab.g_01990	Prap.g_01199
OG0000570	Syab.g_01989	Prap.g_01198
OG0000571	Syab.g_01986	Prap.g_01196
OG0000572	Syab.g_01969	Prap.g_01182
OG0000573	Syab.g_01960	Prap.g_01176
OG0000574	Syab.g_01959	Prap.g_01175
OG0000575	Syab.g_01954	Prap.g_01171
OG0000576	Syab.g_01952	Prap.g_01169
